MCGM Values,Semi local centrality,Extended Degree,Second order centrality,Local Gravity Model Centrality,PageRank Centrality,Coreness Centrality,MDD Value,Local-Global Centrality,GIN Values,Isolating Centrality,CLC Values,Societal Capital Scores,H-GSM_1,EHCC Value,Node H-Index,Closeness Centrality,I-GSM Values,Extended Coreness,Volume Centrality,HCC Value,H Values,Centrality Values,Clustering Coefficient,P Value
126.8953399,655141,1170.8,-638.5887103,219180,0.015847913,1372,56.7,165.8519446,4404.674028,234,480180.065,2888,33009151.03,99.79587185,34,0.001631321,3658.37993,54023,4117,1.817204301,225.1016063,15758.76751,0.310689311,216
124.9504088,658530,1166.0,-670.7614427,196700,0.012636276,1390,51.4,146.812576,4298.509396,0,441060.4412,2880,17699950.71,98.60693737,35,0.001582278,3570.200871,54933,4099,1.814940577,233.7148231,14802.82653,0.400828157,216
212.0108692,803503,1441.4,-473.7445631,471905,0.028936742,1920,97.3,335.4335564,5694.097081,278,693433.4697,3534,1099654836.0,152.2955417,35,0.001834862,5224.904184,67299,4067,2.0,405.5985278,26219.15452,0.147325618,216
71.61209656,453440,827.8,-744.7301542,116879,0.01219169,924,45.2,114.0945872,3668.287526,0,337352.8676,2040,3527005.835,69.03376721,25,0.001533742,2525.856346,35909,4102,1.498545872,98.36910305,11404.2436,0.295733489,199
98.46670936,563372,1019.2,-705.4814187,166328,0.016273595,1103,50.3,137.9903151,4057.566797,272,418530.4462,2514,15101788.36,79.64844683,33,0.001610306,3132.026798,45483,4131,1.711375212,148.724957,12755.9157,0.297190518,216
98.00267543,578652,1034.2,-727.1973632,147323,0.011759974,1142,45.8,119.1310543,3983.689938,59,380561.6072,2556,7476529.748,81.36714771,33,0.001584786,3105.686454,47044,4134,1.723259762,160.8287267,12637.93535,0.419053185,216
22.97154609,226241,428.4,-1295.898287,24840,0.007307373,360,21.0,39.82514009,2800.107615,24,158622.6862,1059,178652.074,26.07475005,14,0.001438849,1318.486605,16869,4068,1.100586367,17.32782852,3963.009618,0.355072464,173
0.024447211,1017,5.2,-4921.948103,20,0.001584853,5,2.0,1.727408436,1282.133814,0,1017.0,12,13.69916633,0.313227064,2,0.000801925,51.05505409,58,113,0.021914104,0.000527174,95.15815801,0.0,4
0.011641854,771,3.8,-6165.518357,8,0.000928533,3,1.0,0.861065978,1277.441928,0,771.0,9,12.56095246,0.224336603,1,0.000800641,48.98292637,47,112,0.011805949,0.000265827,68.76698888,0.0,2
1.037950339,13230,31.2,-3487.753339,288,0.002176243,32,3.7,4.737202936,1838.973368,0,6792.508485,76,363.8853032,2.162917374,3,0.00105042,233.3398929,1020,2213,0.183542413,0.09248158,402.7355589,0.666666667,35
0.031654866,1298,7.4,-4334.657194,42,0.002030115,8,2.7,2.599388092,1287.5151,0,930.0576411,17,14.83350582,0.435837578,2,0.000802568,54.93003799,84,112,0.027958561,0.001283971,124.6937666,0.333333333,5
1.037380793,13159,30.8,-3545.392472,284,0.002228091,32,3.7,4.735457816,1838.467308,0,7981.336951,75,363.8789874,2.146764761,3,0.00105042,232.3910294,1017,2213,0.183259448,0.092415986,399.769352,0.5,35
1.199241443,23479,47.8,-3249.08497,345,0.001054137,52,3.0,3.619730526,1873.301171,0,8637.441399,118,367.6156294,3.934218386,3,0.001060445,278.6936125,1775,2319,0.288019556,0.264428496,663.9253547,1.0,55
0.419859432,11861,23.4,-5569.954469,57,0.000649783,24,1.0,1.172106457,1815.075536,0,11861.0,58,348.8841185,1.710927184,1,0.001042753,216.9215975,933,2208,0.155300887,0.065460077,275.0755854,0.0,30
11.99111619,132061,268.2,-1403.012976,12198,0.004507385,246,15.4,29.0906384,2510.241676,0,84674.92328,661,86999.83462,18.15478998,10,0.001267427,896.8044505,9543,3850,0.849077218,6.493698242,2905.729955,0.444444444,143
1.0872834,20233,42.6,-3391.184183,306,0.001171835,44,3.0,3.571486349,1851.942372,0,10387.96857,105,366.8310831,3.264211155,3,0.001051525,261.9418427,1562,2231,0.247303968,0.196588925,565.7652134,0.666666667,47
1.055044571,14335,32.0,-3094.157278,296,0.001519633,37,3.7,4.730973108,1839.142055,0,7359.834401,78,363.9975714,2.621258568,3,0.00104712,234.9838087,1108,2208,0.207256492,0.113997055,438.3799037,0.666666667,40
2.257063901,29627,67.4,-2250.621599,1106,0.002023743,74,7.0,8.579712805,1912.688942,0,11988.21643,165,411.3874919,5.890625983,7,0.001067236,322.0145975,2230,2296,0.34761523,0.452301734,1074.576812,0.904761905,65
1.790866616,24055,54.8,-2499.330046,768,0.001920233,61,5.7,7.218809817,1880.462348,0,10808.60823,134,394.5795733,4.38118594,5,0.001054852,288.9481107,1815,2228,0.301806263,0.302395799,764.2621547,0.8,57
2.388158461,30426,70.0,-2144.859541,1304,0.002297473,79,7.1,9.831841285,1920.507517,0,13381.44351,171,420.12577,6.192432245,7,0.001068376,327.7237826,2286,2295,0.349313023,0.492136334,1128.957537,0.821428571,65
3.377314988,43330,95.2,-1952.427924,2230,0.00280605,104,8.5,12.78977606,2017.821551,0,22746.26125,233,497.3962864,7.856670125,7,0.001094092,404.3095086,3213,2617,0.403893919,0.914976785,1406.137515,0.644444444,73
2.031454362,25567,59.2,-2250.093445,1088,0.002499795,70,6.8,9.671796733,1894.89779,0,13442.82242,144,409.0372183,4.894493177,6,0.001057082,298.2488847,1908,2226,0.309265547,0.360465001,864.4363728,0.642857143,58
2.165104443,36263,75.4,-2616.147848,905,0.0016129,75,5.0,6.255755636,1972.263551,0,16294.01623,186,599.4370552,5.57282431,5,0.001084599,359.6291961,2776,2642,0.362816764,0.601314842,931.7779032,0.8,67
3.772662798,56949,115.0,-2086.978742,2466,0.002747459,112,7.5,11.95200765,2110.990287,0,34541.31454,283,1496.624214,8.106811608,5,0.001131222,474.0910364,4256,3041,0.510634786,1.360214234,1333.920768,0.5,93
10.34493019,119547,235.4,-1571.288012,8490,0.003967236,206,12.9,22.56432121,2442.341085,0,77139.4144,581,78500.03747,15.3668726,9,0.001257862,811.7305331,8670,3853,0.82181035,5.006036669,2504.360594,0.438095238,142
1.428893894,27463,54.2,-3252.11463,393,0.001050261,54,3.0,3.712138542,1927.623154,0,10103.07309,134,410.8995161,4.20093693,3,0.001077586,307.713825,2063,2593,0.324954411,0.318537946,711.8696469,1.0,62
62.78258899,450208,797.2,-963.7583957,66028,0.006122691,798,32.2,61.57712693,3373.678136,0,219891.0416,1976,1052099.18,55.5237691,29,0.001410437,2298.113593,36680,4028,1.535991637,86.82170047,7904.225107,0.71657754,211
95.38932311,579518,1023.6,-796.3593427,124200,0.008436686,1151,41.3,97.87587271,3853.355744,0,316750.7196,2534,3701846.34,78.49546469,34,0.001461988,3003.344049,48180,4050,1.717034522,167.4683265,11181.62123,0.604081633,216
38.73709779,308997,545.6,-1114.158653,34450,0.004940327,580,24.5,43.64640875,2951.434267,0,165457.801,1351,96041.59143,40.32527668,22,0.001333333,1614.585337,25651,3966,1.298953028,44.49600313,5654.364545,0.624615385,198
87.04548092,548744,965.8,-838.055453,105615,0.007577482,1073,39.6,86.14619207,3715.97878,0,278059.2028,2392,2500540.474,72.84063541,33,0.001438849,2810.464992,45753,4033,1.676853424,148.1721053,10281.59369,0.67979798,216
12.23822258,126216,237.0,-1430.045411,9639,0.004106099,250,14.6,24.99730759,2413.8566,17,87387.09927,584,20395.55583,19.68606552,12,0.001207729,804.7237741,9670,3610,0.836548136,7.132652483,3338.402161,0.367647059,145
116.763749,624422,1100.2,-699.5892968,177550,0.011448168,1341,49.9,136.3535983,4142.885483,0,410760.9463,2717,13989826.72,94.2490725,34,0.001490313,3349.032252,52680,4013,1.768817204,216.6817041,13670.8508,0.418815016,216
84.26991484,532704,944.0,-833.5162925,105386,0.007892282,1041,39.7,88.05088592,3698.473061,0,293202.7864,2337,2697841.914,71.28424668,32,0.001451379,2759.778859,44185,4053,1.656660693,138.2523807,10018.6886,0.597101449,215
146.8546764,679334,1197.2,-600.8469595,268088,0.019151682,1522,67.0,201.2562648,4610.465594,376,532800.9541,2946,113800360.6,114.1543577,34,0.001552795,3882.02186,57398,3988,1.833616299,272.0311153,17991.12262,0.242964997,216
129.0616026,653317,1168.2,-610.7284717,237405,0.016590117,1388,61.3,181.2016522,4469.787435,85,502219.489,2878,56819689.47,104.5082217,34,0.001584786,3711.776195,53322,4062,1.814374646,224.3996235,17116.87842,0.26302521,216
19.23005963,198818,360.8,-1400.380603,14048,0.003311238,345,15.7,25.32874859,2630.900349,0,78183.33364,894,134194.7041,24.88806357,15,0.001310616,1126.476136,14857,3955,1.035378545,14.7724001,3892.519765,0.933333333,169
65.15567092,467372,831.8,-942.3611725,70945,0.006196566,824,32.6,64.25224657,3437.006535,0,228798.0645,2062,1139881.921,57.64994812,29,0.001426534,2395.474257,37639,4062,1.541808149,91.55780336,8316.018257,0.714285714,207
110.7463045,616726,1087.4,-721.7413928,160247,0.010331252,1292,46.3,123.3721418,4065.081458,0,387376.6667,2688,8739568.813,90.540299,34,0.001490313,3265.579162,51547,4052,1.760611205,203.8125451,13292.8313,0.465027322,216
78.74740612,496502,886.4,-822.179081,102912,0.008676745,963,39.9,91.01205673,3634.731625,0,312290.8701,2192,3150398.327,69.31193014,29,0.001455604,2617.060229,40994,4051,1.573964032,118.8089225,10154.53449,0.463652482,206
148.7092533,695481,1230.8,-594.2545861,275984,0.019849104,1532,67.0,203.8492853,4676.89601,282,543845.146,3030,113881809.0,113.8076699,34,0.001597444,3989.566947,58020,4032,1.857385399,274.9208613,18482.51106,0.245939144,216
27.87032015,261974,474.2,-1183.134696,26473,0.004776818,459,20.9,38.03506419,2837.538562,0,125595.622,1174,218456.572,33.15911306,18,0.001351351,1426.725958,19797,3993,1.160905175,26.26386654,5207.632888,0.735177866,179
22.60157408,224862,406.4,-1260.812393,19720,0.004054053,405,18.5,32.24764723,2718.549515,0,99454.21694,1006,161891.6428,29.38164183,16,0.001322751,1247.561368,16910,3954,1.076329938,19.82865908,4664.299434,0.815789474,171
33.78359981,304261,544.0,-1100.025709,34346,0.004964588,546,23.3,43.98708204,2957.382305,0,152258.2654,1347,255972.5829,39.46747469,20,0.001358696,1612.970655,23564,4011,1.233006351,37.69016277,6143.725423,0.692307692,184
86.43331696,547361,967.8,-796.1881716,114954,0.008695461,1061,40.9,95.38960268,3769.771135,0,315209.5954,2395,3414451.86,74.70750802,31,0.001488095,2846.490711,44368,4085,1.67770232,140.7309196,11420.33704,0.551870748,216
137.6234018,659511,1164.6,-624.6804561,241947,0.016824063,1462,62.4,183.5285338,4472.471155,174,502928.5589,2868,66367550.22,108.1867101,34,0.001538462,3715.02833,55844,3994,1.811544992,252.9714279,16515.00416,0.271050521,216
74.739465,487272,863.2,-854.5397635,92048,0.008007993,932,37.4,82.32687149,3559.234453,44,285111.8859,2136,2302201.367,66.36471106,29,0.001432665,2528.971183,40013,4031,1.585895743,112.301653,9787.528643,0.535940803,212
17.13045792,177179,317.4,-1368.007865,13056,0.003524156,342,16.4,25.71393718,2521.741791,0,74953.38623,785,25748.31344,24.70032384,15,0.001230012,1003.694961,13556,3622,0.98138716,13.56676591,3980.963958,0.860294118,164
29.43328157,276746,503.4,-1168.321272,28152,0.004591725,479,20.9,38.69523257,2888.678095,0,124055.4417,1247,226943.7253,34.79782117,19,0.001388889,1503.533905,20870,4056,1.186191285,28.84881742,5450.107238,0.802371542,180
30.7102746,294935,533.2,-1191.037916,28600,0.004308402,490,21.1,36.99417874,2917.869024,0,123013.7476,1322,216646.9903,35.17807961,20,0.001369863,1574.385243,22373,4043,1.221302584,31.55692964,5344.009249,0.874458874,183
165.2304751,733603,1302.2,-571.4240448,313504,0.019147705,1672,71.3,224.9468578,4888.160184,202,576958.2983,3205,193961207.0,124.7446708,35,0.001618123,4288.233342,61720,4036,1.906904358,320.7161088,19601.67546,0.24019802,216
96.28683847,569062,1009.2,-734.1347969,145980,0.011842224,1131,46.2,119.5131358,3942.691915,180,381884.9307,2493,8076789.493,82.18513802,31,0.001515152,3039.397089,46065,4076,1.705432937,156.5910012,12993.97026,0.398870056,216
179.5151132,753371,1339.6,-530.9666911,374296,0.027167852,1735,82.9,268.8675259,5182.786278,1416,628042.5541,3290,656327821.8,131.5196661,35,0.001675042,4603.401245,62858,4025,1.930956423,337.5993338,22132.34191,0.181949877,216
57.18806017,433173,776.8,-928.7854703,67968,0.006641971,790,32.1,66.04124073,3376.471821,0,225956.7333,1924,793726.5923,55.67645256,25,0.001455604,2259.371801,34027,4095,1.470351506,79.06136167,8552.366812,0.650793651,200
103.2597277,590964,1045.6,-718.7864356,156302,0.011256553,1208,47.0,124.3497202,4013.060283,0,396847.9034,2583,9441576.138,86.21823713,33,0.001492537,3155.63629,48530,4052,1.726270201,177.3411416,13162.56261,0.39820201,215
85.68393711,537013,950.6,-826.2979513,108382,0.008080198,1049,39.8,89.92660598,3713.470091,0,296523.8817,2353,2919287.817,72.11109539,33,0.001440922,2782.961857,44743,4030,1.651928881,141.1896406,10179.29578,0.593894542,213
3.41505094,48015,98.0,-2131.758825,2300,0.003493201,108,8.2,12.88703632,2049.649256,0,32185.41701,240,749.2076817,7.471404766,5,0.001109878,419.4147139,3718,2777,0.433652456,1.184360006,1240.077556,0.4,79
0.032884576,689,12.0,-5345.942483,96,0.003173341,12,3.4,3.165961031,1144.827005,0,299.4381657,28,13.35561292,0.338536754,3,0.000734754,48.6505253,70,72,0.058848959,0.000229282,71.9223173,0.833333333,11
0.032884576,689,12.0,-5345.942483,96,0.003173341,12,3.4,3.165961031,1144.827005,0,299.4381657,28,13.35561292,0.338536754,3,0.000734754,48.6505253,70,72,0.058848959,0.000229282,71.9223173,0.833333333,11
0.027185162,635,10.6,-5533.707542,66,0.002455449,9,3.0,2.368281713,1140.87938,0,233.6034451,25,12.19346646,0.285166321,3,0.000734214,46.67525581,64,73,0.053370433,0.000167983,59.79984667,1.0,10
0.027185162,635,10.6,-5533.707542,66,0.002455449,9,3.0,2.368281713,1140.87938,0,233.6034451,25,12.19346646,0.285166321,3,0.000734214,46.67525581,64,73,0.053370433,0.000167983,59.79984667,1.0,10
0.007470794,471,6.2,-6853.062398,14,0.001105279,3,1.0,0.784010736,1131.018223,0,471.0,15,9.831513326,0.146120229,1,0.000733138,38.99767744,40,75,0.03202226,5.32e-05,35.3549054,0.0,6
0.007470794,471,6.2,-6853.062398,14,0.001105279,3,1.0,0.784010736,1131.018223,0,471.0,15,9.831513326,0.146120229,1,0.000733138,38.99767744,40,75,0.03202226,5.32e-05,35.3549054,0.0,6
0.026577177,607,9.8,-5625.240282,60,0.002554204,9,3.0,2.366018234,1139.870303,0,223.3028208,23,12.1743757,0.258622587,3,0.000734214,44.78323625,58,73,0.048174873,0.00016778,59.69984667,1.0,9
0.007470794,471,6.2,-6853.062398,14,0.001105279,3,1.0,0.784010736,1131.018223,0,471.0,15,9.831513326,0.146120229,1,0.000733138,38.99767744,40,75,0.03202226,5.32e-05,35.3549054,0.0,6
0.026577177,607,9.8,-5625.240282,60,0.002554204,9,3.0,2.366018234,1139.870303,0,223.3028208,23,12.1743757,0.258622587,3,0.000734214,44.78323625,58,73,0.048174873,0.00016778,59.69984667,1.0,9
0.026577177,607,9.8,-5625.240282,60,0.002554204,9,3.0,2.366018234,1139.870303,0,223.3028208,23,12.1743757,0.258622587,3,0.000734214,44.78323625,58,73,0.048174873,0.00016778,59.69984667,1.0,9
0.007470794,471,6.2,-6853.062398,14,0.001105279,3,1.0,0.784010736,1131.018223,0,471.0,15,9.831513326,0.146120229,1,0.000733138,38.99767744,40,75,0.03202226,5.32e-05,35.3549054,0.0,6
0.569321841,10430,25.4,-3411.989829,177,0.001155101,28,3.0,3.329647751,1691.566386,0,3836.982571,62,287.6475423,2.132875872,3,0.000985222,181.1874625,766,1455,0.165692008,0.056111556,375.5360714,1.0,32
0.623360185,9762,24.4,-3202.214955,220,0.001605226,28,3.7,4.437434562,1693.464097,0,5011.977916,59,291.1203501,2.016718544,3,0.000985222,177.6722701,706,1450,0.150954222,0.053295836,382.0326698,0.666666667,29
0.564112825,9807,23.4,-3518.267181,162,0.001251561,24,3.0,3.322150346,1688.370975,0,5035.081686,57,287.4646551,2.061372068,3,0.000984252,176.2549753,732,1451,0.145758662,0.048154129,383.7998369,0.666666667,28
1.678284372,24402,52.0,-2957.465977,496,0.001414924,51,4.0,4.914094624,1928.040022,0,10605.06548,128,527.831436,3.94060083,4,0.001069519,301.6653863,1843,2588,0.286219581,0.269791429,656.7023178,0.833333333,54
0.89076191,12364,30.8,-2651.835636,408,0.002125098,36,4.8,6.699719864,1709.296778,0,6785.507069,74,304.1483273,3.030631013,4,0.000987167,191.028294,912,1448,0.178346853,0.088509723,600.098993,0.6,34
1.808310729,24833,54.2,-2759.164214,640,0.001756095,54,4.7,6.156906177,1935.378888,0,12331.70285,133,535.3261442,4.09296988,4,0.001070664,306.3188417,1871,2587,0.287634409,0.288154546,692.403906,0.7,54
2.085650424,38025,69.0,-3321.112461,504,0.001041032,56,3.0,3.868291457,2041.060238,0,13988.61575,171,1554.090649,4.55371628,3,0.001097695,371.3522043,2843,3160,0.400238949,0.457631485,627.291472,1.0,76
0.700848902,17667,31.8,-5555.670575,78,0.000624493,26,1.0,1.22952465,1938.195823,0,17667.0,79,738.6653422,2.038632648,1,0.001060445,270.7328861,1372,2887,0.221428347,0.103455105,271.2784312,0.0,43
0.700848902,17667,31.8,-5555.670575,78,0.000624493,26,1.0,1.22952465,1938.195823,0,17667.0,79,738.6653422,2.038632648,1,0.001060445,270.7328861,1372,2887,0.221428347,0.103455105,271.2784312,0.0,43
3.637579235,40217,84.8,-2183.163706,1600,0.002128703,86,7.4,10.43419568,2076.812213,0,16468.22306,208,917.1170294,6.874017481,7,0.001098901,404.675724,3016,3102,0.415338301,0.713163963,1123.152578,0.892857143,77
4.776951741,59789,121.6,-1983.922532,2890,0.002555766,118,8.5,13.40803619,2153.428531,0,27468.61059,299,1880.605939,8.874583412,8,0.001118568,498.7700276,4410,3212,0.5568289,1.435082126,1384.367831,0.777777778,102
3.884998651,68563,127.6,-2807.187312,1252,0.001180874,84,4.0,5.565074034,2209.747052,0,25222.91813,317,57404.12908,7.011475822,4,0.001175088,536.8566282,4837,3687,0.603588945,1.138892931,963.6976809,1.0,111
0.700848902,17667,31.8,-5555.670575,78,0.000624493,26,1.0,1.22952465,1938.195823,0,17667.0,79,738.6653422,2.038632648,1,0.001060445,270.7328861,1372,2887,0.221428347,0.103455105,271.2784312,0.0,43
3.139296394,52763,97.4,-2599.925153,1180,0.001474535,83,4.7,6.565201012,2093.323076,0,23707.94413,241,1660.499546,6.828570081,4,0.001108647,440.1212612,3897,3196,0.521898384,0.930855925,1036.417114,0.8,98
4.776951741,59789,121.6,-1983.922532,2890,0.002555766,118,8.5,13.40803619,2153.428531,0,27468.61059,299,1880.605939,8.874583412,8,0.001118568,498.7700276,4410,3212,0.5568289,1.435082126,1384.367831,0.777777778,102
4.574360281,58954,118.6,-2048.960271,2547,0.002314466,112,8.1,12.03440038,2144.383361,0,26342.98257,292,1845.619516,8.565498648,8,0.001117318,491.5546153,4356,3213,0.554848142,1.351070487,1329.574435,0.805555556,102
5.400887497,71089,133.8,-2056.514519,2889,0.002510753,105,7.5,12.53570403,2231.462224,0,44332.16079,330,62036.6336,9.494607936,6,0.001168224,548.4026676,5214,3605,0.602637867,1.583652013,1620.471005,0.472222222,110
4.523249927,66347,126.0,-2399.141783,1836,0.001769101,93,5.7,8.397649568,2219.874541,0,38922.21673,312,59085.80002,7.693257561,5,0.001182033,533.6995596,4650,3693,0.5836556,1.207278137,1163.4153,0.533333333,107
2.611078633,47724,89.8,-3398.221328,660,0.001118224,55,3.0,4.084147764,2142.556575,0,17556.67845,223,55410.05065,4.813777275,3,0.001158749,443.1085543,3347,3605,0.498286487,0.513070724,681.5888708,1.0,94
2.611078633,47724,89.8,-3398.221328,660,0.001118224,55,3.0,4.084147764,2142.556575,0,17556.67845,223,55410.05065,4.813777275,3,0.001158749,443.1085543,3347,3605,0.498286487,0.513070724,681.5888708,1.0,94
7.881452043,107980,203.0,-1769.244,5401,0.002764169,157,9.2,15.96288827,2356.928154,0,63731.14002,502,68714.33115,13.45276835,6,0.001210654,723.8658195,7722,3748,0.776307929,3.463212339,2149.579855,0.527272727,137
9.385746928,135418,249.0,-1893.297044,5481,0.002117588,191,8.4,13.17072734,2402.880005,0,63966.93384,618,70233.13135,14.59236465,8,0.001215067,832.84782,10098,3741,0.87394674,5.541807728,2060.971161,0.75,151
33.86196164,295471,525.2,-1199.148726,28160,0.003814904,538,21.1,35.49172019,2856.429705,0,119042.4062,1302,212111.944,37.32403477,20,0.001248439,1539.255198,24801,3763,1.27119883,39.6790399,5029.73322,0.909090909,195
10.94092859,139845,250.6,-1858.455331,5517,0.001883256,227,9.0,13.12258095,2396.71513,0,55916.97491,622,71583.72015,16.37730302,9,0.001197605,834.2614958,11140,3694,0.907486009,7.449032187,2214.663039,0.916666667,158
6.375949529,93911,174.6,-2147.168776,2982,0.001743704,134,6.7,9.880310373,2276.615091,0,41796.96444,433,63259.17131,10.78416022,7,0.001180638,646.9497849,6989,3630,0.738264793,2.705098951,1535.51321,0.80952381,133
52.026875,391961,696.6,-1044.686667,49242,0.004922144,718,27.5,50.15304384,3167.561429,0,161891.4246,1727,587693.1527,49.17643684,25,0.001329787,2007.011429,32769,3898,1.433125825,70.08752182,6625.058302,0.884236453,204
7.077347572,105686,194.8,-2036.686901,3800,0.002081407,145,7.4,11.47443276,2323.092413,0,53618.86715,483,65153.23324,11.8355892,6,0.00120048,700.3823504,7626,3716,0.780190844,3.159309648,1749.392549,0.678571429,139
11.14973014,154266,285.4,-1858.888204,6300,0.002061443,206,9.0,13.53372088,2468.124935,0,67043.72723,709,87072.433,15.84824404,9,0.001265823,926.0701525,11199,3849,0.936733635,6.531254317,2166.048445,0.833333333,159
20.58019651,232955,422.2,-1445.886768,15495,0.003050477,349,14.4,23.81488145,2700.582294,0,103681.2711,1048,128111.2145,25.5865953,13,0.001305483,1274.114415,17530,3937,1.115992266,17.64557386,3642.955464,0.80952381,177
4.771290547,84129,156.2,-2612.556824,1915,0.001503791,106,4.7,6.987502607,2242.130697,0,41777.22502,388,59196.26513,8.51964252,4,0.001177856,602.2668985,6234,3632,0.688494309,1.870829435,1178.319884,0.7,125
