Constraint Coefficients,LGC Scores,MDD Value,MCGM Values,Gravity Model Centrality,Local Gravity Model Centrality,Improved Gravity Index Values,HVGc Index,K-Shell Value,Laplacian Centrality,H Values,Gravity Index Centrality,Extended Degree,Extended Coreness,EIGSM Values,Local-Global Centrality,Societal Capital Scores,Subgraph centrality,Density Centrality,H-GSM_1,PE Values,Centrality Values,Clustered Local Degree,Node H-Index,I-GSM Values,Average Spreading Ability
0.8332729363202951,0.39145113487841243,0.6756756756756757,0.47727072252147545,0.39804882711255835,0.3498452012383901,0.7638968481375358,0.4366726868470592,1.0,0.4774193548387096,0.34360145472472664,0.646586345381526,0.6507936507936507,0.6902356902356902,0.612182013074317,0.4119987911970398,0.6629213483146067,0.4471131737981053,0.31386861315900333,0.4904755896237174,0.5596567925678659,0.5535089350998451,0.8921379307063401,1.0000000000000002,0.6668188449453132,0.4924731182795698
0.8374862131413219,0.3783848461977431,0.6756756756756757,0.46113253446661784,0.3892773298551709,0.3436532507739938,0.7593123209169054,0.3948212937280118,1.0,0.47096774193548385,0.3191776215973523,0.6506024096385542,0.6402116402116402,0.6666666666666666,0.5582003456822658,0.40345622664718256,0.6516853932584269,0.4039220204341722,0.32116788327408163,0.47836734437025186,0.4933261779683637,0.4899822165613975,0.8381915706066422,1.0000000000000002,0.6535768115367776,0.5505376344086022
0.9466067055285058,0.7297314213132559,0.8918918918918917,0.78544871648866,0.7652402924572831,0.7296181630546955,0.8876790830945558,0.780243245009971,1.0,0.7870967741935484,0.6966278143014943,0.8313253012048192,0.8624338624338623,0.8720538720538721,0.8585423582510407,0.7846947930609921,0.8651685393258427,0.8070737368040466,0.7226277373093323,0.8015990852576859,0.8339725516210781,0.823151448319896,0.9272030648267758,1.0000000000000002,0.8609481639432472,0.7623655913978493
0.8870802321148956,0.20456160374058868,0.45945945945945943,0.2724269423450144,0.2672086218121959,0.1981424148606811,0.4315186246418338,0.19643869237186953,0.6666666666666667,0.3225806451612903,0.1624104646814399,0.3785140562248996,0.4444444444444445,0.4478114478114478,0.4029917050196572,0.3104296457536906,0.449438202247191,0.21191061636458386,0.22384428219851546,0.34810170707643273,0.37562539080846147,0.3520842748705238,0.4824827584432247,0.6000000000000001,0.4770698065629232,0.45698924731182794
0.9925885391328031,0.9330964784713657,0.9459459459459458,0.9277888272249256,0.9342639424748126,0.9164086687306501,0.9999999999999999,0.9855374278461491,1.0,0.9225806451612903,0.8483336663846297,0.9518072289156626,0.984126984126984,0.9898989898989898,0.9497949258031836,0.9264897356545878,0.9887640449438201,0.8786714743021096,0.8892944039428625,0.9393923902238771,0.9521999566947474,0.9297276960367423,0.9826206888339786,1.0000000000000002,0.9951427691176981,0.8376344086021503
0.9364749723781605,0.40182611416895236,0.7432432432432432,0.49537836883032754,0.5041081387226944,0.434468524251806,0.7020057306590257,0.36477747217460943,1.0,0.5483870967741936,0.3789496245081287,0.6827309236947791,0.6402116402116402,0.6397306397306397,0.6117557472471955,0.5611802503164418,0.6404494382022472,0.4268806413388297,0.47931873484982246,0.5945788267713665,0.6280300334146968,0.6000200331995209,0.6589162558863757,0.8,0.6401296549470188,0.5225806451612902
0.9575273656805355,0.3945805644018187,0.7297297297297297,0.48035417517410345,0.4559568250883117,0.3869969040247678,0.7501432664756447,0.3726264728784713,1.0,0.503225806451613,0.31442904478228306,0.6586345381526104,0.6349206349206349,0.6296296296296297,0.5565872830914055,0.4923442564033605,0.6404494382022472,0.37465168629334045,0.41849148419671073,0.5541703561783712,0.528874605716681,0.48895836117320224,0.6459113298405843,0.8,0.6537341072359679,0.5526881720430106
0.9482957381737251,0.5222195632298168,0.7297297297297297,0.5964069696332007,0.5192215860385226,0.4592363261093911,0.8968481375358165,0.5705300545664355,1.0,0.567741935483871,0.4195745600068378,0.8032128514056225,0.7407407407407407,0.7710437710437711,0.6523858669534469,0.5242080907770723,0.7528089887640449,0.4537932648296077,0.4610705596385952,0.5967220366974364,0.5771385892868304,0.5731851290286726,0.7711439515692344,1.0000000000000002,0.7742773038853008,0.646236559139785
0.8175365078716411,0.1920770207830937,0.4054054054054054,0.290216318684717,0.22309663948061909,0.14963880288957687,0.630945558739255,0.16428028080155316,1.0,0.27741935483870966,0.14264807668822604,0.5421686746987951,0.4074074074074074,0.4377104377104377,0.37474544306003293,0.25304500714233125,0.4157303370786517,0.16978607481380958,0.1727493916988415,0.38080111466427713,0.34897550266658517,0.34858490832976535,0.4686590036253208,0.6000000000000001,0.4822952136222528,0.5161290322580645
0.8450731015964716,0.43963944062981297,0.689189189189189,0.5284692268554905,0.4793123841267425,0.41589267285861714,0.8028653295128939,0.4537788771810771,1.0,0.5290322580645161,0.3902778580116081,0.7349397590361445,0.6772486772486772,0.696969696969697,0.6105207178952012,0.5019686286174315,0.6853932584269663,0.4668955656534231,0.41849148419671073,0.5626070460395777,0.5741303246284403,0.5706270268913506,0.8636234260547592,1.0000000000000002,0.6995114106031047,0.6849462365591397
0.9477114823920623,0.8385287999558199,0.9459459459459458,0.8565675431356978,0.8642799913821763,0.871001031991744,0.9220630372492835,0.8773861798286517,1.0,0.8967741935483872,0.8436613600746518,0.9196787148594376,0.9417989417989416,0.9427609427609428,0.9011422806283964,0.8678947387663013,0.9438202247191011,0.8610271940522201,0.8357664234048291,0.8688519729100247,0.8861356562227429,0.8791431899986568,0.9892413789464858,1.0000000000000002,0.9239144631977348,0.7849462365591398
0.589732033324422,0.037351889009566236,0.13513513513513511,0.06432182609372321,0.06048541916811221,0.03199174406604747,0.14269340974212033,0.025603423260032072,0.3333333333333333,0.1032258064516129,0.028626783828118202,0.13052208835341364,0.164021164021164,0.1616161616161616,0.13449743548982698,0.07851910889913219,0.16853932584269662,0.03570907210680818,0.04136253042270479,0.16436697322089452,0.12645059458948896,0.11938117848765442,0.14160919535021269,0.2,0.2160262340406201,0.12580645161290321
0.8353194350375142,0.1703550982088618,0.5,0.26108338369182665,0.26448937297700287,0.1723426212590299,0.5507163323782234,0.1422924622583672,1.0,0.29032258064516125,0.1461962724028618,0.5261044176706827,0.39153439153439157,0.40404040404040403,0.3735972398418969,0.32023834337133644,0.3932584269662921,0.1488876129562382,0.21167883215965536,0.4126463429083608,0.4100012098705284,0.38994080995990565,0.41673563203062597,0.6000000000000001,0.44687060184219707,0.4397849462365591
0.8525984680264411,0.13524535341077135,0.45945945945945943,0.17897198754706306,0.2600948988383745,0.14654282765737872,0.5369627507163323,0.10757351942688825,1.0,0.25806451612903225,0.05605408962852365,0.570281124497992,0.3386243386243386,0.35353535353535354,0.2844423713424551,0.33036018889667695,0.33707865168539325,0.07737689307256233,0.22384428219851546,0.4293283501105607,0.3019775309242313,0.2965024166711947,0.32165517229548307,0.6000000000000001,0.4171807482423467,0.29892473118279567
1.0,0.3724045677398769,0.689189189189189,0.442194845277756,0.48660921691226683,0.32920536635706915,0.8189111747851002,0.28567135696258944,1.0,0.45161290322580644,0.2284403432979677,0.8072289156626505,0.5502645502645502,0.5656565656565656,0.5197404408809713,0.5486807558656837,0.550561797752809,0.2000061051666617,0.4695863746963847,0.6322910357750501,0.5796733628595481,0.5357981167093998,0.4570990693399175,0.8,0.6506548636817217,0.7139784946236558
0.8212608296075901,0.08171370015156255,0.45945945945945943,0.13160774681120965,0.214169074942259,0.131062951496388,0.37191977077363897,0.08295189187247537,1.0,0.23870967741935484,0.056037610220923156,0.4578313253012048,0.30687830687830686,0.31313131313131315,0.26127857480136296,0.29408053276807644,0.3033707865168539,0.07428400894731486,0.1751824817372009,0.3623908233013936,0.3114436251100296,0.3006576477628366,0.3115402297704679,0.6000000000000001,0.3293331334072624,0.37204301075268814
0.9916392179921591,0.5260755112935589,0.7162162162162161,0.6063445586187266,0.6518178448232852,0.5170278637770898,0.8510028653295127,0.45619173799971335,1.0,0.6258064516129033,0.44445544197657,0.895582329317269,0.6878306878306879,0.6902356902356902,0.6696312694951221,0.7160678777111317,0.6853932584269663,0.3662479819677526,0.6496350364644233,0.748112159657174,0.7375518808526326,0.7257895565506824,0.6147637290428455,1.0000000000000002,0.7430238864355792,0.6774193548387095
0.8448515675786893,0.16307886776012614,0.5,0.22159018732784624,0.27589101053335846,0.1723426212590299,0.5805157593123208,0.13628372945736078,1.0,0.29032258064516125,0.0938711331377831,0.610441767068273,0.39153439153439157,0.41414141414141414,0.330709125028647,0.33580378469703254,0.3932584269662921,0.09607129443809231,0.23600973239031264,0.43823659399180503,0.3713993944343527,0.3471881138303634,0.41673563203062597,0.8,0.4639058030744776,0.42150537634408597
0.9617417394031442,0.270312758868251,0.7567567567567566,0.1921170005945985,0.46967244567691996,0.44272445820433437,0.5346704871060172,0.26668770449623064,1.0,0.5741935483870968,0.033728684247873064,0.5823293172690762,0.6031746031746033,0.5488215488215489,0.42677259944733315,0.5802550614618583,0.5955056179775281,0.3121037738100218,0.5182481751576993,0.580491644917025,0.46999793859557,0.4247390045156873,0.5630651339262289,0.8,0.5360618961527956,0.44193548387096776
0.9641904105983452,0.27563647073983394,0.6621621621621622,0.2479521236140669,0.4777040610268788,0.3684210526315789,0.6148997134670486,0.23971170597691951,1.0,0.4967741935483871,0.086862718905627,0.6987951807228915,0.5555555555555556,0.5252525252525253,0.4425193138669907,0.5776418031817777,0.550561797752809,0.19265945304227827,0.4695863746963847,0.613402937945326,0.500808879183745,0.4808429432555117,0.48985221658304284,0.8,0.5696624918268124,0.43118279569892465
0.824499215686472,0.16200504390405535,0.6351351351351351,0.12337516591728774,0.26691486091930816,0.25696594427244585,0.4659025787965616,0.1812164039633751,1.0,0.38064516129032255,0.018422813554899133,0.465863453815261,0.49206349206349204,0.46464646464646464,0.33337179528648897,0.3281114767453572,0.4943820224719101,0.2566438501071519,0.25547445254425105,0.3560479693074816,0.31672424208767797,0.29247627658977515,0.6210574710359329,0.8,0.43076384048084193,0.31935483870967735
0.7881782000503417,0.18240524271487213,0.6486486486486486,0.13337416112928646,0.30475161727703404,0.31475748194014447,0.45902578796561605,0.18512729875627962,1.0,0.43870967741935485,0.02095920231096525,0.4738955823293172,0.5291005291005291,0.4814814814814815,0.36589834560892665,0.37724599206083687,0.5280898876404494,0.31616167231966513,0.3163017031973628,0.3785334171316319,0.3424023326655148,0.32753052003786043,0.6478379855548182,0.8,0.44119264201693353,0.3
0.8094388595792134,0.24364879210156531,0.7027027027027026,0.16741738288342017,0.39260197634012156,0.40970072239422084,0.5186246418338109,0.25039396059198976,1.0,0.5290322580645161,0.029935388868731136,0.5542168674698795,0.6084656084656084,0.5622895622895623,0.4253469186640332,0.47061178997904146,0.6067415730337079,0.3971431093656288,0.4111922140816324,0.46700689114456484,0.40223381834337857,0.3838876072227602,0.7282758618010939,0.8,0.5174251430005306,0.31935483870967735
0.0,0.009150206480987182,0.0,0.006597668492576318,0.011754851973989854,0.006191950464396285,0.032091690544412604,0.003574736118415804,0.0,0.03870967741935484,0.0005974636726696777,0.027108433734939756,0.06349206349206349,0.06397306397306397,0.044830119658051434,0.012156059070519323,0.06741573033707865,0.00683680187477095,0.007299270084490889,0.08238318673328263,0.03836389128361269,0.03670043198060449,0.06068965515009115,0.0,0.09960174718863156,0.062365591397849446
0.5286069956978966,0.029615448336800246,0.2702702702702703,0.03884399057758102,0.08060026395600017,0.049535603715170275,0.17879656160458451,0.02373024586658239,0.6666666666666667,0.12258064516129032,0.004024025605527707,0.18273092369477908,0.17989417989417988,0.15824915824915825,0.12340042577704265,0.12295513773599406,0.1797752808988764,0.039363515633945856,0.06569343066865575,0.16642673742264844,0.1307719017891022,0.1253787517735415,0.2562452106000017,0.4000000000000001,0.18240270013041926,0.15913978494623654
0.7347442282221168,0.09436027710791622,0.45945945945945943,0.09801745660200417,0.21488297867803688,0.1413828689370485,0.3025787965616046,0.07755838579796558,0.6666666666666667,0.25161290322580643,0.020158927727453195,0.3393574297188755,0.328042328042328,0.29629629629629634,0.2370663373707147,0.2904237682381022,0.3258426966292135,0.08805397962985193,0.19343065694842815,0.3137102534282794,0.27615869853377284,0.254851559294752,0.36616091940555,0.4000000000000001,0.3435802639614807,0.20752688172043005
0.0,0.009150206480987182,0.0,0.006597668492576318,0.011754851973989854,0.006191950464396285,0.032091690544412604,0.003574736118415804,0.0,0.03870967741935484,0.0005974636726696777,0.027108433734939756,0.06349206349206349,0.06397306397306397,0.044830119658051434,0.012156059070519323,0.06741573033707865,0.00683680187477095,0.007299270084490889,0.08238318673328263,0.03836389128361269,0.03670043198060449,0.06068965515009115,0.0,0.09960174718863156,0.07526881720430104
0.8928485780524518,0.27323233252949947,0.7567567567567566,0.18809594593013482,0.462881436390333,0.4520123839009288,0.5232091690544411,0.27281026399159586,1.0,0.5806451612903226,0.03586847137579303,0.5783132530120482,0.6137566137566137,0.569023569023569,0.4539623529185373,0.5691768809320136,0.6067415730337079,0.4026771706851891,0.4963503649654014,0.5643251028407118,0.47735951738076027,0.43381181204782304,0.6442656446733735,0.8,0.5347706392233293,0.46344086021505365
0.7146805678521728,0.07365940761739961,0.4054054054054054,0.09985256706181284,0.16570988425364036,0.1001031991744066,0.39025787965616043,0.06371229166551154,1.0,0.19999999999999998,0.022709064297518698,0.4257028112449799,0.2804232804232804,0.29629629629629634,0.22154488817933918,0.22286077900533202,0.2808988764044944,0.0666237003785755,0.12895377129895208,0.3135000890977314,0.25390597644780205,0.23218408708570182,0.34896551711302415,0.6000000000000001,0.3161760240036086,0.35161290322580635
0.5233234743622567,0.026061398180021966,0.2702702702702703,0.04063730754029784,0.08506632671927378,0.04643962848297213,0.16676217765042978,0.021162337440633096,0.6666666666666667,0.11612903225806452,0.006087293000388893,0.18875502008032127,0.16931216931216928,0.16498316498316498,0.1272727430016031,0.131255713376158,0.16853932584269662,0.036138986350108857,0.06204379562641032,0.18569160015840988,0.14800053045188316,0.1410211266355702,0.2393869731257427,0.4000000000000001,0.18300374888599474,0.11827956989247312
0.7724096654103294,0.14021316937577083,0.5405405405405405,0.11587235813487697,0.23092003288384588,0.1981424148606811,0.4659025787965616,0.157250864846653,1.0,0.3225806451612903,0.020941151734457323,0.4578313253012048,0.4444444444444445,0.4478114478114478,0.317575819883918,0.28341850889901005,0.449438202247191,0.20371559293507951,0.1873479319289981,0.34398743175703417,0.2942992807354587,0.28236527959230984,0.6008275859859025,0.8,0.4199479445696741,0.33440860215053764
0.8614873963513663,0.21559437684467597,0.6486486486486486,0.17501716586976918,0.3725674578588722,0.3219814241486068,0.5369627507163323,0.22727677032313287,1.0,0.4451612903225806,0.04430692642491596,0.5943775100401606,0.5396825396825395,0.5286195286195287,0.4084598533747854,0.4516812540920505,0.5393258426966292,0.2576446764344647,0.3418491483707312,0.48669910101603675,0.4149120875211505,0.4008921361047298,0.5982266007362844,0.8,0.5113554003497351,0.44623655913978494
0.8846123568857616,0.295615730599071,0.554054054054054,0.38898542709199463,0.3774676137865464,0.2693498452012384,0.718051575931232,0.2508384060217213,1.0,0.3935483870967742,0.22652730019475212,0.6706827309236948,0.5132275132275133,0.5420875420875421,0.48136873460636515,0.4247658434654619,0.5168539325842697,0.22177930294129053,0.32116788327408163,0.5108395024762687,0.4867184268035177,0.4711009610284007,0.5333946357854181,0.8,0.579758483036923,0.5591397849462365
0.7338779213008758,0.09939313611791198,0.2702702702702703,0.14829063885487692,0.13705458151795755,0.08359133126934984,0.34040114613180517,0.0845894095417969,0.6666666666666667,0.1935483870967742,0.0721018846480996,0.29116465863453816,0.2962962962962963,0.30303030303030304,0.2605793295372211,0.1662493623534224,0.3033707865168539,0.08992885435513767,0.0948905109607382,0.2778492394579045,0.2578464774799123,0.2463886279392099,0.34727969332513847,0.4000000000000001,0.36205873007463113,0.19999999999999996
0.589732033324422,0.03770901214341378,0.13513513513513511,0.04613837196840233,0.07151980508182129,0.029927760577915373,0.1621776504297994,0.022415287169999326,0.3333333333333333,0.0967741935483871,0.011424065374724315,0.1506024096385542,0.15343915343915343,0.15488215488215487,0.12941867379553407,0.09350071393188467,0.15730337078651685,0.020473249595980663,0.04622871046883624,0.21680842531022507,0.14822912803471014,0.1394190491708448,0.1314942528251975,0.2,0.245890575287101,0.11290322580645157
0.8477255782850692,0.1000533843859875,0.3648648648648648,0.16356088822485265,0.17877628142744556,0.1042311661506708,0.3438395415472779,0.08094156222424795,0.6666666666666667,0.2064516129032258,0.0749167523355848,0.3363453815261044,0.291005291005291,0.2828282828282828,0.2533447558629717,0.22968795451228757,0.29213483146067415,0.07817483364857011,0.15328467154490308,0.2928108419267196,0.2896697037956375,0.2656856540541932,0.2764750956500321,0.6000000000000001,0.3490158911166592,0.24086021505376337
0.7863093781590507,0.050898023550491195,0.22972972972972974,0.0867551821329896,0.11065053623337151,0.049535603715170275,0.16905444126074495,0.034485326191489855,0.3333333333333333,0.12258064516129032,0.032141159582962715,0.15662650602409636,0.17989417989417988,0.1717171717171717,0.159940282176537,0.15156346786687483,0.1797752808988764,0.03468489281854116,0.08394160584929557,0.21666896927096504,0.17088286781736903,0.1439478167993629,0.14160919535021269,0.2,0.25137866324518804,0.18494623655913972
0.589732033324422,0.01607054102313937,0.13513513513513511,0.03814057480208812,0.048190064329160724,0.017543859649122806,0.09455587392550142,0.011075862585323866,0.3333333333333333,0.05806451612903227,0.013841450117154196,0.0823293172690763,0.08994708994708994,0.0808080808080808,0.09652550030101997,0.07180230211002289,0.0898876404494382,0.015670705457571387,0.02919708029208243,0.14064766379803725,0.12803933983284152,0.1084782294737561,0.07080459767510636,0.2,0.1405884809899522,0.18279569892473113
0.9663506379587268,0.49330117997901435,0.8513513513513512,0.5638260689977691,0.6255857879438351,0.5438596491228069,0.6905444126074498,0.454449639154014,1.0,0.6709677419354839,0.44957500508599063,0.6947791164658634,0.6719576719576719,0.67003367003367,0.6751000564014892,0.7141502096133238,0.6629213483146067,0.5311297901324019,0.6496350364644233,0.7210527433298882,0.7142473500851444,0.6766887021347845,0.6367918261198007,1.0000000000000002,0.6571031383890831,0.6580645161290322
0.0,0.013317870269805913,0.0,0.020035335902685917,0.01584237276414792,0.007223942208462333,0.03724928366762177,0.004337764588165214,0.0,0.04516129032258065,0.007991360660944,0.030120481927710843,0.07407407407407406,0.07407407407407407,0.059033650644467334,0.015621882987848695,0.07865168539325842,0.010287234158479156,0.008515815088376896,0.10655844351955993,0.045073155830368146,0.04472754229567544,0.07080459767510636,0.0,0.1278590370914094,0.035483870967741915
0.0,0.013317870269805913,0.0,0.020035335902685917,0.01584237276414792,0.007223942208462333,0.03724928366762177,0.004337764588165214,0.0,0.04516129032258065,0.007991360660944,0.030120481927710843,0.07407407407407406,0.07407407407407407,0.059033650644467334,0.015621882987848695,0.07865168539325842,0.010287234158479156,0.008515815088376896,0.10655844351955993,0.045073155830368146,0.04472754229567544,0.07080459767510636,0.0,0.1278590370914094,0.12150537634408598
0.8525264004130408,0.4013327688087918,0.6756756756756757,0.4855134645802488,0.40221326554746584,0.3560371517027864,0.7776504297994269,0.4466665826006085,1.0,0.48387096774193544,0.34253808786979956,0.6506024096385542,0.6613756613756614,0.6835016835016835,0.5915834416062214,0.41487711669835986,0.6741573033707865,0.43669828634702823,0.3284671532362229,0.4979918889819973,0.506287594569415,0.5091702873866992,0.8692107276159224,1.0000000000000002,0.6772877105275791,0.48387096774193544
0.7586999324772155,0.06037958139278022,0.3648648648648648,0.05348477398538003,0.12234377755108675,0.1042311661506708,0.22005730659025785,0.06253341068415495,0.6666666666666667,0.2064516129032258,0.006261243587992029,0.215863453815261,0.291005291005291,0.2760942760942761,0.19368453806491273,0.17152759556402422,0.29213483146067415,0.11522237749406361,0.10462287105300111,0.17961238846363606,0.1770251688981066,0.16392809566377667,0.3641379309005469,0.4000000000000001,0.25022838239607725,0.2043010752688172
0.7113809805623366,0.02743834717032073,0.22972972972972974,0.027205395992812773,0.06742201377268076,0.04643962848297213,0.10372492836676217,0.02331595949090174,0.3333333333333333,0.11612903225806452,0.0023204512422603254,0.10240963855421686,0.16931216931216928,0.15824915824915825,0.11119329161206627,0.10491943085264588,0.16853932584269662,0.047412441861879484,0.05839416058416488,0.10534147112386213,0.09505428231516258,0.09193221702773106,0.18544061292489536,0.2,0.154023558066189,0.09784946236559139
0.589732033324422,0.011778927280648464,0.13513513513513511,0.016304999691633442,0.0329117696087897,0.017543859649122806,0.07621776504297995,0.010558867543236188,0.3333333333333333,0.05806451612903227,0.0011849565743017397,0.08032128514056225,0.08994708994708994,0.0909090909090909,0.07022617382666206,0.05393371632912319,0.0898876404494382,0.021101463119947223,0.024330900245950974,0.076457075600151,0.05807060347634065,0.06129283736865851,0.07080459767510636,0.2,0.0967198955010762,0.08817204301075265
0.0,0.009493830114929831,0.0,0.006828944141641772,0.011339994581658828,0.006191950464396285,0.0326647564469914,0.0034806641172810105,0.0,0.03870967741935484,0.00059239925021534,0.02911646586345381,0.06349206349206349,0.0707070707070707,0.0446785976852903,0.011423625712982555,0.06741573033707865,0.008812244386307205,0.007299270084490889,0.07717753695410104,0.02753546169788367,0.02987447451309107,0.06068965515009115,0.0,0.09784407948683115,0.02365591397849462
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.011997373733654865,0.0,0.02036374760199729,0.016069943750916273,0.006191950464396285,0.03724928366762177,0.003951024131478788,0.0,0.03870967741935484,0.00803273987022164,0.0321285140562249,0.06349206349206349,0.0808080808080808,0.06422725968068267,0.015956378706101303,0.06741573033707865,0.009131690428101427,0.007299270084490889,0.10776968555525343,0.05691630896946546,0.059449386018733105,0.06068965515009115,0.0,0.12560779805078176,0.07634408602150536
0.0,0.017448717240702218,0.0,0.028444070715416218,0.01930121107038233,0.007223942208462333,0.04756446991404011,0.006323729101079637,0.0,0.04516129032258065,0.010687099583114226,0.035140562248995984,0.07407407407407406,0.0909090909090909,0.0829537549278759,0.01898972603112154,0.07865168539325842,0.01455781972688688,0.008515815088376896,0.12767116194828385,0.05485431652636379,0.06216644181711915,0.07080459767510636,0.0,0.1509511658284517,0.05806451612903224
0.589732033324422,0.008782038301762912,0.13513513513513511,0.026636699444884202,0.039631548379123395,0.01135190918472652,0.0670487106017192,0.005078720099379813,0.3333333333333333,0.03870967741935484,0.007991333535027102,0.06224899598393573,0.0582010582010582,0.04713804713804713,0.06156164653912584,0.06536913393313143,0.056179775280898875,0.009759290647968717,0.024330900245950974,0.11752116510913627,0.0852250523237355,0.0680532681275924,0.04045977010006078,0.2,0.0972061558094675,0.1172043010752688
0.0,0.009671778068221563,0.0,0.01783572066504015,0.014741572868070006,0.005159958720330237,0.0326647564469914,0.003208900551817533,0.0,0.03225806451612903,0.007452974481377742,0.027108433734939756,0.05291005291005291,0.06397306397306397,0.05704190474395722,0.015323825386689367,0.056179775280898875,0.007733162363088186,0.006082725065311173,0.10273038816809574,0.04797853163157797,0.05064363379190251,0.050574712625075964,0.0,0.11106784280823805,0.13118279569892466
