Eccentricity Centrality,Second order centrality,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,GIN Values,GSM,H-GSM_1,H Values,Volume Centrality,Extended Improved Gravity Index Values,Semi local centrality,I-GSM Values,P Value,Clustered Local Degree,MCGM Values,Extended Coreness,Centrality Values,Coreness Centrality,HCC Value,EHCC Value,EIGSM Values,Leverage Centrality,PE Values,Societal Capital Scores,Average Spreading Ability
0.5454545330909086,0.8169435698148139,0.7738571512046903,0.8532608708513115,0.14170498330168532,0.7776987818038712,0.8759001183311432,0.8209551660946004,0.14229960635984892,0.75,0.8356164383561644,0.6153846153846154,0.7492132373581482,0.7142857142857142,0.7142857142857143,0.3270289420949051,0.7857142857142856,0.75,1.0000000000000002,0.7422222225220743,0.7162629757585279,0.7972323499115311,0.7196261679308236,0.7455463730910514,0.7777777777777779,0.7339805825242718
0.4782608754782609,0.7428333223331786,0.7006823656207188,0.7971014492462981,0.07559220292250678,0.7133489857264408,0.776128313143704,0.6839300705457647,0.05077556561327633,0.625,0.5616438356164384,0.5192307692307693,0.652637835260655,0.6666666666666665,0.5714285714285714,0.1913240866793451,0.7142857142857142,0.44999999999999996,0.6000000000000001,0.6177777775952593,0.519031141790017,0.49908865827099647,0.39252336450432346,0.43436323848848724,0.5555555555555556,0.59126213592233
0.4166666780000001,0.670724882766946,0.6303045649026444,0.7792874407845747,0.0532712374483872,0.6831931238402535,0.8142476649375898,0.7451991366426025,0.0539271264594143,0.625,0.8082191780821917,0.5384615384615385,0.6414642722455492,0.6190476190476191,0.5714285714285714,0.25716276072780947,0.7142857142857142,0.7,1.0000000000000002,0.6399999998826666,0.6366782006404139,0.7591142629410428,0.785046729008647,0.7066313676091487,0.6666666666666667,0.6378640776699027
0.35999999864,0.5812590641813724,0.5142504690857861,0.11292270569426723,0.030038822394257352,0.5520867345302443,0.614805947173384,0.5389268308162023,0.020427685208655545,0.5625,0.4977168949771689,0.46153846153846156,0.5489739943633904,0.38095238095238093,0.5714285714285714,0.16587356923055047,0.6428571428571428,0.4,0.6000000000000001,0.4577777780645926,0.40945790084864886,0.4279357541943758,0.39252336450432346,0.3954482330065845,0.5555555555555556,0.5524271844660193
0.35999999864,0.5955084425752191,0.5534614960103363,0.6035628020934317,0.031066866571963572,0.6410314919008548,0.7063898355409406,0.6151808536972803,0.02111257266832992,0.625,0.5616438356164384,0.5192307692307693,0.6180032362022694,0.5714285714285714,0.5714285714285714,0.17313132877964155,0.7142857142857142,0.44999999999999996,0.6000000000000001,0.5644444448094814,0.477508650556435,0.48747449670294163,0.39252336450432346,0.43436323848848724,0.5555555555555556,0.6349514563106795
0.8888889153333339,0.8092390570065036,0.8384059523577649,0.40519323701772875,0.49091083575517286,0.8426793344629206,0.7479866263332384,0.8122142258393801,0.3274628326842553,0.8125,0.5936073059360729,0.7692307692307693,0.8570610382166799,0.23809523809523808,0.8571428571428571,0.4286852090771337,0.5714285714285714,0.75,0.6000000000000001,0.5244444443401481,0.5755478662397242,0.8282720447933943,0.6542056078343086,0.7373910977233198,0.8888888888888888,0.9533980582524271
0.7894736949473684,0.6588592968192549,0.6783324568408613,0.048913043718041116,0.2242590520081869,0.5238994725517427,0.46684342392670986,0.5154840335270414,0.07483978762328258,0.3125,0.1552511415525114,0.25,0.3860561624679237,0.047619047619047616,0.2857142857142857,0.1215663500244383,0.21428571428571425,0.30000000000000004,0.2,0.17333333360711112,0.18108419845495147,0.3639797658454844,0.6542056078343086,0.29046971551709866,0.3333333333333333,0.44271844660194165
0.7894736949473684,0.676619268115583,0.6969115002304851,0.27838164204462695,0.31231316563112593,0.6779731150365609,0.5605522544616992,0.6848202222344395,0.15632551643260567,0.6875,0.3424657534246575,0.5961538461538463,0.6879006724848682,0.19047619047619047,0.7142857142857143,0.2826751056664987,0.42857142857142855,0.7,0.4000000000000001,0.4488888892669631,0.42675893881189164,0.7187037721521984,0.7523364489603895,0.6910182941483551,0.7777777777777779,0.6446601941747572
0.7000000068000001,0.5252250780735734,0.5426877803964343,0.0,0.08664138344646417,0.2928692936251287,0.262057340547891,0.27171499585669134,0.014430226453985614,0.0,0.0136986301369863,0.0,0.10141162805669951,0.0,0.0,0.013336412691741462,0.0,0.0,0.0,0.0,0.0,0.05910209133786826,0.2616822433299851,0.0,0.0,0.22038834951456304
0.307692289384615,0.5658532397658163,0.4869402621686372,0.6141304346736177,0.027121595763473665,0.6627336198438223,0.7665310769539615,0.7124270455479094,0.02779560009809237,0.75,0.8356164383561644,0.6153846153846154,0.7120602654275401,0.5238095238095237,0.7142857142857143,0.2707272065889332,0.7857142857142856,0.75,1.0000000000000002,0.6355555557771853,0.6332179929868657,0.7641981421636348,0.7196261679308236,0.7455463730910514,0.7777777777777779,0.7184466019417475
0.25925925422222207,0.48061888784059903,0.41364601390701394,0.5416666678365036,0.014762779491251021,0.5957100545434337,0.6516584522612563,0.5735718905248728,0.010250710013328654,0.625,0.5707762557077625,0.5384615384615385,0.6180531954997506,0.4761904761904761,0.5714285714285714,0.16666502515841794,0.7142857142857142,0.44999999999999996,0.6000000000000001,0.511111111437037,0.4359861591706038,0.47762028849162874,0.39252336450432346,0.43436323848848724,0.5555555555555556,0.5902912621359222
0.25925925422222207,0.5333282765109246,0.3913532394512509,0.07216183659771122,0.023567294513264052,0.5228381237584683,0.6056277974746582,0.5920955946907185,0.02018004124045533,0.5625,0.6255707762557077,0.6153846153846154,0.5998216438085311,0.38095238095238093,0.7142857142857143,0.23943067619548156,0.7857142857142856,0.6,0.8,0.5555555554251852,0.4982698961732259,0.6414854949035792,0.7523364489603895,0.6149084819602302,0.7777777777777779,0.5310679611650484
0.2142857191428571,0.3983592553985247,0.345622407043104,0.5093599036008356,0.011307246986120813,0.5561221616262859,0.666741900155144,0.6235382185265834,0.011992208952000384,0.6875,0.8447488584474885,0.5384615384615385,0.6099412811942275,0.42857142857142855,0.5714285714285714,0.24237595533123643,0.7142857142857142,0.75,1.0000000000000002,0.5333333337244446,0.5663206458810119,0.7498338339548988,0.785046729008647,0.7455463730910514,0.6666666666666667,0.6087378640776699
0.17241380013793117,0.3204965281848178,0.2743694123604916,0.1935386471528664,0.00658747699131974,0.4681452896359177,0.5068500227231696,0.4580883789475645,0.004804284729015592,0.5625,0.5251141552511416,0.5192307692307693,0.5389665387740203,0.38095238095238093,0.5714285714285714,0.1567703390706859,0.6428571428571428,0.4,0.6000000000000001,0.4577777780645926,0.3817762399247615,0.42246182710880664,0.39252336450432346,0.3954482330065845,0.5555555555555556,0.4213592233009708
0.17241380013793117,0.3213732829249185,0.27637430773326055,0.2367149762135581,0.007340500721072105,0.5131355612940445,0.5233926995378468,0.48663724620061855,0.0053059532642802665,0.6875,0.5525114155251141,0.6346153846153847,0.6329078232803513,0.38095238095238093,0.7142857142857143,0.17714931987634644,0.7142857142857142,0.44999999999999996,0.6000000000000001,0.5066666667448889,0.41983852365704444,0.44387330631908206,0.32710280342650006,0.43436323848848724,0.6666666666666667,0.3757281553398058
0.307692289384615,0.5382907237327184,0.4512728618453088,0.0920893727787328,0.024481307687661265,0.50850394644008,0.6049117483481703,0.5917861118286467,0.020941190180254574,0.5,0.6027397260273972,0.46153846153846156,0.5215995760055976,0.3333333333333333,0.5714285714285714,0.21442471848772077,0.6428571428571428,0.6,0.8,0.480000000352,0.45213379468416326,0.6106102060988127,0.8177570090569045,0.6149084819602302,0.6666666666666667,0.4815533980582524
0.25925925422222207,0.4175848015648651,0.35129818273894164,0.0,0.009009272181328354,0.2851111600577789,0.351441584232822,0.24430091820662247,0.0031395695186389747,0.1875,0.1963470319634703,0.11538461538461539,0.19576429611063012,0.047619047619047616,0.14285714285714285,0.021432267072879325,0.21428571428571425,0.1,0.2,0.07555555565985186,0.09919261828522169,0.10147348244091278,0.09813084112608084,0.08426509297993837,0.1111111111111111,0.20776699029126205
0.8888889153333339,0.772490105840584,0.7905871201054391,0.0,0.31060326041176867,0.568411647953909,0.588250948710219,0.487782023631264,0.10360125030124993,0.25,0.2694063926940639,0.19230769230769232,0.3452578523776934,0.047619047619047616,0.14285714285714285,0.10546229538469015,0.21428571428571425,0.15000000000000005,0.2,0.07555555565985186,0.20184544407174246,0.20426823413374226,0.09813084112608084,0.12318009846184105,0.1111111111111111,0.4660194174757281
0.8888889153333339,0.9657172823890036,0.9580737941735975,0.6264090179781734,0.9999999999999999,0.9671428574713952,0.9795367695398662,0.9475638625439362,1.0,1.0,1.0,1.0,1.0,0.9999999999999998,0.9999999999999999,0.9999999999999999,1.0,0.8499999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9802018625016949,0.5887850467564852,0.8233763786307747,1.0,0.995145631067961
0.13333331519999958,0.27928055736514157,0.2146172974166196,0.16002415393784788,0.006080286055528709,0.4286409136476237,0.47937224436694126,0.5095001168861963,0.005617628934234498,0.625,0.7031963470319633,0.5192307692307693,0.535611819658256,0.3333333333333333,0.5714285714285714,0.21499296679420912,0.6428571428571428,0.7,0.8,0.480000000352,0.47058823524933846,0.6548277514186247,0.8177570090569045,0.6877941493205069,0.6666666666666667,0.3
0.09677420232258083,0.2689040101041935,0.159195704537634,0.1935386471528664,0.006792543128001507,0.48177227815778045,0.4580404410893264,0.5227260443358315,0.006210766816341276,0.875,0.6940639269406392,0.8653846153846154,0.7584531523455842,0.3333333333333333,0.9999999999999999,0.28212698713044987,0.8571428571428572,0.75,0.8,0.6266666669795555,0.5801614763429557,0.6955433173548998,0.6074766354956764,0.7455463730910514,1.0,0.624271844660194
0.09677420232258083,0.17958107971547088,0.1464144965362315,0.0,0.001862013859103292,0.2068220501058835,0.2459854800704362,0.17030822408904123,0.0007588006063196297,0.1875,0.2146118721461187,0.15384615384615383,0.18858938691703558,0.047619047619047616,0.14285714285714285,0.01996999769029626,0.21428571428571425,0.1,0.2,0.07555555565985186,0.09919261828522169,0.10585376356665646,0.09813084112608084,0.08426509297993837,0.1111111111111111,0.16407766990291256
0.4166666780000001,0.6161225495659475,0.5069567532121826,0.0,0.047799725521027236,0.36046000592017036,0.4208166106220166,0.31100392173214675,0.016060762687039633,0.25,0.2328767123287671,0.11538461538461539,0.23118174091760063,0.047619047619047616,0.14285714285714285,0.03156395136438742,0.21428571428571425,0.15000000000000005,0.2,0.07555555565985186,0.11880046145232939,0.13476114592894864,0.09813084112608084,0.12318009846184105,0.1111111111111111,0.29126213592233013
0.7894736949473684,0.9096902817239074,0.9155450809294716,0.4633655395865146,0.8806091571377358,0.8729210489769195,0.8962277329174795,0.8855418514220383,0.7338867981194318,0.875,0.8721461187214612,0.7500000000000001,0.8280343208865337,0.9999999999999998,0.7142857142857143,0.7993946327418183,0.8571428571428572,0.8499999999999999,0.8,0.9022222220527407,0.8177623990953653,0.9056361136631804,0.7523364489603895,0.799594827586768,0.7777777777777779,0.9708737864077668
0.7000000068000001,0.7388101083780945,0.7374236315355498,0.0,0.3417069809474308,0.5304756466228051,0.5612834634568311,0.4490167310679183,0.1139619743118129,0.25,0.2785388127853881,0.21153846153846154,0.32826474626123797,0.047619047619047616,0.14285714285714285,0.1161381465823863,0.21428571428571425,0.15000000000000005,0.2,0.07555555565985186,0.20876585937883893,0.19726615937023426,0.09813084112608084,0.12318009846184105,0.1111111111111111,0.7067961165048544
0.7000000068000001,0.915241955639422,0.8702998902761276,0.4385064407325656,0.9239726162231746,0.9017629381408314,0.9289731570622175,0.8874935550137655,0.9240252855811324,1.0,0.9908675799086757,0.9807692307692308,0.9600644979676363,0.9999999999999998,0.9999999999999999,0.9347387031819617,1.0,0.8499999999999999,1.0000000000000002,1.0,1.0000000000000002,0.9400187994936301,0.5887850467564852,0.8233763786307747,1.0,0.8728155339805823
0.4782608754782609,0.8674310934786799,0.7433824818371284,0.8265901785283368,0.5283256086697335,0.7913078637795072,0.8799172626058573,0.823353039253611,0.5286523813395385,0.75,0.8538812785388128,0.653846153846154,0.7642291823812488,0.9047619047619047,0.7142857142857143,0.552755175897628,0.7857142857142856,0.75,1.0000000000000002,0.8488888886802963,0.8754325258425067,0.8342634110348098,0.7196261679308236,0.7455463730910514,0.7777777777777779,0.7281553398058251
0.4166666780000001,0.7890013634488942,0.6728436662056967,0.7971014492462981,0.28399263673284764,0.7270883230450946,0.7808714438843418,0.6894597587669402,0.18961293511645747,0.625,0.5616438356164384,0.5192307692307693,0.6642586660429781,0.857142857142857,0.5714285714285714,0.28690022737299314,0.7142857142857142,0.44999999999999996,0.6000000000000001,0.7244444443401481,0.5743944636377917,0.5082131243071366,0.39252336450432346,0.43436323848848724,0.5555555555555556,0.6970873786407765
0.5454545330909086,0.829336655623995,0.749386779896509,0.2342995162494224,0.5507189146169651,0.7296862742820822,0.7879667346012105,0.7728509901640732,0.45916871796109693,0.625,0.6894977168949772,0.6730769230769231,0.7037397284567231,0.9047619047619047,0.7142857142857143,0.5316271284187808,0.7857142857142856,0.65,0.8,0.8488888886802963,0.7324106112720873,0.7482518124039933,0.7523364489603895,0.653823482018051,0.7777777777777779,0.6757281553398058
0.5454545330909086,0.8630261954865244,0.7990806567850257,0.6321457326355229,0.5244519533082581,0.7767607885791135,0.8134324310349919,0.7240331889255542,0.3498080863059194,0.6875,0.6255707762557077,0.576923076923077,0.6920140666423755,0.9523809523809523,0.5714285714285714,0.42359233496129783,0.7142857142857142,0.5000000000000001,0.6000000000000001,0.7777777777125925,0.6562860438075215,0.5599063009645128,0.39252336450432346,0.4732782385463079,0.5555555555555556,0.6834951456310678
0.35999999864,0.7133598153521641,0.6048914772469047,0.7783816440500617,0.20293705318832747,0.7015200537171473,0.8216680534145044,0.7564225654925758,0.20348925293284265,0.625,0.8082191780821917,0.5384615384615385,0.6556369215368825,0.6190476190476191,0.5714285714285714,0.3301364755459961,0.7142857142857142,0.7,1.0000000000000002,0.6399999998826666,0.6643598615643013,0.7782576040006065,0.785046729008647,0.7066313676091487,0.6666666666666667,0.6048543689320387
0.307692289384615,0.6219058021813244,0.501178395434448,0.16908212529384584,0.11724086821599848,0.5885156197603985,0.6324364719774633,0.5672872347711935,0.07852210648252249,0.5625,0.5068493150684932,0.48076923076923084,0.5760151030998013,0.38095238095238093,0.5714285714285714,0.20162637334340888,0.6428571428571428,0.4,0.6000000000000001,0.4577777780645926,0.40945790084864886,0.44932096894611606,0.39252336450432346,0.3954482330065845,0.5555555555555556,0.5815533980582523
0.307692289384615,0.6332842257478286,0.5305727066736787,0.5464975857593403,0.12061900342042532,0.6681737195240756,0.7185896831496699,0.6345514715408487,0.08077263638188316,0.625,0.5707762557077625,0.5384615384615385,0.6405796399661263,0.5714285714285714,0.5714285714285714,0.2105206306772285,0.7142857142857142,0.44999999999999996,0.6000000000000001,0.5644444448094814,0.477508650556435,0.5066040297261908,0.39252336450432346,0.43436323848848724,0.5555555555555556,0.6990291262135921
0.2142857191428571,0.4131036607788623,0.29995390298851476,0.0,0.008654954680744776,0.2797481580869665,0.3432497380814399,0.23640569783681475,0.0030215449987388773,0.25,0.2328767123287671,0.11538461538461539,0.20966819811937493,0.047619047619047616,0.14285714285714285,0.023051325075763372,0.21428571428571425,0.15000000000000005,0.2,0.07555555565985186,0.11880046145232939,0.125926000945958,0.09813084112608084,0.12318009846184105,0.1111111111111111,0.1825242718446602
0.13333331519999958,0.28098211595150335,0.21641702862559486,0.20803140092137615,0.008011397654987215,0.4525047489431213,0.5234860494213978,0.6155344394914384,0.008698640421453926,0.625,0.8721461187214612,0.6923076923076924,0.6041057932900105,0.3333333333333333,0.7142857142857143,0.29928258445248224,0.7857142857142856,1.0,1.0000000000000002,0.5777777777125925,0.6678200692178494,0.9271154359111166,1.0,1.0000000000000002,0.8888888888888888,0.45631067961165045
0.09677420232258083,0.18116771557475841,0.14799478000038957,0.0,0.002615040648037503,0.2512735227283822,0.26233004377619595,0.19784363056271048,0.0010096346191967624,0.3125,0.2420091324200913,0.2692307692307693,0.28140563967323867,0.2857142857142857,0.2857142857142857,0.03015532142466655,0.2857142857142857,0.15000000000000005,0.2,0.2577777780645926,0.17185697809623926,0.12726524251060398,0.0,0.12318009846184105,0.22222222222222227,0.14368932038834942
0.09677420232258083,0.18116771557475841,0.14799478000038957,0.0,0.002615040648037503,0.2512735227283822,0.26233004377619595,0.19784363056271048,0.0010096346191967624,0.3125,0.2420091324200913,0.2692307692307693,0.28140563967323867,0.2857142857142857,0.2857142857142857,0.03015532142466655,0.2857142857142857,0.15000000000000005,0.2,0.2577777780645926,0.17185697809623926,0.12726524251060398,0.0,0.12318009846184105,0.22222222222222227,0.24757281553398053
0.06249999149999974,0.17700642339251016,0.10191854463294436,0.14311594221063723,0.002972438744739985,0.31607697670346546,0.29608643265814893,0.2965889449584418,0.0017623068343050957,0.625,0.4200913242009133,0.40384615384615385,0.4765379987216232,0.23809523809523808,0.5714285714285714,0.09951703940300988,0.42857142857142855,0.44999999999999996,0.4000000000000001,0.37777777771259263,0.3252595156273034,0.36303344449021935,0.39252336450432346,0.42298381286882536,0.5555555555555556,0.3728155339805825
0.03030301072727215,0.08824751550236543,0.049414697804873176,0.097222222946407,0.0013007794168211286,0.12261599615241614,0.1686172173765581,0.23275351202551753,0.000927056738519304,0.125,0.2009132420091324,0.21153846153846154,0.19699229180887318,0.09523809523809523,0.2857142857142857,0.08149709744754327,0.21428571428571425,0.4,0.4000000000000001,0.24888888926696295,0.2468281431111218,0.3827107684621347,0.9813084112608088,0.4453555853475065,0.44444444444444436,0.2145631067961165
0.0,0.0,0.0,0.0,0.0,0.018007721518910835,0.0,0.009129381063664121,0.0,0.0625,0.0,0.038461538461538464,0.06949298816578292,0.047619047619047616,0.14285714285714285,0.006285894606392138,0.07142857142857142,0.0,0.0,0.07555555565985186,0.03921568633421535,0.0,0.09813084112608084,0.0,0.1111111111111111,0.07087378640776693
0.0,0.0,0.0,0.0,0.0,0.018007721518910835,0.0,0.009129381063664121,0.0,0.0625,0.0,0.038461538461538464,0.06949298816578292,0.047619047619047616,0.14285714285714285,0.006285894606392138,0.07142857142857142,0.0,0.0,0.07555555565985186,0.03921568633421535,0.0,0.09813084112608084,0.0,0.1111111111111111,0.05922330097087375
0.25925925422222207,0.5789477420218654,0.43936035527161543,0.14915458911282425,0.0992290509942211,0.5669214039839963,0.6325537240562262,0.6380936454181583,0.08318782323190739,0.5625,0.6666666666666665,0.5192307692307693,0.5758368828480582,0.3333333333333333,0.5714285714285714,0.25179120647187947,0.6428571428571428,0.65,0.8,0.480000000352,0.4648212225441746,0.6781480490307775,0.8177570090569045,0.6521032940905344,0.6666666666666667,0.5407766990291261
0.2142857191428571,0.5754223292127802,0.3804964193659388,0.20712560418686335,0.09969016147386608,0.6340259967174877,0.652600446023373,0.6715581219726554,0.08357181626190281,0.8125,0.7077625570776256,0.7500000000000001,0.7627678490748668,0.38095238095238093,0.8571428571428571,0.31031079189900834,0.8571428571428572,0.75,0.8,0.6044444446921482,0.5893886967016678,0.7682840230968441,0.6542056078343086,0.7455463730910514,0.8888888888888888,0.6514563106796116
0.2142857191428571,0.4541562417255809,0.3411191834985683,0.0,0.038053413835091775,0.32119820388726805,0.36943856780717943,0.2730982179640349,0.01281424183824076,0.1875,0.2054794520547945,0.1346153846153846,0.2218262913060876,0.047619047619047616,0.14285714285714285,0.02759468839155456,0.21428571428571425,0.1,0.2,0.07555555565985186,0.09919261828522169,0.11842827264884107,0.09813084112608084,0.08426509297993837,0.1111111111111111,0.3718446601941748
0.25925925422222207,0.6009015071363213,0.4661303831245984,0.5688405798990628,0.10792155407294347,0.7085351528155117,0.7870833332889242,0.7466898543668654,0.10853958161451799,0.8125,0.8995433789954337,0.6730769230769231,0.7590817892315895,0.5238095238095237,0.7142857142857143,0.31444138574080716,0.7857142857142856,0.8,1.0000000000000002,0.6355555557771853,0.645905420999126,0.8250529485186747,0.7196261679308236,0.7827411852213554,0.7777777777777779,0.7194174757281553
0.2142857191428571,0.50387489478361,0.3877135233049609,0.43478260904442345,0.05704258459138745,0.605107556038353,0.65472736157692,0.5782783910619145,0.03841772129135228,0.625,0.5707762557077625,0.5384615384615385,0.6272012821631805,0.4761904761904761,0.5714285714285714,0.18365202440687028,0.7142857142857142,0.44999999999999996,0.6000000000000001,0.511111111437037,0.4359861591706038,0.48504617696828656,0.39252336450432346,0.43436323848848724,0.5555555555555556,0.5718446601941747
0.17241380013793117,0.4115743393725333,0.31586321523408833,0.3985507256258664,0.03933812948803964,0.5328524663395116,0.6537533317806565,0.6011303325638064,0.04000367026842853,0.625,0.7990867579908676,0.5192307692307693,0.5866747072861693,0.42857142857142855,0.5714285714285714,0.2507942469790242,0.7142857142857142,0.7,1.0000000000000002,0.5333333337244446,0.5536332180210007,0.7113482831947153,0.785046729008647,0.7066313676091487,0.6666666666666667,0.5475728155339805
0.13333331519999958,0.32940040929301007,0.24416353401764668,0.15700483148947178,0.021913372321688208,0.4397890308543486,0.4899222985515699,0.4301109670995855,0.01501446981286529,0.5625,0.5068493150684932,0.48076923076923084,0.5198067102793096,0.38095238095238093,0.5714285714285714,0.16269805621406586,0.6428571428571428,0.4,0.6000000000000001,0.4577777780645926,0.3817762399247615,0.3988114464257211,0.39252336450432346,0.3954482330065845,0.5555555555555556,0.4679611650485436
0.13333331519999958,0.32940040929301007,0.24416353401764668,0.15700483148947178,0.021913372321688208,0.4397890308543486,0.4899222985515699,0.4301109670995855,0.01501446981286529,0.5625,0.5068493150684932,0.48076923076923084,0.5198067102793096,0.38095238095238093,0.5714285714285714,0.16269805621406586,0.6428571428571428,0.4,0.6000000000000001,0.4577777780645926,0.3817762399247615,0.3988114464257211,0.39252336450432346,0.3954482330065845,0.5555555555555556,0.5145631067961165
0.7000000068000001,0.5408573803892793,0.5581296299903262,0.0,0.12086036369052784,0.39551178412587684,0.30673248061155434,0.34392127431995156,0.02012943870457728,0.25,0.0821917808219178,0.15384615384615383,0.25707945436899754,0.047619047619047616,0.14285714285714285,0.03679494153345234,0.07142857142857142,0.15000000000000005,0.0,0.07555555565985186,0.09111880052844198,0.15345984323763115,0.09813084112608084,0.12318009846184105,0.1111111111111111,0.13009708737864073
0.7000000068000001,0.5535226014214931,0.5707303454678847,0.19021739245965266,0.1915346534100692,0.5334896512437806,0.4265926123006156,0.5665567153408542,0.09597809770046246,0.5,0.273972602739726,0.5384615384615385,0.5762039567415833,0.14285714285714285,0.7142857142857143,0.21161511497084726,0.35714285714285715,0.55,0.4000000000000001,0.4222222222874074,0.3679354094628178,0.5717060488685844,0.7523364489603895,0.5739840819249867,0.7777777777777779,0.44368932038834946
0.6190476368571431,0.43131619074524963,0.45260902592469954,0.0,0.07392424214543972,0.2978388656722808,0.21143249108923312,0.2597207482858397,0.012312171299262608,0.25,0.0684931506849315,0.09615384615384617,0.20228949477887775,0.047619047619047616,0.14285714285714285,0.026152542827520907,0.07142857142857142,0.15000000000000005,0.0,0.07555555565985186,0.08419838522134551,0.11854302135628711,0.09813084112608084,0.12318009846184105,0.1111111111111111,0.3019417475728155
