Clustered Local Degree,EIGSM Values,Semi local centrality,Coreness Centrality,MCGM Values,HCC Value,GSM,DIL Centrality,Constraint Coefficients,K-Shell Value,Gravity Model Centrality,DNC Scores,Closeness Centrality,Local-Global Centrality,GIN Values,Eccentricity Centrality,Local Gravity Model Centrality,Gravity Index Centrality,EHCC Value,Extended Improved Gravity Index Values,Node H-Index,Density Centrality,HVGc Index,P Value,Societal Capital Scores
1772.477778,146639.1574,613570,1137,16.0779838,1.513975724,4301.099582,81908.27838,-0.011218604,12,383451.4167,107.4974574,0.000292912,136.9056778,7441.699297,0.2,175300,20019.0,128.6485222,2415417.25,15,5989.772727,62303704.02,462,1853
1852.393321,148719.2055,630376,1154,27.04779917,1.542784737,4701.971971,84924.32375,-0.011287227,12,421774.5125,106.4679031,0.000302115,141.8781184,7956.745385,0.2,181368,27087.0,128.679094,2548731.25,15,6575.625,72141221.89,465,1931
1409.360487,132236.4028,508633,1047,11.71224916,1.407709889,3976.703227,77488.07697,-0.011976537,12,297867.02,99.05778308,0.000266312,115.5483532,6716.994747,0.166666667,128708,16500.0,118.3640737,2172717.25,14,4427.5,132349629.7,461,1491
1794.98641,148951.5366,619647,1152,16.71560825,1.520880212,4322.990742,84898.96592,-0.011029283,12,394180.0767,109.8420814,0.000294118,140.3286042,7482.83817,0.2,181050,20397.0,130.4019824,2449071.5,15,6223.159091,62824016.91,462,1877
1737.157164,146126.019,608981,1147,25.56407225,1.509700732,4641.043541,80186.01352,-0.011433149,12,400688.4622,105.5350458,0.00029577,137.3589831,7776.541542,0.2,168364,26025.0,127.0149225,2515169.75,14,6002.5,176314917.6,465,1816
1789.317228,148799.6458,618204,1144,15.88129124,1.518866403,4294.655067,83062.87179,-0.011106235,12,387072.6806,108.7906328,0.000292997,138.2670819,7437.629996,0.2,178669,19908.0,129.7122599,2447135.25,15,6073.772727,65127346.78,462,1870
1774.461386,148466.3912,614873,1143,16.30035875,1.514838785,4308.46955,83298.9004,-0.011055714,12,387775.8089,108.7990142,0.000293686,138.491077,7452.908715,0.2,177255,20145.0,129.4952974,2448783.75,15,6105.909091,62510273.91,462,1856
422.6666667,9337.691921,89118,56,1.256269438,0.778985534,3551.487596,85.49600417,-0.207220891,5,18125.74361,7.937529122,0.000260688,8.019844085,5973.027276,0.166666667,2219,3425.0,7.514830845,135791.75,6,178.1818182,995895.7314,323,324
17.0,1506.489043,5623,14,0.0402471,0.041559471,2503.302842,3.595238095,-0.5,2,2532.771054,2.10989011,0.000187056,1.600783597,4198.128511,0.142857143,34,106.0,1.350247618,23838.5,2,3.659090909,10795.63921,17,19
1179.164835,26918.04759,253622,154,2.674488106,1.283319774,3490.739684,1094.650928,-0.081122692,12,41781.44444,14.28701897,0.000249314,15.66779156,6161.017811,0.166666667,14728,8028.0,19.72757446,419387.0,12,272.8409091,13036898.6,460,1066
381.3333333,8856.29933,84637,55,1.191095714,0.770067237,3490.478928,72.51925999,-0.207220891,5,17424.39611,7.983725694,0.000252207,7.80472454,5850.698481,0.166666667,2002,3222.5,7.191866459,130069.25,6,160.9204545,867121.5416,323,293
17.0,1505.411232,5593,14,0.040249678,0.041559471,2503.150219,3.595238095,-0.5,2,2530.693866,2.10989011,0.000186986,1.599919737,4196.57366,0.142857143,34,106.0,1.356617045,23746.0,2,3.659090909,10795.63921,17,19
1179.164835,26888.9018,253322,153,2.67185733,1.283319774,3484.025946,1094.618351,-0.081121585,12,41680.74944,14.27186746,0.000249501,15.65582914,6148.563309,0.2,14728,8010.0,19.71936958,418017.25,12,272.8409091,13039812.06,460,1066
384.0,8765.656003,84268,54,1.183298182,0.770642611,3477.17616,75.09068856,-0.207220891,5,17336.45861,7.936106647,0.000250438,7.772023306,5831.341068,0.166666667,2016,3197.5,6.941237946,128480.0,6,162.0340909,861012.2355,323,295
25.0,1974.584605,7839,19,0.060053914,0.073872646,2616.058152,11.57777778,-0.333333333,2,4180.695425,3.217032967,0.000196464,2.526915767,4416.087711,0.142857143,75,142.0,1.83191872,28615.5,3,7.875,21048.10725,31,28
1179.164835,26934.30779,253451,153,2.679058084,1.283319774,3493.869396,1094.618351,-0.081121585,12,41850.64722,14.27186746,0.000250941,15.71602244,6167.506286,0.166666667,14728,8022.0,19.72954796,418466.5,12,272.8409091,13065903.28,460,1066
376.0,8633.736024,83930,53,1.171223334,0.768916489,3459.104475,63.51925999,-0.207220891,5,17168.38667,7.971820932,0.000248324,7.719632354,5798.810558,0.166666667,1974,3156.25,6.882198588,127128.5,6,158.6931818,822086.1369,323,289
27.0,1994.194682,7393,20,0.07255138,0.091433158,2643.63496,12.24444444,-0.333333333,3,4208.189898,3.20989011,0.000197785,2.541243137,4440.347877,0.142857143,81,218.25,1.855273284,27622.25,3,8.590909091,22654.57045,39,30
1179.164835,26898.29358,253330,153,2.6707283,1.283319774,3484.951399,1094.524109,-0.081118397,12,41699.10111,14.27186746,0.000249004,15.64730422,6151.209259,0.166666667,14728,8010.0,19.71184941,418062.75,12,272.8409091,13035021.9,460,1066
376.0,8617.84437,83699,53,1.167963496,0.768916489,3457.012845,63.51925999,-0.207220891,5,17146.94917,7.900392361,0.000247954,7.711764838,5795.039634,0.166666667,1974,3148.75,6.839269703,127245.25,6,158.1363636,820045.0954,323,289
34.0,2290.402516,10980,25,0.09153459,0.112555247,2681.138575,12.63333333,-0.333333333,3,4374.405782,3.128937729,0.000199442,2.576064069,4512.868232,0.142857143,102,303.0,2.403532625,35480.75,3,10.26136364,34277.42484,48,37
1179.164835,26908.29652,253521,153,2.669691296,1.283319774,3484.177384,1094.554957,-0.081119438,12,41693.78111,14.27186746,0.000249004,15.64642396,6150.804782,0.166666667,14728,7998.0,19.70846618,418113.5,12,271.7272727,13036941.02,460,1066
389.4285714,8973.451805,84570,53,1.171003871,0.768916489,3457.096511,52.36712729,-0.225908957,5,17153.31722,8.233725694,0.000247586,7.707724015,5795.961415,0.166666667,1974,3155.0,7.491752973,129944.75,6,157.0227273,851382.3243,323,289
235.0,5464.457653,71688,34,0.381672606,0.688427042,3133.981486,13.92801932,-0.333333333,3,6332.06,3.136183763,0.000236686,3.108873262,5321.107661,0.166666667,705,1351.5,4.482763212,83320.5,3,55.84090909,358491.3626,292,238
1178.043956,26737.92963,252985,152,2.651268286,1.283032087,3469.656192,1092.149821,-0.081216922,12,41426.17889,14.28095837,0.000243427,15.51115246,6120.536467,0.166666667,14714,7980.0,19.64460517,415655.0,12,271.7272727,12840557.88,460,1065
376.0,8652.410139,83918,53,1.172680848,0.768916489,3461.447101,63.51925999,-0.207220891,5,17181.94917,7.900392361,0.000248324,7.723555606,5802.078693,0.166666667,1974,3170.0,6.890978844,128049.5,6,158.6931818,822312.9193,323,289
41.0,2651.180961,13691,29,0.099935977,0.133677336,2707.448863,13.17777778,-0.333333333,3,4504.37,3.228728873,0.000204248,2.629115803,4577.603377,0.166666667,123,345.0,2.741434135,44060.5,3,11.45454545,46005.60933,57,44
1179.164835,26898.17606,253376,153,2.66979521,1.283319774,3484.059599,1094.464037,-0.081116376,12,41653.815,14.27186746,0.000249128,15.64345947,6145.731975,0.166666667,14728,8004.0,19.71667106,418044.0,12,272.8409091,13033115.55,460,1066
323.1428571,7771.496472,77941,52,1.017598817,0.720412217,3406.161133,71.31198726,-0.188819954,5,16660.35583,7.745924022,0.000246063,7.624646519,5718.21333,0.166666667,1827,2793.75,6.284698961,114617.0,5,149.7840909,703463.7278,303,268
34.0,2625.684984,10598,23,0.099326132,0.114678389,2876.100574,12.96239316,-0.333333333,3,4775.665833,3.267898768,0.000207641,2.694097754,4749.429315,0.166666667,102,295.5,2.547647319,38901.0,3,10.02272727,34862.11438,49,37
1179.164835,26889.77898,253144,152,2.676575073,1.283319774,3486.465776,1094.586366,-0.0811205,12,41744.40667,14.25671594,0.00024919,15.66192832,6155.591086,0.166666667,14728,8022.0,19.68986426,417056.0,12,275.0681818,13039826.2,460,1066
321.9047619,7598.566258,77143,52,0.941323886,0.718001388,3391.101396,71.21967957,-0.18914414,5,16455.48917,7.79332662,0.000245218,7.597588654,5682.515243,0.166666667,1820,2696.25,6.199083066,113071.75,5,148.6704545,669364.2591,302,267
27.0,2087.1609,7938,21,0.076309367,0.0935563,2596.219641,12.24444444,-0.333333333,3,4114.755425,3.252747253,0.000195886,2.515173485,4371.080509,0.142857143,81,228.75,1.989238307,29752.75,3,8.590909091,23505.80964,40,30
1179.164835,26941.05654,253366,152,2.679607458,1.283319774,3498.244262,1094.493807,-0.081117376,12,41882.07333,14.25671594,0.00024919,15.67601113,6173.286927,0.166666667,14728,8013.0,19.72091735,417720.0,12,272.8409091,13033102.51,460,1066
1493.981107,70030.97001,480719,712,24.05535758,1.409395698,4375.590099,20752.94025,-0.028505776,12,151642.5192,41.5131968,0.00027933,50.70524371,7273.23934,0.2,57720,21717.0,51.52372227,2387343.25,17,1672.125,50391894.3,458,1519
1493.981107,69963.26611,480145,710,24.00209416,1.407272556,4371.1311,20752.94025,-0.028505776,12,151341.6233,41.29341658,0.000279408,50.66646302,7263.354254,0.2,57720,21636.0,51.49843452,2382666.75,17,1672.125,50322166.54,457,1519
1493.981107,69883.88793,478856,702,23.87393649,1.405149414,4353.379238,20752.94025,-0.028505776,12,150888.79,40.4142957,0.000279018,50.57414207,7248.569605,0.2,57720,21342.0,51.46228369,2365794.0,17,1672.125,50196892.95,456,1519
1493.981107,69868.66102,478818,702,23.87536745,1.405149414,4352.874446,20752.94025,-0.028505776,12,150834.3525,40.45000999,0.000279018,50.5611614,7246.248759,0.2,57720,21348.0,51.44706498,2365654.5,17,1675.227273,50177983.73,456,1519
1493.981107,69985.25979,479487,710,24.08380482,1.407272556,4376.397767,20752.94025,-0.028505776,12,151791.5967,41.33462537,0.000280348,50.80771144,7277.416863,0.2,57720,21738.0,51.45708211,2383145.0,17,1696.943182,50384803.34,457,1519
1493.981107,70053.53379,480089,712,24.15113022,1.409395698,4383.666776,20752.94025,-0.028505776,12,152091.3983,41.62400266,0.000280662,50.87484831,7287.078459,0.2,57720,21858.0,51.52069575,2388321.25,17,1700.045455,50455712.92,458,1519
1493.981107,70105.11304,480087,712,24.19148341,1.409395698,4395.36113,20752.94025,-0.028505776,12,152719.7317,41.58737262,0.00028401,51.15464893,7311.146492,0.2,57720,21876.0,51.52968307,2389286.25,17,1706.25,50484076.76,458,1519
1110.528139,41185.0471,340708,414,13.88124475,1.268089465,4104.331546,4835.996982,-0.051642227,12,74579.38278,23.0645674,0.000269034,26.98554523,6723.848286,0.2,23914,17145.0,27.96306551,1518412.0,14,742.0,22269106.93,447,1109
2927.127273,129189.6789,860119,1648,100.584307,1.81015529,4961.475883,31396.04529,-0.024410783,40,217475.7625,46.23785957,0.000279642,60.06736002,7931.417489,0.2,126360,101120.0,76.90649501,6013645.0,43,1786.193182,262734511.1,466,2853
27.0,1457.653553,6191,17,0.065535278,0.087186873,2690.407212,11.13333333,-0.333333333,2,4031.7075,3.0,0.00019497,2.499782032,4376.875264,0.166666667,81,167.5,1.499742853,24142.25,2,8.590909091,11027.41687,37,30
78.0,5319.897349,20287,51,0.449480891,0.29650329,3194.153501,204.6681818,-0.125,5,15484.02667,8.302380952,0.000230309,7.985153423,5267.491275,0.166666667,624,1102.5,5.545050196,76182.25,6,60.45454545,161479.2832,128,86
276.5333333,6534.220039,72941,42,0.5655636,0.698248713,3195.962452,62.8015873,-0.213076287,3,13029.635,6.540579367,0.000240211,6.301888023,5428.211412,0.166666667,1464,1383.0,5.492204354,94026.5,4,117.8863636,500218.5689,295,250
28.0,1586.823986,6738,19,0.06424786,0.091720845,2725.245889,11.18461538,-0.333333333,2,4172.0925,3.060606061,0.000200321,2.552563586,4451.987507,0.166666667,84,165.0,1.744853396,26402.25,2,8.829545455,13883.51067,39,31
331.1904762,23188.30781,101595,144,1.492112309,0.821805086,3336.46686,1446.148267,-0.069275656,10,34397.79167,15.72584835,0.000236686,15.73058291,5636.643813,0.166666667,4875,3917.5,17.72736862,380057.75,12,186.1363636,4592624.694,341,340
123.0,4411.544609,30319,32,0.326022769,0.529105251,3214.571647,31.6619898,-0.25,4,7699.351111,4.172869674,0.000224115,3.942120249,5184.75954,0.166666667,492,1478.0,4.349583068,66370.5,4,41.68181818,242163.4307,232,127
2758.92389,125623.1556,815606,1623,97.09850356,1.763549996,4904.698975,28342.26832,-0.024700912,40,204625.9722,45.11271677,0.000270051,57.27259918,7757.383338,0.166666667,116468,98710.0,74.41307944,5937897.75,40,1564.5,242755128.8,466,2691
973.4,34007.16286,284900,342,11.26742646,1.187870603,4095.379895,3866.858906,-0.055277777,12,69608.29167,22.06196817,0.000273373,26.01219059,6688.898743,0.2,19782,16848.0,24.69396028,1118384.5,14,763.3977273,15744215.1,429,963
28.0,1530.851329,6509,18,0.062993143,0.08747456,2734.761004,11.18461538,-0.333333333,2,4198.9825,3.045454545,0.000201776,2.567102824,4470.431438,0.166666667,84,161.0,1.727868258,25146.75,2,8.829545455,13943.6993,37,31
319.9809524,22791.09563,99246,139,1.087591011,0.812271103,3104.160884,1387.380583,-0.069275656,10,31412.34583,15.72584835,0.00023015,15.14082791,5339.269064,0.166666667,4710,3142.5,17.51079712,368876.75,11,170.625,4286471.548,338,329
116.0,3646.157324,28473,26,0.226663223,0.516188043,3024.788065,13.05170068,-0.333333333,3,5375.089167,3.010738832,0.000220216,2.871023491,4965.67773,0.166666667,348,1050.0,3.585775924,56293.75,3,29.59090909,187513.3779,227,119
2756.839323,125373.6528,814833,1621,96.8141878,1.762974622,4900.225643,28250.81676,-0.024721489,40,203852.6111,45.14207346,0.000269906,57.17513927,7736.585138,0.2,116380,98430.0,74.00143172,5933749.5,40,1557.5,242513578.4,466,2689
71.0,5008.787136,20484,60,1.109186129,0.27210731,3294.074036,30.68090062,-0.25,4,7950.906667,4.15017618,0.000217344,3.85865742,5268.191069,0.166666667,284,2120.0,3.902628641,185915.0,4,25.45454545,191375.4952,118,75
30.0,1615.002973,7138,19,0.067880654,0.094419361,2764.641805,11.24736048,-0.333333333,2,4298.369167,3.045454545,0.000205973,2.608761817,4524.593781,0.166666667,90,173.0,1.754772794,28208.5,2,9.306818182,16121.95449,40,33
425.9239766,27623.13998,124453,174,1.857498131,0.863312639,3424.258538,2644.562523,-0.054146877,12,46529.03139,19.89306084,0.000248571,20.84939508,5824.830026,0.2,7999,5385.0,21.05777989,452687.25,12,327.9659091,6688956.85,347,440
122.0,3935.414268,29684,31,0.268227086,0.520324995,3045.420543,29.45227273,-0.25,3,7265.913333,4.010738832,0.000221729,3.857598494,5002.480878,0.166666667,488,1090.5,3.706058407,61805.75,3,42.31818182,221001.8558,228,126
2761.008457,125544.7426,815693,1623,96.99695267,1.76412537,4903.735488,28408.31156,-0.024743712,40,204277.7978,45.1460501,0.000270197,57.2478272,7744.766339,0.2,116556,98640.0,74.32618025,5938346.25,40,1568.0,242665625.0,466,2693
78.0,3872.925087,22635,47,0.872431923,0.292941713,3294.550264,11.59487179,-0.333333333,2,5618.9625,3.069264069,0.000213038,2.830096562,5089.372358,0.2,234,1263.0,2.699786098,163751.5,2,20.76136364,142238.6305,127,81
185.0,7288.210005,49664,65,1.700011721,0.627908937,3659.567665,62.89669022,-0.2,4,11763.53611,5.116759431,0.000238209,5.346775909,5710.116843,0.2,925,3773.0,5.20896826,218331.75,4,76.76136364,520282.9253,270,190
2749.633444,124560.5239,810631,1612,95.98152202,1.759234692,4887.098134,26872.7683,-0.02532295,40,197953.0561,44.11271677,0.000269179,55.66464857,7693.565293,0.2,113219,97830.0,73.0928887,5916928.0,40,1498.159091,241203900.6,466,2676
2749.633444,124259.9486,810047,1611,95.84829532,1.759234692,4884.310904,26874.0468,-0.025323282,40,197403.4564,44.11271677,0.000268601,55.59029259,7676.853723,0.166666667,113219,97780.0,72.66595325,5913134.25,40,1498.159091,240788074.8,466,2676
2763.093023,125274.8312,816188,1623,96.84228289,1.764700744,4900.432104,28422.17011,-0.024697799,40,203850.2278,45.11160935,0.00027027,57.22086069,7732.874256,0.166666667,116644,98460.0,73.72287435,5936295.25,40,1564.5,242278626.4,466,2695
