Starting Node,Average Spreading Ability,Rank
441,2.81,203.0
270,2.81,203.0
242,2.8,204.0
94,2.8,204.0
49,2.75,205.0
158,2.75,205.0
252,2.74,206.0
37,2.73,207.0
12,2.73,207.0
144,2.69,208.0
458,2.66,209.0
272,2.66,209.0
43,2.66,209.0
455,2.66,209.0
353,2.65,210.0
125,2.65,210.0
325,2.64,211.0
27,2.63,212.0
239,2.63,212.0
127,2.62,213.0
401,2.59,214.0
462,2.54,215.0
402,2.53,216.0
171,2.52,217.0
90,2.52,217.0
449,2.52,217.0
253,2.51,218.0
334,2.51,218.0
34,2.5,219.0
287,2.48,220.0
301,2.48,220.0
249,2.48,220.0
105,2.48,220.0
356,2.47,221.0
26,2.45,222.0
349,2.44,223.0
243,2.43,224.0
269,2.42,225.0
251,2.42,225.0
13,2.42,225.0
101,2.41,226.0
103,2.4,227.0
121,2.4,227.0
465,2.4,227.0
438,2.39,228.0
436,2.38,229.0
336,2.37,230.0
53,2.37,230.0
212,2.36,231.0
20,2.36,231.0
250,2.35,232.0
93,2.34,233.0
484,2.34,233.0
361,2.33,234.0
183,2.32,235.0
102,2.32,235.0
64,2.3,236.0
394,2.3,236.0
113,2.29,237.0
124,2.28,238.0
56,2.28,238.0
437,2.27,239.0
65,2.27,239.0
426,2.26,240.0
138,2.25,241.0
444,2.24,242.0
300,2.23,243.0
63,2.22,244.0
15,2.21,245.0
428,2.21,245.0
19,2.21,245.0
496,2.21,245.0
346,2.19,246.0
461,2.19,246.0
440,2.19,246.0
297,2.18,247.0
70,2.17,248.0
412,2.17,248.0
78,2.17,248.0
179,2.17,248.0
147,2.16,249.0
140,2.14,250.0
439,2.12,251.0
435,2.12,251.0
172,2.11,252.0
44,2.11,252.0
479,2.11,252.0
331,2.11,252.0
40,2.1,253.0
406,2.09,254.0
322,2.09,254.0
24,2.08,255.0
17,2.08,255.0
471,2.08,255.0
466,2.04,256.0
92,2.03,257.0
8,2.03,257.0
146,2.02,258.0
35,2.0,259.0
161,2.0,259.0
380,2.0,259.0
196,1.99,260.0
54,1.98,261.0
464,1.98,261.0
186,1.95,262.0
404,1.94,263.0
381,1.94,263.0
480,1.94,263.0
417,1.94,263.0
299,1.92,264.0
180,1.9,265.0
408,1.88,266.0
473,1.86,267.0
445,1.86,267.0
29,1.85,268.0
47,1.84,269.0
405,1.84,269.0
376,1.84,269.0
298,1.84,269.0
60,1.83,270.0
295,1.83,270.0
328,1.82,271.0
338,1.82,271.0
11,1.8,272.0
256,1.79,273.0
430,1.79,273.0
332,1.79,273.0
159,1.78,274.0
16,1.78,274.0
72,1.77,275.0
391,1.77,275.0
117,1.77,275.0
359,1.77,275.0
407,1.77,275.0
36,1.76,276.0
142,1.76,276.0
474,1.75,277.0
329,1.75,277.0
352,1.75,277.0
139,1.74,278.0
339,1.72,279.0
393,1.72,279.0
52,1.72,279.0
76,1.71,280.0
38,1.7,281.0
122,1.7,281.0
379,1.68,282.0
41,1.67,283.0
112,1.67,283.0
491,1.67,283.0
57,1.67,283.0
55,1.66,284.0
396,1.66,284.0
69,1.64,285.0
450,1.64,285.0
493,1.64,285.0
189,1.63,286.0
30,1.63,286.0
451,1.63,286.0
46,1.62,287.0
327,1.62,287.0
400,1.62,287.0
347,1.61,288.0
398,1.61,288.0
488,1.6,289.0
415,1.59,290.0
73,1.59,290.0
137,1.59,290.0
434,1.58,291.0
116,1.57,292.0
475,1.57,292.0
160,1.57,292.0
460,1.57,292.0
351,1.57,292.0
335,1.56,293.0
187,1.55,294.0
126,1.55,294.0
432,1.55,294.0
448,1.55,294.0
490,1.53,295.0
185,1.53,295.0
422,1.52,296.0
373,1.51,297.0
18,1.51,297.0
483,1.51,297.0
178,1.5,298.0
442,1.5,298.0
91,1.5,298.0
427,1.49,299.0
305,1.49,299.0
32,1.49,299.0
350,1.49,299.0
362,1.47,300.0
414,1.47,300.0
485,1.46,301.0
452,1.46,301.0
397,1.46,301.0
31,1.46,301.0
145,1.45,302.0
182,1.45,302.0
443,1.45,302.0
411,1.45,302.0
141,1.43,303.0
188,1.43,303.0
470,1.42,304.0
99,1.41,305.0
377,1.4,306.0
136,1.4,306.0
244,1.39,307.0
98,1.39,307.0
416,1.39,307.0
378,1.39,307.0
304,1.38,308.0
399,1.38,308.0
431,1.38,308.0
486,1.37,309.0
390,1.37,309.0
468,1.36,310.0
477,1.35,311.0
463,1.35,311.0
494,1.35,311.0
254,1.35,311.0
42,1.34,312.0
495,1.33,313.0
23,1.33,313.0
74,1.33,313.0
184,1.32,314.0
177,1.32,314.0
143,1.3,315.0
77,1.3,315.0
472,1.29,316.0
114,1.29,316.0
482,1.29,316.0
119,1.28,317.0
423,1.28,317.0
395,1.28,317.0
48,1.28,317.0
306,1.28,317.0
476,1.27,318.0
429,1.27,318.0
487,1.26,319.0
375,1.26,319.0
478,1.26,319.0
181,1.26,319.0
447,1.26,319.0
33,1.25,320.0
236,1.25,320.0
374,1.25,320.0
106,1.24,321.0
237,1.24,321.0
255,1.24,321.0
492,1.23,322.0
79,1.22,323.0
469,1.22,323.0
115,1.22,323.0
481,1.21,324.0
303,1.21,324.0
392,1.21,324.0
75,1.2,325.0
45,1.2,325.0
