Starting Node,Average Spreading Ability,Node,Rank
338,1.98,338,352.0
339,2.26,339,330.0
340,8.31,340,81.0
341,1.83,341,367.0
342,3.27,342,252.0
343,1.74,343,376.0
344,5.38,344,146.0
345,3.5,345,239.0
346,4.4,346,189.0
347,6.2,347,121.0
348,4.87,348,165.0
349,9.24,349,62.0
350,1.12,350,435.0
351,4.94,351,163.0
352,3.74,352,225.0
353,1.16,353,431.0
354,1.25,354,422.0
355,1.05,355,442.0
356,1.88,356,362.0
357,1.97,357,353.0
358,1.06,358,441.0
359,1.94,359,356.0
360,3.2,360,258.0
361,1.23,361,424.0
362,2.47,362,310.0
363,6.79,363,106.0
364,9.7,364,54.0
365,2.35,365,322.0
366,1.38,366,409.0
367,1.12,367,435.0
368,2.32,368,325.0
369,1.93,369,357.0
370,2.47,370,310.0
371,1.43,371,404.0
372,1.18,372,429.0
373,1.45,373,402.0
374,2.55,374,304.0
375,9.71,375,53.0
376,2.03,376,348.0
377,7.47,377,94.0
378,1.45,378,402.0
379,3.76,379,223.0
380,5.45,380,144.0
381,1.41,381,406.0
382,1.08,382,439.0
383,1.24,383,423.0
384,1.29,384,418.0
385,1.59,385,390.0
386,2.4,386,317.0
387,4.09,387,202.0
388,1.34,388,413.0
389,2.4,389,317.0
390,1.34,390,413.0
391,1.11,391,436.0
392,2.36,392,321.0
393,6.57,393,109.0
394,1.13,394,434.0
395,1.93,395,357.0
396,2.08,396,345.0
397,1.4,397,407.0
398,12.32,398,30.0
399,2.86,399,282.0
400,2.17,400,337.0
401,5.45,401,144.0
402,1.49,402,398.0
403,2.18,403,336.0
404,1.78,404,372.0
405,2.22,405,333.0
406,4.0,406,207.0
407,4.98,407,162.0
408,5.17,408,153.0
409,1.86,409,364.0
410,7.66,410,90.0
411,11.35,411,35.0
412,7.07,412,102.0
413,2.22,413,333.0
414,8.04,414,86.0
415,3.91,415,215.0
416,6.22,416,120.0
417,3.13,417,262.0
418,2.74,418,291.0
419,5.09,419,158.0
420,11.04,420,39.0
421,1.04,421,443.0
422,1.28,422,419.0
423,1.08,423,439.0
424,2.14,424,340.0
425,1.38,425,409.0
426,1.2,426,427.0
427,1.17,427,430.0
428,1.25,428,422.0
429,5.46,429,143.0
430,1.79,430,371.0
431,3.11,431,264.0
432,1.17,432,430.0
433,1.21,433,426.0
434,2.08,434,345.0
435,2.23,435,332.0
436,1.2,436,427.0
437,1.38,437,409.0
438,2.7,438,294.0
439,1.88,439,362.0
440,3.61,440,233.0
441,2.18,441,336.0
442,1.39,442,408.0
443,3.63,443,232.0
444,2.41,444,316.0
445,2.49,445,309.0
446,4.62,446,180.0
447,3.34,447,248.0
448,5.44,448,145.0
449,3.24,449,255.0
450,2.32,450,325.0
451,3.36,451,246.0
452,1.5,452,397.0
453,1.76,453,374.0
454,2.56,454,303.0
455,2.04,455,347.0
456,3.1,456,265.0
457,3.04,457,270.0
458,4.1,458,201.0
459,3.53,459,238.0
460,7.07,460,102.0
461,7.22,461,100.0
462,5.51,462,141.0
463,2.6,463,300.0
464,2.37,464,320.0
465,1.95,465,355.0
466,1.34,466,413.0
467,2.2,467,334.0
468,2.77,468,288.0
469,1.39,469,408.0
470,5.15,470,154.0
471,6.2,471,121.0
472,1.33,472,414.0
473,1.85,473,365.0
474,2.84,474,283.0
475,2.66,475,297.0
476,5.48,476,142.0
477,2.98,477,274.0
478,4.79,478,171.0
479,5.95,479,132.0
480,2.94,480,277.0
481,6.34,481,116.0
482,3.63,482,232.0
483,3.47,483,242.0
484,2.14,484,340.0
485,2.25,485,331.0
486,2.54,486,305.0
487,4.59,487,182.0
488,2.11,488,343.0
489,2.66,489,297.0
490,8.9,490,73.0
491,2.1,491,344.0
492,5.73,492,138.0
493,8.81,493,75.0
494,5.98,494,129.0
495,3.91,495,215.0
496,5.85,496,134.0
497,3.69,497,229.0
498,3.17,498,260.0
499,9.34,499,61.0
500,3.78,500,222.0
501,4.16,501,198.0
502,7.52,502,93.0
503,10.15,503,48.0
504,7.41,504,96.0
505,8.85,505,74.0
506,4.48,506,184.0
507,12.61,507,26.0
508,9.6,508,55.0
509,4.16,509,198.0
510,8.07,510,85.0
511,2.49,511,309.0
512,3.97,512,210.0
513,7.14,513,101.0
514,3.37,514,245.0
515,5.24,515,149.0
516,8.03,516,87.0
517,3.48,517,241.0
518,3.99,518,208.0
519,4.26,519,194.0
520,4.8,520,170.0
521,4.76,521,173.0
522,5.27,522,148.0
523,3.21,523,257.0
524,2.23,524,332.0
525,2.75,525,290.0
526,1.13,526,434.0
527,1.01,527,446.0
528,1.16,528,431.0
529,2.14,529,340.0
530,7.39,530,97.0
531,1.2,531,427.0
532,1.09,532,438.0
533,1.46,533,401.0
534,2.03,534,348.0
535,1.18,535,429.0
536,1.23,536,424.0
537,1.24,537,423.0
538,3.56,538,236.0
539,1.04,539,443.0
540,1.96,540,354.0
541,1.52,541,395.0
542,3.22,542,256.0
543,2.83,543,284.0
544,2.06,544,346.0
545,4.05,545,205.0
546,2.12,546,342.0
547,3.87,547,217.0
548,8.24,548,82.0
549,2.97,549,275.0
550,1.54,550,394.0
551,3.81,551,221.0
552,1.19,552,428.0
553,1.38,553,409.0
554,1.15,554,432.0
555,1.07,555,440.0
556,1.43,556,404.0
557,1.98,557,352.0
558,3.08,558,267.0
559,1.75,559,375.0
560,1.68,560,382.0
561,4.44,561,186.0
562,2.98,562,274.0
563,2.94,563,277.0
564,1.49,564,398.0
565,1.12,565,435.0
566,2.71,566,293.0
567,2.51,567,308.0
568,3.49,568,240.0
569,3.63,569,232.0
570,2.82,570,285.0
571,4.08,571,203.0
572,1.06,572,441.0
573,2.18,573,336.0
574,1.11,574,436.0
575,1.03,575,444.0
576,8.41,576,80.0
577,2.15,577,339.0
578,4.62,578,180.0
579,1.51,579,396.0
580,1.49,580,398.0
581,1.89,581,361.0
582,2.23,582,332.0
583,1.36,583,411.0
584,6.37,584,114.0
585,1.45,585,402.0
586,5.01,586,161.0
587,3.7,587,228.0
588,4.61,588,181.0
589,1.89,589,361.0
590,4.86,590,166.0
591,2.71,591,293.0
592,2.99,592,273.0
593,5.1,593,157.0
594,5.8,594,135.0
595,3.89,595,216.0
596,1.73,596,377.0
597,3.05,597,269.0
598,1.31,598,416.0
599,3.2,599,258.0
600,1.56,600,392.0
601,1.7,601,380.0
602,1.43,602,404.0
603,1.41,603,406.0
604,1.38,604,409.0
605,6.42,605,111.0
606,3.4,606,244.0
607,1.17,607,430.0
608,3.07,608,268.0
609,2.77,609,288.0
610,3.57,610,235.0
611,2.23,611,332.0
612,2.37,612,320.0
613,3.96,613,211.0
614,1.65,614,384.0
615,4.63,615,179.0
616,3.21,616,257.0
617,1.45,617,402.0
618,1.24,618,423.0
619,7.14,619,101.0
620,2.26,620,330.0
621,2.32,621,325.0
622,4.71,622,176.0
623,1.51,623,396.0
624,1.65,624,384.0
625,1.07,625,440.0
626,1.02,626,445.0
627,1.1,627,437.0
628,2.1,628,344.0
629,1.5,629,397.0
630,1.4,630,407.0
631,1.41,631,406.0
632,1.74,632,376.0
633,1.74,633,376.0
634,1.25,634,422.0
635,1.71,635,379.0
636,3.02,636,271.0
637,1.48,637,399.0
638,2.6,638,300.0
639,3.74,639,225.0
640,1.59,640,390.0
641,5.45,641,144.0
642,1.26,642,421.0
643,3.92,643,214.0
644,2.59,644,301.0
645,1.56,645,392.0
646,1.3,646,417.0
647,1.16,647,431.0
648,2.39,648,318.0
649,1.06,649,441.0
650,1.47,650,400.0
651,2.76,651,289.0
652,1.84,652,366.0
653,4.05,653,205.0
654,4.31,654,192.0
655,1.14,655,433.0
656,1.02,656,445.0
657,1.42,657,405.0
658,2.03,658,348.0
659,1.95,659,355.0
660,2.94,660,277.0
661,3.24,661,255.0
662,1.37,662,410.0
663,2.35,663,322.0
664,2.06,664,346.0
665,1.04,665,443.0
666,1.44,666,403.0
667,2.38,667,319.0
668,1.21,668,426.0
669,2.45,669,312.0
670,1.6,670,389.0
671,1.2,671,427.0
672,3.34,672,248.0
673,1.9,673,360.0
674,1.11,674,436.0
675,1.05,675,442.0
676,1.23,676,424.0
677,1.11,677,436.0
678,1.05,678,442.0
679,3.24,679,255.0
680,2.46,680,311.0
681,1.39,681,408.0
682,1.51,682,396.0
683,1.07,683,440.0
684,1.04,684,443.0
685,1.03,685,444.0
686,1.23,686,424.0
687,1.36,687,411.0
688,1.71,688,379.0
689,2.65,689,298.0
690,5.2,690,151.0
691,1.07,691,440.0
692,1.26,692,421.0
693,1.15,693,432.0
694,1.32,694,415.0
695,1.96,695,354.0
696,2.47,696,310.0
697,1.71,697,379.0
698,1.32,698,415.0
699,1.34,699,413.0
700,2.1,700,344.0
701,3.46,701,243.0
702,2.31,702,326.0
703,1.22,703,425.0
704,1.65,704,384.0
705,1.87,705,363.0
706,1.14,706,433.0
707,1.02,707,445.0
708,2.33,708,324.0
709,1.02,709,445.0
710,1.04,710,443.0
711,1.59,711,390.0
712,1.2,712,427.0
713,1.03,713,444.0
714,5.12,714,156.0
715,1.14,715,433.0
716,1.08,716,439.0
717,1.14,717,433.0
718,1.33,718,414.0
719,3.35,719,247.0
720,1.14,720,433.0
721,1.13,721,434.0
722,1.5,722,397.0
723,1.21,723,426.0
724,1.69,724,381.0
725,1.79,725,371.0
726,2.0,726,351.0
727,1.14,727,433.0
728,1.2,728,427.0
729,1.49,729,398.0
730,1.96,730,354.0
731,1.82,731,368.0
732,1.06,732,441.0
733,1.48,733,399.0
734,1.47,734,400.0
735,3.17,735,260.0
736,2.1,736,344.0
737,1.29,737,418.0
738,1.5,738,397.0
739,1.14,739,433.0
740,2.67,740,296.0
741,2.55,741,304.0
742,2.82,742,285.0
743,1.01,743,446.0
744,1.81,744,369.0
745,4.46,745,185.0
746,2.08,746,345.0
747,3.2,747,258.0
748,1.07,748,440.0
749,1.81,749,369.0
750,4.12,750,200.0
751,2.43,751,314.0
752,1.17,752,430.0
753,2.15,753,339.0
754,2.78,754,287.0
755,1.24,755,423.0
756,2.56,756,303.0
757,2.16,757,338.0
758,2.71,758,293.0
759,4.43,759,187.0
760,1.33,760,414.0
761,3.09,761,266.0
762,1.76,762,374.0
763,1.16,763,431.0
764,1.1,764,437.0
765,1.14,765,433.0
766,1.35,766,412.0
767,1.12,767,435.0
768,1.02,768,445.0
769,1.06,769,441.0
770,1.82,770,368.0
771,1.06,771,441.0
772,1.15,772,432.0
773,1.26,773,421.0
774,1.08,774,439.0
775,1.32,775,415.0
776,3.29,776,250.0
777,1.41,777,406.0
778,1.06,778,441.0
779,3.55,779,237.0
780,1.09,780,438.0
781,1.06,781,441.0
782,1.34,782,413.0
783,2.96,783,276.0
784,1.13,784,434.0
785,1.27,785,420.0
786,2.76,786,289.0
787,1.72,787,378.0
788,1.29,788,418.0
789,1.3,789,417.0
790,1.95,790,355.0
791,1.79,791,371.0
792,1.07,792,440.0
793,1.04,793,443.0
794,1.01,794,446.0
795,1.07,795,440.0
796,2.46,796,311.0
797,1.36,797,411.0
798,1.08,798,439.0
799,1.46,799,401.0
800,3.17,800,260.0
801,1.32,801,415.0
802,1.76,802,374.0
803,2.38,803,319.0
804,1.08,804,439.0
805,1.02,805,445.0
806,1.03,806,444.0
807,1.09,807,438.0
808,2.47,808,310.0
809,2.14,809,340.0
810,2.88,810,281.0
811,1.14,811,433.0
812,1.36,812,411.0
813,1.02,813,445.0
814,1.65,814,384.0
815,1.06,815,441.0
816,2.76,816,289.0
817,1.63,817,386.0
818,3.26,818,253.0
819,2.74,819,291.0
820,2.39,820,318.0
821,1.93,821,357.0
822,1.51,822,396.0
823,1.31,823,416.0
824,2.41,824,316.0
825,1.17,825,430.0
826,1.8,826,370.0
827,1.03,827,444.0
828,1.19,828,428.0
829,1.2,829,427.0
830,1.83,830,367.0
831,2.13,831,341.0
832,1.59,832,390.0
833,2.9,833,280.0
834,2.11,834,343.0
835,1.59,835,390.0
836,1.35,836,412.0
837,1.25,837,422.0
838,1.1,838,437.0
839,1.5,839,397.0
840,1.22,840,425.0
841,1.11,841,436.0
842,1.57,842,391.0
843,1.69,843,381.0
844,1.11,844,436.0
845,1.11,845,436.0
846,2.69,846,295.0
847,2.12,847,342.0
848,2.23,848,332.0
849,1.06,849,441.0
850,1.17,850,430.0
851,1.29,851,418.0
852,1.1,852,437.0
853,1.08,853,439.0
854,1.09,854,438.0
855,1.08,855,439.0
856,1.3,856,417.0
857,1.06,857,441.0
858,1.23,858,424.0
859,1.52,859,395.0
860,1.19,860,428.0
861,1.09,861,438.0
862,1.04,862,443.0
863,1.23,863,424.0
864,2.28,864,328.0
865,1.77,865,373.0
866,1.35,866,412.0
867,1.13,867,434.0
868,1.04,868,443.0
869,1.25,869,422.0
870,1.03,870,444.0
871,1.05,871,442.0
872,1.06,872,441.0
873,1.05,873,442.0
874,1.27,874,420.0
875,1.06,875,441.0
876,1.17,876,430.0
877,1.07,877,440.0
878,1.19,878,428.0
879,1.14,879,433.0
880,1.35,880,412.0
881,1.12,881,435.0
882,1.81,882,369.0
883,1.61,883,388.0
884,1.04,884,443.0
885,1.03,885,444.0
886,1.07,886,440.0
887,1.08,887,439.0
888,1.1,888,437.0
889,1.03,889,444.0
