Eigenvector Centrality,Volume Centrality,H Values,Global Relative Change in Avg Clustering,Clustering Coefficient,MCGM Values,Constraint Coefficients,DIL Centrality,Clustered Local Degree,P Value,Improved Gravity Index Values,Closeness Centrality,Leverage Centrality,Eccentricity Centrality,HCC Value,Betweenness Centrality,Second order centrality,EHCC Value,Semi local centrality,GIN Values,MDD Value,GGC Values,GSM,DNC Scores,Isolating Centrality,Average Spreading Ability
0.6627511323082347,0.1428571428571428,0.6641221082007801,0.43419267747723445,0.5000000007499998,0.5390671184776878,0.4112584990919297,0.34177215187710286,0.9666666670000001,0.9999999999999999,0.4642857142857142,0.12290254531208933,0.6363636361322313,0.06172840340192054,0.8866279069701529,0.11764705928324272,0.09296568843335251,0.9243498818359239,0.33333333333333326,0.3143359632031535,0.4285714285714284,0.26270720438430234,0.35746665111057796,0.5333333334,0.48,0.45789473684210535
1.0,0.7142857142857142,1.0,0.21709633873861722,0.250000000375,0.9643863577518266,0.7449836286471374,0.6424050631871895,0.8999999999999999,0.6666666666666666,0.8571428571428572,0.6838077306415331,0.5454545445289256,0.39682538710758375,0.6918604648658061,0.5105042024892752,0.7146108292531399,0.7340425532813994,0.9791666666666667,0.9020122686868493,0.4285714285714284,0.7205465904897619,0.8785988708166053,0.36666666680000015,0.32,0.963157894736842
0.9262155898500287,0.4285714285714284,0.9265155370999906,0.43419267747723445,0.250000000375,0.8180033432981906,0.7061539748585599,0.5411392404720795,0.75,0.7499999999999999,0.6071428571428572,0.5404505023063495,0.6363636361322313,0.29629630255144046,0.712209302134431,0.4096638648443348,0.6501645607123081,0.7429078014029098,0.7916666666666667,0.7514889408549208,0.4285714285714284,0.6430308107049262,0.7727644262959488,0.36666666680000015,0.48,0.9894736842105261
0.2086852247267747,0.357142857142857,0.15587766216390958,1.0,0.0,0.11520865314382117,0.7856789692121424,0.5063291139552956,0.0,0.0,0.1428571428571428,0.9869138302395903,0.3636363638677686,1.0,0.0,1.0,1.0,0.03900709222637194,0.10416666666666674,0.5288617257074288,0.28571428571428603,0.4685699783361337,0.7078629814744817,0.06666666680000022,0.36,0.6578947368421051
0.32650238678297594,0.4285714285714284,0.2438813230050794,0.651289004080845,0.5000000007499998,0.2115738739058205,0.3808244478869416,0.1645569620781926,0.46666666700000015,0.08333333333333333,0.2857142857142856,1.0,0.24242424173002755,1.0,0.0959302326218564,0.47268907587242254,0.9449776710218074,0.11288416067394758,0.29166666666666674,0.6330356520612783,0.28571428571428603,0.28331051087201786,0.7443634055693757,0.0,0.24,0.6473684210526318
0.32650238678297594,0.4285714285714284,0.2438813230050794,0.651289004080845,0.5000000007499998,0.2115738739058205,0.3808244478869416,0.1645569620781926,0.46666666700000015,0.08333333333333333,0.2857142857142856,1.0,0.24242424173002755,1.0,0.0959302326218564,0.47268907587242254,0.9449776710218074,0.11288416067394758,0.29166666666666674,0.6330356520612783,0.28571428571428603,0.28331051087201786,0.7443634055693757,0.0,0.24,0.5473684210526313
0.6061539494063085,0.6428571428571428,0.6077550020505241,0.8914518306306913,0.0,0.5959707420322664,0.9674670475446314,0.8987341770950167,0.5333333329999999,0.25,0.714285714285714,0.9869138302395903,0.6363636361322313,0.8080808097867564,0.3633720932188007,1.0,1.0,0.38475177311421715,0.7708333333333333,0.8861584450941411,0.4285714285714284,0.8352643556810224,0.9518858029840791,0.43333333340000013,0.48,0.8
0.8316510192871058,0.9285714285714284,0.8323353879610065,0.7598371734501537,0.250000000375,0.8561888960110993,0.7145495750242163,0.6962025316647972,0.8999999999999999,0.4166666666666667,0.964285714285714,0.9237267330142402,0.5454545445289256,0.6481481407201646,0.5174418607858978,0.8928571422291417,0.9238154489509571,0.5372340425867035,0.9999999999999998,1.0,0.4285714285714284,0.8017500388027813,1.0,0.33333333340000004,0.32,0.9105263157894739
0.03712207946148917,0.0714285714285714,0.027728377657665795,0.8683853428194623,0.5000000007499998,0.0,0.30806257414274185,0.12658227853629223,0.2999999999999998,0.0,0.0,0.8525101782782443,0.3636363638677686,0.6481481407201646,0.0,0.43907563064203625,0.809068090431172,0.0,0.0,0.40181240081816316,0.28571428571428603,0.2321998803825161,0.6069579020201781,0.0,0.36,0.0
0.03712207946148917,0.0714285714285714,0.027728377657665795,0.8683853428194623,0.5000000007499998,0.0,0.30806257414274185,0.12658227853629223,0.2999999999999998,0.0,0.0,0.8525101782782443,0.3636363638677686,0.6481481407201646,0.0,0.43907563064203625,0.809068090431172,0.0,0.0,0.40181240081816316,0.28571428571428603,0.2321998803825161,0.6069579020201781,0.0,0.36,0.30000000000000004
0.02020311306853131,0.2857142857142856,0.015090736735374035,1.0,0.0,0.009724058521091816,0.7856789692121424,0.5063291139552956,0.0,0.0,0.10714285714285698,0.754118964701141,0.3636363638677686,0.5128205139031341,0.0,0.8823529407167574,0.7930209023108459,0.0,0.0625,0.4047104659729239,0.28571428571428603,0.4501565524883654,0.6107061028462533,0.06666666680000022,0.36,0.22631578947368403
0.6924575540127405,0.5714285714285714,0.5172319448581318,0.023066487811229094,0.5000000007499998,0.49550849674426173,0.49649716826557055,0.1645569620781926,0.6333333329999997,0.4166666666666667,0.4642857142857142,0.723360995491819,0.12121212213774105,0.5128205139031341,0.36627907007943483,0.02310924371800191,0.8346740868296136,0.3593380614330266,0.5625,0.636875985728671,0.28571428571428603,0.28770179533747725,0.6422994333042547,0.03333333340000011,0.12,0.963157894736842
0.9689832919221577,1.0,0.9691093796617892,0.7829036612613828,0.0,1.0,1.0,0.9999999999999999,0.6666666670000001,0.49999999999999994,1.0,0.8186437408993279,0.5454545445289256,0.5128205139031341,0.5755813949753247,0.8823529407167574,0.8583853227214722,0.6471631205534809,0.9999999999999998,0.9975348400727309,0.0,1.0,0.9759476121794726,0.4,0.32,0.9842105263157894
0.7366017173405631,0.5,0.5502054786400994,0.21709633873861722,0.5000000007499998,0.5215945388439522,0.49649716826557055,0.1645569620781926,0.6333333329999997,0.7499999999999999,0.4285714285714284,0.5322022339013266,0.12121212213774105,0.29629630255144046,0.5988372091045836,0.1974789919496328,0.5883387212311957,0.5330969267351995,0.5,0.6199561216892828,0.28571428571428603,0.3012903607498228,0.6184337708195637,0.0,0.12,0.4789473684210528
0.00186205778664493,0.2142857142857142,0.0013908659061828092,0.2605155992053366,1.0,0.006365758325438731,0.0,0.0,1.0,0.9999999999999999,0.2857142857142856,0.004002133970165689,0.1515151526721763,0.0,0.7732558139403055,0.0,0.0,0.6749408983696745,0.29166666666666674,0.048727226622595765,0.28571428571428603,0.020957356271055452,0.07912254506227123,0.21333333340000016,0.24,0.08421052631578951
0.00186205778664493,0.2142857142857142,0.0013908659061828092,0.2605155992053366,1.0,0.006365758325438731,0.0,0.0,1.0,0.9999999999999999,0.2857142857142856,0.004002133970165689,0.1515151526721763,0.0,0.7732558139403055,0.0,0.0,0.6749408983696745,0.29166666666666674,0.048727226622595765,0.28571428571428603,0.020957356271055452,0.07912254506227123,0.21333333340000016,0.24,0.3052631578947367
0.5330759409409782,0.0,0.39818167169884494,0.21709633873861722,1.0,0.27828013269435964,0.05806024385981079,0.0,1.0,0.9999999999999999,0.17857142857142838,0.0,0.12121212213774105,0.0,0.7732558139403055,0.0,0.012003714598040283,0.6749408983696745,0.10416666666666674,0.0,0.28571428571428603,0.0,0.0,0.20000000000000007,0.12,0.24736842105263146
0.07926843686812673,0.2857142857142856,0.059209647328514456,1.0,0.0,0.04663247704477186,0.7856789692121424,0.5063291139552956,0.0,0.0,0.10714285714285698,0.9360733821058558,0.3636363638677686,0.8080808097867564,0.0,0.9831932764079162,0.927177227827253,0.0,0.0625,0.4663909393906325,0.28571428571428603,0.4501565524883654,0.6679552563141287,0.06666666680000022,0.36,0.11052631578947358
0.00186205778664493,0.2142857142857142,0.0013908659061828092,0.2605155992053366,1.0,0.006365758325438731,0.0,0.0,1.0,0.9999999999999999,0.2857142857142856,0.004002133970165689,0.1515151526721763,0.0,0.7732558139403055,0.0,0.0,0.6749408983696745,0.29166666666666674,0.048727226622595765,0.28571428571428603,0.020957356271055452,0.07912254506227123,0.21333333340000016,0.24,0.3263157894736841
0.6390152789966669,0.7857142857142856,0.47731317808973744,0.8914518306306913,0.0,0.4878965001291769,0.8435153318193898,0.5443037974971957,0.13333333299999994,0.8333333333333333,0.4642857142857142,0.3958958294718724,0.24242424173002755,0.20833333245370378,0.6191860463732085,0.5462184864591131,0.5332251473044454,0.5378250591588705,0.3125,0.5393415142963494,0.28571428571428603,0.5926158220375033,0.5753881264045395,0.03333333340000011,0.24,0.6473684210526318
0.6113250446313065,0.5,0.45662992770469074,0.023066487811229094,0.5000000007499998,0.41354598139505133,0.49649716826557055,0.1645569620781926,0.6333333329999997,0.3333333333333333,0.4285714285714284,0.7966727961287767,0.12121212213774105,0.6481481407201646,0.30813953513419423,0.03781512661685262,0.8679905322016801,0.3161938533551508,0.5416666666666667,0.6105056276339429,0.28571428571428603,0.2751672910643977,0.6398951372217674,0.03333333340000011,0.12,0.5631578947368421
0.831637055453636,0.7857142857142856,0.6211922295529303,0.0,0.5000000007499998,0.660498753312514,0.5655276636210487,0.20253164562009285,0.7999999999999998,0.5833333333333333,0.6785714285714284,0.6741691483406278,0.0,0.39682538710758375,0.520348836890718,0.2310924371800191,0.6928167248499859,0.5082742316261759,0.6875,0.7658483328872916,0.28571428571428603,0.3429472232007963,0.7242682153402198,0.0,0.0,0.8473684210526315
