Density Centrality,DNC Scores,Local-Global Centrality,K-Shell Value,Subgraph centrality,Betweenness Centrality,DIL Centrality,CLC Values,Eccentricity Centrality,I-GSM Values,H-GSM_1,Improved Gravity Index Values,PE Values,GSM,Second order centrality,HCC Value,Coreness Centrality,MCGM Values,PageRank Centrality,Degree Centrality,Centrality Values,Semi local centrality,Local Gravity Model Centrality,MDD Value,LGC Scores
14929.09091,214.2562834,624.730401,35,2.29e+30,0.009809641,35115.03334,6347453.697,0.25,16507.17749,198585990.2,631356.25,1.750646315,12419.11285,-1135.595166,1.848281879,5423,360.6994725,0.003967278,0.210249671,81270.60765,7922234,2091200,113.5,223728000000.0
10022.72727,159.7269966,436.6398965,35,9.99e+29,0.006527269,22952.22639,4345463.335,0.25,11033.31852,29616793.62,525910.0,1.313238269,11625.57186,-1381.919354,1.49765032,3922,220.9163174,0.003159887,0.157687254,60406.97593,5469047,1086240,88.8,115285000000.0
11478.09091,186.6375696,502.0872343,35,1.44e+30,0.00550635,24533.08444,4673962.775,0.25,12185.90239,12576206.24,543252.5,1.429818831,11919.69244,-1277.645942,1.613676658,4592,267.3716576,0.003369735,0.178712221,67387.53391,6001487,1337968,97.9,140494000000.0
4189.818182,86.37988297,211.772701,35,4.29e+29,0.000861122,5375.472601,2168003.05,0.25,6417.769259,671386.0144,424996.25,0.695405521,10585.11267,-2013.757513,1.358178415,2195,119.8921733,0.001683557,0.084099869,32430.48926,3339597,350912,56.5,43851968112.0
4738.204545,111.6006924,256.7480444,35,4.91e+29,0.001197878,6679.926744,2316928.019,0.25,6500.561601,394794.1679,407172.5,0.798133828,10525.259,-1793.181491,1.32858643,2632,129.1560164,0.002022644,0.103810775,38426.65792,3351065,432209,64.0,47664947799.0
2455.568182,61.12842915,139.3682328,35,1.73e+29,0.001984959,2546.985768,1401413.577,0.25,4105.191524,194724.8838,354515.0,0.463690371,9938.588343,-2465.056068,0.962086625,1456,74.8821434,0.001341381,0.05913272,21615.30566,2101249,155160,41.4,21607607217.0
7845.886364,138.7289379,358.5074773,35,8.010000000000001e+29,0.004344118,15847.92146,3576878.392,0.25,9250.02325,2756640.878,486981.25,1.098344634,11236.61026,-1533.667401,1.36890049,3308,184.7907657,0.002706554,0.134034166,51368.43962,4695810,785604,78.3,85423300840.0
5168.863636,102.713963,254.8395328,35,4.93e+29,0.002457509,10300.6741,2652182.452,0.25,7043.460533,644882.8566,436275.0,0.825670834,10736.2301,-1824.689911,1.234431205,2524,134.2454916,0.002042675,0.099868594,38579.10853,3645992,453492,63.7,52552463167.0
18046.63636,249.785698,721.6350402,35,2.02e+30,0.018632933,43856.89728,6250327.713,0.25,15980.34377,141901534.4,608212.5,1.948515963,12631.3927,-1031.613375,1.806521684,5863,363.3755679,0.004794013,0.241787122,90968.6719,7435382,2250320,129.1,236593000000.0
2171.590909,51.93074344,122.1532349,35,1.9300000000000002e+29,0.000256068,1775.320497,1341916.154,0.25,4345.599435,165981.7977,370728.75,0.433187887,10013.27455,-2639.988669,1.132381552,1336,76.25858266,0.001089395,0.051248357,19998.64269,2240993,144105,38.4,22657117425.0
2611.636364,65.65828823,149.9155478,35,2.23e+29,0.000404225,3003.721127,1480082.188,0.25,4457.629735,188484.1997,366257.5,0.507318231,10063.3562,-2364.058931,1.140229821,1628,83.24946317,0.001299545,0.063074901,23866.36089,2305644,180624,45.0,24564649912.0
15107.27273,215.7091797,615.1052426,35,1.6699999999999998e+30,0.01430068,35720.35163,5730947.686,0.25,14652.31428,200659193.3,591587.5,1.723711572,12285.27098,-1138.906229,1.734650687,5159,313.9413887,0.004174059,0.210249671,80023.72546,6981659,1846720,113.5,194422000000.0
28722.90909,344.1278962,1040.091967,35,3.06e+30,0.047949492,74228.95431,8091276.6,0.25,21317.88567,3242858272.0,685072.5,2.571645866,13447.09526,-804.41183,1.974468085,7364,513.2510775,0.006744574,0.325886991,121721.8206,9205963,3749016,173.6,421547000000.0
3861.136364,79.59761069,198.0901234,35,4.34e+29,0.000793041,4523.224681,2117444.179,0.25,6386.827568,457915.2419,426510.0,0.666257654,10533.63502,-2084.0773,1.355081204,2054,117.9655595,0.001583496,0.078843627,30766.83927,3338685,328980,55.8,42629268685.0
3818.181818,88.2846145,206.3158698,35,3.71e+29,0.000681281,6352.260873,1978752.719,0.25,5706.13532,247856.3909,396751.25,0.685961642,10389.93387,-2015.929363,1.316134809,2176,109.7120314,0.001686341,0.084099869,32620.35967,2973408,309568,56.2,37183350299.0
8384.727273,146.1859094,379.9951656,35,6.92e+29,0.005276002,19198.19503,3492664.121,0.25,9061.218373,3723211.163,480970.0,1.139626255,11310.86022,-1484.254812,1.306029869,3448,180.5022777,0.002888998,0.141918528,52910.66662,4495938,806868,80.4,85394373110.0
7048.363636,131.3646314,334.596819,35,8.56e+29,0.001795257,10661.61892,3294205.248,0.25,9045.329736,9868323.149,482510.0,1.018298379,11200.66316,-1592.924542,1.463088026,3289,183.720744,0.002389639,0.126149803,47899.28799,4631841,728256,74.7,80813016664.0
3768.625,77.64774679,191.9779001,35,2.77e+29,0.001469288,5071.039476,1975958.225,0.25,5535.677247,1588507.476,401450.0,0.650147419,10410.35043,-2109.195697,1.069883428,1935,99.99600225,0.001681717,0.077529566,29673.51907,2848867,277182,52.7,34889840832.0
4374.443182,94.17381871,224.0151905,35,2.73e+29,0.001693307,5766.189709,1937362.038,0.25,5450.664943,517439.9073,394292.5,0.706622397,10459.99582,-1944.809286,1.015967486,2143,104.4526619,0.001949514,0.090670171,32831.19913,2769124,314433,56.4,36596341740.0
1920.306818,53.61173023,117.6454368,34,1.01e+29,0.000225958,1576.593326,1019674.457,0.2,3544.742615,68828.79308,321351.0,0.407278559,9700.081482,-2648.15229,0.769391613,1348,59.47886066,0.001115617,0.051248357,19184.0101,1758907,115284,38.1,16502188464.0
2632.0,63.60171143,146.8550329,32,1.54e+29,0.000389083,2440.507264,1338035.936,0.25,4257.213427,116729.6181,330480.0,0.50067423,10003.39133,-2396.886004,0.806073488,1564,72.83478351,0.001318891,0.061760841,23290.42713,2148647,168119,42.2,22766864530.0
4816.636364,95.73782862,240.0307907,35,4.07e+29,0.001986508,10899.87794,2563749.473,0.25,6533.334885,468593.3891,427446.25,0.788293026,10705.25626,-1881.085659,1.175616961,2374,123.8892042,0.00192972,0.094612352,36348.81655,3350389,397800,60.6,46724940836.0
6362.045455,112.0843346,297.1228335,35,6.04e+29,0.002974748,10896.54193,3203506.825,0.25,8446.851283,6089526.666,472167.5,0.972532639,10985.4168,-1694.700338,1.303434397,2834,155.6138108,0.002349931,0.113009198,44205.43007,4346225,614728,70.1,69524337647.0
12762.75,197.2611587,527.4194719,35,1.1e+30,0.014087445,33753.77182,4645326.043,0.25,11565.26985,79978241.85,529768.75,1.487826128,11798.15285,-1241.646357,1.451664809,4262,246.9884054,0.004079013,0.187910644,69829.05514,5625071,1317888,103.1,139097000000.0
752.5,26.59342948,56.05689708,20,3.73e+28,4.97e-05,480.2406413,589376.8877,0.2,2054.665354,6255.429666,153305.0,0.215834326,8837.59014,-3755.769412,0.452379798,675,27.85279232,0.000660395,0.026281209,9947.35192,976846,32260,20.0,6689877684.0
6982.5,128.1863871,330.01903,35,7.46e+29,0.002292962,11496.99359,3297088.179,0.25,8836.859529,1898698.54,477120.0,1.024047302,11122.74869,-1600.341864,1.338158244,3159,173.6501787,0.002456773,0.124835742,47701.42148,4514351,704045,75.2,77283471161.0
6000.272727,113.5658264,288.641476,35,7.07e+29,0.001811669,8262.022801,2991008.679,0.25,8342.167097,5922057.58,470137.5,0.905872584,10981.57779,-1722.30964,1.465798894,2834,161.9599286,0.002155117,0.110381078,42217.17136,4304402,594132,68.4,68792733380.0
10774.43182,167.6784435,461.3117486,35,1.09e+30,0.010782663,28294.04805,4562155.018,0.25,11394.13829,37075449.63,531860.0,1.377240688,11668.58623,-1339.99838,1.483613167,4010,232.8017019,0.003460972,0.165571616,63480.13667,5654198,1170288,92.4,123632000000.0
6167.318182,110.5898804,291.0136915,35,6.97e+29,0.001835045,8495.319118,3088930.699,0.25,8581.641169,5311335.182,478100.0,0.951335236,11034.62594,-1718.194744,1.326535162,2858,162.8191384,0.002211699,0.110381078,43774.36643,4433861,612108,69.0,70879577076.0
3376.943182,70.42402757,170.7716178,34,1.7e+29,0.002342625,13626.50514,1910242.648,0.25,4399.958916,186004.2057,369707.5,0.572133526,10335.87671,-2238.608361,0.86240904,1634,83.52330219,0.001605289,0.069645204,26261.71292,2215041,193556,46.7,25656066358.0
2125.056818,51.56294246,120.5649676,30,1.35e+29,0.000439821,1799.108805,1289563.935,0.25,3962.692401,451649.5252,303720.0,0.42856181,9797.396618,-2646.591845,0.853762696,1236,64.08791228,0.001171804,0.051248357,19613.36534,2015763,130143,36.3,19843742384.0
9474.340909,160.2884057,418.0960616,35,8.75e+29,0.004510993,16005.37512,3811657.415,0.25,9975.695236,22568712.98,499992.5,1.248203505,11457.17889,-1411.884361,1.377835783,3697,204.2431391,0.003112552,0.153745072,58680.35331,4990767,956241,87.9,101668000000.0
5721.545455,108.4907884,275.3927897,35,5.51e+29,0.00175067,9862.550156,2767203.253,0.25,7570.366389,4172360.191,450660.0,0.892740359,10896.94505,-1757.435943,1.255910435,2735,145.0084485,0.002136925,0.106438896,41513.40026,3905093,518481,65.4,59299154282.0
5211.181818,103.3577661,255.9181796,35,4.95e+29,0.001285449,7125.960778,2549387.562,0.25,7209.820511,3325389.238,442583.75,0.830948239,10785.43924,-1826.565411,1.218596654,2535,135.7794067,0.002015982,0.099868594,39023.8273,3733166,464816,64.0,54415714452.0
