Eccentricity Centrality,Global Relative Change in Avg Clustering,Second order centrality,Leverage Centrality,Closeness Centrality,GIN Values,GSM,P Value,HCC Value,Volume Centrality,H-GSM_1,I-GSM Values,Coreness Centrality,Extended Improved Gravity Index Values,Eigenvector Centrality,Extended Coreness,Societal Capital Scores,CLC Values,Clustered Local Degree,Centrality Values,Extended Degree,Semi local centrality,PE Values,EHCC Value,Constraint Coefficients,Average Spreading Ability
0.6666666699999999,0.10323792105389093,0.7581613688587845,0.3112018629637812,0.6257140874619382,0.5788551810064109,0.5676582802799286,0.9090909090909092,0.6498822144196009,0.6058394160583942,0.3114763554586074,0.510554966180625,0.2068965517241379,0.2481051035876706,0.29407736033726456,0.37209302325581395,0.3918918918918919,0.30679195985984953,0.5392156863235293,0.1793192058596884,0.36585365853658536,0.4124256444150694,0.17533766259623154,0.2136942222929402,0.6820905262618715,0.4152249134948097
0.6666666699999999,0.013834456159081278,0.5095076455163491,0.0,0.5476367154017583,0.4750381263831729,0.4687386762860522,0.8181818181818182,0.5097173142941446,0.5182481751824818,0.23252407105589806,0.3779400418492798,0.06896551724137931,0.15580259390264445,0.18847336724662064,0.21705426356589147,0.20270270270270271,0.2770817595685357,0.22058823529411764,0.09212694717706597,0.18292682926829268,0.2650363516192994,0.07809546443216456,0.11784886196425179,0.0,0.35294117647058826
0.6666666699999999,0.013834456159081278,0.5165090017218877,0.4206436667005744,0.5546567727083487,0.4858581505083479,0.48315031899389377,0.8181818181818182,0.5232626617764955,0.5182481751824818,0.2482719526575925,0.3899296715597911,0.10344827586206896,0.16001347481893213,0.19547329981372902,0.22480620155038758,0.22972972972972974,0.289519344786076,0.23529411764705882,0.09685513331713672,0.21341463414634143,0.2769332452081956,0.08714611313214306,0.12239152037346121,0.5438041674358414,0.29411764705882354
0.6666666699999999,0.016943203839080715,0.7710868889572573,0.3536384808431988,0.6540604413097248,0.6002729781499642,0.5851333384900106,0.8636363636363638,0.6204358068039254,0.6861313868613139,0.3194229646941511,0.5244587497924796,0.2068965517241379,0.25517938352703384,0.2893188701969478,0.37209302325581395,0.3783783783783784,0.44291622913573914,0.38235294117647056,0.18428669477435108,0.35365853658536583,0.42366159947124915,0.179150831272227,0.2045852458262962,0.7250722236103246,0.4544405997693195
0.6666666699999999,0.013834456159081278,0.5095076455163491,0.0,0.5476367154017583,0.4750381263831729,0.4687386762860522,0.8181818181818182,0.5097173142941446,0.5182481751824818,0.23252407105589806,0.3779400418492798,0.06896551724137931,0.15580259390264445,0.18847336724662064,0.21705426356589147,0.20270270270270271,0.2770817595685357,0.22058823529411764,0.09212694717706597,0.18292682926829268,0.2650363516192994,0.07809546443216456,0.11784886196425179,0.0,0.23990772779700115
0.6666666699999999,0.013834456159081278,0.5095076455163491,0.0,0.5476367154017583,0.4750381263831729,0.4687386762860522,0.8181818181818182,0.5097173142941446,0.5182481751824818,0.23252407105589806,0.3779400418492798,0.06896551724137931,0.15580259390264445,0.18847336724662064,0.21705426356589147,0.20270270270270271,0.2770817595685357,0.22058823529411764,0.09212694717706597,0.18292682926829268,0.2650363516192994,0.07809546443216456,0.11784886196425179,0.0,0.19492502883506346
0.6666666699999999,0.013834456159081278,0.5095076455163491,0.0,0.5476367154017583,0.4750381263831729,0.4687386762860522,0.8181818181818182,0.5097173142941446,0.5182481751824818,0.23252407105589806,0.3779400418492798,0.06896551724137931,0.15580259390264445,0.18847336724662064,0.21705426356589147,0.20270270270270271,0.2770817595685357,0.22058823529411764,0.09212694717706597,0.18292682926829268,0.2650363516192994,0.07809546443216456,0.11784886196425179,0.0,0.28719723183391005
0.6666666699999999,0.019741079011691684,0.8466468115688991,0.5296451648549164,0.7192728103902888,0.707681957878424,0.6692320561126595,0.8636363636363638,0.7084805654392061,0.8248175182481752,0.39524494715433844,0.6611612359021203,0.3103448275862069,0.3565773959912414,0.36995419867379753,0.5038759689922481,0.5540540540540541,0.5363422240681902,0.6014705882352941,0.2900168058798223,0.5243902439024389,0.5677461996034369,0.28651229656625643,0.3013296739607759,0.8483261092140006,0.6032295271049597
0.6666666699999999,0.016943203839080715,0.7739035084432043,0.52431762434396,0.6257140874619382,0.6041148033169151,0.5818567650622495,0.8636363636363638,0.6407538280274517,0.6788321167883212,0.3344699556406596,0.5380363848865609,0.24137931034482757,0.26646454438268485,0.3120465348594845,0.39534883720930236,0.41891891891891897,0.4740101921795898,0.4117647058823529,0.19645894510060502,0.3963414634146341,0.4534038334434897,0.19817523128099768,0.21785832582773193,0.815706251153762,0.4971164936562861
0.6666666699999999,0.013834456159081278,0.5095076455163491,0.0,0.5476367154017583,0.4750381263831729,0.4687386762860522,0.8181818181818182,0.5097173142941446,0.5182481751824818,0.23252407105589806,0.3779400418492798,0.06896551724137931,0.15580259390264445,0.18847336724662064,0.21705426356589147,0.20270270270270271,0.2770817595685357,0.22058823529411764,0.09212694717706597,0.18292682926829268,0.2650363516192994,0.07809546443216456,0.11784886196425179,0.0,0.26528258362168394
0.6666666699999999,0.013834456159081278,0.5095076455163491,0.0,0.5476367154017583,0.4750381263831729,0.4687386762860522,0.8181818181818182,0.5097173142941446,0.5182481751824818,0.23252407105589806,0.3779400418492798,0.06896551724137931,0.15580259390264445,0.18847336724662064,0.21705426356589147,0.20270270270270271,0.2770817595685357,0.22058823529411764,0.09212694717706597,0.18292682926829268,0.2650363516192994,0.07809546443216456,0.11784886196425179,0.0,0.28719723183391005
0.6666666699999999,0.1422527293046101,0.8506308153222344,0.7299651026633402,0.7665082980269227,0.7767695719163427,0.7322150784070398,0.8636363636363638,0.782979976592136,0.8613138686131387,0.49114912035896174,0.7557351726986123,0.44827586206896547,0.3889169614283308,0.40383462249403157,0.5813953488372092,0.7027027027027027,0.6371316914981501,0.6864495798529411,0.34111384219754576,0.6768292682926829,0.6318572372769332,0.3743615154829355,0.36135428003096515,0.9309625230658344,0.7047289504036909
0.42857142999999986,0.1764921992820068,0.8234201508597511,0.8506540934539212,0.6708332312916838,0.6579797927101109,0.6530572255211922,0.7727272727272728,0.6360424027255044,0.7007299270072993,0.4338427243635623,0.5884117459785169,0.3793103448275862,0.30840491830891026,0.27114369008039757,0.4418604651162791,0.5,0.43180247181321013,0.4747899160294118,0.3397750127061142,0.4939024390243902,0.44415069398545937,0.3626405607792483,0.3481521790161061,0.9237460623085855,0.621683967704729
0.25,0.020856570959256866,0.4331118465677365,0.07072769604132995,0.36448052637164374,0.31244946042952026,0.30941282011779864,0.36363636363636365,0.22202591292155707,0.2481751824817518,0.1558628612595343,0.21566468894323382,0.034482758620689655,0.06248947279770928,0.050757796608342245,0.07751937984496124,0.08108108108108109,0.09051798130543187,0.08823529411764705,0.057516699483235206,0.07317073170731705,0.0865829477858559,0.05149242633535034,0.06548999197531641,0.0,0.20645905420991922
0.42857142999999986,0.10778883034178971,0.6558304099023979,0.45421877595808124,0.47550388166434,0.4497129283332084,0.4450208183092477,0.6818181818181819,0.47555948189801767,0.41605839416058393,0.250431549747011,0.37203642510700685,0.13793103448275862,0.13710628263432711,0.10721455276129262,0.248062015503876,0.2702702702702703,0.16469635872729274,0.3627450980882353,0.13456799344596354,0.25609756097560976,0.22273628552544614,0.1343746293716039,0.14768371742815142,0.6700020641501065,0.23414071510957324
0.25,0.020856570959256866,0.4331118465677365,0.07072769604132995,0.36448052637164374,0.31244946042952026,0.30941282011779864,0.36363636363636365,0.22202591292155707,0.2481751824817518,0.1558628612595343,0.21566468894323382,0.034482758620689655,0.06248947279770928,0.050757796608342245,0.07751937984496124,0.08108108108108109,0.09051798130543187,0.08823529411764705,0.057516699483235206,0.07317073170731705,0.0865829477858559,0.05149242633535034,0.06548999197531641,0.0,0.18685121107266434
0.25,0.020856570959256866,0.4331118465677365,0.07072769604132995,0.36448052637164374,0.31244946042952026,0.30941282011779864,0.36363636363636365,0.22202591292155707,0.2481751824817518,0.1558628612595343,0.21566468894323382,0.034482758620689655,0.06248947279770928,0.050757796608342245,0.07751937984496124,0.08108108108108109,0.09051798130543187,0.08823529411764705,0.057516699483235206,0.07317073170731705,0.0865829477858559,0.05149242633535034,0.06548999197531641,0.0,0.1510957324106113
0.25,0.020856570959256866,0.4331118465677365,0.07072769604132995,0.36448052637164374,0.31244946042952026,0.30941282011779864,0.36363636363636365,0.22202591292155707,0.2481751824817518,0.1558628612595343,0.21566468894323382,0.034482758620689655,0.06248947279770928,0.050757796608342245,0.07751937984496124,0.08108108108108109,0.09051798130543187,0.08823529411764705,0.057516699483235206,0.07317073170731705,0.0865829477858559,0.05149242633535034,0.06548999197531641,0.0,0.23183391003460208
0.25,0.016278231411792715,0.6068748529177675,0.6931314219688923,0.4171009559261707,0.39897894641137666,0.43012021052730126,0.5454545454545455,0.3872202590509911,0.3430656934306569,0.24891290533999288,0.31655692635404664,0.1724137931034483,0.09364999157823817,0.05871430241034446,0.20930232558139536,0.22972972972972974,0.16168860782802336,0.20588235294117646,0.10017405841282132,0.22560975609756095,0.15465961665565103,0.11761647236231133,0.11403965361375124,0.815706251153762,0.2422145328719723
0.11111110999999996,0.011530323398035603,0.30209445053718376,0.1838920099620775,0.20807190262777642,0.1768455724196637,0.19770543302855964,0.0909090909090909,0.05889281523135097,0.10218978102189781,0.09264348683843293,0.10685133672141896,0.034482758620689655,0.029813036887316825,0.010617130179760322,0.031007751937984496,0.02702702702702703,0.023493216522020487,0.029411764705882353,0.031475149998545074,0.024390243902439025,0.02247191011235955,0.03211063662280986,0.03239010082431761,0.0,0.07612456747404842
0.11111110999999996,0.011530323398035603,0.30754965261651657,0.5658215689671886,0.2116596870178532,0.18454318984426465,0.21211707573640132,0.0909090909090909,0.07243816271370183,0.10218978102189781,0.10692666352326818,0.11600236691566541,0.06896551724137931,0.03183425972713492,0.011032248192343594,0.03875968992248062,0.05405405405405406,0.026948101304670558,0.04411764705882353,0.03615905553284504,0.054878048780487805,0.025776602775941834,0.04116128532278836,0.036932759191625746,0.5438041674358414,0.11995386389850055
0.25,0.011530323398035603,0.5259981063310816,0.3536384808431988,0.27139527669613617,0.2375988157499066,0.28033399742027504,0.22727272727272724,0.1607773850392324,0.1605839416058394,0.14318723740507494,0.16577315026091632,0.10344827586206896,0.04295098534613442,0.012019348441026808,0.08527131782945736,0.0945945945945946,0.04214959434833088,0.08823529411764705,0.04786881936859496,0.09146341463414634,0.0403172504957039,0.05740659723780786,0.05749302039989771,0.5438041674358414,0.11418685121107264
0.42857142999999986,0.011530323398035603,0.23866848158068343,0.3536384808431988,0.2946428134107216,0.21530195456582857,0.2213216545715369,0.0,0.0,0.10218978102189781,0.11429225928625286,0.11561113623975548,0.0,0.0180225703217113,0.03645645181334042,0.015503875968992248,0.0,0.022802239565490472,0.0,0.035207825179628165,0.0,0.021810971579643092,0.03659217301195829,0.0385889367462524,0.0,0.05074971164936562
0.25,0.037643819734311204,0.2801716072308116,0.14145539208265984,0.22445815884211284,0.18692644619392884,0.18755723464763824,0.13636363636363635,0.08833922232553054,0.09489051094890512,0.09792165842861006,0.11719584013732455,0.034482758620689655,0.028465554994104768,0.019586494763263126,0.03875968992248062,0.04054054054054054,0.0386947095656808,0.04411764705882353,0.019178194043124167,0.036585365853658534,0.03701255783212161,0.019816400706507687,0.028746510220899503,0.0,0.1291810841983852
0.42857142999999986,0.14766561200626668,0.5749434161726847,0.8228895414724056,0.4426113682560673,0.4049328973212044,0.4126711569123785,0.4090909090909091,0.3124263836863157,0.3576642335766423,0.2700867280711039,0.3108852286608692,0.2068965517241379,0.13474818932120602,0.10619117901398477,0.17829457364341086,0.21621621621621626,0.13995159955171213,0.19705882352941176,0.15208288899658645,0.2195121951219512,0.14871116986120292,0.1642383606528727,0.14368523164044206,0.8246941257086164,0.2768166089965398
0.25,0.037643819734311204,0.2801716072308116,0.14145539208265984,0.22445815884211284,0.18692644619392884,0.18755723464763824,0.13636363636363635,0.08833922232553054,0.09489051094890512,0.09792165842861006,0.11719584013732455,0.034482758620689655,0.028465554994104768,0.019586494763263126,0.03875968992248062,0.04054054054054054,0.0386947095656808,0.04411764705882353,0.019178194043124167,0.036585365853658534,0.03701255783212161,0.019816400706507687,0.028746510220899503,0.0,0.04613610149942329
0.25,0.037643819734311204,0.2801716072308116,0.14145539208265984,0.22445815884211284,0.18692644619392884,0.18755723464763824,0.13636363636363635,0.08833922232553054,0.09489051094890512,0.09792165842861006,0.11719584013732455,0.034482758620689655,0.028465554994104768,0.019586494763263126,0.03875968992248062,0.04054054054054054,0.0386947095656808,0.04411764705882353,0.019178194043124167,0.036585365853658534,0.03701255783212161,0.019816400706507687,0.028746510220899503,0.0,0.1257208765859285
0.42857142999999986,0.14766561200626668,0.5698652089405379,0.522420482832344,0.43683703540437047,0.39816900011139644,0.3908273342032596,0.4090909090909091,0.2988810362039648,0.3722627737226277,0.2324177603528228,0.3078557617985872,0.13793103448275862,0.12161024086238843,0.099579679196768,0.1627906976744186,0.1891891891891892,0.10330313732939335,0.2450980392647059,0.123272090469978,0.18292682926829268,0.14077990746860541,0.12407351752108946,0.11784886196425179,0.6398007087804304,0.314878892733564
0.25,0.2726653003244604,0.27663394729228774,0.24754693646292936,0.22076261847035483,0.1740180102669726,0.18035141340068467,0.045454545454545456,0.029446407615675477,0.08029197080291971,0.0923049124510536,0.09804209189514167,0.034482758620689655,0.029139295940710797,0.018337253397536522,0.023255813953488372,0.013513513513513514,0.030402986087320626,0.014705882352941173,0.01894399876640917,0.012195121951219516,0.029081295439524125,0.014793751882951733,0.022926229131481096,0.0,0.05305651672433678
0.42857142999999986,0.016193447178646233,0.4730655019165445,0.7567863484697441,0.4426113682560673,0.39406786250514314,0.394261365995964,0.36363636363636365,0.2694346291097851,0.3722627737226277,0.2311826991911291,0.29478734776027493,0.13793103448275862,0.09920835438773792,0.08512047698209325,0.12403100775193798,0.17567567567567569,0.11884803652316248,0.14705882352941174,0.11778237138133077,0.17682926829268292,0.11368142762723066,0.12694279540503456,0.10675247244881633,0.815706251153762,0.1926182237600923
0.42857142999999986,0.016193447178646233,0.4469449153896089,0.07072769604132995,0.4198760806210662,0.35584255087505834,0.34562207225812575,0.36363636363636365,0.22202591292155707,0.3576642335766423,0.18057438607395565,0.2503068782070515,0.034482758620689655,0.08505979450901129,0.07582693735106842,0.09302325581395349,0.08108108108108109,0.09259091217502192,0.08823529411764705,0.08722944675135082,0.07317073170731705,0.08856576338400528,0.07548256561613417,0.07729617185933435,0.0,0.1522491349480969
0.42857142999999986,0.016193447178646233,0.4598969215837836,0.6815577990844737,0.4311235193756682,0.37510368067076694,0.37444535745987445,0.36363636363636365,0.2491166078862588,0.3576642335766423,0.21125102208452728,0.27179759777309087,0.10344827586206896,0.09213407444837461,0.0817030865082189,0.10852713178294573,0.13513513513513514,0.10641045130562221,0.11764705882352941,0.10135285578111868,0.13414634146341461,0.10178453403833443,0.10086420952786362,0.09111342452417145,0.7250722236103246,0.2133794694348327
0.25,0.4901650459095942,0.5649174006075747,0.5931022518442036,0.3771410378860234,0.3583813240571484,0.3744184626832285,0.5909090909090909,0.3895759717019649,0.2846715328467153,0.20760941026843838,0.27724681141248136,0.13793103448275862,0.09903991915108641,0.06676959040060687,0.18604651162790697,0.1891891891891892,0.11122484326941094,0.2450980392647059,0.09908694043234907,0.18292682926829268,0.15135492399206874,0.08915376364248091,0.12042776701479616,0.5510449025235162,0.29527104959630907
0.25,0.016278231411792715,0.449168191830024,0.035363848338939574,0.36950668985052926,0.3362378638367426,0.340191971178264,0.5454545454545455,0.33303886912158764,0.291970802919708,0.16544473228857315,0.24905963993827573,0.034482758620689655,0.06552130705743642,0.05201698702696107,0.13953488372093023,0.12162162162162163,0.12230292130581252,0.1323529411764706,0.0601966205248196,0.1097560975609756,0.11698612029081294,0.054107651837805984,0.07585293143204294,0.0,0.07266435986159167
0.25,0.424881301677988,0.6157922658325582,0.23938604833574723,0.3797112629490853,0.36924602315485644,0.3725981440171678,0.6363636363636365,0.4122497055764649,0.3284671532846715,0.1946221148933605,0.2922845429779861,0.10344827586206896,0.1099882095334344,0.07899393224944136,0.19379844961240308,0.1891891891891892,0.05976125088498169,0.4117647058823529,0.10104482964046405,0.17682926829268292,0.16787838730998017,0.09695548009897775,0.12388208018100544,0.3391753783622993,0.35063437139561704
0.25,0.4901650459095942,0.5624107479095446,0.28182266621516483,0.3745834659874774,0.35538719645072625,0.36349655132866904,0.5909090909090909,0.3828032979607894,0.291970802919708,0.1901021605067737,0.2760299472627319,0.10344827586206896,0.09449216776149572,0.06474632639292863,0.17829457364341086,0.17567567567567569,0.051118579519422974,0.38235294117647056,0.09133720584234324,0.1646341463414634,0.14540647719762062,0.08498513223259736,0.11460748592537776,0.28064090140213116,0.14994232987312572
0.42857142999999986,0.39876780534171236,0.7177925687787553,0.6224037259275624,0.5039318688315821,0.4832759776810649,0.4879803363466351,0.6818181818181819,0.47555948189801767,0.5109489051094891,0.27922019350406946,0.39478200960479043,0.2068965517241379,0.18241536129358266,0.14217064979755978,0.26356589147286824,0.2702702702702703,0.20881201890016832,0.2965686275,0.18272676884913944,0.26219512195121947,0.23727693324520818,0.16900152548055508,0.1924478304062122,0.717815883518261,0.38062283737024216
0.25,0.016278231411792715,0.45563589664417825,0.4515691370962862,0.3745834659874774,0.34560449528162607,0.35460361367217114,0.5454545454545455,0.34658421660393857,0.291970802919708,0.1804902188208345,0.25969974886151176,0.06896551724137931,0.06872157655381506,0.05396529795798282,0.14728682170542637,0.14864864864864866,0.1305946447841727,0.14705882352941174,0.06493527298563258,0.14024390243902438,0.12491738268341042,0.06315830053778448,0.08039558984125236,0.5438041674358414,0.20069204152249132
0.25,0.016278231411792715,0.449168191830024,0.035363848338939574,0.36950668985052926,0.3362378638367426,0.340191971178264,0.5454545454545455,0.33303886912158764,0.291970802919708,0.16544473228857315,0.24905963993827573,0.034482758620689655,0.06552130705743642,0.05201698702696107,0.13953488372093023,0.12162162162162163,0.12230292130581252,0.1323529411764706,0.0601966205248196,0.1097560975609756,0.11698612029081294,0.054107651837805984,0.07585293143204294,0.0,0.19146482122260666
0.6666666699999999,0.017747823279257422,0.4504842218048719,0.05658215696037383,0.42828961869076476,0.3406290370937375,0.34768087826755983,0.45454545454545453,0.2741460538902367,0.2773722627737226,0.17415798168468694,0.2375161321068155,0.034482758620689655,0.06552130705743642,0.08252893765781222,0.10077519379844961,0.0945945945945946,0.10986533608827229,0.10294117647058823,0.06096829178692509,0.08536585365853658,0.10508922670191671,0.055862507575742876,0.07914162685116982,0.0,0.14417531718569776
0.6666666699999999,0.017747823279257422,0.4504842218048719,0.05658215696037383,0.42828961869076476,0.3406290370937375,0.34768087826755983,0.45454545454545453,0.2741460538902367,0.2773722627737226,0.17415798168468694,0.2375161321068155,0.034482758620689655,0.06552130705743642,0.08252893765781222,0.10077519379844961,0.0945945945945946,0.10986533608827229,0.10294117647058823,0.06096829178692509,0.08536585365853658,0.10508922670191671,0.055862507575742876,0.07914162685116982,0.0,0.09573241061130333
0.6666666699999999,0.017747823279257422,0.6865684020562209,0.6354611464218144,0.5236989689711753,0.4449623884117956,0.48537988132334037,0.45454545454545453,0.3486454650431665,0.3941605839416058,0.27971609585008106,0.3506332062220681,0.2068965517241379,0.10897759811352535,0.09397049470969511,0.20155038759689922,0.24324324324324323,0.16721642348026347,0.22058823529411764,0.11500048777188542,0.23780487804878042,0.1599471249173827,0.13621142700096533,0.13296739695752302,0.815706251153762,0.3679354094579008
0.6666666699999999,0.017747823279257422,0.4504842218048719,0.05658215696037383,0.42828961869076476,0.3406290370937375,0.34768087826755983,0.45454545454545453,0.2741460538902367,0.2773722627737226,0.17415798168468694,0.2375161321068155,0.034482758620689655,0.06552130705743642,0.08252893765781222,0.10077519379844961,0.0945945945945946,0.10986533608827229,0.10294117647058823,0.06096829178692509,0.08536585365853658,0.10508922670191671,0.055862507575742876,0.07914162685116982,0.0,0.12110726643598618
0.6666666699999999,0.017747823279257422,0.45696269304803894,0.46937471032393463,0.4339729303912685,0.3500416490186543,0.3620925209754013,0.45454545454545453,0.28769140137258753,0.2773722627737226,0.18929470555211353,0.24803536766091533,0.06896551724137931,0.06838470608051204,0.08560632081579987,0.10852713178294573,0.12162162162162163,0.11677510565357242,0.11764705882352941,0.06570795811254744,0.11585365853658536,0.11169861202908128,0.0649131570064646,0.08368428526037924,0.5438041674358414,0.17185697808535177
0.6666666699999999,0.017747823279257422,0.4504842218048719,0.05658215696037383,0.42828961869076476,0.3406290370937375,0.34768087826755983,0.45454545454545453,0.2741460538902367,0.2773722627737226,0.17415798168468694,0.2375161321068155,0.034482758620689655,0.06552130705743642,0.08252893765781222,0.10077519379844961,0.0945945945945946,0.10986533608827229,0.10294117647058823,0.06096829178692509,0.08536585365853658,0.10508922670191671,0.055862507575742876,0.07914162685116982,0.0,0.182237600922722
0.42857142999999986,0.011530323398035603,0.4062629549818898,0.1838920099620775,0.33770112409080877,0.2725831390934952,0.27968880709972993,0.0909090909090909,0.05889281523135097,0.2043795620437956,0.13832287776951652,0.16808941372714253,0.034482758620689655,0.05945763853798215,0.0584834878015107,0.046511627906976744,0.02702702702702703,0.051132294783221066,0.029411764705882353,0.05170106735547896,0.024390243902439025,0.048909451421017845,0.05110106584058269,0.05276108455347945,0.0,0.132641291810842
