Clustering Coefficient,Volume Centrality,Eccentricity Centrality,H-GSM_1,Leverage Centrality,Constraint Coefficients,Betweenness Centrality,Isolating Centrality,Second order centrality,Global Relative Change in Avg Clustering,Closeness Centrality,P Value,GSM,PageRank Centrality,K-Shell Value,GGC Values,GIN Values,Node H-Index,HCC Value,DIL Centrality,H Values,LGC Scores,Improved Gravity Index Values,Density Centrality,Subgraph centrality,Average Spreading Ability
0.5,0.5320280396422529,0.19999999880000008,3.2897588548969127e-07,0.4471622154427064,0.6568545600851652,0.02782899012879474,0.0,0.6297235829440174,0.012724128974932566,0.36591942822639123,0.15813953488372096,0.26857044887164605,0.05737205985195653,0.07999999999999999,0.0031000442697440953,0.19441369155970803,0.0588235294117647,0.08887609938051662,0.0021335532877869426,0.00022784731698027283,0.001049151927792153,0.019577467829691685,0.0028204975955352343,0.00018667976671213986,0.009970089730807583
1.0,0.557650471356055,0.19999999880000008,3.323738990161835e-07,0.0957176843996268,0.6392734105140638,0.0,0.0,0.665442416430587,0.03268131822025591,0.37402284152148557,0.25116279069767444,0.28174189282425954,0.015939722410108333,0.07999999999999999,0.0009095743276178123,0.20169179779786242,0.0588235294117647,0.14141493775520952,0.0005597760710541859,0.0006519428173952979,0.00170189200074799,0.02150444770705588,0.002305880489990317,0.000578764531259657,0.016949152542372878
0.0,0.5308194343727338,0.19999999880000008,3.1533990769193115e-07,0.011751908426950175,0.0,0.0,0.0,0.38566971199585787,0.06554017509579493,0.35972203473676645,0.13488372093023254,0.2630124874637281,0.0016688639489070567,0.0,0.0020480173132168,0.18952626917664697,0.0,0.07485444222865505,0.0,0.00016138773379939327,0.000748006453608543,0.006355794973659211,0.0005245135878940575,0.00016650857557617014,0.025922233300099698
0.444444444,0.9277254048827652,0.19999999880000008,7.911365719029672e-05,0.5791123440317588,0.9009479563633249,0.03911356890710761,0.0,0.8879799415112217,0.00636568511743247,0.541330641087094,0.6604651162790698,0.4483487336842137,0.13781514206572293,0.28,0.03560182268823049,0.3347726640449873,0.2647058823529412,0.42279416106319884,0.053253024260685684,0.016010158741051352,0.02532635375907035,0.12464375161931084,0.048443283260466756,0.015596260376310456,0.1914257228315055
0.666666667,0.5363790186125211,0.19999999880000008,3.316604512361822e-07,0.20377791215316443,0.6075166375130021,0.000105613922449713,0.0,0.6483128530767723,0.032726831668713215,0.36681262241004,0.21395348837209305,0.2730812169811554,0.020093635810659503,0.07999999999999999,0.0017207052379298354,0.19722914006043643,0.0588235294117647,0.12099543134096848,0.0010555777338679415,0.00048468488475315684,0.0014553725904127078,0.020476185335521205,0.0020683649029114423,0.0004467950021722426,0.011964107676969107
0.666666667,0.5308194343727338,0.19999999880000008,3.2908372296409357e-07,0.39036132694292075,0.619424383357375,5.8567720631204486e-05,0.0,0.6841184080799867,0.06386946734463317,0.36325197048336755,0.1813953488372093,0.26956281758752654,0.03236846437941085,0.07999999999999999,0.0021850465708317594,0.19455467162700282,0.0588235294117647,0.1009109935807631,0.0014309275816322626,0.0002810552741052877,0.0010918456023507339,0.019609854046117974,0.0027017398013737324,0.0002124612071556544,0.01994017946161515
0.904761905,0.5520908871162677,0.19999999880000008,3.721789916246695e-07,0.3553883037589655,0.7471059632610595,0.0001430588585909749,0.0,0.7858036852154313,0.02305152869918965,0.3795121462284169,0.29767441860465116,0.2902415103254088,0.050160009557339534,0.19999999999999998,0.0026509105973146433,0.20992138697153787,0.1764705882352941,0.17130310362190457,0.002413496060177479,0.0011151428188614768,0.002622165712626755,0.04479013731755765,0.006442610296310851,0.0008361329523152955,0.01894317048853439
0.8,0.5356538554508098,0.19999999880000008,3.5689426947173635e-07,0.390271528644426,0.7045654546073508,0.0001641816430809175,0.0,0.7558227514046624,0.004620797047610538,0.3695019048073247,0.26046511627906976,0.28052885360807656,0.04650683298602098,0.16,0.002685603502554044,0.2031880374482344,0.11764705882352941,0.14832918769844408,0.002318239294194966,0.0007455509065115714,0.0020295727406449745,0.03518222644442526,0.004740415256615689,0.0005500193789047506,0.022931206380857425
0.821428571,0.551849166062364,0.19999999880000008,3.8012537428108963e-07,0.42512757006528107,0.7503501355924731,0.00032932341272955964,0.0,0.7985529315672801,0.025128897089024153,0.3804336316305523,0.29767441860465116,0.29160702404172434,0.059820757532095876,0.19999999999999998,0.0035898308530546794,0.211554981829535,0.1764705882352941,0.17215457345831103,0.0033443954647814854,0.001213354714152304,0.002811439026218538,0.04501684083254168,0.007610395266011644,0.0008685567750303558,0.14855433698903292
0.644444444,0.629683345419386,0.19999999880000008,4.5039334748436707e-07,0.49542540833281357,0.792103284074414,0.0025258097623461115,0.0,0.8217498902631631,0.01582615694302119,0.4012204023334598,0.33488372093023255,0.3183710979238846,0.0777699564608127,0.19999999999999998,0.00734316885404062,0.23188754953571686,0.1764705882352941,0.19952774945093146,0.008189499476900597,0.0022558645447603213,0.004645106201611757,0.05314578115554021,0.01190546879663672,0.0017323600991401707,0.03788634097706879
0.642857143,0.5351704133430022,0.19999999880000008,3.700417086085932e-07,0.5342002198265885,0.7281774921671677,0.0009685996846848338,0.0,0.7858673523337254,0.002559039962277295,0.3713044595851861,0.2651162790697674,0.28297938649494814,0.0669613042450928,0.16,0.00491771678773448,0.20620414509241716,0.14705882352941174,0.15207013569810565,0.003745272201625745,0.0008887200706664993,0.002351548869370698,0.03547910009499957,0.006818676642000684,0.0005934902930326822,0.040877367896311065
0.8,0.6357263717669809,0.19999999880000008,5.43186800171584e-07,0.24061374977437544,0.7356861169224116,0.001055375923875789,0.0,0.7417407737640658,0.004680090187762675,0.3935470155593618,0.30697674418604654,0.3055261462580895,0.03566013493565825,0.12,0.0026700333862128647,0.22236876707975337,0.11764705882352941,0.1789269115113867,0.0022919807845074728,0.0014825334732136409,0.003294310363662055,0.03431859400639088,0.005027413257306458,0.0014387368304386793,0.04386839481555334
0.5,0.732173072274595,0.19999999880000008,1.3590675030587072e-06,0.49041044954304014,0.7932743117344248,0.00623351612702993,0.0,0.8055302595377025,0.00543699353110563,0.4312333435451161,0.42790697674418604,0.343123708168115,0.07570210534990432,0.12,0.010288301528432435,0.25135400832848853,0.11764705882352941,0.2530599695521898,0.011165891356889557,0.003353593999072477,0.006508520463378599,0.04163787891873219,0.013112839702701195,0.0033012742265823235,0.05483549351944168
0.438095238,0.9284505680444767,0.19999999880000008,7.138414344824163e-05,0.5297082381253112,0.8935161797120967,0.03500369432700096,0.0,0.8676949742044187,0.10897301789411169,0.5335990552349666,0.6558139534883721,0.4372670314411322,0.11875167310792997,0.28,0.027433004811702105,0.32058567264149385,0.23529411764705882,0.40911939880697734,0.03403008340892127,0.012342340747757502,0.02035272390355545,0.11978581915536748,0.03615185162820187,0.013217867024482115,0.13958125623130607
1.0,0.6238820401256949,0.19999999880000008,3.717352380167508e-07,0.09450428524760679,0.6390024695188316,0.0,0.0,0.6650772015091607,0.03188620658185803,0.38787826369517264,0.2837209302325582,0.2978002289033821,0.015802926811707883,0.07999999999999999,0.0009878857751383743,0.21304170645832918,0.0588235294117647,0.15993834723124517,0.0005597760710541859,0.0007853492439100426,0.002162261740019147,0.02411153812937214,0.002691843319149005,0.0007788116226747366,0.04486540378863409
0.71657754,0.9707517524776408,0.19999999880000008,0.0009567520903102076,0.48428375466336093,0.9637594961101853,0.015154181684846424,0.0,0.9409305455494167,0.015835698367873255,0.6569285598233982,0.9767441860465116,0.6618088980478434,0.19482410771841635,1.0,0.06318159402591823,0.5151770678223085,0.8235294117647058,0.7672925233318504,0.06701305244223134,0.21405822107223244,0.1402493335508387,0.6913917436738923,0.12375551729532812,0.26496509694432085,0.4805583250249253
0.604081633,0.9760696156635242,0.19999999880000008,0.003366369252314063,0.6210156308645403,0.9711617513155223,0.020783749396980505,0.0,0.9611099161679724,0.0206062404113206,0.6985982913720675,1.0,0.7671975138227449,0.2764918917020729,1.0,0.13082671852204206,0.6153997904955805,0.9705882352941176,0.8580883716322657,0.144630200467446,0.41289184789958494,0.23983087235405448,0.8070321271266949,0.21023098390174638,0.4736842105201666,0.5982053838484548
0.624615385,0.9557650471356055,0.19999999880000008,8.733601618097161e-05,0.465106604153426,0.9548320074257837,0.01944947110707922,0.0,0.9228003203253659,0.02483160077315358,0.594603813817916,0.9162790697674419,0.5805326850044256,0.15309495629758266,0.7999999999999999,0.04477040784094673,0.4269544168636331,0.6176470588235294,0.6484139405910515,0.08178793521636857,0.10970454473891113,0.07375505797541237,0.44999838068917875,0.07995368446798565,0.1317426592696342,0.382851445663011
0.67979798,0.9719603577471597,0.19999999880000008,0.0022739302169120955,0.5755031045840538,0.9663271651949443,0.010847106708994806,0.0,0.9560835958392911,0.03048063543333776,0.6798945626703031,1.0,0.7427357526986207,0.2461680203584037,1.0,0.09765567882884592,0.5866965674661077,0.9411764705882353,0.8379369203418594,0.08107731737901075,0.3653171651864903,0.20942946518610014,0.7769993090940496,0.17984878179225933,0.42659279777723413,0.601196410767697
0.367647059,0.8697123519458545,0.19999999880000008,1.8545307251854533e-05,0.5409623612121297,0.9348551199640656,0.03611372065511164,0.012005649717514125,0.8847212759763157,0.10017375829164196,0.4930755221952693,0.6697674418604651,0.43512302732044017,0.12365256247343098,0.4,0.033636681424000045,0.31463419066060894,0.32352941176470584,0.4165106297959222,0.07355476155418682,0.01758549543359306,0.020452571391688695,0.15760482338716644,0.036607089835421915,0.018219362869415896,0.15254237288135591
0.418815016,0.9671259366690839,0.19999999880000008,0.01272201437205709,0.7733083316213476,0.9767406274632029,0.07213630609641486,0.0,0.9727752068968915,0.09794178900225128,0.72149397033302,1.0,0.8206653161383937,0.38277607185227625,1.0,0.2533356213737816,0.6758934601051526,0.9705882352941176,0.8840581993858426,0.17524675610039717,0.5342270461382804,0.3271498932192522,0.8393805596338199,0.31289709643556307,0.5844875346211841,0.5942173479561317
0.597101449,0.9767947788252357,0.19999999880000008,0.0024533514624893804,0.6040531524419753,0.9690704056688911,0.03431677657475519,0.0,0.9566307757688371,0.01479212632250165,0.6900228188885108,0.9953488372093023,0.735194181956639,0.25727825110568503,1.0,0.11654423925528971,0.5830389632934876,0.9117647058823529,0.8278099488199071,0.12713530637181533,0.34086016163357297,0.20455177761484428,0.7666141290266862,0.18748886651763527,0.39612188364945433,0.7387836490528417
0.242964997,0.961082910321489,0.19999999880000008,0.10348734436905772,0.9102574329025972,0.989446313955657,0.33270720599472303,0.2655367231638418,0.9846782504590263,0.5196746416721091,0.7719994535753231,1.0,0.8732629377922692,0.6546560531258199,1.0,0.5114184665309038,0.7735885599195486,0.9705882352941176,0.9165559625518692,0.45535960329538616,0.6706905873106114,0.5096042572935505,0.8801494084117799,0.5143696930001077,0.7146814404398797,0.8275174476570292
0.26302521,0.9789702683103698,0.5,0.051670474771074795,0.8733477086020338,0.9881129039143857,0.2194376855534604,0.06002824858757062,0.9834870687086996,0.08959474608255824,0.797858435592616,1.0,0.8402250566557259,0.5642507855776641,1.0,0.45761868661027355,0.7441955928923208,0.9705882352941176,0.9069059715741116,0.612992270334082,0.5532555161612214,0.4347486619236298,0.8729218844459798,0.4575440888185466,0.5844875346211841,0.7547357926221337
0.933333333,0.9531061155426638,0.19999999880000008,0.00012203155108381824,0.31349258405142905,0.9119893326949348,0.000791753972175628,0.0,0.8882972648736979,0.022945359049887065,0.5762411963790474,0.7813953488372093,0.49817860706481654,0.09559954747338423,0.5599999999999999,0.012954687749709622,0.35998280627494106,0.4117647058823529,0.5162272005580015,0.007416984848306818,0.03642123353587475,0.036407020083699004,0.26667620260817,0.04395028006917345,0.04103656508574896,0.2013958125623131
0.714285714,0.9789702683103698,0.19999999880000008,0.001036579631003313,0.4770450187976875,0.9647775417906941,0.006743981818659262,0.0,0.9435099060023145,0.01807499410848962,0.6699400953656559,0.958139534883721,0.6720576988862001,0.19743137676687694,1.0,0.06828614514175803,0.5284087560738879,0.8235294117647058,0.7702095953901616,0.07373439307963443,0.2257350457703407,0.14982831991151993,0.711670912859487,0.13086119198056875,0.27635706370345675,0.4137587238285145
