LGC Scores,Local Gravity Model Centrality,H Values,Density Centrality,HVGc Index,Gravity Model Centrality,MCGM Values,Subgraph centrality,Laplacian Centrality,GGC Values,EIGSM Values,DIL Centrality,Local-Global Centrality,Constraint Coefficients,Extended Coreness,PE Values,Centrality Values,Semi local centrality,EHCC Value,Gravity Index Centrality,Extended Improved Gravity Index Values,Improved Gravity Index Values,CLC Values,Coreness Centrality,MDD Value,Average Spreading Ability
0.0006407725469388934,0.006412925234021408,6.222080763382807e-05,0.012842409941068342,0.0014580372560732515,0.02075311568334255,0.0030227868946945463,3.2558720636718754e-06,0.022354694485842028,0.006853313816858955,0.025668901005454662,0.010675792926669632,0.05028894268220848,0.9004567488572972,0.027744270205066344,0.029428205391909015,0.021883613428507774,0.01383607225315768,0.018908335252442624,0.029414206259166,0.008132946263263583,0.027966751451277243,0.013169787096227703,0.05792163543441226,0.10795454545454544,0.03629764065335753
0.00632018039666211,0.004452114586550988,0.0021146636908315553,0.00880063625386853,0.004253370067371369,0.01976277792348339,0.016550871981044178,0.002587056154011244,0.021609538002980624,0.007785437691462864,0.040882594760159804,0.0016030725548970024,0.03121546382539108,0.7335973743890833,0.06976276638520305,0.03319948721529521,0.03249667971103204,0.06912943093847616,0.03194481036542482,0.08055009823182711,0.038626976925099185,0.10522216407647653,0.054369674022771534,0.039182282793867124,0.05255681818181818,0.05807622504537205
0.00012188038955334682,0.0014303173558602722,1.480637477955031e-05,0.0029335454187210718,0.0002860823499135813,0.007292687664678187,0.000801072730999224,9.584687779109635e-07,0.008196721311475409,0.0009630707923880771,0.0114273062753396,0.0007789552029434535,0.019498232521469025,0.7354663707645732,0.012364294330518697,0.010688378113682201,0.008650791271732072,0.006230476707863642,0.008072078600679043,0.0105702980159938,0.0031603264365501543,0.01017415326948119,0.004893412288678905,0.02555366269165247,0.048295454545454544,0.017422867513611613
7.107833484865468e-05,0.0008461032245934005,3.3931298511139485e-06,0.002125190679969861,9.28612551526287e-05,0.005352547511876823,0.0004820494311344125,2.8771049013120244e-07,0.005812220566318927,0.0012267840808151867,0.00595638474792083,0.0009736940036793169,0.01466796093044725,0.7639461836501549,0.008041817450743869,0.005799906313217296,0.003962081731868912,0.004037077278283308,0.004615170707946795,0.005783225877860483,0.0014930337283633813,0.00550085798780562,0.004286559543959787,0.015332197614991482,0.03409090909090909,0.011252268602540832
4.0545218243213925e-05,0.00015444741401308103,1.2766227423293407e-06,0.00029987353153049516,2.2273944982175605e-05,0.0009982813574120558,0.00013241590097561674,1.6054743950089248e-07,0.003427719821162444,0.0002534379308936916,0.0031917718871420555,0.0,0.0018127077786459162,0.0,0.0061318858061922,0.003371972387151167,0.0024981159337423113,0.0031950292000543254,0.003013562009251822,0.0020199784166689727,0.0011040704746341314,0.002287967481653665,0.0033924747946729684,0.0051107325383304945,0.0,0.008348457350272231
4.0545218243213925e-05,0.00015444741401308103,1.2766227423293407e-06,0.00029987353153049516,2.2273944982175605e-05,0.0009982813574120558,0.00013241590097561674,1.6054743950089248e-07,0.003427719821162444,0.0002534379308936916,0.0031917718871420555,0.0,0.0018127077786459162,0.0,0.0061318858061922,0.003371972387151167,0.0024981159337423113,0.0031950292000543254,0.003013562009251822,0.0020199784166689727,0.0011040704746341314,0.002287967481653665,0.0033924747946729684,0.0051107325383304945,0.0,0.002903811252268601
0.00014311260391870122,0.0012221491021904673,8.04924862979645e-06,0.0024381021913744134,0.00029899442735733834,0.006166151285466517,0.0008348885508272965,7.088543344648655e-07,0.007898658718330849,0.0006686721584893216,0.009661599868243751,0.00048499670023056284,0.015616592817636011,0.6472760393137178,0.01336952151186168,0.011863719498914233,0.00912406755076081,0.006413825886187695,0.008446869760046423,0.011732477379008826,0.0032631607481002547,0.012401270552154706,0.004119238292371559,0.022146507666098807,0.04261363636363636,0.019600725952813064
0.0005068301568644201,0.0020682523267838674,0.00012064843906970637,0.0041069635844393155,0.0007506509502251836,0.011668670811228136,0.00199283361783978,1.4347296383295327e-05,0.011028315946348732,0.002064579862326661,0.018540731163929514,0.0015894216721590196,0.024695704569432146,0.755079929157987,0.019199839163650985,0.020992058626379165,0.017394371206516913,0.0108447643623523,0.015934399541977885,0.02199839508564155,0.00832656735195624,0.026262945879833025,0.00852300687429894,0.03066439522998296,0.05255681818181818,0.017059891107078035
0.00011065782947752851,0.0007923823849366766,6.224459830337067e-06,0.001577595535421661,0.00019471743297091548,0.004424178190647382,0.0006568406193629342,5.501120773719801e-07,0.006408345752608048,0.00032120598739704257,0.00825243411771438,0.0001842598981335706,0.01100750684187679,0.5466295877475345,0.01156011258544431,0.00988427361256149,0.007656523318345258,0.005717778079587124,0.007123786494978656,0.01040427239270594,0.0028926990650683035,0.011196436612347723,0.003102985169872504,0.017035775127768313,0.028409090909090905,0.018148820326678763
0.00019280454146306731,0.0006916558105803194,5.266429882782103e-05,0.001342911902441918,0.00020803939304120403,0.005923543216890651,0.0008114081263484319,8.045330128082474e-06,0.005663189269746646,0.00033380297475953856,0.011268403391455122,0.00018285333400599955,0.012912099333916988,0.5519426297358391,0.010152794531564134,0.011560281433730814,0.010220341919217057,0.006002987912535651,0.010323686474949028,0.008744016159827332,0.005192487329651091,0.011525027686840536,0.0032584659237342504,0.017035775127768313,0.028409090909090905,0.022867513611615237
6.839604118084744e-05,0.0004566271370821526,1.958799556031943e-06,0.0009517725134320875,7.475869857088395e-05,0.002522559787545964,0.0003471724147928228,2.2761736551787853e-07,0.005216095380029807,0.0006998393454019031,0.004403273829110674,0.00015688816059283644,0.006163989878615068,0.5092974557667699,0.008142340168878166,0.005285633005816924,0.003675084360994808,0.0039114491375797904,0.0038798319347029724,0.0052851490079969,0.0012632700364480943,0.006109359977607126,0.004153167867654899,0.008517887563884158,0.014204545454545454,0.013793103448275855
0.00023908683344357477,0.0005237781866530575,6.962182606285443e-05,0.0011343042282268524,0.00024670051281853545,0.004261193627763145,0.0008869135923846694,2.019304111433243e-05,0.005961251862891207,0.0012958782274729885,0.011353685341671822,0.00015871669391479397,0.008328238074817175,0.5092974557667699,0.01347004422999598,0.013449058931617587,0.011024967336233614,0.009931413825886188,0.010262420920820034,0.009159080218046985,0.007349426257687296,0.011391157249084205,0.010545152788967517,0.013628620102214651,0.014204545454545454,0.009800362976406532
6.839604118084744e-05,0.0004566271370821526,1.958799556031943e-06,0.0009517725134320875,7.475869857088395e-05,0.002522559787545964,0.0003471724147928228,2.2761736551787853e-07,0.005216095380029807,0.0006998393454019031,0.004403273829110674,0.00015688816059283644,0.006163989878615068,0.5092974557667699,0.008142340168878166,0.005285633005816924,0.003675084360994808,0.0039114491375797904,0.0038798319347029724,0.0052851490079969,0.0012632700364480943,0.006109359977607126,0.004153167867654899,0.008517887563884158,0.014204545454545454,0.004355716878402895
4.0545218243213925e-05,0.00015444741401308103,1.2766227423293407e-06,0.00029987353153049516,2.2273944982175605e-05,0.0009982813574120558,0.00013241590097561674,1.6054743950089248e-07,0.003427719821162444,0.0002534379308936916,0.0031917718871420555,0.0,0.0018127077786459162,0.0,0.0061318858061922,0.003371972387151167,0.0024981159337423113,0.0031950292000543254,0.003013562009251822,0.0020199784166689727,0.0011040704746341314,0.002287967481653665,0.0033924747946729684,0.0051107325383304945,0.0,0.0025408348457350294
0.00011880162547113742,0.001497468405431177,5.118959721472695e-06,0.0032594949090162437,0.00022570832095565715,0.007100217557313087,0.0008066524316333768,5.208713033960023e-07,0.00849478390461997,0.0013000089559465052,0.008245019018738763,0.0015198126125835064,0.019210767697082125,0.7419812029778455,0.011459589867310013,0.00927102043133896,0.0069127833390092,0.005279777264701887,0.006946822493355236,0.010487285204349871,0.002068303496323566,0.010539254463362095,0.004584622044137973,0.022146507666098807,0.0440340909090909,0.015970961887477313
4.0545218243213925e-05,0.00015444741401308103,1.2766227423293407e-06,0.00029987353153049516,2.2273944982175605e-05,0.0009982813574120558,0.00013241590097561674,1.6054743950089248e-07,0.003427719821162444,0.0002534379308936916,0.0031917718871420555,0.0,0.0018127077786459162,0.0,0.0061318858061922,0.003371972387151167,0.0024981159337423113,0.0031950292000543254,0.003013562009251822,0.0020199784166689727,0.0011040704746341314,0.002287967481653665,0.0033924747946729684,0.0051107325383304945,0.0,0.007985480943738653
9.046426970397829e-05,0.0002283135685410763,5.216596190592159e-05,0.0005606331242583508,9.725001520340786e-05,0.00398876089617377,0.0006400170756544251,1.8614489364118813e-05,0.002682563338301043,0.0008710651858654993,0.009461679640862319,0.00014262560053894223,0.008107216716366442,0.5092974557667699,0.00794129473260957,0.011449938342572753,0.009762149267520708,0.007038571234551133,0.008902572235564381,0.005672542129001909,0.006431232028198115,0.007545424673538682,0.007473539053514414,0.010221465076660989,0.014204545454545454,0.033030852994555354
0.01586521932854434,0.021944962999771687,0.010787728818298151,0.04217786411680564,0.02149065960815533,0.06970995511879662,0.04148002319273281,0.007276464674283566,0.049925484351713866,0.05319177088300967,0.10958428005376403,0.048071304970124004,0.10653746282457625,0.946157615887425,0.12112987535182951,0.10931250079479109,0.09880609318548529,0.10978201819910362,0.09709952057173746,0.15385041091341764,0.09329997887378788,0.17652642724141707,0.11220811956229641,0.12265758091993186,0.15625,0.12123411978221414
1.8528873502708553e-05,0.00021488335862689535,2.382851964688652e-06,0.0004041773687199811,4.2685834430954944e-05,0.002243386309984249,0.00019712285081211948,1.8686832226039744e-07,0.002533532041728763,3.277712871281673e-05,0.004679897857230017,5.485600020728547e-05,0.0058641679289998735,0.38192397008546874,0.005327704061117813,0.004809056711420668,0.0040077211555330245,0.0022986554393589565,0.003864705759990366,0.003348183402971859,0.0014964758810512508,0.0032128905061519553,0.0008796547160640856,0.01192504258943782,0.014204545454545454,0.01088929219600726
0.00026470273797113387,0.0021622637961831344,4.531492593801955e-05,0.004706710647828118,0.0005651759703445267,0.011412058670886396,0.0017324920015642012,2.1991669983389783e-06,0.010730253353204173,0.002422714429524373,0.016059379824065623,0.002742213942023499,0.027153198429173152,0.7933475886166548,0.018194611982307998,0.01825043588371626,0.014246318295299078,0.008922993345103897,0.012864319830382923,0.02277318132765157,0.005777223017502916,0.022417213304287503,0.007751766204215703,0.03577512776831346,0.0625,0.017785843920145192
5.654842836528647e-05,0.0007655219651083147,2.5392407334073454e-06,0.001603671494841962,0.00018660548407466388,0.0042999528341117355,0.000545777011996542,4.164397996653217e-07,0.005365126676602086,0.0005558741712186736,0.008008358770991628,0.0006232905703274005,0.012993542813404637,0.6730906660182346,0.009047044632086852,0.01033797792164135,0.008459308206918344,0.0036330300149395624,0.007311235339662494,0.008328952101607681,0.0024899672005875757,0.007983546106195767,0.0027558747464388267,0.022146507666098807,0.04261363636363636,0.018511796733212342
7.230445631541693e-05,0.000993835533649391,1.3429589767056392e-05,0.002412026231954112,0.0001498803320268388,0.0076715995719176065,0.00074808870873504,5.322360344212225e-07,0.006259314456035767,0.0008956124190547431,0.009911462191066908,0.0009687268839215075,0.02029053446265283,0.7075619254751002,0.00914756735022115,0.010012827444741582,0.00759592188795529,0.0036975417628683956,0.006647540433607786,0.009740169899554497,0.0024860947788137226,0.009224890165390841,0.002901007901665767,0.02555366269165247,0.048295454545454544,0.010526315789473682
2.046521542786283e-05,0.0002283135685410763,1.5613111823741898e-06,0.0005606331242583508,3.6634073276922794e-05,0.002282813329558639,0.00022110790480802303,1.0090883446986854e-07,0.002682563338301043,0.00042184190620019106,0.0037817877061831562,0.00015222540057521718,0.005927687074903218,0.5092974557667699,0.004422999597909128,0.004163717766318013,0.0031059144781407054,0.0019659106342523425,0.002916854959034186,0.0035142090262597196,0.0009706870579791897,0.0037727123367693413,0.0020873994751494673,0.008517887563884158,0.014204545454545454,0.005081669691470045
4.303221352170454e-05,0.00025517398836943825,9.033679442826149e-06,0.0006127850427711408,5.693770997363529e-05,0.002927451120132891,0.0003324087307020349,8.721335907616976e-07,0.0029806259314456036,0.0006031042425982208,0.005933853254701526,0.0001474255005570797,0.006817144406396752,0.5092974557667699,0.006433453960595094,0.0074855391992116145,0.005741846382751606,0.003711123183484992,0.0052911156760387405,0.004621046514845457,0.0023544324385027155,0.005160096873516776,0.003940462221655212,0.008517887563884158,0.014204545454545454,0.009800362976406532
1.7376172483057818e-06,1.343020991418096e-05,6.499408833075974e-08,2.6075959256394962e-05,1.997796939182182e-06,0.0005059631497860188,2.646229216830943e-05,8.467207851638135e-09,0.00029806259314456036,5.981743549913525e-05,0.001300473065467839,0.0,0.0010975322480140039,0.0,0.000904704463208685,0.0018225151139789344,0.0014479540280469187,0.00037348906695640365,0.0013374333504256254,0.000359722183790365,0.00021341346664790695,0.0004989716316372354,0.00039656984847399207,0.0017035775127768314,0.0,0.0021778584392014508
8.766009809396594e-05,0.0018667991780711535,2.912729121190012e-06,0.006975319104281822,0.00021640463465996386,0.011691745006919921,0.0008235130116405722,4.3752293737688586e-07,0.011922503725782414,0.002457367703184904,0.011478084664348465,0.005514293927263374,0.03741989333017,0.9012973412522556,0.00673502211499799,0.015659229163206466,0.010364689766137252,0.0024887953279913075,0.008295181981718852,0.006281302747724065,0.0016216841850725024,0.004381214326570847,0.0025838867138699094,0.03236797274275979,0.08522727272727272,0.018148820326678763
6.0336923436240485e-05,0.0006580802857948671,4.772296634358004e-06,0.001603671494841962,0.00016169213446570434,0.005302979711341641,0.0005980148013856899,3.356085993657778e-07,0.004769001490312966,0.0009302454560595733,0.00864401216747247,0.0008753450320358438,0.014622024763982564,0.7299046001220112,0.008443908323281062,0.011334421862113635,0.008715500967701422,0.003755262800488931,0.0077095375033489014,0.008744016159827332,0.0027765264118527087,0.008750258613345666,0.0033707739211433717,0.020442930153321975,0.03409090909090909,0.012341197822141561
0.003577977601890471,0.011267946117997824,0.001614366996920956,0.02809684611179611,0.0035414157364047297,0.04950401942710205,0.011776775119680966,0.0002935641245224115,0.03546944858420269,0.02417683845188566,0.056960358446061,0.02617703587641329,0.09531378345345835,0.9412174356594619,0.049356654603940495,0.05979523116370285,0.04852551002752691,0.03612657884014668,0.046288679529541396,0.06184454467472813,0.02898765859180673,0.06043641762708564,0.036486916914825536,0.0919931856899489,0.1491477272727273,0.07186932849364792
0.0009128290768927164,0.004499120321250621,0.0002465085148696326,0.009530763114358838,0.0018947682135643626,0.019330546665807365,0.0037639524416986925,2.329037941830153e-05,0.01743666169895678,0.008557104540365436,0.029787786806178416,0.010621169219680824,0.04111636233082475,0.8861936658151869,0.031463610776035385,0.035745101555262636,0.02777669476727851,0.019839060165693333,0.02405461101539364,0.03760480367470046,0.014685944442795081,0.03974734997383442,0.02032500937811983,0.05281090289608177,0.08664772727272727,0.049364791288566245
1.0873568217214912e-05,6.043594461381431e-05,3.566394863064881e-07,0.00011734181673573037,1.2046417365043724e-05,0.0006735819987908681,8.162811371604435e-05,4.747084589395375e-08,0.0013412816691505216,0.00016846354694273504,0.0023197666258187887,0.0,0.0013405967654554337,0.0,0.0033172496984318453,0.003459811899188681,0.0027407295349010465,0.0014769794920548689,0.0022019380371666943,0.0012451921746589555,0.0009853162069026348,0.0014604047755236158,0.001568253491692605,0.0051107325383304945,0.0,0.0054446460980036235
0.0008660250102680698,0.005869001732497079,0.00012869037256456756,0.01417228386330839,0.0012857619662156932,0.02612440483110262,0.0037205117600333393,6.8750481551130015e-06,0.022056631892697465,0.009303113934515524,0.028598770208351672,0.013704271713205405,0.059870235304392096,0.9018966896283663,0.026336952151186165,0.03251496494956879,0.025052455265758087,0.014280863778351215,0.022704364553843365,0.03173856498519605,0.009733547263122885,0.030984921320692718,0.014269993725414173,0.05792163543441226,0.10937499999999999,0.030490018148820325
3.510721046048794e-05,0.00024174377845525728,3.903867778373152e-06,0.0005606331242583508,6.529513910218886e-05,0.002450171361548668,0.00031013867856631637,2.1362140398814343e-07,0.0028315946348733234,0.0005832279397840165,0.005552436619008277,0.0001527240914812056,0.00613011359120655,0.5092974557667699,0.006533976678729393,0.007132826503361083,0.00557964672944727,0.0033614016026076326,0.004967881317094685,0.0048977558869918916,0.002284728846573359,0.005208777032700896,0.0035691286362659284,0.01192504258943782,0.014204545454545454,0.005081669691470045
1.0873568217214912e-05,6.043594461381431e-05,3.566394863064881e-07,0.00011734181673573037,1.2046417365043724e-05,0.0006735819987908681,8.162811371604435e-05,4.747084589395375e-08,0.0013412816691505216,0.00016846354694273504,0.0023197666258187887,0.0,0.0013405967654554337,0.0,0.0033172496984318453,0.003459811899188681,0.0027407295349010465,0.0014769794920548689,0.0022019380371666943,0.0012451921746589555,0.0009853162069026348,0.0014604047755236158,0.001568253491692605,0.0051107325383304945,0.0,0.01270417422867514
0.9074110355558475,0.9470581125182987,1.0,0.9091513579435082,1.0,0.9480534124691932,0.9999999999999999,1.0,0.8655737704918033,0.939340139916761,0.9638915183116407,0.8965862709525085,0.9265285006784869,0.9971088843745827,1.0,0.9385317589960397,0.9297667003810293,1.0,0.9640479723282276,0.9999999999999999,1.0000000000000002,1.0,1.0,0.9812606473594548,0.9048295454545455,1.0
2.553563150538384e-06,2.0145314871271442e-05,1.3912062698292404e-07,3.9113938802639445e-05,3.0414222063274342e-06,0.0005164743246530819,3.692179970366105e-05,1.5481525816000205e-08,0.00044709388971684054,6.267046292453411e-05,0.0013947815836492486,0.0,0.0011077999007374317,0.0,0.0014073180538801769,0.001630835182112387,0.001457880188068233,0.0005670243107429037,0.0014662644793123308,0.0006087606187221562,0.0003562628031944898,0.000632842069393567,0.0006020651335923333,0.003407155025553663,0.0,0.0032667876588021796
0.00013665160457288817,0.0019205200177278773,2.734603322226422e-05,0.005462913467738726,0.00020996174688626517,0.013906675263923378,0.0011829392686311673,1.1058160854270845e-06,0.010283159463487332,0.002605121661518548,0.014067137426248752,0.003745667432235909,0.035884852794734814,0.8300443282217691,0.010655408122235626,0.014075517361155266,0.009983223750604057,0.005093032731223686,0.008552402944614687,0.011649464567364896,0.0029559486207079047,0.010356703866421643,0.004855396309864491,0.03066439522998296,0.07386363636363637,0.02831215970961888
1.091615207653959e-05,0.00028874951315489063,9.245216837315604e-07,0.0007562028187632662,2.488001240063086e-05,0.0030068109770035384,0.00019475512994579904,9.716946612407754e-08,0.002682563338301043,0.000207347791006318,0.004104621461115454,0.00026818488990837966,0.009222192801195225,0.599202603974331,0.003819863289103337,0.004032376125941135,0.002849131796403145,0.0013581420616596495,0.0027772042024765235,0.0030161321563961373,0.0007688908566528422,0.0025070281979822076,0.0010251142201559127,0.01192504258943782,0.024147727272727272,0.009800362976406532
0.000267864711893403,0.0008998240642501243,0.00018322015110460867,0.002125190679969861,0.0002792049041958191,0.008988025242625621,0.0016691227831005344,4.995827691201215e-05,0.006110283159463487,0.0016743008573036984,0.013559105704812481,0.0010837978328235285,0.019136546202012217,0.7190245570062739,0.014374748693204664,0.014290913592865748,0.011585220335135515,0.009683552899633302,0.013019416322054188,0.01488696422147818,0.008840738909706743,0.015395100341978118,0.008699075919572618,0.023850085178875637,0.04261363636363636,0.07078039927404718
0.00340203920553786,0.012987012987012986,0.0012980909238210735,0.02830545379043664,0.004762943580976658,0.04987699656940543,0.010381544733975595,0.00018002520143102176,0.03785394932935917,0.02317158736399956,0.0595424214617646,0.027135704700952633,0.09558078399371171,0.9348450631119218,0.05066344993968637,0.06860295906175654,0.0546143004341835,0.03514532120059758,0.048451980407409716,0.057527878469243746,0.02986583779629943,0.0586839318964573,0.03461872634449137,0.09540034071550256,0.1491477272727273,0.07078039927404718
0.003731121886232842,0.005090049557474584,0.0030999723018256477,0.01119962450742374,0.004366490892342612,0.028490101621772554,0.015518824466228261,0.0019054224034484857,0.019076005961251863,0.015514033098174628,0.05705099338626376,0.009021270462353655,0.0492780279539627,0.8830610596709534,0.05579010856453558,0.05958031023637946,0.051974224281001395,0.049657069129430936,0.05404071943448612,0.08342787570215003,0.04894870202876177,0.10064622911316919,0.04908900810810417,0.06814310051107325,0.08664772727272727,0.10308529945553539
0.0008039906060946111,0.0038544702453699353,0.0002542573386635824,0.008383420906421836,0.0015760632694982164,0.018863558827645614,0.0035672024049219963,2.4281128938817668e-05,0.01564828614008942,0.006208748458192461,0.02987063950238394,0.0056689082463060175,0.04066580441724021,0.8622893771978344,0.028749497386409327,0.03453036728063641,0.02745654957727411,0.01767961428765449,0.026200016135874284,0.03505907745095326,0.01394545134581716,0.0366318197860507,0.016269343817373026,0.05281090289608177,0.08238636363636363,0.034845735027223226
0.0011906119122515896,0.006708389852133389,0.00026251774494125634,0.013559498821028968,0.0021380014761109836,0.02628886181753655,0.004489625523521077,1.7749009717342608e-05,0.022950819672131147,0.010301321825382338,0.03637119717654249,0.012952184128895476,0.056748822878976236,0.911285146155235,0.03508242862887013,0.04205947141842406,0.032355000525468455,0.020861062067092217,0.030623872756839796,0.038711641163286195,0.015358885293273561,0.03916318806362497,0.020222883326351516,0.06984667802385008,0.1122159090909091,0.0468239564428312
2.5785261025562982e-05,9.401146939926671e-05,4.571729663791779e-06,0.0001825317147947648,2.376483821979663e-05,0.00121472011970598,0.0001357872784793081,5.285082117485415e-07,0.0020864381520119225,0.00025525347639789486,0.004434473381325962,0.0,0.002150294524995225,0.0,0.005528749497386409,0.005296301686881964,0.004223512998456966,0.0037179138937932905,0.0037549725583807462,0.0018539527933811117,0.002071315379925452,0.0021175869245092433,0.003947672582536557,0.0051107325383304945,0.0,0.004355716878402895
0.003148364218722875,0.005721269423441089,0.0008725140360615789,0.011525573997718912,0.0033692002991850324,0.022222794629879996,0.007786539543300097,0.0002976434469611841,0.021907600596125187,0.011068043230230485,0.03576701706906578,0.0061538779880489815,0.040209099500136375,0.8581582730196718,0.052070767993566545,0.03650331895088429,0.030649402305925423,0.043735569740594865,0.03072214720997647,0.059520185948698075,0.02397631454735477,0.0691501661210432,0.04221708617240872,0.049403747870528106,0.07670454545454546,0.08166969147005444
0.0008074795457413502,0.0018936595978995153,0.0004138684548528888,0.003794052074673824,0.0011018957395024795,0.010585621341106204,0.0036960501680834315,0.00015979794796232028,0.011624441132637853,0.0016838035625333582,0.023889145699600826,0.0007368009790268845,0.020515686238305568,0.6915109954769121,0.03226779252110977,0.026835988876055848,0.02268180589312028,0.023550183349178324,0.023473927429076877,0.03749411992584188,0.01733683228154055,0.039942070610570896,0.01515527331538437,0.03066439522998296,0.04261363636363636,0.05662431941923775
