Centrality Values,Degree Centrality,Laplacian Centrality,EHCC Value,LGC Scores,Semi local centrality,I-GSM Values,Societal Capital Scores,Global Relative Change in Avg Degree,DIL Centrality,Second order centrality,HCC Value,Extended Improved Gravity Index Values,Eigenvector Centrality,Improved Gravity Index Values,Node H-Index,Constraint Coefficients,Leverage Centrality,Volume Centrality,Global Relative Change in Avg Clustering,Density Centrality,P Value,MCGM Values,Clustering Coefficient,H Values,Average Spreading Ability
0.16762835168274257,0.24999999999999997,0.16748768472906403,0.24676338803842934,0.052845623067243254,0.20277169948942378,0.43971544787485284,0.3380281690140845,0.22267762218375203,0.08024304117951321,0.8258472009723291,0.5626731591690017,0.1789231779382797,2.391846967016423e-05,0.35795454545454547,0.75,0.7957731294325782,0.578376703637497,0.35882352941176465,0.048610779569275286,0.09946949600389486,0.7455621301775147,0.041749532672036876,0.2,7.03097535094441e-06,0.35581787521079256
0.11270929933567003,0.187500035531249,0.11330049261083745,0.15046139925906266,0.029467121606377843,0.16046681254558717,0.41659333961997336,0.23943661971830987,0.15790078095615184,0.06426562978503865,0.8233484288123589,0.466123751459292,0.11736703873933027,3.408382007711692e-05,0.29261363636363635,0.5,0.8209363489004966,0.5758983889173669,0.3294117647058823,0.058082474557499,0.07095490717506582,0.6568047337278106,0.02936136749853445,0.0,7.0017221222715696e-06,0.3241989881956155
0.11354749181282824,0.187500035531249,0.11822660098522168,0.19280849297724306,0.02675175839163606,0.15390226112326771,0.39610938069231616,0.2535211267605634,0.15790078095615184,0.03439436197203129,0.8112749316945567,0.5136428510434952,0.12738017071569271,1.1839641539549855e-05,0.2556818181818182,0.5,0.6422306676432219,0.5350061960352205,0.2352941176470588,0.3176708943530724,0.06034482759475899,0.7337278106508875,0.026306553202364052,0.333333333,2.7846259207067613e-06,0.33305227655986513
0.14578909671873033,0.24999999999999997,0.1527093596059113,0.23482712248762852,0.04153264409656763,0.18453683442742524,0.3928442206256175,0.29577464788732394,0.22267762218375203,0.060587125724927055,0.8064770764834892,0.5412643776615067,0.16185160866710438,2.0131378342083815e-05,0.30113636363636365,0.5,0.7518074268266021,0.6343600639481362,0.2941176470588235,0.34141149271634863,0.08952254646769636,0.7455621301775147,0.03618863265790658,0.2,5.9076279204254024e-06,0.3069139966273188
0.11586448948757806,0.12499999999999997,0.11330049261083745,0.1778354828490995,0.04140851320675086,0.22465353756382203,0.44286471344363676,0.28169014084507044,0.09312384536686971,0.03536002970353338,0.7932645838150918,0.6117874235592844,0.12212738017071569,3.448246126954644e-05,0.34659090909090906,0.5,0.7297211993875241,0.3578066917057704,0.37058823529411766,0.05088836871955656,0.05238726791578124,0.8934911242603549,0.02716908813477626,0.0,6.082561055414899e-06,0.3802698145025295
0.02974001014471733,0.0,0.009852216748768475,0.03601331210989403,0.001453883046978887,0.03355215171407731,0.22895977676110396,0.028169014084507046,0.0,0.0,0.667449269968756,0.039123499510757234,0.033158240315167425,7.075879290017123e-06,0.029829545454545456,0.0,0.0,0.1635687733687346,0.08823529411764705,0.018514810618705305,0.0013262599464962913,0.047337278106508875,0.00190660588082406,0.0,4.1564201154941217e-07,0.17327150084317033
0.12865848734123655,0.187500035531249,0.10344827586206896,0.14757339318208398,0.027189319778240163,0.1363967906637491,0.39020140723030283,0.2112676056338028,0.15790078095615184,0.062004082705526695,0.772882798516575,0.4114683904924518,0.1283650689428759,0.00011999099704567792,0.2755681818181818,0.25,0.8209363489004966,0.6031598514521808,0.3294117647058823,0.026428343406464043,0.06564986738908064,0.5798816568047337,0.028426072987612273,0.0,2.8220689305823186e-05,0.26602023608768977
0.16594872106866354,0.31250003553124905,0.18719211822660098,0.20095812395289275,0.047123189046690286,0.19328956965718455,0.4651488345223307,0.323943661971831,0.28745446341135217,0.12818923548101663,0.877313698266752,0.5027285704199322,0.162344057780696,1.2656855984030366e-05,0.31534090909090906,0.5,0.8816704360725335,0.7229598158061696,0.3058823529411765,0.05652431235703403,0.13992042441788247,0.6449704142011834,0.04505106676735184,0.066666667,4.097796907223085e-06,0.32040472175379425
0.055981195566526726,0.06250003553124903,0.049261083743842374,0.11230377365197415,0.00808557583543968,0.08023340627279357,0.2678106258925522,0.1267605633802817,0.028347004139269535,0.0035179621393206634,0.7450296981043235,0.43388464453684367,0.06533158240315168,5.481314520299053e-06,0.15625,0.25,0.29454892123726184,0.2760223047147117,0.15294117647058822,0.20688143532445008,0.013925729442379308,0.7041420118343195,0.00997597389715676,1.0,6.448606971422167e-07,0.22217537942664423
0.11241840679829143,0.187500035531249,0.09852216748768473,0.1775937827665169,0.022553031043583905,0.12837345003646974,0.46665294277219405,0.1971830985915493,0.15790078095615184,0.06437870714956814,0.8601494195231246,0.47888506409901294,0.12048588312541036,1.2896040699488076e-05,0.25,0.5,0.8209363489004966,0.5973181092613696,0.2941176470588235,0.09765013849629268,0.06299734749608807,0.7218934911242603,0.02630700006657751,0.0,3.030845480678572e-06,0.44055649241146716
0.097058306601948,0.12499999999999997,0.10837438423645321,0.16713250742229036,0.03616398311199244,0.2064186725018235,0.38425968124508636,0.26760563380281693,0.09312384536686971,0.021288181149768694,0.7634965618830175,0.6046511627047305,0.10636900853578463,3.3087217096043125e-05,0.3096590909090909,0.25,0.5241830614195669,0.3986988845879169,0.31176470588235294,0.3011244252077701,0.04840848807629236,0.8934911242603549,0.024468134217291056,0.333333333,5.833058567976798e-06,0.3752107925801012
0.06472541742150426,0.06250003553124903,0.0394088669950739,0.11127499894649216,0.007348548677152624,0.07439824945295405,0.2697680135464743,0.09859154929577466,0.028347004139269535,0.0035179621393206634,0.7255823404104297,0.35437830576835394,0.07156927117531188,1.104235915469082e-05,0.15056818181818182,0.25,0.21405155219979544,0.33882103050570855,0.17647058823529413,0.3018438287775549,0.012599469495883017,0.5798816568047337,0.009468390723335683,1.0,1.3014461904003785e-06,0.1315345699831366
0.09928523712456712,0.12499999999999997,0.07389162561576355,0.15755746577916965,0.017171956970027043,0.1174325309992706,0.3971595034215177,0.16901408450704225,0.09312384536686971,0.031896190074900556,0.8040052581227484,0.4708252875004217,0.10636900853578463,1.4052100157533677e-05,0.23011363636363635,0.5,0.7297211993875241,0.4512745618516857,0.2705882352941177,0.05016894176974026,0.03647214854948925,0.7337278106508875,0.019063560988592472,0.0,2.4797826559797573e-06,0.306070826306914
0.4376305946480666,0.687500035531249,0.5024630541871922,0.592338727186306,0.22892373863620494,0.36323851203501095,0.4882082691837487,0.5070422535211268,0.6761156995003171,0.3948695045593727,0.7931044088429298,0.7321803375899133,0.33223900196979644,0.0001277645002980535,0.4460227272727273,0.5,0.9931788453498949,0.9622210191425451,0.4529411764705882,0.062398966116302274,0.4820954908473475,0.9053254437869822,0.11428655087914977,0.015151515,6.767485297200136e-05,0.42959527824620575
0.13229930983495578,0.24999999999999997,0.19704433497536944,0.32125659258416456,0.06951174666126697,0.21954777534646244,0.31023387427047355,0.4225352112676056,0.22267762218375203,0.02837822792502601,0.6435370486575824,0.7390647301782222,0.3929743926460932,0.0017148308291865236,0.7357954545454546,1.0,0.5961822199663768,0.49814126365321104,0.2588235294117647,0.23853556647548502,0.08620689653893195,1.0,0.06147291224895603,0.7,0.0009078517920460676,0.38406408094435085
0.16503831259930846,0.31250003553124905,0.23645320197044337,0.38157005900369784,0.08626941678653055,0.2428884026258206,0.33084131562805447,0.4647887323943662,0.28745446341135217,0.028485721210661934,0.6567042677481332,0.7604735116857173,0.4658568614576493,0.001962133872528061,0.7585227272727273,0.75,0.6288777832838526,0.5910780668848552,0.24705882352941175,0.32558442714083113,0.1080901856686255,1.0,0.07321360617564458,0.6,0.0012696161532710591,0.38195615514333897
0.09000101809551536,0.24999999999999997,0.12315270935960591,0.16600457371656566,0.02461981035903308,0.09336250911743253,0.17633848013446785,0.2112676056338028,0.22267762218375203,0.035179621393206635,0.592286554397515,0.5046595587008664,0.18680236375574522,0.0008183485767973658,0.18465909090909094,0.25,0.8371361595187997,0.7769516727347605,0.1588235294117647,0.13721780243508636,0.0729442970989785,0.757396449704142,0.027203932158818347,0.1,0.00026476012727734205,0.2537942664418213
0.13229930983495578,0.24999999999999997,0.19704433497536944,0.32125659258416456,0.06951174666126697,0.21954777534646244,0.31023387427047355,0.4225352112676056,0.22267762218375203,0.02837822792502601,0.6435370486575824,0.7390647301782222,0.3929743926460932,0.0017148308291865236,0.7357954545454546,1.0,0.5961822199663768,0.49814126365321104,0.2588235294117647,0.23853556647548502,0.08620689653893195,1.0,0.06147291224895603,0.7,0.0009078517920460676,0.34106239460370996
0.16916192745130706,0.31250003553124905,0.2315270935960591,0.3712079426986959,0.0841095393037188,0.22975929978118162,0.317229544825709,0.4507042253521127,0.28745446341135217,0.034116554658322876,0.649570077134219,0.7533372513592467,0.44566644780039394,0.0018897486048067096,0.7585227272727273,0.75,0.6607186270797981,0.6047087978455706,0.2647058823529411,0.2781032304142787,0.1080901856686255,1.0,0.07192395888339308,0.533333333,0.0011671977857496134,0.3768971332209106
0.18076598410740094,0.31250003553124905,0.24630541871921183,0.38202247196179623,0.10725684698230048,0.27862873814733774,0.3995102072696788,0.4929577464788733,0.28745446341135217,0.07981865209827324,0.6810570330633956,0.774746033394825,0.45912672357189754,0.0018703307923234676,0.9119318181818182,1.0,0.7048481787297786,0.5706319704437819,0.37058823529411766,0.1119190418713452,0.12798408490775232,1.0,0.08403741226182215,0.466666667,0.0011552047827256152,0.3524451939291738
0.09912295398023957,0.187500035531249,0.12315270935960591,0.2325092807010274,0.034829576046462196,0.14806710430342818,0.2936854082994423,0.26760563380281693,0.15790078095615184,0.032174695387477026,0.6689573281956165,0.6450340024905463,0.2624753775443204,0.0010904670343676406,0.4161931818181818,0.5,0.7026417010378214,0.521375464461122,0.2529411764705882,0.034341876194222784,0.055039787808773825,0.9704142011834319,0.037279847744113755,0.333333333,0.0004169430439150807,0.346964586846543
0.09996642065451203,0.187500035531249,0.12807881773399013,0.24890150415658152,0.03459372735581034,0.14587892049598833,0.24776629763676128,0.28169014084507044,0.15790078095615184,0.022016579720742502,0.6376340859644185,0.6521702628170168,0.25558108995403805,0.0011657304914983336,0.40767045454545453,0.5,0.6171274980273529,0.49216675534721505,0.2235294117647059,0.1356596402346214,0.05238726791578124,0.9704142011834319,0.03617338995359058,0.5,0.00044572030672901456,0.3043844856661046
0.013745382839995404,0.0,0.014778325123152709,0.040531244389799,0.001810759355202093,0.024070021881838075,0.0931301439155333,0.04225352112676056,0.0,0.0,0.4826809698702236,0.06179162129331081,0.020682862770847008,0.00017002046669558233,0.03125,0.0,0.0,0.12267657987320518,0.07647058823529412,0.034341876194222784,0.001989389915576192,0.07692307692307691,0.0022360130770644566,0.0,9.999386641223609e-06,0.142495784148398
0.013745382839995404,0.0,0.014778325123152709,0.040531244389799,0.001810759355202093,0.024070021881838075,0.0931301439155333,0.04225352112676056,0.0,0.0,0.4826809698702236,0.06179162129331081,0.020682862770847008,0.00017002046669558233,0.03125,0.0,0.0,0.12267657987320518,0.07647058823529412,0.034341876194222784,0.001989389915576192,0.07692307692307691,0.0022360130770644566,0.0,9.999386641223609e-06,0.07166947723440134
0.013745382839995404,0.0,0.014778325123152709,0.040531244389799,0.001810759355202093,0.024070021881838075,0.0931301439155333,0.04225352112676056,0.0,0.0,0.4826809698702236,0.06179162129331081,0.020682862770847008,0.00017002046669558233,0.03125,0.0,0.0,0.12267657987320518,0.07647058823529412,0.034341876194222784,0.001989389915576192,0.07692307692307691,0.0022360130770644566,0.0,9.999386641223609e-06,0.09359190556492411
0.058699032628071274,0.12499999999999997,0.08866995073891626,0.1512918559640592,0.02090519348126632,0.10065645514223194,0.21291953240227812,0.2112676056338028,0.09312384536686971,0.02097375523095157,0.594086303522478,0.5046595587008664,0.14198949441891004,0.0006696115614899886,0.2414772727272727,0.5,0.617391431252688,0.3831209064347253,0.2411764705882353,0.018514810618705305,0.038461538465065434,0.757396449704142,0.022189520121934765,0.333333333,0.0001575554860048634,0.25084317032040476
0.2269834139463591,0.31250003553124905,0.22167487684729062,0.3276523485676026,0.10650895837115446,0.29978118161925604,0.4615055810366816,0.4225352112676056,0.28745446341135217,0.11704553199858804,0.7539667400489517,0.6582990511346739,0.3125410374261326,0.000631963887276945,0.5028409090909092,0.75,0.8027777775862261,0.6372366788539695,0.5705882352941176,0.22270850089996752,0.15185676392801262,0.8461538461538461,0.06937928933449486,0.2,0.00026022060069962364,0.3815345699831366
0.05084087676298983,0.06250003553124903,0.0394088669950739,0.0977955713179774,0.007177868703654568,0.06929248723559446,0.2687872426720181,0.09859154929577466,0.028347004139269535,0.008794905348301659,0.6866697099720508,0.2611871380880227,0.0809258043335522,0.00025143097101353837,0.15625,0.25,0.5472908992669977,0.3271375467374691,0.18823529411764706,0.09765013849629268,0.015251989388875599,0.40236686390532544,0.011408326695728489,0.0,3.697520163173518e-05,0.24536256323777406
0.2249642058359834,0.31250003553124905,0.24630541871921183,0.27854384999411624,0.11992130101585616,0.3690736688548505,0.5220196965578062,0.4929577464788733,0.28745446341135217,0.19178128721167328,0.7837752987813695,0.7188313326810096,0.24261326329612606,0.0002630932190980639,0.5284090909090909,0.75,0.8840690566534053,0.6065675338856682,0.5352941176470588,0.0034071719930041326,0.18368700267726956,0.8934911242603549,0.07028502070018022,0.066666667,9.2856548102185e-05,0.4839797639123103
0.1171274580922802,0.12499999999999997,0.09852216748768473,0.15199836387977048,0.03122512533340781,0.20350109409190373,0.3484446599753386,0.23943661971830987,0.09312384536686971,0.012520337049775026,0.7111920950361855,0.5965913861061393,0.10965200262639527,4.0063437963559684e-05,0.2727272727272727,0.25,0.6401952183572857,0.48194370681998694,0.2705882352941177,0.0996890409048147,0.044429708228466994,0.9053254437869822,0.0211329278311354,0.333333333,5.903348389978274e-06,0.20362563237774028
0.05098287453380114,0.0,0.049261083743842374,0.09265789524757355,0.013370448469388547,0.13785557986870897,0.29012689900427463,0.14084507042253522,0.0,0.0,0.6451096513429043,0.5404248176541622,0.050886408404464865,2.6509637420956095e-05,0.09090909090909091,0.0,0.0,0.012582213619156346,0.19999999999999998,0.01923423756852161,0.006631299732481459,0.8934911242603549,0.005339739099907393,0.0,1.5652528617987468e-06,0.15725126475548062
0.05098287453380114,0.0,0.049261083743842374,0.09265789524757355,0.013370448469388547,0.13785557986870897,0.29012689900427463,0.14084507042253522,0.0,0.0,0.6451096513429043,0.5404248176541622,0.050886408404464865,2.6509637420956095e-05,0.09090909090909091,0.0,0.0,0.012582213619156346,0.19999999999999998,0.01923423756852161,0.006631299732481459,0.8934911242603549,0.005339739099907393,0.0,1.5652528617987468e-06,0.17706576728499157
0.05098287453380114,0.0,0.049261083743842374,0.09265789524757355,0.013370448469388547,0.13785557986870897,0.29012689900427463,0.14084507042253522,0.0,0.0,0.6451096513429043,0.5404248176541622,0.050886408404464865,2.6509637420956095e-05,0.09090909090909091,0.0,0.0,0.012582213619156346,0.19999999999999998,0.01923423756852161,0.006631299732481459,0.8934911242603549,0.005339739099907393,0.0,1.5652528617987468e-06,0.17453625632377742
0.05098287453380114,0.0,0.049261083743842374,0.09265789524757355,0.013370448469388547,0.13785557986870897,0.29012689900427463,0.14084507042253522,0.0,0.0,0.6451096513429043,0.5404248176541622,0.050886408404464865,2.6509637420956095e-05,0.09090909090909091,0.0,0.0,0.012582213619156346,0.19999999999999998,0.01923423756852161,0.006631299732481459,0.8934911242603549,0.005339739099907393,0.0,1.5652528617987468e-06,0.1618887015177066
0.05098287453380114,0.0,0.049261083743842374,0.09265789524757355,0.013370448469388547,0.13785557986870897,0.29012689900427463,0.14084507042253522,0.0,0.0,0.6451096513429043,0.5404248176541622,0.050886408404464865,2.6509637420956095e-05,0.09090909090909091,0.0,0.0,0.012582213619156346,0.19999999999999998,0.01923423756852161,0.006631299732481459,0.8934911242603549,0.005339739099907393,0.0,1.5652528617987468e-06,0.15050590219224286
0.05098287453380114,0.0,0.049261083743842374,0.09265789524757355,0.013370448469388547,0.13785557986870897,0.29012689900427463,0.14084507042253522,0.0,0.0,0.6451096513429043,0.5404248176541622,0.050886408404464865,2.6509637420956095e-05,0.09090909090909091,0.0,0.0,0.012582213619156346,0.19999999999999998,0.01923423756852161,0.006631299732481459,0.8934911242603549,0.005339739099907393,0.0,1.5652528617987468e-06,0.1703204047217538
0.06599203739343931,0.06250003553124903,0.08374384236453203,0.10794077729045749,0.02427845041203697,0.1648431801604668,0.32668917799348735,0.22535211267605637,0.028347004139269535,0.009557130479660456,0.6462508325075708,0.5832423811972355,0.06533158240315168,2.8104202190674164e-05,0.26704545454545453,0.25,0.5472908992669977,0.18109399932778514,0.2588235294117647,0.03506130314403909,0.027188328915678718,0.8934911242603549,0.016460679810635863,0.0,3.3005145225524594e-06,0.21500843170320405
0.16718288444297258,0.187500035531249,0.17241379310344826,0.23330255274195105,0.07674237099309367,0.3026987600291758,0.4595453863890956,0.4084507042253521,0.15790078095615184,0.0643158864071316,0.7439346253244572,0.682226513192286,0.16480630334865395,5.700568864181417e-05,0.45454545454545453,0.5,0.755850538344937,0.4043414766858764,0.4529411764705882,0.08386197532929722,0.09748010611332815,0.9053254437869822,0.04251999745440319,0.166666667,1.3409879289061716e-05,0.4460370994940978
0.03618954823581291,0.06250003553124903,0.02955665024630542,0.042291316761052945,0.0031094787899100204,0.04959883296863603,0.22691525849277533,0.07042253521126761,0.028347004139269535,0.007915414813471492,0.6786841430790626,0.08538325934798506,0.04136572554169402,2.870216397931844e-05,0.09659090909090909,0.25,0.5472908992669977,0.4293680295562182,0.1,0.018514810618705305,0.012599469495883017,0.09467455621301775,0.007056132020732955,0.0,3.3884500796852493e-06,0.11677908937605397
0.03333255338698886,0.0,0.019704433497536946,0.04274992717615741,0.0029620733582526094,0.05178701677607586,0.26687329009553296,0.05633802816901409,0.0,0.0,0.7053672532432733,0.09377885994951415,0.03578463558765594,2.65096205404948e-06,0.046875,0.0,0.0,0.09346787075929819,0.12352941176470589,0.026428343406464043,0.002652519892992583,0.1242603550295858,0.0029229188053571057,0.0,1.5593899948390717e-07,0.10581787521079258
0.1141536193670445,0.187500035531249,0.10837438423645321,0.14612939014359466,0.024138803160993108,0.14587892049598833,0.39182379646999355,0.22535211267605637,0.15790078095615184,0.03628526662191615,0.8457046337233769,0.44966837373108837,0.11326329612606698,5.321858043327246e-06,0.24715909090909088,0.5,0.7661312468353794,0.5978049212128345,0.2529411764705882,0.05652431235703403,0.06299734749608807,0.6390532544378698,0.02516172737430479,0.166666667,1.0962632237572029e-06,0.29131534569983136
0.16561178068654378,0.24999999999999997,0.15763546798029557,0.20217282178382984,0.04726593956997956,0.19693654266958427,0.49262588034999966,0.3098591549295775,0.22267762218375203,0.09278485539166675,0.9006293551357496,0.498698681856595,0.1664478003939593,9.88629969664522e-06,0.3494318181818182,0.5,0.8352267228678378,0.6173216499405503,0.3764705882352941,0.040697246781516545,0.10610079577805878,0.650887573964497,0.04152391618961594,0.1,2.9077357006926663e-06,0.3309443507588533
0.08138783987841083,0.12499999999999997,0.07389162561576355,0.11644985964198704,0.013904211295600646,0.1050328227571116,0.39440175041060016,0.16901408450704225,0.09312384536686971,0.03022096999515562,0.8246474063373452,0.3900596089849568,0.08273145108338804,5.6607030568923364e-06,0.21306818181818182,0.25,0.7297211993875241,0.4751283413396292,0.2352941176470588,0.026428343406464043,0.038461538465065434,0.5798816568047337,0.018267928804910287,0.0,9.966029256733747e-07,0.25590219224283306
0.013697103604167465,0.0,0.004926108374384237,0.009488277556890183,0.0006066897239794502,0.02261123267687819,0.14902581459429493,0.014084507042253523,0.0,0.0,0.5588360170457256,0.016455377728203664,0.01969796454366382,1.2716652162894793e-05,0.014204545454545456,0.0,0.0,0.22490706330533716,0.04117647058823529,0.018514810618705305,0.0006631299690799002,0.01775147928994083,0.0010809219686131687,0.0,7.503833657015641e-07,0.09148397976391232
0.07745693626225365,0.12499999999999997,0.05911330049261085,0.07125814188994321,0.01142314513538801,0.08460977388767323,0.2720486678537182,0.1267605633802817,0.09312384536686971,0.021777860860786032,0.6832994407176275,0.12946016316611697,0.07386736703873933,6.119142116232411e-05,0.17613636363636365,0.25,0.7297211993875241,0.6065675338856682,0.21176470588235294,0.026428343406464043,0.03249336870166388,0.1242603550295858,0.014782200571326598,0.0,8.996921289909807e-06,0.2103709949409781
0.02688017531236148,0.06250003553124903,0.024630541871921183,0.021474122607812368,0.002052814590344789,0.03646973012399708,0.18133312807553914,0.05633802816901409,0.028347004139269535,0.007622251303034091,0.6520947852754125,0.06892788214786467,0.0325016414970453,1.8696270049337555e-05,0.07386363636363637,0.25,0.5472908992669977,0.47026022305174753,0.07058823529411765,0.018514810618705305,0.011273209549386726,0.07692307692307691,0.005656974351042229,0.0,2.198388873154831e-06,0.13069139966273188
0.06816460308379539,0.24999999999999997,0.10344827586206896,0.06532099632160959,0.010357171119086522,0.06199854121079504,0.1804893442300199,0.15492957746478875,0.22267762218375203,0.04221554567184796,0.5891569188531709,0.13130719518227507,0.04432042022324359,1.3254817772674642e-05,0.05113636363636363,0.0,0.8756654388271963,0.8587360591124363,0.08823529411764705,0.018514810618705305,0.07625994696105098,0.10059171597633136,0.01391682635448514,0.0,2.3390857645672946e-06,0.12183811129848232
0.013120592710904704,0.0,0.014778325123152709,0.012971237674307046,0.0011963114506090946,0.020423048869438368,0.11205609415532398,0.04225352112676056,0.0,0.0,0.4800039436453041,0.06179162129331081,0.005252790544977019,2.7506223521568592e-06,0.025568181818181816,0.0,0.0,0.12267657987320518,0.05294117647058824,0.018514810618705305,0.001989389915576192,0.07692307692307691,0.0013979980188632791,0.0,8.090065739726016e-08,0.04721753794266443
0.013120592710904704,0.0,0.014778325123152709,0.012971237674307046,0.0011963114506090946,0.020423048869438368,0.11205609415532398,0.04225352112676056,0.0,0.0,0.4800039436453041,0.06179162129331081,0.005252790544977019,2.7506223521568592e-06,0.025568181818181816,0.0,0.0,0.12267657987320518,0.05294117647058824,0.018514810618705305,0.001989389915576192,0.07692307692307691,0.0013979980188632791,0.0,8.090065739726016e-08,0.05902192242833052
0.013120592710904704,0.0,0.014778325123152709,0.012971237674307046,0.0011963114506090946,0.020423048869438368,0.11205609415532398,0.04225352112676056,0.0,0.0,0.4800039436453041,0.06179162129331081,0.005252790544977019,2.7506223521568592e-06,0.025568181818181816,0.0,0.0,0.12267657987320518,0.05294117647058824,0.018514810618705305,0.001989389915576192,0.07692307692307691,0.0013979980188632791,0.0,8.090065739726016e-08,0.04468802698145025
