LGC Scores,Local Gravity Model Centrality,Laplacian Centrality,MCGM Values,HCC Value,HVGc Index,P Value,Semi local centrality,Degree Centrality,Coreness Centrality,Improved Gravity Index Values,PageRank Centrality,MDD Value,Clustered Local Degree,Betweenness Centrality,Constraint Coefficients,Clustering Coefficient,DIL Centrality,GGC Values,CLC Values,Global Relative Change in Avg Clustering,PE Values,I-GSM Values,DNC Scores,Subgraph centrality,Average Spreading Ability
0.1511949685534591,0.0625,0.06666666666666665,0.2115738739058205,0.0959302326218564,0.10440948642009679,0.08333333333333333,0.29166666666666674,0.0,0.0,0.2857142857142856,0.11133154548412683,0.28571428571428603,0.46666666700000015,0.47268907587242254,0.3808244478869416,0.5000000007499998,0.1645569620781926,0.28331051087201786,0.2514157860010307,0.651289004080845,0.45771222839607395,0.32566460372559236,0.0,0.12663588049078933,0.5473684210526313
0.610566037735849,0.5208333333333333,0.5333333333333332,0.5959707420322664,0.3633720932188007,0.6321794111537908,0.25,0.7708333333333333,0.49999999225000025,0.5,0.714285714285714,0.5420768391264765,0.4285714285714284,0.5333333329999999,1.0,0.9674670475446314,0.0,0.8987341770950167,0.8352643556810224,0.8412136486599437,0.8914518306306913,0.8166321333327817,0.7788380949243634,0.43333333340000013,0.41894998773749836,0.8
0.8052830188679245,0.6041666666666665,0.6000000000000001,0.8561888960110993,0.5174418607858978,0.6841274307947783,0.4166666666666667,0.9999999999999998,0.49999999225000025,0.5,0.964285714285714,0.48520859840300057,0.4285714285714284,0.8999999999999999,0.8928571422291417,0.7145495750242163,0.250000000375,0.6962025316647972,0.8017500388027813,0.7850426493741138,0.7598371734501537,0.9923475872787817,0.9833449403766781,0.33333333340000004,0.5533806880880429,0.9105263157894739
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19391017291682644,0.28571428571428603,0.2999999999999998,0.43907563064203625,0.30806257414274185,0.5000000007499998,0.12658227853629223,0.2321998803825161,0.10661074109041141,0.8683853428194623,0.34880839733752866,0.04548342548208484,0.0,0.09690806793883266,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19391017291682644,0.28571428571428603,0.2999999999999998,0.43907563064203625,0.30806257414274185,0.5000000007499998,0.12658227853629223,0.2321998803825161,0.10661074109041141,0.8683853428194623,0.34880839733752866,0.04548342548208484,0.0,0.09690806793883266,0.30000000000000004
0.0320754716981132,0.0,0.0,0.009724058521091816,0.0,0.06385292015544775,0.0,0.0625,0.0,0.0,0.10714285714285698,0.1877163973924456,0.28571428571428603,0.0,0.8823529407167574,0.7856789692121424,0.0,0.5063291139552956,0.4501565524883654,0.35041947201045126,1.0,0.22307570368811747,0.08303695854360282,0.06666666680000022,0.0,0.22631578947368403
0.29874213836477986,0.125,0.1333333333333333,0.49550849674426173,0.36627907007943483,0.2656322017554448,0.4166666666666667,0.5625,0.0,0.0,0.4642857142857142,0.02336857617371013,0.28571428571428603,0.6333333329999997,0.02310924371800191,0.49649716826557055,0.5000000007499998,0.1645569620781926,0.28770179533747725,0.3858776134036446,0.023066487811229094,0.5724572567434736,0.4474805488067961,0.03333333340000011,0.20055052982416777,0.963157894736842
0.8475471698113208,0.6041666666666665,0.6000000000000001,1.0,0.5755813949753247,0.8513420185767825,0.49999999999999994,0.9999999999999998,0.49999999225000025,0.5,1.0,0.46272252141580106,0.0,0.6666666670000001,0.8823529407167574,1.0,0.0,0.9999999999999999,1.0,1.0,0.7829036612613828,0.9518322619971924,1.0,0.4,0.4607662743898967,0.9842105263157894
0.26880503144654083,0.125,0.1333333333333333,0.5215945388439522,0.5988372091045836,0.23701622514795395,0.7499999999999999,0.5,0.0,0.0,0.4285714285714284,0.024513174419497297,0.28571428571428603,0.6333333329999997,0.1974789919496328,0.49649716826557055,0.5000000007499998,0.1645569620781926,0.3012903607498228,0.35484796087962805,0.21709633873861722,0.5037982094592024,0.4505996096699132,0.0,0.20572944881667576,0.4789473684210528
0.22817610062893084,0.125,0.1333333333333333,0.006365758325438731,0.7732558139403055,0.13874494198555015,0.9999999999999999,0.29166666666666674,0.0,0.0,0.2857142857142856,0.05972859379627282,0.28571428571428603,1.0,0.0,0.0,1.0,0.0,0.020957356271055452,0.06670115263242815,0.2605155992053366,0.11230637710747504,0.0796541534840376,0.21333333340000016,0.3519786799987249,0.08421052631578951
0.22817610062893084,0.125,0.1333333333333333,0.006365758325438731,0.7732558139403055,0.13874494198555015,0.9999999999999999,0.29166666666666674,0.0,0.0,0.2857142857142856,0.05972859379627282,0.28571428571428603,1.0,0.0,0.0,1.0,0.0,0.020957356271055452,0.06670115263242815,0.2605155992053366,0.11230637710747504,0.0796541534840376,0.21333333340000016,0.3519786799987249,0.3052631578947367
0.17899371069182385,0.125,0.1333333333333333,0.27828013269435964,0.7732558139403055,0.14922253968613652,0.9999999999999999,0.10416666666666674,0.0,0.0,0.17857142857142838,0.03562507769283352,0.28571428571428603,1.0,0.0,0.05806024385981079,1.0,0.0,0.0,0.0,0.21709633873861722,0.0,0.0,0.20000000000000007,0.39646704747086925,0.24736842105263146
0.0320754716981132,0.0,0.0,0.04663247704477186,0.0,0.06385292015544775,0.0,0.0625,0.0,0.0,0.10714285714285698,0.18532300110049604,0.28571428571428603,0.0,0.9831932764079162,0.7856789692121424,0.0,0.5063291139552956,0.4501565524883654,0.35041947201045126,1.0,0.22307570368811747,0.10725396693683775,0.06666666680000022,5.306174805097541e-07,0.11052631578947358
0.22817610062893084,0.125,0.1333333333333333,0.006365758325438731,0.7732558139403055,0.13874494198555015,0.9999999999999999,0.29166666666666674,0.0,0.0,0.2857142857142856,0.05972859379627282,0.28571428571428603,1.0,0.0,0.0,1.0,0.0,0.020957356271055452,0.06670115263242815,0.2605155992053366,0.11230637710747504,0.0796541534840376,0.21333333340000016,0.3519786799987249,0.3263157894736841
0.23974842767295595,0.0625,0.06666666666666665,0.4878965001291769,0.6191860463732085,0.2331333825631161,0.8333333333333333,0.3125,0.0,0.0,0.4642857142857142,0.04254762342192131,0.28571428571428603,0.13333333299999994,0.5462184864591131,0.8435153318193898,0.0,0.5443037974971957,0.5926158220375033,0.5236409461812892,0.8914518306306913,0.41799115700700673,0.37149787312736304,0.03333333340000011,0.042229079742561515,0.6473684210526318
0.2709433962264151,0.125,0.1333333333333333,0.41354598139505133,0.30813953513419423,0.25132421357329704,0.3333333333333333,0.5416666666666667,0.0,0.0,0.4285714285714284,0.03651797400854795,0.28571428571428603,0.6333333329999997,0.03781512661685262,0.49649716826557055,0.5000000007499998,0.1645569620781926,0.2751672910643977,0.37553439589563914,0.023066487811229094,0.5198820488396385,0.40669049388697953,0.03333333340000011,0.19941031585434355,0.5631578947368421
0.4143396226415094,0.1875,0.19999999999999996,0.660498753312514,0.520348836890718,0.36611164261319795,0.5833333333333333,0.6875,0.0,0.0,0.6785714285714284,0.0,0.28571428571428603,0.7999999999999998,0.2310924371800191,0.5655276636210487,0.5000000007499998,0.20253164562009285,0.3429472232007963,0.4479369182502196,0.0,0.5563734215326555,0.6448470776874147,0.0,0.2347791731930583,0.8473684210526315
