Leverage Centrality,Constraint Coefficients,Clustering Coefficient,Global Relative Change in Avg Clustering,Second order centrality,Eccentricity Centrality,DIL Centrality,Volume Centrality,PageRank Centrality,Closeness Centrality,P Value,DNC Scores,HVGc Index,PE Values,HCC Value,GSM,Global Relative Change in Avg Degree,Centrality Values,Clustered Local Degree,CLC Values,Degree Centrality,Subgraph centrality,Extended Improved Gravity Index Values,EHCC Value,GIN Values,Average Spreading Ability
0.38330627037993764,0.722407216199665,1.0,0.09566104960443016,0.7782116082325912,0.5,0.0858938188147563,0.916030534351145,0.1851048833726237,0.5445673630745516,0.875,0.2184694368470045,0.21275043074218924,0.30106263780853115,0.641118779414107,0.5622263889616924,0.17391304291727427,0.29723322754051823,0.6952715655507407,0.21754987411022716,0.23999999954079998,0.21204136056100592,0.42657083580320093,0.370634841696891,0.37445312089717747,0.5776
0.38330627037993764,0.722407216199665,1.0,0.09566104960443016,0.7782116082325912,0.5,0.0858938188147563,0.916030534351145,0.1851048833726237,0.5445673630745516,0.875,0.2184694368470045,0.21275043074218924,0.30106263780853115,0.641118779414107,0.5622263889616924,0.17391304291727427,0.29723322754051823,0.6952715655507407,0.21754987411022716,0.23999999954079998,0.21204136056100592,0.42657083580320093,0.370634841696891,0.37445312089717747,0.528
0.6743487146088005,0.704445570418023,0.4667968745956345,0.03797579527722481,0.7193195970929679,0.19999999880000008,0.11742564556050578,0.8816793893129771,0.28941419341736063,0.4716981057913845,0.625,0.2772620103386485,0.08767516542784008,0.2796968149901109,0.45235500680587815,0.4311184977156489,0.2173913068722657,0.27446939511321283,0.3484664536188871,0.20836569645225142,0.27999999973760004,0.05380481827016302,0.22091730883224658,0.2555544505452761,0.3273046334686001,0.3808
0.2981393337766879,0.5801876427739348,1.0,0.04689175103451722,0.6149483692135683,0.19999999880000008,0.04294690940737815,0.8969465648854962,0.09840654206168553,0.4281267973127898,0.5625,0.09806498759475563,0.04498588040447244,0.16802530188502363,0.37994914667993535,0.37466989934782424,0.043478263954991436,0.1602484091116575,0.3364217252664874,0.10688319906053464,0.1200000005904,0.03084430386707703,0.15805609069353882,0.16690203879398915,0.25838999059665635,0.2864
0.707004371619908,0.8462951439233483,0.35600141973467264,0.09934517668594155,0.8425040625560878,0.5,0.29112519012410687,0.9007633587786259,0.38512034598068945,0.598999808483164,0.875,0.39524121288076297,0.26257062972023537,0.40938933779506836,0.6740525486962621,0.6060133742344626,0.34782608583454855,0.4039561689404944,0.5778071450685149,0.39080546114763604,0.400000000328,0.2654582048151219,0.46544346473029047,0.4463384716239792,0.44947631665062443,0.7776
0.3957275049711314,0.7642352581763978,1.0,0.13549335891796543,0.8186630996846375,0.5,0.10020945528388234,0.9389312977099237,0.23011453011580724,0.598999808483164,1.0,0.2474750703378256,0.317330742922333,0.3668531821434183,0.744763288594356,0.6378142690372322,0.2173913068722657,0.3641890742637444,0.8373162939965908,0.26139765943625515,0.27999999973760004,0.3120001121756239,0.5387151748666271,0.4494148848695645,0.42195709967864586,0.5439999999999999
0.7279783532470739,0.9044371728042557,0.3715820314100056,0.05738555818544663,0.9337676264743372,0.9999999999999998,0.6965638720059466,0.984732824427481,0.5167453137389841,0.8392125267929498,1.0,0.5367998402631601,0.6436335171283265,0.6125645874761471,0.8662065628223025,0.8344293804335758,0.5217391287518228,0.6071513173234431,0.9228234825018229,0.5889885138815538,0.5599999994752,0.651655139972668,0.796708283935981,0.70282778045402,0.6412015959357598,0.8144
0.614985540486555,0.8584627442797368,0.5014204538112184,0.09916895200064522,0.8885785743785453,0.9999999999999998,0.5072070073340964,0.9999999999999999,0.37587417104647847,0.7611786038452137,1.0,0.3644038798521456,0.38037238180338356,0.4711187754011782,0.777697057876511,0.6964538636642117,0.34782608583454855,0.4597712369716212,0.7469241940085403,0.41388496893442617,0.400000000328,0.37925336066699306,0.5788011262596324,0.5298922592975538,0.5007967910803748,0.8224
0.0,0.5743184667593054,1.0,0.0,0.5197270112113,0.19999999880000008,0.01431563646912605,0.8931297709923665,0.0024156036864317054,0.3977358563244431,0.5,0.01648415086596712,0.03312149691944682,0.1021105433831357,0.32606853124414764,0.3246358454367656,0.010351964843468838,0.09757529737007473,0.2691373802131899,0.09492471218515798,0.040000000196800015,0.03002627116470111,0.15327689685832838,0.13119177855862513,0.22414240664612112,0.36639999999999995
0.1805069199695289,0.44564017503378495,1.0,0.12054958410135784,0.4310553884585343,0.0,0.01431563646912605,0.2251908396946565,0.018687004705538607,0.1652023833773999,0.3125,0.030229425635206586,0.006654211658193722,0.07702586916919753,0.17883521005984132,0.14632036274510807,0.010351964843468838,0.08074760671236661,0.07476038339255275,0.03364591222765939,0.040000000196800015,0.003817112612183154,0.056368553645524594,0.06933200730610897,0.09843463239336914,0.019199999999999995
0.43174908630339126,0.6835310246128752,0.17734374961116645,0.3846390625688796,0.4757353273765882,0.5,0.23231515329234495,0.7519083969465649,0.1721077629013329,0.438679286535423,0.375,0.10405505686273289,0.023461664602518445,0.09968847815841785,0.2512410707168412,0.31646263728544444,0.043478263954991436,0.09663519884364133,0.11737380192630781,0.1192878985122571,0.1200000005904,0.017912190732764177,0.12656527860106698,0.11069119842273228,0.2197316309127419,0.20800000000000002
0.33600384458965693,0.2817479954490125,1.0,0.05222162899865505,0.13558389365854095,0.19999999880000008,0.01431563646912605,0.1068702290076336,0.08345627712885811,0.1595197673576504,0.125,0.020506100397798682,0.0007865988444883939,0.028560389058262817,0.06865237931795938,0.10176641031978712,0.010351964843468838,0.022124191443616256,0.014952076678510548,0.00526984167261858,0.040000000196800015,0.00022959898167730218,0.007807868998221695,0.013870379601752914,0.06678661828534388,0.07200000000000001
0.3957275049711314,0.7642352581763978,1.0,0.13549335891796543,0.8186630996846375,0.5,0.10020945528388234,0.9389312977099237,0.23011453011580724,0.598999808483164,1.0,0.2474750703378256,0.317330742922333,0.3668531821434183,0.744763288594356,0.6378142690372322,0.2173913068722657,0.3641890742637444,0.8373162939965908,0.26139765943625515,0.27999999973760004,0.3120001121756239,0.5387151748666271,0.4494148848695645,0.42195709967864586,0.5504
0.38330627037993764,0.722407216199665,1.0,0.09566104960443016,0.7782116082325912,0.5,0.0858938188147563,0.916030534351145,0.1851048833726237,0.5445673630745516,0.875,0.2184694368470045,0.21275043074218924,0.30106263780853115,0.641118779414107,0.5622263889616924,0.17391304291727427,0.29723322754051823,0.6952715655507407,0.21754987411022716,0.23999999954079998,0.21204136056100592,0.42657083580320093,0.370634841696891,0.37445312089717747,0.5408000000000001
0.37841209683588867,0.14366488748915818,1.0,0.04425626608721488,0.3305552757852259,0.19999999880000008,0.01431563646912605,0.4541984732824428,0.05501498022022738,0.24784135763327242,0.1875,0.042419482203901834,0.0029002311864645986,0.04294234294746152,0.10606610958161257,0.20353282080661805,0.010351964843468838,0.046997703508318424,0.03738019169627638,0.02357916337900087,0.040000000196800015,0.003924865158176163,0.05810054831061054,0.04670313277476614,0.1252423622660458,0.136
0.37841209683588867,0.14366488748915818,1.0,0.04425626608721488,0.3305552757852259,0.19999999880000008,0.01431563646912605,0.4541984732824428,0.05501498022022738,0.24784135763327242,0.1875,0.042419482203901834,0.0029002311864645986,0.04294234294746152,0.10606610958161257,0.20353282080661805,0.010351964843468838,0.046997703508318424,0.03738019169627638,0.02357916337900087,0.040000000196800015,0.003924865158176163,0.05810054831061054,0.04670313277476614,0.1252423622660458,0.020799999999999985
0.010873910984601887,0.5664711008950898,1.0,0.038499224338430886,0.5152920215361718,0.19999999880000008,0.01431563646912605,0.916030534351145,0.000417035084822992,0.4177898013796484,0.4375,0.021264440063285872,0.030837109412458243,0.09781766858663889,0.2927715221407638,0.3365966382471759,0.010351964843468838,0.0959421175294703,0.26166134187393464,0.09120879817852423,0.040000000196800015,0.032211460874943754,0.16037159158269115,0.13062821150958823,0.2255386425282403,0.3104
0.2981393337766879,0.5801876427739348,1.0,0.04689175103451722,0.6149483692135683,0.19999999880000008,0.04294690940737815,0.8969465648854962,0.09840654206168553,0.4281267973127898,0.5625,0.09806498759475563,0.04498588040447244,0.16802530188502363,0.37994914667993535,0.37466989934782424,0.043478263954991436,0.1602484091116575,0.3364217252664874,0.10688319906053464,0.1200000005904,0.03084430386707703,0.15805609069353882,0.16690203879398915,0.25838999059665635,0.2288
0.6752698625595109,0.41697351420235396,0.4515624997407776,0.05222162899865505,0.1721646220092632,0.19999999880000008,0.0572625458765042,0.09923664122137404,0.2395847382187159,0.17097245449411602,0.125,0.11780955721597194,0.0021407532806367335,0.043666429304257556,0.08100254279876747,0.11970759925699648,0.043478263954991436,0.03398422571900353,0.0164472843463616,0.01443866413112898,0.1200000005904,0.0007929785951550951,0.010864330171902784,0.024319575678453526,0.08457380460777603,0.06240000000000001
0.43524518614747365,0.7744629216923458,0.8095703122576485,3.032820054704559e-05,0.806624396902249,0.5,0.20360016308464685,0.9122137404580153,0.22306460377760745,0.5577007602992379,0.9375,0.2577281204593245,0.27637049201610264,0.34226058766509015,0.6970577554300295,0.5925404559031534,0.2173913068722657,0.3380824481439383,0.7167651757760996,0.27935834659157543,0.27999999973760004,0.2629319738471819,0.48221695317131,0.4172981931826661,0.4053137278412699,0.6976
0.4924914488827132,0.765830690286728,0.34709821423827697,0.23565634445171704,0.7285424375252273,0.5,0.21426373867938509,0.9198473282442748,0.19142635495508364,0.5317323940852448,0.8125,0.18309194619538474,0.09533676374572203,0.22971960140834918,0.5501876740669521,0.42153297601418804,0.13043478541362857,0.22074732256378793,0.34710178019705284,0.2536314663493634,0.19999999934400003,0.09384496440646548,0.27123777415530526,0.25590585116558845,0.31858092420483236,0.34719999999999995
0.4066842647173215,0.16327083741034754,1.0,0.01717405716448344,0.0,0.0,0.01431563646912605,0.0,0.10241264558160107,0.0,0.0625,0.03377475360027686,0.0,0.0,0.03329700963444085,0.0,0.010351964843468838,0.0,0.0,0.0,0.040000000196800015,0.0,0.0,0.0,0.0,0.0
0.4066842647173215,0.16327083741034754,1.0,0.01717405716448344,0.0,0.0,0.01431563646912605,0.0,0.10241264558160107,0.0,0.0625,0.03377475360027686,0.0,0.0,0.03329700963444085,0.0,0.010351964843468838,0.0,0.0,0.0,0.040000000196800015,0.0,0.0,0.0,0.0,0.011199999999999988
0.2981393337766879,0.5801876427739348,1.0,0.04689175103451722,0.6149483692135683,0.19999999880000008,0.04294690940737815,0.8969465648854962,0.09840654206168553,0.4281267973127898,0.5625,0.09806498759475563,0.04498588040447244,0.16802530188502363,0.37994914667993535,0.37466989934782424,0.043478263954991436,0.1602484091116575,0.3364217252664874,0.10688319906053464,0.1200000005904,0.03084430386707703,0.15805609069353882,0.16690203879398915,0.25838999059665635,0.23520000000000002
0.2981393337766879,0.5801876427739348,1.0,0.04689175103451722,0.6149483692135683,0.19999999880000008,0.04294690940737815,0.8969465648854962,0.09840654206168553,0.4281267973127898,0.5625,0.09806498759475563,0.04498588040447244,0.16802530188502363,0.37994914667993535,0.37466989934782424,0.043478263954991436,0.1602484091116575,0.3364217252664874,0.10688319906053464,0.1200000005904,0.03084430386707703,0.15805609069353882,0.16690203879398915,0.25838999059665635,0.18399999999999994
0.3957275049711314,0.7642352581763978,1.0,0.13549335891796543,0.8186630996846375,0.5,0.10020945528388234,0.9389312977099237,0.23011453011580724,0.598999808483164,1.0,0.2474750703378256,0.317330742922333,0.3668531821434183,0.744763288594356,0.6378142690372322,0.2173913068722657,0.3641890742637444,0.8373162939965908,0.26139765943625515,0.27999999973760004,0.3120001121756239,0.5387151748666271,0.4494148848695645,0.42195709967864586,0.6624
0.5290980011648071,0.6644499732627661,0.6082589279945285,0.0429014696885424,0.6740607533323077,0.19999999880000008,0.10377132197952266,0.8893129770992366,0.19719860455419963,0.44945385274585914,0.625,0.18652267567762007,0.06210649555683101,0.21508470352559989,0.4317714010045313,0.39975816516534357,0.13043478541362857,0.20563568094172854,0.3257416703359219,0.16561372009777217,0.19999999934400003,0.03999827073913241,0.18210951393005334,0.20714072603706388,0.2918077034288064,0.2192
0.6752698625595109,0.41697351420235396,0.4515624997407776,0.05222162899865505,0.1721646220092632,0.19999999880000008,0.0572625458765042,0.09923664122137404,0.2395847382187159,0.17097245449411602,0.125,0.11780955721597194,0.0021407532806367335,0.043666429304257556,0.08100254279876747,0.11970759925699648,0.043478263954991436,0.03398422571900353,0.0164472843463616,0.01443866413112898,0.1200000005904,0.0007929785951550951,0.010864330171902784,0.024319575678453526,0.08457380460777603,0.0928
0.26532342446199236,0.3105824967766333,1.0,0.010574194722497052,0.43622171236686125,0.19999999880000008,0.01431563646912605,0.46564885496183206,0.024287568831879325,0.24084347591363797,0.25,0.030548537054328084,0.00561118966210988,0.06834832046463134,0.14553820095645748,0.202037721496512,0.010351964843468838,0.06815344799169404,0.06728434505329747,0.03405128465539711,0.040000000196800015,0.006582019800807451,0.06200911381149969,0.07045914140418277,0.13059459994416778,0.11679999999999996
0.25444951347739053,0.0,1.0,0.5460737013451145,0.20011958053422285,0.19999999880000008,0.0,0.4389312977099237,0.0,0.23396223374467684,0.0,0.0,0.0012268599840984259,0.0228290265990446,0.0,0.17618310029626982,0.05383022879846028,0.03114466478661513,0.0,0.017903949280481096,0.0,0.00280694009440873,0.0496443390634262,0.025314105780384566,0.1089730447630764,0.028799999999999992
0.25444951347739053,0.0,1.0,0.5460737013451145,0.20011958053422285,0.19999999880000008,0.0,0.4389312977099237,0.0,0.23396223374467684,0.0,0.0,0.0012268599840984259,0.0228290265990446,0.0,0.17618310029626982,0.05383022879846028,0.03114466478661513,0.0,0.017903949280481096,0.0,0.00280694009440873,0.0496443390634262,0.025314105780384566,0.1089730447630764,0.07679999999999998
0.26532342446199236,0.3105824967766333,1.0,0.010574194722497052,0.43622171236686125,0.19999999880000008,0.01431563646912605,0.46564885496183206,0.024287568831879325,0.24084347591363797,0.25,0.030548537054328084,0.00561118966210988,0.06834832046463134,0.14553820095645748,0.202037721496512,0.010351964843468838,0.06815344799169404,0.06728434505329747,0.03405128465539711,0.040000000196800015,0.006582019800807451,0.06200911381149969,0.07045914140418277,0.13059459994416778,0.07040000000000002
