Eccentricity Centrality,Centrality Values,Second order centrality,Closeness Centrality,Extended Improved Gravity Index Values,PE Values,Eigenvector Centrality,Volume Centrality,MCGM Values,EIGSM Values,H Values,Betweenness Centrality,P Value,GIN Values,I-GSM Values,HCC Value,EHCC Value,Improved Gravity Index Values,GSM,PageRank Centrality,LGC Scores,H-GSM_1,Semi local centrality,HVGc Index,Global Relative Change in Avg Clustering,Average Spreading Ability
0.06172840340192054,0.3427672955974844,0.09296568843335251,0.12290254531208933,0.5205479452054793,0.4577063992698298,0.6627511323082347,0.1428571428571428,0.5390671184776878,0.5113360973710874,0.6641221082007801,0.11764705928324272,0.9999999999999999,0.3143359632031535,0.39873184527604,0.8866279069701529,0.9243498818359239,0.4642857142857142,0.35746665111057796,0.5033237108473818,0.5064150943396226,0.43712312926075914,0.33333333333333326,0.4585118705287603,0.43419267747723445,0.45789473684210535
0.39682538710758375,0.6509433962264152,0.7146108292531399,0.6838077306415331,0.7808219178082192,0.945859192193514,1.0,0.7142857142857142,0.9643863577518266,0.9316594234025612,1.0,0.5105042024892752,0.6666666666666666,0.9020122686868493,0.904761507156282,0.6918604648658061,0.7340425532813994,0.8571428571428572,0.8785988708166053,0.46255565320478365,0.7660377358490567,0.9022343549985998,0.9791666666666667,0.716677343845043,0.21709633873861722,0.963157894736842
0.29629630255144046,0.6572327044025158,0.6501645607123081,0.5404505023063495,0.7260273972602738,0.9458228456316611,0.9262155898500287,0.4285714285714284,0.8180033432981906,0.842623621195079,0.9265155370999906,0.4096638648443348,0.7499999999999999,0.7514889408549208,0.7043479634062617,0.712209302134431,0.7429078014029098,0.6071428571428572,0.7727644262959488,0.4827725853067313,0.5903144654088051,0.7992735195806966,0.7916666666666667,0.5743517723892527,0.43419267747723445,0.9894736842105261
1.0,0.16981132075471705,1.0,0.9869138302395903,0.10273972602739723,0.32856256598837774,0.2086852247267747,0.357142857142857,0.11520865314382117,0.11646177305336769,0.15587766216390958,1.0,0.0,0.5288617257074288,0.1629992860680014,0.0,0.03900709222637194,0.1428571428571428,0.7078629814744817,0.1488245645545183,0.058490566037735836,0.5126307355707862,0.10416666666666674,0.09024049501053721,1.0,0.6578947368421051
1.0,0.23270440251572333,0.9449776710218074,1.0,0.1917808219178081,0.45771222839607395,0.32650238678297594,0.4285714285714284,0.2115738739058205,0.22230901255014013,0.2438813230050794,0.47268907587242254,0.08333333333333333,0.6330356520612783,0.32566460372559236,0.0959302326218564,0.11288416067394758,0.2857142857142856,0.7443634055693757,0.11133154548412683,0.1511949685534591,0.5587202420296165,0.29166666666666674,0.10440948642009679,0.651289004080845,0.6473684210526318
1.0,0.23270440251572333,0.9449776710218074,1.0,0.1917808219178081,0.45771222839607395,0.32650238678297594,0.4285714285714284,0.2115738739058205,0.22230901255014013,0.2438813230050794,0.47268907587242254,0.08333333333333333,0.6330356520612783,0.32566460372559236,0.0959302326218564,0.11288416067394758,0.2857142857142856,0.7443634055693757,0.11133154548412683,0.1511949685534591,0.5587202420296165,0.29166666666666674,0.10440948642009679,0.651289004080845,0.5473684210526313
0.8080808097867564,0.6037735849056604,1.0,0.9869138302395903,0.6369863013698629,0.8166321333327817,0.6061539494063085,0.6428571428571428,0.5959707420322664,0.7739177149421894,0.6077550020505241,1.0,0.25,0.8861584450941411,0.7788380949243634,0.3633720932188007,0.38475177311421715,0.714285714285714,0.9518858029840791,0.5420768391264765,0.610566037735849,0.9408407782935417,0.7708333333333333,0.6321794111537908,0.8914518306306913,0.8
0.6481481407201646,0.669811320754717,0.9238154489509571,0.9237267330142402,0.7602739726027397,0.9923475872787817,0.8316510192871058,0.9285714285714284,0.8561888960110993,0.8969706174803318,0.8323353879610065,0.8928571422291417,0.4166666666666667,1.0,0.9833449403766781,0.5174418607858978,0.5372340425867035,0.964285714285714,1.0,0.48520859840300057,0.8052830188679245,1.0,0.9999999999999998,0.6841274307947783,0.7598371734501537,0.9105263157894739
0.6481481407201646,0.11949685534591203,0.809068090431172,0.8525101782782443,0.013698630136986245,0.34880839733752866,0.03712207946148917,0.0714285714285714,0.0,0.00772562651268216,0.027728377657665795,0.43907563064203625,0.0,0.40181240081816316,0.04548342548208484,0.0,0.0,0.0,0.6069579020201781,0.19391017291682644,0.0,0.4264413458090357,0.0,0.0,0.8683853428194623,0.0
0.6481481407201646,0.11949685534591203,0.809068090431172,0.8525101782782443,0.013698630136986245,0.34880839733752866,0.03712207946148917,0.0714285714285714,0.0,0.00772562651268216,0.027728377657665795,0.43907563064203625,0.0,0.40181240081816316,0.04548342548208484,0.0,0.0,0.0,0.6069579020201781,0.19391017291682644,0.0,0.4264413458090357,0.0,0.0,0.8683853428194623,0.30000000000000004
0.5128205139031341,0.05031446540880513,0.7930209023108459,0.754118964701141,0.0,0.22307570368811747,0.02020311306853131,0.2857142857142856,0.009724058521091816,0.0,0.015090736735374035,0.8823529407167574,0.0,0.4047104659729239,0.08303695854360282,0.0,0.0,0.10714285714285698,0.6107061028462533,0.1877163973924456,0.0320754716981132,0.4292550380353495,0.0625,0.06385292015544775,1.0,0.22631578947368403
0.5128205139031341,0.4056603773584907,0.8346740868296136,0.723360995491819,0.43150684931506844,0.5724572567434736,0.6924575540127405,0.5714285714285714,0.49550849674426173,0.4557786034449989,0.5172319448581318,0.02310924371800191,0.4166666666666667,0.636875985728671,0.4474805488067961,0.36627907007943483,0.3593380614330266,0.4642857142857142,0.6422994333042547,0.02336857617371013,0.29874213836477986,0.5052787568837984,0.5625,0.2656322017554448,0.023066487811229094,0.963157894736842
0.5128205139031341,0.7169811320754719,0.8583853227214722,0.8186437408993279,0.8287671232876712,0.9518322619971924,0.9689832919221577,1.0,1.0,0.9692296293562377,0.9691093796617892,0.8823529407167574,0.49999999999999994,0.9975348400727309,1.0,0.5755813949753247,0.6471631205534809,1.0,0.9759476121794726,0.46272252141580106,0.8475471698113208,0.9852390142841401,0.9999999999999998,0.8513420185767825,0.7829036612613828,0.9842105263157894
0.29629630255144046,0.28616352201257855,0.5883387212311957,0.5322022339013266,0.34246575342465757,0.5037982094592024,0.7366017173405631,0.5,0.5215945388439522,0.3706238949973246,0.5502054786400994,0.1974789919496328,0.7499999999999999,0.6199561216892828,0.4505996096699132,0.5988372091045836,0.5330969267351995,0.4285714285714284,0.6184337708195637,0.024513174419497297,0.26880503144654083,0.48820707717989853,0.5,0.23701622514795395,0.21709633873861722,0.4789473684210528
0.0,0.14088050314465417,0.0,0.004002133970165689,0.23287671232876717,0.11230637710747504,0.00186205778664493,0.2142857142857142,0.006365758325438731,0.14502394083733794,0.0013908659061828092,0.0,0.9999999999999999,0.048727226622595765,0.0796541534840376,0.7732558139403055,0.6749408983696745,0.2857142857142856,0.07912254506227123,0.05972859379627282,0.22817610062893084,0.05674952351996043,0.29166666666666674,0.13874494198555015,0.2605155992053366,0.08421052631578951
0.0,0.14088050314465417,0.0,0.004002133970165689,0.23287671232876717,0.11230637710747504,0.00186205778664493,0.2142857142857142,0.006365758325438731,0.14502394083733794,0.0013908659061828092,0.0,0.9999999999999999,0.048727226622595765,0.0796541534840376,0.7732558139403055,0.6749408983696745,0.2857142857142856,0.07912254506227123,0.05972859379627282,0.22817610062893084,0.05674952351996043,0.29166666666666674,0.13874494198555015,0.2605155992053366,0.3052631578947367
0.0,0.0,0.012003714598040283,0.0,0.18493150684931492,0.0,0.5330759409409782,0.0,0.27828013269435964,0.12454831917182929,0.39818167169884494,0.0,0.9999999999999999,0.0,0.0,0.7732558139403055,0.6749408983696745,0.17857142857142838,0.0,0.03562507769283352,0.17899371069182385,0.0,0.10416666666666674,0.14922253968613652,0.21709633873861722,0.24736842105263146
0.8080808097867564,0.05031446540880513,0.927177227827253,0.9360733821058558,0.0,0.22307570368811747,0.07926843686812673,0.2857142857142856,0.04663247704477186,0.011509236576016324,0.059209647328514456,0.9831932764079162,0.0,0.4663909393906325,0.10725396693683775,0.0,0.0,0.10714285714285698,0.6679552563141287,0.18532300110049604,0.0320754716981132,0.4754157379274817,0.0625,0.06385292015544775,1.0,0.11052631578947358
0.0,0.14088050314465417,0.0,0.004002133970165689,0.23287671232876717,0.11230637710747504,0.00186205778664493,0.2142857142857142,0.006365758325438731,0.14502394083733794,0.0013908659061828092,0.0,0.9999999999999999,0.048727226622595765,0.0796541534840376,0.7732558139403055,0.6749408983696745,0.2857142857142856,0.07912254506227123,0.05972859379627282,0.22817610062893084,0.05674952351996043,0.29166666666666674,0.13874494198555015,0.2605155992053366,0.3263157894736841
0.20833333245370378,0.23899371069182396,0.5332251473044454,0.3958958294718724,0.273972602739726,0.41799115700700673,0.6390152789966669,0.7857142857142856,0.4878965001291769,0.27796002688414023,0.47731317808973744,0.5462184864591131,0.8333333333333333,0.5393415142963494,0.37149787312736304,0.6191860463732085,0.5378250591588705,0.4642857142857142,0.5753881264045395,0.04254762342192131,0.23974842767295595,0.4446230503252129,0.3125,0.2331333825631161,0.8914518306306913,0.6473684210526318
0.6481481407201646,0.34591194968553485,0.8679905322016801,0.7966727961287767,0.3835616438356164,0.5198820488396385,0.6113250446313065,0.5,0.41354598139505133,0.4182640493503307,0.45662992770469074,0.03781512661685262,0.3333333333333333,0.6105056276339429,0.40669049388697953,0.30813953513419423,0.3161938533551508,0.4285714285714284,0.6398951372217674,0.03651797400854795,0.2709433962264151,0.49726162068072854,0.5416666666666667,0.25132421357329704,0.023066487811229094,0.5631578947368421
0.39682538710758375,0.339622641509434,0.6928167248499859,0.6741691483406278,0.4452054794520548,0.5563734215326555,0.831637055453636,0.7857142857142856,0.660498753312514,0.5013426140366908,0.6211922295529303,0.2310924371800191,0.5833333333333333,0.7658483328872916,0.6448470776874147,0.520348836890718,0.5082742316261759,0.6785714285714284,0.7242682153402198,0.0,0.4143396226415094,0.5819539849177255,0.6875,0.36611164261319795,0.0,0.8473684210526315
