H Values,Local Gravity Model Centrality,GIN Values,Gravity Index Centrality,Clustered Local Degree,K-Shell Value,CLC Values,DIL Centrality,Subgraph centrality,PE Values,P Value,GGC Values,Isolating Centrality,Betweenness Centrality,Volume Centrality,HVGc Index,Global Relative Change in Avg Clustering,Global Relative Change in Avg Degree,GSM,Improved Gravity Index Values,PageRank Centrality,H-GSM_1,Constraint Coefficients,Closeness Centrality,Clustering Coefficient,Average Spreading Ability
7.211930542064703e-05,0.0018308924965193972,0.1452645874475196,0.00557957548535303,0.016453678553488355,0.07999999999999999,0.005903765113769181,0.016329077583600672,1.197015452173303e-05,0.02209565309913852,0.08837209302325581,0.00945239956549514,0.03954802259887005,0.313479024858973,0.16727096930142615,0.000154497986518884,0.01797246638697655,0.05441123428264214,0.19951058243659064,0.007141160721996719,0.3582044271869605,2.369651687787826e-07,0.8692011289687724,0.298584711587194,0.120879121,0.034895314057826546
1.8810603353662802e-05,0.00012290713518301507,0.13050048574855846,0.00268006387329928,0.0067830013772989806,0.04,0.004955353721739043,0.0006900687771416681,1.077120715329797e-05,0.011121624301287861,0.06511627906976744,0.001651169064147526,0.0,0.004612371221223866,0.1641285956006768,3.9859795735232405e-05,0.06526200422527516,0.030258844607693288,0.18843370971761214,0.004167026513515848,0.03319220258030521,1.998486003407092e-07,0.515316399440742,0.28229866958524263,0.0,0.01894317048853439
1.9207187634793043e-05,0.00012290713518301507,0.1304304191271032,0.002661387470001027,0.014570891847531143,0.04,0.0018679805356711327,0.00027988803552709293,1.1230043718400285e-05,0.01150853820935384,0.06976744186046512,0.00020825708794801388,0.0,0.0,0.16364515349286923,2.9616827489897146e-05,0.14083526442472288,0.030258844607693288,0.18825382163880022,0.0041562311080404184,0.03209367322122047,1.9984510342523945e-07,0.17516774803597224,0.2815744143919854,1.0,0.006979062811565309
1.9207187634793043e-05,0.00012290713518301507,0.1304304191271032,0.002661387470001027,0.014570891847531143,0.04,0.0018679805356711327,0.00027988803552709293,1.1230043718400285e-05,0.01150853820935384,0.06976744186046512,0.00020825708794801388,0.0,0.0,0.16364515349286923,2.9616827489897146e-05,0.14083526442472288,0.030258844607693288,0.18825382163880022,0.0041562311080404184,0.03209367322122047,1.9984510342523945e-07,0.17516774803597224,0.2815744143919854,1.0,0.001994017946161511
1.5333095649941825e-05,5.2977213440954775e-05,0.12936280341010384,0.001274664525105755,0.0062805568308323895,0.0,0.004798155364442898,0.0,1.0691955075734717e-05,0.01037133277203388,0.06511627906976744,0.0008056436161276751,0.0,0.0,0.163886874546773,2.2233234992783064e-05,0.06526200422527516,0.03782355575961661,0.18656579610934837,0.0020322350807496334,0.009398027016424827,1.971105373529135e-07,0.0,0.2808517758397845,0.0,0.007976071784646072
1.9218782844574306e-05,0.00012714531225829147,0.13053551916375497,0.002661387470001027,0.015073336393997735,0.04,0.001883366509491399,0.00027988803552709293,1.1243617125602658e-05,0.011703134596483152,0.07441860465116279,0.00020902326906531817,0.0,0.0,0.16364515349286923,3.457111579800907e-05,0.003616029636347121,0.030258844607693288,0.18825382163880022,0.004172424216253563,0.03008317320613272,1.9985071018456974e-07,0.29683967510912934,0.2815744143919854,1.0,0.003988035892323036
1.9207187634793043e-05,0.00012290713518301507,0.1304304191271032,0.002661387470001027,0.014570891847531143,0.04,0.0018679805356711327,0.00027988803552709293,1.1230043718400285e-05,0.01150853820935384,0.06976744186046512,0.00020825708794801388,0.0,0.0,0.16364515349286923,2.9616827489897146e-05,0.14083526442472288,0.030258844607693288,0.18825382163880022,0.0041562311080404184,0.03209367322122047,1.9984510342523945e-07,0.17516774803597224,0.2815744143919854,1.0,0.001994017946161511
1.9207187634793043e-05,0.00012290713518301507,0.1304304191271032,0.002661387470001027,0.014570891847531143,0.04,0.0018679805356711327,0.00027988803552709293,1.1230043718400285e-05,0.01150853820935384,0.06976744186046512,0.00020825708794801388,0.0,0.0,0.16364515349286923,2.9616827489897146e-05,0.14083526442472288,0.030258844607693288,0.18825382163880022,0.0041562311080404184,0.03209367322122047,1.9984510342523945e-07,0.17516774803597224,0.2815744143919854,1.0,0.006979062811565309
2.326506726964098e-05,0.00020767067668854273,0.13160698957186304,0.0027174166798957858,0.013231039724457641,0.04,0.0028493706143440313,0.0006530720828032541,1.179591629458418e-05,0.012840339741190605,0.07906976744186046,0.000638934237515468,0.0,4.3925790473403365e-05,0.16340343243896543,4.271832906201539e-05,0.07249791840399224,0.02269413345576997,0.1887934858752358,0.004199412729942137,0.05167093741160211,2.0200340812856508e-07,0.40063900202325486,0.28229866958524263,0.666666667,0.006979062811565309
2.327812451629239e-05,0.0002140279423014573,0.131712406566963,0.0027174166798957858,0.013649743511504987,0.04,0.0028708434715259083,0.0007463680948322104,1.1809129590983227e-05,0.01303493612831992,0.08372093023255814,0.0006411727128998508,0.0,4.3925790473403365e-05,0.16340343243896543,4.6992804051408265e-05,0.06471748277618404,0.02269413345576997,0.1887934858752358,0.004215605838155281,0.05076831939584061,2.020090487166923e-07,0.4674392762156905,0.28229866958524263,0.666666667,0.01894317048853439
1.9218782844574306e-05,0.00012714531225829147,0.13053551916375497,0.002661387470001027,0.015073336393997735,0.04,0.001883366509491399,0.00027988803552709293,1.1243617125602658e-05,0.011703134596483152,0.07441860465116279,0.00020902326906531817,0.0,0.0,0.16364515349286923,3.457111579800907e-05,0.003616029636347121,0.030258844607693288,0.18825382163880022,0.004172424216253563,0.03008317320613272,1.9985071018456974e-07,0.29683967510912934,0.2815744143919854,1.0,0.023928215353938187
2.326506726964098e-05,0.00020767067668854273,0.13160698957186304,0.0027174166798957858,0.013231039724457641,0.04,0.0028493706143440313,0.0006530720828032541,1.179591629458418e-05,0.012840339741190605,0.07906976744186046,0.000638934237515468,0.0,4.3925790473403365e-05,0.16340343243896543,4.271832906201539e-05,0.07249791840399224,0.02269413345576997,0.1887934858752358,0.004199412729942137,0.05167093741160211,2.0200340812856508e-07,0.40063900202325486,0.28229866958524263,0.666666667,0.010967098703888345
0.1002431115465023,0.12275667989684277,0.4694221752033009,0.3314034383258472,0.47215357411707326,0.64,0.3253265340826849,0.20711940076018615,0.10557728530810966,0.287903252483273,0.8418604651162791,0.13858312550005825,0.0,0.20934825312411984,0.9816291999033115,0.1675013574659351,0.16123546969314415,0.25865840331630746,0.58481702893988,0.38129372139217554,0.31755259404300346,0.0005105917571004853,0.9637696808235039,0.6917275668824613,0.332926829,0.32602193419740777
0.5549862492738812,0.4644533493253881,0.7305909492249165,0.7992099881404839,0.92425602915418,1.0,0.692448762324311,0.522528119546951,0.6038781163388621,0.6184764532036512,1.0,0.38804770177085096,0.1652542372881356,0.31278669679351806,0.9922649262750786,0.7455896574560194,0.029847451145721734,0.538552683869206,0.8400800266348343,0.8803599188185508,0.5380561931330797,0.030017736378640213,0.9889188195990647,0.8354736313718897,0.310689311,0.6979062811565305
0.5762220680464758,0.4168162389992816,0.7084091581777806,0.8029732834050818,0.987888158685783,1.0,0.6360309586600614,0.34087496533772105,0.6315789473641166,0.5732195903735325,1.0,0.29091425458234116,0.0,0.1541003141198085,0.9879139473048102,0.745338392820187,0.13364865470701598,0.47803499465381943,0.842758250727031,0.8790968563779256,0.4247079461619676,0.016095913049795917,0.9807218475650413,0.7958311677079181,0.400828157,0.6849451645064807
1.0,1.0,0.9999999999999999,1.0,0.9775486915141157,1.0,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,0.1963276836158192,1.0,0.9801788735798888,0.9999999999999999,0.8376360225420422,0.9999999999999999,1.0000000000000002,1.0,0.9999999999999999,1.0,1.0000000000000002,1.0,0.147325618,1.0
0.2425282519767222,0.2476684728364636,0.5767320678858342,0.5354151297543119,0.6438445110627407,0.84,0.4864652686684184,0.4317783788452331,0.25368393350928603,0.44978927007124625,0.9209302325581395,0.24870872469313932,0.0,0.23403223346514432,0.9886391104665216,0.3464666795389224,0.12117128231319066,0.3948231880167951,0.6961022290806198,0.5963543915709474,0.4090171804471938,0.0032073734478006164,0.9801293450140268,0.7565985225517385,0.295733489,0.39581256231306083
0.36668021673644324,0.35245528193413445,0.6580671724836008,0.7017285011252533,0.7961052976311969,1.0,0.6035384980739112,0.49007839023211397,0.4072022160595561,0.5165799181975756,1.0,0.331047859885978,0.192090395480226,0.45235708432028343,0.9956490210297316,0.5632376300987086,0.696953782977949,0.4629055723499728,0.7624405232368445,0.8047165126522152,0.5530797803153038,0.013733205889376784,0.9897961540141749,0.8184867754719986,0.297190518,0.7337986041874378
0.3965219664314493,0.31218200427632065,0.6426315135575968,0.7152035261049428,0.8891700353078031,1.0,0.5487803410166469,0.32672476220706204,0.44321329639238677,0.4999281370021676,1.0,0.227933104481129,0.041666666666666664,0.16864840630751307,0.9963741841914431,0.59877982839505,0.21169024743917636,0.3948231880167951,0.7731727581934045,0.8156630538043009,0.39378063541131936,0.006798976732134137,0.9807369937446537,0.797858435592616,0.419053185,0.6201395812562314
0.04272162235384315,0.052629682920782114,0.3953365784998487,0.21037567585234432,0.35133434911676387,0.48000000000000004,0.2287029666929864,0.10771544203595879,0.05185650968421333,0.17051719022741552,0.8,0.07033350588874422,0.01694915254237288,0.3270511435899526,0.9804205946337926,0.0849475339437024,0.08166068925506709,0.1300583297677432,0.509595861243794,0.25160041886173246,0.23663506827162675,0.00016246002784784034,0.9453345190268982,0.6798945626703031,0.355072464,0.28215353938185445
1.2961684174028312e-06,3.3905416602211057e-05,0.07817466652893282,0.0005416156956493318,0.0015073336393997734,0.04,0.0014061320950802,0.0006647340843768457,2.4876262791187587e-07,0.00577377728780451,0.013953488372093023,0.0003004715772967934,0.0,0.00022562974341529596,0.0244138264442833,2.6627639774739673e-06,0.07291816705394982,0.030258844607693288,0.1099845124539982,0.0007070990586406426,0.03467027266828532,1.0530669517571393e-08,0.515316399440742,0.16505581857407414,0.0,0.006979062811565309
6.518194293730328e-07,8.476354150552764e-06,0.07719435479131961,0.00020544043628078105,0.0010048890929331823,0.0,0.0010513541510907341,0.0,1.7569878508553752e-07,0.0036467597213605146,0.004651162790697674,0.00013029487270230887,0.0,0.0,0.024172105390379506,9.584921772461193e-07,0.07291816705394982,0.03782355575961661,0.1083525361072804,0.0003022713533120304,0.011506782693521567,9.495604845520637e-09,0.0,0.16401793501587958,0.0,0.0009970089730807624
0.00022800903847514678,0.0006018211446892463,0.19451942655794466,0.01474035130314604,0.029141783695062286,0.07999999999999999,0.009735493988584325,0.001517799609627338,0.00018694486366505156,0.01857163174148752,0.15813953488372096,0.0022177262733070616,0.0,0.011542790416803905,0.5320280396422529,0.0003162969834002799,0.060782347852875916,0.015129422303846642,0.26857044887164605,0.0196017574920114,0.0555421893189672,3.289816289282734e-07,0.5781550953312202,0.36591942822639123,0.666666667,0.040877367896311065
3.162045512200121e-06,8.052536443025127e-05,0.07929901989754692,0.0006256595104914695,0.0036845933415924096,0.04,0.0012807449758276137,0.0013310231024087921,5.76457368802131e-07,0.006613626385709534,0.018604651162790697,0.00023819445077487126,0.0,0.0010899548822123927,0.024172105390379506,5.5429499545178265e-06,0.06801747401212975,0.02269413345576997,0.11079400891593616,0.0007664737887555057,0.05038489643892046,1.1562210920428374e-08,0.5922560009751601,0.1655755686736996,0.333333333,0.005982053838484547
0.00022784731698027283,0.0005933447905386935,0.19441369155970803,0.01474035130314604,0.025750283006412796,0.07999999999999999,0.011450006667135668,0.0021335532877869426,0.00018667976671213986,0.01820046857936631,0.15813953488372096,0.0031000442697440953,0.0,0.02782899012879474,0.5320280396422529,0.000326513797211282,0.012724128974932566,0.015129422303846642,0.26857044887164605,0.019577467829691685,0.05737205985195653,3.2897588548969127e-07,0.6568545600851652,0.36591942822639123,0.5,0.009970089730807583
0.0006519428173952979,0.0007226091913346232,0.20169179779786242,0.016785417464304724,0.0567762337507248,0.07999999999999999,0.012396231817964055,0.0005597760710541859,0.000578764531259657,0.02844897139997647,0.25116279069767444,0.0009095743276178123,0.0,0.0,0.557650471356055,0.0009686615808078044,0.03268131822025591,0.02269413345576997,0.28174189282425954,0.02150444770705588,0.015939722410108333,3.323738990161835e-07,0.6392734105140638,0.37402284152148557,1.0,0.016949152542372878
0.00016138773379939327,0.00011231169249482413,0.18952626917664697,0.00473446823610709,0.013314780481364667,0.0,0.017045205365900394,0.0,0.00016650857557617014,0.01124023039119504,0.13488372093023254,0.0020480173132168,0.0,0.0,0.5308194343727338,0.00012978740783687332,0.06554017509579493,0.03782355575961661,0.2630124874637281,0.006355794973659211,0.0016688639489070567,3.1533990769193115e-07,0.0,0.35972203473676645,0.0,0.025922233300099698
0.016010158741051352,0.025840165627960102,0.3347726640449873,0.10952776714260368,0.2319618989437022,0.28,0.12205648176868537,0.053253024260685684,0.015596260376310456,0.12457726417640114,0.6604651162790698,0.03560182268823049,0.0,0.03911356890710761,0.9277254048827652,0.028551753288328506,0.00636568511743247,0.09223479004225875,0.4483487336842137,0.12464375161931084,0.13781514206572293,7.911365719029672e-05,0.9009479563633249,0.541330641087094,0.444444444,0.1914257228315055
0.00048468488475315684,0.0006399647383667338,0.19722914006043643,0.01544071642683052,0.04170289735672707,0.07999999999999999,0.014920818934326155,0.0010555777338679415,0.0004467950021722426,0.023979931035539716,0.21395348837209305,0.0017207052379298354,0.0,0.000105613922449713,0.5363790186125211,0.0007247698927824209,0.032726831668713215,0.02269413345576997,0.2730812169811554,0.020476185335521205,0.020093635810659503,3.316604512361822e-07,0.6075166375130021,0.36681262241004,0.666666667,0.011964107676969107
0.0002810552741052877,0.0006187738529903518,0.19455467162700282,0.014894431630356626,0.02997919126413253,0.07999999999999999,0.010553683915618554,0.0014309275816322626,0.0002124612071556544,0.018876900030438022,0.1813953488372093,0.0021850465708317594,0.0,5.8567720631204486e-05,0.5308194343727338,0.00036781609644397897,0.06386946734463317,0.015129422303846642,0.26956281758752654,0.019609854046117974,0.03236846437941085,3.2908372296409357e-07,0.619424383357375,0.36325197048336755,0.666666667,0.01994017946161515
0.0011151428188614768,0.0023352355684772863,0.20992138697153787,0.03484083035289064,0.0746010521968597,0.19999999999999998,0.01722867521743324,0.002413496060177479,0.0008361329523152955,0.04575787835118247,0.29767441860465116,0.0026509105973146433,0.0,0.0001430588585909749,0.5520908871162677,0.0019240240745970049,0.02305152869918965,0.001458272253311068,0.2902415103254088,0.04479013731755765,0.050160009557339534,3.721789916246695e-07,0.7471059632610595,0.3795121462284169,0.904761905,0.01894317048853439
0.0007455509065115714,0.001618983642755578,0.2031880374482344,0.02692203535443144,0.05687672266001812,0.16,0.015527459884469358,0.002318239294194966,0.0005500193789047506,0.03289544607321591,0.26046511627906976,0.002685603502554044,0.0,0.0001641816430809175,0.5356538554508098,0.0011230090568588762,0.004620797047610538,0.0,0.28052885360807656,0.03518222644442526,0.04650683298602098,3.5689426947173635e-07,0.7045654546073508,0.3695019048073247,0.8,0.022931206380857425
0.001213354714152304,0.002754815098929648,0.211554981829535,0.03526104942710132,0.0735812093744568,0.19999999999999998,0.019237968871713106,0.0033443954647814854,0.0008685567750303558,0.048082229402132,0.29767441860465116,0.0035898308530546794,0.0,0.00032932341272955964,0.551849166062364,0.001969133276518041,0.025128897089024153,0.009022967371102213,0.29160702404172434,0.04501684083254168,0.059820757532095876,3.8012537428108963e-07,0.7503501355924731,0.3804336316305523,0.821428571,0.14855433698903292
0.0022558645447603213,0.004717091084782613,0.23188754953571686,0.04346932867668344,0.09112110985751642,0.19999999999999998,0.03274378506534431,0.008189499476900597,0.0017323600991401707,0.05991696793601558,0.33488372093023255,0.00734316885404062,0.0,0.0025258097623461115,0.629683345419386,0.0037059563544550225,0.01582615694302119,0.024152389674948857,0.3183710979238846,0.05314578115554021,0.0777699564608127,4.5039334748436707e-07,0.792103284074414,0.4012204023334598,0.644444444,0.03788634097706879
0.0008887200706664993,0.002297091974799799,0.20620414509241716,0.02755236396574747,0.05512534451944251,0.16,0.0193264887233152,0.003745272201625745,0.0005934902930326822,0.036886243777439987,0.2651162790697674,0.00491771678773448,0.0,0.0009685996846848338,0.5351704133430022,0.0012652799169070661,0.002559039962277295,0.009022967371102213,0.28297938649494814,0.03547910009499957,0.0669613042450928,3.700417086085932e-07,0.7281774921671677,0.3713044595851861,0.642857143,0.040877367896311065
0.0014825334732136409,0.0019092987724120102,0.22236876707975337,0.0269780645643262,0.08084332752647452,0.12,0.023438442698222886,0.0022919807845074728,0.0014387368304386793,0.03997630030659447,0.30697674418604654,0.0026700333862128647,0.0,0.001055375923875789,0.6357263717669809,0.002541500296736042,0.004680090187762675,0.007564711151923321,0.3055261462580895,0.03431859400639088,0.03566013493565825,5.43186800171584e-07,0.7356861169224116,0.3935470155593618,0.8,0.04386839481555334
0.003353593999072477,0.0052171959796652265,0.25135400832848853,0.03472877193310112,0.10224746520595131,0.12,0.049754454803036925,0.011165891356889557,0.0033012742265823235,0.05754857343596679,0.42790697674418604,0.010288301528432435,0.0,0.00623351612702993,0.732173072274595,0.005657821629298026,0.00543699353110563,0.016587678523025534,0.343123708168115,0.04163787891873219,0.07570210534990432,1.3590675030587072e-06,0.7932743117344248,0.4312333435451161,0.5,0.05483549351944168
0.012342340747757502,0.017982585330397687,0.32058567264149385,0.1050080775444265,0.20348047095622615,0.28,0.11118887060055217,0.03403008340892127,0.013217867024482115,0.10780686050478555,0.6558139534883721,0.027433004811702105,0.0,0.03500369432700096,0.9284505680444767,0.023476538608895446,0.10897301789411169,0.06197594543456547,0.4372670314411322,0.11978581915536748,0.11875167310792997,7.138414344824163e-05,0.8935161797120967,0.5335990552349666,0.438095238,0.13958125623130607
0.0007853492439100426,0.0008243254411412563,0.21304170645832918,0.019264710002147783,0.06481534649419025,0.07999999999999999,0.014509946443894072,0.0005597760710541859,0.0007788116226747366,0.02998061322765318,0.2837209302325582,0.0009878857751383743,0.0,0.0,0.6238820401256949,0.0011995842461408382,0.03188620658185803,0.02269413345576997,0.2978002289033821,0.02411153812937214,0.015802926811707883,3.717352380167508e-07,0.6390024695188316,0.38787826369517264,1.0,0.04486540378863409
0.21405822107223244,0.13991070160902394,0.5151770678223085,0.5772969641506439,0.8364680688642536,1.0,0.317063377914238,0.06701305244223134,0.26496509694432085,0.3166805131684558,0.9767441860465116,0.06318159402591823,0.0,0.015154181684846424,0.9707517524776408,0.3793686555262128,0.015835698367873255,0.2057054412869764,0.6618088980478434,0.6913917436738923,0.19482410771841635,0.0009567520903102076,0.9637594961101853,0.6569285598233982,0.71657754,0.4805583250249253
0.41289184789958494,0.26318232002051273,0.6153997904955805,0.7096192815187651,0.9999999999999999,1.0,0.4567531235090417,0.144630200467446,0.4736842105201666,0.4394341547621034,1.0,0.13082671852204206,0.0,0.020783749396980505,0.9760696156635242,0.6064645390873866,0.0206062404113206,0.32674080368361735,0.7671975138227449,0.8070321271266949,0.2764918917020729,0.003366369252314063,0.9711617513155223,0.6985982913720675,0.604081633,0.5982053838484548
0.10970454473891113,0.07299412376748513,0.4269544168636331,0.39615919766171426,0.5397800413237326,0.7999999999999999,0.23856047878923017,0.08178793521636857,0.1317426592696342,0.22543188300756506,0.9162790697674419,0.04477040784094673,0.0,0.01944947110707922,0.9557650471356055,0.18519211651156348,0.02483160077315358,0.14518775207158985,0.5805326850044256,0.44999838068917875,0.15309495629758266,8.733601618097161e-05,0.9548320074257837,0.594603813817916,0.624615385,0.382851445663011
0.3653171651864903,0.22379905954850698,0.5866965674661077,0.6789059362947883,0.9894353705951688,1.0,0.4009527300938471,0.08107731737901075,0.42659279777723413,0.4027395900251131,1.0,0.09765567882884592,0.0,0.010847106708994806,0.9719603577471597,0.561526940796957,0.03048063543333776,0.28891724792400075,0.7427357526986207,0.7769993090940496,0.2461680203584037,0.0022739302169120955,0.9663271651949443,0.6798945626703031,0.67979798,0.601196410767697
0.01758549543359306,0.02041741806014397,0.31463419066060894,0.13999365002287859,0.19380690047572594,0.4,0.12596794608360323,0.07355476155418682,0.018219362869415896,0.1350109980282903,0.6697674418604651,0.033636681424000045,0.012005649717514125,0.03611372065511164,0.8697123519458545,0.031447283195153095,0.10017375829164196,0.0771053677384121,0.43512302732044017,0.15760482338716644,0.12365256247343098,1.8545307251854533e-05,0.9348551199640656,0.4930755221952693,0.367647059,0.15254237288135591
0.5342270461382804,0.3762356935035102,0.6758934601051526,0.7767516131743348,0.9435556348917727,1.0,0.592333428153796,0.17524675610039717,0.5844875346211841,0.525130589918024,1.0,0.2533356213737816,0.0,0.07213630609641486,0.9671259366690839,0.6849440428551551,0.09794178900225128,0.45534087723218164,0.8206653161383937,0.8393805596338199,0.38277607185227625,0.01272201437205709,0.9767406274632029,0.72149397033302,0.418815016,0.5942173479561317
0.34086016163357297,0.22331378827338785,0.5830389632934876,0.6694369998225742,0.9182072140678476,1.0,0.4227926059240933,0.12713530637181533,0.39612188364945433,0.3942054588117619,0.9953488372093023,0.11654423925528971,0.0,0.03431677657475519,0.9767947788252357,0.516644952791251,0.01479212632250165,0.29648195907592406,0.735194181956639,0.7666141290266862,0.25727825110568503,0.0024533514624893804,0.9690704056688911,0.6900228188885108,0.597101449,0.7387836490528417
0.6706905873106114,0.5680937315241967,0.7735885599195486,0.8427913752369568,0.8895620340013992,1.0,0.7683379121039682,0.45535960329538616,0.7146814404398797,0.6888272389713451,1.0,0.5114184665309038,0.2655367231638418,0.33270720599472303,0.961082910321489,0.8011165694340671,0.5196746416721091,0.659588046265847,0.8732629377922692,0.8801494084117799,0.6546560531258199,0.10348734436905772,0.989446313955657,0.7719994535753231,0.242964997,0.8275174476570292
0.5532555161612214,0.5030737379238441,0.7441955928923208,0.8009095408406249,0.8852141909143406,1.0,0.7242337279073683,0.612992270334082,0.5844875346211841,0.6640074228465621,1.0,0.45761868661027355,0.06002824858757062,0.2194376855534604,0.9789702683103698,0.7208489443919589,0.08959474608255824,0.591505645898537,0.8402250566557259,0.8729218844459798,0.5642507855776641,0.051670474771074795,0.9881129039143857,0.797858435592616,0.26302521,0.7547357926221337
0.03642123353587475,0.029760479422590753,0.35998280627494106,0.23203563457749304,0.4254365457285524,0.5599999999999999,0.11269439711135805,0.007416984848306818,0.04103656508574896,0.15734142613768506,0.7813953488372093,0.012954687749709622,0.0,0.000791753972175628,0.9531061155426638,0.0692614528982642,0.022945359049887065,0.0695406565864888,0.49817860706481654,0.26667620260817,0.09559954747338423,0.00012203155108381824,0.9119893326949348,0.5762411963790474,0.933333333,0.2013958125623131
