Isolating Centrality,Clustering Coefficient,Constraint Coefficients,H-GSM_1,Eccentricity Centrality,Second order centrality,Leverage Centrality,Volume Centrality,Betweenness Centrality,K-Shell Value,Global Relative Change in Avg Clustering,GSM,P Value,Closeness Centrality,Subgraph centrality,HVGc Index,Gravity Index Centrality,H Values,Improved Gravity Index Values,Global Relative Change in Avg Degree,PageRank Centrality,Local Gravity Model Centrality,GIN Values,HCC Value,DIL Centrality,Average Spreading Ability
0.0,0.22358138,0.9901827786365364,0.005747628900341351,1.0,0.9609327255543716,0.7208553251193057,0.9723477366811873,0.0372087896801827,1.0,0.042827239071855414,0.7276354096146984,0.9485380116959065,0.7351029344376367,0.23313953411686053,0.33757066858643375,0.6561698478489664,0.20002444992911644,0.6878531553034464,0.30375316513704687,0.27487108189809006,0.1678506959522242,0.5659875601838735,0.7244815852813925,0.14612873559341852,0.4012312633832977
0.0,0.167016492,0.9937366883665171,0.007401422285153679,1.0,0.9638301354412856,0.7268438662935205,0.9828187992099354,0.058873348839871706,1.0,0.04129755823074491,0.74073759876672,0.9426900584795322,0.762277739119612,0.26569767368430236,0.39164132877740115,0.672736249886309,0.22268968411259243,0.7211628534049714,0.32764398098509384,0.2982545280465126,0.19708900063968773,0.5920299174610404,0.7465557817418195,0.2590687541669767,0.5173982869379015
0.0,0.19707401,0.9874836912878313,0.00232615813071927,1.0,0.9480846300683973,0.6898364904528718,0.9565735003652697,0.06536788050334319,1.0,0.07355537779425321,0.6696901496506644,0.84093567251462,0.6870414057240486,0.11104651073895351,0.17603993009050747,0.5832114132765095,0.0993970270097439,0.5985066528184182,0.2184287861722274,0.23266691301001538,0.09111936012550953,0.49238576297512165,0.5981400650723394,0.10375414971744258,0.26311563169164887
0.0,0.160258043,0.9942676597226215,0.003634377331200208,1.0,0.975129503606598,0.8347979789911673,0.970264346979085,0.11054894438388593,1.0,0.11554871411031083,0.7893241524830605,0.9239766081871346,0.7728342469860774,0.36511627843488376,0.4789211936973914,0.7340761144965763,0.3336199230526246,0.7579133086328517,0.45733700879083766,0.4048155455627147,0.2972321599499456,0.6512061077829117,0.7742314402793602,0.2974590605594141,0.656049250535332
0.0,0.235729387,0.9773590857126233,3.0464841955832072e-05,1.0,0.9117281849984461,0.47757535470189966,0.9318433940312238,0.01388930044455926,0.9090909090909092,0.0519306636325059,0.5922878071689357,0.6912280701754386,0.6265451480230593,0.03749999903750001,0.06683352695603013,0.44641710952015906,0.03146035424890446,0.4616200453396982,0.08190979265614445,0.11449077768099514,0.027915598574943853,0.40903079356566313,0.4507643959324648,0.043153842159470365,0.2556209850107067
0.0,0.219428571,0.9915781574437402,0.010603664468731084,1.0,0.967261068272137,0.7532644360961358,0.9894477664438974,0.05239334741190787,1.0,0.10255385421040798,0.7616853572098454,0.9578947368421054,0.7827712813201859,0.31511627838488376,0.44812618817728755,0.6991320504658083,0.2659979006108032,0.7417621230430195,0.3617736812605094,0.3206982581971659,0.2264343246158372,0.6138077113020759,0.7698626695155948,0.17546334304881103,0.6161670235546038
0.0,0.165206102,0.9881186323890181,9.808266872401356e-05,1.0,0.9454832462811722,0.6808340403868076,0.9760274899212642,0.056220987340274024,0.9696969696969697,0.058571400699447364,0.6652755347825705,0.8140350877192983,0.7103126785582956,0.08313953396686048,0.13920964970150154,0.5618550472304874,0.07931730914575219,0.5702465720591613,0.20136387189637941,0.21413265428181888,0.0773885799399534,0.48204859060720967,0.5679393264332818,0.13472564869337117,0.328693790149893
0.0,0.301886792,0.9774010069167739,0.0007083495399841901,1.0,0.9233779533814254,0.5319167063744437,0.9293270921832302,0.006162798253417332,0.9696969696969697,0.0089825931875937,0.6128950180834842,0.7473684210526316,0.6339703444725424,0.05308139440191862,0.09180429217108609,0.49798864389381914,0.046857873263304144,0.5108485714000379,0.11262657421453065,0.1315987902318623,0.03977288751301554,0.42683993481224985,0.4976021802016637,0.04314371566819968,0.22724839400428268
0.0,0.361823362,0.9599612479445739,0.00022988021447527002,1.0,0.8751219193708577,0.33305508622942304,0.8915825644633243,0.007014696508883404,0.7272727272727273,0.018767772743014062,0.5395020709763201,0.5871345029239766,0.5842540576930693,0.018430231576569773,0.032827271097596096,0.31682042020191525,0.013850453924063408,0.335515764033835,0.023889212394541667,0.06901551454873986,0.012208043255963804,0.36943651527386373,0.36902429117405966,0.010081434167659505,0.1836188436830835
0.0,0.285563194,0.981533259185216,0.001041549059244667,1.0,0.932650651243188,0.5554308817733461,0.9488622527665793,0.010172274956547782,1.0,0.002593274060186883,0.6361562434865446,0.8339181286549708,0.6599854041852651,0.08139534791860467,0.13770106584114095,0.5406468043085638,0.06774536647214051,0.5661137353985866,0.14334329163477663,0.15439604498687362,0.057307615085423994,0.4560957583926855,0.5688994824848208,0.05248463185567634,0.29282655246252676
0.0,0.281818182,0.9760401134033561,1.975855877628171e-05,1.0,0.9131287696938675,0.4687647205949258,0.903271192402392,0.007482631642394945,0.9393939393939394,0.03063163990565841,0.5831172183892424,0.7076023391812866,0.5900471252467994,0.03965116183034885,0.07205693890384153,0.44865714694073777,0.034190451862894995,0.467787842169914,0.08532277551131406,0.11242689806579154,0.029214024569611568,0.40469355503151966,0.4614010684554195,0.03287837824081869,0.1737152034261242
0.0,0.155759273,0.9958773458998686,0.0034311179568959054,1.0,0.9753339032926589,0.8109541328789716,0.9893395384074245,0.13595023607565992,1.0,0.018579985269657935,0.8012805565147543,0.991812865497076,0.8046452028987967,0.44127906920872095,0.5839252038073485,0.7490963190104336,0.3738626835742017,0.800153129670871,0.45733700879083766,0.4053976463839156,0.32625362450797746,0.6770749287992095,0.8380490929613872,0.35931142829513496,0.6771948608137046
0.0,0.277382646,0.9708532787648748,1.680780862769809e-05,1.0,0.9016208934825201,0.42642786022015444,0.9289753510646934,0.006655848052689053,0.9090909090909092,0.01875075658176249,0.5814323766261222,0.6736842105263159,0.6185938233680126,0.02918604554081396,0.05352525602586018,0.43380975273832884,0.024416138962901464,0.44894756640335015,0.06143189552512685,0.09725248660306612,0.021454472444400866,0.3969837071940558,0.4307894323733993,0.029191284062308295,0.19753747323340473
0.0,0.496666667,0.9510148633742201,0.00021467544741526358,1.0,0.8687898508523864,0.29095667034997924,0.8988067858978869,0.0014733900608968546,0.696969696969697,0.03083272991549785,0.5411644648789358,0.6011695906432749,0.5813773244400695,0.018895347856104656,0.032806613729681355,0.3066564453048868,0.01344823480906951,0.3251375670358423,0.017063246684202463,0.06046869776385772,0.011481133881503687,0.37028515650408417,0.37719197082734374,0.0065918928490601774,0.13784796573875804
0.0,0.142651,0.9915105531291296,0.000307857072502891,1.0,0.9564193402229478,0.7482261661777304,0.9746205254471172,0.10526792918952414,1.0,0.026354431008389908,0.6933842944594291,0.8713450292397661,0.7222439085102654,0.12965116192034887,0.20311717039218286,0.6129646713355769,0.12076189513327229,0.6232031398240341,0.26962340072349106,0.27982389714764405,0.11672834750451751,0.5194629140627871,0.628721154741303,0.22433177071766278,0.5029443254817987
0.0,0.219400595,0.988746443882923,0.00023820627973108118,1.0,0.9541101243561645,0.7044129171763387,0.9635271517086502,0.05365459823261337,1.0,0.027235613195938823,0.6897282768569499,0.9964912280701755,0.7075349479246225,0.14883720845116283,0.22226831881896356,0.6082819016930213,0.13183396153284085,0.6256592065885705,0.25255848644764306,0.2534589196848376,0.11450223423776773,0.5165513327214115,0.69813904323648,0.1417246091699045,0.4012312633832977
0.0,0.0,0.8060607441351475,1.080216901494038e-06,0.39999999760000016,0.6490777260408709,0.20440930890811232,0.3656213642143997,0.00020773180869469948,0.12121212121212122,0.07946247997413987,0.2873273876328112,0.07953216374269007,0.31925233221884675,0.00019941760485058045,0.0003184267967809886,0.01987903278198615,0.000216906743991669,0.023747083046215197,0.04815607015865915,0.014100078452216731,0.00020862224338950448,0.19769246179025063,0.046895676114762565,0.0004793071441323163,0.010171306209850108
0.0,0.182327069,0.9933223469470573,0.009506750919851882,1.0,0.9663475788994069,0.7404482163362582,0.9805189534348874,0.06523879002222577,1.0,0.04376019029721857,0.7550205583493068,0.9274853801169591,0.772073341140397,0.2906976737093024,0.42370291202077026,0.690738406766888,0.25050005911692264,0.7369744905941764,0.3515347968331408,0.3138988594864895,0.22033086329826726,0.608061509052825,0.753448644994924,0.2280608347597249,0.5802997858672377
0.0,0.197759104,0.9889373462716843,0.00016099558658233296,1.0,0.9493853717353603,0.6692884539292887,0.9586298330582538,0.03127374902146228,1.0,0.03751010438500378,0.6770021858687496,0.9111111111111112,0.6830134134405956,0.12732558052267445,0.19229600606222663,0.5922456245208737,0.11431279175317699,0.6049354358702925,0.22184176902739702,0.2177969392851242,0.09480769679735906,0.4969586305253058,0.6385412090910078,0.1337566466049036,0.368576017130621
0.0,0.226620769,0.9875982436029082,0.0023431568178254145,1.0,0.9488016506943413,0.6505286519122526,0.9750804946021268,0.028256219182601492,1.0,0.006079758017993011,0.6849527121036947,0.8935672514619883,0.7180094250493598,0.13662790611337214,0.21398363469846354,0.602317996959578,0.11686190642774051,0.6287604153142987,0.2184287861722274,0.21360149967814637,0.10152096261328776,0.5096554791200993,0.6441602435561106,0.11485953699612397,0.2213597430406852
0.0,0.165442257,0.988600452176097,7.558408345795355e-05,1.0,0.9479667709091114,0.6947448358704995,0.9477258583836143,0.02622296441951995,1.0,0.04733142249787048,0.6668388053280574,0.8152046783625732,0.6710736975498266,0.09244185955755815,0.14504832050950708,0.5794121850759456,0.09252698174094215,0.5741270776533877,0.21501580331705783,0.21416847777784254,0.08059392903668633,0.47775475277830076,0.5673082011222834,0.14940375987979793,0.36001070663811563
0.0,0.332512315,0.9632473329089806,6.229079141357104e-06,1.0,0.8814524553396613,0.3386371979764384,0.8736437674179497,0.0013928252906464764,0.787878787878788,0.017134442971804387,0.5385252775077447,0.5730994152046784,0.5533143248304226,0.018488371111511633,0.03373716566911713,0.33908176656315375,0.015618677036661994,0.3528956487871131,0.030715178104880867,0.06918607901423657,0.012408260843173785,0.3644612188213841,0.35817477984857665,0.013993096742510869,0.0829764453961456
0.0,0.272677596,0.9826853265416509,0.0010026700097218464,1.0,0.9318062717033218,0.5351650908416453,0.9552206499093591,0.013142367203539453,1.0,0.01146545619496907,0.639899726390873,0.8947368421052632,0.673050921290089,0.0854651153645349,0.14153450065878284,0.5454400166313683,0.06907864107624774,0.571693647448893,0.13993037291774724,0.1528464618595667,0.057363085816208845,0.4583706990495286,0.6022230878974422,0.05792365962639072,0.3329764453961456
0.0,0.243842365,0.9658431840278805,1.3737063767649146e-05,1.0,0.8813868432716252,0.36237944767393826,0.8895803457885766,0.0022210816878849137,0.787878787878788,0.03897670903228924,0.5466612880929638,0.5543859649122808,0.5779433478725751,0.01569767343430233,0.030147147422301145,0.34727336512350093,0.013869420301889453,0.357057114038329,0.030715178104880867,0.0716363317682143,0.012180774815914683,0.3672859845905739,0.3474594421115194,0.020379528933347827,0.11509635974304067
0.0,0.175585284,0.9890937542984762,0.00026832139791582303,1.0,0.9528540824165848,0.7255146504251092,0.9719418815444142,0.04889913352314818,1.0,0.004128608479302805,0.6850926553709009,0.872514619883041,0.7201224238104129,0.12383720842616283,0.19130417290934454,0.6024063511037772,0.11266312219567705,0.6122017716437139,0.24573258487544403,0.24643329993525745,0.10347457824968366,0.5071025234289861,0.6206275424469696,0.16221175137494037,0.4908993576017131
1.0,0.086876382,0.9999999999999999,0.9999999999999999,1.0,0.9999999999999999,1.0,0.9992965177629266,1.0,1.0,1.0,1.0,0.9707602339181287,1.0,1.0,1.0,1.0000000000000002,1.0,0.9999999999999999,0.9999999999999999,1.0000000000000002,1.0,1.0,0.9999999999999998,1.0,1.0
0.0,0.342857143,0.907601876558985,1.4174722460831033e-06,1.0,0.8091820399138459,0.456578180697808,0.43069347114369977,0.013223668377556102,0.36363636363636365,0.0017119810181672741,0.3222670423042763,0.16608187134502925,0.37907537210841635,0.00035697574454302233,0.0012181270468015887,0.06425165339188961,0.0005581430237432227,0.07592402105200083,0.014026369883243569,0.06567661597125493,0.0014282312401070194,0.2240671018002694,0.09942016024691551,0.0027526205230070876,0.021948608137044967
0.0,0.200716846,0.9817614620349122,8.847368141729739e-05,1.0,0.9328259390379134,0.6290355356505928,0.9458318677453396,0.039282601605914166,0.9696969696969697,0.02746258772468538,0.6255379890726156,0.7964912280701755,0.6548287820414906,0.058139533941860486,0.09708279749343447,0.5131673661369749,0.0518915386413022,0.5238113309298633,0.14675627448994624,0.17284142673704603,0.049512950174396615,0.4421821354488698,0.5283461847506227,0.07880412562677562,0.26284796573875807
0.0,0.32,0.9524516021657815,8.936983406490757e-06,1.0,0.8713036343837186,0.4083053047496599,0.8248599799778134,0.002881317124302406,0.6060606060606061,0.0045221418502675356,0.5012530758534481,0.4105263157894737,0.5349252954521024,0.007906975752093023,0.015486415700066,0.2393832101139509,0.007881343582028327,0.24854443590025266,0.020476229539372063,0.06955361072949653,0.008041014722156074,0.33978775999242733,0.25712359713130273,0.012554374815019576,0.07815845824411136
0.0,0.201863354,0.9893685202546333,0.0030580349925073045,1.0,0.9531622619035405,0.6884798183652281,0.9761086609486188,0.0315779826968416,1.0,0.02254508340468666,0.6973289459370069,0.9099415204678363,0.7286451350112864,0.15813953404186049,0.24228764463414432,0.6178683263386302,0.13615068678196593,0.6403276974956641,0.24573258487544403,0.2356080344292307,0.11682565474606266,0.5232341077163485,0.6622594030624,0.14406076434051351,0.47912205567451815
0.0,0.153537736,0.9947466230319385,0.004050242895222533,1.0,0.9767068355894356,0.8549823647539045,0.9898536215806706,0.20200839069442394,1.0,0.17637356449003172,0.7997061942521215,1.0,0.8134140063248532,0.35290697609709304,0.45424226988303,0.7470862622299027,0.33310715555381254,0.7608447431582662,0.477814841783715,0.4407629983200145,0.304180756138901,0.6591068481272493,0.8084453229772972,0.34230902270400676,0.5894004282655246
0.0,0.561904762,0.9445785076277623,0.0001785549090972598,0.39999999760000016,0.8534556552785598,0.24331671721243725,0.8437187153332072,0.000268182864134956,0.6060606060606061,0.03364488612807061,0.5081597708001087,0.5111111111111112,0.5333271103115471,0.012383719942616282,0.021803725026924393,0.24509959331107156,0.009483431053405354,0.2592472012223742,0.003412149059346828,0.04874958025151071,0.0075849220468139356,0.34547311430140887,0.31609589092533663,0.003283337254639158,0.11616702355460384
0.09185303514376997,0.184134249,0.9925049842237136,0.0009660949084321939,1.0,0.9630116189121992,0.748079528561356,0.9818447468816798,0.09832546619634133,1.0,0.008085447956264808,0.7317025117043634,0.9356725146198831,0.7518739781515362,0.2389534876110466,0.3487082267408927,0.661272299676468,0.20221007106783911,0.6993298912446446,0.32423099812992423,0.3182855643334828,0.18183697768563786,0.5782758347534311,0.7245736332752172,0.2165374176602419,0.49304068522483946
0.0,0.226047045,0.9867675204227302,0.0022718208098987842,1.0,0.9483444862369529,0.681245047990335,0.9666116507481264,0.0846149360093704,1.0,0.004472257338455105,0.6682644779959244,0.9883040935672515,0.7110085255398471,0.12325581307674423,0.19418802491407913,0.5811792679599288,0.10200442576111488,0.6097004317590937,0.2184287861722274,0.23694837859014342,0.09435123058174229,0.49883132071748454,0.6788868452431224,0.09635163892161142,0.2922912205567452
0.0,0.242424242,0.97616728762211,2.3549811789841933e-05,1.0,0.9125888111836072,0.5169739969493741,0.9279201277090832,0.018698346771346498,0.9090909090909092,0.030822087886311203,0.5858181457351206,0.6877192982456141,0.6161668448713815,0.035232557174767455,0.06070053647925517,0.4388245000844562,0.029227772685737667,0.456006178449329,0.08532277551131406,0.12468535132623171,0.027432237459552596,0.40646197710583404,0.4451369842819069,0.03831712729535659,0.13972162740899358
0.0,0.268145161,0.9644186812384151,5.641415979488705e-06,1.0,0.8880368769875584,0.45934433234253347,0.8415541546037502,0.004654291624860182,0.7272727272727273,0.03583980464781756,0.5222067142845142,0.487719298245614,0.5413519797695219,0.012383719942616282,0.023651078974531788,0.30066005743019375,0.01248729313940281,0.30934224148549094,0.04095406253224945,0.08617310979306539,0.011886985389906008,0.3538273262696771,0.3061560338868759,0.018005359949401417,0.09743040685224838
0.0,0.230974125,0.9852036275639334,0.00011436497605669882,0.39999999760000016,0.9414837797809903,0.6212768217362237,0.9350631781162911,0.016518525676574806,1.0,0.00781745727336136,0.6485009893248901,0.8187134502923977,0.645901574424512,0.09534883630465119,0.15845773870035446,0.5565726388004626,0.08416969676611244,0.5747722196145792,0.18088603890350202,0.184139835095399,0.07326973810157494,0.4697759116282218,0.5738975739458674,0.09084593631879061,0.2936295503211992
0.0,0.21848454,0.9902001623440595,0.005621345655001876,1.0,0.9610080573188398,0.7323652263117795,0.9794096160610407,0.05493125857690566,1.0,0.06943547139089991,0.7253001067231186,0.9742690058479533,0.7504002534467056,0.2081395340918605,0.3012767247020559,0.6531437184101451,0.1844394971864001,0.6783797549259485,0.30375316513704687,0.28457305148381795,0.1603996880938707,0.5604792517632144,0.7268627182421962,0.14465170740351538,0.5085653104925054
0.0,0.414174972,0.9710501792531484,1.8924799483287732e-05,1.0,0.9101457705275692,0.43567151044102626,0.8990232419708326,0.0033859295618146996,0.9696969696969697,0.022784972479269104,0.5795707005931987,0.7614035087719299,0.5888845516312804,0.045988371139011636,0.07928157267684445,0.45680456842898537,0.03584105728648145,0.48361579099797264,0.07849680980097486,0.10513886191108313,0.028630367890477994,0.4039236037344573,0.4912238405513513,0.018781723455863927,0.20289079229122056
0.0,0.287394958,0.9688194948104363,9.401401218526818e-06,1.0,0.8956060689822783,0.43283455492130474,0.8703969263237642,0.0035988271879742934,0.8484848484848485,0.03142447108006397,0.547659267065489,0.5777777777777778,0.556615355023393,0.02046511529953489,0.03726444798565111,0.3718695996777673,0.01871771574483197,0.3830645241828368,0.051193011097758256,0.08727781220331732,0.016145718061139205,0.3712631143886685,0.3659403485067776,0.02137117726839672,0.15578158458244112
0.0,0.294992175,0.9833719018789551,0.0014880024041226772,1.0,0.940832189193828,0.6019988331853807,0.9527314050704836,0.012802566325359277,1.0,0.013939838835336326,0.6563955392660801,0.8900584795321638,0.6776814152283002,0.10988372004011629,0.17517324325165423,0.5661811519821213,0.09194102363951027,0.589293572881401,0.1774730560483324,0.17872701640728517,0.0750899998599224,0.4772283284867099,0.6161745220173114,0.06203551107906287,0.32280513918629555
0.0,0.785714286,0.8638372648880636,2.3022370703698258e-06,0.39999999760000016,0.7375162621094596,0.11092665518403638,0.6006114884060717,4.0886895679591646e-05,0.21212121212121213,0.07833181980029345,0.3807112571056207,0.2760233918128655,0.41475025882113337,0.0016279059783720926,0.0028094021470726877,0.05878668970804153,0.001249064720227741,0.06530181525238099,0.03791718573129057,0.017772668556676308,0.001111095546933001,0.26140901781428144,0.16179705026331684,0.00019067184775190343,0.005888650963597433
0.0,0.485714286,0.9252858366715003,7.076842394722777e-06,0.39999999760000016,0.8179184581133687,0.24127292300911624,0.754511756270462,0.0010166768414952225,0.36363636363636365,0.0050653287566695595,0.4519385278998054,0.38245614035087716,0.4809264382251943,0.0052674408657325585,0.00929148638129629,0.1280836245988332,0.003956017994539182,0.13831038052723213,0.014026369883243569,0.037240817316160704,0.0037142977209373993,0.3105668740752969,0.23294679617832612,0.002245802744508481,0.041488222698072806
0.0,0.134728932,0.9948993322474908,0.03839675604435072,1.0,0.9769487279058254,0.8671462956379825,0.9774885684136476,0.1544007884752063,1.0,0.17185973672506627,0.795166784395481,0.9146198830409358,0.7999015631099271,0.33895348771104655,0.4424884138609548,0.7414095084651066,0.32429677046389055,0.7525144890628798,0.4846408074940542,0.4384462469681733,0.30516914370561293,0.6559835756736967,0.7624898475626137,0.3821876758500719,0.5521948608137045
0.0,0.293868922,0.9741215598625953,1.77922310790507e-05,0.39999999760000016,0.9114961739798206,0.4966972598285868,0.8699369571687546,0.005374802259102104,0.9393939393939394,0.028466097820645447,0.5669559178435768,0.664327485380117,0.5683118073352456,0.030872092054127914,0.05497883671800884,0.4297181762665177,0.02881094684640213,0.441209857556117,0.08190979265614445,0.11050866761262182,0.02510508154851121,0.3884198147233459,0.4271516337501587,0.0336285813151159,0.22055674518201285
0.027156549520766772,0.295900178,0.965667736846312,1.792111451587314e-05,0.39999999760000016,0.8903632655537583,0.4734976853855121,0.8698828431505182,0.027783821662088364,0.7575757575757576,0.03201100208450746,0.5379981534777165,0.5707602339181287,0.5527655674547274,0.018430231576569773,0.03351483246163862,0.3274339617738394,0.01559432802267112,0.3424119254724549,0.04778002824258866,0.10851618707599825,0.01547483972787591,0.3696918439459879,0.36139010337061955,0.01800078716537583,0.17157387580299785
0.0,0.291764706,0.977371801320862,0.0006511733788269024,1.0,0.9209428225009144,0.5296171563918444,0.9288671230282205,0.0080361544793089,0.9393939393939394,0.003108747348915333,0.6041262102434295,0.7274853801169591,0.6339703444725424,0.04982558044517443,0.08661412844992394,0.4737081454724998,0.0409743237636318,0.49579326162870047,0.10580060850419146,0.13096499945273102,0.03845298295255571,0.42557301134591935,0.4880135231313451,0.0390589793652639,0.3452890792291221
0.0,0.29964539,0.9746790234126317,3.040991536900054e-05,0.39999999760000016,0.9169880100018064,0.5343829031425388,0.881463243053113,0.005578742137955552,0.9090909090909092,0.0011078241528833912,0.576504273407674,0.6573099415204678,0.5750949010822402,0.03360465019639536,0.06051640197375316,0.4288352844873511,0.032262532126451936,0.4373896051584725,0.09556165993868265,0.12168386297773082,0.02900110661306364,0.3972758949204052,0.42895616216210924,0.03265293211108012,0.1423982869379015
0.0,0.25928896,0.9872690715692497,0.002572635350654355,1.0,0.9504975806054345,0.6484621442352718,0.9601450255688737,0.018508695323778933,1.0,0.017772687586826763,0.685766132724253,0.8912280701754386,0.6992639862414645,0.1587209293912791,0.2472428254621872,0.6033782466899679,0.13262345471954168,0.6346685574852113,0.228667670599596,0.21732330060586336,0.11096387398618834,0.5156027019819998,0.6534971382253889,0.09408534849750597,0.39052462526766596
0.0,0.247212287,0.9881064034399536,0.0038578843718531713,1.0,0.9559484962057807,0.704202741242047,0.9669092778484267,0.03751217704078587,1.0,0.07336986283754633,0.7020520306986509,0.9801169590643275,0.719418090890062,0.1831395340668605,0.270871130165976,0.6238101425360237,0.1552746431819109,0.6509442441552735,0.26621041786832145,0.251629566209692,0.13224203542095656,0.534638190898131,0.7104436876194887,0.11194120823750439,0.5639721627408995
