Gravity Index Centrality,Laplacian Centrality,Constraint Coefficients,Second order centrality,HVGc Index,K-Shell Value,PE Values,Global Relative Change in Avg Clustering,DIL Centrality,PageRank Centrality,Semi local centrality,Extended Coreness,P Value,Societal Capital Scores,Extended Degree,Coreness Centrality,I-GSM Values,MDD Value,LGC Scores,EIGSM Values,EHCC Value,HCC Value,Degree Centrality,Leverage Centrality,Clustered Local Degree
166950.5,7528,-0.036446535,-3833.670685,492789560.6,31,0.367175768,0.000339008,4309.685094,0.000960611,2146306,91086,577,3061,1232.0,1190,3659.926614,36.5,18569298780.0,260456.6078,43.92577299,0.849793074,0.039542144,-0.26291897,3861.527738
118020.0,5568,-0.056135786,-4770.647915,302039827.5,24,0.250796362,0.000556987,973.9750291,0.000663864,1757951,74202,515,2484,998.6,815,3024.673681,24.7,13346042208.0,211711.1169,31.85305953,0.744238419,0.026014568,-0.495057579,3680.303333
235892.0,22526,-0.015944582,-2269.75761,1870033172.0,34,0.895310137,0.000476191,33112.76564,0.002433475,4484848,189658,746,6412,2584.6,2796,7515.709348,75.6,69907988073.0,556720.4879,96.62640557,1.239599122,0.10301769,0.288503153,7213.555762
234090.0,21974,-0.018687908,-2335.661173,2046351504.0,34,0.868642101,0.000492089,20919.80267,0.00222078,4673919,199201,853,6616,2665.2,2848,7697.172596,73.0,68855078533.0,581005.4142,104.0602378,1.376310471,0.097814776,0.213426329,7952.930679
7663.75,478,-0.2,-11041.09325,2931763.479,5,0.041875153,0.001434349,71.74658117,0.000289793,162529,6993,69,229,92.6,128,467.925645,5.0,422030263.0,21370.09861,4.36762501,0.093754041,0.005202914,-0.643362057,224.0
265820.5,34434,-0.014146411,-1986.411946,3900893628.0,34,1.185670607,0.00079022,33663.18208,0.002708369,6830975,289299,794,9714,3910.2,3868,11375.9607,91.2,129614000000.0,825024.3082,138.1698338,1.485237009,0.127991675,0.275175135,11339.69892
227919.0,19254,-0.018498441,-2470.50263,1770406267.0,34,0.802153198,0.000677458,19743.71732,0.001933083,4309496,183796,780,6057,2439.8,2666,7031.268415,67.9,58448241441.0,537897.66,95.39508207,1.258938703,0.088449532,0.153238299,7153.017367
231795.0,20082,-0.019827475,-2487.16166,1970077139.0,34,0.797188419,0.000110402,16954.47056,0.001899237,4621870,195361,765,6555,2638.8,2635,7569.440037,67.5,64434030813.0,565505.8512,94.49645931,1.27000481,0.087408949,0.12109217,7937.462995
222980.5,17370,-0.018832802,-2510.988602,1335412348.0,34,0.765691574,0.000854651,22053.25888,0.001903811,3740047,159639,698,5282,2129.4,2535,6180.918382,65.0,49344748110.0,463885.0738,86.4199587,1.118652664,0.086368366,0.196859449,6059.134293
130497.75,5452,-0.043995292,-4409.265177,310607113.5,27,0.287235964,0.000309847,2066.405798,0.00073419,1655674,70537,491,2320,933.8,957,2853.18152,28.7,12265424372.0,203231.76,35.18201738,0.706786029,0.030176899,-0.413353924,3052.785714
209907.5,13852,-0.024703452,-2972.199047,1303061763.0,34,0.596573794,0.000207569,8550.634483,0.001409106,3618421,153418,766,5096,2050.6,1967,5873.399109,54.4,40416679926.0,439805.373,73.42997743,1.187413921,0.063475546,-0.076590722,6407.931694
133650.0,5368,-0.041418959,-4411.137704,277554994.9,27,0.289116659,0.000703918,3009.054471,0.000753957,1599504,67676,475,2278,917.0,921,2819.22805,28.7,12194630536.0,194076.5629,32.58653002,0.68568328,0.030176899,-0.37267005,2797.401478
231829.0,20600,-0.018343209,-2371.507817,1761274785.0,34,0.840482168,7.52e-05,23943.74105,0.002164102,4319050,183029,747,6114,2464.0,2664,7144.488252,70.7,63283756200.0,540043.0592,94.15715229,1.22365959,0.095733611,0.249585508,7079.374582
384829.0,132494,-0.007518967,-1025.993093,9206671591.0,34,2.761438754,0.018042385,147602.7665,0.008243374,12174066,516175,831,17419,7030.2,8331,24115.55471,219.1,661449000000.0,1565381.909,284.4511596,1.970794393,0.325702393,0.719933833,18592.1074
24739.0,1260,-0.099222352,-6471.817208,11215008.11,13,0.092764921,3.16e-05,407.2916517,0.000705878,292868,11488,143,525,213.0,246,794.110157,14.4,1257406920.0,35469.8469,7.034800328,0.197195578,0.015608741,-0.211254454,684.8571429
197488.5,12448,-0.02562037,-2943.098385,893809535.3,33,0.547920482,0.000496184,11632.62815,0.001570412,2992644,127118,682,4271,1721.0,1791,5011.16732,52.8,33784407264.0,368179.0239,63.25776116,1.041921004,0.065556712,0.084262331,5052.616487
92132.25,4014,-0.05470985,-4698.90612,142578454.3,21,0.239566006,8.23e-05,1854.0479,0.000737155,1156822,48094,352,1682,678.0,737,2175.672475,24.8,8149377339.0,139790.1324,24.99574452,0.50777618,0.027055151,-0.293973136,2185.92
237779.0,22154,-0.018070509,-2362.712569,2230662860.0,34,0.875643862,0.000407464,21264.6233,0.002076771,4900904,207674,779,6891,2774.8,2850,7988.520178,72.5,72544048390.0,606723.2535,102.9273552,1.305649232,0.095733611,0.186123938,8171.468944
287504.0,46118,-0.012732844,-1690.7653,4182059463.0,34,1.439791906,0.003182787,50526.41644,0.003731824,7263076,308664,856,10339,4167.6,4669,12511.32659,112.9,175191000000.0,906080.1094,163.1879166,1.593547276,0.166493236,0.471436775,11741.86061
94332.0,4330,-0.062523747,-5208.276176,200739845.9,21,0.212863666,0.000607723,485.6263788,0.000569322,1393409,58743,438,1955,786.2,710,2454.201649,21.0,9481481105.0,169525.2669,27.19105621,0.623916011,0.021852237,-0.576691707,3020.72381
254481.5,30272,-0.014957628,-2081.618138,3210442198.0,34,1.071955987,0.000146588,31962.30536,0.002743758,6046398,257116,801,8581,3455.4,3445,10034.50867,87.4,108317000000.0,748619.463,123.876687,1.428370661,0.119667014,0.28825188,10024.88055
223660.5,19168,-0.020651952,-2500.208845,1787825463.0,34,0.744821007,8.14e-05,14222.67211,0.002087584,4276962,180710,846,6098,2456.0,2419,7073.672863,68.1,59422937232.0,531795.2034,89.86696877,1.338395259,0.087408949,0.173726693,7373.446931
168880.25,8598,-0.031172482,-3520.653238,558850010.5,31,0.412893899,0.000556795,5656.675676,0.001181921,2332543,99073,589,3309,1332.6,1297,3934.663836,40.5,21623467017.0,286243.298,47.66304183,0.878049093,0.046826223,-0.107762333,4055.272727
115712.5,5034,-0.042832751,-4221.34994,217747826.8,25,0.293411521,0.000647323,2658.622935,0.00087123,1410795,59992,418,2021,814.8,935,2537.272851,29.3,10647702855.0,171263.8216,31.63140059,0.604340491,0.033298647,-0.206514475,2522.340726
214191.5,16150,-0.022204086,-2696.009076,1458868456.0,34,0.681507592,0.000141753,13410.02068,0.00166156,3832768,163356,701,5447,2193.4,2272,6295.627469,60.7,47141963050.0,472345.024,80.23272304,1.131629752,0.075962539,0.070967275,6615.254947
251353.5,27748,-0.01724512,-2138.798521,2773755941.0,34,1.035031465,0.001253445,21351.84754,0.002471788,5633507,238361,834,7988,3217.0,3369,9323.543154,81.7,95532715138.0,696502.9841,120.1953303,1.432878777,0.113423517,0.261324411,9600.439687
175799.25,9022,-0.036251115,-3590.376076,729919506.5,33,0.418558529,0.000411792,2773.21556,0.001024233,2583962,110277,652,3608,1451.8,1392,4220.413342,41.2,22950195177.0,321432.4379,53.20305159,0.968812388,0.044745057,-0.24707938,5041.533776
143115.0,6200,-0.038465027,-4005.329979,343081643.0,29,0.329952864,0.000567663,3155.423517,0.000880142,1768960,75400,495,2505,1009.0,1090,3051.970335,32.9,14096316900.0,216754.5297,38.29637406,0.722079513,0.036420395,-0.251940686,3179.865546
217889.0,16424,-0.024022039,-2714.60506,1612762615.0,34,0.681656514,0.000252211,9157.551021,0.001617893,4026048,171295,762,5656,2276.8,2312,6521.945598,60.6,49599667012.0,500248.1082,84.76180424,1.214889827,0.074921956,0.0379332,7231.236307
22636.0,1560,-0.142657899,-8517.113263,25865355.19,8,0.081807172,0.00141395,29.14350155,0.000319421,522775,21999,237,752,302.4,258,1110.790664,8.0,2279660760.0,61918.22686,9.833978889,0.320040409,0.008324662,-0.803550605,1328.571429
49302.5,2892,-0.081671357,-6222.485348,85543775.23,13,0.140796248,9.21e-05,332.4844523,0.000476477,938821,39794,328,1341,539.4,454,1783.285228,14.4,5465386914.0,112898.306,17.23648658,0.460162472,0.015608741,-0.58019388,1970.057143
285319.5,46578,-0.012581283,-1683.861846,4073845572.0,34,1.448004139,0.00310135,56412.57609,0.003713134,7198299,304298,783,10248,4131.6,4640,12421.309,114.9,178189000000.0,903393.7356,159.2757522,1.503042722,0.168574402,0.492280454,11444.87601
165376.0,8090,-0.033202828,-3551.836414,506172200.5,32,0.406184277,0.000514289,4964.638007,0.001067553,2183692,93443,569,3099,1248.4,1366,3683.172833,40.7,19203366485.0,268587.7877,47.33526917,0.842628806,0.04578564,-0.142507828,3952.769556
126015.5,6064,-0.041593087,-4154.956279,308560164.7,26,0.300200034,0.000578245,2657.947984,0.001051479,1728989,73420,489,2471,995.2,957,3014.817886,31.6,13945232232.0,211112.5843,34.46116021,0.713118276,0.035379813,-0.182261793,3158.108734
182304.0,10726,-0.029977025,-3282.235029,797427938.6,32,0.489220487,5.68e-05,5766.174352,0.001232581,2867559,120465,623,4088,1645.4,1529,4762.118928,45.0,29254178208.0,350215.9155,55.25626223,0.96249,0.053069719,-0.086097465,5214.854118
165036.25,8822,-0.032649556,-3395.102881,557154744.6,31,0.440304465,2.07e-05,4820.630461,0.001157707,2307876,98415,563,3283,1322.8,1465,3891.116676,42.6,21423979984.0,282790.3434,49.39322635,0.846182638,0.049947971,-0.077931051,4204.352837
232203.0,21314,-0.020154172,-2438.760891,2276283582.0,34,0.833818189,0.000321362,13888.16364,0.001929262,4914117,208937,763,6916,2783.8,2773,7970.2225,69.3,69668624206.0,607142.4356,100.9456753,1.288392858,0.090530697,0.117551076,8599.684309
240065.5,24152,-0.019323136,-2283.195201,2493821621.0,34,0.913518657,0.001324428,16523.72008,0.002206022,5206936,221479,839,7323,2948.8,3023,8497.44239,75.5,80755762344.0,647117.94,110.826639,1.400543195,0.101977107,0.213066179,9011.108773
52620.0,2336,-0.083801943,-6011.912859,60408357.83,16,0.144710692,0.000560445,296.1956484,0.000485534,733943,31430,290,1048,422.4,498,1438.337193,16.0,3764090240.0,89618.8658,16.88201008,0.398949235,0.016649324,-0.54859356,1616.8
173464.0,8834,-0.035769937,-3676.555209,690469414.3,32,0.404132698,0.000128879,3058.698482,0.000968522,2555192,109062,617,3597,1447.0,1349,4208.122126,39.2,22826406701.0,313697.143,49.51865222,0.927293043,0.042663892,-0.283759382,4952.380488
240082.5,24236,-0.01991178,-2374.459492,3061560180.0,34,0.891825764,0.000725791,13392.99976,0.00200569,5695696,241962,786,8023,3227.4,2935,9205.388774,73.0,86101031724.0,704723.9131,110.6095615,1.378813311,0.094693028,0.090513459,10186.66374
268940.0,36852,-0.015655728,-1896.416285,3733557419.0,34,1.240892261,0.006084514,27767.87493,0.002997094,6720181,285843,760,9515,3832.8,4150,11258.63718,96.8,136450000000.0,835939.5737,142.937934,1.434093076,0.139438085,0.361730103,11288.57177
258374.5,31148,-0.013885806,-1988.579394,2628580273.0,34,1.126000714,5.81e-05,47434.45473,0.002875426,5575269,236304,741,7948,3204.0,3660,9403.451053,89.8,105616000000.0,694858.2856,123.0755709,1.321937574,0.129032258,0.38143093,8877.664831
204633.0,14884,-0.025724549,-2808.400288,1252828263.0,33,0.634366243,0.000828564,8893.108647,0.001588748,3611672,152726,683,5164,2079.2,2101,5970.922091,57.2,43331655244.0,440958.3212,73.24875747,1.094355087,0.070759625,0.045252308,6552.319579
110937.5,4936,-0.054976486,-4509.530402,234569520.5,25,0.2604711,0.000594569,1322.041288,0.000735928,1470627,62934,444,2090,841.6,880,2586.654436,27.4,10382594648.0,178837.0668,31.42031093,0.638675514,0.029136316,-0.364149891,3043.904762
280083.5,42696,-0.012967844,-1762.682552,4479412693.0,34,1.372562732,0.001382715,46442.91327,0.003439041,7244339,307270,850,10322,4158.6,4381,12362.51859,106.1,163250000000.0,913272.4421,158.4565355,1.585561984,0.155046826,0.411516611,11899.25458
189728.0,12204,-0.025730505,-2955.945807,836697464.0,32,0.563432246,0.000207742,9490.945194,0.001469841,2926976,124008,596,4211,1696.8,1875,4932.312866,51.5,32702283846.0,356048.3759,61.71298159,0.938009199,0.064516129,0.057063882,5167.051824
181168.0,10074,-0.030178692,-3417.750546,840448802.6,32,0.461320082,0.000285677,5816.351948,0.001103796,2794124,118747,670,3956,1591.8,1515,4611.416152,44.0,26614223565.0,340047.1043,56.56605192,1.00981861,0.048907388,-0.213096775,5048.070305
172848.0,9110,-0.030595173,-3291.875887,562542152.1,32,0.454473793,0.000994578,6437.836798,0.001244661,2305576,97671,567,3280,1322.2,1524,3901.239268,43.8,22448196970.0,284657.1716,50.90218678,0.85068331,0.053069719,-0.003150443,4085.001569
151578.0,8260,-0.033255289,-3524.935636,472757796.2,28,0.404231477,0.000320868,5472.769346,0.001153781,2183733,91562,536,3140,1265.0,1261,3753.701037,39.9,20635462400.0,265217.0921,43.98414135,0.806431156,0.046826223,-0.057351309,3882.818182
181624.0,9790,-0.029508925,-3462.635705,739819178.9,32,0.44841122,0.00080764,6071.815272,0.001107758,2727372,115104,629,3860,1553.2,1427,4512.19587,42.4,26448898960.0,332353.0984,52.928405,0.956410191,0.047866805,-0.164268581,4790.531401
222232.5,19558,-0.019519053,-2466.676324,1691529494.0,34,0.789615301,0.000328471,17630.53505,0.002207917,4223632,179024,690,6038,2432.6,2511,7012.995285,68.4,60037945583.0,525394.612,87.33835026,1.152707753,0.090530697,0.215805662,7136.109596
169717.25,8442,-0.029981513,-3521.882358,528680696.0,31,0.415015761,0.000828096,7245.422447,0.001195998,2269141,95629,563,3231,1301.4,1315,3851.682787,40.5,21383383392.0,276915.3942,46.3740814,0.843197392,0.046826223,-0.08208998,3845.727273
217149.5,17106,-0.02217841,-2637.977966,1592199141.0,34,0.705250061,4.21e-05,12218.7868,0.00174391,4031969,171933,772,5703,2296.4,2326,6592.234563,63.1,51097101669.0,497033.984,84.64374343,1.229270273,0.079084287,0.095862445,7038.685965
132944.5,5932,-0.044643175,-4336.105496,328676508.1,26,0.294821043,0.000131228,1739.042011,0.000772612,1781067,74610,492,2531,1018.4,957,3088.262196,29.4,14190011350.0,215462.5115,34.67250318,0.720067463,0.031217482,-0.372614175,3409.409195
193677.0,11588,-0.031071532,-3164.98097,914569880.2,33,0.51019776,0.003514954,5896.415844,0.001360773,3039144,128432,649,4309,1734.6,1680,5014.929978,48.1,32209825186.0,372836.0251,60.3858751,1.005551128,0.05723205,-0.050500396,5674.864646
252144.0,29096,-0.017439627,-2152.580969,3563518456.0,34,1.031818417,0.001293598,19055.54176,0.00241897,6246905,264676,838,8770,3529.6,3355,10177.80291,82.5,106804000000.0,775807.1648,126.733227,1.482445182,0.112382934,0.215366684,10795.26861
302217.5,54252,-0.011906104,-1591.114659,5366065738.0,34,1.602845693,0.002959368,61070.23482,0.003954439,8358950,353735,793,11901,4795.4,5168,14538.0969,123.7,225566000000.0,1049474.494,179.4999485,1.609621342,0.182101977,0.48684469,13505.11724
210256.0,14544,-0.022512118,-2866.603893,1338672027.0,34,0.603115379,0.000381936,11761.69333,0.001731204,3610094,153039,743,5127,2064.0,1898,5935.784701,57.0,42437363112.0,442583.4497,71.25180347,1.162324428,0.06867846,0.039970452,6115.66993
215747.0,15498,-0.02296176,-2741.272404,1377128018.0,34,0.660668833,2.7e-05,11252.14375,0.00173654,3685982,156458,725,5264,2119.8,2134,6106.362124,59.3,44923076226.0,451195.9353,76.10918219,1.149161365,0.073881374,0.065433444,6457.291751
233223.0,22074,-0.019111278,-2396.748334,2380326325.0,34,0.855933538,2.38e-05,16933.417,0.002069103,4977366,211408,787,7032,2830.8,2762,8119.2672,71.7,72583417764.0,620767.3134,101.4471877,1.323089636,0.093652445,0.152100434,8545.333333
228055.0,19490,-0.018604471,-2420.953563,1650085877.0,34,0.813604079,0.000327654,20776.62633,0.002140696,4121626,174822,737,5829,2349.4,2597,6810.887194,69.8,58239608710.0,515353.4587,90.39745058,1.195615903,0.092611863,0.232436063,6780.704801
211437.5,16238,-0.022738201,-2640.813648,1356006394.0,34,0.68018545,0.001980744,12759.47861,0.001929303,3681898,156607,722,5193,2092.6,2255,6042.121982,62.0,46749754092.0,460950.5587,80.00358576,1.141580683,0.08012487,0.168575979,6271.733424
210196.5,14408,-0.025789419,-2943.832487,1402955843.0,34,0.603561575,0.000119546,7967.116814,0.001407161,3773625,159989,717,5313,2137.6,1999,6102.577824,53.9,42996476068.0,461812.8893,73.51543553,1.142628591,0.064516129,-0.072693616,6850.458488
278511.0,39096,-0.015381602,-1879.173897,4780074136.0,34,1.283454459,0.002296514,26520.72551,0.0028903,7478214,319034,856,10503,4228.2,4338,12401.773,97.8,152966000000.0,931801.7753,160.3853545,1.602962283,0.140478668,0.312674622,12717.85075
254660.0,30922,-0.015829039,-2019.705037,2836405564.0,34,1.101441299,0.001436746,29894.21997,0.002764596,5765505,244830,770,8201,3304.6,3579,9657.028025,89.2,106640000000.0,719274.1756,124.5576215,1.370340449,0.12591051,0.348956454,9487.878788
216546.0,16060,-0.025725271,-2845.099768,1698777930.0,34,0.642179304,0.000504528,6883.698166,0.001500031,4172634,176489,785,5885,2367.2,2104,6738.652245,57.6,50396432570.0,512819.5876,81.0806736,1.254905549,0.06867846,-0.052678846,7739.676923
243967.0,25966,-0.016360351,-2159.915038,2381583792.0,34,0.96958611,0.001041151,26606.29471,0.002609643,5050210,214432,753,7205,2903.6,3087,8450.636071,81.6,84665401733.0,626973.0554,107.0500487,1.293301693,0.112382934,0.312844172,8282.289893
231310.5,19852,-0.019622897,-2504.362524,2075049297.0,34,0.785383839,0.000478874,16598.08593,0.001856414,4641641,197053,816,6523,2625.8,2638,7526.734331,67.7,63732185832.0,573508.1725,98.0359096,1.327747175,0.086368366,0.10304412,7895.292389
235254.5,21722,-0.019392982,-2422.36139,2447855017.0,34,0.843073445,6.28e-05,15408.72792,0.001944291,5022345,213069,805,7033,2830.8,2777,8111.02151,70.3,72408961958.0,628414.556,103.3083671,1.344175082,0.09157128,0.128561079,8650.407524
214293.5,14706,-0.024110166,-2868.467693,1358781878.0,34,0.621394062,0.000322801,10024.89219,0.001534575,3721265,157447,718,5273,2122.2,1984,6090.04241,55.1,44199405063.0,461518.1095,72.99750903,1.141500472,0.067637877,-0.001570424,6612.657692
71734.5,3144,-0.065385001,-5378.27392,103339550.7,18,0.184166657,0.000569724,754.7174178,0.000588626,971216,40981,333,1382,556.8,589,1838.412197,19.4,5980678716.0,120720.6685,20.643548,0.468357345,0.020811655,-0.421916291,1849.452632
143223.75,6242,-0.041769486,-4070.599235,338943004.6,29,0.318950611,0.000305284,2642.323785,0.000868388,1794608,75969,498,2560,1030.8,1061,3106.90239,32.8,14491789236.0,216831.1928,36.67055371,0.728741658,0.035379813,-0.264387738,3377.005348
154290.0,7258,-0.044317018,-4073.847496,483110512.4,30,0.327204374,0.00082589,1447.568057,0.000867203,2170276,91643,583,3068,1234.0,1077,3640.666302,33.1,18169637281.0,265136.2441,40.68457897,0.85720428,0.035379813,-0.329381629,4483.397504
181977.75,11086,-0.026612104,-3085.614532,725810357.0,31,0.517913416,0.001385606,9929.324767,0.001552265,2719885,114747,586,3890,1567.6,1621,4591.357214,48.7,29749463919.0,334484.9216,56.72019683,0.907898803,0.060353798,0.08077445,4601.645493
167624.75,8616,-0.038016919,-3881.974718,650486952.5,31,0.367334417,9.14e-05,2224.123326,0.000901899,2575662,108651,644,3642,1464.2,1188,4249.334364,35.5,23052633576.0,312189.333,46.98315581,0.961418485,0.038501561,-0.342398443,5028.596096
324232.5,71648,-0.010571867,-1401.141275,6631905484.0,34,1.904456453,0.008242058,75345.60924,0.004888201,9584673,405959,799,13669,5509.8,6005,17216.35944,148.3,319320000000.0,1209323.552,209.097704,1.718129052,0.219562955,0.569551917,15240.25105
276037.5,39670,-0.013408852,-1850.246121,4401405384.0,34,1.306990144,0.001491179,41658.87178,0.003111967,7287216,307944,789,10382,4180.4,4169,12304.49435,99.9,155021000000.0,893661.7917,148.1304619,1.517744817,0.143600416,0.353116401,12014.72845
134399.25,6196,-0.046852698,-4411.794601,384521982.8,27,0.287209848,0.000167178,1465.193638,0.000738633,1912819,81266,546,2692,1082.6,932,3239.999957,28.4,14891150404.0,236300.9441,36.3698278,0.792394356,0.030176899,-0.431454688,3830.522167
223873.0,18490,-0.021906768,-2560.583917,1816764981.0,34,0.754808349,0.000657028,12471.94404,0.001811478,4311625,183264,826,6085,2450.0,2523,7028.224178,66.2,56717141255.0,529199.4391,92.1594377,1.314284461,0.083246618,0.101325095,7565.15981
237923.5,23484,-0.016854046,-2267.815234,2189686973.0,34,0.920895987,0.000331612,25792.38927,0.002273178,4892259,208630,835,6891,2776.2,2947,8034.441487,75.9,75409425432.0,610489.3431,106.2933333,1.371069793,0.10301769,0.250174547,8054.911565
214982.0,15654,-0.021745735,-2715.805152,1397726766.0,34,0.672314799,0.00034968,13653.09705,0.001648048,3755520,159800,767,5271,2122.8,2250,6109.979439,60.0,45736957095.0,464630.0208,81.32931605,1.198628646,0.074921956,0.078687748,6338.061033
184948.5,10430,-0.028827601,-3178.991505,741034033.2,33,0.502977432,0.000307199,6870.542387,0.001302188,2679511,113950,639,3784,1524.4,1667,4446.206422,46.8,26491511620.0,330757.758,59.18437288,0.963729382,0.056191467,-0.043674082,4796.086653
