MCGM Values,Extended Coreness,PE Values,Extended Improved Gravity Index Values,Societal Capital Scores,P Value,Closeness Centrality,Volume Centrality,Constraint Coefficients,Gravity Model Centrality,Extended Degree,Leverage Centrality,DNC Scores,CLC Values,H-GSM_1,Density Centrality,GGC Values,EIGSM Values,EHCC Value,GIN Values,Coreness Centrality,DIL Centrality,Isolating Centrality,Node H-Index,Second order centrality
85.1096089,125946,0.556646052,6810137.5,2655,105,0.000100271,2984,-0.075513283,156189.436,1072.0,-0.019841881,96.73054871,90545.06322,3926.835962,958.5227273,3093.978413,139728.2112,69.45193798,5353.868088,2500,50.0,0,50,-6142.660796
85.1096089,125946,0.556646052,6810137.5,2655,105,0.000100271,2984,-0.075513283,156189.436,1072.0,-0.019841881,96.73054871,90545.06322,3926.835962,958.5227273,3093.978413,139728.2112,69.45193798,5353.868088,2500,50.0,0,50,-6142.660796
86.0282731,126009,0.570205869,6811067.5,2664,105,0.000100503,3004,-0.072994191,159814.4273,1075.8,0.004165038,97.82531995,94249.0324,4105.04473,1018.261364,3484.18988,139977.3809,69.97398794,5367.951829,2502,397.7718269,0,50,-6126.829374
92.34583752,128544,0.629714559,6903647.5,2763,105,0.000107817,3122,-0.066150832,189086.2547,1116.4,0.088855175,106.827442,111639.355,5150.218028,1207.181818,5254.405977,144445.2954,75.56711886,5876.011139,2578,304.760764,0,50,-6026.415989
86.04959257,126016,0.571504681,6811204.0,2662,105,0.000100432,3006,-0.072994191,159985.4331,1075.0,0.005314463,97.81738345,94228.3724,4104.633168,1010.147727,3461.798854,139989.8273,70.06687123,5375.314839,2502,320.8013835,0,50,-6128.517391
92.34583752,128544,0.629714559,6903647.5,2763,105,0.000107817,3122,-0.066150832,189086.2547,1116.4,0.088855175,106.827442,111639.355,5150.218028,1207.181818,5254.405977,144445.2954,75.56711886,5876.011139,2578,304.760764,0,50,-6026.415989
85.1096089,125946,0.556646052,6810137.5,2655,105,0.000100271,2984,-0.075513283,156189.436,1072.0,-0.019841881,96.73054871,90545.06322,3926.835962,958.5227273,3093.978413,139728.2112,69.45193798,5353.868088,2500,50.0,0,50,-6142.660796
85.1096089,125946,0.556646052,6810137.5,2655,105,0.000100271,2984,-0.075513283,156189.436,1072.0,-0.019841881,96.73054871,90545.06322,3926.835962,958.5227273,3093.978413,139728.2112,69.45193798,5353.868088,2500,50.0,0,50,-6142.660796
86.0282731,126009,0.570205869,6811067.5,2664,105,0.000100503,3004,-0.072994191,159814.4273,1075.8,0.004165038,97.82531995,94249.0324,4105.04473,1018.261364,3484.18988,139977.3809,69.97398794,5367.951829,2502,397.7718269,0,50,-6126.829374
92.34583752,128544,0.629714559,6903647.5,2763,105,0.000107817,3122,-0.066150832,189086.2547,1116.4,0.088855175,106.827442,111639.355,5150.218028,1207.181818,5254.405977,144445.2954,75.56711886,5876.011139,2578,304.760764,0,50,-6026.415989
86.04959257,126016,0.571504681,6811204.0,2662,105,0.000100432,3006,-0.072994191,159985.4331,1075.0,0.005314463,97.81738345,94228.3724,4104.633168,1010.147727,3461.798854,139989.8273,70.06687123,5375.314839,2502,320.8013835,0,50,-6128.517391
92.34583752,128544,0.629714559,6903647.5,2763,105,0.000107817,3122,-0.066150832,189086.2547,1116.4,0.088855175,106.827442,111639.355,5150.218028,1207.181818,5254.405977,144445.2954,75.56711886,5876.011139,2578,304.760764,0,50,-6026.415989
85.1096089,125946,0.556646052,6810137.5,2655,105,0.000100271,2984,-0.075513283,156189.436,1072.0,-0.019841881,96.73054871,90545.06322,3926.835962,958.5227273,3093.978413,139728.2112,69.45193798,5353.868088,2500,50.0,0,50,-6142.660796
85.1096089,125946,0.556646052,6810137.5,2655,105,0.000100271,2984,-0.075513283,156189.436,1072.0,-0.019841881,96.73054871,90545.06322,3926.835962,958.5227273,3093.978413,139728.2112,69.45193798,5353.868088,2500,50.0,0,50,-6142.660796
86.0282731,126009,0.570205869,6811067.5,2664,105,0.000100503,3004,-0.072994191,159814.4273,1075.8,0.004165038,97.82531995,94249.0324,4105.04473,1018.261364,3484.18988,139977.5838,69.97398794,5367.951829,2502,397.7718269,0,50,-6118.406397
92.34583752,128544,0.629714559,6903647.5,2763,105,0.000107817,3122,-0.066150832,189086.2547,1116.4,0.088855175,106.827442,111639.355,5150.218028,1207.181818,5254.405977,144445.2954,75.56711886,5876.011139,2578,304.760764,0,50,-6026.415989
86.04959257,126016,0.571504681,6811204.0,2662,105,0.000101061,3006,-0.072994191,160130.0393,1075.0,0.005314463,97.81738345,94228.3724,4104.755859,1010.147727,3461.798854,139989.9362,70.06687123,5382.086024,2502,320.8013835,0,50,-6119.151795
92.34583752,128544,0.629714559,6903647.5,2763,105,0.000107817,3122,-0.066150832,189086.2547,1116.4,0.088855175,106.827442,111639.355,5150.218028,1207.181818,5254.405977,144445.2954,75.56711886,5876.011139,2578,304.760764,0,50,-6026.415989
85.1096089,125946,0.556646052,6810137.5,2655,105,0.000100271,2984,-0.075513283,156189.436,1072.0,-0.019841881,96.73054871,90545.06322,3926.835962,958.5227273,3093.978413,139728.2112,69.45193798,5353.868088,2500,50.0,0,50,-6142.660796
85.1096089,125946,0.556646052,6810137.5,2655,105,0.000100271,2984,-0.075513283,156189.436,1072.0,-0.019841881,96.73054871,90545.06322,3926.835962,958.5227273,3093.978413,139728.2112,69.45193798,5353.868088,2500,50.0,0,50,-6142.660796
85.1096089,125946,0.556646052,6810137.5,2655,105,0.000100271,2984,-0.075513283,156189.436,1072.0,-0.019841881,96.73054871,90545.06322,3926.835962,958.5227273,3093.978413,139728.2112,69.45193798,5353.868088,2500,50.0,0,50,-6142.660796
85.1096089,125946,0.556646052,6810137.5,2655,105,0.000100271,2984,-0.075513283,156189.436,1072.0,-0.019841881,96.73054871,90545.06322,3926.835962,958.5227273,3093.978413,139728.2112,69.45193798,5353.868088,2500,50.0,0,50,-6142.660796
0.002440393,4,0.005147388,59.25,3,1,7.58e-05,21,-1.0,375.7816524,1.4,-0.333333333,1.0,92.0,1.913990986,0.397727273,6.37660484,68.42571855,0.39252261,2318.993222,1,1.0,0,1,-25101.3527
0.023232652,74,0.016916774,2403.75,10,9,8.34e-05,99,-0.5,1168.777699,4.4,-0.111111111,2.095238095,285.0,5.010965682,2.227272727,29.02596881,301.8371004,0.729387382,2784.045114,4,2.857142857,2,1,-19769.68778
1.811844203,2303,0.070380478,35625.75,201,91,8.47e-05,300,-0.214232742,11287.61915,83.4,0.118079959,27.06666667,2364.015059,24.06944648,88.29545455,179.256443,3063.445996,13.25959841,2952.261112,174,88.00952381,0,13,-11456.09073
0.034295811,78,0.021385951,2520.5,11,16,8.34e-05,100,-0.5,1170.555476,4.8,-0.277777778,2.095238095,375.0,5.022014951,2.227272727,31.02596881,353.6356222,1.167624892,2784.712917,5,3.357142857,0,2,-16569.75066
0.05310289,38,0.02075631,313.75,27,18,7.61e-05,51,-0.173154447,2760.8174,12.2,0.486111111,8.055555556,331.8169403,8.251406611,20.04545455,154.4470222,204.2302521,1.326485788,2345.881186,12,37.57142857,7,2,-19318.12108
0.010841842,18,0.008032962,161.25,12,16,7.6e-05,47,-0.5,773.7077493,5.2,-0.151515152,2.055555556,204.0,3.161506089,2.545454545,33.8130355,97.48160426,0.555453273,2331.82116,3,2.888888889,2,1,-23145.95575
0.00715848,17,0.00735475,157.0,10,16,7.6e-05,47,-1.0,386.2149858,4.2,-0.8,1.055555556,194.0,2.161258189,0.954545455,16.15651775,87.80409729,0.54546727,2329.668978,2,1.0,0,1,-23155.89505
0.020629433,29,0.011209675,212.5,18,18,7.6e-05,55,-0.635172588,785.0271937,7.6,-0.595959596,2.103174603,102.6383641,3.290062657,3.181818182,6.323384508,125.1544083,0.735739664,2336.245357,4,2.0,0,2,-20680.38755
0.016594656,21,0.009673915,184.0,13,16,7.6e-05,48,-0.5,775.4855271,5.6,-0.318181818,2.055555556,219.0,3.169401975,2.545454545,35.8130355,104.9334054,0.686391042,2332.488963,4,3.388888889,0,2,-21393.78923
0.016594656,21,0.009673915,184.0,13,16,7.6e-05,48,-0.5,775.4855271,5.6,-0.318181818,2.055555556,219.0,3.169401975,2.545454545,35.8130355,104.9334054,0.686391042,2332.488963,4,3.388888889,0,2,-21393.78923
0.016594656,21,0.009673915,184.0,13,16,7.6e-05,48,-0.5,775.4855271,5.6,-0.318181818,2.055555556,219.0,3.169401975,2.545454545,35.8130355,104.9334054,0.686391042,2332.488963,4,3.388888889,0,2,-21393.78923
0.002440393,4,0.005147388,59.25,3,1,7.58e-05,21,-1.0,375.7816524,1.4,-0.333333333,1.0,92.0,1.913990986,0.397727273,6.37660484,68.42571855,0.39252261,2318.993222,1,1.0,0,1,-25101.3527
0.023232652,74,0.016916774,2403.75,10,9,8.34e-05,99,-0.5,1168.777699,4.4,-0.111111111,2.095238095,285.0,5.010965682,2.227272727,29.02596881,301.8371004,0.729387382,2784.045114,4,2.857142857,2,1,-19769.68778
1.811844203,2303,0.070380478,35625.75,201,91,8.47e-05,300,-0.214232742,11287.61915,83.4,0.118079959,27.06666667,2364.015059,24.06944648,88.29545455,179.256443,3063.445996,13.25959841,2952.261112,174,88.00952381,0,13,-11456.09073
0.034295811,78,0.021385951,2520.5,11,16,8.34e-05,100,-0.5,1170.555476,4.8,-0.277777778,2.095238095,375.0,5.022014951,2.227272727,31.02596881,353.6356222,1.167624892,2784.712917,5,3.357142857,0,2,-16569.75066
0.05310289,38,0.02075631,313.75,27,18,7.61e-05,51,-0.173154447,2760.8174,12.2,0.486111111,8.055555556,331.8169403,8.251406611,20.04545455,154.4470222,204.2302521,1.326485788,2345.881186,12,37.57142857,7,2,-19318.12108
0.010841842,18,0.008032962,161.25,12,16,7.6e-05,47,-0.5,773.7077493,5.2,-0.151515152,2.055555556,204.0,3.161506089,2.545454545,33.8130355,97.48160426,0.555453273,2331.82116,3,2.888888889,2,1,-23145.95575
0.00715848,17,0.00735475,157.0,10,16,7.6e-05,47,-1.0,386.2149858,4.2,-0.8,1.055555556,194.0,2.161258189,0.954545455,16.15651775,87.80409729,0.54546727,2329.668978,2,1.0,0,1,-23155.89505
0.020629433,29,0.011209675,212.5,18,18,7.6e-05,55,-0.635172588,785.0271937,7.6,-0.595959596,2.103174603,102.6383641,3.290062657,3.181818182,6.323384508,125.1544083,0.735739664,2336.245357,4,2.0,0,2,-20680.38755
0.016594656,21,0.009673915,184.0,13,16,7.6e-05,48,-0.5,775.4855271,5.6,-0.318181818,2.055555556,219.0,3.169401975,2.545454545,35.8130355,104.9334054,0.686391042,2332.488963,4,3.388888889,0,2,-21393.78923
0.016594656,21,0.009673915,184.0,13,16,7.6e-05,48,-0.5,775.4855271,5.6,-0.318181818,2.055555556,219.0,3.169401975,2.545454545,35.8130355,104.9334054,0.686391042,2332.488963,4,3.388888889,0,2,-21393.78923
0.016594656,21,0.009673915,184.0,13,16,7.6e-05,48,-0.5,775.4855271,5.6,-0.318181818,2.055555556,219.0,3.169401975,2.545454545,35.8130355,104.9334054,0.686391042,2332.488963,4,3.388888889,0,2,-21393.78923
6.859064368,12351,0.10495647,624149.25,332,97,9.67e-05,2746,-0.20456227,16455.76086,135.4,-0.075106749,23.83372888,12788.37485,80.87392558,104.4431818,462.7696173,15011.49503,14.06070198,3699.441611,283,31.89855072,0,11,-7559.201954
6.859064368,12351,0.10495647,624149.25,332,97,9.67e-05,2746,-0.20456227,16455.76086,135.4,-0.075106749,23.83372888,12788.37485,80.87392558,104.4431818,462.7696173,15011.49503,14.06070198,3699.441611,283,31.89855072,0,11,-7559.201954
6.356104915,12303,0.100125978,623557.75,324,97,9.42e-05,2744,-0.237444647,13789.70691,131.8,-0.26284585,20.57731863,9798.836795,77.0409844,81.375,231.859471,14840.60673,13.05023686,3661.081528,277,11.0,0,11,-7792.495999
6.356104915,12303,0.100125978,623557.75,324,97,9.42e-05,2744,-0.237444647,13789.70691,131.8,-0.26284585,20.57731863,9798.836795,77.0409844,81.375,231.859471,14840.60673,13.05023686,3661.081528,277,11.0,0,11,-7792.495999
6.356104915,12303,0.100125978,623557.75,324,97,9.42e-05,2744,-0.237444647,13789.70691,131.8,-0.26284585,20.57731863,9798.836795,77.0409844,81.375,231.859471,14840.60673,13.05023686,3661.081528,277,11.0,0,11,-7792.495999
6.356104915,12303,0.100125978,623557.75,324,97,9.42e-05,2744,-0.237444647,13789.70691,131.8,-0.26284585,20.57731863,9798.836795,77.0409844,81.375,231.859471,14840.60673,13.05023686,3661.081528,277,11.0,0,11,-7792.495999
6.356104915,12303,0.100125978,623557.75,324,97,9.42e-05,2744,-0.237444647,13789.70691,131.8,-0.26284585,20.57731863,9798.836795,77.0409844,81.375,231.859471,14840.60673,13.05023686,3661.081528,277,11.0,0,11,-7792.495999
6.356104915,12303,0.100125978,623557.75,324,97,9.42e-05,2744,-0.237444647,13789.70691,131.8,-0.26284585,20.57731863,9798.836795,77.0409844,81.375,231.859471,14840.60673,13.05023686,3661.081528,277,11.0,0,11,-7792.495999
0.632573685,2518,0.013773824,136141.75,62,58,9e-05,2683,-0.5,2111.722734,25.2,-0.300546448,2.717708942,5407.0,29.10135716,10.5,242.9116117,2850.349904,1.918082472,3485.57826,51,2.983050847,2,1,-17506.98185
2.377807271,5261,0.042987544,276164.25,140,86,9.04e-05,2876,-0.170971003,8021.321236,57.4,0.044583769,10.42213471,10178.00638,42.96289721,54.56818182,823.3490397,6230.356975,5.359652239,3583.448176,120,75.62857143,0,3,-10058.93927
0.912915787,2637,0.028052524,138581.25,68,60,9.02e-05,2703,-0.585077007,2143.583845,27.6,-0.744990893,2.812947037,2082.565516,29.30520776,10.97727273,34.53117214,3125.014771,2.744422911,3506.781017,53,2.0,0,2,-13658.56104
0.976170811,2691,0.01748673,139043.5,76,66,9.03e-05,2874,-0.5,2203.764401,30.8,-0.849566056,3.460566085,5820.0,29.80245336,12.56818182,262.4091624,3042.926682,2.856303833,3539.920758,63,3.916384181,0,2,-13548.92382
0.911549051,2581,0.027680281,137595.0,70,59,9.02e-05,2700,-0.56718837,2129.462179,28.4,-0.785394933,2.773264498,2057.917594,29.34882021,11.45454545,35.41372356,3064.289049,2.47789621,3493.308084,52,2.0,0,2,-14654.67908
2.220040974,2602,0.040769969,137963.25,88,59,9.03e-05,2703,-0.146176642,9654.017304,37.0,0.445320856,11.76532799,5789.27195,36.77133676,70.875,1105.59337,3441.172827,3.567377261,3517.978086,64,83.02020202,9,2,-14581.22017
0.451254056,2517,0.013095613,136125.0,60,58,9e-05,2683,-1.0,1055.222478,24.2,-0.966666667,1.717708942,5347.0,28.0790234,4.931818182,120.7058058,2806.452481,1.908096469,3482.443739,50,1.0,0,1,-17520.12048
0.904780894,2522,0.015414778,136208.5,63,58,9e-05,2684,-0.5,2113.500512,25.6,-0.467213115,2.717708942,5484.0,29.15348126,10.5,244.9116117,2863.021131,2.0582795,3486.246064,52,3.483050847,0,2,-14921.26252
0.904780894,2522,0.015414778,136208.5,63,58,9e-05,2684,-0.5,2113.500512,25.6,-0.467213115,2.717708942,5484.0,29.15348126,10.5,244.9116117,2863.021131,2.0582795,3486.246064,52,3.483050847,0,2,-14921.26252
4.883736966,8229,0.082736021,426660.5,231,92,9.2e-05,2721,-0.175123982,16529.77899,95.2,0.255618372,24.21415094,13103.75329,60.32823788,120.2727273,1104.83189,10149.63918,11.22246447,3612.353347,195,95.71311328,0,6,-8402.14096
3.771220576,8178,0.071152547,425588.0,214,92,9.14e-05,2722,-0.239357376,10543.33352,87.4,-0.141614907,15.59418757,9597.646472,53.65280052,65.14772727,401.0112701,9799.726913,9.055420973,3590.287335,180,31.44376389,0,6,-8601.564679
