Global Relative Change in Avg Clustering,Clustering Coefficient,Leverage Centrality,Closeness Centrality,Volume Centrality,DIL Centrality,P Value,Betweenness Centrality,PageRank Centrality,HCC Value,Global Relative Change in Avg Degree,Clustered Local Degree,Node H-Index,DNC Scores,Degree Centrality,Eigenvector Centrality,Centrality Values,PE Values,K-Shell Value,MDD Value,CLC Values,EIGSM Values,Extended Coreness,Local-Global Centrality,Improved Gravity Index Values,Average Spreading Ability
0.18519514974765347,0.592687075,0.7245595465068935,0.6925280910706421,0.9532360643471753,0.1182801974411069,1.0,0.03172700928159471,0.4215895499771393,0.7927534381639125,0.40697744208442704,0.7153112038331699,0.8684210526315789,0.4952353974558511,0.48484848424548516,0.6182424662473145,0.4717097598301615,0.4690369546199266,0.9999999999999999,0.5434782608695653,0.42521563329951495,0.6057439454931999,0.6267492802603579,0.3994534664007343,0.7253356895896115,0.8935849056603773
0.06031844946983935,0.632336656,0.664496074904804,0.6831904937601337,0.9695099139543583,0.1461058140127032,1.0,0.038371750150609556,0.36835400048086225,0.7677956024057004,0.3372100953919229,0.6716512999380382,0.8421052631578947,0.42716922288443754,0.4242424252072237,0.5521488312633568,0.41672393745786246,0.4183821751647831,0.9999999999999999,0.5043478260869565,0.3728570376082917,0.5497200545415734,0.5725122042808862,0.34281968388682904,0.6974166902951695,0.6943396226415095
0.20962229905056395,0.415853659,0.7316597763767769,0.7116505272139829,0.979985035540591,0.2321211163106535,0.8767123287671232,0.061820513449587756,0.3824825553237595,0.6547494649916439,0.3139543131610882,0.4690886203647122,0.6578947368421052,0.3953611458564501,0.40404040353790427,0.4099419643839309,0.41921967716370734,0.42500473546153045,0.7142857142857143,0.46666666666666673,0.38691147920573876,0.4401393251410205,0.4090499436725497,0.3181140811194481,0.45604988581388656,0.6135849056603774
0.11543859016487042,0.452091768,0.7013428563269598,0.7052092421979931,0.9803591470258136,0.17941215668581373,0.8630136986301369,0.04718404256472729,0.3602378210014078,0.645161048187575,0.2906985309302535,0.47549056081460517,0.6842105263157895,0.3737468548917654,0.3838383838584838,0.40269108288602373,0.4016341272611916,0.40827945321837317,0.7142857142857143,0.45507246376811594,0.3686329200704598,0.4325845113625837,0.40212792589810986,0.30070470469009575,0.45364966953066105,0.6747169811320755
0.15357182298028854,0.512987013,0.7580744607116491,0.7148974915106511,0.9519266741488963,0.23135875932890632,1.0,0.057200390524969946,0.48242501035668817,0.8386703412750773,0.48837269575367537,0.7856429377988213,0.9210526315789473,0.555721535673121,0.5555555551133559,0.6965844715372976,0.550394668943512,0.5531260241246454,0.9999999999999999,0.5927536231884059,0.5353969052343981,0.6912510170236447,0.7079859807234947,0.47463665439855035,0.7872291788930432,0.6490566037735849
0.3976642356055791,0.403963964,0.869486529713878,0.7836701454152938,0.9528619528619527,0.33085292102165736,1.0,0.11676623250979898,0.6574882529401683,0.9271948205183568,0.7093026745305856,0.9172438831473597,0.9999999999999999,0.7513535483775229,0.7474747480375472,0.8761341468898275,0.7431297570843485,0.7424669568951212,0.9999999999999999,0.755072463768116,0.7572296358529027,0.8707183416859307,0.8749530604581299,0.6895435393663744,0.9066817009884408,0.9939622641509435
0.38151516483285325,0.237171717,1.0,1.0,0.9979423868312757,1.0,0.9794520547945205,1.0,1.0,0.9727937356996341,0.9999999999999999,0.9093678748933828,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.8449005832696023,1.0000000000000002,1.0,0.7142857142857143,1.0,0.9999999999999999,0.940433286529661,0.8916259857303792,0.9999999999999999,0.7202583089904805,0.909433962264151
0.2228942510964566,0.524731183,0.568967427743172,0.6649446876221675,0.9865319865319865,0.13310794014390814,0.7808219178082191,0.019704612630346726,0.27624683850993054,0.5850106653246873,0.19767537028426097,0.4563250397178707,0.631578947368421,0.28657516818601725,0.30303030315090296,0.35660861470110417,0.3237504419210606,0.334305529518662,0.7142857142857143,0.39565217391304347,0.3124432686547555,0.3934008444116534,0.36112154212041553,0.23161854137830937,0.43703278756986896,0.48452830188679236
0.18364831576147955,0.635658915,0.7069896248369822,0.5662379800979812,0.8054620276842498,0.0862905654132168,1.0,0.01461676298206295,0.3733900159354311,0.7387011080491885,0.3372100953919229,0.598731176145127,0.7894736842105263,0.4351266098384095,0.4242424252072237,0.5091364985125549,0.3977023522032075,0.3962297401277044,0.9999999999999999,0.49565217391304356,0.3265134966968815,0.4870646818875786,0.5228188759544373,0.32182459134833996,0.6011662589376187,0.6898113207547171
0.3755900168731866,0.362088116,0.8890659630891842,0.8445316140703923,0.9790497568275345,0.47783282150140416,1.0,0.26215430455087585,0.6731666361387763,0.8965835521122817,0.6976747675538414,0.8250640094587488,0.9473684210526315,0.7362883357971753,0.7373737381978369,0.7930967904789561,0.714667131990206,0.7211185111672838,0.9999999999999999,0.7492753623188407,0.7236200567199328,0.7924295290412885,0.8082613593691325,0.6763149333803784,0.8733446310546665,0.9199999999999999
0.15675329387742223,0.462626263,0.7185866190658631,0.6739970940745307,0.9489337822671156,0.2088968103668087,0.9863013698630136,0.04132438722092713,0.3952204827360626,0.7528295303275361,0.3604658776227576,0.5825268106455568,0.7105263157894737,0.4389794069091853,0.4444444448866442,0.5271686161702772,0.4409966633858136,0.44664235748940717,0.7142857142857143,0.5202898550724638,0.4354322417820239,0.5355076627608506,0.524333458505445,0.3563915299617219,0.49145307599146304,0.5698113207547171
0.2950976481211864,0.390648567,0.7686877152262606,0.7483417273135936,0.997568275346053,0.3700941424735626,0.9657534246575341,0.11694913800069345,0.47828802316932684,0.7770557125972619,0.44186113129200594,0.6265573779376447,0.7894736842105263,0.5049697674144902,0.5151515157545149,0.5571171999127602,0.5346251800767292,0.5394752210883828,0.7142857142857143,0.5695652173913044,0.5337941771773631,0.5982657086018244,0.5630742270622106,0.43321027258698397,0.5371033433781945,0.7011320754716982
0.10802116811132997,0.480295567,0.636089979169909,0.6189190946037127,0.9440703329592217,0.10182048991824091,0.8356164383561643,0.0438833097789581,0.2735798555291549,0.5723455505253644,0.17441958805342625,0.35123352769942373,0.5263157894736842,0.27642472178301036,0.2828282834714825,0.3018931720014754,0.26121131477908416,0.272336409077381,0.6071428571428571,0.34492753623188405,0.24917576714184347,0.3113464112720785,0.3100638377769433,0.20706910999541756,0.33141008310638986,0.340377358490566
0.30933993986955205,0.515151515,0.3772910261956248,0.522873863242057,0.8716797605686494,0.027931998858543007,0.21232876712328766,0.005669004388924135,0.1036426782209939,0.16433975746341406,0.019733362213637227,0.13513954764990202,0.26315789473684215,0.10793762636517744,0.11111111221661055,0.11127168151350376,0.10709451085281917,0.11190370099261568,0.35714285714285715,0.15507246376811593,0.09085514360617426,0.11360989986474974,0.11404431092752533,0.07342769015991572,0.14319971689756658,0.11320754716981128
0.28123004478982133,0.515789474,0.492822366662113,0.4914973756032267,0.7934904601571268,0.06220650919122281,0.5890410958904109,0.009504783234452006,0.17512395750875542,0.3961689482177801,0.06976855215334324,0.2366691913503101,0.4736842105263158,0.18782370497384762,0.1919191929241914,0.19623062144809336,0.18748608119514334,0.1924106185534767,0.6071428571428571,0.26666666666666666,0.15993761459631714,0.19715854350836207,0.1976592815120791,0.12739808858879414,0.2548141700680721,0.20301886792452828
0.3812556062402242,0.461538462,0.583519019053121,0.6161624022317215,0.9494949494949494,0.11599666077444779,0.6369863013698629,0.02669098804144054,0.23882139164488494,0.46185644973868495,0.13953589884584736,0.3216040652876445,0.5,0.2407466381609763,0.2525252519624528,0.27625937165199266,0.24728550821750162,0.2584849047178366,0.6071428571428571,0.3188405797101449,0.23746403274745012,0.2877832134768763,0.2840655901865064,0.18334675342008275,0.32306207812132526,0.42113207547169806
0.21144296547382402,0.483159117,0.6996872650728237,0.653088896233558,0.9324728769173213,0.171046910777989,0.958904109589041,0.08797613766864475,0.3792488144931513,0.72207005505401,0.3255821884151788,0.5520868796952679,0.7368421052631579,0.40758284488268226,0.4141414153675135,0.48502160887351264,0.4088619120536005,0.4165014696944661,0.7142857142857143,0.4942028985507247,0.40100500222715196,0.49631319165166854,0.4811490799849793,0.32550049007359716,0.47063581553502626,0.6437735849056603
0.33612865917515206,0.462450593,0.5292880043891504,0.5298557749088807,0.8198653198653197,0.10003080566400958,0.6232876712328766,0.013363560149955891,0.20246593349453254,0.4307574118382335,0.10465224136092215,0.2673455330300892,0.5,0.2166336173712832,0.2222222224433221,0.2309303489576459,0.22097850263181515,0.22623823595336584,0.6071428571428571,0.30144927536231886,0.19880995446397012,0.23329410414781607,0.23030416823131805,0.15184953332559673,0.2751105044630396,0.2792452830188679
0.14857532007218055,0.515789474,0.5826927823963562,0.45386271104352394,0.7117471006359894,0.04687126212921985,0.5273972602739725,0.011942207928847441,0.19299913452471787,0.3488844157583539,0.06976855215334324,0.19751586130879728,0.368421052631579,0.19189263133732337,0.1919191929241914,0.1678277112059518,0.1670063698291698,0.1735268074717923,0.5,0.2536231884057971,0.12867842630516532,0.16318301621573966,0.1727500312930279,0.12213981327044314,0.18603874195257156,0.2656603773584906
0.16632475174779468,0.485875706,0.787526589973534,0.7313936997997713,0.9556677890011223,0.22896209252904604,1.0,0.06259373583680676,0.5197274296099917,0.8564579703358635,0.5348842602153449,0.8115293670124577,0.9210526315789473,0.5992290976353561,0.5959595964620957,0.7381652730648421,0.586735021711657,0.5874348331039598,0.9999999999999999,0.6202898550724638,0.5789844665383527,0.7297167279614392,0.7424083114282137,0.5178657991566008,0.8124072718640581,0.6550943396226415
0.35980117285926133,0.466666667,0.3801672326300998,0.45185493078056227,0.7553310886644219,0.020155782886661942,0.17123287671232876,0.004548586613690695,0.08943858122896467,0.12606019468496923,0.042989176167125595,0.09069313014914565,0.23684210526315788,0.08895851802696239,0.0909090905472911,0.0760267649381483,0.09125905890234381,0.09381917835355263,0.3214285714285714,0.13043478260869565,0.0663784647309503,0.07669845801140487,0.07680560771060208,0.0568160907092254,0.10811963275811667,0.0430188679245283
0.18197574047446258,0.928571429,0.34765111904533674,0.3450507255200499,0.5340441451552562,0.002631784519478108,0.14383561643835616,8.407469450069542e-05,0.07454763865595307,0.10219514923715425,0.06624495839796031,0.08963736699396575,0.18421052631578946,0.07333720211637379,0.07070707086787062,0.05743548985384898,0.06207934702671341,0.06366695489979504,0.25,0.10144927536231885,0.029301856644195885,0.055122061588583245,0.059982475904368504,0.03985037545692796,0.06186051929954128,0.11471698113207544
0.07770427373928147,0.805555556,0.3758679723737977,0.3482258198893844,0.5368499812944256,0.006172369655813092,0.1506849315068493,0.00036410300768017703,0.08489755219150844,0.1091955748721437,0.054617051421216124,0.09358110364428902,0.18421052631578946,0.08337198591179175,0.08080808070758086,0.06416938516204483,0.07227663078383223,0.07417993957041175,0.25,0.10724637681159421,0.03718308114325589,0.061761420095633866,0.06649142571035173,0.045656468214095275,0.06344307948628339,0.058867924528301876
0.23149471191625612,0.563636364,0.29718583523468806,0.5712830658887015,0.9470632248410025,0.022784139810167928,0.3356164383561644,0.003321539617644442,0.09326553883473615,0.24112119382353267,0.03136126919038141,0.17718818073411904,0.26315789473684215,0.09296806374888414,0.10101010038700131,0.13122413271914182,0.11436979084855922,0.12046978446900036,0.35714285714285715,0.14492753623188406,0.11254017968542346,0.15096752273921135,0.13651270496933282,0.06938124378417314,0.1610672610059368,0.2633962264150943
0.07097603421515641,0.608374384,0.5568817049569273,0.6272715703624901,0.9552936775158997,0.09856087572037686,0.9315068493150684,0.011277872201088876,0.2534526021586138,0.6438769021177037,0.17441958805342625,0.4412452011558929,0.6052631578947368,0.2727372250238629,0.2828282834714825,0.3621944191165919,0.3027087773883247,0.30845018397488766,0.7142857142857143,0.3710144927536232,0.26213251939512405,0.3713375608055837,0.3573288271373138,0.21108366228817746,0.413261414764847,0.5350943396226415
0.18197574047446258,0.928571429,0.34765111904533674,0.3450507255200499,0.5340441451552562,0.002631784519478108,0.14383561643835616,8.407469450069542e-05,0.07454763865595307,0.10219514923715425,0.06624495839796031,0.08963736699396575,0.18421052631578946,0.07333720211637379,0.07070707086787062,0.05743548985384898,0.06207934702671341,0.06366695489979504,0.25,0.10144927536231885,0.029301856644195885,0.055122061588583245,0.059982475904368504,0.03985037545692796,0.06186051929954128,0.13358490566037734
0.5201340088618035,0.473684211,0.5749151110370624,0.5637335191270137,0.9094650205761315,0.06324726606354637,0.32191780821917804,0.034383014941582586,0.1929446828233131,0.2442185281799216,0.05814064517659906,0.18724717544359362,0.368421052631579,0.17433404014763654,0.18181818308448117,0.1433712454796443,0.17319991293914813,0.18132150265735747,0.5,0.2391304347826087,0.1316908133222035,0.15580481704781932,0.16135936913255725,0.12412107029562504,0.21940438588971753,0.2558490566037736
0.27913582765008943,0.474637681,0.6267526583988172,0.5091883642129879,0.78675645342312,0.07169382554565007,0.547945205479452,0.032313863889318936,0.24027816638880536,0.3817441127065828,0.11628011661501267,0.2429173313908966,0.4473684210526315,0.23754779873147044,0.2323232322830323,0.20382889165838533,0.1996191880258638,0.20457529853333528,0.5,0.2898550724637681,0.1680212960453155,0.20421817569456835,0.22181749906120915,0.15572458105145162,0.21508531538006723,0.2852830188679245
0.1896223892011605,0.571808511,0.7299694442903869,0.6893992314953249,0.9534231200897867,0.12336773276291585,1.0,0.08210406972231003,0.4289409770399161,0.7815844620571226,0.39534956683033656,0.6788560093379936,0.8421052631578947,0.4844909521812463,0.47474747440577486,0.5815370979058946,0.44879620397717995,0.44957089571091485,0.9999999999999999,0.5420289855072464,0.41481644703301573,0.5742361304067383,0.597621729878583,0.387811024912755,0.7101013497919594,0.3833962264150943
0.09950400268648778,0.669985775,0.6828281600598203,0.5489466249058138,0.7985409652076317,0.06279974073718801,1.0,0.02930079233978114,0.34406457920658257,0.708503505201712,0.2790706239535093,0.5343882074734099,0.7368421052631579,0.38698993233845297,0.37373737401877355,0.43784212295167874,0.34212146249385217,0.34111275754640785,0.9999999999999999,0.4536231884057971,0.2732118772635724,0.42225704403803255,0.4588308924771561,0.2747791665725873,0.5578854358304814,0.6135849056603774
0.03874334575909055,0.73,0.48056647879723746,0.5999019456150646,0.9326599326599325,0.0520497426002155,0.9452054794520547,0.0037922056455905796,0.20974002891564295,0.6338851379356037,0.12790802359175685,0.4307356850361758,0.5789473684210527,0.2334532950275897,0.24242424212274255,0.3361031513871882,0.2614487932129828,0.26598015235319683,0.7142857142857143,0.3347826086956522,0.2092938451695269,0.34030055884793814,0.33130554512454624,0.1768321554213613,0.3913363621776908,0.44226415094339616
0.14088932436635399,0.61097561,0.6927529841217105,0.632908553070677,0.9169472502805835,0.142471438620759,1.0,0.03975368656612296,0.36260576699759073,0.7271184658817476,0.3139543131610882,0.5612480063030186,0.7894736842105263,0.41121932463771255,0.40404040353790427,0.46355855478139907,0.38155207700326715,0.38202391381299733,0.9999999999999999,0.47536231884057967,0.31735078940894146,0.45304587420281256,0.49202653648767053,0.3135089346639766,0.6234759615701635,0.539622641509434
0.23476229541448987,0.79144385,0.6118601106351764,0.5465222737264605,0.8017209128320238,0.0352225545397757,1.0,0.01855533803674096,0.30093576399252153,0.7002301895112693,0.2325590594918399,0.5517225529067743,0.7368421052631579,0.34237772801774646,0.3333333326700336,0.4213012787067102,0.31039255613097777,0.3096831837449069,0.9999999999999999,0.43478260869565216,0.23329914978268343,0.4064800710475198,0.4432845162097884,0.2427404715007802,0.5482603926947264,0.4852830188679245
0.23476229541448987,0.79144385,0.6118601106351764,0.5465222737264605,0.8017209128320238,0.0352225545397757,1.0,0.01855533803674096,0.30093576399252153,0.7002301895112693,0.2325590594918399,0.5517225529067743,0.7368421052631579,0.34237772801774646,0.3333333326700336,0.4213012787067102,0.31039255613097777,0.3096831837449069,0.9999999999999999,0.43478260869565216,0.23329914978268343,0.4064800710475198,0.4432845162097884,0.2427404715007802,0.5482603926947264,0.5373584905660378
0.23425125422017476,0.744744745,0.6457778478706174,0.5465222737264605,0.7987280209502431,0.04373266410408022,1.0,0.008056156388040967,0.3192114677839577,0.7131917175434419,0.2674427169767651,0.5714939323828053,0.7631578947368421,0.3754115070141462,0.3636363641790633,0.4525795943123211,0.3411472326423162,0.3386136123991982,0.9999999999999999,0.4521739130434783,0.26079370208187164,0.4345597350139702,0.4724371010138941,0.26791917373700225,0.5646420886277665,0.5516981132075472
0.26502387863926685,0.864919355,0.5763372311694005,0.5345634840343475,0.7996632996632995,0.026167391540888166,1.0,0.003484101680491614,0.27114678478680826,0.6949904229240572,0.20930327726100514,0.5599351535021369,0.7368421052631579,0.32158175755053975,0.31313131299061314,0.4170589368771392,0.30242677511177063,0.3001479848716126,0.9999999999999999,0.427536231884058,0.2121644858232725,0.4014019973977778,0.43568656903241954,0.22607494807926537,0.5406750937996612,0.6067924528301888
0.2808588309270636,0.933333333,0.546292736525187,0.5298557749088807,0.8000374111485222,0.01482473498257787,1.0,0.012639743230851753,0.2662676694812402,0.6887854360307121,0.18604749503017043,0.5626131108315262,0.7368421052631579,0.2980551843128267,0.2929292933111927,0.4062936509788952,0.2814851760589244,0.28224544612850816,0.9999999999999999,0.41594202898550725,0.19220069612547824,0.3909295863831504,0.4236575291025159,0.20976492481686299,0.5325798588444234,0.5003773584905661
0.2685460436659439,0.911827957,0.5488400858759249,0.5322045939989984,0.7998503554059109,0.020303833141990572,1.0,0.0022542477812588823,0.2600307128047266,0.694438868678575,0.19767537028426097,0.5728063669477255,0.7368421052631579,0.31123350596402527,0.30303030315090296,0.41373175318711625,0.2895074740730036,0.28761290567291814,0.9999999999999999,0.4217391304347826,0.2015574649335585,0.3980746187002707,0.43368381524596317,0.21840872796205357,0.5401651577394887,0.4935849056603773
0.26335637432330705,0.889112903,0.55742211143325,0.5369333605554035,0.803030303030303,0.02487635759630783,1.0,0.0021073355276872733,0.2665892029434085,0.7013332985042859,0.20930327726100514,0.5859156313482435,0.7631578947368421,0.3209215060452234,0.31313131299061314,0.43104046279560376,0.30176799030996937,0.29983960880352667,0.9999999999999999,0.427536231884058,0.21461315967871084,0.4142925933258597,0.44919263987983477,0.22731610636126018,0.550618846973024,0.34792452830188675
0.24974457330971386,0.861742424,0.5599646467649405,0.6216895200828382,0.9365881032547698,0.03603977226916095,1.0,0.007709536944784123,0.275623392093025,0.7151221581557082,0.22093115251509565,0.6170878573051465,0.7631578947368421,0.3289296931656879,0.3232323228303234,0.45163466013321896,0.3120254901621442,0.3124750034660254,0.9999999999999999,0.43768115942028984,0.2363778165011556,0.44325439741008255,0.4730629615721617,0.24650008143911545,0.6150620165773181,0.569056603773585
0.21402878508548528,0.830659537,0.5753940050477786,0.6244736786690971,0.9364010475121586,0.04279499567104319,1.0,0.008623144211655224,0.2847956917200309,0.7185693728175374,0.2325590594918399,0.6162281415359512,0.7631578947368421,0.340082410123403,0.3333333326700336,0.4598271964060315,0.3219731846062936,0.3215798631602104,0.9999999999999999,0.43043478260869567,0.24799935074107204,0.45055268952601635,0.48014770309175114,0.25515726738257133,0.6195876991113486,0.7667924528301887
0.04848364818429186,0.824175824,0.3251961224589163,0.48717053131560417,0.8013468013468013,0.01465826265724322,0.5821917808219177,0.0004792919592008148,0.11237731910243656,0.38406664418040987,0.0,0.2626130032697608,0.3421052631578947,0.1279744626838688,0.131313131896031,0.19120772913934989,0.1326704639561318,0.1371488392423882,0.4642857142857143,0.18840579710144928,0.10705862671121348,0.1922572663656529,0.19745900613343345,0.08646848756079357,0.19418013491325592,0.24377358490566037
0.032339836196366024,0.657219973,0.6610034864818636,0.553830117802593,0.8017209128320238,0.13999777741332564,1.0,0.01578906874591816,0.33606541975679016,0.72505013708465,0.2906985309302535,0.5727464287620664,0.7894736842105263,0.39140936525978376,0.3838383838584838,0.47733318356436943,0.36709344903701774,0.36647611392257196,0.9999999999999999,0.4681159420289855,0.3023210884248294,0.45922270002177923,0.49377894605081984,0.2862082971724992,0.5817249466435438,0.6550943396226415
0.1490331160703956,0.835227273,0.5566768816494637,0.5687548008653688,0.8468013468013467,0.09504712078475475,1.0,0.010117972419713532,0.2741533878864394,0.7133296062303255,0.22093115251509565,0.6031514691898231,0.7894736842105263,0.33060965311243984,0.3232323228303234,0.45464603244633955,0.3157129179052496,0.31372076734039617,0.9999999999999999,0.42898550724637685,0.24124738576847476,0.44035268485802054,0.4708849668293904,0.23981650009020802,0.58197991467363,0.5350943396226415
0.06169859875922728,0.472727273,0.7802714597309867,0.7693025687319125,0.9820426487093152,0.23849276954970272,1.0,0.12123099599106701,0.492572711235853,0.8132988394562145,0.47674478877693116,0.706701951954008,0.8684210526315789,0.5524539882911035,0.5454545452736456,0.6343796015773896,0.5363163959036016,0.5352495614380522,0.9999999999999999,0.5869565217391305,0.5131613466983954,0.6340049778626865,0.6503317060958818,0.46473226798503403,0.7624972799746791,0.7426415094339622
0.04429727985599944,0.633333333,0.6750295852954558,0.556288801749781,0.8015338570894126,0.1546489914187076,1.0,0.018336161266226864,0.3466928324560773,0.7276700206292822,0.30232640618434403,0.5708070630107548,0.7894736842105263,0.40052294999733884,0.39393939369819403,0.4809328572265804,0.3775014168050484,0.37760257863418145,0.9999999999999999,0.4739130434782609,0.3129725602668545,0.46328928348244885,0.4983352109150081,0.2947459483486998,0.5851032730421862,0.709433962264151
0.23400268273150296,0.469019608,0.7991179624302417,0.686286851648568,0.9328469884025439,0.2590485684036647,1.0,0.12283683589613967,0.4749339389657782,0.7597980635869727,0.4302332243152618,0.5834958287133031,0.7894736842105263,0.5133925234385349,0.5050505059148046,0.526388479181199,0.4693092371119825,0.4711332481429665,0.9999999999999999,0.5376811594202899,0.4179146161134286,0.5166796342509077,0.5536738014770309,0.4083788290280659,0.6723023393316762,0.45735849056603767
0.04848364818429186,0.824175824,0.3251961224589163,0.48717053131560417,0.8013468013468013,0.01465826265724322,0.5821917808219177,0.0004792919592008148,0.11237731910243656,0.38406664418040987,0.0,0.2626130032697608,0.3421052631578947,0.1279744626838688,0.131313131896031,0.19120772913934989,0.1326704639561318,0.1371488392423882,0.4642857142857143,0.18840579710144928,0.10705862671121348,0.1922572663656529,0.19745900613343345,0.08646848756079357,0.19418013491325592,0.3132075471698113
0.14441111376554533,0.475177305,0.7117150016116335,0.686286851648568,0.9509913954358398,0.236409360473973,0.9931506849315068,0.038505779777763975,0.41472256410761144,0.7863045667744052,0.39534956683033656,0.6558031722464119,0.8421052631578947,0.46913382080870364,0.47474747440577486,0.5862096215219179,0.49179115153150027,0.49394221799692617,0.7142857142857143,0.5420289855072464,0.4854807194950392,0.5936358036397783,0.5800600826135937,0.3897149904229823,0.5217327275644619,0.7441509433962263
0.2004062786885492,0.534299517,0.7554931647402385,0.65603007001138,0.9206883651328095,0.16997142321976766,1.0,0.07530139420867289,0.424807696658519,0.7399421057290889,0.37209375287684815,0.5635568950425753,0.7894736842105263,0.4600565503570581,0.45454545472635444,0.48559454455047546,0.42356304624854263,0.4266288200234047,0.9999999999999999,0.5043478260869565,0.3604852096994482,0.47514562334418287,0.5152459631993992,0.3591044857720646,0.6415786917062857,0.8022641509433963
