Global Relative Change in Avg Clustering,Degree Centrality,Local Gravity Model Centrality,LGC Scores,Betweenness Centrality,I-GSM Values,H-GSM_1,Centrality Values,Subgraph centrality,DIL Centrality,Extended Degree,Extended Improved Gravity Index Values,Improved Gravity Index Values,EHCC Value,Second order centrality,DNC Scores,Closeness Centrality,HCC Value,Local-Global Centrality,K-Shell Value,Semi local centrality,H Values,Node H-Index,MDD Value,Leverage Centrality,Average Spreading Ability
0.03176931344856807,0.08333336691666546,0.007157588256702657,0.001421717770862531,0.002919803357754447,0.09038638699238055,0.2306494580605173,0.02664695256200961,0.0005646206096723055,0.005452978522454629,0.063913470993117,0.015230859481192143,0.03114873035066505,0.02251417846223432,0.6849930109916901,0.07273159862742741,0.26088055807752863,0.08480642281277305,0.04899001261915007,0.33333333333333337,0.019408661513924674,5.142086875341117e-06,0.15384615384615385,0.10843373493975905,0.45495972827546266,0.03167667941015839
0.12927286387490247,0.0,0.0,1.8373599194660934e-06,0.0,0.0,0.0,0.0010821230621877547,4.6577401649701736e-07,0.0,0.0,0.00011088695254038432,0.00014510278113663843,0.00022652146742701618,0.11308029719684631,0.0,0.0,0.0,0.0,0.0,0.00014722119985277878,0.0,0.0,0.0,0.3861698445077847,0.0
0.16600742416228503,0.027777803898147213,0.0009705204415868009,0.0001636532207338404,9.9228975452508e-05,0.045258107258746356,0.1662820280662256,0.01036260270911878,7.022336767337701e-05,0.0012350361189795798,0.016715830875122906,0.005590848607116796,0.008029020556227328,0.007494387588009832,0.5609130784649472,0.02295053465173842,0.1884775838093159,0.015236560541852899,0.016918642359540693,0.16666666666666666,0.005913384860753282,1.0977852822987488e-06,0.07692307692307693,0.040160642570281124,0.37566375294637405,0.016657564172583288
0.12927286387490247,0.05555556301851825,0.001152493024384326,8.31654617811048e-05,0.0001596292213801216,0.03590489760131298,0.16112747932055216,0.008178910413735575,7.81346783897805e-05,0.0032934296507768843,0.01573254670599803,0.0020925441043911234,0.004546553808948004,0.0034530795609865,0.581359824619846,0.03623768628268233,0.18617907668969003,0.013331990474121286,0.029965230868936266,0.16666666666666666,0.0030425714636240953,6.274832372596269e-07,0.07692307692307693,0.056224899598393566,0.6803404019236279,0.025395958492626984
0.22778809435941158,0.05555556301851825,0.0033361640179546278,0.0007559240543087131,0.003962169846785839,0.08696395867823609,0.26373781031005117,0.020331335376803063,0.00019097181427493715,0.004833741361849242,0.03933136676499509,0.010248100613812938,0.01683192261185006,0.012463100267269654,0.6625574758611221,0.04447352408243686,0.3011044326709802,0.04507122799797265,0.03641359252993829,0.16666666666666666,0.014574898785425103,7.5776101476732605e-06,0.15384615384615385,0.06827309236947791,0.44020117100700895,0.033315128345166575
0.12927286387490247,0.027777803898147213,0.00048526022079340043,2.87425761045161e-05,0.0002286580738688228,0.035323736409895834,0.17945929951187678,0.004029282319317517,3.6527258523660796e-05,0.0010703646366136406,0.008849557522123895,0.0011696784993776022,0.0028053204353083437,0.0017316021206898143,0.49090895560984027,0.01811884314134116,0.21491041568501246,0.008506720193017858,0.01744903511742485,0.16666666666666666,0.001987486198012514,5.600623147190536e-07,0.07692307692307693,0.040160642570281124,0.5332551232157063,0.011196067722555977
0.2701479482427671,0.30555557421296226,0.06102147276477011,0.019362098831333694,0.05211933523119535,0.24132190394871086,0.4462373187810301,0.1354292499041195,0.004156749829096036,0.11032644624383245,0.19370698131760075,0.08233535076046987,0.11908101571946794,0.10284708298046746,0.8689051559994843,0.2665783819511821,0.45625366324572203,0.20466664635434742,0.21553895067537687,0.5,0.0864433811802233,0.0004718927101534471,0.38461538461538464,0.3092369477911646,0.7805147835827781,0.10841070453304208
0.14489704760204342,0.13888888515740755,0.019531723886934367,0.007324485766399997,0.011246273096815215,0.1901182414723653,0.4020755153378518,0.0681708879066724,0.001802392596622328,0.026237656215995053,0.11701081612586035,0.05060379734157474,0.09083434099153566,0.06776392316011197,0.8188544093221964,0.10948475383973713,0.444761127647593,0.16986283141808306,0.09933535265873555,0.5,0.059600049073733286,0.00021734302736209086,0.3076923076923077,0.17670682730923695,0.5297530924851143,0.08246859639541235
0.13054281397696216,0.27777777031481504,0.05459177483925755,0.013982878711143008,0.00731928022999181,0.20534850223705467,0.36161622402458404,0.10338517694507325,0.0033053242677685735,0.0882081636898218,0.18682399213372664,0.05251749152251363,0.10553808948004836,0.07112217314414332,0.8448263399833158,0.25323632484422354,0.3516715893027479,0.19539917746672378,0.17825941192087086,0.5,0.06754999386578335,9.695635962666257e-05,0.4615384615384616,0.29317269076305225,0.7396350280436554,0.08328782086291645
0.5729463912373652,0.1944444481759258,0.028023777750818876,0.006316587027321713,0.00991122119158653,0.15318168698759743,0.30567302186066203,0.07491626026964313,0.0021186118814529157,0.02032480747440618,0.13077679449360863,0.03776237283770443,0.07438935912938331,0.047335139523146205,0.804285628744551,0.18635347834636742,0.31029846114948345,0.1661867771646661,0.11873654349430302,0.5,0.04794503741872163,3.9478099197912204e-05,0.3076923076923077,0.2208835341365462,0.6784050695827613,0.06444565811032224
0.0572329354520009,0.1944444481759258,0.021715394880504668,0.004314505654610462,0.005457417996111519,0.12616486118103304,0.2670939592731395,0.06336596268951364,0.0014172061577291584,0.027284586834156212,0.10521140609636184,0.028630295746233422,0.045078597339782346,0.04080059824756943,0.8000441501546862,0.1696582584393987,0.25398503671865114,0.11832793483536787,0.112618052126305,0.33333333333333337,0.036510857563489145,2.480475761332884e-05,0.23076923076923078,0.2208835341365462,0.7564299728039783,0.05707263790278536
0.07184334107024505,0.27777777031481504,0.050588378017711995,0.013179311486829534,0.0109224846356104,0.2056081200289129,0.3965368751149454,0.10616677020604888,0.0032238490209325786,0.05741591736889474,0.1750245821042281,0.057310669471033464,0.09934703748488512,0.07430145906731513,0.8483931129725837,0.22868176265587392,0.41028352085320574,0.19374459319152912,0.1856295739707134,0.5,0.06799165746534168,0.00015615526777515814,0.38461538461538464,0.3052208835341365,0.7774168152344602,0.07755324959038778
0.10472378218121325,0.08333336691666546,0.007400218367099356,0.0018129330027073,0.004125854513249672,0.10949126583251587,0.2741548289984751,0.03485608942047319,0.0005264677507512171,0.007413745389914603,0.06588003933136675,0.016332575009657898,0.03709794437726723,0.02255531880103094,0.701855239154468,0.06438202783461945,0.2999551791111672,0.09559538959157668,0.05254225187322953,0.33333333333333337,0.02348178137651822,8.270911005047189e-06,0.15384615384615385,0.10843373493975905,0.4919811932072457,0.03167667941015839
0.14525245739435946,0.1944444481759258,0.028023777750818876,0.006347380609847958,0.006961695365874336,0.1619324905016542,0.3317070033419628,0.06753839383664327,0.001643610742530718,0.042483143736738824,0.13077679449360863,0.029656894306849237,0.05726723095525998,0.041919729712534735,0.798841885434959,0.16576519107621662,0.3447760679438704,0.130649190320378,0.12354436367759339,0.33333333333333337,0.044362654888970676,4.011424026827369e-05,0.38461538461538464,0.2208835341365462,0.6791555045592124,0.06772255598033863
0.11716732101371936,0.08333336691666546,0.006672328035909256,0.001438239767037575,0.0039221916636012,0.0868565181064879,0.20677688452402432,0.03023747259731476,0.000503392957132222,0.007258875778129134,0.0599803343166175,0.014497574795037988,0.0324546553808948,0.021332017423485016,0.6848836587905065,0.06763191558417356,0.21146265500557382,0.08810480004616744,0.04695834997627305,0.33333333333333337,0.020169304379830697,4.0453622392628235e-06,0.15384615384615385,0.10843373493975905,0.5165408866693878,0.029765155652648825
0.25299092865809303,0.16666668905555476,0.021533422297707144,0.00598576254011676,0.014704846648243975,0.17129907043250275,0.3657977893627449,0.07102379648039538,0.001336167583907812,0.021150462342415632,0.11406096361848574,0.03947217810590777,0.058137847642079805,0.05071499352588578,0.8218834512628801,0.15532397892938643,0.3769551676186317,0.15805773399167078,0.11201466224527423,0.33333333333333337,0.04787142681879524,8.727228141897378e-05,0.23076923076923078,0.20481927710843373,0.6371766198133949,0.07072637902785364
0.09707072256237453,0.05555556301851825,0.004064054349144728,0.0009783015769647138,0.0008456989739878021,0.08835456904428587,0.23696137073481494,0.028401924996855413,0.00034963552211056544,0.003092023760452825,0.0471976401179941,0.013453091242076949,0.01857315598548972,0.018628733131698102,0.6915204729694173,0.047140366792508256,0.24823876891958663,0.06512766366439994,0.03473346143718359,0.16666666666666666,0.018034596981965405,4.801759213658261e-06,0.15384615384615385,0.08032128514056225,0.35615244040682026,0.01966138722009831
0.22361360283773948,0.05555556301851825,0.0033361640179546278,0.0006722458409221759,0.002624671115268045,0.0726843271300914,0.22265546131239788,0.02093668585202731,0.000278722852968526,0.0027462136471385424,0.03933136676499509,0.01101715528465754,0.02273276904474002,0.016257423633473,0.6405985403105345,0.05078766638048299,0.25973130451771564,0.06639378010454551,0.03381423859959917,0.33333333333333337,0.013397129186602873,3.1625428130400854e-06,0.15384615384615385,0.08032128514056225,0.44020117100700895,0.014199890770071
0.054874306830267075,0.13888888515740755,0.02207934004609972,0.008226643729958,0.004621225897566915,0.1906386633070923,0.3635797707962528,0.0828318511800619,0.002440518762964531,0.017859466748741434,0.13077679449360863,0.058795123835686997,0.09334945586457073,0.07373932651767448,0.8248501563173711,0.1182612004639777,0.3712088998195672,0.18852545991884756,0.09464421975460797,0.5,0.06566065513433936,0.00023101783219559342,0.3076923076923077,0.1887550200803213,0.4506203137361527,0.08874931731294375
0.3838077480593556,0.1944444481759258,0.02220065510129807,0.0040664620654825385,0.014222920481936028,0.13608415767348908,0.3375563872715268,0.05273490195305725,0.001383880406147291,0.020909484377227085,0.10717797443461159,0.02651628965102803,0.05717049576783555,0.0387916375044829,0.7630186694086993,0.17508998955820312,0.3769551676186317,0.15399321240517316,0.12353870233598233,0.5,0.03361550729971782,3.5083603466717626e-05,0.23076923076923078,0.2208835341365462,0.7509926097325196,0.03468050245767341
0.134538341772043,0.08333336691666546,0.00934125925027296,0.002342135388813988,4.8998158686176315e-05,0.12699476317894406,0.32115161344095244,0.041661202147368306,0.0008898717762665385,0.0023289252527917744,0.08161258603736479,0.024176932652272824,0.052914147521160824,0.033747845480565676,0.7354084368956214,0.06788683437170367,0.3758059140588187,0.14281577829328884,0.056313070934487175,0.5,0.02949331370384002,2.2692460110132678e-05,0.23076923076923078,0.12048192771084337,0.338892433426985,0.03058438012015293
0.04373932223310645,0.08333336691666546,0.012495450685430062,0.005673169221104959,0.04052683313282609,0.20322172930922688,0.4571710317169282,0.06137044526455729,0.0010415126923938977,0.008505105879159874,0.10717797443461159,0.04107467342003978,0.08696493349455864,0.04672894332705297,0.774416058180537,0.06391656075165547,0.5437923068966705,0.16313299056727962,0.06775533078826484,0.5,0.052214452214452214,0.0001407905164078575,0.23076923076923078,0.12048192771084337,0.26760109931756,0.05324959038776624
0.008016651808970803,0.11111112603703649,0.013829916292611913,0.0049682497084366185,0.0011522271404252405,0.160337975789782,0.33811878965038966,0.06577544945136392,0.00184545298837983,0.009604403011854522,0.09832841691248768,0.04912291997539025,0.074776299879081,0.060522224279895766,0.7985633432495062,0.10003254615318108,0.35397009642237365,0.17137893415273397,0.07485138827027292,0.5,0.05199362041467304,0.00016930492939857945,0.3076923076923077,0.14859437751004018,0.4358098691938551,0.09257236482796288
0.14044204669883256,0.27777777031481504,0.038578187553075335,0.008004479853804264,0.014368198481617939,0.17346606234000284,0.3916751758209569,0.08246981120508326,0.0020815196498935535,0.05541651141830388,0.13962635201573254,0.03569129072412757,0.053929866989117295,0.05177822546583381,0.8092420099461257,0.2868712248145777,0.432119338489651,0.13280914183914402,0.18618068976218555,0.33333333333333337,0.04411728622254938,9.311134441417365e-05,0.3076923076923077,0.28112449799196787,0.84244598329798,0.052976515565264885
0.044014166877695604,0.08333336691666546,0.007885478587892757,0.001922263039465608,0.0001479189696186455,0.12045810148381825,0.30571043099043904,0.037945705308254585,0.000591007401892889,0.0044308617248586465,0.06981317600786627,0.01847877409108469,0.037533252720677146,0.025333254632957197,0.7308293592258954,0.0668750028687791,0.3401790537046189,0.0985160898049485,0.055279015689077365,0.33333333333333337,0.024929456508403877,1.5873524448506533e-05,0.23076923076923078,0.12048192771084337,0.4001779661694219,0.05270344074276353
0.12857484239967487,0.027777803898147213,0.002062355938371952,0.0005961591999160683,0.0,0.07139641007195283,0.20228292312439722,0.020357354831692855,0.00022844176956003144,0.0004940144475918318,0.0344149459193707,0.0107095334163197,0.01567110036275695,0.014486178499750089,0.610192008286837,0.02593112355766559,0.22295519060370284,0.05903088128465347,0.018458469087381774,0.16666666666666666,0.013127223653539445,2.054734835061219e-06,0.07692307692307693,0.040160642570281124,0.20298671300131998,0.018296013107591484
0.2682970478957705,0.16666668905555476,0.018136600752153342,0.003172892691315529,0.0019488200981448527,0.1193452902437096,0.2765287279407871,0.050718109842959075,0.0012945686599595582,0.01846009542747652,0.09832841691248768,0.02282840422944299,0.03912938331318017,0.035193461584427835,0.7680621057583341,0.16198062749924427,0.2965074184317287,0.10994890586983563,0.09918173884964322,0.33333333333333337,0.030474788369525215,1.9740097912080967e-05,0.23076923076923078,0.19277108433734938,0.6800033083093324,0.0685417804478427
0.0413305501991155,0.1944444481759258,0.02365643576367827,0.004141437744676876,0.009100958055757995,0.12807701744609337,0.2816159335396934,0.05965167729091524,0.001619306382286508,0.026880784666187943,0.11307767944936084,0.025976162882202287,0.043047158403869405,0.03886842804731185,0.7737118464081159,0.16763198092072193,0.29765667199154155,0.1179502583173137,0.11528816985745013,0.33333333333333337,0.033934486566065514,2.392611499547813e-05,0.23076923076923078,0.2208835341365462,0.7159723049480611,0.04096122337520481
0.23765291904944036,0.13888888515740755,0.017348052893364066,0.0066057362034851325,0.02318081932255639,0.20552592197192665,0.45093932400937486,0.07593187328758463,0.0010887889034910348,0.021075766616918075,0.10521140609636184,0.04438697400237513,0.06524788391777508,0.047710964070851895,0.7919696929214803,0.12827805665748518,0.4992702239895187,0.12200938424531388,0.10572803720456814,0.33333333333333337,0.05012881854987118,0.00016694896281484517,0.23076923076923078,0.1646586345381526,0.5809458756586615,0.06826870562534135
0.054134324340598394,0.11111112603703649,0.01534635448259129,0.008381865035402508,0.0359636777574153,0.24270551936019177,0.520025855840545,0.07039828150275075,0.0014137598419066125,0.015541224031759431,0.10816125860373646,0.049333962885063885,0.07830713422007254,0.048904747056055874,0.761258348027841,0.11629002961294985,0.6129543861262111,0.16490986990949402,0.09411057295041403,0.33333333333333337,0.06163660900503006,0.0003110779248670639,0.15384615384615385,0.13654618473895583,0.4807590001556764,0.08137629710540689
0.055453159024481946,0.1944444481759258,0.043552104816207686,0.021539498523802374,0.01594625351912326,0.30000320157269705,0.549152497179502,0.1334327544490837,0.008333719668255036,0.02224648349240324,0.19370698131760075,0.11575167045828505,0.17460701330108827,0.14672286852279723,0.8639770812020333,0.19147448000234255,0.6164596094836404,0.4190359887932017,0.1590178857098548,0.6666666666666666,0.12594773647405227,0.0013340982386417866,0.38461538461538464,0.24497991967871485,0.5299606106925814,0.17422173675587113
0.26977260696859157,0.27777777031481504,0.07861215576853087,0.042527760585564615,0.030482944033717634,0.37044375348901565,0.6018047547727442,0.20068063956036053,0.01193983037214124,0.0802712316372057,0.2576204523107178,0.15689072985076763,0.2343409915356711,0.17280848521226103,0.9028030457923131,0.23413224514663372,0.6417776654063186,0.45142447075966563,0.23218077441199367,0.6666666666666666,0.17104649736228686,0.0024855996774473944,0.4615384615384616,0.3172690763052209,0.6475808102733276,0.25150191152375756
0.30226847538220714,0.08333336691666546,0.007157588256702657,0.0016666990934580102,0.00023882750303010468,0.1058197299189409,0.2723773016763902,0.03374745497408824,0.0005403311875755521,0.003561247006918988,0.063913470993117,0.01631111301884363,0.03419588875453446,0.02332472167448805,0.7032765839015214,0.08455460133229838,0.30340293979060606,0.09635613828618247,0.0524886687567699,0.33333333333333337,0.022941970310391364,1.4828779699294277e-05,0.15384615384615385,0.10843373493975905,0.478973651304088,0.05871108683779356
0.4859406474039035,0.11111112603703649,0.009583889360669659,0.001974022465413979,0.0034503609669697247,0.10820079457073395,0.2753608099963253,0.035559801708189676,0.0006458514920690793,0.006022271360884229,0.07079646017699115,0.016751083830536122,0.034921402660217656,0.02434659936343009,0.7066458856027205,0.11656455753658851,0.30340293979060606,0.09940452972703992,0.06823518499922461,0.33333333333333337,0.02377622377622378,1.7453706431583085e-05,0.15384615384615385,0.12449799196787148,0.5966595318161351,0.036318951392681605
0.027504186135703178,0.222222252074073,0.040822516074244815,0.016418562781748105,0.015719657065893494,0.2527658020465408,0.48010072094580736,0.1189119106744475,0.004171327594453716,0.05036510471209026,0.16715830875122908,0.08616989311928575,0.11946795646916565,0.10623028811528172,0.862207902139128,0.1843828160731477,0.5066944019859102,0.3044164801543619,0.16709719824732008,0.5,0.09270028217396639,0.0006915379400245779,0.3076923076923077,0.24899598393574296,0.6802353269319525,0.1103222282905516
0.14239239465005457,0.027777803898147213,0.001213150551983501,0.00032636639685772146,0.0039010145977841307,0.08170501301699137,0.2873482099117909,0.015669203868026532,0.0001055718408660986,0.0011801456248575998,0.02064896755162242,0.009053383125152024,0.011124546553808947,0.01327171836914246,0.5557023104812299,0.021138650337604297,0.3390298001448059,0.02082258001953053,0.021988569299564262,0.16666666666666666,0.010526315789473686,9.573697002187904e-06,0.07692307692307693,0.040160642570281124,0.39572083654981005,0.05925723648279629
0.14928973639880921,0.36111113723148053,0.09583889360669658,0.04000020851898621,0.013202298081438578,0.308083891763779,0.5063675041149921,0.19401811834483645,0.012772541083879378,0.0876483171239511,0.25663716814159293,0.14484339900702523,0.19443772672309553,0.17776322299036587,0.9025883422519212,0.338972226969948,0.4954202245641456,0.3996395883844135,0.2675554552361992,0.6666666666666666,0.15141700404858302,0.0020017602182596057,0.38461538461538464,0.3775100401606426,0.8006884249154927,0.18787547788093942
0.09577475663136137,0.36111113723148053,0.09414048283391968,0.039291728231280146,0.036453717895535864,0.3278355277051825,0.5817322945928566,0.18523975375746135,0.013332423313414598,0.074600655381204,0.25270403146509335,0.1452976778125939,0.18863361547763,0.18727241797657546,0.8947472017460447,0.34579386759169173,0.6209991610449012,0.446471509753045,0.2888178446929266,0.6666666666666666,0.15072997178260336,0.002331210846064863,0.4615384615384616,0.3775100401606426,0.807750414442926,0.1553795740032769
0.09847515771571791,0.11111112603703649,0.012313478102632537,0.004014531722332358,0.00040086348931172964,0.14972105537420963,0.3417300573136002,0.063092036888559,0.0018604899133210341,0.005645772956462219,0.08849557522123892,0.04637578515116396,0.06278113663845222,0.06040493507519627,0.7917030532911413,0.10041688524627522,0.36546263202050266,0.16718672184071914,0.07516527650648716,0.5,0.04895104895104895,0.0001777275621455341,0.23076923076923078,0.14859437751004018,0.4900458602360136,0.06444565811032224
0.10303401212967045,0.05555556301851825,0.003882081766347203,0.0011191943236574162,0.0014195043919453313,0.1075263830898828,0.3052886444634927,0.029047563621244783,0.00033478181840323974,0.00331538584822807,0.04523107177974434,0.01685839378460746,0.03027811366384522,0.026619157779769066,0.7116287385692392,0.05155242274307334,0.3436268143840574,0.07654968891426056,0.03902384412311339,0.33333333333333337,0.021150779045515888,2.6080953456384653e-05,0.15384615384615385,0.08032128514056225,0.3431903793731223,0.02676133260513381
0.4733655607911246,0.1944444481759258,0.031905859517166076,0.014883897226688939,0.014814392971827383,0.253094012518573,0.492137966745423,0.10632371837068705,0.0030452193895018254,0.02932387424999177,0.14650934119960668,0.07136111945744088,0.1196614268440145,0.08340317211078746,0.8148626927566229,0.1831522672312894,0.5221863399721881,0.29070141750368905,0.14994298043478443,0.5,0.08543736964789597,0.0007442260261274579,0.3076923076923077,0.2208835341365462,0.7029326862670333,0.12834516657564174
0.20987388826914802,0.11111112603703649,0.01837923086255004,0.011128561440902658,0.00041298359988485746,0.23829748786171015,0.4643037274596665,0.09990649509889966,0.0031013769305095994,0.012631086860877211,0.127826941986234,0.07568571060651585,0.11482466747279321,0.08966727088062422,0.8170656947512231,0.10261515200603874,0.5077861928677324,0.2896798916995514,0.08802187000860677,0.5,0.08838179364495155,0.0004983975685492738,0.23076923076923078,0.14859437751004018,0.4169185570357733,0.17012561441835064
0.4254131429030602,0.4722222184907408,0.1854907193982773,0.11694291681656342,0.09939672172734595,0.5019165355919396,0.7214886318166159,0.3030650340538537,0.015881353382304425,0.3172473916910337,0.3805309734513274,0.21822194560100727,0.3465538089480048,0.22975492199527958,0.9369026284513192,0.43578185905842903,0.7121349683380643,0.46695418085612994,0.419954197907944,0.6666666666666666,0.2498834498834499,0.00633508364734705,0.5384615384615385,0.5020080321285141,0.8373709568265065,0.23129437465865646
0.04511375526112445,0.250000011194444,0.0666019653038942,0.03330667784617093,0.01213531849219168,0.3207343869342617,0.5111529418182638,0.15962441024188312,0.010460034592336102,0.04259974243460062,0.23893805309734512,0.1267795567383497,0.20652962515114873,0.14513351077749048,0.8822563117095031,0.2252455640967619,0.5141990277314884,0.3916382359369354,0.1922844378617026,0.6666666666666666,0.1477855477855478,0.001799365420738598,0.38461538461538464,0.30120481927710846,0.6254924249667237,0.14172583287820864
0.07413693011959518,0.05555556301851825,0.004246026931942254,0.0015701308744349085,4.0985881165166354e-05,0.11620668941111503,0.30957397036016865,0.030787952261266523,0.0005450326209244482,0.0018913695995633056,0.049164208456243856,0.021254524903063343,0.0343409915356711,0.03125924677764108,0.6899377581467829,0.055119777392922314,0.3459253215036834,0.10523513984072544,0.03944691406386888,0.33333333333333337,0.025371120107962216,5.380698564482302e-05,0.15384615384615385,0.08032128514056225,0.36027247641213667,0.029219006007646098
0.4690322468297929,0.08333336691666546,0.005944437704719155,0.001841533147810307,0.0008642258249325375,0.11735387501072467,0.31262196201721903,0.032760038142108115,0.0006400643159250066,0.0032419698123213967,0.05408062930186824,0.02189838462749138,0.03463119709794438,0.03230622220560494,0.7080190359215927,0.09437727087186779,0.3459253215036834,0.10726740063397427,0.056026595103280105,0.33333333333333337,0.026450742240215926,6.570990285744952e-05,0.15384615384615385,0.0963855421686747,0.5522661455608375,0.07154560349535774
