Starting Node,Average Spreading Ability,Rank
312,4.54,101.0
98,4.53,102.0
164,4.51,103.0
241,4.48,104.0
75,4.44,105.0
99,4.34,106.0
31,4.29,107.0
69,4.28,108.0
240,4.27,109.0
141,4.26,110.0
332,4.25,111.0
120,4.23,112.0
290,4.21,113.0
25,4.14,114.0
67,4.12,115.0
62,4.09,116.0
340,4.08,117.0
346,4.08,117.0
329,4.03,118.0
345,4.03,118.0
131,3.97,119.0
338,3.96,120.0
324,3.96,120.0
7,3.88,121.0
253,3.86,122.0
117,3.85,123.0
198,3.74,124.0
333,3.71,125.0
115,3.7,126.0
214,3.7,126.0
496,3.67,127.0
129,3.65,128.0
149,3.55,129.0
158,3.51,130.0
197,3.46,131.0
325,3.45,132.0
334,3.45,132.0
133,3.45,132.0
138,3.39,133.0
60,3.37,134.0
401,3.35,135.0
73,3.34,136.0
113,3.32,137.0
191,3.31,138.0
112,3.3,139.0
217,3.28,140.0
220,3.24,141.0
95,3.23,142.0
128,3.22,143.0
335,3.21,144.0
93,3.2,145.0
100,3.2,145.0
52,3.2,145.0
219,3.19,146.0
83,3.19,146.0
365,3.17,147.0
87,3.16,148.0
161,3.16,148.0
122,3.15,149.0
337,3.14,150.0
136,3.13,151.0
171,3.1,152.0
91,3.07,153.0
66,3.05,154.0
348,3.02,155.0
352,2.96,156.0
336,2.96,156.0
195,2.82,157.0
398,2.81,158.0
77,2.8,159.0
255,2.8,159.0
368,2.79,160.0
394,2.79,160.0
42,2.79,160.0
159,2.77,161.0
36,2.75,162.0
199,2.71,163.0
80,2.69,164.0
182,2.68,165.0
163,2.68,165.0
404,2.67,166.0
463,2.67,166.0
407,2.64,167.0
144,2.64,167.0
512,2.6,168.0
402,2.58,169.0
84,2.57,170.0
473,2.55,171.0
399,2.55,171.0
111,2.52,172.0
108,2.52,172.0
342,2.5,173.0
344,2.5,173.0
153,2.48,174.0
503,2.45,175.0
354,2.44,176.0
86,2.44,176.0
65,2.43,177.0
81,2.42,178.0
418,2.42,178.0
151,2.42,178.0
273,2.41,179.0
474,2.38,180.0
330,2.35,181.0
403,2.34,182.0
393,2.33,183.0
148,2.3,184.0
406,2.29,185.0
405,2.25,186.0
288,2.24,187.0
309,2.23,188.0
326,2.23,188.0
397,2.22,189.0
176,2.22,189.0
476,2.21,190.0
305,2.21,190.0
428,2.2,191.0
287,2.2,191.0
21,2.19,192.0
226,2.18,193.0
135,2.15,194.0
278,2.12,195.0
254,2.11,196.0
267,2.11,196.0
297,2.1,197.0
495,2.07,198.0
212,2.07,198.0
183,2.06,199.0
487,2.06,199.0
178,2.05,200.0
184,2.05,200.0
282,2.05,200.0
438,2.05,200.0
359,2.05,200.0
179,2.02,201.0
555,2.01,202.0
243,2.01,202.0
358,2.01,202.0
284,2.01,202.0
283,2.0,203.0
421,1.99,204.0
434,1.99,204.0
499,1.99,204.0
248,1.99,204.0
435,1.98,205.0
531,1.98,205.0
416,1.97,206.0
497,1.97,206.0
400,1.97,206.0
444,1.97,206.0
51,1.96,207.0
1,1.95,208.0
270,1.95,208.0
286,1.95,208.0
339,1.94,209.0
244,1.94,209.0
546,1.94,209.0
306,1.94,209.0
408,1.93,210.0
409,1.93,210.0
160,1.93,210.0
269,1.93,210.0
261,1.92,211.0
355,1.91,212.0
234,1.91,212.0
252,1.9,213.0
431,1.9,213.0
12,1.9,213.0
172,1.89,214.0
445,1.89,214.0
187,1.88,215.0
544,1.87,216.0
274,1.86,217.0
521,1.86,217.0
4,1.85,218.0
272,1.85,218.0
533,1.84,219.0
200,1.83,220.0
268,1.83,220.0
245,1.83,220.0
275,1.82,221.0
412,1.82,221.0
328,1.81,222.0
508,1.8,223.0
472,1.8,223.0
251,1.8,223.0
343,1.8,223.0
369,1.79,224.0
520,1.78,225.0
296,1.78,225.0
411,1.77,226.0
470,1.77,226.0
263,1.77,226.0
256,1.77,226.0
488,1.76,227.0
543,1.76,227.0
448,1.76,227.0
61,1.76,227.0
238,1.75,228.0
449,1.75,228.0
504,1.75,228.0
277,1.75,228.0
169,1.75,228.0
174,1.75,228.0
357,1.74,229.0
186,1.73,230.0
313,1.72,231.0
341,1.72,231.0
549,1.71,232.0
231,1.69,233.0
227,1.69,233.0
451,1.69,233.0
440,1.68,234.0
8,1.68,234.0
361,1.67,235.0
597,1.67,235.0
119,1.67,235.0
415,1.66,236.0
514,1.66,236.0
2,1.66,236.0
530,1.65,237.0
547,1.65,237.0
285,1.65,237.0
564,1.64,238.0
249,1.64,238.0
372,1.62,239.0
260,1.6,240.0
294,1.6,240.0
446,1.6,240.0
563,1.59,241.0
291,1.59,241.0
376,1.59,241.0
211,1.59,241.0
545,1.59,241.0
177,1.58,242.0
280,1.58,242.0
439,1.58,242.0
289,1.58,242.0
124,1.57,243.0
49,1.57,243.0
205,1.57,243.0
298,1.57,243.0
524,1.56,244.0
208,1.56,244.0
429,1.56,244.0
6,1.56,244.0
422,1.56,244.0
373,1.56,244.0
382,1.55,245.0
419,1.55,245.0
450,1.54,246.0
375,1.54,246.0
500,1.54,246.0
250,1.54,246.0
548,1.53,247.0
370,1.53,247.0
615,1.52,248.0
202,1.52,248.0
410,1.52,248.0
104,1.52,248.0
71,1.52,248.0
396,1.52,248.0
264,1.51,249.0
542,1.5,250.0
374,1.5,250.0
55,1.5,250.0
246,1.5,250.0
236,1.49,251.0
262,1.49,251.0
423,1.48,252.0
193,1.48,252.0
57,1.48,252.0
420,1.48,252.0
188,1.48,252.0
469,1.47,253.0
432,1.47,253.0
279,1.47,253.0
588,1.46,254.0
295,1.46,254.0
192,1.45,255.0
233,1.45,255.0
356,1.45,255.0
617,1.45,255.0
13,1.44,256.0
331,1.44,256.0
228,1.44,256.0
498,1.44,256.0
281,1.44,256.0
452,1.44,256.0
316,1.44,256.0
379,1.44,256.0
362,1.43,257.0
494,1.43,257.0
257,1.43,257.0
442,1.43,257.0
265,1.43,257.0
456,1.42,258.0
180,1.42,258.0
299,1.42,258.0
577,1.42,258.0
229,1.41,259.0
413,1.41,259.0
599,1.41,259.0
173,1.41,259.0
242,1.41,259.0
293,1.4,260.0
258,1.4,260.0
539,1.39,261.0
478,1.39,261.0
461,1.39,261.0
443,1.38,262.0
259,1.37,263.0
491,1.35,264.0
430,1.35,264.0
351,1.35,264.0
292,1.35,264.0
315,1.34,265.0
317,1.34,265.0
223,1.34,265.0
417,1.34,265.0
318,1.33,266.0
9,1.33,266.0
371,1.32,267.0
364,1.32,267.0
377,1.32,267.0
302,1.32,267.0
454,1.32,267.0
571,1.32,267.0
424,1.32,267.0
529,1.31,268.0
425,1.31,268.0
276,1.31,268.0
554,1.31,268.0
475,1.31,268.0
360,1.29,269.0
239,1.29,269.0
414,1.29,269.0
310,1.29,269.0
271,1.29,269.0
11,1.29,269.0
479,1.28,270.0
48,1.28,270.0
509,1.28,270.0
50,1.27,271.0
235,1.27,271.0
54,1.27,271.0
458,1.27,271.0
207,1.27,271.0
385,1.27,271.0
247,1.26,272.0
301,1.26,272.0
190,1.26,272.0
587,1.25,273.0
384,1.25,273.0
515,1.25,273.0
489,1.25,273.0
538,1.24,274.0
266,1.24,274.0
353,1.24,274.0
553,1.24,274.0
380,1.23,275.0
596,1.23,275.0
517,1.22,276.0
586,1.22,276.0
311,1.22,276.0
471,1.22,276.0
53,1.21,277.0
327,1.21,277.0
300,1.21,277.0
383,1.2,278.0
610,1.2,278.0
363,1.2,278.0
566,1.2,278.0
427,1.2,278.0
447,1.2,278.0
559,1.2,278.0
513,1.19,279.0
426,1.19,279.0
565,1.19,279.0
58,1.19,279.0
570,1.19,279.0
486,1.19,279.0
482,1.19,279.0
485,1.19,279.0
590,1.18,280.0
613,1.18,280.0
378,1.18,280.0
381,1.18,280.0
518,1.18,280.0
181,1.18,280.0
230,1.18,280.0
387,1.18,280.0
437,1.17,281.0
483,1.17,281.0
480,1.17,281.0
303,1.17,281.0
507,1.17,281.0
550,1.16,282.0
551,1.16,282.0
203,1.16,282.0
436,1.16,282.0
490,1.16,282.0
506,1.15,283.0
455,1.15,283.0
540,1.15,283.0
573,1.14,284.0
608,1.14,284.0
395,1.14,284.0
185,1.14,284.0
594,1.14,284.0
222,1.14,284.0
606,1.13,285.0
605,1.13,285.0
603,1.13,285.0
493,1.13,285.0
593,1.13,285.0
221,1.13,285.0
567,1.13,285.0
582,1.13,285.0
537,1.13,285.0
481,1.12,286.0
607,1.12,286.0
581,1.11,287.0
308,1.11,287.0
568,1.11,287.0
614,1.11,287.0
307,1.11,287.0
453,1.11,287.0
523,1.11,287.0
477,1.11,287.0
528,1.1,288.0
558,1.1,288.0
224,1.1,288.0
96,1.1,288.0
468,1.1,288.0
585,1.1,288.0
519,1.1,288.0
10,1.1,288.0
616,1.09,289.0
510,1.09,289.0
532,1.09,289.0
580,1.09,289.0
592,1.09,289.0
552,1.09,289.0
391,1.08,290.0
574,1.08,290.0
467,1.08,290.0
225,1.08,290.0
465,1.08,290.0
501,1.08,290.0
562,1.07,291.0
505,1.07,291.0
598,1.07,291.0
511,1.07,291.0
602,1.07,291.0
534,1.07,291.0
561,1.07,291.0
612,1.07,291.0
604,1.07,291.0
600,1.06,292.0
189,1.06,292.0
314,1.06,292.0
441,1.06,292.0
526,1.06,292.0
595,1.06,292.0
457,1.06,292.0
492,1.06,292.0
576,1.06,292.0
525,1.06,292.0
522,1.06,292.0
210,1.06,292.0
484,1.06,292.0
557,1.06,292.0
460,1.06,292.0
462,1.06,292.0
601,1.05,293.0
466,1.05,293.0
433,1.05,293.0
618,1.05,293.0
204,1.05,293.0
560,1.05,293.0
390,1.05,293.0
536,1.05,293.0
320,1.05,293.0
392,1.05,293.0
535,1.05,293.0
388,1.05,293.0
572,1.05,293.0
389,1.05,293.0
541,1.04,294.0
464,1.04,294.0
459,1.04,294.0
620,1.04,294.0
569,1.04,294.0
589,1.04,294.0
583,1.04,294.0
611,1.03,295.0
619,1.03,295.0
350,1.03,295.0
366,1.03,295.0
319,1.03,295.0
502,1.03,295.0
237,1.03,295.0
386,1.03,295.0
609,1.02,296.0
575,1.02,296.0
579,1.02,296.0
556,1.02,296.0
367,1.02,296.0
584,1.02,296.0
578,1.02,296.0
516,1.02,296.0
591,1.01,297.0
527,1.01,297.0
