Starting Node,Average Spreading Ability,Rank
88,2.64,186.0
277,2.63,187.0
375,2.63,187.0
399,2.63,187.0
56,2.62,188.0
564,2.59,189.0
353,2.59,189.0
433,2.57,190.0
442,2.56,191.0
236,2.56,191.0
176,2.53,192.0
177,2.53,192.0
625,2.53,192.0
186,2.51,193.0
101,2.5,194.0
70,2.49,195.0
189,2.48,196.0
52,2.48,196.0
494,2.48,196.0
666,2.47,197.0
357,2.47,197.0
580,2.46,198.0
250,2.45,199.0
2,2.45,199.0
475,2.44,200.0
166,2.44,200.0
21,2.44,200.0
624,2.43,201.0
248,2.43,201.0
562,2.43,201.0
462,2.42,202.0
43,2.41,203.0
596,2.4,204.0
222,2.4,204.0
285,2.4,204.0
679,2.39,205.0
756,2.39,205.0
148,2.39,205.0
130,2.38,206.0
203,2.37,207.0
552,2.37,207.0
489,2.37,207.0
724,2.37,207.0
635,2.34,208.0
603,2.33,209.0
361,2.33,209.0
112,2.33,209.0
33,2.32,210.0
656,2.31,211.0
706,2.3,212.0
644,2.29,213.0
595,2.29,213.0
9,2.29,213.0
535,2.28,214.0
443,2.28,214.0
731,2.28,214.0
214,2.28,214.0
533,2.27,215.0
507,2.27,215.0
160,2.27,215.0
55,2.26,216.0
293,2.26,216.0
1,2.26,216.0
751,2.26,216.0
680,2.26,216.0
588,2.26,216.0
190,2.25,217.0
740,2.24,218.0
279,2.24,218.0
455,2.23,219.0
652,2.23,219.0
313,2.23,219.0
76,2.23,219.0
565,2.22,220.0
323,2.21,221.0
178,2.19,222.0
482,2.19,222.0
642,2.18,223.0
570,2.17,224.0
413,2.17,224.0
426,2.16,225.0
16,2.16,225.0
65,2.16,225.0
314,2.15,226.0
226,2.14,227.0
700,2.14,227.0
732,2.13,228.0
208,2.13,228.0
491,2.13,228.0
697,2.13,228.0
328,2.12,229.0
205,2.12,229.0
381,2.12,229.0
371,2.12,229.0
128,2.11,230.0
109,2.11,230.0
121,2.1,231.0
347,2.1,231.0
49,2.08,232.0
115,2.07,233.0
450,2.07,233.0
585,2.07,233.0
612,2.06,234.0
672,2.06,234.0
653,2.06,234.0
398,2.06,234.0
307,2.05,235.0
64,2.05,235.0
640,2.05,235.0
174,2.05,235.0
490,2.04,236.0
13,2.04,236.0
605,2.04,236.0
542,2.04,236.0
615,2.04,236.0
546,2.03,237.0
18,2.03,237.0
692,2.03,237.0
69,2.02,238.0
94,2.02,238.0
298,2.01,239.0
271,2.01,239.0
310,2.0,240.0
4,2.0,240.0
379,2.0,240.0
417,2.0,240.0
465,1.99,241.0
342,1.97,242.0
502,1.96,243.0
312,1.96,243.0
598,1.95,244.0
246,1.95,244.0
578,1.95,244.0
218,1.95,244.0
467,1.95,244.0
719,1.95,244.0
629,1.94,245.0
577,1.94,245.0
175,1.93,246.0
12,1.93,246.0
698,1.93,246.0
480,1.93,246.0
81,1.92,247.0
636,1.92,247.0
233,1.92,247.0
445,1.91,248.0
439,1.91,248.0
734,1.91,248.0
752,1.91,248.0
637,1.9,249.0
123,1.9,249.0
737,1.9,249.0
41,1.89,250.0
150,1.89,250.0
421,1.88,251.0
390,1.88,251.0
474,1.87,252.0
682,1.87,252.0
530,1.87,252.0
263,1.86,253.0
687,1.86,253.0
594,1.86,253.0
611,1.86,253.0
464,1.85,254.0
468,1.84,255.0
87,1.84,255.0
319,1.84,255.0
626,1.84,255.0
746,1.84,255.0
210,1.83,256.0
333,1.82,257.0
324,1.82,257.0
292,1.81,258.0
230,1.81,258.0
232,1.8,259.0
276,1.8,259.0
608,1.8,259.0
213,1.79,260.0
528,1.79,260.0
317,1.78,261.0
744,1.78,261.0
296,1.77,262.0
234,1.77,262.0
201,1.76,263.0
704,1.76,263.0
335,1.75,264.0
348,1.75,264.0
244,1.75,264.0
582,1.75,264.0
365,1.75,264.0
452,1.74,265.0
145,1.74,265.0
127,1.74,265.0
748,1.73,266.0
671,1.73,266.0
553,1.72,267.0
506,1.72,267.0
720,1.72,267.0
207,1.72,267.0
609,1.71,268.0
209,1.71,268.0
83,1.71,268.0
374,1.71,268.0
182,1.71,268.0
496,1.7,269.0
630,1.7,269.0
26,1.7,269.0
198,1.69,270.0
602,1.69,270.0
66,1.68,271.0
322,1.67,272.0
185,1.67,272.0
35,1.67,272.0
678,1.67,272.0
499,1.67,272.0
369,1.66,273.0
103,1.66,273.0
373,1.65,274.0
133,1.64,275.0
479,1.64,275.0
558,1.64,275.0
681,1.64,275.0
116,1.64,275.0
622,1.63,276.0
202,1.63,276.0
204,1.62,277.0
84,1.62,277.0
498,1.61,278.0
191,1.61,278.0
344,1.61,278.0
714,1.61,278.0
290,1.6,279.0
677,1.6,279.0
470,1.6,279.0
658,1.6,279.0
193,1.6,279.0
432,1.59,280.0
5,1.59,280.0
411,1.59,280.0
607,1.58,281.0
61,1.58,281.0
372,1.58,281.0
247,1.58,281.0
634,1.58,281.0
267,1.58,281.0
641,1.58,281.0
258,1.57,282.0
632,1.57,282.0
424,1.57,282.0
301,1.57,282.0
495,1.57,282.0
325,1.57,282.0
272,1.57,282.0
305,1.57,282.0
34,1.57,282.0
695,1.56,283.0
163,1.55,284.0
718,1.54,285.0
628,1.54,285.0
354,1.54,285.0
183,1.54,285.0
287,1.54,285.0
683,1.53,286.0
338,1.53,286.0
709,1.53,286.0
339,1.53,286.0
60,1.52,287.0
527,1.52,287.0
655,1.52,287.0
242,1.52,287.0
691,1.52,287.0
712,1.51,288.0
89,1.51,288.0
143,1.51,288.0
667,1.51,288.0
749,1.51,288.0
197,1.51,288.0
457,1.51,288.0
97,1.5,289.0
729,1.5,289.0
524,1.5,289.0
212,1.5,289.0
753,1.5,289.0
355,1.49,290.0
460,1.49,290.0
713,1.49,290.0
187,1.48,291.0
733,1.48,291.0
760,1.48,291.0
47,1.48,291.0
688,1.48,291.0
152,1.48,291.0
466,1.48,291.0
486,1.47,292.0
650,1.47,292.0
723,1.47,292.0
604,1.46,293.0
162,1.46,293.0
437,1.46,293.0
414,1.45,294.0
406,1.45,294.0
19,1.45,294.0
216,1.45,294.0
483,1.45,294.0
68,1.44,295.0
436,1.44,295.0
664,1.44,295.0
401,1.44,295.0
739,1.43,296.0
8,1.43,296.0
504,1.43,296.0
356,1.43,296.0
488,1.43,296.0
262,1.43,296.0
119,1.42,297.0
556,1.42,297.0
550,1.42,297.0
266,1.41,298.0
73,1.41,298.0
619,1.41,298.0
368,1.41,298.0
327,1.41,298.0
29,1.4,299.0
643,1.4,299.0
28,1.4,299.0
366,1.4,299.0
140,1.4,299.0
331,1.4,299.0
350,1.4,299.0
173,1.4,299.0
534,1.4,299.0
736,1.4,299.0
392,1.4,299.0
147,1.39,300.0
274,1.39,300.0
256,1.39,300.0
283,1.39,300.0
299,1.39,300.0
320,1.38,301.0
346,1.38,301.0
363,1.38,301.0
321,1.38,301.0
569,1.38,301.0
75,1.37,302.0
265,1.37,302.0
395,1.37,302.0
758,1.37,302.0
523,1.36,303.0
188,1.36,303.0
281,1.36,303.0
573,1.36,303.0
423,1.36,303.0
240,1.36,303.0
492,1.35,304.0
471,1.35,304.0
743,1.35,304.0
48,1.35,304.0
559,1.34,305.0
511,1.34,305.0
412,1.34,305.0
597,1.34,305.0
364,1.34,305.0
717,1.34,305.0
95,1.34,305.0
27,1.34,305.0
469,1.33,306.0
153,1.33,306.0
481,1.32,307.0
215,1.32,307.0
311,1.32,307.0
453,1.31,308.0
231,1.31,308.0
269,1.31,308.0
646,1.31,308.0
257,1.31,308.0
400,1.31,308.0
500,1.31,308.0
309,1.31,308.0
660,1.31,308.0
345,1.3,309.0
463,1.3,309.0
690,1.3,309.0
306,1.3,309.0
575,1.3,309.0
510,1.29,310.0
730,1.29,310.0
360,1.29,310.0
694,1.29,310.0
387,1.29,310.0
206,1.28,311.0
529,1.28,311.0
621,1.28,311.0
260,1.28,311.0
117,1.28,311.0
716,1.27,312.0
170,1.27,312.0
727,1.27,312.0
125,1.27,312.0
487,1.27,312.0
434,1.27,312.0
100,1.27,312.0
254,1.27,312.0
647,1.27,312.0
476,1.27,312.0
199,1.26,313.0
614,1.26,313.0
428,1.26,313.0
722,1.26,313.0
715,1.25,314.0
517,1.25,314.0
38,1.25,314.0
601,1.25,314.0
225,1.24,315.0
261,1.24,315.0
747,1.24,315.0
710,1.24,315.0
444,1.24,315.0
389,1.24,315.0
699,1.24,315.0
649,1.24,315.0
380,1.24,315.0
385,1.23,316.0
574,1.23,316.0
593,1.23,316.0
85,1.23,316.0
92,1.23,316.0
675,1.22,317.0
738,1.22,317.0
662,1.22,317.0
113,1.22,317.0
316,1.22,317.0
627,1.22,317.0
633,1.22,317.0
416,1.22,317.0
282,1.22,317.0
6,1.21,318.0
118,1.21,318.0
391,1.21,318.0
224,1.21,318.0
396,1.21,318.0
448,1.21,318.0
545,1.21,318.0
82,1.21,318.0
146,1.21,318.0
576,1.21,318.0
405,1.2,319.0
251,1.2,319.0
670,1.2,319.0
725,1.2,319.0
386,1.2,319.0
235,1.19,320.0
195,1.19,320.0
519,1.19,320.0
308,1.19,320.0
726,1.19,320.0
59,1.19,320.0
352,1.19,320.0
447,1.19,320.0
79,1.18,321.0
616,1.18,321.0
631,1.18,321.0
721,1.18,321.0
382,1.18,321.0
451,1.18,321.0
415,1.18,321.0
648,1.18,321.0
583,1.17,322.0
53,1.17,322.0
104,1.17,322.0
484,1.17,322.0
332,1.17,322.0
318,1.17,322.0
446,1.17,322.0
404,1.17,322.0
167,1.17,322.0
23,1.17,322.0
456,1.17,322.0
114,1.17,322.0
522,1.16,323.0
36,1.16,323.0
668,1.16,323.0
427,1.15,324.0
343,1.15,324.0
541,1.15,324.0
757,1.15,324.0
617,1.15,324.0
592,1.15,324.0
501,1.14,325.0
531,1.14,325.0
107,1.14,325.0
102,1.14,325.0
17,1.13,326.0
548,1.13,326.0
554,1.13,326.0
11,1.13,326.0
418,1.13,326.0
563,1.13,326.0
44,1.12,327.0
217,1.12,327.0
237,1.12,327.0
422,1.11,328.0
745,1.11,328.0
106,1.11,328.0
164,1.11,328.0
407,1.1,329.0
227,1.1,329.0
32,1.08,330.0
96,1.07,331.0
685,1.06,332.0
742,1.04,333.0
