HVGc Index,Local Gravity Model Centrality,Extended Improved Gravity Index Values,GIN Values,Laplacian Centrality,MCGM Values,EIGSM Values,Global Relative Change in Avg Degree,Clustered Local Degree,Extended Coreness,DIL Centrality,Constraint Coefficients,Leverage Centrality,Extended Degree,K-Shell Value,H Values,Centrality Values,Semi local centrality,Volume Centrality,Closeness Centrality,Density Centrality,Gravity Model Centrality,I-GSM Values,Coreness Centrality,DNC Scores
3781.439398,195,535.0,115.880988,108,6.340862338,319.20587,0.03265857,42.9,67,33.68744589,-0.220007716,-0.056832057,18.6,2,1.951221645,89.48482429,870,118,0.003344482,18.69318182,340.0833333,71.65307759,10,5.309990663
1897.158708,120,401.25,105.0713523,80,4.51600333,235.2679801,0.024021592,30.0,53,21.72440191,-0.25,-0.065201465,14.4,2,1.317031883,61.52076649,697,98,0.003115265,11.77272727,230.61,60.10543545,8,4.071895425
250.15802,17,237.0,91.59920603,36,1.457859754,103.4321113,0.001889339,17.0,30,1.0,-1.0,-0.888888889,7.4,1,0.298672445,30.33636364,412,76,0.002923977,1.590909091,44.62305556,45.09030843,3,1.044117647
250.15802,17,237.0,91.59920603,36,1.457859754,103.4321113,0.001889339,17.0,30,1.0,-1.0,-0.888888889,7.4,1,0.298672445,30.33636364,412,76,0.002923977,1.590909091,44.62305556,45.09030843,3,1.044117647
4883.471245,376,583.0,123.0918836,166,8.880559563,409.1493914,0.058569501,48.67857143,77,122.3748353,-0.144027778,0.257864619,23.6,2,2.981482166,104.7575172,967,123,0.003460208,40.72727273,592.6777778,80.52298459,14,8.505228758
3443.990813,256,463.5,110.6934138,136,5.633313749,379.6155051,0.058569501,34.28571429,59,46.63767083,-0.150662943,0.447463441,17.6,2,1.717083007,104.3573466,683,101,0.003225806,32.45454545,477.1721542,64.83004334,12,8.515656566
82.40499482,8,98.5,74.62930611,18,0.309046966,64.83004334,0.001889339,8.0,12,1.0,-1.0,-0.777777778,3.8,1,0.054077665,19.99150369,142,39,0.002475248,0.875,29.56127693,29.87081628,2,1.071428571
672.9797107,60,209.25,88.95593398,52,1.429363974,153.8208779,0.015384615,26.66666667,34,4.888888889,-0.383967516,-0.175324675,9.8,2,0.283839945,43.02181691,348,62,0.002747253,6.443181818,129.4991156,44.53661961,5,3.125974026
82.40499482,8,98.5,74.62930611,18,0.309046966,64.83004334,0.001889339,8.0,12,1.0,-1.0,-0.777777778,3.8,1,0.054077665,19.99150369,142,39,0.002475248,0.875,29.56127693,29.87081628,2,1.071428571
82.40499482,8,98.5,74.62930611,18,0.309046966,64.83004334,0.001889339,8.0,12,1.0,-1.0,-0.777777778,3.8,1,0.054077665,19.99150369,142,39,0.002475248,0.875,29.56127693,29.87081628,2,1.071428571
82.40499482,8,98.5,74.62930611,18,0.309046966,64.83004334,0.001889339,8.0,12,1.0,-1.0,-0.777777778,3.8,1,0.054077665,19.99150369,142,39,0.002475248,0.875,29.56127693,29.87081628,2,1.071428571
443.9164464,64,144.75,83.66066576,52,1.158266727,134.1086969,0.024021592,16.0,29,15.42307692,-0.25,0.2,8.8,2,0.187371551,32.74161192,245,52,0.002604167,8.909090909,150.9123639,39.3333045,6,4.054545455
22.07276647,4,50.0,60.47589391,10,0.101147977,39.3333045,0.001889339,4.0,6,1.0,-1.0,-0.6,2.2,1,0.011802899,12.20779221,45,19,0.00209205,0.556818182,19.46163706,19.66542199,2,1.0
51.55510608,10,53.0,61.2793189,16,0.167384514,51.40372909,0.006747638,5.0,7,2.75,-0.5,0.0,3.2,1,0.018360128,13.60779221,50,19,0.00210084,1.75,40.2010519,20.52367945,3,2.0
101.8971508,16,69.5,66.81690454,22,0.315249351,61.82450015,0.006747638,8.0,13,3.5,-0.5,-0.333333333,4.4,2,0.026559332,17.10779221,72,27,0.002247191,2.227272727,49.34437925,25.19158516,4,2.0
13.24365988,2,32.5,64.48970971,6,0.142154529,46.21479266,0.001889339,2.0,4,1.0,-1.0,-0.333333333,1.4,1,0.019507991,13.32347339,44,19,0.002304147,0.397727273,20.27468821,20.48698668,1,1.0
20.23336926,5,48.0,61.528067,12,0.129191435,38.80136692,0.001889339,5.0,7,1.0,-1.0,-0.666666667,2.6,1,0.021249125,8.532282913,67,18,0.002132196,0.636363636,20.42177438,20.635613,2,1.1
587.3770026,70,205.75,84.28209869,58,1.578767849,180.9470627,0.03265857,15.4,25,10.6969697,-0.241736111,0.403846154,8.6,2,0.393603685,48.25694678,236,54,0.002666667,10.73863636,184.160941,38.80136692,7,5.369047619
20.23336926,5,48.0,61.528067,12,0.129191435,38.80136692,0.001889339,5.0,7,1.0,-1.0,-0.666666667,2.6,1,0.021249125,8.532282913,67,18,0.002132196,0.636363636,20.42177438,20.635613,2,1.1
20.23336926,5,48.0,61.528067,12,0.129191435,38.80136692,0.001889339,5.0,7,1.0,-1.0,-0.666666667,2.6,1,0.021249125,8.532282913,67,18,0.002132196,0.636363636,20.42177438,20.635613,2,1.1
465.0743536,42,186.25,83.57612907,40,1.167767893,138.1635714,0.015384615,18.66666667,23,4.555555556,-0.411736111,-0.068181818,7.4,2,0.263737978,39.64551821,224,56,0.00265252,5.011363636,111.9965646,38.51723907,5,3.135714286
14.34729821,3,49.0,60.18077219,8,0.105811211,38.51723907,0.001889339,3.0,5,1.0,-1.0,-0.5,1.8,1,0.019933466,8.462282913,55,16,0.002123142,0.477272727,18.6439966,18.83921992,2,1.333333333
412.764415,48,153.0,83.1480802,44,1.073136657,139.9655665,0.024021592,12.0,18,12.55,-0.25,0.3,7.2,1,0.225668145,38.00466387,183,56,0.002666667,7.636363636,143.0787528,37.29157774,5,4.035714286
117.7214212,8,132.0,79.15838197,18,0.462062023,80.52298459,0.001889339,8.0,14,1.0,-1.0,-0.777777778,3.8,1,0.080479623,28.87252101,145,54,0.002610966,0.875,32.77663265,33.11984035,2,1.035714286
329.6044029,30,142.5,81.16872779,32,0.830794551,116.8821983,0.015384615,10.0,16,6.111111111,-0.333333333,0.181818182,5.8,1,0.17333636,33.09394958,165,54,0.002638522,4.534090909,102.1632313,35.13541346,4,3.035714286
301.6275569,42,152.75,79.42336186,40,0.901001071,121.9712212,0.015384615,18.66666667,26,4.0,-0.493342516,0.042857143,7.4,2,0.177351839,32.41667685,240,44,0.002506266,5.011363636,103.649273,35.64648469,5,4.054545455
84.98015091,11,103.0,77.11217798,24,0.371725368,68.72801031,0.001889339,11.0,20,1.0,-1.0,-0.833333333,5.0,1,0.055403802,20.79252101,188,45,0.002487562,1.113636364,32.66086876,33.00286428,2,1.054545455
293.966609,30,169.0,80.55734531,36,0.866789249,115.3978944,0.006747638,30.0,27,2.0,-0.688145661,-0.512820513,7.2,2,0.167629983,33.00188184,265,50,0.002512563,3.022727273,72.58562642,37.05684451,4,2.221212121
226.6603743,28,146.0,79.11085517,34,0.738400083,104.374495,0.006747638,28.0,25,2.0,-0.741965106,-0.446153846,6.8,2,0.137619808,30.10031322,231,45,0.0025,2.863636364,69.59951531,35.53235735,4,2.387878788
999.3203714,76,276.5,92.45901696,58,2.051909743,199.4542047,0.024021592,22.16666667,36,11.91208791,-0.340005165,0.088888889,10.0,2,0.526226875,57.41627578,370,75,0.002816901,8.909090909,179.0610431,46.66988408,7,5.154545455
167.4024621,24,107.75,78.08980331,30,0.530336651,85.25998086,0.006747638,12.0,21,2.909090909,-0.5,-0.179487179,6.0,1,0.086183545,22.20888464,200,45,0.0025,2.863636364,66.59951531,34.00077956,3,2.054545455
84.98015091,11,103.0,77.11217798,24,0.371725368,68.72801031,0.001889339,11.0,20,1.0,-1.0,-0.833333333,5.0,1,0.055403802,20.79252101,188,45,0.002487562,1.113636364,32.66086876,33.00286428,2,1.054545455
96.01653415,9,103.0,77.5704988,20,0.473527903,69.3524355,0.001889339,9.0,15,1.0,-1.0,-0.8,4.2,1,0.087537938,21.02317036,170,43,0.002631579,0.954545455,31.58944444,31.92022096,2,1.055555556
96.01653415,9,103.0,77.5704988,20,0.473527903,69.3524355,0.001889339,9.0,15,1.0,-1.0,-0.8,4.2,1,0.087537938,21.02317036,170,43,0.002631579,0.954545455,31.58944444,31.92022096,2,1.055555556
623.0406265,68,167.5,88.46010491,54,1.521274287,145.0915763,0.024021592,17.0,28,17.93831169,-0.25,0.109401709,9.2,2,0.34855727,37.17317036,253,59,0.00286533,9.227272727,163.1744444,42.52925302,7,4.055555556
96.01653415,9,103.0,77.5704988,20,0.473527903,69.3524355,0.001889339,9.0,15,1.0,-1.0,-0.8,4.2,1,0.087537938,21.02317036,170,43,0.002631579,0.954545455,31.58944444,31.92022096,2,1.055555556
188.0245045,20,107.25,78.55292326,26,0.650551945,85.9204784,0.006747638,10.0,16,2.888888889,-0.5,-0.151515152,5.2,1,0.136168398,22.43983703,180,43,0.002645503,2.545454545,64.45666667,32.90679976,3,2.055555556
96.01653415,9,103.0,77.5704988,20,0.473527903,69.3524355,0.001889339,9.0,15,1.0,-1.0,-0.8,4.2,1,0.087537938,21.02317036,170,43,0.002631579,0.954545455,31.58944444,31.92022096,2,1.055555556
42.67401518,4,94.0,70.46833044,10,0.282284765,60.10543545,0.001889339,4.0,8,1.0,-1.0,-0.6,2.2,1,0.062214098,18.25323529,85,33,0.002409639,0.556818182,25.14552154,25.40882304,2,1.0
305.9588696,24,186.25,76.86734039,28,1.049606866,134.6215776,0.015384615,8.0,17,7.4,-0.333333333,0.119047619,5.0,2,0.313315901,38.57670868,170,44,0.002538071,3.818181818,90.75661565,31.21251329,5,3.333333333
29.43035529,5,66.5,66.26284592,12,0.199830083,47.63731017,0.001889339,5.0,8,1.0,-1.0,-0.666666667,2.6,1,0.042282515,12.61514006,87,23,0.002283105,0.636363636,22.98257086,23.22322387,2,1.0
29.43035529,5,66.5,66.26284592,12,0.199830083,47.63731017,0.001889339,5.0,8,1.0,-1.0,-0.666666667,2.6,1,0.042282515,12.61514006,87,23,0.002283105,0.636363636,22.98257086,23.22322387,2,1.0
29.43035529,5,66.5,66.26284592,12,0.199830083,47.63731017,0.001889339,5.0,8,1.0,-1.0,-0.666666667,2.6,1,0.042282515,12.61514006,87,23,0.002283105,0.636363636,22.98257086,23.22322387,2,1.0
60.18863009,15,67.5,64.97895415,22,0.357438542,70.81877574,0.015384615,5.0,11,5.666666667,-0.333333333,0.3,3.8,2,0.063910456,15.27442577,54,17,0.002267574,3.340909091,64.00760629,22.01314194,5,3.0
109.260194,9,119.0,79.32438794,20,0.521876841,75.21453244,0.001889339,9.0,16,1.0,-1.0,-0.8,4.2,1,0.094706968,23.32459893,207,47,0.002638522,0.954545455,32.88831633,33.23269347,2,1.027777778
109.260194,9,119.0,79.32438794,20,0.521876841,75.21453244,0.001889339,9.0,16,1.0,-1.0,-0.8,4.2,1,0.094706968,23.32459893,207,47,0.002638522,0.954545455,32.88831633,33.23269347,2,1.027777778
109.260194,9,119.0,79.32438794,20,0.521876841,75.21453244,0.001889339,9.0,16,1.0,-1.0,-0.8,4.2,1,0.094706968,23.32459893,207,47,0.002638522,0.954545455,32.88831633,33.23269347,2,1.027777778
7.725468265,3,34.0,57.26965304,8,0.102182435,31.21251329,0.001889339,3.0,5,1.0,-1.0,-0.5,1.8,1,0.023680553,5.038235294,53,10,0.00204918,0.477272727,16.81209467,16.98813595,2,1.0
20.96912815,3,61.0,62.540944,8,0.121534231,44.53661961,0.001889339,3.0,5,1.0,-1.0,-0.5,1.8,1,0.021454998,13.54612554,58,22,0.002183406,0.477272727,20.05284864,20.2628242,2,1.333333333
14.71517765,4,23.0,60.65232538,10,0.095298106,37.29157774,0.001889339,4.0,5,1.0,-1.0,-0.6,2.2,1,0.008528068,8.562282913,53,15,0.002132196,0.556818182,19.32621882,19.52858576,1,1.0
36.39183958,10,26.0,61.4575978,16,0.158083913,49.38081692,0.006747638,5.0,6,2.75,-0.5,0.0,3.2,1,0.017687623,9.962282913,58,15,0.002141328,1.75,39.93021542,20.3854104,2,2.0
14.71517765,4,23.0,60.65232538,10,0.095298106,37.29157774,0.001889339,4.0,5,1.0,-1.0,-0.6,2.2,1,0.008528068,8.562282913,53,15,0.002132196,0.556818182,19.32621882,19.52858576,1,1.0
3.678794412,2,8.5,47.93161686,6,0.035046431,20.52367945,0.001889339,2.0,3,1.0,-1.0,-0.333333333,1.4,1,0.001156597,3.516363636,18,6,0.001754386,0.397727273,11.9453436,12.0704246,1,1.0
126.1657269,28,75.0,63.80759398,34,0.418814478,85.92000429,0.024021592,7.0,14,10.75,-0.25,0.4,5.2,2,0.027352519,18.9330303,66,18,0.002222222,6.045454545,86.29327098,22.49119565,7,4.0
42.45714618,14,35.5,59.4483136,20,0.231035216,44.50433759,0.006747638,7.0,12,3.416666667,-0.5,-0.266666667,4.0,2,0.012614318,8.442857143,48,15,0.002087683,2.068181818,39.52160147,20.17680239,4,2.0
106.7493961,16,74.5,68.81160228,22,0.351262013,65.02044866,0.006747638,8.0,14,3.5,-0.5,-0.333333333,4.4,2,0.040587795,17.04990196,79,28,0.002369668,2.227272727,51.19914966,26.13849355,4,2.0
8.829106588,4,19.5,50.46020052,10,0.065353428,22.49119565,0.001889339,4.0,7,1.0,-1.0,-0.6,2.2,1,0.001476767,4.9,27,10,0.001838235,0.556818182,14.26376575,14.41312319,2,1.0
4.414553294,3,16.0,50.98468314,8,0.057354591,22.01314194,0.001889339,3.0,5,1.0,-1.0,-0.5,1.8,1,0.004830392,3.542857143,21,7,0.001869159,0.477272727,13.65491938,13.79790152,2,1.0
3.678794412,2,7.5,48.14092873,6,0.034965143,20.3854104,0.001889339,2.0,2,1.0,-1.0,-0.333333333,1.4,1,0.001671045,3.510714286,14,6,0.001782531,0.397727273,11.96396321,12.08923918,1,1.0
7.357588823,2,18.25,57.65218854,6,0.071797452,32.90679976,0.001889339,2.0,3,1.0,-1.0,-0.333333333,1.4,1,0.008576358,7.249901961,31,11,0.002118644,0.397727273,16.39635488,16.56804289,1,1.0
302.1116479,55,102.25,71.00595,52,0.742092052,119.6927135,0.03265857,11.0,19,20.39047619,-0.2,0.424603175,7.4,2,0.0863167,29.64990196,108,28,0.002369668,10.34090909,136.3554705,28.72910299,7,5.0
122.5268541,27,64.75,66.07456739,30,0.405096119,73.01343346,0.015384615,9.0,14,8.333333333,-0.333333333,0.05,5.4,2,0.04195295,14.73823529,86,21,0.002242152,4.295454545,72.44627976,24.91532385,5,3.0
16.55457485,5,30.5,54.60393402,12,0.085860478,28.72910299,0.001889339,5.0,7,1.0,-1.0,-0.666666667,2.6,1,0.004659832,7.716666667,42,15,0.001937984,0.636363636,16.9611763,17.13877863,2,1.0
16.55457485,5,30.5,54.60393402,12,0.085860478,28.72910299,0.001889339,5.0,7,1.0,-1.0,-0.666666667,2.6,1,0.004659832,7.716666667,42,15,0.001937984,0.636363636,16.9611763,17.13877863,2,1.0
40.03102354,12,33.75,55.34587308,18,0.146120537,39.32785544,0.006747638,6.0,8,2.8,-0.5,-0.047619048,3.6,1,0.007248523,9.116666667,48,15,0.001945525,1.909090909,35.20013039,17.97057934,3,2.0
26.68734903,8,26.75,51.62430111,14,0.110049796,34.55936519,0.006747638,4.0,6,2.666666667,-0.5,0.066666667,2.8,1,0.004932302,7.7,25,11,0.001858736,1.590909091,29.30397424,14.96043873,3,2.0
134.6498065,12,115.5,75.66966729,18,0.550519533,83.74733911,0.006747638,6.0,12,3.333333333,-0.5,-0.2,3.6,2,0.121724388,23.85323529,101,39,0.002583979,1.909090909,57.4385941,29.32389173,4,2.0
2.943035529,2,5.75,42.01795499,6,0.030542534,14.96043873,0.001889339,2.0,3,1.0,-1.0,-0.333333333,1.4,1,0.000310651,2.8,11,5,0.001582278,0.397727273,9.544103993,9.644041347,1,1.0
69.89709382,5,117.5,75.49422126,12,0.36597072,71.65307759,0.001889339,5.0,10,1.0,-1.0,-0.666666667,2.6,1,0.073739101,23.58959893,122,43,0.002544529,0.636363636,28.75816893,29.05929886,2,1.1
23.54428423,4,55.0,63.20737375,10,0.121259968,42.52925302,0.001889339,4.0,7,1.0,-1.0,-0.6,2.2,1,0.018817131,12.14990196,52,20,0.002257336,0.556818182,20.65526077,20.87154426,2,1.0
14.34729821,3,43.0,57.90881612,8,0.091268596,35.64648469,0.001889339,3.0,5,1.0,-1.0,-0.5,1.8,1,0.013406102,9.307792208,43,16,0.002028398,0.477272727,17.527323,17.71085351,2,1.333333333
26.48731976,4,66.0,64.9155511,10,0.149538488,46.66988408,0.001889339,4.0,7,1.0,-1.0,-0.6,2.2,1,0.028411189,12.20936084,77,22,0.002227171,0.556818182,21.78812642,22.01627226,2,1.166666667
8.829106588,2,20.25,56.89834501,6,0.063142735,34.00077956,0.001889339,2.0,3,1.0,-1.0,-0.333333333,1.4,1,0.005428818,9.407792208,30,13,0.002024291,0.397727273,16.36065634,16.53197055,1,1.0
11.03638324,3,21.0,59.33871293,8,0.080046396,35.13541346,0.001889339,3.0,4,1.0,-1.0,-0.5,1.8,1,0.008188045,7.162282913,46,12,0.002114165,0.477272727,17.99121882,18.17960683,1,1.0
11.03638324,3,21.0,59.33871293,8,0.080046396,35.13541346,0.001889339,3.0,4,1.0,-1.0,-0.5,1.8,1,0.008188045,7.162282913,46,12,0.002114165,0.477272727,17.99121882,18.17960683,1,1.0
4.414553294,2,8.25,44.03208054,6,0.034505601,17.97057934,0.001889339,2.0,3,1.0,-1.0,-0.333333333,1.4,1,0.000456528,4.2,13,7,0.001644737,0.397727273,10.4889218,10.59875244,1,1.0
