Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,Clustered Local Degree,DIL Centrality,I-GSM Values,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
11,0.006085193,0.058898097,0.019047619,0,109.8118102,69.13361676,0.695280028,0.00226164,6,18,0.003101441,0.002028398,0,9,8.733333333,37.51587985,17,111.866223,27,30,0.000233973,93,0.058823529,4.056818182,2.7,3.148671096,0.790974529,43,5.4,0.005870204,93,21.7,-0.333333333,199.9122357,0.051675961,0.035221222,27,171.5057919,4680,3,120.8711825,12,27,97,2,1.443838947,40.5,3.411479096,-2109.945481,2
12,0.002028398,0,-0.714285714,0,105.9734166,66.04591625,0.225445638,0.000919936,2,10,0.000318451,0.003639252,0,6,1,33.51321508,4.25,33.44544318,6,14,0.000234687,64,0.055555556,0.715909091,1,1.758859358,0.436600221,23,3,0.024666461,64,8.764285714,-1,26.48731976,0.018686589,0.049332922,19,168.6428197,1638,1.066666667,51.7191209,7,9.25,40.5,1,0.557645344,7.881467534,1.846758774,-2715.385324,1
13,0.012170385,0.017066849,0.488095238,12,127.8320091,81.21984001,1.618098561,0.00434977,10,28,0.008231279,0.052740666,0.066666667,14.93333333,19.66666667,51.7191209,26,306.5685169,84,70,0.000265322,198,0.058823529,14.31818182,4.5,7.014396456,1.322259136,72,9.2,0.097755247,185.230383,46.78,-0.211419753,631.3587018,0.095514666,0.977552474,39,202.0572534,20125,7.066666667,276.3120634,20,40.5,193,2,5.748283449,91.29535551,7.202375154,-1731.604302,2
14,0.002028398,0,-0.714285714,0,105.9734166,66.04591625,0.225445638,0.000919936,2,10,0.000318451,0.003639252,0,6,1,33.51321508,4.25,33.44544318,6,14,0.000234687,64,0.055555556,0.715909091,1,1.758859358,0.436600221,23,3,0.024666461,64,8.764285714,-1,26.48731976,0.018686589,0.049332922,19,168.6428197,1638,1.066666667,51.7191209,7,9.25,40.5,1,0.557645344,7.881467534,1.846758774,-2715.385324,1
15,0.004056795,0,-0.5,0,122.6141013,76.67138079,0.523207363,0.001466958,4,22,0.001391495,0.052740666,1,24,2,48.97450513,15,97.55325722,24,30,0.00026295,162,0.058823529,2.545454545,2,4.189091916,1.182724252,72,6,0.072846708,59.59646947,26.1,-0.680555556,212.660959,0.051534657,0.291386832,37,198.0475162,7695,2.133333333,130.4035677,14,36.5,124.5,2,2.511756782,4.42993444,3.429394162,-2008.529846,2
16,0.004056795,0.004776904,-0.35,0,113.5791927,71.24018419,0.48372734,0.001546613,4,16,0.001391495,0.003639252,0,9,3.5,40.54721782,14,80.7667818,18,24,0.000245098,98,0.055555556,2.386363636,2,3.274916944,0.98200443,61,4.8,0.040172379,98,13.72571429,-0.5,103.7167428,0.031277445,0.160689517,26,181.5554357,3780,2.066666667,93.00982765,11,26.5,67,2,1.625017346,23.76293507,2.606954083,-2103.157568,2
17,0.012170385,0.266899641,0.184149184,0,149.8335131,94.27300106,1.905271838,0.003861398,12,52,0.008231279,0.048598468,0.066666667,28.8,51.35858586,78.68444684,41,466.4072737,162,96,0.000300481,385,0.0625,20.04545455,4.5,10.18078627,1.684108527,77,14.4,0.190940979,360.1701892,71.58428571,-0.211419753,1731.379824,0.137723048,2.291291746,87,243.1407329,55200,7.214285714,371.1663452,33,84,334.5,4,13.23094542,192.8835673,8.462711824,-1329.478396,2
18,0.004056795,0.000806098,-0.35,0,114.7400881,71.83858179,0.487896029,0.001541155,4,16,0.001391495,0.003639252,0,9,3.5,41.07946348,14,81.82697214,18,24,0.000247709,102,0.055555556,2.386363636,2,3.273809524,0.970099668,60,4.8,0.034117984,102,15.14857143,-0.5,114.6342947,0.034218564,0.136471935,28,183.0612701,4032,2.066666667,99.11738429,11,27.5,73,2,1.550822622,24.76293507,2.638315061,-2097.708167,2
19,0.004056795,0.016128234,0,0,73.31715676,47.63466566,0.318188052,0.002028741,2,4,0.001391495,0.002028398,0,4,3,16.5664829,2.5,32.99909542,8,14,0.000170765,18,0.045454545,1.590909091,2,0.799003322,0.258582503,10,2.8,0.000132851,18,6.3,-0.5,21.83510375,0.017325866,0.000265701,9,115.1918812,553,2,34.65393944,6,5.25,11.5,2,0.288133613,10.5,2.281242731,-4663.002296,1
20,0.004056795,0.020119065,0,0,80.948219,52.1815739,0.349616102,0.001960245,2,5,0.001391495,0.002028398,0,4,3,19.50511834,2.75,38.85261979,8,14,0.00018615,21,0.047619048,1.590909091,2,0.869878184,0.270487265,11,2.8,0.000490351,21,7,-0.5,24.26122639,0.018904785,0.000980702,10,127.1638827,630,2,41.90125534,6,5.5,13.25,2,0.30967855,11,2.282985772,-4176.10613,1
21,0.004056795,0.012120912,-0.1,0,67.20480273,43.92594611,0.292888852,0.00210526,2,5,0.001391495,0.002028398,0,5,3.166666667,15.1488211,2.75,30.17522765,10,16,0.000157679,20,0.043478261,1.75,2,0.78654485,0.269933555,9,3.2,3.62E-05,20,5.6,-0.5,24.26122639,0.015688525,7.23E-05,9,105.7776785,664,2,28.8332033,7,6,9.75,2,0.32438235,12,2.33031449,-5105.399339,1
22,0.004056795,0.024093405,-0.166666667,0,91.11462167,57.98416466,0.390466068,0.001864553,3,8,0.001391495,0.002028398,0,6,3.25,25.33477244,4.5,50.46481973,12,18,0.000204499,36,0.05,1.909090909,2,1.057032115,0.340808416,13,3.6,0.001810484,36,8.4,-0.5,43.6702075,0.02192386,0.005431453,14,143.1652254,1224,2,52.35299369,8,8,26.5,2,0.480415838,16,2.391224026,-3626.83311,1
23,0.006085193,0.008105345,0.4,6,62.30966808,41.06458371,0.405230588,0.003303182,3,4,0.003101441,0.002028398,0,4,4.333333333,12.2667204,3.25,36.57735565,12,20,0.000146413,16,0.041666667,3.102272727,2.1,0.880675526,0.258028793,8,3.4,1.05E-05,16,7.7,-0.333333333,31.52737767,0.021748822,3.14E-05,6,96.36855109,710,3,35.97123802,7,4.5,13.5,1,0.382820706,13.5,2.968533755,-5514.018354,1
24,0.006085193,0.004862245,0.133333333,0,115.9790833,72.98842322,0.73841119,0.002210794,6,14,0.003101441,0.002028398,0,7,7.666666667,41.29070675,16,123.12214,21,26,0.000245459,87,0.058823529,3.818181818,2.4,4.162236988,0.970653378,62,4.6,0.06145031,87,24.93714286,-0.333333333,170.5344519,0.056241119,0.368701859,32,184.3383481,4615,3,139.8907614,10,26.5,109,2,2.442395026,37.82782727,3.201592847,-1919.675145,2
25,0.004056795,0.001465055,-0.416666667,0,128.5619647,80.14528836,0.548764722,0.001390065,4,20,0.001391495,0.011693526,0,10,3.583333333,52.83470672,15,105.2424669,20,26,0.000273,174,0.058823529,2.386363636,2,4.449335548,1.195736434,77,5.2,0.111544244,174,29.97571429,-0.5,254.7428771,0.055957919,0.446176976,47,208.6610451,7683,2.233333333,145.8477993,12,38.5,149.5,2,3.480670225,31.62463421,2.926656736,-1866.892029,2
26,0.010141988,0.256190119,0.167532468,0,139.6201251,87.83709164,1.478623018,0.003470158,10,37,0.006521333,0.006860962,0,19,35.75555556,64.99378561,33.5,321.6963584,95,68,0.000285307,252,0.058823529,13.52272727,3.8,6.472591362,1.450996678,75,10.6,0.076818811,252,46.58428571,-0.2,890.7790593,0.099880892,0.768188112,65,223.9997391,26554,5.166666667,266.2851345,24,61,221.5,3,6.309406196,135.903198,5.800653663,-1567.700426,2
27,0.014198783,0.258283834,0.250815851,0,154.3748626,97.40074911,2.28971352,0.004544065,14,59,0.009941225,0.007866853,0.047619048,32.47619048,76.03885004,84.7280472,47.5,584.751395,217,118,0.000303398,473,0.066666667,27.28409091,5.2,10.4521041,1.871816168,83,16.6,0.307974876,451.0040596,79.88285714,-0.159757653,2081.439502,0.164865376,4.311648259,93,250.7907714,75107,7.304761905,441.1041544,38,93,398,4,21.20789333,266.0381933,10.27568003,-1277.712264,2
28,0.010141988,0.167667175,0.093795094,0,140.7824801,88.5905976,1.493007199,0.003444941,10,39,0.006521333,0.012469296,0.1,24.2,29.78730159,67.91617968,32.5,336.1611802,110,74,0.000286615,282,0.0625,13.92045455,4.1,7.049280177,1.473145072,71,11.8,0.089767608,255.1641519,48.75571429,-0.236944444,1073.087766,0.102004194,0.897676082,64,227.4460172,31191,5.3,277.7980709,27,65,236.5,4,6.830937601,117.9225591,6.721322882,-1654.766039,2
29,0.006085193,0.042782495,0.05,0,123.9173722,77.70790207,0.788462906,0.002192631,6,18,0.003101441,0.002028398,0,9,8.333333333,47.39826339,18,141.3338758,27,30,0.000261438,116,0.055555556,4.295454545,2.4,4.372093023,0.98145072,59,5.4,0.037457441,116,28.04857143,-0.333333333,232.1561446,0.061154481,0.224744646,38,197.4539946,6435,3,152.3896041,12,32.5,122.5,2,2.249669436,46.46987152,3.326488091,-1844.536248,2
30,0.002028398,0,-0.5,0,83.81982209,53.98429451,0.182462655,0.001064385,1,4,0.000318451,0.002028398,0,3,1,20.90205557,1.75,20.85978652,3,8,0.000190223,22,0.047619048,0.477272727,1,0.528516058,0.176356589,7,1.8,0.000262527,22,4.214285714,-1,5.518191618,0.011060522,0.000262527,8,133.692921,304,1,30.30823928,4,4.25,9.25,1,0.149691455,4.25,1.643270428,-3705.122229,1
31,0.006085193,0.024134633,0.233333333,3,97.21471433,62.76548363,0.632400907,0.002682046,4,8,0.003101441,0.002028398,0,6,6.333333333,30.30823928,5.25,90.3742167,18,24,0.000209864,53,0.05,3.579545455,2.4,1.824750831,0.352159468,12,4.2,0.001040434,53,15.56428571,-0.333333333,78.81844416,0.038242171,0.004161737,19,154.7781466,2472,3,90.90005496,9,9.25,53,2,0.728447356,27.27307133,3.093955065,-3058.278393,1
32,0.006085193,0.111736699,-0.133333333,0,112.5212668,72.4913563,0.734421078,0.002302104,5,23,0.003101441,0.002948886,0,13,10,45.99093699,18.5,137.1374585,39,38,0.000233372,143,0.052631579,5.25,2.7,3.736157254,1.003045404,53,7,0.003577558,143,25.40857143,-0.333333333,353.9664674,0.057015634,0.01788779,43,182.8590606,9329,3.047619048,130.5682808,16,41,104.25,3,1.901531293,57.64706775,3.570925627,-2254.973776,2
33,0.004056795,0.016128234,-0.2,0,85.12245634,55.40381522,0.372754429,0.001938391,2,7,0.001391495,0.002028398,0,6,3.333333333,24.0070624,3.25,47.82012859,12,18,0.000190512,35,0.047619048,1.909090909,2,0.926633444,0.293189369,9,3.6,0.000283299,35,7.714285714,-0.5,32.75265562,0.020542126,0.000566599,13,136.3568306,1134,2,49.0513191,8,7.75,15.25,2,0.410001563,15.5,2.386294343,-3695.510077,1
34,0.004056795,0.004056795,0,2,90.53249208,57.39719275,0.385852414,0.002020408,3,7,0.001391495,0.002028398,0,5,2.75,23.77902515,4.25,47.36589683,10,16,0.000204082,31,0.05,1.75,1.7,0.84496124,0.317552602,13,3.2,0.001801451,31,7,-0.5,30.32653299,0.018403961,0.005404354,11,141.3603138,912,2,49.64034041,7,6.5,24,1,0.414644116,13,2.340409578,-3639.071091,1
35,0.00811359,0.06201853,0.333333333,0,104.2967745,66.94538762,0.888674597,0.003429711,6,14,0.004811387,0.002028398,0,8,13,32.84787534,15,130.3318983,32,36,0.000226757,61,0.052631579,6.363636364,2.8,1.938815061,0.445736434,14,5.6,0.00668484,61,18.25,-0.25,161.9905629,0.047134623,0.040109038,18,162.9738288,3654,4,117.6792563,12,21,60,2,1.444580544,42,3.996317611,-2980.898926,2
36,0.002028398,0,-0.333333333,0,79.3712204,50.49328284,0.170019805,0.001162322,1,3,0.000318451,0.002028398,0,2,1,16.79246507,1.5,16.75850661,2,6,0.00018546,10,0.047619048,0.397727273,1,0.399224806,0.081672204,1,1.4,0.000454551,10,3.5,-1,3.678794412,0.009481604,0.000454551,6,124.0628801,150,1,23.77902515,3,3,6.5,1,0.113599395,3,1.593896039,-4197.344685,1
37,0.004056795,0.023008982,-0.166666667,0,92.30088099,58.4233309,0.391841243,0.001847694,4,10,0.001391495,0.002028398,0,6,3.25,25.50439159,11,50.80268738,12,18,0.00020496,37,0.05,1.909090909,2,1.104651163,0.352713178,14,3.6,0.001810536,37,8.4,-0.5,43.6702075,0.02192386,0.007242144,14,143.6636316,1233,2,52.83042374,8,16,32.5,2,0.688307564,16,2.391251739,-3384.196663,2
38,0.004056795,0.064739552,-0.380952381,0,117.2583102,73.70517655,0.50056717,0.001622419,4,16,0.001391495,0.002028398,0,9,3.55,43.06106714,14,85.77416654,18,24,0.000252653,91,0.055555556,2.386363636,2,2.378737542,0.48200443,19,4.8,0.021070321,91,19.64428571,-0.5,136.4693984,0.042750055,0.084281283,32,187.3809739,4128,2,97.84166095,11,29.5,82,2,1.392301054,28.67234684,2.583870248,-2437.363931,2
39,0.00811359,0.008105345,0.355555556,8,78.6654368,50.30029968,0.661034947,0.003574521,6,17,0.004811387,0.059184085,0.166666667,10.5,5.714285714,22.01553508,14.5,87.35196563,36,38,0.0001657,64,0.045454545,6.045454545,3.1,2.305647841,0.576135105,23,6,0.001575589,54.17483039,17.99,-0.355625,132.4389805,0.037034098,0.009453533,14,120.1978284,4161,5.1,81.31639698,13,20.5,59,2,1.319684747,21.82360717,4.66063598,-3828.969582,2
40,0.002028398,0,-0.6,0,69.57524916,43.53931308,0.146589723,0.001063205,2,6,0.000318451,0.010082672,0,4,1,15.75189005,3.25,15.72003589,4,10,0.00015321,24,0.043478261,0.556818182,1,0.84717608,0.271040975,13,2.2,0.000397668,24,5.23,-1,10.30062435,0.011060522,0.000795335,12,107.3213958,595,1.166666667,22.01553508,5,6,20.5,1,0.231090937,4.207206325,1.721384093,-4363.01181,1
41,0.002028398,0,-0.6,0,69.57524916,43.53931308,0.146589723,0.001063205,2,6,0.000318451,0.010082672,0,4,1,15.75189005,3.25,15.72003589,4,10,0.00015321,24,0.043478261,0.556818182,1,0.84717608,0.271040975,13,2.2,0.000397668,24,5.23,-1,10.30062435,0.011060522,0.000795335,12,107.3213958,595,1.166666667,22.01553508,5,6,20.5,1,0.231090937,4.207206325,1.721384093,-4363.01181,1
42,0.010141988,0.022180445,0.412698413,5,88.7606978,56.32670695,0.923065474,0.004175032,9,20,0.006521333,0.059184085,0.1,12.1,13.68571429,27.38400494,21,135.5411842,55,52,0.000180245,80,0.047619048,9.545454545,3.5,2.999723145,0.657807309,24,7.4,0.004032024,72.38699344,25.37,-0.2725,274.1304345,0.054211913,0.036288215,18,134.4810507,6864,6.166666667,115.8956156,16,25.5,93,2,2.085945864,40.47311889,5.722512106,-3431.336774,2
43,0.004056795,0,-0.380952381,0,77.66138001,48.89274422,0.327745962,0.001773044,4,15,0.001391495,0.059184085,1,18,2,22.42861194,11.5,44.67598281,18,24,0.000165645,58,0.045454545,2.068181818,2,1.763565891,0.529623477,23,4.8,0.001415305,21.33700759,11.88,-0.750625,72.22692663,0.025406761,0.00566122,16,120.716238,2604,2.266666667,49.39954002,11,21.5,46,2,0.83131391,2.357480818,3.108380048,-3830.517466,2
44,0.004056795,0.025928033,-0.314285714,0,95.64291502,59.88551206,0.403156725,0.00173103,4,14,0.001391495,0.005250107,0,8,3.466666667,30.66027861,13,61.07279772,16,22,0.000197161,63,0.05,2.227272727,2,1.776578073,0.506367663,23,4.4,0.010248719,63,13.09285714,-0.5,87.340415,0.029878214,0.040994877,24,149.5261857,2816,2.1,65.98525186,10,24,54.5,2,1.054110897,20.38122539,2.538634494,-3194.817218,2
45,0.002028398,0,-0.666666667,0,76.6693078,47.75590412,0.161260205,0.001013483,2,9,0.000318451,0.005250107,0,5,1,19.34934272,4,19.31021363,5,12,0.000165563,34,0.045454545,0.636363636,1,0.964008859,0.30620155,14,2.6,0.001017637,34,6.65,-1,18.39397206,0.014346239,0.002035274,15,118.635072,936,1.1,27.38400494,6,7.5,25.5,1,0.291510389,5.877852718,1.779489657,-4018.573883,1
46,0.004056795,0.000144297,-0.214285714,0,78.43115689,49.11086795,0.328520405,0.001791693,4,13,0.001391495,0.005250107,0,7,3.3,21.44184724,12.5,42.71042726,14,20,0.000165728,45,0.045454545,2.068181818,2,1.387596899,0.42358804,18,4,0.001718354,45,9.48,-0.5,59.44000465,0.022190501,0.006873415,18,120.4819581,1870,2.1,48.47161077,9,19.5,37,2,0.811834149,16.25570544,2.478038899,-3514.232357,2
47,0.002028398,0,-0.666666667,0,90.88433408,56.43697938,0.191120033,0.000986381,2,9,0.000318451,0.002028398,0,5,1,24.6809865,4,24.63107552,5,12,0.000196386,39,0.05,0.636363636,1,0.916389812,0.30620155,14,2.6,0.001126695,39,7.7,-1,18.39397206,0.018343057,0.002253389,15,140.7020868,936,1,36.15109809,6,7.5,29,1,0.292327703,7.5,1.756883585,-3248.792706,1
48,0.010141988,0.030597884,0.404761905,5,107.415993,67.71583456,1.116923147,0.00401481,9,21,0.006521333,0.002028398,0,11,22.06666667,36.15109809,23.5,178.9352089,55,52,0.000217391,98,0.052631579,10.34090909,3.5,2.868217054,0.610188261,20,7.4,0.004464967,98,27.3,-0.2,311.1176862,0.068574711,0.040184703,25,163.5731952,7800,5,153.6095622,16,29,106,2,2.358847607,72.5,5.114283581,-2485.91835,2
49,0.004056795,0.007622496,-0.214285714,0,93.5212641,58.37412715,0.391772225,0.001766494,4,13,0.001391495,0.002028398,0,7,3.3,27.31356758,12.5,54.40641976,14,20,0.000197239,52,0.05,2.068181818,2,1.339977852,0.42358804,18,4,0.001226151,52,10.5,-0.5,59.44000465,0.026187319,0.004904604,18,143.8750559,1890,2,57.1669163,9,19.5,41.5,2,0.805590808,19.5,2.454446258,-2920.365914,2
50,0.004056795,0.001275758,-0.314285714,0,94.50141477,59.01434912,0.396860852,0.001714364,4,14,0.001391495,0.002028398,0,8,3.466666667,29.29475832,13,58.35279164,16,22,0.00019755,64,0.05,2.227272727,2,1.562846069,0.458748616,19,4.4,0.002024591,64,13.3,-0.5,82.48816972,0.032422654,0.008098362,23,146.193949,2640,2,67.45192018,10,23.5,53,2,0.928103742,23.5,2.516022405,-2796.712162,2
51,0.006085193,0.008634076,0.15,3,93.34435885,58.7535977,0.586438949,0.002663472,5,15,0.003101441,0.002028398,0,8,7,27.48134947,14.5,81.94489324,24,28,0.000196696,59,0.05,4.056818182,2.4,1.586101883,0.470099668,18,5,0.001323987,59,13.3,-0.333333333,90.28294513,0.03395827,0.006619936,18,143.0503137,2842,3,76.67838309,11,21,47.75,2,1.115263134,31.5,3.20617617,-2945.636851,2
52,0.006085193,0.084317157,-0.083333333,0,118.9200972,74.15684144,0.749593595,0.002258114,6,21,0.003101441,0.002028398,0,11,9.666666667,44.83890031,19.5,133.7022734,33,34,0.000241313,112,0.055555556,4.772727273,2.7,2.47923588,0.599390919,23,6.2,0.011992739,112,23.86428571,-0.333333333,260.1008657,0.056393765,0.071956432,36,186.1855676,6545,3,130.2583084,14,34.5,102.5,3,1.880264842,51.75,3.396617222,-2242.156665,2
53,0.004056795,0.040562022,-0.377777778,0,119.1582629,74.672639,0.508594569,0.001515394,4,19,0.001391495,0.002948886,0,10,3.523809524,46.31635497,15.5,92.25843687,20,26,0.000250313,125,0.055555556,2.545454545,2,3.374861573,0.969545958,58,5.2,0.037510702,125,21.50428571,-0.5,157.6979715,0.04546846,0.150042809,38,191.6279819,5772,2.047619048,110.919035,12,34,97,2,1.847825114,31.2965881,2.692750589,-1995.822432,2
54,0.014198783,0.081530232,0.381818182,0,133.1998526,84.90165651,1.974497731,0.004863414,13,41,0.009941225,0.056652742,0.047619048,24.0952381,59.53015873,63.52077164,37.5,438.3891882,161,102,0.00026062,302,0.058823529,23.38636364,4.9,8.324473976,1.423864895,61,13.4,0.111200922,287.9560804,63.60571429,-0.179846939,1235.553744,0.130980236,1.445611989,60,212.3955952,41055,8.166666667,342.2401305,30,64.5,277.25,3,9.19809504,184.0247282,9.058848132,-1519.575719,2
55,0.00811359,0.032898392,-0.034848485,0,132.8480185,83.58361972,1.134347933,0.002616083,8,36,0.004811387,0.046987613,0.166666667,22.16666667,16.34722222,63.3914142,27,251.5207836,76,58,0.000264901,292,0.0625,8.909090909,3.7,7.027685493,1.296788483,64,10,0.172595768,247.1726637,50.34428571,-0.347257653,840.881657,0.092348778,1.380766147,66,216.2160557,25955,5.280952381,249.0996503,23,61.5,242.5,3,8.215559872,73.49999922,5.76746892,-1543.345639,2
56,0.006085193,0.012508227,0.1,3,115.2098757,72.80253419,0.736005309,0.002478273,5,19,0.003101441,0.002948886,0,10,7.333333333,43.13175422,16.5,128.6118427,30,32,0.000240616,116,0.055555556,4.534090909,2.4,2.790420819,0.814230343,43,5.8,0.034393991,116,22.17857143,-0.333333333,174.1171085,0.04866095,0.171969953,34,183.8321558,6560,3.047619048,127.9630963,13,32,91.25,2,2.117311097,43.94488216,3.396312041,-2195.720609,2
57,0.004056795,0.004056795,-0.111111111,2,108.9660782,68.37219059,0.464921773,0.001803913,3,14,0.001391495,0.002948886,0,8,2.857142857,38.29555187,6,76.28164516,16,22,0.000231107,95,0.055555556,2.227272727,1.7,2.25,0.744462901,43,4.4,0.029967159,95,16.53428571,-0.5,92.19266028,0.034260848,0.089901476,29,173.9752587,3872,2.047619048,87.3920349,10,13.25,68.25,1,1.095986294,23.7965881,2.580855739,-2581.896661,1
58,0.004056795,0,-0.444444444,0,117.1330326,73.47346135,0.501093346,0.001449982,4,21,0.001391495,0.056652742,1,22,2,46.43706933,14.5,92.49889012,22,28,0.000244021,156,0.058823529,2.386363636,2,3.749169435,1.028516058,61,5.6,0.071610521,57.38919282,27.04,-0.717155612,182.5638884,0.051928169,0.286442083,38,189.2921513,7014,2.214285714,126.9121858,13,35.5,126,2,2.435379817,4.197968299,3.349386632,-2001.46427,2
59,0.010141988,0.020944167,0.333333333,10,117.172884,75.25924813,1.253450695,0.004021043,7,27,0.006521333,0.002948886,0,15,25.26666667,48.06624748,22.5,237.9110038,75,60,0.000240154,178,0.0625,11.93181818,3.8,4.238095238,0.977021041,43,9,0.048546717,178,34.82142857,-0.2,478.9574906,0.079833605,0.33982702,41,187.2659477,16020,5.047619048,203.9662456,20,43,129,3,3.986894209,100.7414703,5.483202103,-2055.704029,2
