Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
11,0.016129032,0.189221086,-0.1,0,31.6857591,18.33128939,0.468708737,0.006964347,3,7,0.006234271,0.008064516,0,3.166666667,12.42806242,5,4.25,24.46159153,10,16,0.000775795,32,0.052631579,1.75,1.7,2.912337662,0.818181818,14,3.2,2.67E-05,32,7.7,-0.5,36.39183958,0.078551261,8.01E-05,13,41.84137433,984,2,27.09767962,7,7,27.75,2,1.350281335,14,2.341248947,-566.9358053,1
12,0.016129032,0.063451684,-0.1,0,36.93877411,20.49012752,0.517415782,0.006806789,4,10,0.006234271,0.008064516,0,3.166666667,14.19131369,5,11,27.93211903,10,16,0.000858369,36,0.055555556,1.75,2,3.253246753,0.88961039,16,3.2,4.73E-05,36,9.8,-0.5,42.45714618,0.093707131,0.000189276,15,46.65857016,1144,2,32.82455251,7,15,40,2,2.080646541,15,2.341889366,-486.543086,2
13,0.016129032,0.122772762,-0.166666667,0,35.75861694,19.6190276,0.49366089,0.007027859,4,12,0.006234271,0.008064516,0,3.25,14.05012231,6,12,27.65421843,12,18,0.000763942,38,0.045454545,1.909090909,2,3.058441558,0.970779221,17,3.6,0.001783545,38,9.8,-0.5,50.94857542,0.093707131,0.007134181,16,44.43175706,1368,2,29.91310115,8,17,37,2,2.347508852,17,2.394709568,-530.7300632,2
14,0.032258065,0.153785088,0.238095238,0,41.13530132,23.17032956,1.114946964,0.012791575,8,20,0.020533059,0.008064516,0,15.7,18.85325598,10,22,73.03801004,40,40,0.000808407,68,0.047619048,7,2.8,5.435064935,1.279220779,18,6.4,0.001010604,68,19.6,-0.25,218.0642193,0.190969841,0.00808483,22,49.68821933,4600,4,61.35983903,14,26,77,2,5.783007156,52,4.114548118,-433.8428557,2
15,0.016129032,0.113899608,0,0,33.36990648,18.34015385,0.458344582,0.007316006,4,8,0.006234271,0.008064516,0,3,11.05984517,4,10,21.76859157,8,14,0.000726216,22,0.043478261,1.590909091,2,2.587662338,0.808441558,15,2.8,0.004866994,22,7,-0.5,24.26122639,0.073103202,0.019467976,10,40.81527704,637,2,24.63736079,6,11,27,2,1.747248662,11,2.283017248,-587.6861851,2
16,0.016129032,0.050185664,-0.166666667,0,35.76968732,19.67017405,0.494766891,0.006982126,4,12,0.006234271,0.008064516,0,3.25,14.04007896,6,12,27.63445057,12,18,0.000783699,38,0.047619048,1.909090909,2,3.058441558,0.970779221,17,3.6,0.000343781,38,9.8,-0.5,50.94857542,0.093707131,0.001375125,16,44.43421114,1368,2,30.29185435,8,17,37,2,2.325284337,17,2.39470994,-504.5906032,2
17,0.024193548,0.152983528,0.085714286,0,38.92606454,21.62223034,0.796876525,0.00996079,6,16,0.013383665,0.008064516,0,8.066666667,16.53242209,8,17,48.42110232,24,28,0.00081367,52,0.047619048,4.056818182,2.4,4.165584416,1.107142857,17,5,0.000625649,52,14,-0.333333333,114.6450097,0.136411162,0.003753897,19,47.50348644,2660,3,44.43058994,11,21.5,54,2,3.861996466,32.25,3.197067027,-469.0276763,2
18,0.024193548,0.156234103,0.085714286,0,39.23574185,21.84074028,0.805731803,0.009937161,6,16,0.013383665,0.008064516,0,8.066666667,16.73721566,8,17,49.02091341,24,28,0.000821018,52,0.047619048,4.056818182,2.4,4.165584416,1.107142857,17,5,0.000575661,52,14,-0.333333333,114.6450097,0.136411162,0.003453968,19,48.11465917,2660,3,44.9145793,11,21.5,54,2,3.86103378,32.25,3.197067716,-467.3785644,2
19,0.016129032,0.053223517,0,0,34.557745,19.06190442,0.476656509,0.007208874,4,8,0.006234271,0.008064516,0,3,11.43859837,4,10,22.51407432,8,14,0.000804505,23,0.05,1.590909091,2,2.587662338,0.808441558,15,2.8,0.000120924,23,7,-0.5,24.26122639,0.073103202,0.000483698,10,42.33381798,644,2,25.65090428,6,11,27.5,2,1.681647256,11,2.283046315,-533.6913463,2
20,0.016129032,0.089538296,-0.1,0,34.59765692,18.97648173,0.475326985,0.007194935,4,10,0.006234271,0.008064516,0,3.166666667,12.39517115,5,11,24.39685313,10,16,0.000766871,29,0.045454545,1.75,2,2.805194805,0.88961039,16,3.2,0.000833767,29,8.4,-0.5,36.39183958,0.083784255,0.00333507,13,42.38428709,952,2,26.87964365,7,14,32,2,2.012137323,14,2.337147435,-556.4117103,2
21,0.016129032,0.145443533,-0.1,0,36.49879264,20.04069007,0.50309602,0.007022381,4,10,0.006234271,0.008064516,0,3.166666667,13.18216281,5,11,25.94585311,10,16,0.00083612,30,0.05,1.75,2,2.805194805,0.88961039,16,3.2,0.000215944,30,8.4,-0.5,36.39183958,0.083784255,0.000863775,13,44.96368117,960,2,28.85084978,7,14,32.5,2,2.003131557,14,2.337177095,-507.9080634,2
22,0.016129032,0.099273371,-0.1,0,34.71521554,19.07598768,0.47808024,0.007189764,4,10,0.006234271,0.008064516,0,3.166666667,12.47939699,5,11,24.56263103,10,16,0.000770416,29,0.045454545,1.75,2,2.805194805,0.88961039,16,3.2,0.000682331,29,8.4,-0.5,36.39183958,0.083784255,0.002729323,13,42.66353919,952,2,27.09239908,7,14,32,2,2.009928859,14,2.33714744,-555.7932967,2
23,0.016129032,0.148707221,-0.1,0,37.02914051,20.38470025,0.512527503,0.006971804,4,10,0.006234271,0.008064516,0,3.166666667,13.58192634,5,11,26.73268953,10,16,0.000845309,32,0.05,1.75,2,2.805194805,0.88961039,16,3.2,0.000202109,32,8.4,-0.5,36.39183958,0.083784255,0.000808436,13,45.93747116,976,2,29.95323498,7,14,33.5,2,2.002924778,14,2.337235814,-501.8188601,2
24,0.040322581,0.028995417,0.369047619,5,34.45926648,20.78097886,1.226176925,0.015725085,9,21,0.027682453,0.008064516,0,24.2,20.08273427,12,23.5,96.47639496,60,54,0.000539957,104,0.033333333,10.73863636,3.5,7.519480519,1.558441558,22,7.8,0.178181827,104,27.68,-0.2,265.268764,0.258957473,1.603636442,26,44.56222236,8613,5,80.77269839,17,31,108.25,3,12.84293465,75.43950029,5.188685006,-596.9200239,2
25,0.024193548,0.022442854,0.15,3,31.22551481,18.26007727,0.675464936,0.010099732,5,15,0.013383665,0.008064516,0,7,15.96427649,8,14.5,46.75708501,24,28,0.000548847,66,0.034482759,4.056818182,2.4,4.613636364,1.25,21,5,0.107835259,66,15.63,-0.333333333,95.29866431,0.144495335,0.539176296,21,41.40118909,3290,3,45.83504535,11,22.5,58.75,2,6.004716763,32.89959393,3.217520166,-637.0706779,2
26,0.024193548,0.018292683,0.15,3,31.41088043,18.34811557,0.679821548,0.010051939,5,15,0.013383665,0.008064516,0,7,16.35206905,8,14.5,47.89287401,24,28,0.000538213,68,0.033333333,4.056818182,2.4,4.801948052,1.285714286,22,5,0.119319516,68,16.38,-0.333333333,100.3143835,0.149728328,0.596597582,22,41.81770083,3458,3,47.53823985,11,23,62.25,2,6.344651983,33.26370017,3.220895229,-636.4709557,2
27,0.024193548,0.019904441,0.15,3,30.85132139,18.05901603,0.667867903,0.010102031,5,15,0.013383665,0.008064516,0,7,15.89008751,8,14.5,46.53979609,24,28,0.000535332,66,0.033333333,4.056818182,2.4,4.613636364,1.25,21,5,0.107835202,66,15.63,-0.333333333,95.29866431,0.144495335,0.539176012,21,40.93067042,3290,3,45.68123458,11,22.5,58.75,2,6.004715409,32.89959393,3.217520166,-637.8759095,2
28,0.016129032,0.028719106,-0.428571429,0,34.16600324,19.23578198,0.49710134,0.006257113,4,19,0.006234271,0.191348974,0,3.6,20.60859045,10,15.5,40.56295377,20,26,0.000571755,91,0.034482759,2.545454545,2,4.818181818,1.366883117,23,5.2,0.198231774,91,17.72,-0.5,133.4367451,0.139279923,0.792927095,35,47.60168713,4862,2.2,47.24917025,12,32.5,74.5,2,8.641112691,27.24512582,2.711452618,-607.4596215,2
29,0.008064516,0,-0.666666667,0,26.90513517,14.82802085,0.194336871,0.003872808,2,9,0.000915122,0.008064516,0,1,11.9576749,5,4,11.86239512,5,12,0.000506329,39,0.032258065,0.636363636,1,2.366883117,0.808441558,15,2.6,0.054060486,39,8.46,-1,16.55457485,0.072324544,0.108120972,16,36.16668514,978,1,20.08273427,6,7.75,31,1,1.544131991,7.75,1.758788722,-714.1873109,1
30,0.016129032,0.032544262,-0.266666667,0,32.69726069,18.3612148,0.469986668,0.006529553,4,13,0.006234271,0.237170088,0,3.416666667,16.59521566,7,12.5,32.66361023,14,20,0.000582072,61,0.035714286,2.068181818,2,4.048701299,1.123376623,20,4,0.144522832,61,13.52,-0.5,89.16000698,0.113320866,0.578091328,25,44.07679386,2560,2.166666667,39.73147373,9,23,59,2,5.770646949,19.08385071,2.495381556,-623.5383036,2
31,0.008064516,0,-0.5,0,25.6568934,14.08973982,0.183227701,0.004062039,2,5,0.000915122,0.008064516,0,1,9.157095422,3,3,9.084130906,3,8,0.000514139,22,0.033333333,0.477272727,1,1.931818182,0.681818182,14,1.8,0.03271729,22,5.65,-1,7.725468265,0.053082987,0.065434581,10,33.49327366,372,1,15.96427649,4,4.75,22.5,1,0.912719408,4.75,1.646719687,-748.0702164,1
32,0.032258065,0.091712354,0.111111111,0,38.6159518,22.03393482,1.086210589,0.011610824,8,28,0.020533059,0.312683284,0.166666667,11.92857143,23.76719724,16.33333333,23,92.07474788,56,48,0.000621504,136,0.037037037,7.318181818,3.4,7.555194805,1.675324675,24,8,0.368507882,115.1215146,27.96,-0.305,402.4693624,0.224162684,2.948063057,31,51.27968233,10104,4.4,85.76618827,18,36.5,128,2,18.06676807,42.04528853,5.287349476,-550.1240019,2
33,0.016129032,0.045581011,0,0,24.45690429,13.25419496,0.32558176,0.007594199,4,8,0.006234271,0.008064516,0,3,8.030636575,4,10,15.8063377,8,14,0.000476872,18,0.032258065,1.590909091,2,2.506493506,0.808441558,15,2.8,1.11E-09,18,6.3,-0.5,21.83510375,0.067403917,4.45E-09,9,27.93508897,560,2,17.09476766,6,10.5,23.5,2,1.640000013,10.5,2.28132955,-818.9972744,2
34,0.016129032,0.054148194,0,0,24.2814203,13.17517937,0.322850861,0.007773474,4,8,0.006234271,0.008064516,0,3,7.657002578,4,10,15.07093085,8,14,0.000492126,17,0.033333333,1.590909091,2,2.425324675,0.808441558,15,2.8,2.08E-09,17,5.6,-0.5,19.40898111,0.061402536,8.30E-09,8,27.58982396,497,2,15.55431214,6,10,20.5,2,1.600000024,10,2.279614552,-832.1498584,2
35,0.016129032,0.038718524,-0.1,0,25.02340012,13.54780108,0.335398776,0.007275485,4,10,0.006234271,0.008064516,0,3.166666667,9.437765084,5,11,18.57592492,10,16,0.000463177,26,0.03125,1.75,2,2.831168831,0.88961039,16,3.2,1.01E-09,26,7,-0.5,33.35918628,0.073103202,4.04E-09,12,29.15368782,880,2,19.44846596,7,13.5,28,2,1.960000012,13.5,2.33883316,-798.6596728,2
36,0.016129032,0.062977637,0,0,24.32919407,13.21737609,0.323619525,0.007869206,4,8,0.006234271,0.008064516,0,3,7.523675563,4,10,14.80850934,8,14,0.000508906,16,0.034482759,1.590909091,2,2.425324675,0.808441558,15,2.8,4.83E-09,16,5.6,-0.5,19.40898111,0.061402536,1.93E-08,8,27.62109009,490,2,15.15167163,6,10,20,2,1.600000057,10,2.279585616,-838.4556204,2
37,0.016129032,0.072069341,0,0,24.54300216,13.34979888,0.326855277,0.007922022,4,8,0.006234271,0.008064516,0,3,7.494669056,4,10,14.75141715,8,14,0.000527426,16,0.035714286,1.590909091,2,2.425324675,0.808441558,15,2.8,1.19E-08,16,5.6,-0.5,19.40898111,0.061402536,4.77E-08,8,27.90078047,490,2,15.05446356,6,10,20,2,1.600000141,10,2.279585305,-838.0691242,2
38,0.016129032,0.154244356,-0.1,0,33.8984037,18.60389192,0.466830827,0.006997193,4,10,0.006234271,0.008064516,0,3.166666667,12.21823308,5,11,24.04859394,10,16,0.000786164,30,0.05,1.75,2,3.055194805,0.88961039,16,3.2,1.93E-05,30,7.7,-0.5,36.39183958,0.078551261,7.71E-05,13,41.5769839,968,2,26.46732932,7,14,32,2,2.000250592,14,2.340734445,-542.7792341,2
39,0.016129032,0.143054567,0,0,31.25446499,17.13577493,0.425888344,0.007440545,4,8,0.006234271,0.008064516,0,3,9.82484823,4,10,19.33780312,8,14,0.00073692,19,0.047619048,1.590909091,2,2.506493506,0.808441558,15,2.8,7.60E-06,19,6.3,-0.5,21.83510375,0.067403917,3.04E-05,9,37.33241718,567,2,21.08820527,6,10.5,24,2,1.640091398,10.5,2.281360444,-620.2552341,2
40,0.024193548,0.166723594,0.066666667,0,38.32765978,21.35263917,0.792601838,0.009298499,6,16,0.013383665,0.008064516,0,8.333333333,16.64248109,8,16,48.74344939,24,28,0.000843882,59,0.052631579,3.818181818,2.7,5.194805195,1.357142857,24,5,4.90E-05,59,14.7,-0.333333333,131.8417611,0.142868623,0.000294073,19,47.61001806,2870,3,50.2233584,11,21.5,64,2,3.750811586,32.25,3.321819798,-439.6812795,2
41,0.016129032,0.132127038,0,0,29.39408401,16.09969797,0.398164773,0.007687659,4,8,0.006234271,0.008064516,0,3,8.869972191,4,10,17.45836392,8,14,0.000694444,17,0.045454545,1.590909091,2,2.425324675,0.808441558,15,2.8,3.00E-06,17,5.6,-0.5,19.40898111,0.061402536,1.20E-05,8,34.60873673,497,2,18.15985633,6,10,20.5,2,1.600035738,10,2.279614877,-680.9121844,2
42,0.016129032,0.12146177,0,0,27.9979723,15.31856872,0.377616693,0.007823065,4,8,0.006234271,0.008064516,0,3,8.335008096,4,10,16.40541836,8,14,0.000657462,16,0.043478261,1.590909091,2,2.425324675,0.808441558,15,2.8,1.19E-06,16,5.6,-0.5,19.40898111,0.061402536,4.76E-06,8,32.63718575,490,2,16.8664215,6,10,20,2,1.600014132,10,2.279585618,-728.9607941,2
43,0.024193548,0.187733381,0,0,40.77133856,22.76154305,0.849688527,0.009033663,6,18,0.013383665,0.008064516,0,9,19.04503634,9,17,55.78019047,27,30,0.00088968,69,0.055555556,4.056818182,2.1,5.743506494,1.474025974,26,5.4,6.33E-05,69,16.8,-0.333333333,167.6683267,0.15870585,0.000379781,23,51.55171574,3660,3,55.19038741,12,25,72.5,3,4.201113021,37.5,3.38506643,-410.9505556,2
44,0.024193548,0.165616167,0.066666667,0,38.31172051,21.3439868,0.792242136,0.00929861,6,16,0.013383665,0.008064516,0,8.333333333,16.63923996,8,16,48.73395659,24,28,0.00084246,59,0.052631579,3.818181818,2.7,5.194805195,1.357142857,24,5,4.90E-05,59,14.7,-0.333333333,131.8417611,0.142868623,0.000294073,19,47.58480531,2870,3,50.21943178,11,21.5,64,2,3.750811586,32.25,3.321819798,-439.8977229,2
45,0.024193548,0.243546826,-0.016666667,0,43.72286105,24.46967963,0.916537394,0.009050112,6,20,0.013383665,0.008064516,0,9,21.90866636,10,19,64.16735365,30,32,0.000937207,85,0.058823529,4.534090909,2.7,5.782467532,1.555194805,27,5.8,8.92E-05,85,18.9,-0.333333333,186.2981407,0.170926413,0.000534994,29,56.08418376,4832,3,60.49181886,13,29.5,79.5,2,4.851749433,44.25,3.339490379,-382.3535561,2
46,0.024193548,0.148671421,0,0,40.56387895,22.64683202,0.845003358,0.009055171,6,18,0.013383665,0.008064516,0,9,18.96008898,9,17,55.53139178,27,30,0.000881834,69,0.055555556,4.056818182,2.1,5.743506494,1.474025974,26,5.4,6.18E-05,69,16.8,-0.333333333,167.6683267,0.15870585,0.000370694,23,51.22702885,3660,3,55.05574947,12,25,72.5,3,4.201082113,37.5,3.385066427,-412.8764696,2
47,0.024193548,0.215870206,-0.016666667,0,43.45673211,24.3225673,0.910433095,0.009126001,6,20,0.013383665,0.008064516,0,9,21.77402842,10,19,63.77301836,30,32,0.000928505,85,0.058823529,4.534090909,2.7,5.782467532,1.555194805,27,5.8,8.42E-05,85,18.9,-0.333333333,186.2981407,0.170926413,0.0005051,29,55.65238212,4832,3,59.88461594,13,29.5,79.5,2,4.851643538,44.25,3.339490002,-388.7573541,2
48,0.016129032,0.153027654,-0.1,0,33.88025855,18.59419689,0.466557411,0.006997372,4,10,0.006234271,0.008064516,0,3.166666667,12.21430645,5,11,24.04086535,10,16,0.000784929,30,0.05,1.75,2,3.055194805,0.88961039,16,3.2,1.93E-05,30,7.7,-0.5,36.39183958,0.078551261,7.71E-05,13,41.54841691,968,2,26.45922314,7,14,32,2,2.000250592,14,2.340734445,-543.5309219,2
49,0.016129032,0.1556717,-0.1,0,38.54348456,21.24170545,0.536318352,0.006764462,4,10,0.006234271,0.008064516,0,3.166666667,14.74720616,5,11,29.02625696,10,16,0.000894454,37,0.055555556,1.75,2,3.253246753,0.88961039,16,3.2,5.59E-05,37,9.8,-0.5,42.45714618,0.093707131,0.000223529,15,48.3575869,1152,2,34.22709404,7,15,40.5,2,2.080776585,15,2.341049826,-470.1853265,2
50,0.016129032,0.080621433,0,0,32.46294676,17.83125284,0.444327912,0.007465513,4,8,0.006234271,0.008064516,0,3,10.34722156,4,10,20.36596684,8,14,0.000728863,20,0.043478261,1.590909091,2,2.506493506,0.808441558,15,2.8,0.002121699,20,6.3,-0.5,21.83510375,0.067403917,0.008486795,9,39.32685794,567,2,22.27532343,6,10.5,24,2,1.668950135,10.5,2.281300935,-610.5050984,2
51,0.016129032,0.072229091,0,0,31.41864488,17.28187409,0.430412682,0.007547109,4,8,0.006234271,0.008064516,0,3,9.880152277,4,10,19.44665556,8,14,0.000696379,17,0.041666667,1.590909091,2,2.425324675,0.808441558,15,2.8,0.006159001,17,5.6,-0.5,19.40898111,0.061402536,0.024636002,8,38.12168494,497,2,20.50989677,6,10,20.5,2,1.684000318,10,2.279615314,-639.8081062,2
52,0.016129032,0.029242067,-0.314285714,0,33.31922933,18.68384375,0.480126943,0.00644375,4,15,0.006234271,0.191348974,0,3.466666667,18.14216544,8,13.5,35.7084013,16,22,0.000570451,73,0.034482759,2.227272727,2,4.454545455,1.275974026,23,4.4,0.178890286,73,14.92,-0.5,97.04490555,0.120038365,0.715561145,29,45.41418788,3355,2.2,43.2343693,10,26.5,65.5,2,7.147036475,21.24512582,2.584782817,-619.8206777,2
53,0.008064516,0,-0.5,0,25.72909774,14.11562243,0.183730368,0.004048407,2,5,0.000915122,0.008064516,0,1,9.313340149,3,3,9.239130662,3,8,0.000504796,23,0.032258065,0.477272727,1,1.967532468,0.681818182,14,1.8,0.036201622,23,5.66,-1,7.725468265,0.053082987,0.072403243,10,33.65576885,376,1,16.35206905,4,4.75,23,1,0.947112209,4.75,1.646768794,-747.5595478,1
54,0.040322581,0.075131443,0.215873016,0,40.5511662,23.4605661,1.419211885,0.014090278,10,34,0.027682453,1,0.2,16.97142857,26.88230025,20.4,28,129.1411509,85,64,0.000609013,168,0.035714286,11.13636364,3.8,9.5,1.892857143,25,9.8,0.470297779,137.5467665,35.94,-0.2852,547.3568948,0.288364117,4.70297779,34,53.59739701,15552,5.533333333,109.2870384,22,42.5,165.5,3,25.98841968,58.09613805,7.102789269,-539.5004171,2
55,0.016129032,0.031995804,0,0,15.21405083,10.31162401,0.254615441,0.008707194,2,4,0.006234271,0.008064516,0,3,6.109995959,4,2.5,12.0260279,8,14,0.000401929,14,0.033333333,1.590909091,1.7,1.094155844,0.37987013,3,2.8,1.05E-09,14,4.9,-0.5,16.98285847,0.055022066,2.11E-09,7,21.35027496,434,2,11.32679846,6,4.75,8.5,2,0.870000009,9.5,2.277985129,-1349.135355,1
56,0.016129032,0.047600315,0,0,16.03463851,10.86764559,0.269468601,0.008387968,2,4,0.006234271,0.008064516,0,3,6.539366231,4,2.5,12.87113793,8,14,0.000422119,15,0.034482759,1.590909091,1.7,1.246753247,0.415584416,4,2.8,2.64E-09,15,5.6,-0.5,19.40898111,0.061402536,5.28E-09,8,22.70810241,483,2,12.90109836,6,5,9.75,2,0.900000023,10,2.279557603,-1292.832629,1
57,0.016129032,0.016129032,0.166666667,2,14.27684307,9.60405966,0.234254248,0.009264649,2,3,0.006234271,0.008064516,0,2.5,4.787432229,3,2.25,9.4228857,6,12,0.000383289,10,0.032258065,1.431818182,1.7,0.850649351,0.298701299,2,2.4,4.12E-10,10,4.2,-0.5,10.91755187,0.048131789,8.24E-10,5,19.37224577,282,2,9.807145211,5,3.5,7.25,1,0.690000003,7,2.228856732,-1404.071297,1
58,0.016129032,0.062942565,0,0,16.83252266,11.36468261,0.282465934,0.008215861,2,4,0.006234271,0.008064516,0,3,6.791102398,4,2.5,13.36661881,8,14,0.00044405,16,0.035714286,1.590909091,1.7,1.353896104,0.451298701,5,2.8,6.61E-09,16,5.6,-0.5,19.40898111,0.061402536,1.32E-08,8,23.88049863,490,2,13.52685257,6,5,10,2,0.900000059,10,2.279585001,-1234.976197,1
59,0.016129032,0.078022554,0,0,17.65409846,11.8432842,0.294888527,0.008110696,2,4,0.006234271,0.008064516,0,3,6.987486339,4,2.5,13.75315241,8,14,0.000467946,16,0.037037037,1.590909091,1.7,1.461038961,0.487012987,6,2.8,1.66E-08,16,5.6,-0.5,19.40898111,0.061402536,3.31E-08,8,25.00079162,490,2,13.96241843,6,5,10,2,0.900000147,10,2.2795853,-1175.336636,1
60,0.016129032,0.176239182,0,0,27.84961433,16.77043039,0.424891766,0.00742475,2,5,0.006234271,0.008064516,0,3,9.902841664,4,2.75,19.49131405,8,14,0.000720461,19,0.05,1.590909091,1.7,2.256493506,0.737012987,13,2.8,1.05E-05,19,6.3,-0.5,21.83510375,0.067403917,2.11E-05,9,37.28194214,567,2,21.30068043,6,5.25,12,2,0.960096427,10.5,2.281367104,-667.2077692,1
