P Value,Node H-Index,Laplacian Centrality,Closeness Centrality,PageRank Centrality,GIN Values,Gravity Index Centrality,MCGM Values,Gravity Model Centrality,Global Relative Change in Avg Degree,Subgraph centrality,EIGSM Values,Eccentricity Centrality,Centrality Values,MDD Value,Societal Capital Scores,GGC Values,Extended Coreness,Betweenness Centrality,DNC Scores,Constraint Coefficients,Local-Global Centrality,Degree Centrality,Coreness Centrality,CLC Values,Average Spreading Ability
1.0,0.9999999999999999,0.695143566111308,0.7836701454152938,0.6574882529401683,0.8040031659868396,0.8845477950216231,0.7764791674710833,0.6889135409595576,0.7093026745305856,0.7683532709626659,0.8707183416859307,0.39999999760000016,0.7431297570843485,0.755072463768116,0.8547854785478547,0.4918925029974597,0.8749530604581299,0.11676623250979898,0.7513535483775229,0.9869511030902194,0.6895435393663744,0.7474747480375472,0.825046904315197,0.7572296358529027,0.9939622641509435
0.9794520547945205,0.9999999999999999,0.9999999999999999,1.0,1.0,1.0,0.6953130649850302,0.8561739630730161,1.0,0.9999999999999999,0.7144999999194309,0.940433286529661,1.0,1.0000000000000002,1.0,0.9661716171617161,1.0,0.8916259857303792,1.0,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9029080675422139,0.9999999999999999,0.909433962264151
0.7808219178082191,0.631578947368421,0.22261609358383552,0.6649446876221675,0.27624683850993054,0.4537928882219812,0.39309579253388105,0.23166888712438313,0.1883219421187544,0.19767537028426097,0.12729158853876535,0.3934008444116534,0.39999999760000016,0.3237504419210606,0.39565217391304347,0.39026402640264024,0.1149398819495799,0.36112154212041553,0.019704612630346726,0.28657516818601725,0.9657892696909364,0.23161854137830937,0.30303030315090296,0.2983114446529081,0.3124432686547555,0.48452830188679236
1.0,0.7894736842105263,0.3124187640316673,0.5662379800979812,0.3733900159354311,0.4922534970327815,0.6223947410289417,0.35473716144806394,0.27227081375404627,0.3372100953919229,0.25949158857607263,0.4870646818875786,0.39999999760000016,0.3977023522032075,0.49565217391304356,0.4788228822882288,0.11403392966715639,0.5228188759544373,0.01461676298206295,0.4351266098384095,0.9598480783039626,0.32182459134833996,0.4242424252072237,0.5089118198874296,0.3265134966968815,0.6898113207547171
1.0,0.9473684210526315,0.6601677892000473,0.8445316140703923,0.6731666361387763,0.7783024415667716,0.868608889338868,0.7115653052422242,0.6520467436305603,0.6976747675538414,0.6296196260637017,0.7924295290412885,1.0,0.714667131990206,0.7492753623188407,0.7937293729372936,0.5084125385918374,0.8082613593691325,0.26215430455087585,0.7362883357971753,0.9881865369697993,0.6763149333803784,0.7373737381978369,0.7833020637898687,0.7236200567199328,0.9199999999999999
0.9863013698630136,0.7105263157894737,0.34065934065934067,0.6739970940745307,0.3952204827360626,0.5413821270541697,0.4679667047541909,0.3587487993683471,0.31032244872653564,0.3604658776227576,0.2781813082075152,0.5355076627608506,0.39999999760000016,0.4409966633858136,0.5202898550724638,0.5206270627062706,0.2034816612901561,0.524333458505445,0.04132438722092713,0.4389794069091853,0.9754381162874689,0.3563915299617219,0.4444444448866442,0.4737335834896811,0.4354322417820239,0.5698113207547171
0.9657534246575341,0.7894736842105263,0.4099019260309583,0.7483417273135936,0.47828802316932684,0.6029986658706383,0.5007701875931095,0.41223216421551995,0.3878261310511313,0.44186113129200594,0.3106728970017311,0.5982657086018244,0.39999999760000016,0.5346251800767292,0.5695652173913044,0.5893839383938393,0.2975211050407719,0.5630742270622106,0.11694913800069345,0.5049697674144902,0.9839761657642081,0.43321027258698397,0.5151515157545149,0.5089118198874296,0.5337941771773631,0.7011320754716982
0.8356164383561643,0.5263157894736842,0.1813777620229233,0.6189190946037127,0.2735798555291549,0.4125562636190863,0.317845210373306,0.1862434466739785,0.15768454350730368,0.17441958805342625,0.09123598105195481,0.3113464112720785,0.39999999760000016,0.26121131477908416,0.34492753623188405,0.3105060506050605,0.10136725908033668,0.3100638377769433,0.0438833097789581,0.27642472178301036,0.9546678194842739,0.20706910999541756,0.2828282834714825,0.2786116322701689,0.24917576714184347,0.340377358490566
0.21232876712328766,0.26315789473684215,0.05789909015715467,0.522873863242057,0.1036426782209939,0.291440909227445,0.1407563025210084,0.06070056964054892,0.047028781257830415,0.019733362213637227,0.012396728693257496,0.11360989986474974,0.39999999760000016,0.10709451085281917,0.15507246376811593,0.11661166116611661,0.026925974197472325,0.11404431092752533,0.005669004388924135,0.10793762636517744,0.9062590724939769,0.07342769015991572,0.11111111221661055,0.11163227016885553,0.09085514360617426,0.11320754716981128
0.5890410958904109,0.4736842105263158,0.11024459411556187,0.4914973756032267,0.17512395750875542,0.32651123981999913,0.24846324071797393,0.112921738777189,0.08809570339153558,0.06976855215334324,0.03854803711185244,0.19715854350836207,0.39999999760000016,0.18748608119514334,0.26666666666666666,0.20434543454345433,0.04849246123652568,0.1976592815120791,0.009504783234452006,0.18782370497384762,0.9406394424421389,0.12739808858879414,0.1919191929241914,0.19371482176360225,0.15993761459631714,0.20301886792452828
0.6369863013698629,0.5,0.1619992910315491,0.6161624022317215,0.23882139164488494,0.39690934810049044,0.3080171827767252,0.16905025034328874,0.13753283195964053,0.13953589884584736,0.07640009319730078,0.2877832134768763,0.39999999760000016,0.24728550821750162,0.3188405797101449,0.28767876787678764,0.0924966045355152,0.2840655901865064,0.02669098804144054,0.2407466381609763,0.9584455428594323,0.18334675342008275,0.2525252519624528,0.25093808630394,0.23746403274745012,0.42113207547169806
0.958904109589041,0.7368421052631579,0.31076450431289143,0.653088896233558,0.3792488144931513,0.5150878726697976,0.43873211935376566,0.32152052943044457,0.2784922806040876,0.3255821884151788,0.2354766352982675,0.49631319165166854,0.39999999760000016,0.4088619120536005,0.4942028985507247,0.4865236523652365,0.17525043500899748,0.4811490799849793,0.08797613766864475,0.40758284488268226,0.9730403784649162,0.32550049007359716,0.4141414153675135,0.42166979362101314,0.40100500222715196,0.6437735849056603
0.6232876712328766,0.5,0.13269526172751978,0.5298557749088807,0.20246593349453254,0.3507642447799762,0.2672080880544989,0.13327727027783284,0.10822191809411856,0.10465224136092215,0.05338467263005808,0.23329410414781607,0.39999999760000016,0.22097850263181515,0.30144927536231886,0.23927392739273926,0.06710542789690736,0.23030416823131805,0.013363560149955891,0.2166336173712832,0.9518764595562904,0.15184953332559673,0.2222222224433221,0.22326454033771106,0.19880995446397012,0.2792452830188679
0.5273972602739725,0.368421052631579,0.09606522509748316,0.45386271104352394,0.19299913452471787,0.30093228479665196,0.18804148165290213,0.08969103577346021,0.0801464609981355,0.06976855215334324,0.0281990651463151,0.16318301621573966,0.39999999760000016,0.1670063698291698,0.2536231884057971,0.17134213421342134,0.04212049722559097,0.1727500312930279,0.011942207928847441,0.19189263133732337,0.9258468143677783,0.12213981327044314,0.1919191929241914,0.17870544090056284,0.12867842630516532,0.2656603773584906
1.0,0.9210526315789473,0.5157745480326125,0.7313936997997713,0.5197274296099917,0.6767851414924981,0.7923747812377964,0.5977712413109326,0.49399778633809754,0.5348842602153449,0.5454261680960167,0.7297167279614392,0.39999999760000016,0.586735021711657,0.6202898550724638,0.7136963696369636,0.29944523411356927,0.7424083114282137,0.06259373583680676,0.5992290976353561,0.9800031096459721,0.5178657991566008,0.5959595964620957,0.6876172607879925,0.5789844665383527,0.6550943396226415
0.17123287671232876,0.23684210526315788,0.0401748788845563,0.45185493078056227,0.08943858122896467,0.2572612635545375,0.10758761335859646,0.042334083241142954,0.034299398722581156,0.042989176167125595,0.005787924953074711,0.07669845801140487,0.0,0.09125905890234381,0.13043478260869565,0.08113311331133113,0.02045973705977488,0.07680560771060208,0.004548586613690695,0.08895851802696239,0.8856533123782013,0.0568160907092254,0.0909090905472911,0.08161350844277673,0.0663784647309503,0.0430188679245283
0.14383561643835616,0.18421052631578946,0.029422190712513296,0.3450507255200499,0.07454763865595307,0.2089851081690211,0.061882584359044826,0.02422012319758534,0.022451764982995313,0.06624495839796031,0.0033040090645232736,0.055122061588583245,0.0,0.06207934702671341,0.10144927536231885,0.060781078107810776,0.0045807641080998565,0.059982475904368504,8.407469450069542e-05,0.07333720211637379,0.7907787718884334,0.03985037545692796,0.07070707086787062,0.06566604127579738,0.029301856644195885,0.11471698113207544
0.1506849315068493,0.18421052631578946,0.03343967860096892,0.3482258198893844,0.08489755219150844,0.21359054070662098,0.06382070900649417,0.026502572754647142,0.02589410991951915,0.054617051421216124,0.004123896915221939,0.061761420095633866,0.0,0.07227663078383223,0.10724637681159421,0.06793179317931793,0.00677920967548886,0.06649142571035173,0.00036410300768017703,0.08337198591179175,0.8174645700673213,0.045656468214095275,0.08080808070758086,0.07410881801125704,0.03718308114325589,0.058867924528301876
0.3356164383561644,0.26315789473684215,0.06971523100555359,0.5712830658887015,0.09326553883473615,0.3105712138238835,0.14994431507542777,0.06821805743702707,0.04696360553809863,0.03136126919038141,0.01723943897499796,0.15096752273921135,0.39999999760000016,0.11436979084855922,0.14492753623188406,0.14713971397139713,0.026461363164801594,0.13651270496933282,0.003321539617644442,0.09296806374888414,0.9074724678076994,0.06938124378417314,0.10101010038700131,0.10365853658536585,0.11254017968542346,0.2633962264150943
0.9315068493150684,0.6052631578947368,0.20170152428216945,0.6272715703624901,0.2534526021586138,0.43095858874967213,0.3831484400989312,0.22247293982544913,0.16791388272749697,0.17441958805342625,0.13131775676420063,0.3713375608055837,0.39999999760000016,0.3027087773883247,0.3710144927536232,0.35781078107810776,0.08364456267847727,0.3573288271373138,0.011277872201088876,0.2727372250238629,0.9566771175323232,0.21108366228817746,0.2828282834714825,0.2978424015009381,0.26213251939512405,0.5350943396226415
0.14383561643835616,0.18421052631578946,0.029422190712513296,0.3450507255200499,0.07454763865595307,0.2089851081690211,0.061882584359044826,0.02422012319758534,0.022451764982995313,0.06624495839796031,0.0033040090645232736,0.055122061588583245,0.0,0.06207934702671341,0.10144927536231885,0.060781078107810776,0.0045807641080998565,0.059982475904368504,8.407469450069542e-05,0.07333720211637379,0.7907787718884334,0.03985037545692796,0.07070707086787062,0.06566604127579738,0.029301856644195885,0.13358490566037734
0.32191780821917804,0.368421052631579,0.09192957580054355,0.5637335191270137,0.1929446828233131,0.3309618354434049,0.21689639711306208,0.0949174470530803,0.0829810156288349,0.05814064517659906,0.020579719349772374,0.15580481704781932,0.39999999760000016,0.17319991293914813,0.2391304347826087,0.16694169416941693,0.05232572917316323,0.16135936913255725,0.034383014941582586,0.17433404014763654,0.9331119918249022,0.12412107029562504,0.18181818308448117,0.16088180112570355,0.1316908133222035,0.2558490566037736
0.547945205479452,0.4473684210526315,0.12560557721848042,0.5091883642129879,0.24027816638880536,0.3399096165754771,0.22063885795281968,0.11658383286889935,0.10753201730171047,0.11628011661501267,0.04159411187906719,0.20421817569456835,0.39999999760000016,0.1996191880258638,0.2898550724637681,0.21644664466446645,0.06306039049742124,0.22181749906120915,0.032313863889318936,0.23754779873147044,0.941750022042174,0.15572458105145162,0.2323232322830323,0.2298311444652908,0.1680212960453155,0.2852830188679245
1.0,0.8421052631578947,0.37575327897908545,0.6893992314953249,0.4289409770399161,0.5698179870963493,0.6990482940164018,0.44025714714372777,0.3458928524556965,0.39534956683033656,0.3385299063553869,0.5742361304067383,0.39999999760000016,0.44879620397717995,0.5420289855072464,0.5643564356435643,0.1758642496354609,0.597621729878583,0.08210406972231003,0.4844909521812463,0.9683598037663333,0.387811024912755,0.47474747440577486,0.551125703564728,0.41481644703301573,0.3833962264150943
1.0,0.7368421052631579,0.2629091338768758,0.5489466249058138,0.34406457920658257,0.452699442136781,0.5761509423046327,0.29848282042448004,0.2243807752981249,0.2790706239535093,0.19191028014578604,0.42225704403803255,0.39999999760000016,0.34212146249385217,0.4536231884057971,0.41859185918591857,0.08737867108194732,0.4588308924771561,0.02930079233978114,0.38698993233845297,0.9543833768340891,0.2747791665725873,0.37373737401877355,0.4455909943714822,0.2732118772635724,0.6135849056603774
0.9452054794520547,0.5789473684210527,0.1747607231478199,0.5999019456150646,0.20974002891564295,0.40368672655634513,0.3657595568347821,0.19761055071710948,0.13784234567809317,0.12790802359175685,0.11308130816092338,0.34030055884793814,0.39999999760000016,0.2614487932129828,0.3347826086956522,0.3242574257425742,0.05276770257895947,0.33130554512454624,0.0037922056455905796,0.2334532950275897,0.9490590848837372,0.1768321554213613,0.24242424212274255,0.27392120075046905,0.2092938451695269,0.44226415094339616
1.0,0.7894736842105263,0.2926858088148411,0.632908553070677,0.36260576699759073,0.4975564360645553,0.6412697609164147,0.3408636443023397,0.26190045797801365,0.3139543131610882,0.21511214931121217,0.45304587420281256,0.39999999760000016,0.38155207700326715,0.47536231884057967,0.4557205720572057,0.11830162074015443,0.49202653648767053,0.03975368656612296,0.41121932463771255,0.9612460427408676,0.3135089346639766,0.40404040353790427,0.48592870544090055,0.31735078940894146,0.539622641509434
1.0,0.7368421052631579,0.23904052936311,0.5465222737264605,0.30093576399252153,0.43496385460737236,0.562099538610625,0.27916686379356104,0.19721222694029752,0.2325590594918399,0.1776850464969118,0.4064800710475198,0.39999999760000016,0.31039255613097777,0.43478260869565216,0.40209020902090203,0.060486210438593736,0.4432845162097884,0.01855533803674096,0.34237772801774646,0.9464126910503099,0.2427404715007802,0.3333333326700336,0.42260787992495313,0.23329914978268343,0.4852830188679245
1.0,0.7368421052631579,0.23904052936311,0.5465222737264605,0.30093576399252153,0.43496385460737236,0.562099538610625,0.27916686379356104,0.19721222694029752,0.2325590594918399,0.1776850464969118,0.4064800710475198,0.39999999760000016,0.31039255613097777,0.43478260869565216,0.40209020902090203,0.060486210438593736,0.4432845162097884,0.01855533803674096,0.34237772801774646,0.9464126910503099,0.2427404715007802,0.3333333326700336,0.42260787992495313,0.23329914978268343,0.5373584905660378
1.0,0.7631578947368421,0.2625546496514239,0.5465222737264605,0.3192114677839577,0.45298423137278515,0.5814988646060834,0.3036072621996506,0.2209567481825331,0.2674427169767651,0.2050457941681845,0.4345597350139702,0.39999999760000016,0.3411472326423162,0.4521739130434783,0.4279427942794279,0.0741692215713043,0.4724371010138941,0.008056156388040967,0.3754115070141462,0.9498436487563433,0.26791917373700225,0.3636363641790633,0.4535647279549719,0.26079370208187164,0.5516981132075472
1.0,0.7368421052631579,0.22686990428925913,0.5345634840343475,0.27114678478680826,0.4248598651987427,0.553500918439665,0.270400102178323,0.1832149468296836,0.20930327726100514,0.17412429883235556,0.4014019973977778,0.39999999760000016,0.30242677511177063,0.427536231884058,0.3916391639163916,0.04848495430840999,0.43568656903241954,0.003484101680491614,0.32158175755053975,0.9419732014379288,0.22607494807926537,0.31313131299061314,0.41181988742964354,0.2121644858232725,0.6067924528301888
1.0,0.7368421052631579,0.21434479498995626,0.5298557749088807,0.2662676694812402,0.4146389774726011,0.5415467391775988,0.25895978312142365,0.16924302111235892,0.18604749503017043,0.1652514016335899,0.3909295863831504,0.39999999760000016,0.2814851760589244,0.41594202898550725,0.3792629262926292,0.039107030358064634,0.4236575291025159,0.012639743230851753,0.2980551843128267,0.9393278725235084,0.20976492481686299,0.2929292933111927,0.39399624765478425,0.19220069612547824,0.5003773584905661
1.0,0.7368421052631579,0.2227342549923195,0.5322045939989984,0.2600307128047266,0.4215149274018753,0.5503550817917529,0.2663575490016778,0.1772910907946219,0.19767537028426097,0.17135700911194843,0.3980746187002707,0.39999999760000016,0.2895074740730036,0.4217391304347826,0.3905390539053905,0.0427604944071925,0.43368381524596317,0.0022542477812588823,0.31123350596402527,0.9399276600621668,0.21840872796205357,0.30303030315090296,0.4071294559099437,0.2015574649335585,0.4935849056603773
1.0,0.7631578947368421,0.23230532907952262,0.5369333605554035,0.2665892029434085,0.4298980507636084,0.5603168978434747,0.2782638255563361,0.18625063654353927,0.20930327726100514,0.18599345771420975,0.4142925933258597,0.39999999760000016,0.30176799030996937,0.427536231884058,0.40429042904290424,0.047153506432543256,0.44919263987983477,0.0021073355276872733,0.3209215060452234,0.9422995511767405,0.22731610636126018,0.31313131299061314,0.41932457786116323,0.21461315967871084,0.34792452830188675
1.0,0.7631578947368421,0.24790263499940918,0.6216895200828382,0.275623392093025,0.4660705966038928,0.6087627822213223,0.31007191892424346,0.20683128881715365,0.22093115251509565,0.20418878482214825,0.44325439741008255,0.39999999760000016,0.3120254901621442,0.43768115942028984,0.43179317931793176,0.058671668818169355,0.4730629615721617,0.007709536944784123,0.3289296931656879,0.9455388007817375,0.24650008143911545,0.3232323228303234,0.42917448405253283,0.2363778165011556,0.569056603773585
1.0,0.7631578947368421,0.2547559966914806,0.6244736786690971,0.2847956917200309,0.47169840762025267,0.6153690391819379,0.3176104061203438,0.21468446442510658,0.2325590594918399,0.21166355117939786,0.45055268952601635,0.39999999760000016,0.3219731846062936,0.43043478260869567,0.4386688668866886,0.06462185576952253,0.48014770309175114,0.008623144211655224,0.340082410123403,0.9478128729516718,0.25515726738257133,0.3333333326700336,0.43902439024390244,0.24799935074107204,0.7667924528301887
0.5821917808219177,0.3421052631578947,0.09110244594115562,0.48717053131560417,0.11237731910243656,0.3075857025543051,0.18708688294594947,0.0902395152755308,0.06001872288697373,0.0,0.03660205580289206,0.1922572663656529,0.39999999760000016,0.1326704639561318,0.18840579710144928,0.18701870187018702,0.018393975366001347,0.19745900613343345,0.0004792919592008148,0.1279744626838688,0.9083344604671147,0.08646848756079357,0.131313131896031,0.16369606003752343,0.10705862671121348,0.24377358490566037
1.0,0.7894736842105263,0.2815786364173461,0.553830117802593,0.33606541975679016,0.46845497363801997,0.5986961049480033,0.32402748730994135,0.2394681068714638,0.2906985309302535,0.22808598109057437,0.45922270002177923,0.39999999760000016,0.36709344903701774,0.4681159420289855,0.4515951595159515,0.0965173183343809,0.49377894605081984,0.01578906874591816,0.39140936525978376,0.9595915431295156,0.2862082971724992,0.3838383838584838,0.47654784240150094,0.3023210884248294,0.6550943396226415
1.0,0.7894736842105263,0.24636653668911732,0.5687548008653688,0.2741533878864394,0.4491429230704999,0.5807648360549039,0.2993306542797362,0.2003451407706645,0.22093115251509565,0.20691962594441424,0.44035268485802054,0.39999999760000016,0.3157129179052496,0.42898550724637685,0.42821782178217815,0.057915983632049424,0.4708849668293904,0.010117972419713532,0.33060965311243984,0.9485480938587901,0.23981650009020802,0.3232323228303234,0.43151969981238275,0.24124738576847476,0.5350943396226415
1.0,0.8684210526315789,0.44511402575918707,0.7693025687319125,0.492572711235853,0.627009120200059,0.7581900229971507,0.5101972922515294,0.42304571135006264,0.47674478877693116,0.4028392521679277,0.6340049778626865,1.0,0.5363163959036016,0.5869565217391305,0.6276127612761275,0.2624618152207032,0.6503317060958818,0.12123099599106701,0.5524539882911035,0.9780563088388498,0.46473226798503403,0.5454545452736456,0.6191369606003753,0.5131613466983954,0.7426415094339622
1.0,0.7894736842105263,0.2884319981094175,0.556288801749781,0.3466928324560773,0.4735588171368324,0.6034148599198715,0.32933116147448477,0.2469995452384042,0.30232640618434403,0.23153831754014678,0.46328928348244885,0.39999999760000016,0.3775014168050484,0.4739130434782609,0.45682068206820675,0.10457070773992704,0.4983352109150081,0.018336161266226864,0.40052294999733884,0.9612286153877093,0.2947459483486998,0.39393939369819403,0.4835834896810507,0.3129725602668545,0.709433962264151
1.0,0.7894736842105263,0.37445350348576156,0.686286851648568,0.4749339389657782,0.5602898445810489,0.6930712043853686,0.4139799326165046,0.34975938916363936,0.4302332243152618,0.27737196241289425,0.5166796342509077,0.39999999760000016,0.4693092371119825,0.5376811594202899,0.5209020902090209,0.2104739658422531,0.5536738014770309,0.12283683589613967,0.5133925234385349,0.9721895030238659,0.4083788290280659,0.5050505059148046,0.5520637898686679,0.4179146161134286,0.45735849056603767
0.5821917808219177,0.3421052631578947,0.09110244594115562,0.48717053131560417,0.11237731910243656,0.3075857025543051,0.18708688294594947,0.0902395152755308,0.06001872288697373,0.0,0.03660205580289206,0.1922572663656529,0.39999999760000016,0.1326704639561318,0.18840579710144928,0.18701870187018702,0.018393975366001347,0.19745900613343345,0.0004792919592008148,0.1279744626838688,0.9083344604671147,0.08646848756079357,0.131313131896031,0.16369606003752343,0.10705862671121348,0.3132075471698113
0.9931506849315068,0.8421052631578947,0.3827248020796408,0.686286851648568,0.41472256410761144,0.5755428068907684,0.49249338289532685,0.40618546049606313,0.351110444151386,0.39534956683033656,0.34397383159056805,0.5936358036397783,0.39999999760000016,0.49179115153150027,0.5420289855072464,0.5805830583058306,0.22236123643948322,0.5800600826135937,0.038505779777763975,0.46913382080870364,0.9786692320967594,0.3897149904229823,0.47474747440577486,0.5225140712945591,0.4854807194950392,0.7441509433962263
