Eigenvector Centrality,EHCC Value,Coreness Centrality,Closeness Centrality,DNC Scores,PE Values,Extended Coreness,MDD Value,Gravity Model Centrality,I-GSM Values,H-GSM_1,Isolating Centrality,Eccentricity Centrality,Node H-Index,H Values,K-Shell Value,Subgraph centrality,Societal Capital Scores,Global Relative Change in Avg Clustering,GIN Values,Clustered Local Degree,Leverage Centrality,Extended Improved Gravity Index Values,Global Relative Change in Avg Degree,LGC Scores
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078524957,318.0912605,24526,0.006097561,322.2176057,5.037624844,3949040,146.1,4229334.0,70002.9065,6.33e+132,162,0.5,155,1925.903095,152,5.38e+67,26230,5.17e-05,70210.72613,51804.17821,0.003633346,637804192.5,0.006219602,992779000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078084556,316.6041904,24385,0.006060606,320.2258876,5.006562633,3926926,150.2,4185637.75,69189.21548,2.5e+132,161,0.5,155,1904.091902,152,5.3199999999999997e+67,26083,1.3e-05,69590.41135,51542.11335,0.000228265,634378270.8,0.00614334,980988000000.0
0.076943572,314.1787438,24002,0.005952381,314.23444,4.913580174,3869770,155.3,4063088.5,66950.97756,1.56e+131,0,0.5,155,1846.799605,152,5.17e+67,25703,0.000134195,67838.93085,51005.55712,-0.011460146,626059393.0,0.005914551,949778000000.0
0.077729278,316.1246747,24262,0.006024096,318.2240073,4.97562797,3909180,153.1,4145640.0,68459.46066,9.96e+131,160,0.5,155,1885.867736,152,5.27e+67,25965,4.62e-05,69013.50916,51396.98703,-0.003805573,631880985.0,0.006067077,971046000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078517397,317.7423886,24524,0.006097561,322.2106567,5.037712064,3948675,146.1,4229091.0,69997.55681,6.33e+132,162,0.5,155,1925.560639,152,5.38e+67,26228,5.1e-05,70208.04079,51796.20612,0.003672654,637707213.5,0.006219602,992644000000.0
0.077325068,315.0452197,24130,0.005988024,316.2329502,4.944557373,3888872,154.5,4103790.0,67691.37326,3.94e+131,0,0.5,155,1865.853883,152,5.22e+67,25830,9.56e-05,68418.63769,51184.63458,-0.007541244,628846116.5,0.005990814,960131000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.077331135,314.8076505,24134,0.005988024,316.2318073,4.944571611,3889166,154.5,4104028.5,67696.62598,3.94e+131,0,0.5,155,1866.309613,152,5.22e+67,25832,9.34e-05,68421.27435,51192.71005,-0.007615342,628938969.5,0.005990814,960226000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078041218,315.6822115,24372,0.006060606,320.2209611,5.006624441,3924743,150.2,4183947.25,69151.99532,2.5100000000000002e+132,161,0.5,154,1902.020577,152,5.3199999999999997e+67,26069,2.56e-05,69571.72829,51486.11553,0.000522894,633808337.5,0.00614334,980125000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078161822,317.262494,24405,0.006060606,320.2205646,5.00662941,3930836,150.2,4188777.25,69258.33865,2.5100000000000002e+132,0,0.5,155,1907.539271,152,5.33e+67,26109,1.31e-05,69625.10847,51646.19006,-0.000358615,635249337.3,0.00614334,982544000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.06370164,257.0147174,19836,0.005128205,260.4088046,4.075515678,3204069,130.7,2938723.0,47077.07659,4.8e+112,131,0.5,130,1263.585734,130,3.54e+67,21290,0.001828247,52696.59545,42186.29982,-0.104062957,517050970.5,0.003855456,647881000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078057619,316.0491612,24374,0.006060606,320.2136593,5.006715932,3925586,150.2,4184671.75,69167.94682,2.5100000000000002e+132,161,0.5,155,1902.576397,152,5.3199999999999997e+67,26075,1.84e-05,69579.73532,51510.11087,0.000404217,633958292.5,0.00614334,980488000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078545308,318.2161689,24532,0.006097561,322.2143395,5.037665926,3950090,146.1,4230184.5,70021.63041,6.33e+132,162,0.5,155,1926.873496,152,5.39e+67,26237,5.89e-05,70220.12479,51832.08535,0.003491786,638073175.5,0.006219602,993209000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.077771381,316.4609705,24274,0.006024096,318.223635,4.975632621,3911286,153.1,4147320.0,68496.45456,9.96e+131,0,0.5,155,1887.822507,152,5.28e+67,25979,3.22e-05,69032.07865,51453.2886,-0.0041373,632367326.5,0.006067077,971871000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.077294927,314.8167778,24121,0.005988024,316.233048,4.944556172,3887368,154.5,4102597.5,67665.10968,3.94e+131,159,0.5,155,1864.430935,152,5.22e+67,25820,0.0001058,68405.4544,51144.26678,-0.007294939,628498505.3,0.005990814,959550000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078235375,317.8296192,24425,0.006060606,320.2117792,5.006739676,3934594,150.2,4191796.0,69324.80323,2.5100000000000002e+132,0,0.5,155,1910.899042,152,5.34e+67,26134,3.87e-05,69658.47109,51746.36281,-0.000898782,636138022.3,0.00614334,984053000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.07856905,318.5147553,24537,0.006097561,322.212708,5.037686424,3951298,146.1,4231156.5,70043.02916,6.33e+132,162,0.5,155,1927.848784,152,5.39e+67,26245,6.68e-05,70230.86613,51863.98842,0.003321994,638327648.8,0.006219602,993698000000.0
0.07859851,318.6583858,24546,0.006097561,322.2088444,5.037734876,3952798,146.1,4232371.5,70069.77759,6.33e+132,162,0.5,155,1929.279029,152,5.39e+67,26255,7.69e-05,70244.29279,51903.88107,0.003096716,638692877.5,0.006219602,994297000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.0785232,317.7542889,24524,0.006097561,322.2096653,5.037724478,3948979,146.1,4229334.0,70002.9065,6.33e+132,162,0.5,155,1925.702963,152,5.38e+67,26230,5.3e-05,70210.72613,51804.17821,0.003633346,637742477.5,0.006219602,992768000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.075620522,305.7163584,23614,0.005882353,310.2818405,4.851068602,3802992,153.9,3960138.0,65002.25109,3.5799999999999997e+129,156,0.5,150,1785.703002,150,4.99e+67,25260,0.000409069,66448.39506,49879.92457,-0.015250249,614122896.5,0.005762026,918156000000.0
0.07859851,318.6583858,24546,0.006097561,322.2088444,5.037734876,3952798,146.1,4232371.5,70069.77759,6.33e+132,162,0.5,155,1929.279029,152,5.39e+67,26255,7.69e-05,70244.29279,51903.88107,0.003096716,638692877.5,0.006219602,994297000000.0
0.078628487,318.8031532,24555,0.006097561,322.2079138,5.037746558,3954300,146.1,4233586.5,70096.52603,6.33e+132,0,0.5,155,1930.722491,152,5.4e+67,26265,8.66e-05,70257.71946,51943.78905,0.002855517,639039530.3,0.006219602,994887000000.0
0.078628487,318.8031532,24555,0.006097561,322.2079138,5.037746558,3954300,146.1,4233586.5,70096.52603,6.33e+132,0,0.5,155,1930.722491,152,5.4e+67,26265,8.66e-05,70257.71946,51943.78905,0.002855517,639039530.3,0.006219602,994887000000.0
0.077812804,316.7124548,24286,0.006024096,318.2194675,4.975684837,3913388,153.1,4149000.0,68533.44847,9.96e+131,0,0.5,155,1889.761757,152,5.29e+67,25993,1.77e-05,69050.64814,51509.62099,-0.004452775,632871285.5,0.006067077,972704000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078235375,317.8296192,24425,0.006060606,320.2117792,5.006739676,3934594,150.2,4191796.0,69324.80323,2.5100000000000002e+132,0,0.5,155,1910.899042,152,5.34e+67,26134,3.87e-05,69658.47109,51746.36281,-0.000898782,636138022.3,0.00614334,984053000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078525533,317.8423975,24524,0.006097561,322.2065551,5.037763322,3949102,146.1,4229455.5,70005.58134,6.33e+132,162,0.5,155,1925.76018,152,5.38e+67,26231,5.46e-05,70212.06879,51808.16448,0.003613506,637756575.5,0.006219602,992826000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.070414008,284.3683456,21950,0.005524862,288.3092593,4.510182095,3541483,144.1,3494137.5,56635.3265,1.31e+122,145,0.5,142,1545.587473,142,4.33e+67,23528,0.001092168,60067.78945,46548.74416,-0.052808005,571613260.5,0.004923135,792951000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078175939,317.5412214,24407,0.006060606,320.2165926,5.006679342,3931592,150.2,4189381.0,69271.63157,2.5100000000000002e+132,161,0.5,155,1908.040137,152,5.34e+67,26114,1.85e-05,69631.781,51666.21685,-0.0004291,635426140.8,0.00614334,982871000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.078525533,317.8423975,24524,0.006097561,322.2065551,5.037763322,3949102,146.1,4229455.5,70005.58134,6.33e+132,162,0.5,155,1925.76018,152,5.38e+67,26231,5.46e-05,70212.06879,51808.16448,0.003613506,637756575.5,0.006219602,992826000000.0
0.078235375,317.8296192,24425,0.006060606,320.2117792,5.006739676,3934594,150.2,4191796.0,69324.80323,2.5100000000000002e+132,0,0.5,155,1910.899042,152,5.34e+67,26134,3.87e-05,69658.47109,51746.36281,-0.000898782,636138022.3,0.00614334,984053000000.0
0.078991622,319.6319197,24676,0.006134969,324.2049111,5.068742531,3972504,138.4,4274349.0,70848.18351,1.5899999999999997e+133,163,1.0,155,1949.197253,152,5.45e+67,26386,0.000126824,70848.18351,52102.39786,0.006821626,641594385.5,0.006295865,1005200000000.0
0.076919829,313.8801574,23997,0.005952381,314.2361031,4.913559338,3868562,155.3,4062140.5,66930.09442,1.56e+131,0,0.5,155,1845.845147,152,5.17e+67,25695,0.000142561,67828.44833,50973.11207,-0.011285841,625804919.8,0.005914551,949301000000.0
