Node,Score,Rank
1045,9.09e-05,69.0
1061,9.09e-05,69.0
1062,9.09e-05,69.0
1060,9.09e-05,69.0
1046,9.09e-05,69.0
1064,9.09e-05,69.0
991,9.09e-05,69.0
989,9.09e-05,69.0
1067,9.09e-05,69.0
1068,9.09e-05,69.0
1069,9.09e-05,69.0
1070,9.09e-05,69.0
993,9.09e-05,69.0
1049,9.08e-05,70.0
1047,9.08e-05,70.0
1048,9.08e-05,70.0
1071,9.08e-05,70.0
1063,9.08e-05,70.0
1050,9.08e-05,70.0
1051,9.08e-05,70.0
1052,9.08e-05,70.0
1053,9.08e-05,70.0
1042,9.08e-05,70.0
1041,9.08e-05,70.0
1043,9.08e-05,70.0
1044,9.07e-05,71.0
113,9.05e-05,72.0
127,9.05e-05,72.0
118,9.05e-05,72.0
117,9.05e-05,72.0
851,9.05e-05,72.0
114,9.05e-05,72.0
115,9.05e-05,72.0
125,9.05e-05,72.0
126,9.05e-05,72.0
101,9.04e-05,73.0
103,9.03e-05,74.0
105,9.03e-05,74.0
104,9.02e-05,75.0
116,9.02e-05,75.0
102,9.02e-05,75.0
100,9e-05,76.0
107,9e-05,76.0
108,9e-05,76.0
106,9e-05,76.0
981,8.98e-05,77.0
992,8.94e-05,78.0
994,8.92e-05,79.0
996,8.92e-05,79.0
850,8.87e-05,80.0
254,8.86e-05,81.0
255,8.86e-05,81.0
253,8.86e-05,81.0
228,8.86e-05,81.0
251,8.86e-05,81.0
250,8.86e-05,81.0
249,8.86e-05,81.0
252,8.86e-05,81.0
846,8.79e-05,82.0
847,8.79e-05,82.0
848,8.79e-05,82.0
845,8.79e-05,82.0
842,8.79e-05,82.0
849,8.79e-05,82.0
1039,8.75e-05,83.0
325,8.74e-05,84.0
323,8.74e-05,84.0
342,8.74e-05,84.0
340,8.74e-05,84.0
954,8.7e-05,85.0
958,8.7e-05,85.0
955,8.7e-05,85.0
957,8.7e-05,85.0
956,8.7e-05,85.0
964,8.68e-05,86.0
844,8.65e-05,87.0
843,8.59e-05,88.0
1038,8.59e-05,88.0
985,8.49e-05,89.0
986,8.49e-05,89.0
987,8.49e-05,89.0
983,8.49e-05,89.0
72,8.47e-05,90.0
83,8.47e-05,90.0
216,8.46e-05,91.0
16,8.43e-05,92.0
8,8.43e-05,92.0
151,8.4e-05,93.0
149,8.4e-05,93.0
7,8.38e-05,94.0
209,8.38e-05,94.0
11,8.38e-05,94.0
15,8.38e-05,94.0
19,8.38e-05,94.0
150,8.35e-05,95.0
1022,8.35e-05,95.0
1020,8.35e-05,95.0
997,8.35e-05,95.0
1023,8.35e-05,95.0
84,8.34e-05,96.0
10,8.34e-05,96.0
18,8.34e-05,96.0
71,8.34e-05,96.0
73,8.34e-05,96.0
82,8.34e-05,96.0
144,8.34e-05,96.0
146,8.33e-05,97.0
208,8.33e-05,97.0
145,8.33e-05,97.0
17,8.33e-05,97.0
9,8.33e-05,97.0
20,8.32e-05,98.0
5,8.32e-05,98.0
13,8.32e-05,98.0
2,8.32e-05,98.0
12,8.32e-05,98.0
214,8.31e-05,99.0
147,8.31e-05,99.0
215,8.31e-05,99.0
217,8.31e-05,99.0
148,8.31e-05,99.0
211,8.29e-05,100.0
135,8.29e-05,100.0
194,8.28e-05,101.0
171,8.28e-05,101.0
210,8.28e-05,101.0
205,8.28e-05,101.0
161,8.28e-05,101.0
207,8.27e-05,102.0
213,8.27e-05,102.0
212,8.27e-05,102.0
1148,8.26e-05,103.0
1152,8.26e-05,103.0
1159,8.24e-05,104.0
1143,8.24e-05,104.0
1145,8.23e-05,105.0
1140,8.22e-05,106.0
154,8.22e-05,106.0
198,8.22e-05,106.0
165,8.22e-05,106.0
1141,8.22e-05,106.0
1144,8.22e-05,106.0
1149,8.22e-05,106.0
1139,8.22e-05,106.0
175,8.22e-05,106.0
1150,8.22e-05,106.0
1138,8.22e-05,106.0
857,8.21e-05,107.0
1142,8.21e-05,107.0
156,8.21e-05,107.0
1151,8.21e-05,107.0
200,8.21e-05,107.0
177,8.21e-05,107.0
1137,8.21e-05,107.0
1136,8.21e-05,107.0
199,8.2e-05,108.0
197,8.2e-05,108.0
167,8.2e-05,108.0
174,8.2e-05,108.0
155,8.2e-05,108.0
166,8.2e-05,108.0
176,8.2e-05,108.0
164,8.2e-05,108.0
153,8.2e-05,108.0
157,8.19e-05,109.0
158,8.19e-05,109.0
162,8.19e-05,109.0
206,8.19e-05,109.0
159,8.19e-05,109.0
204,8.19e-05,109.0
196,8.19e-05,109.0
202,8.19e-05,109.0
160,8.19e-05,109.0
152,8.19e-05,109.0
203,8.19e-05,109.0
201,8.19e-05,109.0
163,8.19e-05,109.0
173,8.19e-05,109.0
195,8.19e-05,109.0
192,8.19e-05,109.0
179,8.19e-05,109.0
178,8.19e-05,109.0
193,8.19e-05,109.0
172,8.19e-05,109.0
170,8.19e-05,109.0
169,8.19e-05,109.0
168,8.19e-05,109.0
140,8.17e-05,110.0
137,8.17e-05,110.0
136,8.17e-05,110.0
134,8.17e-05,110.0
133,8.17e-05,110.0
143,8.16e-05,111.0
142,8.16e-05,111.0
141,8.16e-05,111.0
139,8.16e-05,111.0
138,8.16e-05,111.0
132,8.15e-05,112.0
871,8.04e-05,113.0
225,8.04e-05,113.0
382,8.04e-05,113.0
372,8.04e-05,113.0
392,8.04e-05,113.0
432,8.04e-05,113.0
412,8.04e-05,113.0
402,8.04e-05,113.0
422,8.04e-05,113.0
852,7.98e-05,114.0
855,7.98e-05,114.0
854,7.97e-05,115.0
853,7.97e-05,115.0
329,7.94e-05,116.0
337,7.94e-05,116.0
346,7.94e-05,116.0
320,7.94e-05,116.0
961,7.89e-05,117.0
962,7.89e-05,117.0
963,7.89e-05,117.0
959,7.89e-05,117.0
960,7.89e-05,117.0
965,7.88e-05,118.0
984,7.85e-05,119.0
988,7.85e-05,119.0
856,7.81e-05,120.0
436,7.79e-05,121.0
437,7.79e-05,121.0
439,7.77e-05,122.0
438,7.77e-05,122.0
970,7.77e-05,122.0
446,7.77e-05,122.0
445,7.77e-05,122.0
440,7.77e-05,122.0
441,7.77e-05,122.0
442,7.77e-05,122.0
443,7.77e-05,122.0
444,7.77e-05,122.0
972,7.76e-05,123.0
874,7.72e-05,124.0
873,7.72e-05,124.0
680,7.63e-05,125.0
682,7.63e-05,125.0
675,7.63e-05,125.0
676,7.63e-05,125.0
677,7.63e-05,125.0
678,7.63e-05,125.0
679,7.63e-05,125.0
681,7.63e-05,125.0
683,7.63e-05,125.0
872,7.62e-05,126.0
85,7.61e-05,127.0
74,7.61e-05,127.0
435,7.6e-05,128.0
86,7.6e-05,128.0
89,7.6e-05,128.0
87,7.6e-05,128.0
88,7.6e-05,128.0
90,7.6e-05,128.0
79,7.6e-05,128.0
91,7.6e-05,128.0
80,7.6e-05,128.0
458,7.6e-05,128.0
78,7.6e-05,128.0
77,7.6e-05,128.0
76,7.6e-05,128.0
75,7.6e-05,128.0
70,7.58e-05,129.0
81,7.58e-05,129.0
771,7.57e-05,130.0
764,7.56e-05,131.0
765,7.56e-05,131.0
767,7.56e-05,131.0
768,7.56e-05,131.0
769,7.56e-05,131.0
770,7.56e-05,131.0
766,7.55e-05,132.0
1156,7.55e-05,132.0
763,7.54e-05,133.0
1170,7.52e-05,134.0
531,7.52e-05,134.0
532,7.52e-05,134.0
533,7.52e-05,134.0
534,7.52e-05,134.0
1147,7.51e-05,135.0
1146,7.51e-05,135.0
673,7.49e-05,136.0
694,7.49e-05,136.0
693,7.49e-05,136.0
692,7.49e-05,136.0
786,7.49e-05,136.0
670,7.49e-05,136.0
672,7.49e-05,136.0
671,7.49e-05,136.0
696,7.49e-05,136.0
669,7.49e-05,136.0
668,7.49e-05,136.0
667,7.49e-05,136.0
695,7.49e-05,136.0
780,7.49e-05,136.0
698,7.49e-05,136.0
785,7.49e-05,136.0
781,7.49e-05,136.0
801,7.49e-05,136.0
800,7.49e-05,136.0
799,7.49e-05,136.0
798,7.49e-05,136.0
797,7.49e-05,136.0
796,7.49e-05,136.0
1153,7.49e-05,136.0
784,7.49e-05,136.0
783,7.49e-05,136.0
782,7.49e-05,136.0
802,7.49e-05,136.0
697,7.49e-05,136.0
976,7.49e-05,136.0
971,7.49e-05,136.0
969,7.49e-05,136.0
973,7.49e-05,136.0
974,7.49e-05,136.0
975,7.49e-05,136.0
779,7.47e-05,137.0
787,7.47e-05,137.0
795,7.47e-05,137.0
803,7.47e-05,137.0
691,7.47e-05,137.0
674,7.47e-05,137.0
666,7.47e-05,137.0
699,7.47e-05,137.0
814,7.46e-05,138.0
816,7.46e-05,138.0
815,7.46e-05,138.0
813,7.46e-05,138.0
812,7.46e-05,138.0
811,7.46e-05,138.0
817,7.45e-05,139.0
397,7.35e-05,140.0
224,7.35e-05,140.0
381,7.35e-05,140.0
431,7.35e-05,140.0
377,7.35e-05,140.0
421,7.35e-05,140.0
367,7.35e-05,140.0
427,7.35e-05,140.0
387,7.35e-05,140.0
401,7.35e-05,140.0
391,7.35e-05,140.0
371,7.35e-05,140.0
220,7.35e-05,140.0
411,7.35e-05,140.0
417,7.35e-05,140.0
407,7.35e-05,140.0
349,7.27e-05,141.0
319,7.27e-05,141.0
315,7.27e-05,141.0
353,7.27e-05,141.0
362,7.27e-05,141.0
358,7.27e-05,141.0
332,7.27e-05,141.0
336,7.27e-05,141.0
967,7.2e-05,142.0
454,7.17e-05,143.0
456,7.17e-05,143.0
966,7.16e-05,144.0
455,7.16e-05,144.0
968,7.16e-05,144.0
457,7.16e-05,144.0
1076,7.14e-05,145.0
1074,7.14e-05,145.0
979,7.13e-05,146.0
497,7.11e-05,147.0
494,7.11e-05,147.0
493,7.11e-05,147.0
498,7.11e-05,147.0
451,6.98e-05,148.0
450,6.98e-05,148.0
462,6.98e-05,148.0
460,6.98e-05,148.0
463,6.98e-05,148.0
464,6.98e-05,148.0
459,6.98e-05,148.0
449,6.98e-05,148.0
452,6.98e-05,148.0
448,6.98e-05,148.0
461,6.98e-05,148.0
447,6.98e-05,148.0
776,6.95e-05,149.0
775,6.95e-05,149.0
772,6.95e-05,149.0
774,6.95e-05,149.0
773,6.95e-05,149.0
1157,6.94e-05,150.0
777,6.94e-05,150.0
1171,6.91e-05,151.0
977,6.9e-05,152.0
1154,6.9e-05,152.0
791,6.89e-05,153.0
688,6.89e-05,153.0
789,6.89e-05,153.0
788,6.89e-05,153.0
792,6.89e-05,153.0
684,6.89e-05,153.0
685,6.89e-05,153.0
686,6.89e-05,153.0
687,6.89e-05,153.0
790,6.89e-05,153.0
701,6.89e-05,153.0
808,6.89e-05,153.0
700,6.89e-05,153.0
702,6.89e-05,153.0
703,6.89e-05,153.0
704,6.89e-05,153.0
804,6.89e-05,153.0
805,6.89e-05,153.0
806,6.89e-05,153.0
807,6.89e-05,153.0
809,6.88e-05,154.0
793,6.88e-05,154.0
689,6.88e-05,154.0
705,6.88e-05,154.0
818,6.86e-05,155.0
410,6.77e-05,156.0
395,6.77e-05,156.0
223,6.77e-05,156.0
222,6.77e-05,156.0
399,6.77e-05,156.0
380,6.77e-05,156.0
405,6.77e-05,156.0
388,6.77e-05,156.0
415,6.77e-05,156.0
408,6.77e-05,156.0
409,6.77e-05,156.0
218,6.77e-05,156.0
375,6.77e-05,156.0
390,6.77e-05,156.0
389,6.77e-05,156.0
398,6.77e-05,156.0
430,6.77e-05,156.0
429,6.77e-05,156.0
418,6.77e-05,156.0
419,6.77e-05,156.0
400,6.77e-05,156.0
365,6.77e-05,156.0
385,6.77e-05,156.0
368,6.77e-05,156.0
369,6.77e-05,156.0
370,6.77e-05,156.0
425,6.77e-05,156.0
428,6.77e-05,156.0
378,6.77e-05,156.0
379,6.77e-05,156.0
221,6.77e-05,156.0
420,6.77e-05,156.0
330,6.7e-05,157.0
335,6.7e-05,157.0
334,6.7e-05,157.0
333,6.7e-05,157.0
359,6.7e-05,157.0
318,6.7e-05,157.0
351,6.7e-05,157.0
352,6.7e-05,157.0
356,6.7e-05,157.0
360,6.7e-05,157.0
361,6.7e-05,157.0
313,6.7e-05,157.0
316,6.7e-05,157.0
317,6.7e-05,157.0
350,6.7e-05,157.0
347,6.7e-05,157.0
491,6.66e-05,158.0
473,6.66e-05,158.0
489,6.66e-05,158.0
488,6.66e-05,158.0
490,6.66e-05,158.0
492,6.66e-05,158.0
499,6.65e-05,159.0
500,6.65e-05,159.0
495,6.65e-05,159.0
496,6.65e-05,159.0
1075,6.64e-05,160.0
1077,6.64e-05,160.0
707,6.63e-05,161.0
735,6.63e-05,161.0
709,6.62e-05,162.0
737,6.62e-05,162.0
719,6.61e-05,163.0
716,6.61e-05,163.0
717,6.61e-05,163.0
718,6.61e-05,163.0
744,6.61e-05,163.0
745,6.61e-05,163.0
746,6.61e-05,163.0
747,6.61e-05,163.0
978,6.58e-05,164.0
980,6.58e-05,164.0
453,6.46e-05,165.0
465,6.46e-05,165.0
1158,6.43e-05,166.0
778,6.42e-05,167.0
1173,6.4e-05,168.0
1155,6.39e-05,169.0
1172,6.39e-05,169.0
690,6.37e-05,170.0
810,6.37e-05,170.0
794,6.37e-05,170.0
706,6.37e-05,170.0
386,6.27e-05,171.0
373,6.27e-05,171.0
414,6.27e-05,171.0
393,6.27e-05,171.0
413,6.27e-05,171.0
219,6.27e-05,171.0
406,6.27e-05,171.0
404,6.27e-05,171.0
416,6.27e-05,171.0
366,6.27e-05,171.0
403,6.27e-05,171.0
374,6.27e-05,171.0
426,6.27e-05,171.0
434,6.27e-05,171.0
226,6.27e-05,171.0
394,6.27e-05,171.0
384,6.27e-05,171.0
396,6.27e-05,171.0
383,6.27e-05,171.0
424,6.27e-05,171.0
227,6.27e-05,171.0
423,6.27e-05,171.0
376,6.27e-05,171.0
433,6.27e-05,171.0
355,6.22e-05,172.0
354,6.22e-05,172.0
364,6.22e-05,172.0
348,6.22e-05,172.0
357,6.22e-05,172.0
339,6.22e-05,172.0
338,6.22e-05,172.0
363,6.22e-05,172.0
331,6.22e-05,172.0
322,6.22e-05,172.0
321,6.22e-05,172.0
314,6.22e-05,172.0
530,6.21e-05,173.0
523,6.21e-05,173.0
468,6.21e-05,173.0
529,6.21e-05,173.0
528,6.21e-05,173.0
527,6.21e-05,173.0
525,6.21e-05,173.0
524,6.21e-05,173.0
526,6.21e-05,173.0
522,6.21e-05,173.0
521,6.21e-05,173.0
466,6.21e-05,173.0
1078,6.2e-05,174.0
1079,6.2e-05,174.0
711,6.17e-05,175.0
739,6.17e-05,175.0
736,6.16e-05,176.0
742,6.16e-05,176.0
713,6.16e-05,176.0
741,6.16e-05,176.0
710,6.16e-05,176.0
708,6.16e-05,176.0
738,6.16e-05,176.0
714,6.16e-05,176.0
712,6.15e-05,177.0
740,6.15e-05,177.0
727,6.14e-05,178.0
755,6.14e-05,178.0
1162,5.98e-05,179.0
1167,5.98e-05,179.0
1166,5.98e-05,179.0
1165,5.98e-05,179.0
1164,5.98e-05,179.0
1163,5.98e-05,179.0
1160,5.98e-05,179.0
1161,5.98e-05,179.0
1174,5.95e-05,180.0
502,5.85e-05,181.0
506,5.85e-05,181.0
479,5.85e-05,181.0
503,5.85e-05,181.0
504,5.85e-05,181.0
505,5.85e-05,181.0
1080,5.82e-05,182.0
1081,5.82e-05,182.0
470,5.81e-05,183.0
536,5.81e-05,183.0
537,5.81e-05,183.0
538,5.81e-05,183.0
539,5.81e-05,183.0
540,5.81e-05,183.0
544,5.8e-05,184.0
644,5.8e-05,184.0
569,5.8e-05,184.0
472,5.8e-05,184.0
594,5.8e-05,184.0
619,5.8e-05,184.0
641,5.79e-05,185.0
649,5.79e-05,185.0
648,5.79e-05,185.0
596,5.79e-05,185.0
646,5.79e-05,185.0
650,5.79e-05,185.0
645,5.79e-05,185.0
643,5.79e-05,185.0
642,5.79e-05,185.0
595,5.79e-05,185.0
598,5.79e-05,185.0
599,5.79e-05,185.0
592,5.79e-05,185.0
600,5.79e-05,185.0
471,5.79e-05,185.0
616,5.79e-05,185.0
617,5.79e-05,185.0
618,5.79e-05,185.0
620,5.79e-05,185.0
621,5.79e-05,185.0
623,5.79e-05,185.0
593,5.79e-05,185.0
574,5.79e-05,185.0
591,5.79e-05,185.0
480,5.79e-05,185.0
467,5.79e-05,185.0
541,5.79e-05,185.0
542,5.79e-05,185.0
543,5.79e-05,185.0
545,5.79e-05,185.0
546,5.79e-05,185.0
548,5.79e-05,185.0
549,5.79e-05,185.0
550,5.79e-05,185.0
474,5.79e-05,185.0
475,5.79e-05,185.0
477,5.79e-05,185.0
478,5.79e-05,185.0
469,5.79e-05,185.0
566,5.79e-05,185.0
567,5.79e-05,185.0
568,5.79e-05,185.0
570,5.79e-05,185.0
571,5.79e-05,185.0
573,5.79e-05,185.0
625,5.79e-05,185.0
575,5.79e-05,185.0
624,5.79e-05,185.0
752,5.75e-05,186.0
753,5.75e-05,186.0
723,5.75e-05,186.0
726,5.75e-05,186.0
720,5.75e-05,186.0
721,5.75e-05,186.0
722,5.75e-05,186.0
724,5.75e-05,186.0
725,5.75e-05,186.0
754,5.75e-05,186.0
751,5.75e-05,186.0
749,5.75e-05,186.0
750,5.75e-05,186.0
748,5.75e-05,186.0
743,5.74e-05,187.0
715,5.74e-05,187.0
1168,5.59e-05,188.0
1169,5.59e-05,188.0
513,5.53e-05,189.0
514,5.53e-05,189.0
509,5.53e-05,189.0
508,5.53e-05,189.0
507,5.53e-05,189.0
512,5.53e-05,189.0
510,5.53e-05,189.0
511,5.53e-05,189.0
1084,5.48e-05,190.0
1082,5.48e-05,190.0
656,5.43e-05,191.0
576,5.43e-05,191.0
627,5.43e-05,191.0
578,5.43e-05,191.0
579,5.43e-05,191.0
657,5.43e-05,191.0
626,5.43e-05,191.0
581,5.43e-05,191.0
557,5.43e-05,191.0
556,5.43e-05,191.0
555,5.43e-05,191.0
554,5.43e-05,191.0
553,5.43e-05,191.0
552,5.43e-05,191.0
551,5.43e-05,191.0
580,5.43e-05,191.0
577,5.43e-05,191.0
582,5.43e-05,191.0
601,5.43e-05,191.0
628,5.43e-05,191.0
629,5.43e-05,191.0
630,5.43e-05,191.0
631,5.43e-05,191.0
632,5.43e-05,191.0
487,5.43e-05,191.0
486,5.43e-05,191.0
606,5.43e-05,191.0
605,5.43e-05,191.0
604,5.43e-05,191.0
603,5.43e-05,191.0
602,5.43e-05,191.0
607,5.43e-05,191.0
485,5.43e-05,191.0
654,5.43e-05,191.0
483,5.43e-05,191.0
482,5.43e-05,191.0
481,5.43e-05,191.0
484,5.43e-05,191.0
651,5.43e-05,191.0
652,5.43e-05,191.0
655,5.43e-05,191.0
653,5.43e-05,191.0
547,5.42e-05,192.0
622,5.42e-05,192.0
501,5.42e-05,192.0
608,5.42e-05,192.0
658,5.42e-05,192.0
583,5.42e-05,192.0
572,5.42e-05,192.0
558,5.42e-05,192.0
476,5.42e-05,192.0
647,5.42e-05,192.0
597,5.42e-05,192.0
633,5.42e-05,192.0
733,5.39e-05,193.0
760,5.39e-05,193.0
759,5.39e-05,193.0
757,5.39e-05,193.0
732,5.39e-05,193.0
731,5.39e-05,193.0
730,5.39e-05,193.0
729,5.39e-05,193.0
728,5.39e-05,193.0
761,5.39e-05,193.0
756,5.39e-05,193.0
758,5.39e-05,193.0
1085,5.18e-05,194.0
1083,5.18e-05,194.0
515,5.11e-05,195.0
588,5.11e-05,195.0
518,5.11e-05,195.0
