Improved Gravity Index Values,CLC Values,DIL Centrality,PE Values,Laplacian Centrality,I-GSM Values,Local Gravity Model Centrality,EIGSM Values,Constraint Coefficients,Clustering Coefficient,Leverage Centrality,Volume Centrality,Centrality Values,Betweenness Centrality,Gravity Index Centrality,Eccentricity Centrality,MDD Value,Degree Centrality,Closeness Centrality,Local-Global Centrality,P Value,PageRank Centrality,HVGc Index,Density Centrality,Coreness Centrality,Average Spreading Ability
0.4769230769230768,0.46946643753881534,0.3759667150048469,0.30269354544417887,0.37037037037037046,0.441734130723601,0.3333333333333333,0.31055158514705916,0.7784530026116966,0.250000000375,0.4575566165626492,0.46666666666666656,0.2543010752688172,0.299592194463424,0.4375,0.16666666666666663,0.583333333333333,0.33333333788888875,0.2842475819043784,0.30519010600026364,0.15384615384615385,0.3957549781949816,0.4653737131082651,0.30555555562345676,0.33333333333333326,0.3004926108374385
0.6307692307692307,0.6945711354950302,0.21323485315870455,0.2712799924880403,0.14814814814814814,0.5720331003029483,0.11428571428571427,0.2953064916587388,0.7420232294052613,0.0,0.0,1.0,0.2817204301075269,0.11790481270388128,0.375,0.16666666666666663,0.0,0.0,0.48675116753923,0.18056271265757884,0.8846153846153847,0.0,0.2599715177877367,0.1250000000436508,0.0,0.5985221674876847
0.19999999999999996,0.09438139249495947,0.014100550331961975,0.09787818657753727,0.11111111111111116,0.22717992939209875,0.08571428571428569,0.185952959618237,0.09386468699090433,0.9999999999999999,0.05931289529318967,0.16666666666666652,0.1416666666666666,0.0,0.0,0.0,0.0,0.0,0.14056430474010329,0.057565786579162115,0.9615384615384616,0.006689803590332888,0.14601863600085407,0.0,0.0,0.3448275862068967
0.46153846153846145,0.4749208368958273,0.27021258736405473,0.3918547016372727,0.5925925925925926,0.4845063201275138,0.5428571428571429,0.5474375184552138,0.6705237247849074,0.449999999775,0.8727468814797128,0.33333333333333326,0.4916666666666666,0.019663031250575006,0.5,0.0,0.4166666666666665,0.6666666757777777,0.16684647830602617,0.4813523729599176,1.0,0.6593221334387787,0.679929182589367,0.5000000000873015,0.6666666666666665,0.6403940886699507
0.2615384615384615,0.46060587046860046,0.18733588334004958,0.2408064029797305,0.03703703703703709,0.4227545401242153,0.028571428571428525,0.2447761780583223,0.7420232294052613,0.0,0.2372515790374945,0.5,0.2045698924731182,0.1869220588428736,0.1875,0.5555555555555557,0.0,0.0,0.9055222309360802,0.1968082801447405,0.6153846153846154,0.04570330600544281,0.13876505419920254,0.06250000002182537,0.0,0.5049261083743842
0.0,0.08294331349185352,0.0664740230884979,0.02933245134574952,0.0,0.0,0.0,0.0,0.39229739767050154,0.49999999925,0.3135110158430241,0.033333333333333326,0.002956989247311803,0.0031793452263912418,0.0,0.0,0.0,0.0,0.0,0.0003006895591455838,0.0,0.10679105709830727,0.0027485768947917433,0.0,0.0,0.0
0.0,0.07496029264214471,0.064459658742411,0.0,0.0,0.0,0.0,0.0013028705337015944,0.3634558104904544,0.49999999925,0.33893082811153397,0.033333333333333326,0.0,0.002201085156732398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11287167924315367,0.0,0.0,0.0,0.17733990147783263
0.8923076923076922,0.9999999999999999,0.8021006940873546,0.6716112106339578,0.7037037037037037,0.9415411557123144,0.6857142857142857,0.7592612538126251,0.9787798451828092,0.149999999925,0.7390232632722824,0.9666666666666666,0.6032258064516128,0.6472401682713976,0.8125,0.40000000280000025,0.6666666666666661,0.6666666757777777,0.8614150363509188,0.7447118755872142,0.7307692307692308,0.6573239371225861,0.9659007418691208,0.6736111113560406,0.6666666666666665,0.9704433497536945
0.5076923076923077,0.49775891170737885,0.3408592223489943,0.4554926604604878,0.33333333333333337,0.505477696541819,0.29523809523809524,0.4325776233415203,0.7998737098054506,0.250000000375,0.5338160533681787,0.6333333333333333,0.45645161290322567,0.14708142457580065,0.4375,0.0769230833846154,0.583333333333333,0.33333333788888875,0.31710577446180155,0.34115925053684293,0.9230769230769231,0.332407364417002,0.4826755069486726,0.30555555562345676,0.33333333333333326,0.45320197044334976
0.7538461538461538,0.7288141195527106,0.37999544357615883,0.4465760186582926,0.40740740740740744,0.7119602849507624,0.3714285714285714,0.5154067361679286,0.7760243497589578,0.250000000375,0.427052842694543,0.9666666666666666,0.485752688172043,0.12866567587664873,0.5625,0.16666666666666663,0.583333333333333,0.33333333788888875,0.49382316991316766,0.4133402379751998,0.8846153846153847,0.3199055541223521,0.5444872503163787,0.3611111112469135,0.33333333333333326,0.4507389162561576
1.0,0.9100906157927465,0.716730015247878,0.9512326711071757,1.0,0.9914484357716228,1.0000000000000002,0.980548019260828,0.9123742483832316,0.29999999985,1.0,1.0,0.9999999999999999,0.4613964350128064,1.0,0.16666666666666663,1.0,1.0,0.5154252951525045,0.9272477926871179,0.9230769230769231,0.9535131093005942,0.9999999999999998,1.0,1.0,0.9088669950738916
0.6307692307692307,0.3751915472580284,0.12920708383292676,0.3413205421239394,0.4444444444444444,0.6078851270085813,0.40952380952380957,0.46174996229982646,0.37578256610573635,0.749999999625,0.3677399474013533,0.5999999999999999,0.40161290322580634,0.08432603051849714,0.4375,0.0769230833846154,0.583333333333333,0.33333333788888875,0.31152066244162313,0.3451624442456891,0.9615384615384616,0.3123049916780254,0.5092153156819761,0.30555555562345676,0.33333333333333326,0.667487684729064
0.6923076923076923,0.6863754080213353,0.37999544357615883,0.541100574800151,0.40740740740740744,0.7456525746017774,0.3714285714285714,0.5880409815242178,0.7760243497589578,0.250000000375,0.427052842694543,0.8333333333333333,0.5803763440860213,0.5565811561549489,0.5,0.27272727781818185,0.583333333333333,0.33333333788888875,0.6759999152165159,0.448033456304195,0.8076923076923078,0.3191815592548257,0.5935626286587814,0.3333333333915343,0.33333333333333326,0.7487684729064038
0.723076923076923,0.7571065942783343,0.3859306241658954,0.41602665881442497,0.40740740740740744,0.7720484533895028,0.3714285714285714,0.5434223000127454,0.7622296101726459,0.250000000375,0.427052842694543,0.8999999999999999,0.3954301075268817,0.43662324965787347,0.5625,0.40000000280000025,0.583333333333333,0.33333333788888875,0.8400845715254668,0.47264964119970176,0.7307692307692308,0.32507357252693736,0.5649215927771833,0.3611111112469135,0.33333333333333326,0.6403940886699507
0.29230769230769216,0.5497354952405737,0.5207131808498284,0.47754384387121745,0.2962962962962963,0.405215218918093,0.2571428571428572,0.36892038671258287,0.975173782962499,0.0,0.5931289486613684,0.2666666666666666,0.28091397849462363,0.07904342758625148,0.3125,0.5555555555555557,0.08333333333333304,0.33333333788888875,0.6848760394808426,0.35581675851736094,0.3076923076923077,0.3957719511486415,0.39344248949838484,0.25000000008730155,0.33333333333333326,0.4064039408866996
0.23076923076923062,0.46060587046860046,0.1994220693561401,0.24901082701358884,0.07407407407407418,0.3300097386297781,0.057142857142857106,0.18239346845939852,0.7420232294052613,0.0,0.13557232996345503,0.33333333333333326,0.10026881720430103,0.059752350497570425,0.125,0.7500000000000001,0.0,0.0,0.7495965719211231,0.1484932080251672,0.34615384615384615,0.05091055899131436,0.12866451562164416,0.041666666652116435,0.0,0.2660098522167488
0.3076923076923077,0.2825188349573977,0.20093284260815142,0.4192612371947548,0.2962962962962963,0.3849391225563842,0.2571428571428572,0.328434980913036,0.5598743577774716,0.49999999925,0.5931289486613684,0.30000000000000004,0.33037634408602146,0.3785867071209764,0.3125,0.27272727781818185,0.583333333333333,0.33333333788888875,0.4389608370956004,0.3247393477467947,0.19230769230769232,0.4044501731579502,0.3120414236204932,0.25000000008730155,0.33333333333333326,0.3793103448275862
0.29230769230769216,0.3185732404876501,0.3404275726757598,0.30773716092152065,0.2962962962962963,0.26783026536568755,0.2571428571428572,0.24707584876695465,0.740808902978892,0.250000000375,0.5931289486613684,0.2666666666666666,0.27069892473118273,0.1584781577564544,0.3125,0.0769230833846154,0.33333333333333304,0.33333333788888875,0.13204603743190835,0.23737028224040924,0.11538461538461539,0.4229179151678244,0.3405128491020338,0.25000000008730155,0.33333333333333326,0.1798029556650248
0.16923076923076907,0.21865466804831524,0.14445869952709228,0.211499289754782,0.2962962962962963,0.16522519443066874,0.2571428571428572,0.19205230489081293,0.5278647301890389,0.49999999925,0.6100754901737083,0.0,0.1924731182795698,0.006114125435367773,0.1875,0.0,0.33333333333333304,0.33333333788888875,0.003375442463808165,0.17636481998520992,0.07692307692307693,0.4422199147478054,0.25869300824083713,0.19444444446384485,0.33333333333333326,0.2142857142857143
0.3999999999999999,0.19734291165633255,0.006043093008045258,0.323304068074949,0.11111111111111116,0.44906741470958866,0.08571428571428569,0.3264860727242632,0.12892362166894533,0.9999999999999999,0.07625943680552955,0.5999999999999999,0.3416666666666667,0.0017119551219029765,0.1875,0.16666666666666663,0.0,0.0,0.4659085610123146,0.15415653582039723,0.8461538461538463,0.002135025381022837,0.13606065074585638,0.06250000002182537,0.0,0.435960591133005
0.24615384615384617,0.3104594080984966,0.07338041508042653,0.28370857205810246,0.07407407407407418,0.3762819914678931,0.057142857142857106,0.2716147614019524,0.45490263856669055,0.49999999925,0.17793868374430477,0.3666666666666667,0.20698924731182788,0.006114125435367773,0.125,0.5555555555555557,0.0,0.0,0.7887439326819135,0.1652722884204877,0.576923076923077,0.04286316509302979,0.09814412402916656,0.041666666652116435,0.0,0.665024630541872
0.18461538461538463,0.3659056441483789,0.1913646119113615,0.2037107433886392,0.03703703703703709,0.2826673328605701,0.028571428571428525,0.14303247550282527,0.7420232294052613,0.0,0.21183176676898463,0.33333333333333326,0.08602150537634401,0.44021710113556417,0.125,0.40000000280000025,0.0,0.0,0.5918893999448909,0.13534711329856808,0.2307692307692308,0.07007437658986904,0.09836289970101658,0.041666666652116435,0.0,0.25369458128078815
0.33846153846153837,0.555306096788822,0.49351926231362475,0.44940780022660937,0.2592592592592593,0.44914675400788695,0.2190476190476191,0.4061631269635415,0.975173782962499,0.0,0.6693883833316339,0.46666666666666656,0.3443548387096773,0.16461880063742557,0.375,0.7500000000000001,0.33333333333333304,0.33333333788888875,0.8192151168952289,0.3906237006138644,0.46153846153846156,0.3895188936340044,0.35977565264179795,0.2777777778553791,0.33333333333333326,0.4433497536945813
0.3999999999999999,0.35037451234704065,0.08546660109651702,0.2678482887134483,0.11111111111111116,0.47380650056823115,0.08571428571428569,0.26604364087405874,0.45490263856669055,0.49999999925,0.07625943680552955,0.5999999999999999,0.1811827956989247,0.08262733532265594,0.25,0.5555555555555557,0.0,0.0,0.8192151168952289,0.18713967724143798,0.5384615384615385,0.034453128050788484,0.1346057241932252,0.08333333339153443,0.0,0.6009852216748769
0.46153846153846145,0.5543438606015658,0.368053140885198,0.5251713614974545,0.37037037037037046,0.5397348295813883,0.3333333333333333,0.44027632572090114,0.7998737098054506,0.250000000375,0.4575566165626492,0.43333333333333335,0.35618279569892464,0.09099755174597104,0.375,0.7500000000000001,0.33333333333333304,0.33333333788888875,0.7788016561040574,0.389710584728858,0.42307692307692313,0.36633180955977007,0.45930263199313764,0.2777777778553791,0.33333333333333326,0.48029556650246297
0.19999999999999996,0.10296151910566709,0.014100550331961975,0.12629620070028585,0.11111111111111116,0.22717992939209875,0.08571428571428569,0.21546680468283697,0.09386468699090433,0.9999999999999999,0.05931289529318967,0.16666666666666652,0.186021505376344,0.0,0.0,0.0,0.0,0.0,0.14056430474010329,0.057565786579162115,0.9615384615384616,0.0032106555711104434,0.16097409515832678,0.0,0.0,0.24384236453201968
0.3538461538461537,0.5497354952405737,0.5129434897531546,0.4670574688813662,0.2962962962962963,0.4656609338992458,0.2571428571428572,0.3485848803050027,0.975173782962499,0.0,0.6100754901737083,0.3999999999999999,0.2559139784946236,0.49451054462771066,0.375,0.5555555555555557,0.33333333333333304,0.33333333788888875,0.7592297420462493,0.38652973675880675,0.2692307692307693,0.40699587022209016,0.3385509077221532,0.2777777778553791,0.33333333333333326,0.41133004926108374
