Societal Capital Scores,Node H-Index,Eigenvector Centrality,Eccentricity Centrality,Extended Degree,Laplacian Centrality,PageRank Centrality,Degree Centrality,Second order centrality,Improved Gravity Index Values,Closeness Centrality,DNC Scores,Semi local centrality,LGC Scores,Local Gravity Model Centrality,Gravity Model Centrality,Clustered Local Degree,GIN Values,EIGSM Values,EHCC Value,MCGM Values,Constraint Coefficients,Gravity Index Centrality,P Value,H-GSM_1,Average Spreading Ability
0.625,0.5,0.011735130839306097,0.03703702874074066,0.6666666666666665,0.7272727272727272,0.874751724121381,0.9999999999999999,0.2404638075733061,0.575,0.09049901368750723,1.0,0.4565217391304347,0.4710772428126083,0.625,0.6104582336846003,0.5,0.31485708362919773,0.5788847679661144,0.39071038245901635,0.2586939732460629,1.0,0.7049180327868853,0.2222222222222222,0.44969021231824824,0.49462365591397855
0.875,0.5,0.025959256980521477,0.11999999439999987,0.8888888888888886,0.9090909090909091,0.7500907689590691,0.9999999999999999,0.28230527909453285,0.875,0.22056829574808678,1.0,0.7608695652173914,0.8063733979909942,0.875,0.8014195007260053,0.8333333333333333,0.5233307211532079,0.7315850042321217,0.6147540983606556,0.37470659732752515,1.0,0.9672131147540984,0.4444444444444445,0.5848082312119978,0.4936461388074292
0.75,0.5,0.01104084209535016,0.07692305753846118,0.7777777777777775,0.8181818181818182,0.8354204342635866,0.9999999999999999,0.2447789798028861,0.7,0.14344067326481058,1.0,0.6304347826086956,0.6120540353307933,0.75,0.6970796572759815,0.6666666666666665,0.40493051713239736,0.625207988473361,0.4644808742622951,0.2966349404975365,1.0,0.7704918032786886,0.3333333333333333,0.5079766179638039,0.3470185728250245
0.0,0.0,0.0014943176425212187,0.03703702874074066,0.0,0.0,0.011979813872305622,0.0,0.06558374232491948,0.024999999999999994,0.053043932357403234,0.0,0.06521739130434778,0.02216834083824039,0.0,0.019540841404026066,0.0,0.07363340927053352,0.07762024379868399,0.060109289672131166,0.015227469634752237,0.0,0.08196721311475409,0.0,0.04720091633505308,0.24633431085043994
0.625,0.5,0.0072167558958596565,0.03703702874074066,0.6666666666666665,0.7272727272727272,0.874751190839859,0.9999999999999999,0.23197015340710014,0.575,0.08242256323479502,1.0,0.4565217391304347,0.4710772428126083,0.625,0.6097510763283888,0.5,0.3103460004071448,0.5779719478286836,0.39071038245901635,0.25685165297875184,1.0,0.7049180327868853,0.2222222222222222,0.44503583858465623,0.4897360703812316
0.875,0.5,0.017505294628722814,0.11999999439999987,0.8888888888888886,0.9090909090909091,0.7500886358329809,0.9999999999999999,0.27362024215221026,0.875,0.21073771215790926,1.0,0.7608695652173914,0.8063733979909942,0.875,0.8003144518943517,0.8333333333333333,0.5172737222658428,0.73033397682935,0.6147540983606556,0.37068571608306133,1.0,0.9672131147540984,0.4444444444444445,0.5786290909834391,0.6549364613880742
0.5,0.0,0.03157012271746749,0.21739130434782594,0.5555555555555554,0.6363636363636364,0.9833916580371348,0.9999999999999999,0.25246282748264925,0.11249999999999999,0.33151256793004547,1.0,0.30434782608695654,0.33321787322480084,0.5,0.512817986781317,0.33333333333333326,0.30916077651291696,0.4979866760930413,0.2704918032786885,0.15574115152437398,1.0,0.21311475409836067,0.1111111111111111,0.4155962625169103,0.19550342130987292
0.0,0.0,0.00950884436514017,0.16666667133333335,0.0,0.0,0.05390978458715079,0.0,0.07259844912337465,0.0,0.21440868512845324,0.0,0.0,0.0,0.0,0.004018158336872801,0.0,0.06041551825847469,0.004791318419950508,0.0,0.0013795628214643627,0.0,0.0,0.0,0.04987969231813172,0.05865102639296188
0.0,0.0,0.00950884436514017,0.16666667133333335,0.0,0.0,0.05390978458715079,0.0,0.07259844912337465,0.0,0.21440868512845324,0.0,0.0,0.0,0.0,0.004018158336872801,0.0,0.06041551825847469,0.004791318419950508,0.0,0.0013795628214643627,0.0,0.0,0.0,0.04987969231813172,0.2013685239491691
0.5,0.0,0.021498635194660144,0.21739130434782594,0.5555555555555554,0.6363636363636364,0.9833758373519802,0.9999999999999999,0.2439151559299897,0.11249999999999999,0.3200502686210065,1.0,0.30434782608695654,0.33321787322480084,0.5,0.5109425231843066,0.33333333333333326,0.30058391332463663,0.49587966260264355,0.2704918032786885,0.15239637637652237,1.0,0.21311475409836067,0.1111111111111111,0.40726806654864434,0.4711632453567937
0.0,0.0,0.005576326151755822,0.16666667133333335,0.0,0.0,0.05390480729294489,0.0,0.06479484608090358,0.0,0.20466487844260262,0.0,0.0,0.0,0.0,0.0035441420619486685,0.0,0.053421488128102324,0.004050046532765028,0.0,0.0006711046563531442,0.0,0.0,0.0,0.04302845732322558,0.07233626588465297
0.0,0.0,0.005576326151755822,0.16666667133333335,0.0,0.0,0.05390480729294489,0.0,0.06479484608090358,0.0,0.20466487844260262,0.0,0.0,0.0,0.0,0.0035441420619486685,0.0,0.053421488128102324,0.004050046532765028,0.0,0.0006711046563531442,0.0,0.0,0.0,0.04302845732322558,0.15640273704789825
0.625,0.5,0.13653156046648934,0.40000000000000013,0.6666666666666665,0.7272727272727272,0.845217437985803,0.9999999999999999,0.637076342896371,0.6000000000000001,0.667435262104991,1.0,0.4782608695652173,0.5001731901627988,0.625,0.7093439709278045,0.5,0.6744002531650028,0.7042748142725175,0.4535519126229507,0.3234535754515049,1.0,0.7377049180327869,0.3333333333333333,0.791887428910893,0.5395894428152492
0.5,0.5,0.0715323990133391,0.3333333426666667,0.49999999999999994,0.4545454545454546,0.409399335691208,0.5000000000000001,0.5186306068166404,0.6000000000000001,0.5499176394202683,0.5,0.4565217391304347,0.32871492899203325,0.375,0.40857945502883,0.5,0.5871631216632605,0.41037058874524585,0.3060109290163934,0.21148730234657875,0.749999999625,0.6065573770491803,0.2222222222222222,0.6008149495669031,0.47507331378299117
0.875,0.5,0.22557490523036047,0.4736842134736843,0.8888888888888886,0.9090909090909091,0.7769425601583776,0.9999999999999999,0.7877263203335119,0.8250000000000002,0.8022540300898919,1.0,0.7391304347826086,0.7384828541738829,0.875,0.8887550314208437,0.8333333333333333,0.8795392529622876,0.7948572607303663,0.6366120218032787,0.4567087033118764,1.0,0.9344262295081968,0.5555555555555556,0.9437418991741051,0.702834799608993
0.0,0.0,0.050494321332685936,0.3333333426666667,0.0,0.0,0.014770742718063001,0.0,0.41637155605966214,0.012500000000000011,0.49485924321241925,0.0,0.06521739130434778,0.012469691721510218,0.0,0.03306175524828425,0.0,0.3080376543448087,0.08246768047955327,0.04644808737704917,0.02309669486082603,0.0,0.08196721311475409,0.0,0.2757783953809989,0.27077223851417404
0.625,0.5,0.049244056685184695,0.2727272574545452,0.6666666666666665,0.7272727272727272,0.8722732982475568,0.9999999999999999,0.4303894339560359,0.625,0.4516087043433392,1.0,0.4782608695652173,0.5292691375129893,0.625,0.6732597204444921,0.5,0.5273628837058106,0.6754183136535354,0.401639344262295,0.285365118688796,1.0,0.7049180327868853,0.2222222222222222,0.6566935755453422,0.37047898338220925
0.0,0.0,0.016409586082899726,0.21739130434782594,0.0,0.0,0.022472927741331472,0.0,0.23357994756347478,0.012500000000000011,0.31579820030898786,0.0,0.08695652173913038,0.013855213023900234,0.0,0.023818396881200493,0.0,0.19151296290958486,0.06820547843758534,0.03005464475409836,0.016026468920084545,0.0,0.08196721311475409,0.0,0.1717140383334108,0.2121212121212121
1.0,1.0,0.03612532800052834,0.21739130434782594,0.9999999999999998,1.0,0.8497018023048962,0.9999999999999999,0.36325326062350083,0.925,0.3654733292734138,1.0,0.8043478260869565,0.8545202632490475,1.0,0.8428669533127299,1.0,0.5865461016018316,0.6698657069415859,0.4999999999999999,0.3629436126926297,1.0,0.8032786885245902,0.2222222222222222,0.6660615391392648,0.4936461388074292
0.625,0.5,0.09711509577988903,0.40000000000000013,0.6666666666666665,0.7272727272727272,0.8450626085838949,0.9999999999999999,0.6263416733612472,0.6000000000000001,0.650276678861921,1.0,0.4782608695652173,0.5001731901627988,0.625,0.7039980306268439,0.5,0.6574357453323498,0.6981121117163751,0.4535519126229507,0.30600236527425906,1.0,0.7377049180327869,0.3333333333333333,0.7755759145509886,0.6588465298142716
0.5,0.5,0.05027476247446663,0.3333333426666667,0.49999999999999994,0.4545454545454546,0.4093463630600156,0.5000000000000001,0.5086796508362768,0.6000000000000001,0.5348804415704762,0.5,0.4565217391304347,0.32871492899203325,0.375,0.4061793595337976,0.5,0.5741763554568913,0.40725002394182547,0.3060109290163934,0.20331342390495916,0.749999999625,0.6065573770491803,0.2222222222222222,0.5882368785325405,0.5796676441837731
0.875,0.5,0.16128039885344383,0.4736842134736843,0.8888888888888886,0.9090909090909091,0.7766117478541864,0.9999999999999999,0.7757975139557911,0.8250000000000002,0.7824890405418599,1.0,0.7391304347826086,0.7384828541738829,0.875,0.8802443990380524,0.8333333333333333,0.8566795786712531,0.784749403055176,0.6366120218032787,0.42381513997458004,1.0,0.9344262295081968,0.5555555555555556,0.922319742440838,0.7223851417399805
0.0,0.0,0.035102974105781434,0.3333333426666667,0.0,0.0,0.01472745803452169,0.0,0.4070108604069729,0.012500000000000011,0.4807688433723367,0.0,0.06521739130434778,0.012469691721510218,0.0,0.03186170750076803,0.0,0.2951943869519398,0.08035471193589194,0.04644808737704917,0.019860137307313362,0.0,0.08196721311475409,0.0,0.26361268277525074,0.28934506353861195
0.625,0.5,0.03422047507679688,0.2727272574545452,0.6666666666666665,0.7272727272727272,0.8722373017448174,0.9999999999999999,0.42095198841514003,0.625,0.4382404123142627,1.0,0.4782608695652173,0.5292691375129893,0.625,0.6707104395013396,0.5,0.516876825883257,0.6725448370472882,0.401639344262295,0.2790139512584857,1.0,0.7049180327868853,0.2222222222222222,0.6462804612659958,0.5161290322580645
0.0,0.0,0.010543296770931767,0.21739130434782594,0.0,0.0,0.02246332867393419,0.0,0.22511697690937282,0.012500000000000011,0.30457453748684804,0.0,0.08695652173913038,0.013855213023900234,0.0,0.02319324235674647,0.0,0.18312459411313498,0.06719788190661186,0.03005464475409836,0.014845315792145881,0.0,0.08196721311475409,0.0,0.16356887257048092,0.19550342130987292
1.0,1.0,0.024773888128265323,0.21739130434782594,0.9999999999999998,1.0,0.8496888257878591,0.9999999999999999,0.3541724348225106,0.925,0.3534872693632589,1.0,0.8043478260869565,0.8545202632490475,1.0,0.8409914897157195,1.0,0.5779692384135513,0.6677339888081713,0.4999999999999999,0.3576286977892886,1.0,0.8032786885245902,0.2222222222222222,0.6574510584799316,0.5718475073313782
0.625,0.5,0.13884748050676432,0.40000000000000013,0.6666666666666665,0.7272727272727272,0.8352040997261333,0.9999999999999999,0.641446583177494,0.6000000000000001,0.676136196351341,1.0,0.5217391304347826,0.508486317977139,0.625,0.7220646463492869,0.5,0.6996416546611879,0.7210905996749148,0.4535519126229507,0.3244912567054269,1.0,0.7377049180327869,0.3333333333333333,0.8095892345126035,0.5004887585532747
0.0,0.0,0.05139918715713817,0.3333333426666667,0.0,0.0,0.01190124372805379,0.0,0.42017780804420624,0.012500000000000011,0.5019950940057305,0.0,0.06521739130434778,0.012469691721510218,0.0,0.03531227871727968,0.0,0.32479961384907696,0.08749549286788494,0.04644808737704917,0.023289134347003033,0.0,0.08196721311475409,0.0,0.2874667244185023,0.3098729227761486
0.5,0.5,0.07655506675629786,0.3333333426666667,0.49999999999999994,0.4545454545454546,0.3913575329970165,0.5000000000000001,0.5267374062513484,0.6500000000000001,0.5613706412038437,0.5,0.4565217391304347,0.36924142708694146,0.375,0.4328083634860759,0.5,0.6426731032830297,0.4732160045894082,0.3333333332786885,0.2226174903440828,0.749999999625,0.6065573770491803,0.2222222222222222,0.6368781436266524,0.42717497556207223
0.625,0.5,0.09879402861943196,0.40000000000000013,0.6666666666666665,0.7272727272727272,0.8350501591267622,0.9999999999999999,0.630680637249452,0.6000000000000001,0.6588164560002354,1.0,0.5217391304347826,0.508486317977139,0.625,0.7167187058118438,0.5,0.6826771468285349,0.7149278968475581,0.4535519126229507,0.30673668410616356,1.0,0.7377049180327869,0.3333333333333333,0.793277720152699,0.4222873900293255
0.0,0.0,0.035759160859158534,0.3333333426666667,0.0,0.0,0.011858136805019792,0.0,0.4107963959161276,0.012500000000000011,0.48778382633462103,0.0,0.06521739130434778,0.012469691721510218,0.0,0.03411223099341171,0.0,0.31195634645620784,0.08538252432422366,0.04644808737704917,0.0199965544378611,0.0,0.08196721311475409,0.0,0.2753010105781075,0.2883675464320626
0.5,0.5,0.05391452762049962,0.3333333426666667,0.49999999999999994,0.4545454545454546,0.3913059824498829,0.5000000000000001,0.5167364657092386,0.6500000000000001,0.5461335465565842,0.5,0.4565217391304347,0.36924142708694146,0.375,0.4304082679910435,0.5,0.629686337076661,0.47009543978598783,0.3333333332786885,0.213737485244605,0.749999999625,0.6065573770491803,0.2222222222222222,0.6243000713576428,0.5718475073313782
0.625,0.5,0.014466978792801656,0.11999999439999987,0.6666666666666665,0.7272727272727272,0.8909014439752655,0.9999999999999999,0.26645003807850376,0.575,0.2131829613548355,1.0,0.4782608695652173,0.47523380671977833,0.625,0.6185978505897962,0.5,0.3678063653540933,0.5851085843343469,0.3743169398360655,0.2598112013407655,1.0,0.7049180327868853,0.2222222222222222,0.5080952354142909,0.31378299120234604
0.0,0.0,0.0028298631256107537,0.07692305753846118,0.0,0.0,0.02762113867514915,0.0,0.08535525292961399,0.012500000000000011,0.11325470725966302,0.0,0.04347826086956519,0.011084170419120187,0.0,0.01356485214793235,0.0,0.07012302222853806,0.04660052268705328,0.03005464475409836,0.013308256060352248,0.0,0.08196721311475409,0.0,0.058551506523354835,0.07233626588465297
0.75,0.5,0.02295254523644273,0.16666667133333335,0.7777777777777775,0.8181818181818182,0.8784787397988799,0.9999999999999999,0.3060394900386625,0.7250000000000001,0.28263237739275704,1.0,0.5869565217391304,0.6345687564946312,0.75,0.7074100618672375,0.6666666666666665,0.4601814414258951,0.6480604735041073,0.42896174868852455,0.3017865071295362,1.0,0.7377049180327869,0.2222222222222222,0.5770797364987306,0.5151515151515151
0.5,0.5,0.009222422812286888,0.07692305753846118,0.49999999999999994,0.4545454545454546,0.4228514509656973,0.5000000000000001,0.24337546648304476,0.6000000000000001,0.14786939456063775,0.5,0.3913043478260869,0.3193626602009006,0.375,0.36614545119956277,0.5,0.3451818633402357,0.34968131334338654,0.28961748639344254,0.18789354173967224,0.749999999625,0.6065573770491803,0.2222222222222222,0.3712848232729131,0.3958944281524927
0.625,0.5,0.009167073312716309,0.11999999439999987,0.6666666666666665,0.7272727272727272,0.8908992219689235,0.9999999999999999,0.2578385268489687,0.575,0.20345774971991215,1.0,0.4782608695652173,0.47523380671977833,0.625,0.6174928017581425,0.5,0.36174936646672773,0.5838651696468846,0.3743169398360655,0.2576470375202313,1.0,0.7049180327868853,0.2222222222222222,0.5019160939510854,0.3851417399804496
0.0,0.0,0.0007605364111374982,0.07692305753846118,0.0,0.0,0.027620160992358755,0.0,0.0775031633530272,0.012500000000000011,0.10488538475484743,0.0,0.04347826086956519,0.011084170419120187,0.0,0.01327271684548359,0.0,0.06503915925072468,0.04616375504569814,0.03005464475409836,0.012898956171924734,0.0,0.08196721311475409,0.0,0.05350445463011533,0.15640273704789825
0.75,0.5,0.015281358331923376,0.16666667133333335,0.7777777777777775,0.8181818181818182,0.8784718071390932,0.9999999999999999,0.2972420188081173,0.7250000000000001,0.27190458259534234,1.0,0.5869565217391304,0.6345687564946312,0.75,0.7059880129951684,0.6666666666666665,0.4530302493482006,0.6464552653962259,0.42896174868852455,0.2984657085581444,1.0,0.7377049180327869,0.2222222222222222,0.5698371049074888,0.41055718475073305
0.5,0.5,0.005389028008890933,0.07692305753846118,0.49999999999999994,0.4545454545454546,0.42284994000138476,0.5000000000000001,0.23486876739495832,0.6000000000000001,0.13904139413295158,0.5,0.3913043478260869,0.3193626602009006,0.375,0.36556118078385125,0.5,0.3400411981128677,0.3489650438654414,0.28961748639344254,0.18647810586630587,0.749999999625,0.6065573770491803,0.2222222222222222,0.3660667024319135,0.41544477028348
0.875,0.5,0.9530290045579833,0.7500000070000001,0.8888888888888886,0.9090909090909091,0.6939136491005807,0.9999999999999999,0.9393640484014154,0.9000000000000001,0.8072576483768847,1.0,0.9347826086956521,0.8791132663664705,0.875,0.8993770361783349,0.8333333333333333,0.8401301200978872,0.9026647213990981,0.8907103824590163,0.9395971561593173,1.0,0.9672131147540984,1.0,0.8501988163984988,1.0
0.5,0.5,0.6879149143806617,0.8666666853333336,0.49999999999999994,0.4545454545454546,0.31541548896627214,0.5000000000000001,0.8868893293353455,0.7,0.8022540300898919,0.5,0.5869565217391304,0.428472462764115,0.375,0.4662114320828854,0.5,0.7478735811379391,0.5646336138402865,0.6885245901639343,0.5440195002508119,0.749999999625,0.6721311475409836,1.0,0.684119414390262,0.7898338220918866
0.875,0.5,1.0,0.8666666853333336,0.8888888888888886,0.9090909090909091,0.6715879070593408,0.9999999999999999,1.0,0.9500000000000002,1.0,1.0,0.9565217391304348,0.9470038101835816,0.875,0.9673107306064535,0.8333333333333333,0.9961506194164362,0.9999999999999998,1.0,1.0,1.0,1.0000000000000002,1.0,0.9910732707525476,0.9960899315738023
0.75,0.5,0.7506640201827409,0.6470588169411764,0.7777777777777775,0.8181818181818182,0.7963915150288067,0.9999999999999999,0.822627473456975,0.7250000000000001,0.6292751184272307,1.0,0.6739130434782609,0.6525805334257014,0.75,0.7372967123078917,0.6666666666666665,0.5995359954270072,0.7169690684462766,0.5601092896721311,0.6959055044153675,1.0,0.7704918032786886,0.3333333333333333,0.6642909816414448,0.7057673509286413
0.875,0.5,0.811247709401561,0.7500000070000001,0.8888888888888886,0.9090909090909091,0.6925562698664033,0.9999999999999999,0.9326296213761605,0.875,0.797275205204135,1.0,0.8695652173913042,0.8306200207828196,0.875,0.873521617985044,0.8333333333333333,0.803004634323732,0.8505204310381644,0.8770491803278688,0.8311751589760331,1.0,0.9672131147540984,1.0,0.8200959844003868,0.7380254154447703
0.875,0.5,0.8475035806927992,0.8666666853333336,0.8888888888888886,0.9090909090909091,0.6701591569814597,0.9999999999999999,0.9929066083448985,0.925,0.9879767499879906,1.0,0.8913043478260869,0.8985105645999307,0.875,0.9414553124131624,0.8333333333333333,0.959025133642281,0.9478557093678517,0.9863387978688523,0.8807065561874498,1.0,1.0000000000000002,1.0,0.9609704399890817,0.8054740957966764
0.625,0.5,0.5400717898073146,0.6470588169411764,0.6666666666666665,0.7272727272727272,0.7930382408180255,0.9999999999999999,0.8103832946288825,0.575,0.6128215975318172,1.0,0.5,0.47523380671977833,0.625,0.6312238613634074,0.5,0.4969989393368466,0.6305269692543323,0.5054644808196721,0.5187495087095587,1.0,0.7377049180327869,0.3333333333333333,0.5908743815098911,0.8084066471163245
0.625,0.5,0.5459286576117869,0.6470588169411764,0.6666666666666665,0.7272727272727272,0.7997155476361274,0.9999999999999999,0.9334199407657255,0.625,0.9241647335561645,1.0,0.5869565217391304,0.5500519570488397,0.625,0.7713007732333529,0.5,0.8274584480206444,0.7952851954630962,0.6475409836065573,0.5363660291160071,1.0,0.7377049180327869,0.7777777777777777,0.9085400070236584,0.8611925708699901
0.0,0.0,0.21035796136784982,0.5555555711111113,0.0,0.0,0.0018668408482624965,0.0,0.6673157177918665,0.012500000000000011,0.702744164640581,0.0,0.08695652173913038,0.013855213023900234,0.0,0.044337855303941964,0.0,0.41880467126374676,0.10695593838944212,0.11202185786885246,0.06098487334306544,0.0,0.08196721311475409,0.0,0.36210259499532493,0.3910068426197458
0.5,0.5,0.3002514582820848,0.5555555711111113,0.49999999999999994,0.4545454545454546,0.3694065989855386,0.5000000000000001,0.8616517486569948,0.6500000000000001,0.8640283388576129,0.5,0.4782608695652173,0.37235885001731905,0.375,0.4665075743681947,0.5,0.810518836057631,0.5200327836647347,0.5136612021311475,0.32353697578054896,0.749999999625,0.639344262295082,0.6666666666666665,0.7868244204432409,0.5913978494623655
1.0,1.0,0.88542270013797,0.7500000070000001,0.9999999999999998,1.0,0.7149367621439092,0.9999999999999999,0.9955093203816874,1.0000000000000002,0.9760852149200492,1.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,0.9194011096171029,0.8688524590163933,0.9324967119696346,1.0,1.0000000000000002,0.8888888888888888,1.0,0.9530791788856303
0.625,0.5,0.39207302763474033,0.6470588169411764,0.6666666666666665,0.7272727272727272,0.7980171348685857,0.9999999999999999,0.9200546771979541,0.6000000000000001,0.9018878625453834,1.0,0.5434782608695652,0.512642881884309,0.625,0.7393399441466304,0.5,0.7755269650327594,0.7416613397494307,0.6338797814754098,0.44662818392164655,1.0,0.7377049180327869,0.7777777777777777,0.8648154324125485,0.7126099706744868
0.0,0.0,0.15027951571561823,0.5555555711111113,0.0,0.0,0.0013846654720568452,0.0,0.6563608524766127,0.012500000000000011,0.6849208083268639,0.0,0.06521739130434778,0.012469691721510218,0.0,0.03932188991502267,0.0,0.3867696370543625,0.09432350752448665,0.11202185786885246,0.04583205911278574,0.0,0.08196721311475409,0.0,0.3341762167826321,0.30596285434995113
0.5,0.5,0.21506718200381422,0.5555555711111113,0.49999999999999994,0.4545454545454546,0.36883003277992643,0.5000000000000001,0.84903469218541,0.6500000000000001,0.8430097329595729,0.5,0.4565217391304347,0.36924142708694146,0.375,0.4564756435430596,0.5,0.7781258720290933,0.5040365483306701,0.5136612021311475,0.28516959009379267,0.749999999625,0.639344262295082,0.6666666666666665,0.7579514743830313,0.6177908113391983
0.875,0.5,0.636674784613078,0.7500000070000001,0.8888888888888886,0.9090909090909091,0.7112443208850908,0.9999999999999999,0.981421751198315,0.8500000000000001,0.9526941904412141,1.0,0.826086956521739,0.7869760997575338,0.875,0.8939271490555156,0.8333333333333333,0.8974629439098389,0.8324206008704578,0.8142076503278688,0.7080204518332901,1.0,0.9672131147540984,0.8888888888888888,0.9265833998684458,0.7790811339198436
0.75,0.5,0.677010070602121,0.5555555711111113,0.7777777777777775,0.8181818181818182,0.8265711606863441,0.9999999999999999,0.794084671015203,0.7,0.6128215975318172,1.0,0.6521739130434783,0.6210599237963284,0.75,0.7158031861036317,0.6666666666666665,0.5699202132652526,0.6730079824529234,0.44808743163934417,0.6349315791921526,1.0,0.7377049180327869,0.2222222222222222,0.6492202613233526,0.6871945259042032
0.0,0.0,0.26154300012566173,0.4736842134736843,0.0,0.0,0.00940806373211922,0.0,0.5512846999660055,0.024999999999999994,0.44992585223442805,0.0,0.06521739130434778,0.02216834083824039,0.0,0.025740359981781896,0.0,0.2188221884426491,0.08502066771086325,0.04371584704918033,0.07778712572880817,0.0,0.08196721311475409,0.0,0.17121125067393206,0.31378299120234604
0.75,0.5,0.7195154527311263,0.6470588169411764,0.7777777777777775,0.8181818181818182,0.8042532401074277,0.9999999999999999,0.8478351480073107,0.75,0.7679260164907111,1.0,0.6739130434782609,0.6841011430550745,0.75,0.7755159342259671,0.6666666666666665,0.7069151470476467,0.7654748285860387,0.5573770491803278,0.684131708308589,1.0,0.7704918032786886,0.3333333333333333,0.7729206215488231,0.7565982404692082
0.375,0.5,0.013270188851042614,0.07692305753846118,0.3888888888888889,0.36363636363636365,0.37323671575730466,0.5000000000000001,0.18074060023462124,0.5,0.1228048154983552,0.5,0.34782608695652173,0.2438517492206443,0.29166666666666663,0.3017401409412998,0.33333333333333326,0.22969390512418864,0.3447282666121633,0.3114754098360656,0.1718478317496145,0.749999999625,0.6065573770491803,0.3333333333333333,0.2568232875313965,0.3743890518084066
