Subgraph centrality,Degree Centrality,GSM,PageRank Centrality,GGC Values,Extended Coreness,Local Gravity Model Centrality,Centrality Values,Improved Gravity Index Values,Clustered Local Degree,Closeness Centrality,MDD Value,Local-Global Centrality,H Values,Density Centrality,Eigenvector Centrality,Constraint Coefficients,Global Relative Change in Avg Clustering,HCC Value,Node H-Index,Eccentricity Centrality,Laplacian Centrality,Global Relative Change in Avg Degree,Extended Degree,EHCC Value,Average Spreading Ability
0.1317202450951954,0.1333333333333333,0.36909871466198396,0.10055925760828316,0.0685216940575765,0.43769470404984423,0.09772989611388996,0.14356513602388865,0.6262900597501359,0.6479074469722966,0.2916014754834807,0.18407960199004975,0.10747530148444794,0.0813161150404682,0.07412398920710987,0.3269982482095325,0.5119970608643691,0.17522789655411225,0.5654170985921906,0.5,0.0,0.15503875968992248,0.08068902535725116,0.3939393939393939,0.2660512265552199,0.30877742946708464
0.13316630272345856,0.1333333333333333,0.36909871466198396,0.10028858105046923,0.06891118808446052,0.43769470404984423,0.09772989611388996,0.14362948405570564,0.6262900597501359,0.6479074469722966,0.2916014754834807,0.18407960199004975,0.10747530148444794,0.08179151796599385,0.07412398920710987,0.3291716578429451,0.5255867033246507,0.1713866565502639,0.6055711954578458,0.5,0.0,0.15503875968992248,0.08068902535725116,0.3939393939393939,0.27294663526457585,0.26489028213166144
0.02038875510973255,0.03333333396666664,0.20319653374945723,0.03068571212372409,0.03560561037967102,0.15109034267912774,0.02090547646530717,0.02939613294227361,0.1531776208582292,0.19618224883081353,0.26179605108269877,0.03482587064676618,0.0327873780586449,0.01171054484942624,0.02852650493803468,0.10085409429490434,0.24654813902511485,0.5896110830169562,0.11416506128770264,0.0,0.0,0.05167958656330749,0.0,0.14204545454545453,0.06602778373434567,0.2225705329153605
0.03347805422503698,0.03333333396666664,0.20319653374945723,0.024516695223325585,0.04444881003192929,0.21651090342679125,0.02860074387584969,0.03239500186052954,0.17762085822922322,0.2779248525103192,0.26179605108269877,0.03482587064676618,0.03390243080184992,0.015597263601401663,0.02852650493803468,0.14132791983159204,0.2593212978038887,0.3290293858930163,0.1843236035262918,0.16666666666666663,0.0,0.0710594315245478,0.0,0.19886363636363638,0.08262769238937681,0.25078369905956116
0.08838935765533329,0.1333333333333333,0.32349844814612805,0.11412327784806747,0.07063535159961357,0.3442367601246106,0.07977427215595742,0.14461635024564334,0.43309795401050155,0.4816974860210642,0.276491796724622,0.1691542288557214,0.1024087422613001,0.06093941123912382,0.07255166216821722,0.2572983075420658,0.49768297438077147,0.11548014274841838,0.3045636390285623,0.33333333333333326,0.0,0.12919896640826872,0.08068902535725116,0.31818181818181823,0.18530299784761128,0.22727272727272724
0.11374376426155049,0.16666666729999996,0.3965292051925122,0.14161507168736487,0.09990229782522814,0.3746105919003115,0.09837116839810184,0.17618254569201014,0.5795763172189028,0.49785138129602147,0.3071428527291006,0.18905472636815918,0.12868535139926757,0.08676760877510152,0.09231805929312521,0.2989170555577481,0.5822852213099059,0.13355827958670857,0.3988739069781323,0.5,0.0,0.14728682170542634,0.11604714134340612,0.34659090909090906,0.2420749278249399,0.3699059561128527
0.13943351460425002,0.19999999999999996,0.42395969572304026,0.17342631136022085,0.1295092805635539,0.4158878504672897,0.12196998845709887,0.20851861933022453,0.6078218359587181,0.5322351752640551,0.3231347752016446,0.22388059701492535,0.15477192076940782,0.10901399667012253,0.11185983828172183,0.33659094326293776,0.6445471757650123,0.186525062582869,0.45903096724505005,0.5,0.0,0.17054263565891473,0.1514052573295611,0.38636363636363635,0.28199635425189346,0.3510971786833855
0.06596040694094694,0.06666666666666667,0.2923063482867154,0.03990676019325082,0.033537832026006256,0.29906542056074764,0.048480184686417856,0.07921926619351498,0.42404490313235566,0.4653878902956091,0.26179605108269877,0.09950248756218905,0.05762199332583523,0.03919123463696107,0.04177897574282303,0.2162183189316078,0.38723466193376466,0.0,0.2604830344058036,0.33333333333333326,0.0,0.09948320413436693,0.009972799241695564,0.2689393939393939,0.15721613023918762,0.18652037617554862
0.03990933475972453,0.03333333396666664,0.20742979487740387,0.017227775221749703,0.016097977731055195,0.2305295950155763,0.030139797357958187,0.04783316716062384,0.1808799565453558,0.39372687453948024,0.2474975545582231,0.03482587064676618,0.03389839388641154,0.019562928477931917,0.027628032336313828,0.15803382633603336,0.09613199642584269,0.3422050236150017,0.21040154114212223,0.16666666666666663,0.0,0.07493540051679587,0.0,0.21022727272727273,0.09651147280309544,0.19905956112852669
0.14188139443641398,0.19999999999999996,0.42395969572304026,0.1726081885348284,0.12935807443170264,0.4197819314641744,0.12312427856868026,0.20848491318767848,0.6110809342748507,0.5379117446007203,0.3231347752016446,0.22388059701492535,0.15504382223637092,0.1100254609495077,0.11185983828172183,0.3401681007078424,0.6514410939181713,0.23041722798197892,0.5011853605050394,0.6666666666666665,0.0,0.17183462532299743,0.1514052573295611,0.39015151515151514,0.2895505857465224,0.34326018808777436
0.09418497747361933,0.10000000063333332,0.34623997242254956,0.06977955731376262,0.08283326629307824,0.38551401869158874,0.07425933051173528,0.1079051211527524,0.5915263443780554,0.5029894879881818,0.276491796724622,0.14925373134328357,0.0825372590119177,0.05954325943623863,0.05727762802367581,0.2678386871730282,0.5694613647856008,0.1404286419307873,0.42095125180529414,0.5,0.0,0.1317829457364341,0.045330915227850516,0.34659090909090906,0.19954650357763942,0.37460815047021945
0.09418497747361933,0.10000000063333332,0.34623997242254956,0.06977955731376262,0.08283326629307824,0.38551401869158874,0.07425933051173528,0.1079051211527524,0.5915263443780554,0.5029894879881818,0.276491796724622,0.14925373134328357,0.0825372590119177,0.05954325943623863,0.05727762802367581,0.2678386871730282,0.5694613647856008,0.1404286419307873,0.42095125180529414,0.5,0.0,0.1317829457364341,0.045330915227850516,0.34659090909090906,0.19954650357763942,0.2335423197492163
