Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,Clustered Local Degree,DIL Centrality,I-GSM Values,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
11,0.012387387,0.008198491,0.285507735,22,770.4329342,234.2570556,6.41683567,0.002631928,35,278,0.002653005,0.000348132,0.109090909,96.49090909,195.6148623,194.222419,267,4941.804363,957,306,0.000240269,4083,0.111111111,78.75,8.6,1.928834394,0.190633507,52,41.4,0.000292586,3661.01746,332.8027271,-0.115981497,35979.42665,0.049238205,0.010240517,316,1490.285089,1309221,12.39571429,1912.682231,98,577,4730,6,0.380779427,994.200816,120.9002945,-5497.915453,4
12,0.005630631,0.053901611,-0.308868623,0,1113.424722,309.7099148,4.095135084,0.001149301,24,696,0.000591661,0.001848609,0.3,172.9,30.22328549,468.2824956,729,4710.604819,665,296,0.000335909,20368,0.142857143,54.09090909,4.7,3.250103721,0.581163678,198,56.2,0.014501609,15088.98552,493.1829687,-0.279794778,104954.5515,0.055482622,0.348038607,1765,2227.40193,12912408,6.336628444,3032.386323,138,2164,22448,4,2.080725432,1129.224506,94802.65233,-6895.268422,4
13,0.005630631,0.002276615,-0.007142857,5,710.2526843,207.2040323,2.668866547,0.001377875,16,125,0.000591661,0.001838792,0.3,55.9,15.2,126.144965,96.75,1799.396847,215,116,0.000227739,1843,0.111111111,18.29545455,4.4,0.830561018,0.142320416,45,20.2,0.000152305,1365.327981,132.8338248,-0.277959901,7061.318708,0.018209154,0.002436887,153,1366.458239,249110,6.276666667,864.5231085,48,211.5,1840.75,3,0.101597703,140.964063,36.71338201,-8051.219472,3
14,0.004504505,0.004673693,0.052298851,4,691.8849557,200.7523153,2.080906455,0.001339296,10,82,0.000248103,0.002392511,0,32,18.75,110.0107702,53.5,1346.460953,128,84,0.000223614,1197,0.111111111,13.36363636,3.4,0.480197417,0.122404473,40,15.2,5.58E-05,1197,61.97999719,-0.25,2293.568306,0.010114915,0.000558456,135,1330.748375,145320,4.226666667,461.8718313,36,115.5,872,2,0.061509074,179.1645021,12.13386233,-9771.367934,2
15,0.001126126,0,-0.923076923,0,686.435201,196.7438448,0.51611332,0.000391742,4,63,0.000782569,0.001164566,0,25,1,102.5198826,19.5,329.9346827,25,52,0.000223164,949,0.111111111,2.227272727,1,0.317871602,0.116250627,40,10.6,5.25E-05,949,39.8571552,-1,551.8191618,0.006094788,0.000210114,123,1321.593311,82940,1.06,258.4006439,26,49.5,646,1,0.017573948,38.16952022,7.474051542,-13647.23483,1
16,0.001126126,0,-0.923076923,0,686.435201,196.7438448,0.51611332,0.000391742,4,63,0.000782569,0.001164566,0,25,1,102.5198826,19.5,329.9346827,25,52,0.000223164,949,0.111111111,2.227272727,1,0.317871602,0.116250627,40,10.6,5.25E-05,949,39.8571552,-1,551.8191618,0.006094788,0.000210114,123,1321.593311,82940,1.06,258.4006439,26,49.5,646,1,0.017573948,38.16952022,7.474051542,-13647.23483,1
17,0.004504505,0.000578918,-0.333812261,0,727.3113435,212.0367766,2.196377745,0.001020307,14,135,0.000248103,0.004023867,0.5,69,9.841269841,139.2370299,107.25,1536.401021,184,112,0.000232504,1897,0.111111111,15.27272727,4,0.868546751,0.14104492,44,20.8,9.46E-05,1150.588661,139.985779,-0.364540278,7379.925548,0.020155262,0.001324776,205,1403.271575,292488,4.699393939,734.5698755,50,257.25,1900.5,4,0.105847016,98.31866901,27.5664162,-7907.803137,3
18,0.005630631,0.004980275,-0.313095238,0,884.3618591,254.3148716,3.301523756,0.001207026,19,193,0.000591661,0.00056713,0.3,80.6,29.97443609,225.3427109,200,2820.993063,310,154,0.000277932,3202,0.125,25.45454545,4.7,1.62742086,0.169050318,51,27.8,0.001045091,2372.099943,264.9631666,-0.258704397,18524.59674,0.035269793,0.019856737,356,1726.500955,1035573,5.819090909,1388.060067,67,542,4842.5,5,0.251354978,300.5242065,527.3386305,-6914.794641,4
19,0.003378378,9.89E-05,-0.461904762,0,723.4148834,209.5683361,1.635341256,0.000808313,11,117,9.55E-05,0.006234168,0.666666667,66.66666667,4.358974359,132.0699847,95.25,1129.728266,120,92,0.00023175,1692,0.111111111,10.02272727,3,0.734449971,0.136737228,44,17.8,9.31E-05,868.7017654,117.8088612,-0.463349383,4806.879978,0.016877733,0.001024446,190,1394.653594,226182,3.499393939,630.8574778,43,232.5,1685.25,3,0.083473423,47.98612647,21.74940506,-8805.249919,3
20,0.003378378,0.001025066,-0.428571429,0,836.7869007,236.8856761,1.867175917,0.000821636,11,103,9.55E-05,0.003309426,0.666666667,58.33333333,4.333333333,175.3189429,80.25,1479.762895,105,82,0.000265957,1776,0.125,8.590909091,3,1.058765375,0.133660305,44,15.8,0.00078797,911.8288034,156.5522211,-0.458133333,5135.600714,0.019652835,0.008667674,214,1630.135797,394010,3.66,852.8281045,38,239.25,3021.5,3,0.102896454,49.81087505,296.4070022,-8974.897678,3
21,0.002252252,0.001005827,-0.759259259,0,692.2858566,200.5180512,1.045768884,0.00066051,6,83,0.000439011,0.001205498,0,35,3.86,114.5646821,49,685.7854765,70,76,0.000224467,1160,0.111111111,6.204545455,2,0.405669559,0.123019857,40,15.2,5.37E-05,1160,57.64301234,-0.5,1846.885859,0.009263391,0.000322389,151,1335.391752,139840,2.082222222,347.5652941,37,128,738.5,2,0.04456036,102.8334215,9.931787207,-10367.59139,2
22,0.002252252,0.002624062,-0.808278867,0,878.1197305,247.0335389,1.309209882,0.00053739,9,136,0.000439011,0.001207747,0,40,3.893333333,204.2005282,84,1091.678665,80,86,0.000278009,2933,0.125,7.318181818,2,1.052556005,0.141134374,46,17.2,0.001273178,2933,168.7113856,-0.5,6089.567824,0.022780237,0.011458602,353,1707.910619,488566,2.098095238,859.1047228,42,236.5,4274.75,2,0.112384509,189.1732004,741.5523052,-9525.550516,2
23,0.002252252,0.001005827,-0.759259259,0,692.2858566,200.5180512,1.045768884,0.00066051,6,83,0.000439011,0.001205498,0,35,3.86,114.5646821,49,685.7854765,70,76,0.000224467,1160,0.111111111,6.204545455,2,0.405669559,0.123019857,40,15.2,5.37E-05,1160,57.64301234,-0.5,1846.885859,0.009263391,0.000322389,151,1335.391752,139840,2.082222222,347.5652941,37,128,738.5,2,0.04456036,102.8334215,9.931787207,-10367.59139,2
24,0.001126126,0,-0.923076923,0,686.435201,196.7438448,0.51611332,0.000391742,4,63,0.000782569,0.001164566,0,25,1,102.5198826,19.5,329.9346827,25,52,0.000223164,949,0.111111111,2.227272727,1,0.317871602,0.116250627,40,10.6,5.25E-05,949,39.8571552,-1,551.8191618,0.006094788,0.000210114,123,1321.593311,82940,1.06,258.4006439,26,49.5,646,1,0.017573948,38.16952022,7.474051542,-13647.23483,1
25,0.005630631,0.003160331,-0.06984127,0,697.7474603,205.0625678,2.633875172,0.001375981,14,116,0.000591661,0.001522676,0.2,54,28.70549451,124.1703106,96,1754.463691,225,120,0.00022477,1563,0.111111111,20.28409091,4.1,0.716514363,0.136032389,42,21,6.02E-05,1279.676167,106.5697721,-0.271564,5571.583329,0.01586232,0.000842499,157,1344.933949,242820,5.915555556,630.3117381,50,219,1206.25,4,0.102298851,189.771561,20.67789511,-7796.556908,3
26,0.001126126,0,-0.923076923,0,686.435201,196.7438448,0.51611332,0.000391742,4,63,0.000782569,0.001164566,0,25,1,102.5198826,19.5,329.9346827,25,52,0.000223164,949,0.111111111,2.227272727,1,0.317871602,0.116250627,40,10.6,5.25E-05,949,39.8571552,-1,551.8191618,0.006094788,0.000210114,123,1321.593311,82940,1.06,258.4006439,26,49.5,646,1,0.017573948,38.16952022,7.474051542,-13647.23483,1
27,0.002252252,0.001320517,-0.482352941,0,864.3984199,241.5430779,1.282306273,0.000572701,7,81,0.000439011,0.006081088,0,18,3.6,175.7042914,52.5,1028.077815,36,42,0.000274574,2081,0.125,3.818181818,2,0.914732986,0.082483131,28,8.4,0.001226522,2081,149.6282044,-0.5,2401.861412,0.019470131,0.008585656,261,1677.067499,184926,2.371428571,719.8560591,20,157.5,3741.25,2,0.081359368,127.6365034,683.7072595,-10475.30524,2
28,0.016891892,0.050340869,0.184659343,0,1202.771949,354.6857965,13.26363185,0.002568856,73,1207,0.004027234,0.003026543,0.038095238,226.3047619,877.3180835,600.7040789,1391.25,16371.03529,3270,676,0.000358295,32341,0.142857143,257.7272727,12,9.853646424,0.709800655,226,96.2,0.024321663,31132.13412,1495.223234,-0.07111492,530286.4452,0.181509108,1.775481416,2249,2409.032535,32413186,16.611255,8088.723028,233,3628.75,54214.75,8,5.213335165,7706.602067,266643.1068,-3620.294972,5
29,0.002252252,0,-0.618181818,0,675.1187074,192.698239,1.00927335,0.000584307,8,55,0.000439011,0.005715283,1,34,2,89.19574246,31.5,620.610964,34,40,0.000219539,685,0.111111111,2.863636364,2,0.404136495,0.074348949,25,8,4.90E-05,251.9974172,62.66968117,-0.625048225,1055.484635,0.008474285,0.000392181,86,1295.139393,37960,2.5,367.9243904,19,68.5,874,2,0.025705056,6.205489944,8.438563897,-10508.86177,2
30,0.006756757,0.002505657,-0.13997114,0,800.7918445,233.4064826,3.600659796,0.001383905,22,183,0.000935218,0.000991681,0.2,64.8,50.98931624,177.2094064,207,2761.085613,324,150,0.000250564,2636,0.111111111,29.11363636,5.4,1.316262965,0.159730094,49,25.2,0.000339004,2158.174265,217.3911009,-0.221135331,13947.98252,0.030730266,0.007458089,301,1540.387902,540900,7.122727273,1205.436485,60,463,3361.25,5,0.218640319,352.4021297,82.17799554,-6450.021483,4
31,0.004504505,9.31E-05,-0.240598291,0,620.3175598,182.4945381,1.877089545,0.001027525,14,92,0.000248103,6.94E-05,0.333333333,38.66666667,12.36230436,89.07033245,76.5,1100.727205,116,78,0.000199641,1078,0.1,10.18181818,4,0.753448236,0.120558319,40,14,2.99E-05,772.4207528,129.9402124,-0.339196909,4606.716804,0.017628968,0.00041792,135,1181.409292,115635,5.059090909,612.8939136,33,166.5,1451.25,4,0.069517114,81.97920933,16.8510677,-8062.676945,3
32,0.005630631,0.001238754,-0.049256299,0,739.6947285,213.7413045,2.765308727,0.001254425,16,93,0.000591661,0.004943432,0.3,39,18.65945166,125.5376011,89.25,1887.855819,150,90,0.000235516,1097,0.111111111,15.11363636,4.4,0.686181608,0.099232697,31,15,0.000138143,812.6775881,116.8930776,-0.305354938,3700.519897,0.01709059,0.002210291,166,1415.088123,147825,6.057142857,752.9593521,35,192,1449,4,0.094939704,131.1923162,21.0943486,-7426.342169,3
33,0.002252252,0.000883494,-0.633333333,0,677.2234371,194.72509,1.017005156,0.000647916,6,46,0.000439011,0.00178103,0,18,3.775,92.29908664,33,629.8154085,36,42,0.000220507,587,0.111111111,3.818181818,2,0.308070175,0.062433006,20,8.4,4.28E-05,587,49.0419539,-0.5,906.1568056,0.007405745,0.000256969,106,1300.885639,41916,2.272222222,301.8248864,20,80,568.5,2,0.02871903,62.56383816,5.288632006,-10554.48896,2
34,0.002252252,0.000724462,-0.555555556,0,754.6032767,213.7621772,1.125273481,0.000611441,6,66,0.000439011,0.002406698,0,20,3.6875,124.2656779,43,780.3094816,40,46,0.000239636,1101,0.111111111,4.136363636,2,0.54870561,0.073688837,24,9.2,0.000247799,1101,88.87506004,-0.5,1407.151131,0.012905954,0.001486797,157,1444.151632,88021,2.216666667,460.2135486,22,108.5,1372.5,2,0.042705148,88.82076622,33.54968285,-10422.62852,2
35,0.001126126,0,-0.6,0,571.4082656,164.5248165,0.429059277,0.000429535,2,11,0.000782569,0.002354071,0,4,1,48.39111749,4.5,215.0004151,4,10,0.000189286,118,0.1,0.556818182,1,0.14799306,0.015608251,5,2.2,5.36E-06,118,23.98754545,-1,51.50312176,0.003529226,1.07E-05,39,1087.480511,3655,1.166666667,119.2040054,5,12.75,128.5,1,0.004259764,10.12243929,1.901166175,-15581.7823,1
36,0.011261261,0.011824719,0.592929293,10,643.2327679,192.1751402,4.850363206,0.003118647,20,69,0.002309447,0.005510626,0.022222222,28.62222222,101.5230769,89.16465017,58,2826.379855,280,166,0.000206526,741,0.1,42.95454545,7,0.853172932,0.081028726,23,17.2,2.40E-05,724.7149485,158.7335457,-0.11515625,5342.013912,0.026439795,0.00047939,101,1219.603462,179197,11.30714286,868.2603186,38,92.5,946.75,2,0.10441756,357.4218626,17.62364615,-7259.654771,2
37,0.004504505,0.000721263,-0.139285714,0,689.9601145,200.4208902,2.07531492,0.001064188,13,86,0.000248103,0.004832288,0.166666667,29.16666667,16.95714286,108.0363613,80.25,1334.88909,100,70,0.000219106,1114,0.1,10.18181818,3.4,0.79381685,0.115590515,39,12.4,6.04E-05,942.9806415,133.8116908,-0.283420139,3991.977338,0.019278861,0.000785444,168,1315.360245,123375,4.639393939,659.6770105,29,182.25,1617.75,3,0.076081341,136.2091177,13.88905871,-8156.507728,3
38,0.018018018,0.022225239,0.516790209,48,1006.089286,299.6401723,11.89744044,0.003422822,55,493,0.004370792,0.003619283,0.05,110.25,478.1954896,341.0095431,560,11653.85363,1680,482,0.00030175,10648,0.125,171.8181818,11.5,4.703879699,0.342631965,107,51.6,0.004830874,10128.69091,735.4039829,-0.075964915,87387.0051,0.099519351,0.265698061,929,1958.753285,7310012,18.21707043,4215.684612,121,1244,16847.25,6,1.480810009,3503.616446,10759.06539,-4213.169817,4
39,0.009009009,0.009627266,-0.096313805,0,881.3439456,258.9382383,5.300312285,0.001611643,32,315,0.001622333,0.001545588,0.035714286,87,194.6190969,250.600756,341,4609.698165,672,240,0.000272331,5851,0.111111111,58.54545455,7.1,2.450418354,0.257116638,80,38.4,0.001267851,5645.723191,421.8565202,-0.129984201,46755.80798,0.059697602,0.04057122,567,1713.195691,1865040,8.570051354,2215.825791,92,819,8537.5,7,0.473914664,1241.005041,855.0523382,-5084.030348,4
40,0.001126126,0,-0.833333333,0,607.4225634,175.6668032,0.458646068,0.000372213,4,35,0.000782569,0.001304736,0,11,1,68.78107524,12.5,254.1319145,11,24,0.000198059,443,0.1,1.113636364,1,0.235612107,0.0449786,15,5,1.47E-05,443,43.52343099,-1,299.4538651,0.006240231,5.87E-05,97,1157.668943,22320,1.109090909,194.222419,12,32.5,577,1,0.011191929,25.86047505,3.330430198,-13823.52511,1
41,0.013513514,0.010421983,0.408245172,12,841.8224731,253.3089814,7.583109157,0.002688422,35,264,0.002996562,0.016619809,0.060606061,77.42424242,250.8226568,216.5574675,288,6195.759985,876,302,0.000259202,4214,0.111111111,86.86363636,8.7,2.313568537,0.220227492,67,36.4,0.000605152,3966.191264,380.6889464,-0.114567843,31728.51614,0.054349203,0.021180306,420,1627.240436,1769418,15.03690476,2128.316027,85,639,5660,5,0.468455886,1349.068941,253.5227482,-5078.44095,4
42,0.002252252,0.00010768,-0.646153846,0,693.1791338,198.9620009,1.041645326,0.000536977,8,67,0.000439011,0.001655578,0,19,3.784090909,104.2951906,45.5,668.8860188,38,44,0.000220653,998,0.1,3.818181818,2,0.515945248,0.08059225,27,8.8,8.03E-05,998,86.42396637,-0.5,1613.371555,0.012321939,0.000642515,162,1320.976024,71830,2.251948052,432.1418801,21,109.5,1332,2,0.039906682,85.94156548,9.418913914,-9833.792276,2
43,0.001126126,0,-0.833333333,0,607.4225634,175.6668032,0.458646068,0.000372213,4,35,0.000782569,0.001304736,0,11,1,68.78107524,12.5,254.1319145,11,24,0.000198059,443,0.1,1.113636364,1,0.235612107,0.0449786,15,5,1.47E-05,443,43.52343099,-1,299.4538651,0.006240231,5.87E-05,97,1157.668943,22320,1.109090909,194.222419,12,32.5,577,1,0.011191929,25.86047505,3.330430198,-13823.52511,1
44,0.103603604,0.253775655,0.722664229,0,1723.856683,1115.483289,113.0762401,0.011813129,577,9950,0.03048115,0.037278704,0.059961777,1624.921405,16345.36101,2160.663789,9036,221424.922,141036,11622,0.000450045,294528,0.142857143,5547.181818,64.7,97.72037324,2,399,668.4,0.285239914,277386.6268,14052.35417,-0.02109379,24675105.14,1.554514647,164.5834302,4532,3789.34921,1853865897,110.9399547,70964.40108,1625,20544.75,581036.25,21,125.6614396,136070.4665,36644378.75,-1239.358578,9
45,0.001126126,0,-0.666666667,0,573.5106291,164.8902832,0.430309097,0.000403196,3,16,0.000782569,0.00259966,0,5,1,50.19665659,6.75,217.454304,5,12,0.000189466,175,0.1,0.636363636,1,0.161050318,0.018729902,6,2.6,7.64E-06,175,24.13754545,-1,77.25468265,0.003211846,2.29E-05,47,1090.517259,5322,1.3,126.144965,6,15.5,211.5,1,0.005574111,10.53571729,2.158201488,-15022.81289,1
46,0.009009009,0.015686554,0.342482517,8,779.0881549,227.9032084,4.663511896,0.002155243,19,108,0.001622333,0.011773147,0.107142857,39.85714286,69.28181818,145.6082635,106.5,3343.46694,288,144,0.000246609,1508,0.111111111,33.72727273,6.2,0.879242722,0.102264893,30,19.2,0.000236879,1354.783161,152.96899,-0.185108507,5183.034993,0.023817515,0.004500707,179,1493.768042,279288,9.857936508,1058.810557,44,215.25,1722,4,0.149583245,378.8249027,42.11283232,-6768.431632,3
47,0.003378378,0.00043568,-0.168181818,0,630.3037138,181.9338736,1.418025648,0.000890954,8,40,9.55E-05,0.001171886,0.333333333,20,5.888888889,73.03281887,28.5,798.8364564,45,42,0.000204834,408,0.1,5.011363636,2.7,0.293916329,0.056189705,18,7.8,1.90E-05,292.3447747,45.16156086,-0.411736111,616.1241436,0.007188272,0.000152164,63,1195.840163,22407,3.407142857,325.5849464,18,54,451.25,2,0.025407527,31.49308919,5.151605182,-9746.867459,2
48,0.004504505,0.010927704,-0.288888889,0,890.4390776,248.986968,2.624840633,0.00095577,15,145,0.000248103,0.000152541,0.166666667,39.66666667,20.75714286,201.8447091,135.75,2195.182296,136,88,0.000277701,2860,0.125,13.36363636,4,1.331982263,0.103585117,32,16,0.002010334,2420.937733,177.1776958,-0.294101562,6891.617027,0.024174164,0.030155004,323,1723.737235,547360,4.498809524,1021.420216,38,318.75,5141.25,4,0.210677311,243.9899702,1832.280832,-7477.062071,3
49,0.018018018,0.024354579,0.414539237,48,1002.446743,300.2976457,11.92994082,0.00319954,57,506,0.004370792,0.001806242,0.075,130.075,495.6715874,349.8615324,521,11740.9271,1936,514,0.000303214,10359,0.125,173.0909091,11.5,4.923133989,0.324909196,96,58,0.003748145,9610.494775,827.41525,-0.082220957,117528.3304,0.11410302,0.21364426,845,1962.425936,6950565,17.8460373,4405.720416,137,1208,17357.5,8,1.305484654,3357.999844,6598.50227,-4060.418206,4
50,0.009009009,0.00494491,-0.085585003,0,1074.528887,304.0042362,6.293783062,0.001274629,41,557,0.001622333,0.002022423,0.071428571,101.7857143,165.4536683,394.6012904,755,6748.044308,760,262,0.000323206,14633,0.142857143,68.72727273,7.1,5.489562367,0.394211683,132,42.8,0.012444002,13624.24166,787.5195177,-0.13305962,107745.8195,0.099163489,0.510204078,1371,2122.113347,7622890,8.732850841,4222.355202,103,2070,28445.25,6,1.95103782,2248.757541,69824.60809,-4781.642393,5
51,0.009009009,0.004281035,0.021428571,0,878.4416305,255.8797462,5.245468563,0.001549049,32,288,0.001622333,0.000382428,0.142857143,82.28571429,104.3416258,237.9194611,318,4500.677405,576,216,0.000268745,5215,0.111111111,51.54545455,6.8,2.667858878,0.244719491,78,33.6,0.001307705,4520.768247,417.0186193,-0.153452106,38891.73068,0.057686268,0.041846548,539,1697.306922,1642680,9.012196137,2221.92362,80,755,8107.25,6,0.449190955,900.8316882,891.3577373,-5148.783253,4
52,0.012387387,0.003072861,0.214229111,0,875.3348259,259.4759041,7.203158278,0.002085055,42,351,0.002653005,0.006004152,0.090909091,99.27272727,237.1124413,251.0731951,351,6234.153331,1001,314,0.000267094,6152,0.111111111,83.125,8.9,3.116224407,0.26577675,81,43,0.001028716,5617.395607,491.0419718,-0.105350777,52757.61377,0.070152816,0.043206074,534,1694.479445,2432558,12.16626984,2700.354509,102,807,8928.5,6,0.56510311,1493.665294,651.9922969,-4542.439862,4
53,0.001126126,0,-0.882352941,0,746.4359889,210.4512803,0.557205737,0.000338839,4,57,0.000782569,0.001205065,0,16,1,116.7966469,18,380.4634469,16,34,0.000238949,1103,0.111111111,1.511363636,1,0.393014845,0.068105649,23,7,0.000188108,1103,65.93063771,-1,588.6071059,0.009281056,0.000752434,136,1432.363079,52785,1.075,349.8615324,17,46,1208,1,0.017997597,38.43251279,20.95774486,-13317.27329,1
54,0.007882883,0.007808259,-0.165718193,0,997.0343498,285.2177583,5.189876603,0.00134888,30,520,0.001278775,0.000887821,0.095238095,133.6190476,113.1824042,362.1073709,539,5284.908621,854,300,0.000300661,12889,0.125,70.71590909,6.4,3.126184693,0.420236746,136,53,0.004786712,11718.11739,465.2676812,-0.157507795,83137.57146,0.060953044,0.143601356,1057,1963.450725,6432300,7.606202131,2655.887797,129,1423,13935.5,6,0.979394991,1604.729452,10908.54962,-5382.708724,4
55,0.004504505,0.000848774,-0.545945946,0,947.0504317,264.5901723,2.792715107,0.000804782,19,323,0.000248103,0.002817471,0.5,106.5,14.43154762,270.986446,340,2568.149484,284,162,0.000289017,6944,0.125,23.54545455,4,2.391565067,0.289261616,97,30.8,0.003585047,4211.748901,344.8646795,-0.321112851,27191.59807,0.044946062,0.068115893,610,1834.895787,1649808,4.509469697,1781.695021,75,823,10077.75,4,0.46538203,245.3664936,5857.287165,-6778.886568,4
