Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,DIL Centrality,I-GSM Values,Clustered Local Degree,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
11,0.033707865,0.051327886,0.233333333,3,21.90328839,14.58012753,0.695533011,0.015695737,5,11,0.020365169,6.333333333,11.1749545,6,12.5,32.42578774,18,24,0.000809717,35,0.037037037,3.579545455,2.4,3.683333333,1.05,3,4.2,0.00550751,11.2,-0.333333333,53.73984829,0.148151694,0.027537551,13,28.76174889,1608,3,30.91953758,9,15.5,38.25,2,7.948309585,23.25,3.081801299,-489.7006729,2
12,0.033707865,0.095505618,0.066666667,0,24.40302696,15.6745136,0.760814591,0.014293165,6,15,0.020365169,8.333333333,13.95787972,8,16.5,40.50085798,24,28,0.000893655,49,0.04,4.056818182,2.4,5.05,1.416666667,5,5,0.010294929,14,-0.333333333,108.9127592,0.177440894,0.061769572,19,32.24517605,2576,3,36.54977956,11,21.5,53.5,2,10.92656307,32.25,3.214568057,-478.8606358,2
13,0.033707865,0.066649642,0.166666667,3,22.81944619,15.05221727,0.723380482,0.015253217,5,13,0.020365169,7,12.43730968,7,13.5,36.0886985,21,26,0.000843882,43,0.038461538,3.818181818,2.4,4.133333333,1.233333333,4,4.6,0.005273833,11.9,-0.333333333,68.78700582,0.154734245,0.026369165,15,30.26680367,2015,3,32.62753062,10,18,41.5,2,8.922322705,27,3.138092691,-488.582724,2
14,0.011235955,0,-0.5,0,18.47381901,11.3201724,0.195603881,0.00598861,2,5,0.000702247,1,7.521106126,3,3,7.438000831,3,8,0.000785546,17,0.037037037,0.477272727,1,1.666666667,0.433333333,1,1.8,0.002060756,4.9,-1,6.621829941,0.061656524,0.004121512,9,24.7310949,312,1,12.43730968,4,4.5,18,1,1.698084934,4.5,1.644716395,-535.0075497,1
15,0.033707865,0.051327886,0.233333333,3,21.86855243,14.54242951,0.693770139,0.015695731,5,11,0.020365169,6.333333333,11.16464892,6,12.5,32.39588458,18,24,0.000804505,35,0.037037037,3.579545455,2.4,3.683333333,1.05,3,4.2,0.003986759,11.2,-0.333333333,53.73984829,0.148151694,0.019933793,13,28.68637231,1608,3,30.8858808,9,15.5,38.25,2,7.901013898,23.25,3.081801299,-491.9011578,2
16,0.033707865,0.095505618,0.066666667,0,24.3569383,15.62446576,0.758464393,0.014293141,6,15,0.020365169,8.333333333,13.94177557,8,16.5,40.45412941,24,28,0.000887311,49,0.04,4.056818182,2.4,5.05,1.416666667,5,5,0.007449576,14,-0.333333333,108.9127592,0.177440894,0.044697458,19,32.14396846,2576,3,36.50365267,11,21.5,53.5,2,10.82333979,32.25,3.214568057,-481.110703,2
17,0.033707865,0.044688458,0.333333333,6,21.72887612,14.30398417,0.699924799,0.016918055,4,7,0.020365169,5,9.752019316,5,5,28.29693028,15,22,0.000965251,28,0.043478261,3.340909091,2.4,2.95,0.866666667,2,3.8,0.01218338,9.8,-0.333333333,50.15719174,0.131678749,0.048733521,10,28.66656817,1210,3,27.93672731,8,6.25,28.5,1,5.305324802,18.75,3.027721898,-486.5920389,1
18,0.011235955,0,-0.5,0,17.48598796,11.3418691,0.195332134,0.006460368,1,4,0.000702247,1,6.857373286,3,1.75,6.781601981,3,8,0.00088968,14,0.041666667,0.477272727,1,1.3,0.433333333,1,1.8,0.004758208,3.5,-1,5.518191618,0.047545294,0.004758208,7,24.51023455,248,1,9.752019316,4,4,6.25,1,1.342584168,4,1.641478705,-533.1902216,1
19,0.011235955,0,-0.5,0,17.48598796,11.3418691,0.195332134,0.006460368,1,4,0.000702247,1,6.857373286,3,1.75,6.781601981,3,8,0.00088968,14,0.041666667,0.477272727,1,1.3,0.433333333,1,1.8,0.004758208,3.5,-1,5.518191618,0.047545294,0.004758208,7,24.51023455,248,1,9.752019316,4,4,6.25,1,1.342584168,4,1.641478705,-533.1902216,1
20,0.033707865,0.044688458,0.333333333,6,21.66541544,14.23653009,0.696630176,0.016917877,4,7,0.020365169,5,9.724687727,5,5,28.21762362,15,22,0.000957854,28,0.043478261,3.340909091,2.4,2.95,0.866666667,2,3.8,0.008793616,9.8,-0.333333333,50.15719174,0.131678749,0.035174466,10,28.52325567,1210,3,27.85903918,8,6.25,28.5,1,5.219458386,18.75,3.027721898,-488.8065183,1
21,0.011235955,0,-0.5,0,17.43258402,11.28637764,0.19441142,0.006460312,1,4,0.000702247,1,6.837104872,3,1.75,6.761557525,3,8,0.000883392,14,0.041666667,0.477272727,1,1.3,0.433333333,1,1.8,0.003434639,3.5,-1,5.518191618,0.047545294,0.003434639,7,24.39336992,248,1,9.724687727,4,4,6.25,1,1.324396768,4,1.641478705,-535.2119322,1
22,0.011235955,0,-0.5,0,17.43258402,11.28637764,0.19441142,0.006460312,1,4,0.000702247,1,6.837104872,3,1.75,6.761557525,3,8,0.000883392,14,0.041666667,0.477272727,1,1.3,0.433333333,1,1.8,0.003434639,3.5,-1,5.518191618,0.047545294,0.003434639,7,24.39336992,248,1,9.724687727,4,4,6.25,1,1.324396768,4,1.641478705,-535.2119322,1
23,0.033707865,0.235699694,0.233333333,3,26.27883129,17.351748,0.832935659,0.015363444,5,12,0.020365169,6.333333333,12.61604052,6,13,36.60731254,18,24,0.001182033,36,0.05,3.579545455,2.4,4.066666667,1.15,4,4.2,0.047510287,11.9,-0.333333333,60.9051614,0.154734245,0.237551435,14,34.76942668,1692,3,35.5428199,9,16,40.75,2,9.610805477,24,3.083480565,-386.9486797,2
24,0.02247191,0.202247191,-0.2,0,24.44537266,15.80415974,0.524790084,0.010460014,4,10,0.009831461,3.333333333,12.21293263,6,11,23.88905491,12,18,0.001106195,35,0.047619048,1.909090909,2,3.166666667,0.966666667,3,3.6,0.025633497,8.4,-0.5,36.39183958,0.109550666,0.102533986,14,33.31176423,1197,2,24.70621644,8,16,32.5,2,6.736429126,16,2.387930108,-417.6348895,2
25,0.033707865,0.49412666,0.066666667,0,28.67746963,18.58169067,0.901227172,0.014595277,6,14,0.020365169,8.333333333,15.23064176,8,16,44.19396578,24,28,0.001269036,48,0.052631579,4.056818182,2.1,5.183333333,1.516666667,6,5,0.077479636,12.6,-0.333333333,91.71600775,0.164325999,0.464877815,17,38.19713472,2380,3,38.88270401,11,20.5,49,2,13.03170516,30.75,3.190026051,-347.9191885,2
26,0.011235955,0,-0.5,0,21.36925554,13.17153176,0.227160931,0.006020011,2,5,0.000702247,1,8.099245517,3,3,8.009752007,3,8,0.001070664,17,0.047619048,0.477272727,1,1.583333333,0.433333333,1,1.8,0.018552704,4.2,-1,5.518191618,0.054775333,0.037105407,8,28.6478017,284,1,12.61604052,4,4.25,16,1,1.900102151,4.25,1.64310812,-444.1275501,1
27,0.033707865,0.192543412,0.233333333,3,24.12539708,16.25674771,0.777805111,0.015667852,5,11,0.020365169,6.333333333,12.09017592,6,12.5,35.08143841,18,24,0.001042753,36,0.045454545,3.579545455,2.4,3.75,1.05,3,4.2,0.018131902,12.6,-0.333333333,64.48781795,0.161055698,0.09065951,15,32.31255025,1776,3,34.4788459,9,16.5,42.75,2,8.633006035,24.75,3.085195547,-440.4958825,2
28,0.011235955,0,-0.5,0,19.74866219,12.32866429,0.212237119,0.006106669,2,5,0.000702247,1,7.704009689,3,3,7.618883381,3,8,0.00095511,18,0.043478261,0.477272727,1,1.483333333,0.433333333,1,1.8,0.007080793,4.2,-1,5.518191618,0.054775333,0.014161586,8,26.70076763,288,1,12.09017592,4,4.25,16.5,1,1.718596688,4.25,1.643136441,-491.484102,1
29,0.033707865,0.172114402,0,0,23.89568505,16.33262337,0.789451281,0.015413898,5,14,0.020365169,9,14.56190358,9,14,42.25352278,27,30,0.000987167,51,0.043478261,4.295454545,2.4,4.35,1.3,3,5.4,0.013716527,12.6,-0.333333333,103.1805087,0.163977151,0.068582633,18,33.30145432,2715,3,34.27411459,12,22.5,41.5,3,10.62458602,33.75,3.244211343,-457.889119,2
30,0.033707865,0.235699694,0.233333333,3,26.15755118,17.21963317,0.826591138,0.015361702,5,12,0.020365169,6.333333333,12.53813282,6,13,36.38125181,18,24,0.00117096,36,0.05,3.579545455,2.4,4.066666667,1.15,4,4.2,0.034243874,11.9,-0.333333333,60.9051614,0.154734245,0.171219371,14,34.48596337,1692,3,35.31559362,9,16,40.75,2,9.162801409,24,3.083480562,-389.7297534,2
31,0.02247191,0.202247191,-0.2,0,24.34965432,15.70228387,0.521478626,0.010459418,4,10,0.009831461,3.333333333,12.16104659,6,11,23.78756344,12,18,0.001096491,35,0.047619048,1.909090909,2,3.166666667,0.966666667,3,3.6,0.018478807,8.4,-0.5,36.39183958,0.109550666,0.07391523,14,33.09476579,1197,2,24.59115745,8,16,32.5,2,6.526590911,16,2.387930108,-420.2129234,2
32,0.033707865,0.49412666,0.066666667,0,28.51841859,18.40818228,0.892811262,0.014591555,6,14,0.020365169,8.333333333,15.10661423,8,16,43.83408152,24,28,0.001256281,48,0.052631579,4.056818182,2.1,5.183333333,1.516666667,6,5,0.055840012,12.6,-0.333333333,91.71600775,0.164325999,0.335040069,17,37.81516791,2380,3,38.5100151,11,20.5,49,2,12.18726801,30.75,3.190025731,-351.009632,2
33,0.011235955,0,-0.5,0,21.27459486,13.07299578,0.225505202,0.006019524,2,5,0.000702247,1,8.047932797,3,3,7.959006272,3,8,0.001061571,17,0.047619048,0.477272727,1,1.583333333,0.433333333,1,1.8,0.013372433,4.2,-1,5.518191618,0.054775333,0.026744867,8,28.43320101,284,1,12.53813282,4,4.25,16,1,1.817013876,4.25,1.64310812,-446.5526629,1
34,0.033707865,0.192543412,0.233333333,3,24.04783785,16.17240687,0.773804382,0.015667447,5,11,0.020365169,6.333333333,12.05302462,6,12.5,34.97363842,18,24,0.001034126,36,0.045454545,3.579545455,2.4,3.75,1.05,3,4.2,0.01307541,12.6,-0.333333333,64.48781795,0.161055698,0.065377051,15,32.13733664,1776,3,34.37289735,9,16.5,42.75,2,8.469960102,24.75,3.085195547,-442.9408792,2
35,0.011235955,0,-0.5,0,19.68520152,12.26269266,0.211138911,0.006106561,2,5,0.000702247,1,7.67727877,3,3,7.592447828,3,8,0.000947867,18,0.043478261,0.477272727,1,1.483333333,0.433333333,1,1.8,0.005106374,4.2,-1,5.518191618,0.054775333,0.010212748,8,26.56060472,288,1,12.05302462,4,4.25,16.5,1,1.688274355,4.25,1.643136441,-493.6766376,1
36,0.033707865,0.172114402,0,0,23.83151532,16.26288293,0.786156659,0.015413752,5,14,0.020365169,9,14.53457199,9,14,42.17421612,27,30,0.000979432,51,0.043478261,4.295454545,2.4,4.35,1.3,3,5.4,0.009895969,12.6,-0.333333333,103.1805087,0.163977151,0.049479844,18,33.15814182,2715,3,34.19551557,12,22.5,41.5,3,10.48814256,33.75,3.244211343,-460.2417248,2
37,0.033707865,0.266087845,0.233333333,3,26.55108448,17.49512347,0.841219146,0.015250783,5,12,0.020365169,6.333333333,12.80142203,6,13,37.14522449,18,24,0.001187648,38,0.05,3.579545455,2.4,4.066666667,1.15,4,4.2,0.048289757,11.9,-0.333333333,60.9051614,0.154734245,0.241448784,14,35.19119024,1716,3,36.1628382,9,16,41.75,2,9.637444628,24,3.083537818,-385.8164641,2
38,0.011235955,0,-0.5,0,21.56426749,13.26620118,0.229060974,0.005987726,2,5,0.000702247,1,8.195475423,3,3,8.10491861,3,8,0.001075269,17,0.047619048,0.477272727,1,1.583333333,0.433333333,1,1.8,0.018857255,4.2,-1,5.518191618,0.054775333,0.03771451,8,28.92788059,284,1,12.80142203,4,4.25,16,1,1.90504242,4.25,1.643108728,-443.1414492,1
39,0.02247191,0.233656793,-0.2,0,25.02233842,16.09625296,0.536724308,0.010257024,4,10,0.009831461,3.333333333,12.73672102,6,11,24.91360895,12,18,0.001113586,35,0.047619048,1.909090909,2,3.333333333,0.966666667,3,3.6,0.027323978,9.8,-0.5,47.30939146,0.123014409,0.109295914,16,34.23929147,1314,2,27.02340276,8,17,36.5,2,7.022161144,17,2.391189312,-415.5346286,2
40,0.033707865,0.266087845,0.233333333,3,26.42980437,17.36300864,0.834874624,0.015249051,5,12,0.020365169,6.333333333,12.72351433,6,13,36.91916375,18,24,0.001176471,38,0.05,3.579545455,2.4,4.066666667,1.15,4,4.2,0.034808953,11.9,-0.333333333,60.9051614,0.154734245,0.174044766,14,34.90772693,1716,3,35.93561191,9,16,41.75,2,9.181652699,24,3.083537815,-388.6056407,2
41,0.011235955,0,-0.5,0,21.46960681,13.16766519,0.227405245,0.005987241,2,5,0.000702247,1,8.144162703,3,3,8.054172876,3,8,0.001066098,17,0.047619048,0.477272727,1,1.583333333,0.433333333,1,1.8,0.013593286,4.2,-1,5.518191618,0.054775333,0.027186571,8,28.7132799,284,1,12.72351433,4,4.25,16,1,1.82051595,4.25,1.643108728,-445.5719291,1
42,0.02247191,0.233656793,-0.2,0,24.92662009,15.99437708,0.53341285,0.010256444,4,10,0.009831461,3.333333333,12.68483498,6,11,24.81211748,12,18,0.001103753,35,0.047619048,1.909090909,2,3.333333333,0.966666667,3,3.6,0.019703844,9.8,-0.5,47.30939146,0.123014409,0.078815376,16,34.02229303,1314,2,26.90834377,8,17,36.5,2,6.794195383,17,2.391189312,-418.1256122,2
43,0.033707865,0.078907048,0.233333333,3,22.38080658,15.05317801,0.717497413,0.015877439,5,11,0.020365169,6.333333333,11.29357513,6,12.5,32.76998308,18,24,0.000888889,36,0.04,3.579545455,2.4,3.583333333,1.05,3,4.2,0.006426969,11.2,-0.333333333,53.73984829,0.148151694,0.032134845,13,29.64648889,1620,3,31.1490172,9,15.5,38.75,2,7.976990847,23.25,3.08182374,-482.9683164,2
44,0.011235955,0,-0.5,0,18.34409208,11.41210631,0.196301811,0.006164592,2,5,0.000702247,1,7.265579404,3,3,7.18529758,3,8,0.000824402,16,0.038461538,0.477272727,1,1.483333333,0.433333333,1,1.8,0.002510261,4.2,-1,5.518191618,0.054775333,0.005020522,8,24.67243915,280,1,11.29357513,4,4.25,15.5,1,1.648815257,4.25,1.643080414,-529.8852655,1
45,0.033707865,0.107252298,0.166666667,3,23.02690623,15.61191679,0.748029173,0.01573767,5,12,0.020365169,7,12.58785719,7,13,36.52553443,21,26,0.000933707,41,0.041666667,3.818181818,2.4,3.916666667,1.133333333,3,4.6,0.009282959,12.6,-0.333333333,73.08619368,0.161055698,0.046414796,16,31.19000227,2080,3,33.47012932,10,18.5,42.5,2,9.05457272,27.75,3.139268201,-472.711719,2
46,0.02247191,0.046475996,-0.2,0,21.54464839,13.94508443,0.462175499,0.010611365,4,10,0.009831461,3.333333333,11.29558061,6,11,22.09467238,12,18,0.00084674,32,0.038461538,1.909090909,2,3.066666667,0.966666667,3,3.6,0.004661807,8.4,-0.5,36.39183958,0.109550666,0.018647228,14,29.26845162,1170,2,22.46852962,8,16,31,2,6.1307347,16,2.387844287,-488.9463378,2
47,0.033707865,0.078907048,0.233333333,3,22.33471793,15.00313016,0.715147215,0.015877414,5,11,0.020365169,6.333333333,11.27747098,6,12.5,32.72325451,18,24,0.000882613,36,0.04,3.579545455,2.4,3.583333333,1.05,3,4.2,0.004643178,11.2,-0.333333333,53.73984829,0.148151694,0.023215891,13,29.5452813,1620,3,31.103171,9,15.5,38.75,2,7.921432855,23.25,3.08182374,-485.199335,2
48,0.011235955,0,-0.5,0,18.3047242,11.3712278,0.195626913,0.006164581,2,5,0.000702247,1,7.25308802,3,3,7.172944221,3,8,0.000819001,16,0.038461538,0.477272727,1,1.483333333,0.433333333,1,1.8,0.001813787,4.2,-1,5.518191618,0.054775333,0.003627574,8,24.58749188,280,1,11.27747098,4,4.25,15.5,1,1.63830779,4.25,1.643080414,-531.9195377,1
49,0.033707865,0.107252298,0.166666667,3,22.9729056,15.55325522,0.74526703,0.015737592,5,12,0.020365169,7,12.56713332,7,13,36.46540106,21,26,0.000926784,41,0.041666667,3.818181818,2.4,3.916666667,1.133333333,3,4.6,0.006701065,12.6,-0.333333333,73.08619368,0.161055698,0.033505327,16,31.07051159,2080,3,33.41094336,10,18.5,42.5,2,8.969321826,27.75,3.139268201,-474.990915,2
50,0.02247191,0.046475996,-0.2,0,21.50484065,13.90282035,0.460825703,0.010611348,4,10,0.009831461,3.333333333,11.28294966,6,11,22.06996567,12,18,0.000841043,32,0.038461538,1.909090909,2,3.066666667,0.966666667,3,3.6,0.0033716,8.4,-0.5,36.39183958,0.109550666,0.013486399,14,29.18255523,1170,2,22.4421199,8,16,31,2,6.094397906,16,2.387844287,-491.1502023,2
51,0.033707865,0.078736806,0.066666667,0,28.09036842,17.82404008,0.872829483,0.013661111,6,15,0.020365169,8.333333333,15.38543883,8,16.5,44.64313244,24,28,0.001272265,57,0.0625,4.056818182,2.7,6.733333333,1.916666667,10,5,0.322319111,14.7,-0.333333333,114.6450097,0.184670933,1.933914667,20,37.53863974,2786,3,42.85769518,11,22,59.5,2,25.42832345,33,3.202486198,-308.6337968,2
52,0.02247191,0.045965271,-0.2,0,26.53258838,16.47888282,0.555348264,0.009402593,4,12,0.009831461,3.333333333,13.45883937,6,12,26.32610547,12,18,0.001269036,41,0.066666667,1.909090909,2,5.5,1.666666667,10,3.6,0.233089571,11.2,-0.5,58.22694333,0.136478152,0.932358283,18,35.99710702,1485,2,30.39408033,8,18,43.5,2,15.27313093,18,2.398177728,-322.2286318,2
53,0.033707865,0.495829077,0.066666667,0,29.98071824,18.9650503,0.930692846,0.013409922,6,16,0.020365169,8.333333333,16.37545316,8,17,47.51580585,24,28,0.001396648,58,0.066666667,4.056818182,2.7,7.4,1.916666667,10,5,0.338128155,16.1,-0.333333333,131.8417611,0.197574938,2.028768928,22,40.14561706,2982,3,46.44656436,11,23,64,2,26.97897349,34.5,3.205890416,-292.9245987,2
54,0.033707865,0.040517535,0.166666667,3,24.9901688,16.31828277,0.790377751,0.014814099,5,13,0.020365169,7,13.02340265,7,13.5,37.78933418,21,26,0.001157407,45,0.058823529,3.818181818,2.7,4.716666667,1.233333333,4,4.6,0.254209059,12.6,-0.333333333,73.08619368,0.161615437,1.271045293,16,33.51850502,2132,3,36.01087237,10,18.5,44.5,2,19.17231884,27.75,3.143058278,-338.8772074,2
55,0.033707865,0.074480763,0.066666667,0,27.86883304,17.58022271,0.860282511,0.013645839,6,15,0.020365169,8.333333333,15.0086415,8,16.5,43.54979911,24,28,0.001265823,54,0.0625,4.056818182,2.4,6.65,1.916666667,10,5,0.274599732,14,-0.333333333,108.9127592,0.177789742,1.647598393,19,36.91830267,2646,3,40.93507227,11,21.5,56,2,22.64493506,32.25,3.200562557,-310.3785117,2
56,0.033707865,0.497531495,0.066666667,0,29.75918286,18.72123294,0.918145874,0.013393847,6,16,0.020365169,8.333333333,15.99865583,8,17,46.42247252,24,28,0.001388889,55,0.066666667,4.056818182,2.1,7.316666667,1.916666667,10,5,0.286802383,15.4,-0.333333333,126.1095107,0.191253485,1.720814295,21,39.52527999,2842,3,44.52394144,11,22.5,60.5,2,23.91649544,33.75,3.203965508,-294.762312,2
57,0.033707865,0.032005448,0.233333333,3,24.45458877,15.72364628,0.758049477,0.014776371,5,12,0.020365169,6.333333333,11.47757707,6,13,33.303892,18,24,0.001146789,37,0.058823529,3.579545455,2.4,4.383333333,1.15,4,4.2,0.18332996,11.2,-0.333333333,57.32250485,0.147504206,0.916649798,13,31.80519311,1620,3,32.82364786,9,15.5,39.25,2,14.62440463,23.25,3.085404828,-342.0493557,2
58,0.033707865,0.491317671,0.233333333,3,28.1130663,18.29657355,0.884383138,0.014851498,5,12,0.020365169,6.333333333,13.51895214,6,13,39.22724452,18,24,0.001347709,41,0.058823529,3.579545455,2.4,5.25,1.55,8,4.2,0.185301208,12.6,-0.333333333,64.48781795,0.161055698,0.926506038,15,37.32690627,1836,3,38.89848248,9,16.5,45.25,2,15.07665251,24.75,3.08540516,-310.1737605,2
59,0.011235955,0,-0.5,0,22.75023079,13.87071313,0.24025336,0.005874828,2,5,0.000702247,1,8.581399142,3,3,8.486578022,3,8,0.001204819,18,0.055555556,0.477272727,1,1.983333333,0.433333333,1,1.8,0.072358064,4.2,-1,5.518191618,0.054775333,0.144716127,8,30.49862965,288,1,13.51895214,4,4.25,16.5,1,2.872760088,4.25,1.643138637,-379.1144441,1
60,0.02247191,0.471910112,-0.2,0,27.33033603,17.31074025,0.578432644,0.010010052,4,11,0.009831461,3.333333333,13.46524146,6,11.5,26.33862827,12,18,0.001308901,36,0.055555556,1.909090909,2,4.433333333,1.366666667,7,3.6,0.102613549,9.8,-0.5,47.30939146,0.123014409,0.410454194,16,37.04385895,1323,2,28.7495939,8,17,37,2,9.612946514,17,2.391219489,-328.7670326,2
61,0.033707865,0.517194416,0,0,29.74576357,19.03735219,0.932861227,0.013897644,6,16,0.020365169,9,16.85184187,9,17,48.89811835,27,30,0.001381215,60,0.0625,4.295454545,2.7,6.6,1.9,9,5.4,0.299564834,14.7,-0.333333333,122.5268541,0.184670933,1.797389006,21,40.20993712,3135,3,43.47478601,12,24,58.5,3,25.24604223,36,3.253182014,-294.088017,2
62,0.033707865,0.491317671,0.233333333,3,27.79050105,17.94242711,0.8664458,0.014832389,5,12,0.020365169,6.333333333,13.05317917,6,13,37.87573516,18,24,0.001333333,39,0.058823529,3.579545455,2.4,5.166666667,1.55,8,4.2,0.133517966,11.9,-0.333333333,60.9051614,0.154734245,0.66758983,14,36.45917287,1728,3,36.92130621,9,16,42.25,2,12.77292003,24,3.083629081,-313.6363527,2
63,0.011235955,0,-0.5,0,22.53395211,13.64452391,0.236327254,0.005869403,2,5,0.000702247,1,8.366921984,3,3,8.274470753,3,8,0.001193317,17,0.055555556,0.477272727,1,1.983333333,0.433333333,1,1.8,0.052137441,4.2,-1,5.518191618,0.054775333,0.104274882,8,29.96334994,284,1,13.05317917,4,4.25,16,1,2.483759993,4.25,1.64310968,-381.9525648,1
64,0.02247191,0.471910112,-0.2,0,27.11164085,17.07688432,0.570580431,0.010003565,4,11,0.009831461,3.333333333,13.24836794,6,11.5,25.91441373,12,18,0.001295337,35,0.055555556,1.909090909,2,4.433333333,1.366666667,7,3.6,0.073943048,9.8,-0.5,47.30939146,0.123014409,0.295772191,16,36.50259852,1314,2,28.1597934,8,17,36.5,2,8.627986463,17,2.391189903,-332.0357838,2
