H Values,Clustering Coefficient,P Value,Local Gravity Model Centrality,Global Relative Change in Avg Degree,PE Values,Local-Global Centrality,Centrality Values,Extended Coreness,H-GSM_1,Leverage Centrality,Density Centrality,Eccentricity Centrality,HCC Value,Global Relative Change in Avg Clustering,DNC Scores,Closeness Centrality,Extended Improved Gravity Index Values,GIN Values,EHCC Value,DIL Centrality,MCGM Values,Laplacian Centrality,Second order centrality,PageRank Centrality
0.00041792,0.333333333,40,116,0.000248103,0.017628968,1.877089545,129.9402124,92,182.4945381,-0.240598291,10.18181818,0.1,0.120558319,6.94e-05,5.059090909,0.000199641,1451.25,1181.409292,0.753448236,12.36230436,0.069517114,78,-8062.676945,0.001027525
0.002210291,0.3,31,150,0.000591661,0.01709059,2.765308727,116.8930776,93,213.7413045,-0.049256299,15.11363636,0.111111111,0.099232697,0.004943432,6.057142857,0.000235516,1449.0,1415.088123,0.686181608,18.65945166,0.094939704,90,-7426.342169,0.001254425
0.000256969,0.0,20,36,0.000439011,0.007405745,1.017005156,49.0419539,46,194.72509,-0.633333333,3.818181818,0.111111111,0.062433006,0.00178103,2.272222222,0.000220507,568.5,1300.885639,0.308070175,3.775,0.02871903,42,-10554.48896,0.000647916
0.001486797,0.0,24,40,0.000439011,0.012905954,1.125273481,88.87506004,66,213.7621772,-0.555555556,4.136363636,0.111111111,0.073688837,0.002406698,2.216666667,0.000239636,1372.5,1444.151632,0.54870561,3.6875,0.042705148,46,-10422.62852,0.000611441
1.07e-05,0.0,5,4,0.000782569,0.003529226,0.429059277,23.98754545,11,164.5248165,-0.6,0.556818182,0.1,0.015608251,0.002354071,1.166666667,0.000189286,128.5,1087.480511,0.14799306,1.0,0.004259764,10,-15581.7823,0.000429535
0.00047939,0.022222222,23,280,0.002309447,0.026439795,4.850363206,158.7335457,69,192.1751402,0.592929293,42.95454545,0.1,0.081028726,0.005510626,11.30714286,0.000206526,946.75,1219.603462,0.853172932,101.5230769,0.10441756,166,-7259.654771,0.003118647
0.000785444,0.166666667,39,100,0.000248103,0.019278861,2.07531492,133.8116908,86,200.4208902,-0.139285714,10.18181818,0.1,0.115590515,0.004832288,4.639393939,0.000219106,1617.75,1315.360245,0.79381685,16.95714286,0.076081341,70,-8156.507728,0.001064188
0.265698061,0.05,107,1680,0.004370792,0.099519351,11.89744044,735.4039829,493,299.6401723,0.516790209,171.8181818,0.125,0.342631965,0.003619283,18.21707043,0.00030175,16847.25,1958.753285,4.703879699,478.1954896,1.480810009,482,-4213.169817,0.003422822
0.04057122,0.035714286,80,672,0.001622333,0.059697602,5.300312285,421.8565202,315,258.9382383,-0.096313805,58.54545455,0.111111111,0.257116638,0.001545588,8.570051354,0.000272331,8537.5,1713.195691,2.450418354,194.6190969,0.473914664,240,-5084.030348,0.001611643
5.87e-05,0.0,15,11,0.000782569,0.006240231,0.458646068,43.52343099,35,175.6668032,-0.833333333,1.113636364,0.1,0.0449786,0.001304736,1.109090909,0.000198059,577.0,1157.668943,0.235612107,1.0,0.011191929,24,-13823.52511,0.000372213
0.021180306,0.060606061,67,876,0.002996562,0.054349203,7.583109157,380.6889464,264,253.3089814,0.408245172,86.86363636,0.111111111,0.220227492,0.016619809,15.03690476,0.000259202,5660.0,1627.240436,2.313568537,250.8226568,0.468455886,302,-5078.44095,0.002688422
0.000642515,0.0,27,38,0.000439011,0.012321939,1.041645326,86.42396637,67,198.9620009,-0.646153846,3.818181818,0.1,0.08059225,0.001655578,2.251948052,0.000220653,1332.0,1320.976024,0.515945248,3.784090909,0.039906682,44,-9833.792276,0.000536977
5.87e-05,0.0,15,11,0.000782569,0.006240231,0.458646068,43.52343099,35,175.6668032,-0.833333333,1.113636364,0.1,0.0449786,0.001304736,1.109090909,0.000198059,577.0,1157.668943,0.235612107,1.0,0.011191929,24,-13823.52511,0.000372213
164.5834302,0.059961777,399,141036,0.03048115,1.554514647,113.0762401,14052.35417,9950,1115.483289,0.722664229,5547.181818,0.142857143,2.0,0.037278704,110.9399547,0.000450045,581036.25,3789.34921,97.72037324,16345.36101,125.6614396,11622,-1239.358578,0.011813129
2.29e-05,0.0,6,5,0.000782569,0.003211846,0.430309097,24.13754545,16,164.8902832,-0.666666667,0.636363636,0.1,0.018729902,0.00259966,1.3,0.000189466,211.5,1090.517259,0.161050318,1.0,0.005574111,12,-15022.81289,0.000403196
0.004500707,0.107142857,30,288,0.001622333,0.023817515,4.663511896,152.96899,108,227.9032084,0.342482517,33.72727273,0.111111111,0.102264893,0.011773147,9.857936508,0.000246609,1722.0,1493.768042,0.879242722,69.28181818,0.149583245,144,-6768.431632,0.002155243
0.000152164,0.333333333,18,45,9.55e-05,0.007188272,1.418025648,45.16156086,40,181.9338736,-0.168181818,5.011363636,0.1,0.056189705,0.001171886,3.407142857,0.000204834,451.25,1195.840163,0.293916329,5.888888889,0.025407527,42,-9746.867459,0.000890954
0.030155004,0.166666667,32,136,0.000248103,0.024174164,2.624840633,177.1776958,145,248.986968,-0.288888889,13.36363636,0.125,0.103585117,0.000152541,4.498809524,0.000277701,5141.25,1723.737235,1.331982263,20.75714286,0.210677311,88,-7477.062071,0.00095577
0.21364426,0.075,96,1936,0.004370792,0.11410302,11.92994082,827.41525,506,300.2976457,0.414539237,173.0909091,0.125,0.324909196,0.001806242,17.8460373,0.000303214,17357.5,1962.425936,4.923133989,495.6715874,1.305484654,514,-4060.418206,0.00319954
0.510204078,0.071428571,132,760,0.001622333,0.099163489,6.293783062,787.5195177,557,304.0042362,-0.085585003,68.72727273,0.142857143,0.394211683,0.002022423,8.732850841,0.000323206,28445.25,2122.113347,5.489562367,165.4536683,1.95103782,262,-4781.642393,0.001274629
0.041846548,0.142857143,78,576,0.001622333,0.057686268,5.245468563,417.0186193,288,255.8797462,0.021428571,51.54545455,0.111111111,0.244719491,0.000382428,9.012196137,0.000268745,8107.25,1697.306922,2.667858878,104.3416258,0.449190955,216,-5148.783253,0.001549049
0.043206074,0.090909091,81,1001,0.002653005,0.070152816,7.203158278,491.0419718,351,259.4759041,0.214229111,83.125,0.111111111,0.26577675,0.006004152,12.16626984,0.000267094,8928.5,1694.479445,3.116224407,237.1124413,0.56510311,314,-4542.439862,0.002085055
0.000752434,0.0,23,16,0.000782569,0.009281056,0.557205737,65.93063771,57,210.4512803,-0.882352941,1.511363636,0.111111111,0.068105649,0.001205065,1.075,0.000238949,1208.0,1432.363079,0.393014845,1.0,0.017997597,34,-13317.27329,0.000338839
0.143601356,0.095238095,136,854,0.001278775,0.060953044,5.189876603,465.2676812,520,285.2177583,-0.165718193,70.71590909,0.125,0.420236746,0.000887821,7.606202131,0.000300661,13935.5,1963.450725,3.126184693,113.1824042,0.979394991,300,-5382.708724,0.00134888
0.068115893,0.5,97,284,0.000248103,0.044946062,2.792715107,344.8646795,323,264.5901723,-0.545945946,23.54545455,0.125,0.289261616,0.002817471,4.509469697,0.000289017,10077.75,1834.895787,2.391565067,14.43154762,0.46538203,162,-6778.886568,0.000804782
0.000752434,0.0,23,16,0.000782569,0.009281056,0.557205737,65.93063771,57,210.4512803,-0.882352941,1.511363636,0.111111111,0.068105649,0.001205065,1.075,0.000238949,1208.0,1432.363079,0.393014845,1.0,0.017997597,34,-13317.27329,0.000338839
0.002382526,0.333333333,37,69,9.55e-05,0.016479936,1.701767268,111.6883548,85,216.4069774,-0.275689223,6.920454545,0.111111111,0.10873183,0.002548939,3.241666667,0.000241371,1797.5,1457.696933,0.761727395,6.631372549,0.071732666,58,-8589.386145,0.00071406
0.015167519,0.166666667,75,196,0.000248103,0.030796368,2.494424807,227.2584252,197,237.3795159,-0.388095238,17.5,0.111111111,0.220585309,0.002187018,4.68377193,0.000258264,5149.0,1617.216568,1.585082707,22.43383838,0.204078294,118,-7094.019168,0.000832146
0.000752434,0.0,23,16,0.000782569,0.009281056,0.557205737,65.93063771,57,210.4512803,-0.882352941,1.511363636,0.111111111,0.068105649,0.001205065,1.075,0.000238949,1208.0,1432.363079,0.393014845,1.0,0.017997597,34,-13317.27329,0.000338839
1.486874259,0.102564103,203,3094,0.003340119,0.170065978,11.31418431,1389.687381,1232,343.732784,-0.017780265,227.5,0.125,0.663233468,0.000304158,14.54985797,0.000346861,51998.0,2371.235786,9.364084056,545.1259707,4.493727104,658,-3744.441597,0.00204312
0.093661696,0.102564103,102,1417,0.003340119,0.078995208,8.654918396,590.8012436,459,269.2505947,0.304037667,112.7159091,0.111111111,0.330716021,0.017161242,16.6202381,0.000268601,12545.75,1734.937278,3.773606324,289.4448842,0.837975442,400,-4619.164274,0.002646447
1.854076903,0.111111111,292,1620,0.00196589,0.142283731,7.404112441,1241.100338,1183,319.7311219,-0.148994673,114.5454545,0.125,0.848137266,0.00385299,10.63055009,0.000327225,59612.0,2257.88698,9.51742433,210.8044444,4.752587609,450,-4553.654904,0.001283206
0.845586042,0.111111111,194,1584,0.00196589,0.123804474,7.519427084,1024.424515,958,323.7572334,-0.016658497,123.8522727,0.142857143,0.600061693,0.00530229,9.776740852,0.000337154,39921.0,2279.075404,6.600965491,168.8105635,3.319349693,442,-4829.894814,0.001587805
0.889157182,0.2,213,665,0.000591661,0.102600094,4.026588579,932.3618311,855,303.6352131,-0.597130123,49.71590909,0.125,0.618757663,8.35e-05,5.681670001,0.000325627,45054.75,2207.199338,6.468423366,46.04386808,2.889426513,296,-5827.303891,0.000751147
30.72232615,0.133064516,388,21152,0.009867709,0.516711746,31.6923264,4760.191233,4549,494.0571709,0.344024283,926.5454545,0.125,1.398892616,0.009248893,39.62889228,0.000376364,238949.25,2862.646832,36.76172894,2175.004104,33.05092813,2378,-2332.396974,0.003837567
0.271491018,0.0,117,290,0.000591661,0.059231407,3.725932727,485.3042836,373,280.843456,-0.27790983,28.23863636,0.125,0.332002313,0.002802573,5.602950311,0.000306373,20185.5,2015.172353,3.745611722,57.1890585,1.161465114,146,-6085.95779,0.000828582
0.207128795,0.0,106,390,0.000935218,0.054703961,4.462746691,426.5867693,361,281.8415266,-0.008362369,37.70454545,0.125,0.309356468,0.001459014,6.251001939,0.000307882,18005.75,1993.889141,3.066927318,78.14209402,0.920049063,172,-6044.395077,0.001135575
0.020134517,0.0,60,152,0.000248103,0.032585885,2.640033099,242.1363173,160,250.2980136,-0.296638655,15.59090909,0.111111111,0.176222094,0.006227926,4.485897436,0.000276167,5519.0,1724.300877,1.461324079,27.925,0.210408143,96,-7175.412788,0.000870545
0.79673382,0.132352941,152,3757,0.004714349,0.176959467,14.02076978,1377.813261,1027,336.3954112,0.282286705,251.5227273,0.125,0.527413919,0.001240094,18.91735779,0.000331455,36863.5,2226.64497,8.661811452,525.8527741,3.023085357,748,-3610.296108,0.002912217
0.108042964,0.222222222,105,945,0.00196589,0.080720906,6.161674116,619.8632828,456,268.5750999,-0.057524484,63.71590909,0.111111111,0.333311741,0.00805974,10.8679314,0.000280112,14730.0,1797.027437,3.873354155,133.9501388,0.68417996,300,-4810.025881,0.001576718
0.45720521,0.142105263,132,3600,0.005745021,0.159387396,15.07580896,1247.619879,816,314.1921772,0.425878929,238.6363636,0.125,0.453903991,0.011425715,24.92351733,0.000302297,28680.75,2002.922517,7.84658878,579.6350792,1.941159464,780,-3505.252147,0.003470522
26.07505687,0.048951049,322,49566,0.021548659,0.815905162,68.39336985,6868.32962,4262,637.9906691,0.738043344,2656.5,0.142857143,1.309786775,0.028084041,78.16328917,0.000387447,213364.5,2975.774488,45.33937613,8404.842675,34.17333388,5924,-1770.345043,0.010175959
0.111661242,0.066666667,99,408,0.000935218,0.061208945,4.272377125,468.7192589,348,271.5930334,-0.065969411,36.75,0.125,0.293658762,0.00079038,6.243444056,0.000292912,13188.75,1884.979184,3.033528436,64.13020478,0.680013204,178,-6045.191218,0.001192908
3.226063824,0.093567251,287,5814,0.005401464,0.232874632,16.4168272,1923.154427,1739,367.7063435,0.257601677,370.2840909,0.125,0.919298246,0.001939134,21.35994495,0.000334113,75624.5,2392.437037,13.83306883,997.960974,7.529504894,992,-3348.92683,0.003104671
0.118448355,0.333333333,145,360,0.000248103,0.05380486,2.89568668,457.8512823,441,272.0353854,-0.40140056,28.31818182,0.125,0.421254675,0.000510424,4.615800866,0.000295421,15565.75,1932.133509,3.072512049,14.32303922,0.642439908,200,-7054.212733,0.000797925
9.484757637,0.14619883,358,7600,0.005401464,0.319930195,17.69267805,2866.966672,2696,392.2844181,0.135737717,417.1363636,0.125,1.155089262,0.003046036,22.44242692,0.000362976,134207.75,2623.648757,21.59618276,967.6910985,15.19327673,1180,-3037.72828,0.002385564
5.166489392,0.08496732,309,6066,0.005057906,0.261891315,16.56289005,2285.940863,2064,387.9269802,0.203742736,400.9090909,0.125,0.992897629,0.004943114,20.87345295,0.00036062,97734.25,2567.771641,16.32373549,1053.854182,11.20506882,1016,-3276.560037,0.002640106
0.150303029,0.666666667,106,168,9.55e-05,0.048064648,2.104562052,393.9605106,347,262.1308518,-0.660130719,13.125,0.125,0.301971853,0.003960619,3.32708264,0.000290444,16778.25,1872.530971,3.354956622,5.282352941,0.550545761,124,-7646.199421,0.000518046
10.89119821,0.051136364,349,13068,0.010211267,0.392045185,30.96048418,3244.556125,2468,444.7408165,0.524123698,845.25,0.142857143,1.138686717,0.001546067,38.7554526,0.000363504,128199.0,2606.724347,24.20043493,3709.218503,15.91121259,1914,-2346.50813,0.004679639
0.180480033,0.0,132,128,0.000439011,0.044477757,1.488154586,404.2683733,427,274.9601438,-0.783094099,10.65909091,0.111111111,0.371442452,0.00138904,2.215488215,0.000304599,20356.5,2024.367392,2.942041257,3.870707071,0.849294377,134,-9288.60599,0.000397769
25.51626808,0.080672269,390,22260,0.010898381,0.506492811,34.76848238,4511.991456,4210,514.8070033,0.463455798,1113.636364,0.125,1.390366686,0.006785599,41.65589582,0.00037679,209804.0,2860.941104,33.79112551,3379.473946,32.11677836,2532,-2286.356741,0.004789462
4.281375178,0.236363636,335,3608,0.002653005,0.216911753,9.827241169,1928.961583,2122,353.5870577,-0.301565971,200.375,0.125,1.048214382,0.000451595,12.51779628,0.000349773,95738.75,2504.333234,13.83082784,260.6197503,9.539203147,788,-3934.740235,0.00144055
81.55981387,0.104545455,399,58632,0.018113086,0.914824108,59.96594974,8335.219491,7176,676.8477614,0.567781414,2258.454545,0.125,1.678769231,0.009330814,68.43734868,0.000391389,390354.75,3201.378273,62.8140829,6259.728787,68.05680914,5286,-1727.35148,0.006934634
13.74617181,0.254901961,387,8730,0.005057906,0.333051445,16.40414072,3048.552817,3350,395.7500065,-0.015227999,400.9090909,0.125,1.279463274,0.002111081,21.46666315,0.00034662,162696.25,2598.980521,23.99176094,566.2970564,19.3237793,1312,-3103.889619,0.002174354
5.388985921,0.164835165,351,4046,0.003683677,0.220557495,12.10059951,1925.290996,1947,356.9775842,-0.041082049,230.5227273,0.125,1.066160787,0.002680451,16.71009266,0.000338524,97000.0,2408.620834,16.2005429,492.4380561,9.403619819,788,-3553.422509,0.00177577
0.380616606,0.055555556,151,1404,0.00196589,0.101392493,6.894009815,786.5095601,718,299.2454028,-0.154108925,108.1022727,0.125,0.479984577,0.001870144,9.925333146,0.000307314,25130.5,2039.660285,5.469894737,274.0138732,1.639096144,402,-4512.414516,0.001542063
0.01389624,0.333333333,33,57,9.55e-05,0.020004956,1.859029529,151.1920869,84,234.2557994,-0.325396825,6.204545455,0.125,0.096245228,0.002323815,3.477777778,0.000262329,3904.25,1628.741815,1.052488143,7.495238095,0.12024683,50,-8458.473152,0.000652956
76.66244974,0.104377104,399,61545,0.017769528,0.930224226,61.31042826,8355.450487,7371,699.1489974,0.537056558,2467.5,0.125,1.722461538,0.015030779,65.07213759,0.00041511,386319.0,3327.87439,60.58362984,6115.917801,69.64692283,5318,-1727.501301,0.006990742
0.206309637,0.0,127,210,9.55e-05,0.059227043,2.247341552,519.2871943,408,279.4673965,-0.711736237,17.89772727,0.125,0.363218816,0.001509391,3.376398765,0.000308356,22457.75,2016.771664,3.4799599,13.68148148,0.833130935,152,-7577.095557,0.000559715
2.741730882,0.125,283,4416,0.004370792,0.184340179,13.97918903,1556.607523,1598,356.7036354,0.22802588,287.6363636,0.125,0.888965491,0.003378979,18.26581012,0.000343997,65212.25,2422.428509,11.58516908,503.4479342,7.056203447,824,-3710.270997,0.002613703
0.004822357,0.0,12,9,0.000782569,0.013823126,0.607668071,109.535596,44,227.4858016,-0.8,0.954545455,0.125,0.036229034,0.00136002,1.111111111,0.000259538,3117.5,1598.234874,0.636290727,1.0,0.029544162,20,-13571.68582,0.000318673
9.399295466,0.156862745,371,7416,0.005057906,0.315611615,16.68577853,2755.695895,2751,395.5572548,0.045560054,392.3181818,0.142857143,1.194439946,0.000347677,20.32578978,0.000362056,133913.25,2608.350474,20.55433661,865.2726005,15.21818759,1166,-3091.330214,0.002303341
47.38521392,0.193650794,398,30636,0.011241939,0.595681721,36.67887288,5538.281034,5919,527.7148472,0.325083855,1171.227273,0.125,1.543339888,0.00365747,45.32423544,0.000382117,290887.0,2993.694592,44.43337883,1832.086357,45.21085639,3034,-2200.358446,0.0042238
12.54913568,0.195238095,380,10500,0.006088578,0.334599311,19.91670575,3069.455932,3266,417.31725,0.194006366,541.2272727,0.125,1.272996337,0.004928342,25.91872668,0.000366032,153143.75,2699.719625,22.93328706,634.0771995,20.05959959,1462,-3021.096557,0.002868565
31.82590585,0.064489796,366,40350,0.016051742,0.714120837,52.74174744,6181.403475,4940,603.0449455,0.600700656,2032.386364,0.125,1.444677848,0.013086893,59.02138085,0.000396511,240144.25,3064.845541,43.18587083,6113.283812,40.10870227,4164,-1928.2502,0.007220776
3.848809251,0.244444444,337,2550,0.002309447,0.183436983,8.584401003,1684.712183,1710,338.2611819,-0.256563935,152.7272727,0.111111111,1.007688452,0.000152018,12.0687309,0.000336587,87466.75,2393.305394,13.15600848,199.8955132,7.807178396,620,-4151.163964,0.001266571
9.009891789,0.2,370,7120,0.004370792,0.304361033,15.11941767,2797.360323,2895,388.8223948,-0.022777793,379.2727273,0.125,1.211010603,0.000279885,18.97499602,0.000367107,136252.5,2681.337075,20.14246385,604.2550985,16.18420342,1162,-3285.641272,0.002042676
3.207105714,0.128205128,321,2873,0.003340119,0.191831136,10.71387318,1681.741832,1485,332.3316176,0.035419477,180.9659091,0.125,0.948511278,0.002169487,15.23728803,0.00032144,77085.25,2287.487894,13.2966231,422.6275123,6.599749422,624,-3849.744911,0.001807726
0.780891169,0.095238095,182,756,0.001278775,0.108533743,5.501308937,902.2479865,695,302.1038583,-0.289743407,62.92045455,0.125,0.526909582,0.000265803,7.723832082,0.00031746,39290.5,2139.039792,6.866780798,133.1757172,2.48640783,272,-5041.678812,0.001039012
9.144692708,0.121212121,346,8294,0.006432136,0.331320645,19.88199792,2877.146585,2505,389.8801133,0.257427944,449.75,0.125,1.112706381,0.0040793,25.49939904,0.000349773,128331.0,2538.417311,22.24323115,1165.016276,13.55536018,1260,-2865.126633,0.002824003
9.743221365,0.318681319,381,6118,0.003683677,0.2803401,12.86780414,2653.953404,2997,383.6105779,-0.171984572,287.3181818,0.125,1.23242568,0.000234594,17.18632276,0.000357015,143151.0,2617.128702,19.94149373,291.3057902,16.32664655,1084,-3511.770085,0.00168084
9.898041796,0.318681319,386,6258,0.003683677,0.284431647,12.73634624,2607.80544,3059,379.5502814,-0.219134261,290.6590909,0.111111111,1.251110854,0.001114391,16.3281883,0.000349162,142295.75,2589.715055,19.77906767,298.5782085,16.3460801,1104,-3493.156407,0.001704
