H Values,Clustering Coefficient,P Value,Local Gravity Model Centrality,Global Relative Change in Avg Degree,PE Values,Local-Global Centrality,Centrality Values,Extended Coreness,H-GSM_1,Leverage Centrality,Density Centrality,Eccentricity Centrality,HCC Value,Global Relative Change in Avg Clustering,DNC Scores,Closeness Centrality,Extended Improved Gravity Index Values,GIN Values,EHCC Value,DIL Centrality,MCGM Values,Laplacian Centrality,Second order centrality,PageRank Centrality,Average Spreading Ability
6.222080763382807e-05,0.109090909,0.12814070351758794,0.006412925234021408,0.07561834545077373,0.029428205391909015,0.05028894268220848,0.021883613428507774,0.027744270205066344,0.10926313967528392,0.7202428920284335,0.012842409941068342,0.5185185151481482,0.09334367894756247,0.006364493089809152,0.09117162442938202,0.33753134296307064,0.008132946263263583,0.24708369485130563,0.018908335252442624,0.010675792926669632,0.0030227868946945463,0.022354694485842028,0.8289478721620643,0.1701654216639484,0.03629764065335753
0.0021146636908315553,0.3,0.4949748743718593,0.004452114586550988,0.014670107740630559,0.03319948721529521,0.03121546382539108,0.03249667971103204,0.06976276638520305,0.1781756267762365,0.3821190150013949,0.00880063625386853,1.0,0.2890346290500851,0.033883715208054006,0.04269579526423221,0.639560661660214,0.038626976925099185,0.4884807412926204,0.03194481036542482,0.0016030725548970024,0.016550871981044178,0.021609538002980624,0.7728208306069115,0.06328727574182037,0.05807622504537205
1.480637477955031e-05,0.3,0.11055276381909548,0.0014303173558602722,0.014670107740630559,0.010688378113682201,0.019498232521469025,0.008650791271732072,0.012364294330518697,0.08455511483739916,0.5537622582524547,0.0029335454187210718,0.5185185151481482,0.06913444907943116,0.03370366832727222,0.04221606995051847,0.2979618389555925,0.0031603264365501543,0.20653186616213895,0.008072078600679043,0.0007789552029434535,0.000801072730999224,0.008196721311475409,0.7263901047570904,0.07976449174153202,0.017422867513611613
3.3931298511139485e-06,0.0,0.09798994974874373,0.0008461032245934005,0.004512048410784897,0.005799906313217296,0.01466796093044725,0.003962081731868912,0.008041817450743869,0.07866264277927607,0.5875769625144118,0.002125190679969861,0.5185185151481482,0.05915475967956226,0.04385904968406238,0.02581500676799873,0.28493516664666607,0.0014930337283633813,0.19483730809624736,0.004615170707946795,0.0009736940036793169,0.0004820494311344125,0.005812220566318927,0.6572974371565778,0.0769834470205538,0.011252268602540832
1.2766227423293407e-06,0.0,0.09798994974874373,0.00015444741401308103,0.020314728999754707,0.003371972387151167,0.0018127077786459162,0.0024981159337423113,0.0061318858061922,0.07500163278502792,0.032713307821186866,0.00029987353153049516,0.5185185151481482,0.05607112604521085,0.02133815052733543,0.00048003111753716285,0.28351407512205606,0.0011040704746341314,0.19183913292691737,0.003013562009251822,0.0,0.00013241590097561674,0.003427719821162444,0.50161669853138,0.008677113275723798,0.008348457350272231
1.2766227423293407e-06,0.0,0.09798994974874373,0.00015444741401308103,0.020314728999754707,0.003371972387151167,0.0018127077786459162,0.0024981159337423113,0.0061318858061922,0.07500163278502792,0.032713307821186866,0.00029987353153049516,0.5185185151481482,0.05607112604521085,0.02133815052733543,0.00048003111753716285,0.28351407512205606,0.0011040704746341314,0.19183913292691737,0.003013562009251822,0.0,0.00013241590097561674,0.003427719821162444,0.50161669853138,0.008677113275723798,0.002903811252268601
8.04924862979645e-06,0.5,0.10804020100502514,0.0012221491021904673,0.004512048410784897,0.011863719498914233,0.015616592817636011,0.00912406755076081,0.01336952151186168,0.0889689492867099,0.36792928575964234,0.0024381021913744134,0.5185185151481482,0.06849531017896456,0.07377863400153706,0.02959707011247297,0.3130096192106311,0.0032631607481002547,0.21858779825561245,0.008446869760046423,0.00048499670023056284,0.0008348885508272965,0.007898658718330849,0.7321506640236537,0.05398848410030907,0.019600725952813064
0.00012064843906970637,0.3,0.12562814070351758,0.0020682523267838674,0.014670107740630559,0.020992058626379165,0.024695704569432146,0.017394371206516913,0.019199839163650985,0.12758231274610748,0.37971461342777,0.0041069635844393155,0.7291666647708335,0.08252854845242766,0.010380985582164173,0.038555226576007566,0.4564703876106083,0.00832656735195624,0.32444159688705276,0.015934399541977885,0.0015894216721590196,0.00199283361783978,0.011028315946348732,0.7720365270490122,0.06744849833749335,0.017059891107078035
6.224459830337067e-06,0.666666667,0.10804020100502514,0.0007923823849366766,0.0,0.00988427361256149,0.01100750684187679,0.007656523318345258,0.01156011258544431,0.08671447707824365,0.29506108958517435,0.001577595535421661,0.5185185151481482,0.06633676673513667,0.11431625248364556,0.019996447761729708,0.3106285014116176,0.0028926990650683035,0.21576551141589642,0.007123786494978656,0.0001842598981335706,0.0006568406193629342,0.006408345752608048,0.6961031986055929,0.03870647071014714,0.018148820326678763
5.266429882782103e-05,0.666666667,0.10804020100502514,0.0006916558105803194,0.0,0.011560281433730814,0.012912099333916988,0.010220341919217057,0.010152794531564134,0.11166390723028666,0.31402347871202,0.001342911902441918,0.7291666647708335,0.06479494991796096,0.06067556039935524,0.021281379544147574,0.41865356315014934,0.005192487329651091,0.29288314749727595,0.010323686474949028,0.00018285333400599955,0.0008114081263484319,0.005663189269746646,0.6892890098999678,0.039666885931319104,0.022867513611615237
1.958799556031943e-06,0.0,0.09798994974874373,0.0004566271370821526,0.010156669669909048,0.005285633005816924,0.006163989878615068,0.003675084360994808,0.008142340168878166,0.07844868505864583,0.1259045374716649,0.0009517725134320875,0.5185185151481482,0.05946312274234311,0.022088856336050924,0.0086583390441702,0.2876289245810938,0.0012632700364480943,0.19635795913956486,0.0038798319347029724,0.00015688816059283644,0.0003471724147928228,0.005216095380029807,0.6333491152697914,0.028051794515980794,0.013793103448275855
6.962182606285443e-05,0.0,0.11306532663316583,0.0005237781866530575,0.010156669669909048,0.013449058931617587,0.008328238074817175,0.011024967336233614,0.01347004422999598,0.12093213737718661,0.0980186707405632,0.0011343042282268524,0.7291666647708335,0.06854013472659336,0.022130103706416434,0.008785331404322954,0.456713552160375,0.007349426257687296,0.31835348174283284,0.010262420920820034,0.00015871669391479397,0.0008869135923846694,0.005961251862891207,0.667171108835209,0.0191764419654523,0.009800362976406532
1.958799556031943e-06,0.0,0.09798994974874373,0.0004566271370821526,0.010156669669909048,0.005285633005816924,0.006163989878615068,0.003675084360994808,0.008142340168878166,0.07844868505864583,0.1259045374716649,0.0009517725134320875,0.5185185151481482,0.05946312274234311,0.022088856336050924,0.0086583390441702,0.2876289245810938,0.0012632700364480943,0.19635795913956486,0.0038798319347029724,0.00015688816059283644,0.0003471724147928228,0.005216095380029807,0.6333491152697914,0.028051794515980794,0.004355716878402895
1.2766227423293407e-06,0.0,0.09798994974874373,0.00015444741401308103,0.020314728999754707,0.003371972387151167,0.0018127077786459162,0.0024981159337423113,0.0061318858061922,0.07500163278502792,0.032713307821186866,0.00029987353153049516,0.5185185151481482,0.05607112604521085,0.02133815052733543,0.00048003111753716285,0.28351407512205606,0.0011040704746341314,0.19183913292691737,0.003013562009251822,0.0,0.00013241590097561674,0.003427719821162444,0.50161669853138,0.008677113275723798,0.0025408348457350294
5.118959721472695e-06,0.2,0.10301507537688442,0.001497468405431177,0.014670107740630559,0.00927102043133896,0.019210767697082125,0.0069127833390092,0.011459589867310013,0.082599275836756,0.5180949067475309,0.0032594949090162437,0.5185185151481482,0.06598357862363655,0.027906001039382376,0.039326993781044865,0.2885857928743313,0.002068303496323566,0.19948291578719243,0.006946822493355236,0.0015198126125835064,0.0008066524316333768,0.00849478390461997,0.7366190566606303,0.07962795894644836,0.015970961887477313
1.2766227423293407e-06,0.0,0.09798994974874373,0.00015444741401308103,0.020314728999754707,0.003371972387151167,0.0018127077786459162,0.0024981159337423113,0.0061318858061922,0.07500163278502792,0.032713307821186866,0.00029987353153049516,0.5185185151481482,0.05607112604521085,0.02133815052733543,0.00048003111753716285,0.28351407512205606,0.0011040704746341314,0.19183913292691737,0.003013562009251822,0.0,0.00013241590097561674,0.003427719821162444,0.50161669853138,0.008677113275723798,0.007985480943738653
5.216596190592159e-05,0.0,0.0678391959798995,0.0002283135685410763,0.010156669669909048,0.011449938342572753,0.008107216716366442,0.009762149267520708,0.00794129473260957,0.11591759814232638,0.2834286996548486,0.0005606331242583508,0.7291666647708335,0.039150555330014734,0.11150871693204369,0.010972139825992083,0.4458658868558507,0.006431232028198115,0.30825272477066235,0.008902572235564381,0.00014262560053894223,0.0006400170756544251,0.002682563338301043,0.6290226066000871,0.021721906340953532,0.033030852994555354
0.010787728818298151,0.038095238,0.5653266331658292,0.021944962999771687,0.1162504940684583,0.10931250079479109,0.10653746282457625,0.09880609318548529,0.12112987535182951,0.21925292855601086,0.6628730978971155,0.04217786411680564,1.0,0.35349339335755864,0.055487396828387166,0.1248981363967938,0.7102552280378202,0.09329997887378788,0.5479626160126,0.09709952057173746,0.048071304970124004,0.04148002319273281,0.049925484351713866,0.9043656693112777,0.1656187498310461,0.12123411978221414
2.382851964688652e-06,1.0,0.06030150753768844,0.00021488335862689535,0.010156669669909048,0.004809056711420668,0.0058641679289998735,0.0040077211555330245,0.005327704061117813,0.07130670643678902,0.20615949827206287,0.0004041773687199811,0.5185185151481482,0.035074594182606125,0.10479973768946645,0.012000777938429082,0.2720663933960299,0.0014964758810512508,0.18317578769207313,0.003864705759990366,5.485600020728547e-05,0.00019712285081211948,0.002533532041728763,0.6276747519094397,0.022558548167638335,0.01088929219600726
4.531492593801955e-05,0.2,0.1206030150753769,0.0021622637961831344,0.024828137503243523,0.01825043588371626,0.027153198429173152,0.014246318295299078,0.018194611982307998,0.1084862956760983,0.4782000098179289,0.004706710647828118,0.5185185151481482,0.07785827295218126,0.018167385020158203,0.0489849935872243,0.37004275906498496,0.005777223017502916,0.263491773467707,0.012864319830382923,0.002742213942023499,0.0017324920015642012,0.010730253353204173,0.7907049257510623,0.08019917640592195,0.017785843920145192
2.5392407334073454e-06,0.333333333,0.09798994974874373,0.0007655219651083147,0.004512048410784897,0.01033797792164135,0.012993542813404637,0.008459308206918344,0.009047044632086852,0.06198747832391682,0.4209560734258538,0.001603671494841962,0.3499999984833335,0.05822966948903874,0.0012524601699692441,0.03247483242053683,0.20922888415893492,0.0024899672005875757,0.14593052487101596,0.007311235339662494,0.0006232905703274005,0.000545777011996542,0.005365126676602086,0.7259298960070791,0.05450880813141462,0.018511796733212342
1.3429589767056392e-05,0.3,0.07537688442211056,0.000993835533649391,0.014670107740630559,0.010012827444741582,0.02029053446265283,0.00759592188795529,0.00914756735022115,0.09052572603668846,0.529805113772638,0.002412026231954112,0.5185185151481482,0.047543603365079116,0.09064374655385464,0.040459765619846544,0.32252145848202163,0.0024860947788137226,0.22245757795358032,0.006647540433607786,0.0009687268839215075,0.00074808870873504,0.006259314456035767,0.7514893567932113,0.07086535047802697,0.010526315789473682
1.5613111823741898e-06,0.0,0.04773869346733669,0.0002283135685410763,0.010156669669909048,0.004163717766318013,0.005927687074903218,0.0031059144781407054,0.004422999597909128,0.07315786681525555,0.19754023048713298,0.0005606331242583508,0.5185185151481482,0.029103628607612172,0.03264429500266008,0.010178437583037884,0.2751233191645245,0.0009706870579791897,0.18505761528760525,0.002916854959034186,0.00015222540057521718,0.00022110790480802303,0.002682563338301043,0.625842058777505,0.027143930724384337,0.005081669691470045
9.033679442826149e-06,0.0,0.05778894472361809,0.00025517398836943825,0.010156669669909048,0.0074855391992116145,0.006817144406396752,0.005741846382751606,0.006433453960595094,0.09054478945833691,0.2417858051164396,0.0006127850427711408,0.5185185151481482,0.034743818344920394,0.044119243745145316,0.009733964330503761,0.33553234088511896,0.0023544324385027155,0.2319755333733787,0.0052911156760387405,0.0001474255005570797,0.0003324087307020349,0.0029806259314456036,0.6311384560082327,0.02451455707038396,0.009800362976406532
6.499408833075974e-08,0.0,0.010050251256281407,1.343020991418096e-05,0.020314728999754707,0.0018225151139789344,0.0010975322480140039,0.0014479540280469187,0.000904704463208685,0.04557540035765584,0.2165026196139787,2.6075959256394962e-05,0.3499999984833335,0.005640189737308228,0.04315404794246599,0.0013334197736034042,0.17652798918707246,0.00021341346664790695,0.11516996013005507,0.0013374333504256254,0.0,2.646229216830943e-05,0.00029806259314456036,0.42391233274267726,0.011401497607612388,0.0021778584392014508
2.912729121190012e-06,0.022222222,0.05527638190954774,0.0018667991780711535,0.06546028612092808,0.015659229163206466,0.03741989333017,0.010364689766137252,0.00673502211499799,0.0708289506606696,0.8951263100405824,0.006975319104281822,0.3499999984833335,0.038421766833200074,0.10104626366683657,0.0824624884283499,0.23097158448547017,0.0016216841850725024,0.15843866376629526,0.008295181981718852,0.005514293927263374,0.0008235130116405722,0.011922503725782414,0.7581846376004375,0.2052515386070988,0.018148820326678763
4.772296634358004e-06,0.166666667,0.09547738693467338,0.0006580802857948671,0.004512048410784897,0.011334421862113635,0.014622024763982564,0.008715500967701422,0.008443908323281062,0.07835994612641442,0.4785899292577178,0.001603671494841962,0.3499999984833335,0.05574035020752512,0.08860533048809008,0.029117038994935805,0.2706989875512382,0.0027765264118527087,0.1897978775397354,0.0077095375033489014,0.0008753450320358438,0.0005980148013856899,0.004769001490312966,0.7221610241662282,0.05715173414311073,0.012341197822141561
0.001614366996920956,0.05,0.2663316582914573,0.011267946117997824,0.12640855339830395,0.05979523116370285,0.09531378345345835,0.04852551002752691,0.049356654603940495,0.16897874533928814,0.851812941450361,0.02809684611179611,0.7291666647708335,0.1695086589386689,0.06635843565028743,0.1377454926538158,0.5316871830176405,0.02898765859180673,0.40050148776548344,0.046288679529541396,0.02617703587641329,0.011776775119680966,0.03546944858420269,0.8805518500397349,0.2271786045757229,0.07186932849364792
0.0002465085148696326,0.035714286,0.1984924623115578,0.004499120321250621,0.04514422659570215,0.035745101555262636,0.04111636233082475,0.02777669476727851,0.031463610776035385,0.13180491877396128,0.5030354313016149,0.009530763114358838,0.5185185151481482,0.12665774284656012,0.02832621435632974,0.06056433685457227,0.43878253510096066,0.014685944442795081,0.3200842803083612,0.02405461101539364,0.010621169219680824,0.0037639524416986925,0.01743666169895678,0.8455722662863479,0.09661612766609298,0.049364791288566245
3.566394863064881e-07,0.0,0.03517587939698493,6.043594461381431e-05,0.020314728999754707,0.003459811899188681,0.0013405967654554337,0.0027407295349010465,0.0033172496984318453,0.0557515821867301,0.08376589458831563,0.00011734181673573037,0.3499999984833335,0.020357391959957175,0.023908912601205527,0.0008727838493402494,0.2042329579546388,0.0009853162069026348,0.1381558413862222,0.0022019380371666943,0.0,8.162811371604435e-05,0.0013412816691505216,0.49453570175329997,0.007269326076574427,0.0054446460980036235
0.00012869037256456756,0.060606061,0.1658291457286432,0.005869001732497079,0.0857763752133867,0.03251496494956879,0.059870235304392096,0.025052455265758087,0.026336952151186165,0.1266636146852595,0.7900647439514232,0.01417228386330839,0.5185185151481482,0.10817294304037389,0.3047921888154591,0.11230251797842544,0.39732140037516817,0.009733547263122885,0.29193495101755207,0.022704364553843365,0.013704271713205405,0.0037205117600333393,0.022056631892697465,0.8457967738952156,0.1742379051515179,0.030490018148820325
3.903867778373152e-06,0.0,0.06532663316582915,0.00024174377845525728,0.010156669669909048,0.007132826503361083,0.00613011359120655,0.00557964672944727,0.006533976678729393,0.0770275156375779,0.1902470037248472,0.0005606331242583508,0.3499999984833335,0.038203052865676816,0.030343465697593715,0.010016233708333908,0.2755843844147313,0.002284728846573359,0.1916369787359963,0.004967881317094685,0.0001527240914812056,0.00031013867856631637,0.0028315946348733234,0.6547900580510722,0.01914667003072709,0.005081669691470045
3.566394863064881e-07,0.0,0.03517587939698493,6.043594461381431e-05,0.020314728999754707,0.003459811899188681,0.0013405967654554337,0.0027407295349010465,0.0033172496984318453,0.0557515821867301,0.08376589458831563,0.00011734181673573037,0.3499999984833335,0.020357391959957175,0.023908912601205527,0.0008727838493402494,0.2042329579546388,0.0009853162069026348,0.1381558413862222,0.0022019380371666943,0.0,8.162811371604435e-05,0.0013412816691505216,0.49453570175329997,0.007269326076574427,0.01270417422867514
1.0,0.059961777,1.0,0.9470581125182987,0.8984195841049394,0.9385317589960397,0.9265285006784869,0.9297667003810293,1.0,0.9141033019444238,0.9689288409719603,0.9091513579435082,1.0,0.9999999999999999,0.6836828484007098,0.8795766552771018,1.0,1.0000000000000002,1.0,0.9640479723282276,0.8965862709525085,0.9999999999999999,0.8655737704918033,0.9999999999999999,0.832010740964344,1.0
1.3912062698292404e-07,0.0,0.012562814070351758,2.0145314871271442e-05,0.020314728999754707,0.001630835182112387,0.0011077999007374317,0.001457880188068233,0.0014073180538801769,0.04590918783127326,0.1785778407914157,3.9113938802639445e-05,0.3499999984833335,0.007204419329388809,0.04765822777381138,0.002400155587685816,0.17709642579691653,0.0003562628031944898,0.11616445917988286,0.0014662644793123308,0.0,3.692179970366105e-05,0.00044709388971684054,0.44636428296509045,0.009502797877037585,0.0032667876588021796
2.734603322226422e-05,0.107142857,0.07286432160804021,0.0019205200177278773,0.04514422659570215,0.014075517361155266,0.035884852794734814,0.009983223750604057,0.010655408122235626,0.10346005390949728,0.7526542319535829,0.005462913467738726,0.5185185151481482,0.049063007908440426,0.21590287687661777,0.07086808601680795,0.3575529435542447,0.0029559486207079047,0.24822432076069775,0.008552402944614687,0.003745667432235909,0.0011829392686311673,0.010283159463487332,0.7779154444525076,0.13580262576930355,0.02831215970961888
9.245216837315604e-07,0.333333333,0.042713567839195984,0.00028874951315489063,0.0,0.004032376125941135,0.009222192801195225,0.002849131796403145,0.003819863289103337,0.06147541310155327,0.462151754044402,0.0007562028187632662,0.3499999984833335,0.025975169924541484,0.021472401639418822,0.01925839126195517,0.22562828035293603,0.0007688908566528422,0.15065646442796557,0.0027772042024765235,0.00026818488990837966,0.00019475512994579904,0.002682563338301043,0.6582815401061928,0.044663813222559634,0.009800362976406532
0.00018322015110460867,0.166666667,0.07788944723618091,0.0008998240642501243,0.004512048410784897,0.014290913592865748,0.019136546202012217,0.011585220335135515,0.014374748693204664,0.12271624018102542,0.39348491983781997,0.002125190679969861,0.7291666647708335,0.04972455958381189,0.002777292370751392,0.02799229076425651,0.45574089396130846,0.008840738909706743,0.32353651127771343,0.013019416322054188,0.0010837978328235285,0.0016691227831005344,0.006110283159463487,0.7494521062842976,0.04933620479919262,0.07078039927404718
0.0012980909238210735,0.075,0.2386934673366834,0.012987012987012986,0.12640855339830395,0.06860295906175654,0.09558078399371171,0.0546143004341835,0.05066344993968637,0.1695792279144629,0.7936452592788181,0.02830545379043664,0.7291666647708335,0.16062794814703707,0.03310669104608173,0.13477703518652895,0.5363104674443722,0.02986583779629943,0.401704237526033,0.048451980407409716,0.027135704700952633,0.010381544733975595,0.03785394932935917,0.8866873764302854,0.2110828730277445,0.07078039927404718
0.0030999723018256477,0.071428571,0.32914572864321606,0.005090049557474584,0.04514422659570215,0.05958031023637946,0.0492780279539627,0.051974224281001395,0.05579010856453558,0.1729645253402729,0.5091387429143144,0.01119962450742374,1.0,0.1953547644920352,0.03707151886866368,0.06186681718255704,0.5994448269110523,0.04894870202876177,0.45399997576607176,0.05404071943448612,0.009021270462353655,0.015518824466228261,0.019076005961251863,0.8577181891079874,0.07232179640826478,0.10308529945553539
0.0002542573386635824,0.142857143,0.1934673366834171,0.0038544702453699353,0.04514422659570215,0.03453036728063641,0.04066580441724021,0.02745654957727411,0.028749497386409327,0.12901154156302033,0.5700157344843592,0.008383420906421836,0.5185185151481482,0.12044565052913801,0.00699349256248839,0.06410172442618421,0.4274580146404007,0.01394545134581716,0.31488089640115746,0.026200016135874284,0.0056689082463060175,0.0035672024049219963,0.01564828614008942,0.8429713565159606,0.09210391342350217,0.034845735027223226
0.00026251774494125634,0.090909091,0.20100502512562812,0.006708389852133389,0.07561834545077373,0.04205947141842406,0.056748822878976236,0.032355000525468455,0.03508242862887013,0.13229597885968858,0.679694501481526,0.013559498821028968,0.5185185151481482,0.13099724250912076,0.11009768639116282,0.08933594983361202,0.4222441877356644,0.015358885293273561,0.31395493112846773,0.030623872756839796,0.012952184128895476,0.004489625523521077,0.022950819672131147,0.867326162680436,0.13074298278021576,0.0468239564428312
4.571729663791779e-06,0.0,0.05527638190954774,9.401146939926671e-05,0.020314728999754707,0.005296301686881964,0.002150294524995225,0.004223512998456966,0.005528749497386409,0.08752088629107518,0.05588002785721391,0.0001825317147947648,0.5185185151481482,0.03194613600062592,0.02208091497928424,0.0006000388969214544,0.3333628078242141,0.002071315379925452,0.22811492170677192,0.0037549725583807462,0.0,0.0001357872784793081,0.0020864381520119225,0.514870160955005,0.0048634942375447195,0.004355716878402895
0.0008725140360615789,0.095238095,0.33919597989949746,0.005721269423441089,0.03498616726585648,0.03650331895088429,0.040209099500136375,0.030649402305925423,0.052070767993566545,0.1558064887902666,0.4635532405357956,0.011525573997718912,0.7291666647708335,0.20839567575353157,0.016262559815106138,0.05285304319367199,0.5282481415280839,0.02397631454735477,0.4020398438018168,0.03072214720997647,0.0061538779880489815,0.007786539543300097,0.021907600596125187,0.8335753449691989,0.07767432891500041,0.08166969147005444
0.0004138684548528888,0.5,0.24120603015075376,0.0018936595978995153,0.004512048410784897,0.026835988876055848,0.020515686238305568,0.02268180589312028,0.03226779252110977,0.13696693427609133,0.24725244009642278,0.003794052074673824,0.7291666647708335,0.14276528524139517,0.0516529503112425,0.02807757767689533,0.49147660883350486,0.01733683228154055,0.3599396222188366,0.023473927429076877,0.0007368009790268845,0.0036960501680834315,0.011624441132637853,0.7774955042939746,0.03845193148129793,0.05662431941923775
4.571729663791779e-06,0.0,0.05527638190954774,9.401146939926671e-05,0.020314728999754707,0.005296301686881964,0.002150294524995225,0.004223512998456966,0.005528749497386409,0.08752088629107518,0.05588002785721391,0.0001825317147947648,0.5185185151481482,0.03194613600062592,0.02208091497928424,0.0006000388969214544,0.3333628078242141,0.002071315379925452,0.22811492170677192,0.0037549725583807462,0.0,0.0001357872784793081,0.0020864381520119225,0.514870160955005,0.0048634942375447195,0.005081669691470045
1.4476080290397007e-05,0.333333333,0.09045226130653267,0.0004499120321250621,0.0,0.009644026269134945,0.011553216802525738,0.007251502478759405,0.008343385605146763,0.09296033423158384,0.40099383600400096,0.001069114330003912,0.5185185151481482,0.052303528461673576,0.04672798861315813,0.017934495921763636,0.34101143820778257,0.003085889884674977,0.23641145923029253,0.007392922735301189,0.0003089145737152457,0.0005634082637428184,0.003874813710879284,0.7047737315935613,0.031912053848995744,0.01088929219600726
9.215700469876994e-05,0.166666667,0.18592964824120603,0.001302730361675553,0.004512048410784897,0.01829035782856547,0.018065140390769778,0.014899282561859096,0.019601930036188178,0.11211494022238613,0.33704923746571347,0.002803165621619567,0.5185185151481482,0.10835224173197955,0.04009024315737488,0.029472085938498878,0.39435921404164753,0.008854077251372236,0.2886522528148697,0.01551666466640385,0.0011757746426162034,0.0016166081366354732,0.00834575260804769,0.764837671285439,0.040424520396118116,0.04174228675136117
