Laplacian Centrality,P Value,Coreness Centrality,Global Relative Change in Avg Clustering,Node H-Index,Volume Centrality,Local-Global Centrality,Eccentricity Centrality,Improved Gravity Index Values,Extended Degree,Local Gravity Model Centrality,Clustering Coefficient,H Values,Global Relative Change in Avg Degree,EHCC Value,Eigenvector Centrality,GIN Values,PageRank Centrality,GGC Values,Leverage Centrality,Closeness Centrality,Degree Centrality,Semi local centrality,Second order centrality,I-GSM Values,Average Spreading Ability
0.1911044817955212,0.377892030848329,0.269766484929534,0.3305747809621443,0.6227544910179641,0.757322175732213,0.16299113526296258,1.0,0.4626824605634647,0.3719038257976713,0.09631843292340067,0.4841873651678765,0.0943151672153496,0.09228461023636503,0.31716054653986264,0.3347434349645719,0.17254800677892337,0.23138082914361988,0.08280168626132224,0.48009559313859285,0.14370048706061844,0.24740124736133573,0.3730000399265051,0.8881160878460334,0.17724997983031754,0.35646687697160884
0.49109046679947543,0.8817480719794344,0.6191132599526799,0.05098882283255789,0.9281437125748504,0.4309623430962404,0.4728874370611161,1.0,0.7917555542422992,0.71949795856646,0.4164159875955128,0.29583707900751444,0.4294484168410045,0.4834548024060431,0.6880066072207407,0.6866840367649794,0.4640241912956625,0.5391188744243336,0.33567458626957414,0.7784220649358466,0.40302114508147024,0.5717255714125804,0.7207989218336962,0.9603310215199169,0.47197486516515036,0.4050473186119874
0.3091908341925861,0.8251928020565552,0.4201419607036313,0.28674621599920386,0.7904191616766468,0.6192468619246938,0.28214332296062644,1.0,0.6529279525796056,0.5335490700136095,0.21041624439689952,0.4326456014678154,0.2143718111800827,0.2577796674666782,0.4965529090852286,0.49897829352561646,0.2849556029441088,0.35901906477701295,0.1601689711042874,0.627591521849621,0.24080257418383133,0.38461538445993926,0.5348603589317474,0.9287542760439393,0.2910961595905654,0.317981072555205
0.40360685933949325,0.9999999999999999,0.518218290299352,0.07814610884889764,0.8922155688622755,0.5271966527196525,0.3739144369450469,1.0,0.7400474613874868,0.6499621956751852,0.31482402051803776,0.4139063129006392,0.32141308561164617,0.36810970562022033,0.6119030082406715,0.6111869144077459,0.3761710647777541,0.4456931508676242,0.2278243099817224,0.6955300262242303,0.31517320970991536,0.4760914755222099,0.6514930629580719,0.9462445918629983,0.38800937149346254,0.4542586750788643
0.2869370226141972,0.8046272493573264,0.3805575558070157,0.15400252743852147,0.7784431137724551,0.6527196652719738,0.2528719081217511,1.0,0.6388985071049021,0.5146045667624376,0.18595841265494942,0.5213614161672366,0.18447430494711234,0.21765961566064376,0.4608748121109926,0.47249863879408843,0.26221519227760737,0.3290855598311774,0.13096751813348656,0.5849054709439515,0.21578937073332938,0.35135135088711583,0.5160422939710726,0.9209336708652123,0.27168264330148684,0.3899053627760253
0.9138628332315578,0.9999999999999999,0.9569385865651683,0.7959675495433844,1.0,0.06694560669455996,0.9139422278394697,1.0,0.9801487911428438,0.9729865416603659,0.9093890413379327,0.047010486331231394,0.928291286832761,0.9197600007009836,0.976169650189924,0.9693615931543806,0.9065519521661579,0.9097139267876078,0.8676513784974744,0.9715178579050042,0.876175107094654,0.9334719328543533,0.9733343679069245,0.9952142025996459,0.9113123081469681,0.6182965299684542
0.8547645981199885,0.9999999999999999,0.9109556629976341,0.6948506507404415,0.9940119760479043,0.1108786610878667,0.8542779477829214,1.0,0.9573517030623659,0.9423136246786632,0.8403152402467533,0.06532732570015731,0.8509108721269891,0.8671024587838266,0.9380480546783071,0.9325845847384135,0.8418651867575341,0.8718279184185282,0.7961983006788041,0.9559352014846918,0.8028910666431939,0.8898128897372678,0.9427759015668516,0.9919346492790007,0.8454663865349179,0.9034700315457412
0.29983081897630465,0.6940874035989717,0.39783972842300175,0.2250279122458077,0.7784431137724551,0.6338912133891199,0.26915264238353775,1.0,0.6253117394441928,0.5265507334039013,0.20004768315615024,0.4343212806350727,0.1961762578439955,0.24022722303632765,0.46275155599367984,0.48130876291830105,0.2753159386259456,0.35026636728371285,0.1566185217108027,0.6112958459878441,0.22973514856326882,0.3700623700875774,0.5279285652046283,0.9254602730005463,0.2831755647687906,0.5053627760252365
0.22757350364890433,0.5012853470437018,0.30393992387614444,0.2037529871896765,0.6706586826347306,0.7196652719665337,0.1942784974044078,1.0,0.5216665806576196,0.43151973385755327,0.1276199643995954,0.5381414456335107,0.12134571788441363,0.13741961636162747,0.3605732493076977,0.3850953398635382,0.20576581824546544,0.27008236097107075,0.09602608449561995,0.519075282880522,0.16865305244214923,0.28482328475186397,0.43281142611198453,0.9017770086733029,0.21336794085181648,0.32807570977917977
0.653374110298019,0.9948586118251928,0.7647567122724,0.2912339870956132,0.9640718562874252,0.2782426778242666,0.6463602409097413,1.0,0.8769334608348093,0.8339815514894904,0.6073121420855552,0.1701447384053154,0.622668237500014,0.6665023040667069,0.8126512411192895,0.8100429752354168,0.6293816250567144,0.6923934042240896,0.5331496711105604,0.8750904845803318,0.5691909707959235,0.7234927228835457,0.8349545252173546,0.9774723647183359,0.6352605661966367,0.6410094637223974
0.9830969136976566,0.9999999999999999,0.9954531426807942,0.9304526350659603,1.0,0.012552301255226439,0.9841781663806694,1.0,0.995617700328943,0.9940601844851051,0.9818836846953664,0.0076674139080131765,0.9901682807618626,0.9849550327292634,0.9957649891031233,0.9945954735935674,0.9813974445247252,0.9715827631758966,0.972927647805353,0.9947217072896859,0.9755589460712397,0.9875259875364907,0.9941176958037242,0.9990984726480816,0.9819311783507402,0.7968454258675078
0.7974182375141402,0.9999999999999999,0.877049686246271,0.5568181539338204,0.9880239520958085,0.15690376569037312,0.7960869938619765,1.0,0.9374791913595866,0.9154937244820808,0.7752389525459051,0.0946692499709243,0.7947274904815791,0.8119374397070556,0.9117424478631876,0.90402734192061,0.7805752999695964,0.8158976870635676,0.7164711236706194,0.9349673984301741,0.7319904935156387,0.844074843700935,0.9161226240904478,0.9882664529759053,0.7852417927327872,0.5829652996845425
0.45987206310752504,0.8946015424164524,0.5850015430511265,0.14925874072488682,0.8982035928143713,0.4581589958158929,0.4421469845364852,1.0,0.7672542385119657,0.686744291546953,0.3792200159190986,0.28282541916231096,0.38741234726198237,0.45085728639190326,0.6522044178818818,0.6545733831015376,0.4329547753708277,0.5157670423516508,0.3144652645573029,0.7651643283360825,0.37703479842732235,0.5446985445767092,0.6879951294685982,0.9566889407609411,0.43867032857675653,0.509148264984227
0.2921425925740542,0.6375321336760925,0.4020368274868841,0.24705179885733605,0.7544910179640719,0.6297071129706922,0.270485767141982,1.0,0.5975970494180239,0.503565703916528,0.19353559606321136,0.38804197550987884,0.19191642808255427,0.2452421773555556,0.45054817235853223,0.46572908723469786,0.2697696291445847,0.3545127994643912,0.16291405745683685,0.6363983491954998,0.23287756978268104,0.37422037390528223,0.5047041207417691,0.9263843084675345,0.27196719378974993,0.28517350157728705
0.5536023545193357,0.8868894601542415,0.6726879950622364,0.16497548221045902,0.8982035928143713,0.35146443514642556,0.5523586582248555,1.0,0.8021026506878504,0.7340511114471495,0.4821830167903375,0.1358250489484819,0.4839436975570988,0.5787397689757959,0.705463646504972,0.713398085411477,0.5264706876401241,0.6289226467568572,0.4629387135567682,0.8561482610551033,0.48489916475950157,0.6507276500113416,0.7347847999041763,0.9698947176420769,0.5205495662802768,0.5438485804416403
0.40587929084120006,0.9922879177377891,0.5304598292356754,0.03413459768877062,0.8922155688622755,0.5230125523012532,0.37783573577746,1.0,0.7399044279954454,0.6498170270678966,0.317439478702639,0.4300223750430612,0.3314814716364426,0.37312476425250096,0.6259125377151414,0.6161094242637932,0.3786043155823893,0.4467022078534756,0.22361285559926053,0.7003233109164547,0.3187645482463861,0.4802494803503097,0.6513097776997662,0.9469051780490942,0.38952104854805797,0.49337539432176647
0.47048842261219503,0.9999999999999999,0.5987038370538011,0.014516276349637175,0.9520958083832336,0.45606694560669325,0.4474617680340578,1.0,0.784177827727763,0.7091909874489641,0.3929615770441355,0.34431598168196553,0.4102423987121379,0.4533647635515172,0.6904424956650707,0.6778750669003779,0.4431372855759703,0.5120283961589152,0.2978237710671364,0.7539001646525937,0.378999667468654,0.5467775464855615,0.7106213292412432,0.9569532235868905,0.45390592832206483,0.3722397476340694
0.5377303714975024,0.9588688946015423,0.6599321057504373,0.05463656824561141,0.9281437125748504,0.37656903765690686,0.5285909987984917,1.0,0.8073157613382119,0.7406925752306064,0.4682289389587184,0.2022043187223217,0.4763813496699132,0.5486498344343227,0.716347421017804,0.7156729160960202,0.5109502832747069,0.5991165673513922,0.4150785055803845,0.8285924940651089,0.45803454413864597,0.6257796250843228,0.7417044399026999,0.9670282953194972,0.5124766018959674,0.5438485804416403
0.28171643658714823,0.74293059125964,0.39391009155436685,0.2802525802638951,0.7724550898203594,0.648535564853546,0.25525715215814543,1.0,0.6207552454420754,0.4978013004687736,0.18204877201194283,0.45296663547642124,0.1882805798173393,0.2226746742929244,0.4672342801661839,0.4661312222302254,0.25876676798797904,0.3296858970010734,0.13884348900649637,0.5976107678007829,0.21886137355006552,0.35550935571521564,0.4990539929392864,0.9219674556553897,0.2639219470569039,0.2517350157728706
0.6033055369245093,0.9999999999999999,0.730212941055447,0.24957623826083875,0.970059880239521,0.3263598326359727,0.5915137796916513,1.0,0.8572831073792433,0.8074338424315741,0.5499436527203345,0.23008985750972688,0.5767873566030932,0.6088298078303218,0.8010554945536386,0.7851081159331564,0.5780334297526334,0.6389810248999087,0.45428557786137286,0.8432197079421038,0.5127652915517478,0.6756756759487554,0.8085937407795512,0.9725662034907482,0.5867418627275252,0.6498422712933754
0.34075460742995006,0.9537275064267351,0.4439872441106882,0.1295182734895692,0.8622754491017965,0.6025104602510396,0.30178156446281595,1.0,0.6963431519596744,0.5912535914108574,0.24264648532521388,0.506061271786292,0.24707697052424718,0.27783969336969544,0.5416927613948856,0.5457577762441718,0.31310859328329155,0.37105474239537795,0.16416531304020004,0.6138696560464294,0.25369696614048465,0.40124740074115345,0.5929265550683183,0.9323492909455984,0.32784654968558674,0.3646687697160883
0.6828756769743626,0.9999999999999999,0.7938689435243288,0.35057862528610906,0.9760479041916168,0.2552301255230134,0.6758028177024629,1.0,0.8947578560941016,0.8578436413125661,0.6439583866314801,0.16721629744383326,0.6676526363410241,0.6940848657616188,0.8475824710678767,0.8374119530485666,0.6603594125316774,0.7117975355708875,0.5601083870725163,0.8838001587065949,0.5976840169786592,0.746361745901712,0.8588252768426019,0.9796657887666066,0.668305281721784,0.7085173501577287
0.2783328161132412,0.8688946015424164,0.3687069231560539,0.10683812533314067,0.7664670658682635,0.6736401673639989,0.23632402361382668,1.0,0.6386185268481401,0.5140117949493422,0.17506607311594746,0.6262731352899897,0.1779915887424463,0.19258463543839854,0.4649574912740023,0.4701505918381285,0.2520477005469597,0.3036937694084427,0.10774461971385492,0.538368231602234,0.2006591944917162,0.3305613307881968,0.5156270583180596,0.9155502071548816,0.26583288644906516,0.3570977917981072
0.8619522889491756,0.9999999999999999,0.921530706717416,0.6655361809504206,1.0,0.10669456066943894,0.8613322758595148,1.0,0.9625404676034439,0.9492333282927566,0.8503498004589535,0.06867058645900204,0.8697835976836654,0.8721174131030546,0.9516330423524849,0.9425439666821833,0.850090181628309,0.8689325802004854,0.7984644662494805,0.9557989068615753,0.8096238483657061,0.8939708935549726,0.9497197988005475,0.9922391043376657,0.855162617935983,0.6984227129337539
0.38032194448059425,0.9023136246786632,0.4975002571751877,0.19217939087913694,0.8802395209580839,0.5502092050209058,0.3506600667308496,1.0,0.7205066654236972,0.6238257976712536,0.2881150342831842,0.39436431094889557,0.29545371282232297,0.34052724823836117,0.582133830863772,0.5843667983559949,0.35330557781658545,0.4222727197822307,0.21772385915155185,0.6754947139065446,0.2957621814056295,0.45322245250404347,0.6253280439502932,0.9423413755988297,0.3641156910390436,0.32807570977917977
0.2897099896889672,0.6863753213367608,0.392037856187635,0.3243606084937748,0.7664670658682635,0.642259414225947,0.261039936268604,1.0,0.6083489259412164,0.5107515499773174,0.18989196204942235,0.4035525505948824,0.18909428861698646,0.230197210084819,0.45641360980568535,0.4704224086602968,0.2660196973552855,0.33952027445736843,0.15586491099702932,0.6066890156579177,0.22349822975959954,0.3617463614417728,0.5120637307376584,0.9235050568397801,0.2724474246123337,0.3974763406940063
0.38476670036939525,0.9999999999999999,0.5017796522991462,0.06541676152513329,0.9101796407185629,0.5523012552301338,0.3503886157546501,1.0,0.730643776676677,0.6372357477695448,0.2929198723198035,0.474381593744176,0.30472237434768706,0.3380196667656945,0.6034458543016126,0.5978798514196292,0.3569093794983148,0.41693924235264723,0.19780179013226568,0.6628087810641844,0.29402617217299465,0.45114345059519106,0.6388744793546068,0.9419515908604222,0.3711590245026014,0.5779179810725551
0.7609992692180634,0.9999999999999999,0.8613105647567123,0.5534888603215328,0.9940119760479043,0.19246861924685277,0.7557526884159635,1.0,0.9334955592280494,0.9098381974897928,0.7387693740188798,0.14192492436363036,0.7724663031156432,0.7693099107414071,0.9106858255567967,0.894487929414988,0.7431687847638871,0.7718452406273245,0.6466349580573697,0.9111285350149445,0.6808950961406801,0.8087318082192592,0.9107284779187593,0.9852772763821375,0.7536859080993894,0.6851735015772871
0.2814911955792698,0.6478149100257069,0.3869766484929534,0.4107921897514686,0.7365269461077845,0.6443514644351467,0.257758377504876,1.0,0.590159625161475,0.49302283381218814,0.1823777723547013,0.35307279518626744,0.1807216133051068,0.22768962861215236,0.4388952245892218,0.455016901699008,0.25921122905213423,0.33976631113982814,0.1616656474889683,0.6174219495207182,0.22194902490072965,0.35966735953292045,0.4941969963717103,0.9230038503266529,0.262475709014954,0.3583596214511041
0.41393791356751725,0.9254498714652956,0.5287316119740768,0.07106410069402318,0.9041916167664672,0.5146443514644261,0.38616153164967193,1.0,0.745917916988507,0.6578738847724179,0.3267687183070654,0.38189040220244086,0.33102871465599315,0.3831547772040096,0.6127922749553419,0.6172640120468493,0.3865981517036866,0.45892873635636544,0.2461251425923663,0.7088633484979812,0.326005907321558,0.4885654879857193,0.6593645859935309,0.9482906172263047,0.3975941988560985,0.43974763406940054
0.9792327790736088,0.9999999999999999,0.9937866474642527,0.9737882540907289,1.0,0.016736401673625778,0.979594906100542,1.0,0.9973127981878172,0.9962619083623165,0.9799790205059714,0.01479809622946704,0.9891289962242532,0.9799399740969827,0.9969724294791646,0.9952088380979456,0.9777871449562,0.9673428459852524,0.9643435272031378,0.9921041957895019,0.9675429845666332,0.9833679827083909,0.99637542666744,0.9988082342457483,0.9800831744552954,0.7047318611987381
0.9949646121349845,0.9999999999999999,0.999197613414258,0.9984589986490338,1.0,0.004184100418399339,0.995171970661494,1.0,0.9996682842610103,0.9995161046423711,0.9954312888730238,0.004511235176025141,0.998573052416211,0.9949849413677192,0.9996336577533986,0.9993612644167167,0.9946852810862278,0.9864423057392846,0.9906338261812737,0.9978652970661022,0.9917864757545527,0.9958419951719003,0.9995484538272569,0.9996919264931635,0.995432965077986,0.6283911671924289
0.8299580551189774,0.9999999999999999,0.8964304083941982,0.6948023922055651,0.9820359281437128,0.12970711297069215,0.8298599599223226,1.0,0.9472998031918789,0.9287947981249054,0.8111884099926441,0.07394855486357077,0.8235968567789936,0.8445349557211954,0.9193038731540227,0.9169592365862728,0.8150003202900208,0.848400397491039,0.765791285949633,0.9482113189371721,0.7731999295815974,0.8711018705368061,0.9293025643111786,0.990454476427072,0.8181324681159932,0.8050473186119873
0.9601073148268648,0.9999999999999999,0.9833967698796421,0.9058854964017402,1.0,0.03138075313808031,0.9603692952201056,1.0,0.9927418161698118,0.9900499017087554,0.95971474894057,0.024437918173542017,0.972523453752995,0.9623874253535794,0.9927824939532992,0.9886785464499248,0.9569220544346232,0.9512494792798405,0.9354752251298096,0.986165072855617,0.9399917845196877,0.968814968336029,0.990236839508256,0.9977818397589688,0.9601201391539558,0.5798107255520505
0.3358143213238165,0.7892030848329048,0.44353461578026954,0.2381542337321706,0.8203592814371259,0.5899581589958132,0.30947144605083265,1.0,0.6763306501285141,0.5648691970361409,0.23897911671319502,0.3904553194878845,0.2375952942978857,0.29288466064043206,0.5118653328189534,0.5249605981599632,0.310727010738864,0.39087430016551905,0.18967649298936884,0.6579434542969841,0.26354282808129414,0.4137214132046628,0.5661999032221694,0.9348814338632461,0.31714690368558757,0.310410094637224
0.9795981700419449,0.9999999999999999,0.9914000617220451,0.9083829437433628,1.0,0.014644351464426109,0.9805815992197299,1.0,0.9936121895767023,0.991380613942235,0.9772173482398221,0.0069919716818569455,0.9834581848818227,0.9824474512565967,0.9933082131558899,0.9918292225376886,0.9772989947839438,0.9764036641836891,0.9700269760988943,0.9945796063857653,0.9715421630186023,0.9854469856276383,0.9914328015574853,0.9989731967616531,0.9772841724684513,0.5665615141955835
0.9071906940426256,0.9999999999999999,0.9497994033535645,0.7754764848701314,1.0,0.0711297071129593,0.9074276267821243,1.0,0.9762473271301388,0.9677725691819143,0.9005713146681037,0.04579968316179228,0.9156332714750549,0.9147449420687029,0.9689509724395253,0.9631981863186628,0.8989234479106244,0.9071594758422254,0.862290810692211,0.9709675401061452,0.8689415722864462,0.9293139290366483,0.9681110770438415,0.9949113683536058,0.9027298567114678,0.8776025236593059
0.8962089435696196,0.9999999999999999,0.9491821829029936,0.8045897411079561,1.0,0.08158995815898606,0.895886298873788,1.0,0.976728162788491,0.9682988053833358,0.8911520129613796,0.059846368106484915,0.9140680801819094,0.9022074519575803,0.9695918664510944,0.9621601334912558,0.8877409662520398,0.8914757870395388,0.8398268488367254,0.9642098029675662,0.8510973534416995,0.9189189184819914,0.9687335036361997,0.9941250044242849,0.8940198798840502,0.49337539432176647
0.9975423703362598,0.9999999999999999,0.9998559818948669,1.0,1.0,0.0020920502091996696,0.9977074111735045,1.0,0.9999482645177722,0.9999092696204446,0.9978657023287796,0.002669432503647484,0.9997328116821299,0.9974925228403858,0.9999242603970111,0.9998742536000029,0.9974326013669622,0.9896371418815368,0.9951590737336687,0.998868289241809,0.9958844355769416,0.9979209980911475,0.9999267762963119,0.9998382386870869,0.9978646825332641,0.5981072555205047
0.9822860460692943,0.9999999999999999,0.9926139286081679,0.9218999685092613,1.0,0.012552301255226439,0.9833484533936598,1.0,0.9941386741899612,0.992100408286708,0.9799531214318024,0.005488118819778176,0.9855505629585063,0.9849550327292634,0.9938345993808582,0.9927442675026072,0.9802067507483004,0.9742033221083888,0.9742029380851853,0.9954564921254576,0.9755589460712397,0.9875259875364907,0.9921406306931365,0.9991059206290331,0.9799971107725612,0.7905362776025237
0.8631385582573354,0.9999999999999999,0.9280320954634298,0.6977794257779645,1.0,0.10669456066943894,0.8626711241933499,1.0,0.9647042280660283,0.952100408286708,0.8529088081158991,0.07266982014928691,0.8786832969037985,0.8721174131030546,0.956482397188041,0.9456149535916911,0.8516783751085574,0.8657249056955192,0.7949593286199161,0.9541160277591758,0.8096238483657061,0.8939708935549726,0.9526121853182455,0.9922310761668016,0.8577423527338437,0.7078864353312302
0.7917221426926813,0.9999999999999999,0.8719061824915133,0.4581749821756966,0.9940119760479043,0.16108786610877246,0.7905345075734569,1.0,0.9345728745638509,0.911598366853168,0.7682187858250312,0.09303177632995374,0.7876712583585469,0.8069223810747749,0.9089897864475176,0.9012004017049774,0.7744053766929874,0.8113324036059321,0.7094145776301098,0.9334507217361714,0.725820080981163,0.8399168398832301,0.9122291871792225,0.9879252554954915,0.7787084915413133,0.6914826498422713
0.9637211816643809,0.9999999999999999,0.98471350684086,0.9007924487662039,1.0,0.027196652719652548,0.9648056436499489,1.0,0.9907180458356084,0.9874126720096779,0.9612038586286722,0.01670813075617139,0.9720480148133699,0.96740248398586,0.989834976370878,0.986867320743341,0.960205281606881,0.9557467385768272,0.9447217569152161,0.9889899120936224,0.9477847544158207,0.9729729731641288,0.9875397413114023,0.9980762255132051,0.9614938519700827,0.816403785488959
0.9899942938944671,0.9999999999999999,0.9945067379899188,0.9289034543023029,1.0,0.006276150627599009,0.9906593879910782,1.0,0.9950151341241726,0.9933282927566913,0.9872543963554007,0.0,0.988696875441901,0.9924774642081053,0.9949892608755269,0.9940484677005628,0.9884016673298911,1.0,0.9878176937687505,0.9985317119255659,0.9877041644660915,0.9937629932630477,0.99332443901377,0.9995926304223649,0.9872530335897249,0.5917981072555205
0.9341195078734247,0.9999999999999999,0.9690772554263966,0.79482952059099,1.0,0.050209205020905756,0.9349859152670975,1.0,0.9836576741433498,0.9778133978527143,0.929889141264572,0.032469498139595876,0.9471797157409962,0.9398199222909482,0.9834101450593831,0.9768897535525594,0.9281190382044978,0.9292253638526126,0.8990864381610988,0.9792978710064622,0.9056774837157444,0.9501039501459625,0.9780572967948056,0.9964348470450679,0.9309529894392193,0.770347003154574
1.0,0.9999999999999999,1.0,0.9990833604844395,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.000510148807244537,1.0,0.9999999999999999,1.0,1.0000000000000002,0.9999999999999999,0.9984040190590286,1.0,0.9999999999999999,1.0000000000000002,1.0000000000000002,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.7501577287066246
0.9696825603395635,0.9999999999999999,0.9852484312313549,0.8997533907073693,1.0,0.02301255230125321,0.9700497918547634,1.0,0.9929396283077414,0.9904007258430365,0.9681545630872214,0.015284383523317291,0.9753727236918258,0.9724174383050881,0.9921052909877888,0.9897394468278713,0.9668781918972637,0.9676302720161634,0.9537616546604046,0.9907549004372587,0.9556403184476652,0.9771309769818336,0.9905175805944127,0.9983903269310869,0.9683572991140889,0.6151419558359621
0.9890482816613777,0.9999999999999999,0.9948564962452424,0.9683991117157819,1.0,0.0083682008368271,0.9892179064416173,1.0,0.997693206145374,0.9968546801754119,0.9887122330980366,0.00615902252263667,0.9915718021204173,0.9899699870484913,0.9974909688399729,0.996617804330024,0.9880649695952218,0.9856936567374386,0.9831371260766747,0.9965743568756184,0.9836394577782994,0.9916839913541954,0.9969001965438712,0.9994146844182359,0.9887286655998252,0.7318611987381702
0.9852091738159832,0.9999999999999999,0.994609608065014,0.9213663981547245,1.0,0.01046025104602677,0.986258913882988,1.0,0.9950851291883631,0.9933766822924541,0.9832411096576503,0.004608272099832056,0.9889620444899059,0.9874625098888773,0.9951201981466993,0.9942148621449076,0.9834601382170657,0.9760371001856005,0.9779407295929863,0.9961386798079164,0.9795903996244351,0.989604989445343,0.9934098415570632,0.999249610695267,0.983267357253381,0.5917981072555205
0.9605978396884667,0.9999999999999999,0.9855776154716593,0.9399344829043459,1.0,0.03138075313808031,0.9609981208337761,1.0,0.993636535685986,0.9912354453349463,0.9608606772366569,0.02580728474940186,0.9751181906374244,0.9623874253535794,0.9926145850728774,0.9891476285029023,0.9576291614024376,0.9481657812028741,0.9348967127913573,0.9856473151021576,0.9399917845196877,0.968814968336029,0.9914328266684947,0.9977725044606683,0.9612687072066414,0.810725552050473
