Societal Capital Scores,MCGM Values,CLC Values,H Values,Second order centrality,Global Relative Change in Avg Degree,Degree Centrality,Subgraph centrality,HCC Value,Eigenvector Centrality,PageRank Centrality,Betweenness Centrality,GGC Values,Improved Gravity Index Values,Clustering Coefficient,DIL Centrality,H-GSM_1,Eccentricity Centrality,Leverage Centrality,Node H-Index,K-Shell Value,MDD Value,Clustered Local Degree,LGC Scores,Constraint Coefficients,Average Spreading Ability
0.40740740740740744,0.26591412293672356,0.21754987411022716,0.16788377422423625,0.7782116082325912,0.17391304291727427,0.23999999954079998,0.21204136056100592,0.641118779414107,0.45723259428135143,0.1851048833726237,0.0,0.05411019775148532,0.531328320802005,1.0,0.0858938188147563,0.030424659026644697,0.5,0.38330627037993764,0.8571428571428571,0.8571428571428571,0.3550295857988166,0.6952715655507407,0.15429047066538867,0.722407216199665,0.5776
0.40740740740740744,0.26591412293672356,0.21754987411022716,0.16788377422423625,0.7782116082325912,0.17391304291727427,0.23999999954079998,0.21204136056100592,0.641118779414107,0.45723259428135143,0.1851048833726237,0.0,0.05411019775148532,0.531328320802005,1.0,0.0858938188147563,0.030424659026644697,0.5,0.38330627037993764,0.8571428571428571,0.8571428571428571,0.3550295857988166,0.6952715655507407,0.15429047066538867,0.722407216199665,0.528
0.2798353909465021,0.14142781957771627,0.20836569645225142,0.05511691173427467,0.7193195970929679,0.2173913068722657,0.27999999973760004,0.05380481827016302,0.45235500680587815,0.21275334357793885,0.28941419341736063,0.04466770746804714,0.10727676525267967,0.26136770497672757,0.4667968745956345,0.11742564556050578,0.015805689077101413,0.19999999880000008,0.6743487146088005,0.4285714285714285,0.4285714285714285,0.2899408284023669,0.3484664536188871,0.09949081762259969,0.704445570418023,0.3808
0.1975308641975309,0.09269031684129414,0.10688319906053464,0.026375860593355414,0.6149483692135683,0.043478263954991436,0.1200000005904,0.03084430386707703,0.37994914667993535,0.16481367738166064,0.09840654206168553,0.0,0.025529287100719323,0.23511158849504712,1.0,0.04294690940737815,0.009612254401605725,0.19999999880000008,0.2981393337766879,0.4285714285714285,0.4285714285714285,0.1775147928994083,0.3364217252664874,0.05606918802250116,0.5801876427739348,0.2864
0.4732510288065844,0.33749125793709467,0.39080546114763604,0.2240743319092525,0.8425040625560878,0.34782608583454855,0.400000000328,0.2654582048151219,0.6740525486962621,0.5113448466826565,0.38512034598068945,0.1398750944826367,0.21147126370970054,0.5618808927079604,0.35600141973467264,0.29112519012410687,0.0653359216360738,0.5,0.707004371619908,0.8571428571428571,0.8571428571428571,0.43195266272189353,0.5778071450685149,0.2219244565416078,0.8462951439233483,0.7776
0.48971193415637865,0.34679779508253733,0.26139765943625515,0.2468528653640394,0.8186630996846375,0.2173913068722657,0.27999999973760004,0.3120001121756239,0.744763288594356,0.5566065837530445,0.23011453011580724,0.0,0.06764344640135132,0.6680988184747583,1.0,0.10020945528388234,0.04900370928917522,0.5,0.3957275049711314,0.9999999999999999,0.9999999999999999,0.4142011834319527,0.8373162939965908,0.20527467684146394,0.7642352581763978,0.5439999999999999
0.7325102880658436,0.6303167244459255,0.5889885138815538,0.5825900603828493,0.9337676264743372,0.5217391287518228,0.5599999994752,0.651655139972668,0.8662065628223025,0.8071799555496192,0.5167453137389841,0.4030615722206263,0.34735676475791016,0.8485499462943071,0.3715820314100056,0.6965638720059466,0.2249548263951443,0.9999999999999998,0.7279783532470739,0.9999999999999999,0.9999999999999999,0.5798816568047338,0.9228234825018229,0.46021020852357125,0.9044371728042557,0.8144
0.5555555555555556,0.4259501317548701,0.41388496893442617,0.3092029157677653,0.8885785743785453,0.34782608583454855,0.400000000328,0.37925336066699306,0.777697057876511,0.6140731502702336,0.37587417104647847,0.2852148544463805,0.20072076092071078,0.7271750805585392,0.5014204538112184,0.5072070073340964,0.09304930807373804,0.9999999999999998,0.614985540486555,0.9999999999999999,0.9999999999999999,0.46745562130177526,0.7469241940085403,0.27573305126891207,0.8584627442797368,0.8224
0.15226337448559674,0.06364711109592423,0.09492471218515798,0.021662667243008457,0.5197270112113,0.010351964843468838,0.040000000196800015,0.03002627116470111,0.32606853124414764,0.1709975077355683,0.0024156036864317054,0.0,0.013990098494004516,0.12244897959183675,1.0,0.01431563646912605,0.006634926291064184,0.19999999880000008,0.0,0.14285714285714285,0.14285714285714285,0.059171597633136105,0.2691373802131899,0.04090043034703278,0.5743184667593054,0.36639999999999995
0.045267489711934165,0.011367068780433824,0.03364591222765939,0.004229447491500741,0.4310553884585343,0.010351964843468838,0.040000000196800015,0.003817112612183154,0.17883521005984132,0.0505247175625112,0.018687004705538607,0.0,0.0034012735207188884,0.031865377730039376,1.0,0.01431563646912605,0.00046212980918764927,0.0,0.1805069199695289,0.14285714285714285,0.14285714285714285,0.059171597633136105,0.07476038339255275,0.005894882258595861,0.44564017503378495,0.019199999999999995
0.12757201646090538,0.0591402375651124,0.1192878985122571,0.01947447996422937,0.4757353273765882,0.043478263954991436,0.1200000005904,0.017912190732764177,0.2512410707168412,0.13033670356000884,0.1721077629013329,0.5132034487488004,0.06060231514817114,0.10060866451843896,0.17734374961116645,0.23231515329234495,0.0015775342696695525,0.5,0.43174908630339126,0.2857142857142857,0.14285714285714285,0.12426035502958578,0.11737380192630781,0.03179443745160868,0.6835310246128752,0.20800000000000002
0.012345679012345685,0.0038720135805827387,0.00526984167261858,0.0005788230752096827,0.13558389365854095,0.010351964843468838,0.040000000196800015,0.00022959898167730218,0.06865237931795938,0.011803667901569006,0.08345627712885811,0.0,0.0016363956180671661,0.01217329036877909,1.0,0.01431563646912605,0.00012101631014476344,0.19999999880000008,0.33600384458965693,0.14285714285714285,0.14285714285714285,0.059171597633136105,0.014952076678510548,0.0014549818525529889,0.2817479954490125,0.07200000000000001
0.48971193415637865,0.34679779508253733,0.26139765943625515,0.2468528653640394,0.8186630996846375,0.2173913068722657,0.27999999973760004,0.3120001121756239,0.744763288594356,0.5566065837530445,0.23011453011580724,0.0,0.06764344640135132,0.6680988184747583,1.0,0.10020945528388234,0.04900370928917522,0.5,0.3957275049711314,0.9999999999999999,0.9999999999999999,0.4142011834319527,0.8373162939965908,0.20527467684146394,0.7642352581763978,0.5504
0.40740740740740744,0.26591412293672356,0.21754987411022716,0.16788377422423625,0.7782116082325912,0.17391304291727427,0.23999999954079998,0.21204136056100592,0.641118779414107,0.45723259428135143,0.1851048833726237,0.0,0.05411019775148532,0.531328320802005,1.0,0.0858938188147563,0.030424659026644697,0.5,0.38330627037993764,0.8571428571428571,0.8571428571428571,0.3550295857988166,0.6952715655507407,0.15429047066538867,0.722407216199665,0.5408000000000001
0.024691358024691364,0.021396748054601712,0.02357916337900087,0.005051921088193472,0.3305552757852259,0.010351964843468838,0.040000000196800015,0.003924865158176163,0.10606610958161257,0.060588108845717435,0.05501498022022738,0.0,0.004816909538882563,0.04797708557107054,1.0,0.01431563646912605,0.0007264630015975356,0.19999999880000008,0.37841209683588867,0.14285714285714285,0.14285714285714285,0.059171597633136105,0.03738019169627638,0.007571971461605247,0.14366488748915818,0.136
0.024691358024691364,0.021396748054601712,0.02357916337900087,0.005051921088193472,0.3305552757852259,0.010351964843468838,0.040000000196800015,0.003924865158176163,0.10606610958161257,0.060588108845717435,0.05501498022022738,0.0,0.004816909538882563,0.04797708557107054,1.0,0.01431563646912605,0.0007264630015975356,0.19999999880000008,0.37841209683588867,0.14285714285714285,0.14285714285714285,0.059171597633136105,0.03738019169627638,0.007571971461605247,0.14366488748915818,0.020799999999999985
0.14814814814814817,0.06626305695399366,0.09120879817852423,0.02443273110881194,0.5152920215361718,0.010351964843468838,0.040000000196800015,0.032211460874943754,0.2927715221407638,0.17740865518009777,0.000417035084822992,0.0,0.013704009166242375,0.12352309344790548,1.0,0.01431563646912605,0.006619586981541985,0.19999999880000008,0.010873910984601887,0.14285714285714285,0.14285714285714285,0.059171597633136105,0.26166134187393464,0.04024105234156291,0.5664711008950898,0.3104
0.1975308641975309,0.09269031684129414,0.10688319906053464,0.026375860593355414,0.6149483692135683,0.043478263954991436,0.1200000005904,0.03084430386707703,0.37994914667993535,0.16481367738166064,0.09840654206168553,0.0,0.025529287100719323,0.23511158849504712,1.0,0.04294690940737815,0.009612254401605725,0.19999999880000008,0.2981393337766879,0.4285714285714285,0.4285714285714285,0.1775147928994083,0.3364217252664874,0.05606918802250116,0.5801876427739348,0.2288
0.03703703703703704,0.007588791635057905,0.01443866413112898,0.0011063654876230823,0.1721646220092632,0.043478263954991436,0.1200000005904,0.0007929785951550951,0.08100254279876747,0.0123121925143401,0.2395847382187159,0.10834294938221967,0.010297764223474623,0.015753669889008236,0.4515624997407776,0.0572625458765042,0.00020620613710893983,0.19999999880000008,0.6752698625595109,0.14285714285714285,0.14285714285714285,0.12426035502958578,0.0164472843463616,0.0030814203678261112,0.41697351420235396,0.06240000000000001
0.4567901234567902,0.30584531632548745,0.27935834659157543,0.21246101266904013,0.806624396902249,0.2173913068722657,0.27999999973760004,0.2629319738471819,0.6970577554300295,0.5103738276239383,0.22306460377760745,0.004378520789210029,0.08488956528366282,0.5618808927079604,0.8095703122576485,0.20360016308464685,0.037804487320245495,0.5,0.43524518614747365,0.8571428571428571,0.8571428571428571,0.3431952662721894,0.7167651757760996,0.1858319610332822,0.7744629216923458,0.6976
0.2880658436213992,0.14735170441865045,0.2536314663493634,0.07523585299785064,0.7285424375252273,0.13043478541362857,0.19999999934400003,0.09384496440646548,0.5501876740669521,0.30440035549571687,0.19142635495508364,0.09534315510107672,0.11131349931898644,0.21530015514977918,0.34709821423827697,0.21426373867938509,0.011881842786296436,0.5,0.4924914488827132,0.2857142857142857,0.2857142857142857,0.242603550295858,0.34710178019705284,0.09694265913251303,0.765830690286728,0.34719999999999995
0.004115226337448562,0.0,0.0,0.0,0.0,0.010351964843468838,0.040000000196800015,0.0,0.03329700963444085,0.0,0.10241264558160107,0.0,0.0,0.0,1.0,0.01431563646912605,0.0,0.0,0.4066842647173215,0.14285714285714285,0.14285714285714285,0.059171597633136105,0.0,0.0,0.16327083741034754,0.0
0.004115226337448562,0.0,0.0,0.0,0.0,0.010351964843468838,0.040000000196800015,0.0,0.03329700963444085,0.0,0.10241264558160107,0.0,0.0,0.0,1.0,0.01431563646912605,0.0,0.0,0.4066842647173215,0.14285714285714285,0.14285714285714285,0.059171597633136105,0.0,0.0,0.16327083741034754,0.011199999999999988
0.1975308641975309,0.09269031684129414,0.10688319906053464,0.026375860593355414,0.6149483692135683,0.043478263954991436,0.1200000005904,0.03084430386707703,0.37994914667993535,0.16481367738166064,0.09840654206168553,0.0,0.025529287100719323,0.23511158849504712,1.0,0.04294690940737815,0.009612254401605725,0.19999999880000008,0.2981393337766879,0.4285714285714285,0.4285714285714285,0.1775147928994083,0.3364217252664874,0.05606918802250116,0.5801876427739348,0.23520000000000002
0.1975308641975309,0.09269031684129414,0.10688319906053464,0.026375860593355414,0.6149483692135683,0.043478263954991436,0.1200000005904,0.03084430386707703,0.37994914667993535,0.16481367738166064,0.09840654206168553,0.0,0.025529287100719323,0.23511158849504712,1.0,0.04294690940737815,0.009612254401605725,0.19999999880000008,0.2981393337766879,0.4285714285714285,0.4285714285714285,0.1775147928994083,0.3364217252664874,0.05606918802250116,0.5801876427739348,0.18399999999999994
0.48971193415637865,0.34679779508253733,0.26139765943625515,0.2468528653640394,0.8186630996846375,0.2173913068722657,0.27999999973760004,0.3120001121756239,0.744763288594356,0.5566065837530445,0.23011453011580724,0.0,0.06764344640135132,0.6680988184747583,1.0,0.10020945528388234,0.04900370928917522,0.5,0.3957275049711314,0.9999999999999999,0.9999999999999999,0.4142011834319527,0.8373162939965908,0.20527467684146394,0.7642352581763978,0.6624
0.23868312757201648,0.11472344614415156,0.16561372009777217,0.037736885945488935,0.6740607533323077,0.13043478541362857,0.19999999934400003,0.03999827073913241,0.4317714010045313,0.18487086196215474,0.19719860455419963,0.03658950632206274,0.06711605600594474,0.2482396467358873,0.6082589279945285,0.10377132197952266,0.012331110737154186,0.19999999880000008,0.5290980011648071,0.4285714285714285,0.4285714285714285,0.242603550295858,0.3257416703359219,0.07517164558161593,0.6644499732627661,0.2192
0.03703703703703704,0.007588791635057905,0.01443866413112898,0.0011063654876230823,0.1721646220092632,0.043478263954991436,0.1200000005904,0.0007929785951550951,0.08100254279876747,0.0123121925143401,0.2395847382187159,0.10834294938221967,0.010297764223474623,0.015753669889008236,0.4515624997407776,0.0572625458765042,0.00020620613710893983,0.19999999880000008,0.6752698625595109,0.14285714285714285,0.14285714285714285,0.12426035502958578,0.0164472843463616,0.0030814203678261112,0.41697351420235396,0.0928
0.0411522633744856,0.024522089856579624,0.03405128465539711,0.006538832555347189,0.43622171236686125,0.010351964843468838,0.040000000196800015,0.006582019800807451,0.14553820095645748,0.07878124034504728,0.024287568831879325,0.0,0.005700288731384721,0.05334765485141425,1.0,0.01431563646912605,0.0006618203486049869,0.19999999880000008,0.26532342446199236,0.14285714285714285,0.14285714285714285,0.059171597633136105,0.06728434505329747,0.009643339506045507,0.3105824967766333,0.11679999999999996
0.0,0.012721775326932113,0.017903949280481096,0.00324635062763299,0.20011958053422285,0.05383022879846028,0.0,0.00280694009440873,0.0,0.053607991378797314,0.0,0.0,0.0022365104932801755,0.02028881728129848,1.0,0.0,0.0005673764333716576,0.19999999880000008,0.25444951347739053,0.0,0.0,0.0,0.0,0.004485547295998739,0.0,0.028799999999999992
0.0,0.012721775326932113,0.017903949280481096,0.00324635062763299,0.20011958053422285,0.05383022879846028,0.0,0.00280694009440873,0.0,0.053607991378797314,0.0,0.0,0.0022365104932801755,0.02028881728129848,1.0,0.0,0.0005673764333716576,0.19999999880000008,0.25444951347739053,0.0,0.0,0.0,0.0,0.004485547295998739,0.0,0.07679999999999998
0.0411522633744856,0.024522089856579624,0.03405128465539711,0.006538832555347189,0.43622171236686125,0.010351964843468838,0.040000000196800015,0.006582019800807451,0.14553820095645748,0.07878124034504728,0.024287568831879325,0.0,0.005700288731384721,0.05334765485141425,1.0,0.01431563646912605,0.0006618203486049869,0.19999999880000008,0.26532342446199236,0.14285714285714285,0.14285714285714285,0.059171597633136105,0.06728434505329747,0.009643339506045507,0.3105824967766333,0.07040000000000002
