DIL Centrality,Clustering Coefficient,HVGc Index,Isolating Centrality,Gravity Index Centrality,Local Gravity Model Centrality,MCGM Values,Constraint Coefficients,Clustered Local Degree,Coreness Centrality,LGC Scores,Global Relative Change in Avg Clustering,Density Centrality,DNC Scores,Gravity Model Centrality,EHCC Value,Societal Capital Scores,GGC Values,Eigenvector Centrality,Degree Centrality,Extended Improved Gravity Index Values,Betweenness Centrality,Global Relative Change in Avg Degree,K-Shell Value,EIGSM Values
579.4926438,0.315217391,6890251.078,24,4862.0,16344,17.40264113,-0.073059699,895.6630435,215,188593326,0.003364855,502.0909091,30.51845031,28692.81808,30.38487457,705,8698.802941,0.113386068,0.038772213,235741.75,0.01023625,0.009880795,11,21377.4527
4024.220764,0.153561517,17020026.2,0,6773.25,48927,37.37621086,-0.045308343,1200.857539,398,532422261,0.005943175,1405.727273,61.46503466,71119.44296,58.53112103,1088,30036.96171,0.185664649,0.075928918,414467.0,0.034435745,0.020898087,11,39447.65929
812.4896021,0.272727273,6522310.679,23,5021.5,14605,16.91520211,-0.070869134,808.1818182,218,175135195,0.000169537,497.6363636,29.25910831,26873.66664,30.65372493,658,8864.99141,0.109466242,0.037156704,237833.25,0.005531401,0.009401783,11,21284.21221
8.659318751,0.333333333,160258.4164,0,728.25,471,1.596445135,-0.350331854,209.3333333,29,19050299,0.000385273,35.55681818,3.551732152,2227.381257,4.840557893,160,587.9697748,0.017990345,0.004846527,33824.75,8.05e-05,0.000178471,3,3332.478105
1050.35564,0.340229885,10796888.8,0,5643.0,24900,24.30706978,-0.069683054,1112.390805,288,278515650,0.003191051,718.2954545,38.74890095,39805.73679,40.7357262,860,11553.18426,0.144907493,0.048465267,311559.5,0.007328996,0.012754871,11,27924.33201
965.7695161,0.305418719,9932182.109,0,5579.75,23026,23.515945,-0.064990398,1036.502463,278,262543896,0.00078019,680.5113636,37.65675349,37828.0721,39.18916054,823,11572.06668,0.141687895,0.046849758,304363.25,0.008475606,0.012275859,11,27129.98485
1848.773098,0.250693802,20179849.65,0,7042.75,53204,41.99436998,-0.052317534,1415.785384,434,576858220,0.005101808,1390.772727,62.2137003,73675.02513,60.6043299,1179,25484.85821,0.207331164,0.075928918,456405.25,0.021225935,0.020898087,11,41140.51035
2811.454169,0.181818182,19282025.08,0,7485.5,65968,45.89232651,-0.046282329,1392.181818,463,713997086,0.01129945,1875.363636,76.0954044,90053.09894,66.48400118,1234,35995.69166,0.208817538,0.090468498,458960.75,0.043365384,0.025209201,11,43923.41532
70.23185016,0.644444444,2915265.762,0,3285.0,4740,9.141171405,-0.129829685,779.4666667,107,91865611,0.00114675,173.4090909,12.17016973,10431.70011,16.73996622,484,1649.524626,0.073928282,0.016155089,142513.75,0.000108754,0.003174618,9,12819.38507
169.8497208,0.2,726344.5429,0,1468.5,1990,3.767842503,-0.122760472,238.8,80,25056084,0.001929619,96.25,12.31544088,7649.980763,11.70523393,209,2350.044704,0.037589303,0.016155089,80109.5,0.014914153,0.003174618,6,7480.164217
1591.001769,0.202150538,7933639.505,0,5194.75,22599,20.7043114,-0.059082893,876.3677419,251,241764775,0.006004811,722.5113636,41.04901069,37830.65632,37.76870526,760,14350.69464,0.125166268,0.050080775,261706.25,0.00888366,0.013233884,11,25356.33815
1163.774183,0.247311828,8258812.561,0,5236.0,22537,21.39217053,-0.063779264,906.7956989,264,244152382,0.008533299,705.25,41.55432475,38840.76927,37.92037668,758,12961.5204,0.130476817,0.050080775,273768.5,0.057229303,0.013233884,11,25629.69129
280.7895502,0.333333333,2925976.498,0,3582.5,5863,9.404436175,-0.101043418,601.3333333,124,88347084,0.001030092,222.3295455,16.27784788,13292.69949,18.36862586,464,3738.56844,0.073058965,0.021001616,144328.25,0.004531199,0.004611656,10,13185.9115
562.8873175,0.352380952,5982253.372,0,4658.5,13167,15.49761546,-0.080318642,847.9428571,199,158269254,0.000352188,420.9545455,26.6846892,23894.13547,28.79741609,648,6644.602869,0.106130872,0.033925687,218261.5,0.002203061,0.008443757,11,19804.42811
10.65413534,0.0,147879.1649,3,463.0,480,1.415845998,-0.333333333,160.0,23,18953382,0.001717436,35.07954545,3.304031705,2194.134828,4.084673454,163,1104.716411,0.018298819,0.004846527,30983.0,0.003250133,0.000178471,2,3130.076547
955.7532989,0.338709677,13485994.41,0,5984.0,30304,28.50517749,-0.062451633,1267.758065,311,341981700,0.000461821,814.5454545,40.89655901,45645.59327,43.78678782,979,13567.55744,0.162763196,0.051696284,346026.5,0.00811095,0.013712897,11,30783.75375
86.86733656,0.333333333,1076471.978,0,2017.75,2086,4.606156901,-0.162332862,397.3333333,76,44191908,0.000415743,95.21590909,8.517514404,5969.916544,11.12448209,305,1632.345491,0.043966009,0.011308562,89414.5,8.4e-05,0.00173758,7,7850.243305
3146.447164,0.199326599,21256250.13,0,7515.75,66715,48.11613587,-0.0462374,1454.783165,483,721368590,0.007050306,1763.125,72.80259164,89449.99539,67.62962896,1268,34479.93309,0.221633242,0.088852989,486213.0,0.044111327,0.024730188,11,44777.14493
70.47210741,0.464285714,799323.7183,0,1802.5,1776,4.130971344,-0.156155717,325.0714286,78,27107028,0.000239497,78.90909091,9.860920603,6160.156345,11.06693953,230,1188.347137,0.041174236,0.012924071,84695.75,0.000801414,0.002216593,7,7400.453994
279.4475502,0.391666667,4198647.068,16,4457.75,8448,12.32511319,-0.093799511,734.8,160,117604360,0.000233365,304.1818182,20.03568409,17289.52462,22.50015517,544,4497.751469,0.087296031,0.025848142,182813.0,0.003798961,0.006048694,11,16001.65035
50.55947825,0.2,203056.9528,0,830.0,702,1.892110585,-0.181314175,140.4,45,11707782,0.001076032,47.25,7.010867727,3971.43615,6.399599778,123,1218.762341,0.020410372,0.009693053,43269.75,0.001207511,0.001258567,4,4125.974578
545.4295019,0.315789474,5586787.291,20,4760.25,12200,14.97355656,-0.075705594,802.6315789,195,151868100,0.00034363,408.8636364,24.34384849,22854.89466,27.05801614,630,7038.491304,0.10083027,0.032310178,215531.75,0.004505623,0.007964745,11,18948.24399
263.0907645,0.333333333,2228842.85,0,3652.5,5083,8.316613084,-0.107515253,521.3333333,130,73906506,0.00011969,220.2613636,16.10294901,12563.46736,17.83321645,404,3614.00707,0.061613683,0.021001616,134761.5,0.001149416,0.004611656,10,11842.35223
509.6503476,0.242647059,2984971.971,0,3887.5,7344,10.25806254,-0.087192221,536.8235294,153,93498210,0.001478572,316.4318182,21.98622231,17004.37732,22.05203698,449,5699.27712,0.072875859,0.027463651,157296.75,0.002051723,0.006527707,10,14532.90202
381.7748995,0.304761905,3306766.573,0,3790.0,7260,10.55455849,-0.088509204,631.5047619,140,102251160,0.001591024,268.4659091,18.66322353,15657.81162,19.70903261,499,4789.476724,0.078085686,0.024232633,157567.0,0.008725391,0.005569681,10,14284.69295
785.5908432,0.351778656,6985326.995,0,4796.0,15226,17.43808894,-0.074738821,894.8774704,220,178446996,0.000653253,459.2159091,29.34429833,27064.22666,30.70880489,685,7404.318034,0.117349816,0.037156704,242429.25,0.011247028,0.009401783,11,21409.94046
10.86666667,0.0,1376.456648,0,43.5,51,0.021614094,-0.333333333,17.0,11,41216,0.003173166,5.25,3.716666667,615.6803067,0.731760253,20,57.96185911,2.79e-05,0.004846527,817.5,0.00597973,0.000178471,2,297.0989936
34.64861111,0.428571429,19807.67787,0,226.25,488,0.115918398,-0.254019587,87.14285714,36,385187,0.000389156,27.36363636,11.67121212,1863.605584,2.454188028,69,114.9586615,6.17e-05,0.012924071,3044.5,0.000372113,0.002216593,5,933.9413031
12.57056277,0.6,10599.91974,0,157.0,245,0.078014232,-0.323662163,78.4,24,257152,0.000681938,14.31818182,7.132091928,1262.710045,1.677288886,54,56.17164692,0.000134983,0.008077544,2387.5,0.000888928,0.000779555,4,679.8451452
32.43975323,0.436363636,35267.2766,0,298.75,924,0.18771273,-0.243529171,120.6545455,50,802050,0.006841985,49.875,16.31391011,3058.920433,3.288484636,95,220.6197137,0.000167145,0.017770598,4347.0,0.003542672,0.003653631,5,1299.256269
169.9051155,0.071428571,327123.2978,0,1030.0,1216,2.2008058,-0.128427656,162.8571429,54,15454164,0.002731024,73.18181818,9.163941931,5535.49693,7.522725624,160,2147.744577,0.022702081,0.012924071,48487.75,0.028957095,0.002216593,5,4993.270775
3.607843137,0.0,885.5347632,0,48.0,40,0.023041928,-0.5,20.0,7,61088,0.001735171,3.818181818,2.183823529,457.2131936,0.523987151,22,56.45610897,0.000102562,0.003231018,813.0,0.00107352,0.000657484,2,248.9538385
5.125,0.833333333,6555.769479,0,106.5,172,0.056245098,-0.415517049,78.83333333,18,202354,0.003007724,11.13636364,5.402005348,991.4397205,1.355401996,47,27.82031438,0.000121146,0.006462036,1911.0,8.28e-06,0.000300542,3,566.3174417
3.607843137,0.0,885.5347632,0,48.0,40,0.023041928,-0.5,20.0,7,61088,0.001735171,3.818181818,2.183823529,457.2131936,0.523987151,22,56.45610897,0.000102562,0.003231018,813.0,0.00107352,0.000657484,2,248.9538385
169.9051155,0.071428571,327123.2978,0,1030.0,1216,2.2008058,-0.128427656,162.8571429,54,15454164,0.002731024,73.18181818,9.163941931,5535.49693,7.522725624,160,2147.744577,0.022702081,0.012924071,48487.75,0.028957095,0.002216593,5,4993.270775
6.319548872,0.5,4112.08683,4,95.25,136,0.05031213,-0.362207444,51.0,14,150612,0.000159548,10.81818182,5.335338681,961.6486094,1.083847214,38,48.73627458,0.000114396,0.006462036,1472.75,0.003231018,0.000300542,3,477.2801571
3.607843137,0.0,885.5347632,0,48.0,40,0.023041928,-0.5,20.0,7,61088,0.001735171,3.818181818,2.183823529,457.2131936,0.523987151,22,56.45610897,0.000102562,0.003231018,813.0,0.00107352,0.000657484,2,248.9538385
2.0,1.0,170023.5565,0,444.5,358,1.425036381,-0.514553698,358.0,22,21107268,0.003234666,21.95454545,2.206880971,1467.657595,4.406644983,181,100.9994032,0.021142283,0.003231018,35447.5,0.0,0.000657484,2,3503.250861
3.0,1.0,192360.3959,0,750.0,522,1.768724222,-0.394380867,348.0,27,21801780,0.003218225,37.22727273,3.455469992,2275.876393,5.096355678,177,162.6423684,0.020115763,0.004846527,35676.0,0.0,0.000178471,3,3672.955275
15.53849175,0.166666667,153943.7781,0,457.5,612,1.444586585,-0.258519761,178.5,25,18499359,0.001075675,47.09090909,4.531260631,2883.092968,4.074125798,157,1042.255258,0.017018697,0.006462036,29935.5,0.006374636,0.000300542,2,3169.356903
57.95958367,0.238095238,188898.9778,0,753.75,1211,2.058110312,-0.255750923,214.1904762,37,23571069,0.001862012,92.43181818,9.852020753,5279.686484,4.711606049,180,1683.01645,0.017955963,0.011308562,32236.0,0.017505851,0.00173758,3,3684.758964
779.7540748,0.343915344,10673802.39,0,5579.75,23100,24.05031678,-0.072793294,1108.730159,272,269964455,0.00210671,659.2727273,38.19935187,37015.09566,39.06031349,853,10631.47834,0.145841375,0.045234249,305032.25,0.004929785,0.011796846,11,27351.4159
66.84921514,0.577777778,2386734.714,0,2469.25,4310,7.797459781,-0.141941582,680.0222222,95,81582390,0.001102429,170.2272727,12.57862412,10086.66383,15.76506175,441,1806.248414,0.066194456,0.016155089,126030.5,0.000386674,0.003174618,7,11957.28351
1.0,0.0,38702.38873,0,214.25,132,0.784714721,-1.0,132.0,11,14565628,0.001619514,10.73863636,1.053319454,698.8287977,2.67788539,133,347.0343022,0.013268203,0.001615509,20113.5,0.0,0.001136496,1,2152.598511
28.04949495,0.3,185101.0998,0,950.0,830,1.836483834,-0.236092766,215.8,29,20452638,0.000675579,62.84090909,5.855517256,3662.763433,5.235790691,171,1023.901648,0.016868509,0.008077544,29779.25,0.002408296,0.000779555,4,3708.637463
95.41673954,0.285714286,715158.6976,0,1293.75,2072,3.478372116,-0.167583352,333.0,58,37726370,0.000330488,104.3636364,9.582296254,6471.326073,10.03689261,267,1940.396179,0.034110785,0.012924071,64457.25,0.000302029,0.002216593,5,6994.521095
47.05409217,0.333333333,461105.3002,0,1250.0,1296,2.878253994,-0.196928349,288.0,52,28864467,0.000794653,73.5,7.530341137,4611.806119,8.274353921,222,1212.20079,0.029586717,0.009693053,56951.25,0.000356204,0.001258567,5,5572.213528
403.1553707,0.153846154,1004205.981,0,1591.25,3900,4.591193067,-0.110484181,346.1538462,82,54566787,0.002130188,221.2954545,16.82918256,12034.25811,12.7956568,313,4824.865617,0.034686711,0.021001616,74391.5,0.047419661,0.004611656,5,8629.090528
212.0881147,0.318181818,1802452.548,0,2495.5,4500,7.080099875,-0.11233309,494.3181818,98,71366526,0.001673801,212.8636364,15.24784862,11595.93326,15.76792739,387,3452.938164,0.055729559,0.019386107,110150.0,0.002433127,0.004132643,7,11054.24928
1.0,0.0,38702.38873,0,214.25,132,0.784714721,-1.0,132.0,11,14565628,0.001619514,10.73863636,1.053319454,698.8287977,2.67788539,133,347.0343022,0.013268203,0.001615509,20113.5,0.0,0.001136496,1,2152.598511
45.30020183,0.2,398627.3977,0,1277.5,1045,2.708013702,-0.219304549,250.8,47,27536768,0.001411714,61.25,6.114204822,3877.992203,7.456707052,214,1361.230607,0.027514527,0.008077544,51847.75,0.000117866,0.000779555,5,5046.309506
2.0,1.0,124096.6879,0,469.0,308,1.306730974,-0.527046028,308.0,22,18193317,0.003144913,22.90909091,2.343362744,1459.117437,4.041265638,156,100.7994304,0.01776375,0.003231018,31336.25,0.0,0.000657484,2,3035.794118
21.42351031,0.666666667,839007.0296,0,1755.0,1632,4.075670761,-0.207003853,453.3333333,63,40064234,0.001077394,84.95454545,7.570626378,5088.598976,9.786098617,278,724.9979393,0.039308541,0.009693053,77660.0,4.94e-05,0.001258567,6,7050.553523
128.2428415,0.290909091,568744.8685,0,1345.0,2717,3.374328438,-0.154521835,318.8545455,60,38717161,0.002595105,161.875,13.50214127,9059.881479,9.388149304,258,2621.340508,0.026506333,0.017770598,52553.25,0.00934952,0.003653631,5,6616.57651
2621.155729,0.180388529,14415110.05,47,6745.75,47799,35.84454483,-0.047088017,1200.455134,388,513699615,0.006296972,1428.159091,63.05546448,70308.46875,55.40254401,1064,27882.68543,0.177260638,0.075928918,386749.5,0.039239161,0.020898087,11,37058.46112
11.79699248,0.0,82037.10281,0,441.5,423,1.130963075,-0.333333333,141.0,15,16137660,0.004874321,35.79545455,3.386652787,2125.928893,2.797742552,144,1068.731446,0.013326871,0.004846527,20303.0,0.026657793,0.000178471,2,2373.742541
55.50666527,0.636363636,1770702.028,0,3111.75,4048,7.312906822,-0.16274219,602.1818182,108,66947538,0.002387704,177.625,14.42945073,10399.14021,15.70618914,379,1612.836957,0.05746138,0.017770598,120932.0,0.000140091,0.003653631,9,10922.76497
34.49902593,0.619047619,1044989.766,0,2122.75,2023,4.844385844,-0.184150269,467.9047619,72,44453544,0.000746816,99.67045455,9.091634762,6057.404203,11.09574507,296,938.5308144,0.044284802,0.011308562,88176.25,1.78e-05,0.00173758,7,8006.055889
72.75843779,0.2,372785.4825,0,1102.0,1308,2.590411064,-0.216469022,261.6,48,29556652,8.75e-05,85.90909091,7.477832441,4841.879444,7.11142347,224,1705.211522,0.024628977,0.009693053,48024.0,0.005235011,0.001258567,4,4882.96911
1.0,0.0,38702.38873,0,214.25,132,0.784714721,-1.0,132.0,11,14565628,0.001619514,10.73863636,1.053319454,698.8287977,2.67788539,133,347.0343022,0.013268203,0.001615509,20113.5,0.0,0.001136496,1,2152.598511
104.5459317,0.515151515,2696493.742,0,3012.0,5472,8.83516769,-0.12171409,690.9090909,110,90946074,0.000927199,225.2727273,15.28206207,12461.62929,17.35834623,468,2539.517646,0.069022631,0.019386107,134665.75,0.002476538,0.004132643,8,12735.08245
12.64117151,0.5,306249.3462,0,1006.0,800,2.198445432,-0.287357623,300.0,37,25305630,0.000504934,50.59090909,4.724795698,3073.147413,6.091368011,204,593.2686005,0.023685524,0.006462036,44734.25,0.000294442,0.000300542,4,4309.984113
3.962121212,0.0,113287.7966,0,485.0,330,1.225928493,-0.5,165.0,19,19527480,0.001657097,25.45454545,2.172637636,1508.265668,3.832079867,167,778.0814,0.015914856,0.003231018,26395.5,0.00058501,0.000657484,2,2852.530651
584.6590074,0.29004329,6024819.262,22,4743.75,13574,15.87097366,-0.076381049,795.95671,205,163576530,0.005017313,441.0,28.49283471,25121.30791,29.14098875,639,7996.754511,0.106000667,0.035541195,226365.0,0.008579955,0.00892277,11,20306.08438
2.0,1.0,87896.18413,0,438.5,282,1.109854028,-0.562444202,282.0,18,15917328,0.002895167,21.95454545,2.442208343,1410.657595,3.668002757,143,94.82070625,0.015120077,0.003231018,25188.5,0.0,0.000657484,2,2713.168481
22.32814815,0.3,194785.6378,0,738.75,825,1.7744822,-0.24907714,214.5,28,20902140,0.001408104,64.43181818,5.616689417,3806.66518,5.453611675,170,1070.581811,0.017310688,0.008077544,31300.25,0.001773576,0.000779555,3,3897.288161
630.7409814,0.216666667,2773109.353,0,3600.0,6752,9.356139341,-0.08410879,513.4333333,149,86225508,0.00174293,266.0,20.43081513,15380.70838,20.71311343,438,5435.671535,0.069975944,0.025848142,152429.75,0.000977184,0.006048694,10,13746.00006
856.9335824,0.32,9744878.915,0,5381.75,20228,21.94335392,-0.066802771,1026.96,253,239314130,0.000838319,601.8409091,33.45532781,33574.10726,36.27742713,804,10115.66906,0.136450681,0.042003231,287760.25,0.009803729,0.010838821,11,25532.27634
567.9989916,0.131868132,1844534.024,0,2656.0,5124,7.011867254,-0.085372073,414.2637363,118,68665677,0.00251154,224.9545455,17.03134019,12782.9515,16.88488868,380,5458.261984,0.055163681,0.022617124,117143.25,0.002761664,0.005090669,8,11097.28485
3.867424242,0.0,76677.606,0,438.0,280,1.058253804,-0.5,140.0,16,15741726,0.001852,22.11363636,2.196176597,1411.379818,3.299044383,142,705.5922411,0.013983858,0.003231018,22356.0,0.000100825,0.000657484,2,2491.412628
196.9171751,0.230769231,658279.7827,0,1508.75,3276,4.076444131,-0.132896153,310.1538462,80,44068983,0.002204361,205.7840909,16.57127086,10753.19437,11.33841169,265,3624.778258,0.029471236,0.021001616,63251.5,0.007415991,0.004611656,5,7358.022969
32.29610136,0.3,218845.8202,0,1036.0,980,1.97233769,-0.228738123,254.8,31,25021646,0.000327968,70.79545455,5.670714559,3954.630184,5.105919907,201,1127.654352,0.017351849,0.008077544,30630.0,0.057020666,0.000779555,4,3717.729974
46.6556814,0.5,745187.1594,0,1956.5,2016,4.079860431,-0.184608531,378.0,72,37201824,0.001081742,107.5454545,10.44319577,6488.630381,10.39194195,260,1256.921939,0.036185431,0.012924071,75654.5,0.000748669,0.002216593,7,7089.506224
61.67166559,0.333333333,383781.6328,0,1286.25,1372,2.601196743,-0.183306963,261.3333333,47,26766208,0.000595383,92.43181818,8.336580637,5370.292417,8.197608338,203,1450.525703,0.022131743,0.011308562,44740.25,0.000129216,0.00173758,5,5316.444973
1.0,0.0,38702.38873,0,214.25,132,0.784714721,-1.0,132.0,11,14565628,0.001619514,10.73863636,1.053319454,698.8287977,2.67788539,133,347.0343022,0.013268203,0.001615509,20113.5,0.0,0.001136496,1,2152.598511
25.33115468,0.4,431433.9756,0,1049.0,1110,2.666225006,-0.223454152,310.8,41,30287415,0.000219089,65.22727273,5.599507699,3998.684351,6.88066075,227,972.8773853,0.027796369,0.008077544,51464.5,0.003479121,0.000779555,4,5168.913441
127.9528451,0.214285714,554471.5561,0,1427.5,2048,3.090257905,-0.153372057,310.8571429,51,38076216,0.000925108,124.0909091,9.537876642,7031.442377,8.460304217,264,2456.859226,0.025493205,0.012924071,49340.75,0.041775752,0.002216593,5,5907.562811
24.94430976,0.4,358112.2243,0,1205.0,1040,2.430584663,-0.238765057,291.2,37,26567328,0.000215388,61.25,6.009078773,3809.325933,6.811722125,213,881.8101603,0.024616961,0.008077544,44756.25,0.000151749,0.000779555,5,4905.524912
90.78481575,0.19047619,512360.9878,0,1476.25,1617,3.384284199,-0.163958503,275.0,48,34956194,0.001720994,105.7954545,8.206566207,5922.338409,8.711545592,238,2237.80236,0.028768308,0.011308562,52633.0,0.005132612,0.00173758,5,5983.473947
3.969168428,0.0,156985.298,0,450.0,350,1.43885444,-0.5,175.0,22,20814430,0.001663558,22.11363636,2.238258546,1473.60204,4.314414458,177,752.9789936,0.020945514,0.003231018,33764.5,7.35e-06,0.000657484,2,3351.945208
684.7864733,0.076190476,1275351.62,15,2387.0,4710,6.298795257,-0.075151807,337.9238095,96,62458676,0.002942066,268.4659091,17.59160954,13647.55976,14.84914071,329,6578.236268,0.044529054,0.024232633,90693.75,0.023969672,0.005569681,7,9909.461489
1037.036441,0.27311828,11193454.57,31,5511.0,25854,24.60398036,-0.060158234,1061.780645,267,291308570,0.008132261,752.1022727,39.45764868,41152.12483,39.75491915,865,13750.52581,0.14515334,0.050080775,300557.75,0.011331392,0.013233884,11,28008.84713
1.0,0.0,38702.38873,0,214.25,132,0.784714721,-1.0,132.0,11,14565628,0.001619514,10.73863636,1.053319454,698.8287977,2.67788539,133,347.0343022,0.013268203,0.001615509,20113.5,0.0,0.001136496,1,2152.598511
142.2286324,0.277777778,1406375.959,0,2712.0,3042,5.968395067,-0.129137464,431.8888889,84,57492130,0.001340919,152.4886364,11.14036349,8412.771666,12.63452796,347,2708.048741,0.047874748,0.01453958,96032.0,0.003621652,0.002695605,8,9055.855864
17.25355366,0.333333333,266110.3429,0,767.25,724,1.994734734,-0.263781279,241.3333333,35,23139841,0.000231904,50.59090909,4.642064043,3088.879417,5.523281824,185,822.6460266,0.022104729,0.006462036,42385.25,0.04888551,0.000300542,3,4027.308102
337.7235271,0.247619048,2756314.431,0,3305.25,6870,9.704804353,-0.095446758,571.4095238,123,97257748,0.002220561,268.4659091,19.68267175,15389.24763,19.25336139,473,5270.272941,0.072442843,0.024232633,139443.25,0.00282136,0.005569681,9,13583.41102
2.0,1.0,135062.2939,0,487.5,326,1.40270097,-0.520191405,326.0,22,19899914,0.003206428,23.70454545,2.255469992,1497.639818,4.161854324,165,106.6065278,0.018576573,0.003231018,32227.25,0.0,0.000657484,2,3149.224263
