Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,Clustered Local Degree,DIL Centrality,I-GSM Values,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
11,0.002923977,0.115438323,-0.266666667,0,189.0486307,82.87940281,0.475393089,0.001074211,4,14,0.000100355,0.001461988,0,7,3.416666667,48.46948103,13,96.65634138,14,20,0.000144739,63,0.055555556,2.068181818,2,0.569962008,0.140691941,11,4,4.14E-09,63,13.3,-0.5,76.42286312,0.01677652,1.66E-08,23,298.9778012,2300,2,107.7139071,9,22,59,2,0.720486204,22,2.460669524,-3880.907181,2
12,0.001461988,0,-0.5,0,147.0357067,63.50572062,0.1831168,0.000712857,2,5,0.000680817,0.001461988,0,3,1,27.38069248,3,27.34074983,3,8,0.000115768,17,0.047619048,0.477272727,1,0.171247272,0.052138065,2,1.8,1.06E-10,17,4.2,-1,5.518191618,0.005673051,2.13E-10,8,230.5860835,284,1,36.96815048,4,4.25,16,1,0.151909723,4.25,1.64317184,-5737.623647,1
13,0.002923977,0.010047112,-0.2,0,163.2836532,70.68239607,0.406342921,0.001102269,4,12,0.000100355,0.001461988,0,6,3.333333333,38.67794591,12,77.1303646,12,18,0.00012273,55,0.052631579,1.909090909,2,0.744442648,0.107873252,5,3.6,2.04E-09,55,12.35,-0.5,61.86612729,0.015190383,8.14E-09,20,256.9500027,1890,2,87.69527973,8,19,57,2,0.64236116,18.01096014,2.408735817,-4797.83689,2
14,0.005847953,0.123713228,0.021428571,0,187.278954,81.49978237,0.933966288,0.001720465,8,35,0.001662698,0.002309623,0,16,21.325,61.55147372,28,244.7723857,64,52,0.000131165,196,0.052631579,8.590909091,3.4,2.838978256,0.588028454,101,8.8,8.14E-08,196,40.61,-0.25,785.0311893,0.043962567,6.51E-07,57,297.1646178,17758,4.2,232.0916883,20,52.5,199.5,3,2.296878038,86.11948109,4.822058159,-4101.997721,2
15,0.005847953,0.13320308,0.154761905,0,208.3836782,92.27219076,1.048876527,0.001897971,8,24,0.001662698,0.001461988,0,12,17.95,61.44628367,23,244.3540753,48,44,0.000156715,127,0.058823529,7.318181818,3.1,1.211421874,0.269703338,25,7.2,2.38E-08,127,28,-0.25,334.8843367,0.034875056,1.90E-07,36,329.3580526,8954,4,227.013324,16,36,128.5,3,1.713542395,72,4.401861032,-3049.877968,2
16,0.004385965,0.023063401,-0.092063492,0,170.9598929,73.73309322,0.635878844,0.00137613,7,27,0.000881526,0.002309623,0,12,9.59047619,50.72712925,23.5,151.5163573,36,36,0.000120992,161,0.05,4.772727273,2.7,2.23074125,0.517460189,97,6.6,1.31E-08,161,27.93,-0.333333333,378.328532,0.029817296,9.15E-08,46,269.7800906,10044,3.2,163.6210896,15,41,176.5,2,1.588542077,48.80192663,3.75100883,-4478.862673,2
17,0.004385965,0.007293069,0.05,0,158.1303248,68.57922916,0.589313402,0.001483076,6,18,0.000881526,0.010687449,0.333333333,12,5,38.57368263,16,115.2153486,27,30,0.000116577,81,0.047619048,3.818181818,2.4,1.011438041,0.260730741,35,5.4,8.13E-08,58.03903616,18.42,-0.521111111,144.3080618,0.018235716,4.88E-07,22,248.7069891,4170,4.1,119.3795202,12,24.5,82.5,2,1.010418722,14.05901616,3.826932843,-4122.201514,2
18,0.005847953,0.0022662,0.063492063,0,152.3609932,66.86325998,0.762097005,0.00180418,8,30,0.001662698,0.013795445,0.333333333,20,10.37142857,40.62114113,22,161.5385144,60,50,0.000114207,133,0.047619048,7,3.4,1.601649018,0.350173794,38,8.4,3.55E-09,95.29866431,26.07,-0.452569444,355.5194746,0.024446057,2.84E-08,30,240.6911542,10950,5.633333333,153.8666445,19,37.5,129.5,3,1.713541773,25.0730462,6.068455934,-4230.460022,2
19,0.004385965,0.001676788,-0.166666667,0,160.4308742,70.28870612,0.60410905,0.001391701,6,26,0.000881526,0.003157259,0,13,10.33333333,43.13858849,20,128.8502204,39,38,0.000121477,121,0.05,4.772727273,2.7,1.278433433,0.309271684,36,7,3.94E-09,121,21.88,-0.333333333,307.3919322,0.023687169,2.36E-08,37,254.7208826,8360,3.3,128.0056782,16,38,105.5,3,1.416666776,43.09239623,3.956348453,-4171.278029,2
20,0.002923977,0,-0.314285714,0,151.8188003,65.80449803,0.378990886,0.001024938,4,16,0.000100355,0.010687449,1,16,2,35.25450462,12,70.30344376,16,22,0.000115101,71,0.047619048,1.909090909,2,0.853205076,0.238258831,35,4.4,1.60E-08,26.11944032,14.69,-0.804444444,78.73120248,0.014507458,6.41E-08,20,240.0761197,2772,2.433333333,85.838093,10,22,66,2,0.69444476,2.205240326,3.050663742,-4453.488884,2
21,0.004385965,0.007551648,-0.016666667,0,169.4225071,74.37144095,0.636912482,0.001431276,6,20,0.000881526,0.001461988,0,10,9,43.67638347,18,130.4565549,30,32,0.00012945,99,0.052631579,4.295454545,2.7,1.144935737,0.264772452,33,5.8,5.03E-09,99,24.08,-0.333333333,229.2900194,0.02765865,3.02E-08,32,267.3650912,5952,3,134.7435492,13,31,106.5,2,1.208333477,44.5839405,3.5214117,-4100.766148,2
22,0.002923977,0.005316415,-0.314285714,0,167.5838132,73.22781781,0.420591842,0.001009817,4,16,0.000100355,0.007112889,0,8,3.466666667,41.61545719,14,82.98825882,16,22,0.000129349,79,0.052631579,2.227272727,2,0.846900008,0.22027322,30,4.4,4.48E-09,79,16.02,-0.5,106.7493961,0.017338755,1.79E-08,30,265.3536682,3520,2.333333333,94.94552012,10,27,74.5,2,0.833333443,22.28313707,2.572892096,-4265.61662,2
23,0.007309942,0.079756426,0.221428571,0,206.5443708,91.5725797,1.295091373,0.002319845,10,33,0.00244387,0.001461988,0,17,32.73333333,65.09882287,30.5,323.1268949,85,64,0.000152718,186,0.058823529,12.32954545,3.5,1.657343788,0.351507558,29,9.8,1.63E-07,186,37.98,-0.2,521.5314897,0.046611561,1.63E-06,46,325.6935638,17696,5,277.6219721,22,48.5,173,3,2.618062064,121.25,5.675943723,-2862.748841,2
24,0.002923977,0.003683633,-0.314285714,0,176.9998556,77.74928979,0.445807763,0.001020478,4,16,0.000100355,0.001461988,0,8,3.466666667,44.54539386,13,88.83104799,16,22,0.000138179,87,0.058823529,2.068181818,2,0.796540296,0.209481853,27,4.4,8.68E-09,87,16.93,-0.5,106.7493961,0.020444084,3.47E-08,25,280.453181,3168,2,111.7330039,10,24.5,77.5,2,0.763889052,24.5,2.653542004,-3811.141152,2
25,0.00877193,0.086823564,0.266666667,0,184.0352831,80.62352939,1.372748165,0.00254512,12,42,0.003225041,0.01577326,0.2,25.2,29.98809524,61.179161,33,363.8737512,126,84,0.000128107,229,0.05,15.75,4.2,3.938202247,0.663083017,100,12,5.12E-07,187.4893425,47.92428571,-0.301118827,1196.563566,0.046971142,6.14E-06,46,290.7195302,28182,7.833333333,301.1368718,27,54.5,238,3,3.250021104,78.62701562,9.333043157,-4264.606717,2
26,0.005847953,0.082358231,-0.1,0,184.9817252,79.13863845,0.914223826,0.001561838,10,48,0.001662698,0.003157259,0,20,24.25,68.98300894,39,274.3254491,80,60,0.000122055,299,0.05,9.863636364,3.4,4.049713039,0.848799612,161,10.4,1.49E-08,299,47.52,-0.25,1261.657269,0.047726398,1.49E-07,85,294.1279719,32550,4.4,253.7409295,24,72.5,344,4,3.184028385,108.2424103,5.386382541,-4497.363504,2
27,0.00877193,0.032475484,0.185858586,0,172.1780888,74.9123987,1.271928181,0.00226907,15,67,0.003225041,0.003906368,0.2,30,36.16369048,63.39166993,64.5,377.0330347,150,92,0.000113237,349,0.047619048,16.70454545,4.2,6.112440385,1.017379355,186,13.6,5.20E-09,285.7370328,65.48,-0.254583333,1927.245266,0.065296886,7.80E-08,65,271.2769237,45908,7.1,335.748139,31,105,448.5,4,4.903646058,107.854663,10.94356999,-4604.424341,3
28,0.007309942,0.006107584,0.13975469,0,156.5665515,67.28553153,0.95645631,0.001889632,14,57,0.00244387,0.001179443,0.3,26,16.43809524,51.3195585,55.5,254.731635,100,70,0.00010533,279,0.045454545,10.73863636,4.1,5.24525099,0.949963625,186,11,1.27E-09,206.6882836,47.28,-0.319088889,1190.516321,0.043914516,1.78E-08,51,244.7702496,28525,6.333333333,249.8412584,25,83.25,393.25,3,3.661458384,52.18565421,9.579210622,-4967.277396,3
29,0.005847953,0.014703484,0.052380952,4,161.2683831,69.49614578,0.797173785,0.001745891,9,42,0.001662698,0.002309623,0,18,19.525,54.69047998,33.5,217.4882005,72,56,0.000108096,259,0.045454545,9.227272727,3.4,3.299369493,0.82273058,160,9.6,2.98E-09,259,38.57,-0.25,741.4183455,0.041743778,2.68E-08,64,254.9690827,23800,4.2,206.4042159,22,59,267,3,2.655382059,102.140969,5.205761353,-4884.582207,2
30,0.007309942,0.007730194,-0.01989122,0,159.2449226,68.33367423,0.974791092,0.001850409,15,71,0.00244387,0.003058733,0.3,35.1,24.94372294,58.58069991,66,290.7733017,135,84,0.000105407,370,0.045454545,12.72727273,4.1,5.849890874,1.02861531,186,13.8,1.40E-09,274.1027417,52.99,-0.319088889,1766.150587,0.05117525,2.10E-08,63,250.8142055,43680,6.166666667,268.5286733,32,108,452.25,4,4.552083393,75.49479688,10.47940333,-4910.486767,3
31,0.005847953,0.002279641,-0.06984127,0,156.2317551,66.74238582,0.764830881,0.001515346,12,53,0.001662698,0.005884183,0.5,28.5,9.019642857,51.44726242,53.25,204.5908636,76,58,0.000105341,272,0.045454545,7.954545455,3.7,4.761498666,0.927491714,186,10,1.27E-09,164.9763394,42.73,-0.418472222,1000.238141,0.04124229,1.52E-08,56,245.3352166,24070,4.8,220.3974641,23,84.75,368.25,3,3.239149353,30.7327136,7.935260495,-4964.466002,3
32,0.004385965,0.007028925,0.019047619,0,189.9840863,83.51719571,0.714562891,0.001518353,6,18,0.000881526,0.001461988,0,9,8.733333333,49.36117765,17,147.43641,27,30,0.00014573,86,0.055555556,4.056818182,2.7,0.877899927,0.217565274,23,5.4,1.59E-08,86,18.2,-0.333333333,167.6683267,0.023216542,9.56E-08,24,299.2937205,4020,3,160.748876,12,25.5,84,2,1.06250041,38.25,3.393647575,-3406.228376,2
33,0.004385965,0.040285306,-0.047619048,0,204.4514793,89.85468568,0.770311717,0.001513122,6,19,0.000881526,0.001461988,0,10,9.4,57.00495909,17.5,170.2675447,30,32,0.000156789,96,0.058823529,4.295454545,2.4,0.959704147,0.232398351,24,5.8,7.83E-08,96,21,-0.333333333,222.1247063,0.026096675,4.70E-07,29,323.447329,5120,3,171.4786645,13,29.5,94,3,1.161460587,44.25,3.455052951,-3239.790637,2
34,0.002923977,0.006766987,-0.2,0,157.875577,67.74112631,0.391155033,0.001041609,4,12,0.000100355,0.007112889,0,6,3.333333333,36.86060524,12,73.50627999,12,18,0.000115554,49,0.05,1.909090909,2,0.694082936,0.158232964,19,3.6,4.70E-07,49,11.13,-0.5,65.50531125,0.012315977,1.88E-06,20,248.6183562,1782,2.333333333,82.55124054,8,19,49.5,2,0.642371016,14.76266488,2.424580047,-4133.51865,2
35,0.004385965,0.002801699,-0.064285714,0,155.3204956,68.01559857,0.583705241,0.001413321,6,22,0.000881526,0.001646007,0.333333333,14.66666667,5.533333333,38.65973984,17,115.472392,33,34,0.000119617,98,0.05,4.056818182,2.7,1.211017703,0.290396896,37,6.2,1.52E-09,70.22006844,19.88,-0.444722222,218.5817869,0.02033914,9.11E-09,28,245.7265715,6154,3.533333333,119.3014826,14,30.5,97.5,2,1.166666706,16.93714269,4.232389956,-4325.805852,2
36,0.002923977,0,-0.380952381,0,136.9293248,59.48281415,0.342745621,0.000983757,4,18,0.000100355,0.007296908,1,18,2,30.87760997,12,61.5751757,18,24,0.000105988,76,0.045454545,1.909090909,2,0.957036618,0.256689031,37,4.8,8.43E-10,27.95883753,14.02,-0.750625,97.71878309,0.013079952,3.37E-09,22,217.2031432,3516,2.533333333,77.68602546,11,24.5,70.5,2,0.737847239,2.182618424,3.348634401,-4716.171003,2
37,0.007309942,0.001461219,0.293650794,0,147.9494887,65.20206502,0.922020292,0.002242443,10,28,0.00244387,0.014360535,0.2,16.8,15.43809524,37.06488433,23,183.9766137,70,58,0.000112296,124,0.047619048,9.147727273,3.5,1.791366906,0.350173794,38,8.6,1.73E-09,101.5226134,32.62,-0.339444444,384.5695647,0.031647604,1.73E-08,24,231.8438574,11397,6.666666667,188.6162599,19,33,155,3,1.875000044,37.33013624,7.096798111,-4205.000267,2
38,0.004385965,0.008029803,0.019047619,0,168.332374,72.1195519,0.623285186,0.001420042,6,18,0.000881526,0.001461988,0,9,8.733333333,43.97755791,17,131.3561298,27,30,0.000119632,82,0.05,4.056818182,2.7,1.039325843,0.27511923,39,5.4,2.83E-06,82,18.24404762,-0.333333333,174.1171085,0.02247759,1.70E-05,23,264.9578048,4035,3,139.8358976,12,25,83.5,2,1.05215494,35.31037704,3.394216621,-3639.356374,2
39,0.002923977,0.001221705,-0.314285714,0,152.4230956,66.49454508,0.382129302,0.001006038,4,16,0.000100355,0.002592169,0,8,3.466666667,35.31918045,13,70.43241831,16,22,0.000119048,74,0.05,2.068181818,2,0.849607954,0.234661709,34,4.4,1.04E-09,74,12.52,-0.5,97.04490555,0.0142365,4.15E-09,25,241.2613495,3113,2.2,80.74126781,10,24.5,64,2,0.763888912,18.63549566,2.712052822,-4568.142879,2
40,0.004385965,0.015571574,-0.047619048,0,177.4263385,75.57137861,0.656690574,0.001330403,6,22,0.000881526,0.007112889,0,10,9.4,51.04078587,19,152.4532151,30,32,0.000124116,107,0.052631579,4.295454545,2.7,1.929997575,0.29354943,41,5.8,1.17E-05,107,22.34119048,-0.333333333,272.281898,0.024063727,7.00E-05,35,281.3516247,6960,3.333333333,160.112284,13,32.5,113.5,3,1.271144097,39.01557,3.53529941,-3504.861032,2
41,0.005847953,0.01020448,0.202380952,0,182.508625,78.28208905,0.898180541,0.001793117,8,23,0.001662698,0.001461988,0,11,16.6,51.93450648,22.5,206.5284921,44,42,0.000126968,112,0.052631579,7,3.1,1.471344273,0.312424218,40,6.8,5.41E-06,112,26.51904762,-0.25,334.1055359,0.032757407,4.33E-05,31,286.4239431,7875,4,202.2267854,15,32,122,2,1.598249613,63.44850224,4.358730176,-3403.289514,2
42,0.002923977,0.016991183,-0.166666667,0,173.9873475,75.10158378,0.432385878,0.001070324,4,12,0.000100355,0.001461988,0,6,3.25,42.15848895,12,84.07115598,12,18,0.000130497,54,0.052631579,1.909090909,2,0.647320346,0.158232964,19,3.6,4.87E-07,54,12,-0.5,65.50531125,0.015253995,1.95E-06,20,274.0635018,1827,2,97.96403691,8,19,53,2,0.642371372,19,2.405878538,-3853.924569,2
43,0.002923977,0.018799184,-0.214285714,0,183.9139805,80.05874647,0.460058379,0.001069441,4,14,0.000100355,0.001461988,0,7,3.3,47.18551228,13,94.09589058,14,20,0.000139978,71,0.055555556,2.068181818,2,0.690000808,0.180260286,22,4,1.03E-07,71,15.4,-0.5,80.66857774,0.018722256,4.11E-07,26,290.7909243,2730,2,107.2573118,9,23.5,67.5,2,0.74653007,23.5,2.473321025,-3736.759337,2
44,0.005847953,0.020996945,0.202380952,0,183.4444106,79.47636439,0.908503804,0.00187094,8,22,0.001662698,0.001461988,0,11,16.6,50.77852463,22,201.931487,44,42,0.000131614,103,0.055555556,7,3.1,1.264085361,0.308827096,39,6.8,2.91E-06,103,22.71404762,-0.25,291.2714929,0.028953205,2.33E-05,26,288.2098503,6573,4,192.6560113,15,29.5,105.5,2,1.519183288,57.54025136,4.320901465,-3295.970821,2
45,0.002923977,0.005859187,-0.266666667,0,183.9812571,79.69987926,0.4594025,0.00102977,4,14,0.000100355,0.001461988,0,7,3.416666667,47.52223001,13,94.76736267,14,20,0.000137043,61,0.055555556,2.068181818,2,0.728235389,0.191051653,25,4,4.94E-07,61,13.45,-0.5,84.91429236,0.016804539,1.98E-06,23,291.0404868,2280,2,108.0554139,9,22,57.5,2,0.720496778,22,2.459988912,-3643.984737,2
46,0.004385965,0.014067998,-0.277777778,0,184.6145034,76.85129947,0.677506223,0.001100527,8,48,0.000881526,0.000145828,0.333333333,24,6.695238095,65.35620142,28.5,195.2117872,54,48,0.000121877,289,0.05,5.011363636,2.7,4.096920217,1.052501819,227,9,6.65E-05,207.0775488,39.21781385,-0.39951989,893.295078,0.033291946,0.000532352,64,296.4112058,25536,3.677777778,230.8770055,21,59,364.75,3,2.121548333,27.16094144,6.711571415,-3486.416668,2
47,0.00877193,0.003034433,0.095260295,0,187.0745435,78.57723887,1.364997433,0.001829964,16,94,0.003225041,0.007411272,0.4,44.8,18.64790765,77.14230226,69.75,458.8173234,192,106,0.000117897,568,0.047619048,16.22727273,4.8,8.73296419,1.265095789,233,16.4,0.000145948,380.7417861,79.01491342,-0.329920775,3177.894661,0.061995024,0.002335173,79,300.5801459,85913,8.225396825,477.5115093,38,131.25,758.25,4,5.738670494,59.90877822,20.713643,-3262.327668,3
48,0.013157895,0.023228817,0.273874165,0,209.5115873,88.1734084,2.275086801,0.002596624,26,144,0.005568556,0.009590905,0.277777778,61.33333333,54.26209029,102.6939174,114,912.181314,432,186,0.000123564,914,0.047619048,37.22727273,6.3,12.91750869,1.485773179,235,24.6,0.000254758,692.3231274,125.7045887,-0.236183285,8131.67083,0.097465712,0.0066237,124,336.6681328,238359,12.52619048,743.5824847,57,201,1314,5,11.63902146,184.7401203,38.48347707,-3115.59454,3
49,0.002923977,0.001158493,-0.266666667,0,172.2041152,72.8651314,0.423868325,0.000940688,4,15,0.000100355,0.001461988,0,7,3.416666667,45.64088625,13.5,91.01564507,14,20,0.000121139,78,0.05,2.068181818,2,1.222819497,0.241411365,39,4,6.20E-06,78,15.83904762,-0.5,101.8971508,0.019022604,2.48E-05,27,272.16135,3030,2,112.7690672,9,24,77.5,2,0.768364837,22.9943768,2.504376861,-3934.435982,2
50,0.002923977,0.00677636,-0.466666667,0,190.4723945,79.63338908,0.466781857,0.000881752,5,29,0.000100355,0.001562897,0,12,3.625,61.82981656,22.5,123.2991097,24,30,0.000126887,186,0.05,2.863636364,2,1.915568669,0.333562364,49,6,2.16E-05,186,24.39352814,-0.5,283.8563487,0.025925408,0.000107993,51,303.1045018,10320,2.035714286,147.0936894,14,43.5,183.5,2,1.341697397,38.61261255,2.95612154,-3730.141507,2
51,0.004385965,0.002750987,-0.084848485,0,186.7189658,78.10121302,0.684104019,0.001201703,7,33,0.000881526,0.007213798,0,13,9.444444444,60.83456076,26,181.7061438,39,38,0.00012279,224,0.047619048,5.011363636,2.7,3.232479185,0.668983914,136,7,3.30E-05,224,31.13471861,-0.333333333,493.690073,0.031075049,0.000231141,52,296.4501229,14516,3.369047619,202.1203051,16,45.5,232,2,1.761302772,54.06165324,4.154353584,-3601.3673,2
52,0.011695906,0.054622381,0.378253119,0,219.1564466,92.95903148,2.118559953,0.002650353,21,95,0.004787384,0.002255805,0.035714286,33.14285714,87.64145299,95.15918294,95.25,752.434394,256,136,0.000130924,608,0.047619048,29.90909091,5.9,9.202772613,1.269582087,228,17.6,0.000128433,586.6688942,112.9336364,-0.133448287,4508.374657,0.110295904,0.002697084,106,347.2716879,126412,8.658730159,660.8736724,40,151.5,922.25,3,8.5241166,270.9121651,16.19145556,-3006.547431,3
53,0.004385965,6.45E-05,-0.277777778,0,174.9008258,72.3564286,0.639947693,0.001063907,8,49,0.000881526,0.000145828,0.333333333,24,6.695238095,61.32023595,27.5,183.1568022,54,48,0.000114025,300,0.045454545,4.772727273,2.7,4.472354701,1.052501819,227,9,7.00E-05,214.9593932,41.44281385,-0.39951989,929.5097434,0.035510012,0.00055992,59,281.1802658,25200,3.677777778,240.6707804,21,56.5,377.75,3,2.038250294,25.23562725,7.057215206,-3585.170067,2
54,0.004385965,8.56E-06,0.066666667,0,149.6219037,65.20916386,0.559660488,0.001432134,6,16,0.000881526,0.004287439,0.333333333,10.66666667,5,32.37460066,14,96.69937236,24,28,0.000119104,61,0.052631579,3.340909091,2.7,1.164335947,0.285466009,45,5,2.79E-08,43.70840995,14.78,-0.50617284,130.2044058,0.013770504,1.68E-07,16,235.7809156,3052,4.333333333,112.0788412,11,20,74.5,2,0.854167244,7.723814459,3.955846871,-4445.989014,2
55,0.004385965,0.001044361,-0.047619048,0,159.9049256,69.85305422,0.600780811,0.001389748,6,20,0.000881526,0.01407799,0.666666667,16.66666667,3.866666667,38.24009535,15,114.21896,30,32,0.000126791,80,0.055555556,3.579545455,2.7,1.312666721,0.318729286,48,5.8,8.15E-08,41.07336952,16.98,-0.673611111,168.2551443,0.015776839,4.89E-07,21,253.6950139,4608,4.166666667,121.8566069,13,25.5,87,3,1.000002128,6.060387628,4.569478529,-4369.997312,2
56,0.004385965,0.001044361,-0.047619048,0,159.9049256,69.85305422,0.600780811,0.001389748,6,20,0.000881526,0.01407799,0.666666667,16.66666667,3.866666667,38.24009535,15,114.21896,30,32,0.000126791,80,0.055555556,3.579545455,2.7,1.312666721,0.318729286,48,5.8,8.15E-08,41.07336952,16.98,-0.673611111,168.2551443,0.015776839,4.89E-07,21,253.6950139,4608,4.166666667,121.8566069,13,25.5,87,3,1.000002128,6.060387628,4.569478529,-4369.997312,2
57,0.002923977,0.000826693,-0.266666667,0,155.5486624,67.61724692,0.389305266,0.001001742,4,14,0.000100355,0.008525615,0,7,3.416666667,35.5986505,13,70.98972884,14,20,0.00012285,64,0.055555556,2.068181818,2,0.920216636,0.241411365,39,4,2.65E-08,64,13.03,-0.5,89.16000698,0.012769948,1.06E-07,26,246.4619356,2720,2.5,82.21014544,9,23.5,63,2,0.746528428,14.51649674,2.573106188,-4400.783309,2
