Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,Clustered Local Degree,DIL Centrality,I-GSM Values,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
11,0.00170503,0,-0.682539683,0,2603.470612,5.96688213,0.949095767,0.000443921,6,206,0.00062209,0.001177396,1,52,2,79.00292758,109,1241.688254,52,58,8.38E-05,1032,0.027027027,4.613636364,2,1.831513781,0.402217916,43,11.6,1.94E-09,379.6515833,159.7915623,-0.603538922,3113.894104,0.033997781,1.16E-08,246,2822.22677,425430,2.136173768,627.1952752,28,162,4848.75,2,0.084730934,10.77156138,1.83068E+14,-14920.46904,2
12,0.00170503,3.49E-05,-0.404761905,0,2576.748143,5.599985522,0.93366232,0.000502051,5,138,0.00062209,0.000862003,0,21,3.447368421,69.41505685,75.5,1196.607976,42,48,8.32E-05,860,0.027027027,4.136363636,2,1.32711025,0.382972653,41,9.6,1.30E-09,860,87.03587109,-0.5,1821.411571,0.020078383,6.50E-09,178,2790.673062,242256,2.040935673,398.2727137,23,120.5,2512.25,2,0.060847452,66.61789704,8.22019E+13,-16260.6414,2
13,0.00170503,0.00170503,-0.238095238,2,2574.387423,5.587952474,0.933257557,0.000628572,4,134,0.00062209,0.000862003,0,20,2.947368421,68.42571855,37,1194.830199,40,46,8.32E-05,775,0.027027027,4.136363636,1.7,1.186913221,0.382827304,41,9.2,1.29E-09,775,81.69620722,-0.5,1649.763394,0.01843743,5.14E-09,177,2790.005258,231357,2.040935673,361.5507409,22,59.25,2455.5,1,0.041818803,64.61789704,8.05626E+13,-18984.09912,1
14,0.005967604,0.043932049,0.091203815,0,3317.143534,32.17393327,4.128055462,0.001245136,73,2831,4.60E-05,0.002989418,0.095238095,101.8571429,82.62857143,284.2205654,2241,7922.40571,651,242,9.25E-05,6587,0.027777778,59.02272727,5.8,4.69921404,0.634905254,67,41.4,3.28E-08,5988.613489,243.4711867,-0.208491153,205907.0362,0.044204824,2.39E-06,2921,3593.281162,27066127,10.74457713,3619.221459,100,2400,141143,3,2.299668777,880.7257467,5.23E+16,-11028.09479,3
15,0.00170503,0,-0.682539683,0,2603.470612,5.96688213,0.949095767,0.000443921,6,206,0.00062209,0.001177396,1,52,2,79.00292758,109,1241.688254,52,58,8.38E-05,1032,0.027027027,4.613636364,2,1.831513781,0.402217916,43,11.6,1.94E-09,379.6515833,159.7915623,-0.603538922,3113.894104,0.033997781,1.16E-08,246,2822.22677,425430,2.136173768,627.1952752,28,162,4848.75,2,0.084730934,10.77156138,1.83068E+14,-14920.46904,2
16,0.00170503,0.001106919,-0.787114846,0,2631.853844,6.273860698,0.968127286,0.000375149,16,307,0.00062209,0.001087173,0,34,3.880701754,93.01593898,182,1293.802789,68,74,8.43E-05,1196,0.027027027,6.204545455,2,2.097356804,0.431158484,46,14.8,1.30E-09,1196,105.1758711,-0.5,6413.455196,0.022150335,2.08E-08,368,2853.569803,551707,2.783792815,578.0201565,36,235,5237.25,2,0.132236994,84.11544778,8.23022E+13,-14865.49353,2
17,0.00170503,0,-0.722943723,0,2579.219015,5.795324468,0.939211884,0.00052723,5,150,0.00062209,0.001160195,1,56,2,76.87943184,80.5,1212.569643,56,62,8.33E-05,949,0.027027027,5.090909091,2,1.583505599,0.393249354,42,12.4,1.31E-09,349.1175897,105.4612436,-0.585650286,2681.277667,0.025113969,6.56E-09,194,2797.735082,323113,2.096491228,430.7788072,30,139,2605.75,2,0.067615467,11.28429318,8.38145E+13,-16390.88847,2
18,0.007672634,0.023679838,0.487337662,9,2586.815278,12.93528317,4.272433671,0.002481128,17,171,0.000184399,0.00329461,0.055555556,41.16666667,75.18803419,87.80409729,103,5528.000893,351,168,8.34E-05,1195,0.027027027,42.23863636,6.6,2.672986649,0.395865633,42,21,1.32E-09,1130.421565,159.7662562,-0.147088342,8167.766027,0.041071601,2.24E-08,197,2818.245327,895860,11.08855472,631.1860174,48,157,2854,2,0.194607383,387.6443543,8.42763E+13,-16325.24388,2
19,0.00170503,0,-0.682539683,0,2603.470612,5.96688213,0.949095767,0.000443921,6,206,0.00062209,0.001177396,1,52,2,79.00292758,109,1241.688254,52,58,8.38E-05,1032,0.027027027,4.613636364,2,1.831513781,0.402217916,43,11.6,1.94E-09,379.6515833,159.7915623,-0.603538922,3113.894104,0.033997781,1.16E-08,246,2822.22677,425430,2.136173768,627.1952752,28,162,4848.75,2,0.084730934,10.77156138,1.83068E+14,-14920.46904,2
20,0.00170503,3.49E-05,-0.404761905,0,2576.748143,5.599985522,0.93366232,0.000502051,5,138,0.00062209,0.000862003,0,21,3.447368421,69.41505685,75.5,1196.607976,42,48,8.32E-05,860,0.027027027,4.136363636,2,1.32711025,0.382972653,41,9.6,1.30E-09,860,87.03587109,-0.5,1821.411571,0.020078383,6.50E-09,178,2790.673062,242256,2.040935673,398.2727137,23,120.5,2512.25,2,0.060847452,66.61789704,8.22019E+13,-16260.6414,2
21,0.049445865,0.005894863,0.140373773,0,5052.449032,5583.402436,46.41979731,0.001668712,2588,128086,0.00582982,0.000857358,0.772534785,4766.346038,95.65314956,2864.447621,131350,184903.4474,155962,8800,0.000102859,252073,0.028571429,1231.840909,41.8,77.01619294,1.371495478,105,1110.4,1.60E-06,116417.6252,4791.736385,-0.065722345,322586489.4,0.615908046,0.004140916,2984,5441.440133,3614754000,112.4451934,143490.6804,2747,138137.5,6888123.5,50,92.83121121,5733.682728,1.24E+20,-6081.708486,50
22,0.043478261,0.043431305,0.005314463,0,5017.952708,4104.807314,40.43555634,0.001480335,2503,126016,0.005023332,0.001063857,0.960784314,5119.607843,320.8013835,2773.588778,128337.5,160130.0393,133161,7874,0.000101061,246324,0.028571429,1010.147727,44.1,70.08684324,1.359140827,105,1075,1.58E-06,94241.76314,4397.201245,-0.072994191,315249481.3,0.572222451,0.003948624,3006,5382.086024,3207753427,97.86500249,140001.6613,2662,135487.5,6812037.5,50,86.06435222,3455.334445,1.21E+20,-6118.801507,50
23,0.049445865,0.005894863,0.140373773,0,5052.449032,5583.402436,46.41979731,0.001668712,2588,128086,0.00582982,0.000857358,0.772534785,4766.346038,95.65314956,2864.447621,131350,184903.4474,155962,8800,0.000102859,252073,0.028571429,1231.840909,41.8,77.01619294,1.371495478,105,1110.4,1.60E-06,116417.6252,4791.736385,-0.065722345,322586489.4,0.615908046,0.004140916,2984,5441.440133,3614754000,112.4451934,143490.6804,2747,138137.5,6888123.5,50,92.83121121,5733.682728,1.24E+20,-6081.708486,50
24,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
25,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
26,0.049445865,0.005894863,0.140373773,0,5052.449032,5583.402436,46.41979731,0.001668712,2588,128086,0.00582982,0.000857358,0.772534785,4766.346038,95.65314956,2864.447621,131350,184903.4474,155962,8800,0.000102859,252073,0.028571429,1231.840909,41.8,77.01619294,1.371495478,105,1110.4,1.60E-06,116417.6252,4791.736385,-0.065722345,322586489.4,0.615908046,0.004140916,2984,5441.440133,3614754000,112.4451934,143490.6804,2747,138137.5,6888123.5,50,92.83121121,5733.682728,1.24E+20,-6081.708486,50
27,0.043478261,0.043431305,0.005314463,0,5017.952708,4104.807314,40.43555634,0.001480335,2503,126016,0.005023332,0.001063857,0.960784314,5119.607843,320.8013835,2773.588778,128337.5,160130.0393,133161,7874,0.000101061,246324,0.028571429,1010.147727,44.1,70.08684324,1.359140827,105,1075,1.58E-06,94241.76314,4397.201245,-0.072994191,315249481.3,0.572222451,0.003948624,3006,5382.086024,3207753427,97.86500249,140001.6613,2662,135487.5,6812037.5,50,86.06435222,3455.334445,1.21E+20,-6118.801507,50
28,0.049445865,0.005894863,0.140373773,0,5052.449032,5583.402436,46.41979731,0.001668712,2588,128086,0.00582982,0.000857358,0.772534785,4766.346038,95.65314956,2864.447621,131350,184903.4474,155962,8800,0.000102859,252073,0.028571429,1231.840909,41.8,77.01619294,1.371495478,105,1110.4,1.60E-06,116417.6252,4791.736385,-0.065722345,322586489.4,0.615908046,0.004140916,2984,5441.440133,3614754000,112.4451934,143490.6804,2747,138137.5,6888123.5,50,92.83121121,5733.682728,1.24E+20,-6081.708486,50
29,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
30,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
31,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
32,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
33,0.05029838,0.047965817,0.191823877,59,5023.316015,5825.673626,47.07845112,0.002611403,2517,126486,0.005945033,0.004821556,0.717708942,4508.985973,639.5958354,2806.452481,129000,185752.0009,154875,8790,0.000100654,247027,0.028571429,1314.090909,41.3,74.75593239,1.362338501,105,1085.4,1.58E-06,120516.7443,4868.520787,-0.058041038,320424304.8,0.666639287,0.003984751,3015,5419.131828,3581590980,108.1636334,141964.8631,2684,136125,6821674.5,50,91.98390766,6656.331559,1.22E+20,-6105.139934,50
34,0.046035806,0.042631373,0.07169161,0,5019.281278,4683.375946,42.91770291,0.001601761,2524,126633,0.00536897,0.001012686,0.865828092,4918.322851,185.004735,2804.420748,129212.5,170250.3846,142344,8242,0.000101194,248014,0.029411765,1121.113636,41.7,72.98129307,1.363210594,105,1086.8,1.58E-06,104340.2406,4559.086671,-0.069179949,317776503.1,0.59100841,0.00400001,3014,5397.622231,3365208600,103.7447572,141182.2406,2690,136525,6828536.5,50,88.74479489,4455.794967,1.22E+20,-6098.584514,50
35,0.043478261,0.005916527,0.005314463,0,5012.915705,4104.445666,40.28943779,0.001443632,2503,126063,0.005023332,0.001198006,0.961568627,5121.655686,198.6141753,2773.122131,128312.5,159971.2664,133161,7874,0.000100422,246368,0.028571429,1006.090909,44.1,70.26858312,1.359140827,105,1075,1.58E-06,94184.69789,4391.643961,-0.073228923,315272296.2,0.571041531,0.003950135,3004,5374.966706,3208044765,97.86421818,140036.4697,2662,135462.5,6812118.75,50,86.04795325,3452.723816,1.21E+20,-6133.07419,50
36,0.046035806,0.042631373,0.07169161,0,5019.281278,4683.375946,42.91770291,0.001601761,2524,126633,0.00536897,0.001012686,0.865828092,4918.322851,185.004735,2804.420748,129212.5,170250.3846,142344,8242,0.000101194,248014,0.029411765,1121.113636,41.7,72.98129307,1.363210594,105,1086.8,1.58E-06,104340.2406,4559.086671,-0.069179949,317776503.1,0.59100841,0.00400001,3014,5397.622231,3365208600,103.7447572,141182.2406,2690,136525,6828536.5,50,88.74479489,4455.794967,1.22E+20,-6098.584514,50
37,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
38,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
39,0.043478261,0.036833941,0.004165038,0,5002.898015,4105.04473,40.26914375,0.001503315,2502,126009,0.005023332,0.00110764,0.960784314,5123.529412,397.7718269,2774.232731,128212.5,159814.4273,133263,7878,0.000100503,246343,0.028571429,1018.261364,44.1,69.97398794,1.359431525,105,1075.8,1.58E-06,94249.0324,4381.687059,-0.072994191,315205908.8,0.570205869,0.003947014,3004,5367.951829,3208579413,97.82531995,139977.3809,2664,135537.5,6811067.5,50,86.0282731,3484.18988,1.21E+20,-6126.829374,50
40,0.043478261,0.012325671,0.005314463,0,5012.741787,4104.633168,40.30088556,0.001486177,2502,126016,0.005023332,0.001101385,0.960784314,5119.607843,320.8013835,2773.226893,128300,159985.4331,133161,7874,0.000100432,246289,0.028571429,1010.147727,44.1,70.06687123,1.359140827,105,1075,1.58E-06,94228.3724,4390.660393,-0.072994191,315225274.4,0.571504681,0.003947013,3006,5375.314839,3207529018,97.81738345,139989.8273,2662,135487.5,6811204,50,86.04959257,3461.798854,1.21E+20,-6128.517391,50
41,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
42,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
43,0.044330776,0.038491447,0.031501307,0,5003.767606,4289.057249,41.08804934,0.001631205,2504,126058,0.005138544,0.001033466,0.923831071,5028.894419,458.5871418,2777.459,128275,162966.8213,135928,7984,0.000100513,246460,0.028571429,1050.636364,40.6,70.510632,1.359722222,105,1076.8,1.58E-06,97843.43877,4436.448947,-0.070610102,315984906.5,0.582575347,0.003951738,3002,5372.351923,3251631704,98.8622732,140212.5639,2666,135550,6812489,50,86.73913097,3829.266082,1.21E+20,-6121.647784,50
44,0.046035806,0.042631373,0.07169161,0,5019.281278,4683.375946,42.91770291,0.001601761,2524,126633,0.00536897,0.001012686,0.865828092,4918.322851,185.004735,2804.420748,129212.5,170250.3846,142344,8242,0.000101194,248014,0.029411765,1121.113636,41.7,72.98129307,1.363210594,105,1086.8,1.58E-06,104340.2406,4559.086671,-0.069179949,317776503.1,0.59100841,0.00400001,3014,5397.622231,3365208600,103.7447572,141182.2406,2690,136525,6828536.5,50,88.74479489,4455.794967,1.22E+20,-6098.584514,50
45,0.043478261,0.010696049,0.005314463,0,5012.393951,4104.39421,40.28943779,0.001473582,2502,126016,0.005023332,0.001101385,0.960784314,5119.607843,320.8013835,2773.122131,128275,159971.2664,133161,7874,0.000100422,246336,0.028571429,1006.090909,44.1,70.06687123,1.359140827,105,1075,1.58E-06,94246.35426,4391.360393,-0.072994191,315225274.4,0.571601723,0.003947044,3004,5374.966706,3207481774,97.81738345,139989.8561,2662,135462.5,6811228.5,50,86.03319298,3458.066237,1.21E+20,-6129.605063,50
46,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
47,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
48,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
49,0.042625746,0,-0.019841881,0,4997.958737,3926.835962,39.26078755,0.001331062,2500,125946,0.004908119,0.001217722,1,5210,50,2762.818253,127975,156189.436,130250,7760,0.000100271,246127,0.028571429,958.5227273,50,69.45193798,1.358123385,105,1072,1.58E-06,90545.06322,4322.028231,-0.075513283,314369361.6,0.556646052,0.003942291,2984,5353.868088,3159286120,96.73054871,139728.2112,2655,134987.5,6810137.5,50,85.1096089,3093.978413,1.21E+20,-6142.660796,50
50,0.043478261,0.036833941,0.004165038,0,5002.898015,4105.04473,40.26914375,0.001503315,2502,126009,0.005023332,0.00110764,0.960784314,5123.529412,397.7718269,2774.232731,128212.5,159814.4273,133263,7878,0.000100503,246343,0.028571429,1018.261364,44.1,69.97398794,1.359431525,105,1075.8,1.58E-06,94249.0324,4381.687059,-0.072994191,315205908.8,0.570205869,0.003947014,3004,5367.951829,3208579413,97.82531995,139977.3809,2664,135537.5,6811067.5,50,86.0282731,3484.18988,1.21E+20,-6126.829374,50
51,0.047740835,0.073832519,0.088855175,0,5455.536212,5150.218028,47.86620367,0.001596367,2578,128544,0.005599395,0.000810682,0.824675325,4939.396104,304.760764,2899.950662,131975,189086.2547,151592,8606,0.000107817,254665,0.028571429,1207.181818,42.2,75.56711886,1.373821059,105,1116.4,1.62E-06,111639.355,4848.386213,-0.066150832,324754629.5,0.629714559,0.004185707,3122,5876.011139,3571193093,106.827442,144445.2954,2763,140537.5,6903647.5,50,92.34583752,5254.405977,1.30E+20,-6026.415989,50
52,0.043478261,0.012325671,0.005314463,0,5012.741787,4104.633168,40.30088556,0.001486177,2502,126016,0.005023332,0.001101385,0.960784314,5119.607843,320.8013835,2773.226893,128300,159985.4331,133161,7874,0.000100432,246289,0.028571429,1010.147727,44.1,70.06687123,1.359140827,105,1075,1.58E-06,94228.3724,4390.660393,-0.072994191,315225274.4,0.571504681,0.003947013,3006,5375.314839,3207529018,97.81738345,139989.8273,2662,135487.5,6811204,50,86.04959257,3461.798854,1.21E+20,-6128.517391,50
