Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,Clustered Local Degree,DIL Centrality,I-GSM Values,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
11,0.105124836,0.000999404,0.088424251,0,10716.68604,1046374.088,266.0996473,0.002075323,2691,199173,0.003496769,0.001097299,0.429113924,8583.258228,6401.873973,7111.905438,216203.75,1002803.889,480480,18492,0.000610128,3679028,0.25,5199.090909,65.3,100.9297722,1.396095021,705,2450.4,0.056380878,2395362.707,40070.29514,-0.028466573,1944744578,0.84661044,151.7209421,31249,21418.19953,54227299962,109.9917104,568463.0758,6086,431086.25,33529249,55,140.301822,219337.2216,5.59E+29,-1777.674269,35
12,0.095926413,0.000983665,0.03986901,0,10705.16901,534763.428,242.7623157,0.001889038,2472,182266,0.003075822,0.001068453,0.431887367,7902.586377,6528.550676,6530.619078,215573.75,895804.7986,402887,16440,0.00062461,3358470,0.25,4842.886364,61.3,91.44569518,1.302951121,662,2251.4,0.050027897,2180595.809,36325.92272,-0.030506938,1628232740,0.770482994,123.6689619,31970,21090.28065,46900081320,100.413394,507590.0236,5592,424611.25,30520263.25,52,126.7007757,196696.5312,4.40E+29,-1875.630582,35
13,0.153745072,0.005029816,0.339068188,0,11389.38544,5326201.049,413.4451304,0.003138324,3650,247352,0.005721778,0.001799066,0.277777778,9681.722222,15665.34444,9287.023403,249891.25,1621841.813,886509,28960,0.000653168,4632732,0.25,9241.670455,85.8,126.5382584,1.500748454,705,3101,0.068520983,3509132.939,56630.74436,-0.021223593,2705679436,1.201185215,250.1015891,32345,23599.28708,93230739760,161.9554953,705559.3916,7694,481915,43335845,60,197.1390443,485128.259,8.25E+29,-1416.491241,35
14,0.053876478,0.000152438,-0.333047784,0,9880.217928,111904.7491,126.2341063,0.001117319,1435,121156,0.00115149,0.000146712,0.524390244,5585.365854,1730.157914,4303.269441,174291.25,434132.7708,150224,9050,0.000575374,2229751,0.25,2100.318182,41,56.45536023,1.097870033,604,1490.2,0.033324282,1319825.692,20973.72656,-0.038664098,781176724.4,0.453021753,47.82034515,29853,18881.32678,22010088700,54.46416091,334573.0254,3705,357393.75,18751801.25,41,74.94678691,78084.57137,1.95E+29,-2568.569573,35
15,0.149802891,0.004292735,0.216360136,0,11515.5493,7493376.349,411.7409992,0.002926891,3808,303301,0.005541372,0.000175323,0.270144388,11758.99674,17474.29853,11177.33082,256191.25,1728850.375,1055412,31626,0.00066313,5644591,0.25,9122.590909,86.1,140.7330287,1.5886811,690,3771.6,0.083369846,4308342.907,58005.35615,-0.017719212,4118139895,1.243628262,317.4723725,32648,24543.08806,1.14642E+11,154.0998332,856092.3226,9372,528692.5,48729614.75,68,230.5108644,538110.4267,1.22E+30,-1428.323151,35
16,0.052562418,0.000454616,-0.280701078,0,10028.01985,173523.2551,125.2507372,0.001135463,1334,114477,0.001091354,0.000435535,0.429487179,4991.769231,2454.067624,4141.32132,181632.5,426599.4444,139680,8624,0.00060241,2123037,0.25,2262.272727,38.2,52.42843157,0.978809258,528,1420.8,0.031519043,1381763.292,20228.48082,-0.038534744,676475326.2,0.43491633,42.04640388,31325,19026.32941,21490977816,53.96876394,322360.5024,3532,365758.75,17473100.25,35,74.60718355,94676.08853,1.75E+29,-2607.191206,35
17,0.101182654,0.001539733,0.123966936,0,10661.54389,3777088.432,254.9355611,0.002093384,2464,175230,0.003316363,0.001518411,0.392002734,7466.702666,5296.068187,6391.192138,213412.5,932502.6181,413028,16734,0.000618429,3270619,0.25,5083.75,62.6,87.09191379,1.342768981,697,2191.8,0.048166161,2209964.671,37448.61649,-0.029491099,1479569751,0.799417314,118.6814214,31654,21055.24607,47145442863,105.4949994,497616.8332,5441,417777.5,29744640.5,50,124.9858349,221637.9344,4.08E+29,-1824.219663,35
18,0.124835742,0.009024472,0.248152549,0,11001.64535,9043727.571,328.9747757,0.002874912,2764,211304,0.0043988,0.004792574,0.212765957,8136.446809,17424.5499,8063.294627,230422.5,1262169.34,637355,22538,0.000665779,4068048,0.25,7360.340909,75.8,95.05402764,1.261264318,577,2740.6,0.055558278,3288387.49,46047.09873,-0.020557226,2155732997,0.999986149,153.5630796,32866,22543.29563,70644944047,128.5744648,599239.4748,6804,463688.75,33925456.75,54,155.9279244,450068.7291,5.43E+29,-1613.519584,35
19,0.105124836,0.001317757,0.040437715,0,10892.84429,4516525.606,272.0426367,0.002054951,2724,217560,0.003496769,0.000526006,0.401582278,9279.876266,8040.296729,7801.376713,224980,1051721.111,529680,19722,0.000633714,4039040,0.25,5542.727273,65.6,103.9035096,1.434702615,704,2696.4,0.060244529,2703168.927,40381.67095,-0.026098152,2245263603,0.862206977,164.1060957,32326,21960.31176,61535805381,108.7098115,610654.2391,6701,456653.75,34747113.25,57,151.8050671,248217.734,6.38E+29,-1772.882022,35
20,0.093298292,0.001491904,0.017670627,0,10642.87233,596104.046,235.7558573,0.001897977,2352,179715,0.002955551,0.000128614,0.317907445,7326.247485,8243.143174,6556.319688,212441.25,873158.4931,394689,16230,0.000625,3355609,0.25,4687.613636,59.9,79.4535716,1.135211508,542,2266.2,0.046914337,2441776.454,35535.08168,-0.025026057,1566925186,0.770889007,110.3425205,31944,21053.10946,46306559580,94.55517732,494314.3082,5630,425433.75,29125160.5,52,120.5941242,245555.1735,3.87E+29,-1898.16538,35
21,0.08935611,0.001389752,0.030144668,0,10559.9846,519950.4858,223.1211305,0.001824423,2241,162858,0.002775145,3.03E-05,0.331870061,6684.655838,7378.41474,5946.902898,208293.75,807238.8611,341292,14730,0.000618047,3033578,0.25,4365.136364,56.9,74.42719268,1.072921095,523,2048.4,0.04260709,2176836.594,33614.56326,-0.027710254,1238602616,0.722722666,95.48248931,31785,20647.12144,40393747575,92.03687305,448987.5674,5087,409867.5,27066101.5,45,110.6643988,218822.4746,3.19E+29,-1949.043558,35
22,0.067017083,0.000362352,-0.254922517,0,10298.84461,382114.6366,164.7545924,0.001348605,1761,162851,0.001752843,0.000199682,0.522352941,7523.468235,3131.473922,5734.040775,195195,602285.2083,252042,12536,0.000610874,3011618,0.25,3058.840909,49.2,73.29142959,1.320704004,702,2007.4,0.044907949,1786260.868,26339.87673,-0.033415045,1358955536,0.569847398,79.08289778,31743,20149.08892,35236119852,67.74210579,455465.8255,4993,407478.75,23885060.5,48,102.4845255,112329.0086,3.55E+29,-2280.084868,35
23,0.064388962,0.000445015,-0.144960366,0,9984.691373,137914.3577,152.0840795,0.001358974,1646,121752,0.001632573,0.000360857,0.524659864,5686.981293,2273.928425,4417.476412,179506.25,521014.1961,182770,9910,0.000582411,2223321,0.2,2634.863636,44.8,53.2649542,0.872898939,442,1521.4,0.030717105,1315664.893,23981.96345,-0.039606171,727800174.4,0.510088581,50.56035553,29821,19107.56273,23823654865,67.48138998,328866.1618,3779,358846.25,19907186.5,40,76.21984991,93246.15361,1.66E+29,-2343.487262,35
24,0.077529566,0.002237001,-0.022989665,0,10416.10894,373166.3933,191.2689926,0.001679464,1908,140381,0.002233926,0.000170235,0.284044418,5558.628288,7230.897411,5146.482534,201092.5,671667.0625,255411,12198,0.000620347,2625310,0.25,3735.772727,51.8,63.95916851,1.018917453,517,1767,0.037153199,1976158.02,28895.70232,-0.027415218,970045643,0.63314609,70.88830322,31999,20073.33765,32055051012,77.87925863,388091.2746,4388,393627.5,23172157.5,43,96.22628984,201950.4353,2.43E+29,-2111.779874,35
25,0.143232589,0.005114547,0.248344989,0,11418.78878,16304698.98,387.8440189,0.002835153,3580,260652,0.005240695,0.000399878,0.259599049,10089.38838,19629.719,9689.103642,251335,1553169.764,873090,28010,0.000664894,4849359,0.25,8661.784091,81.7,122.0307169,1.490110849,678,3269.4,0.069420221,3740605.447,53955.16998,-0.019292125,2918156643,1.158271597,248.5243925,32787,23691.36024,93642737895,147.7300515,724729.296,8119,497148.75,43550486.5,60,196.2045995,491010.1236,8.47E+29,-1472.20861,35
26,0.053876478,0.000574708,-0.170870446,0,9730.759743,34103.0978,124.7652104,0.001221429,1311,94497,0.00115149,0.000786022,0.369512195,3964.737805,3252.690055,3502.605852,149892.75,409813.5069,118695,7512,0.000578035,1765619,0.25,2103.579545,38,46.59936348,0.730090724,380,1182.6,0.025793906,1220168.717,20086.35047,-0.038229845,489771279.4,0.430140024,33.81581056,29730,18455.16969,16912456704,55.7631565,266324.1234,2936,297716.25,15932352.25,34,61.48775813,100351.9492,1.17E+29,-2584.609169,31
27,0.111695138,0.002553624,0.066792405,0,11001.12185,5880936.228,293.2599853,0.002258986,2841,229817,0.003797446,0.000332707,0.294397759,9253.64958,11480.08659,8438.096231,230413.75,1154233.889,607665,21608,0.000647668,4350804,0.25,6179.886364,69.1,103.8368707,1.442441489,685,2910.6,0.061325633,3241262.442,43732.11384,-0.020744923,2573281853,0.956674706,174.2261242,32595,22448.11055,69693276368,111.4516615,644390.1456,7234,472867.5,36343510.75,59,159.7480757,347635.5222,6.61E+29,-1704.641147,35
28,0.226018397,0.012855511,0.441985487,0,12526.25616,319806180.9,670.8241996,0.004335483,5651,406870,0.009029223,0.00242904,0.211070311,14999.10581,37609.63567,15922.82476,306871.25,3016066.583,2130220,54526,0.00069979,7537586,0.25,16431.86364,121.3,200.0204037,1.794551954,689,5057.2,0.111609188,6103312.522,85144.54817,-0.014279553,6210866991,1.814507572,630.7035221,32872,28466.11025,2.26782E+11,235.2480568,1150052.699,12557,612736.25,69202788.5,73,362.9043423,1044443.877,2.19E+30,-1084.591129,35
29,0.039421813,0.002830362,-0.359748955,30,9530.533299,51050.88434,90.21904642,0.001072563,966,84347,0.000490001,0.000555426,0.390804598,3617.482759,1684.546632,3152.627609,124659,293633.9583,78030,6132,0.000578369,1559917,0.25,1486.704545,29.1,35.11200181,0.657758145,343,1058.4,0.021872176,1055303.092,14406.2798,-0.044167951,342573508.3,0.31959702,21.12852197,29813,18056.14343,13688748738,38.78145545,227551.1496,2631,253908,12367083.5,27,48.87176141,70077.36026,8.41E+28,-3086.782085,27
30,0.076215506,0.001627011,-0.106406514,0,10424.22322,1435295.996,189.1101169,0.001654672,1932,155359,0.002173791,0.003280321,0.42891712,6963.113128,3825.763365,5716.509082,201503.75,683389.4306,282634,13168,0.000621504,2957227,0.25,3681.681818,52,68.35907711,1.11383198,559,1984,0.041014743,1925787.326,29526.4124,-0.030962581,1226576532,0.640644747,79.24048389,31929,20328.29403,36231396464,77.46071305,431699.4205,4931,407295,24573004.25,45,101.9807031,154986.4182,2.96E+29,-2135.047924,35
31,0.080157687,0.000725168,-0.065560415,0,10397.26289,508816.1499,197.8318882,0.001640611,2053,159081,0.002354197,0.000208639,0.436065574,7002.255738,4247.078945,5731.577431,200121.25,713012.0556,297436,13534,0.000614251,2965459,0.25,3789.625,53.2,76.23274966,1.312804038,699,1987,0.043514309,1917392.62,30484.90864,-0.03135836,1284145879,0.656061996,89.33487539,31237,20284.71239,36747455897,82.2603412,444976.4932,4937,401318.75,25709020,48,105.61933,156325.4989,3.33E+29,-2071.876916,35
32,0.017082786,9.03E-06,-0.71619941,0,8660.616745,113689.0918,36.16237456,0.000489675,455,41848,0.000532301,0.000833303,0.756410256,2272.794872,88.52302903,1717.003762,46624.5,107362.4644,16822,2770,0.000536193,787113,0.2,482.9204545,13,19.18402374,0.381517357,209,525.4,0.011594713,369430.1063,6739.109972,-0.096351962,86731116.18,0.144412604,5.275594457,25858,16325.69327,4996793305,17.49415061,118868.489,1307,96655,6170736.25,13,18.90065478,11501.07249,2.36E+28,-4681.798421,13
33,0.031537451,0.000994299,-0.414800208,0,9427.127739,35369.43313,71.59397938,0.000828346,762,62111,0.000129188,0.00042817,0.351449275,2631.271739,1156.758401,2470.414347,104351,224712.3333,46728,4494,0.000580046,1169755,0.25,1176,23.7,26.81412116,0.50558352,266,793.2,0.016130509,823118.626,11685.51731,-0.053690839,196336645,0.260057805,12.29144786,30281,17659.71001,9547469295,31.02284993,169713.3394,1971,207701.5,9568958.75,23,37.489585,58105.77373,4.57E+28,-3438.9148,23
34,0.067017083,0.001144093,-0.057447968,0,10008.91204,55855.35203,157.994574,0.001458032,1643,113438,0.001752843,0.000125634,0.328627451,4543.905882,4228.591063,4106.783062,180722.5,532263.625,174420,9492,0.000580046,2086241,0.25,2742.409091,45.6,56.34006042,0.923775367,492,1398.6,0.031299003,1501908.197,24703.64147,-0.032483899,681434141.8,0.532974619,51.42426142,30082,19037.99144,22437915738,68.60480033,319811.9121,3471,352992.5,19760388.25,40,77.88662013,140999.9799,1.72E+29,-2295.420179,35
35,0.11695138,0.002659897,0.169252799,0,11022.58541,6361193.9,304.1864935,0.002329355,2951,206471,0.004037988,0.00046131,0.300306435,8259.546476,11286.2135,7597.301033,231472.5,1152663.104,565328,20714,0.000640205,3820784,0.25,6385.75,68.9,94.63044591,1.183738486,539,2594.2,0.053277016,2829639.171,43493.07052,-0.023433329,1900347668,0.932530336,157.2204735,32379,22076.8968,62150772379,121.3773465,566869.2352,6441,450056.25,35173471.75,53,146.7179932,333375.6021,4.99E+29,-1668.849419,35
36,0.201051248,0.013657587,0.434433645,0,12049.86981,35523262.91,574.9038195,0.004147496,4759,329698,0.007886651,0.005524607,0.200292398,12229.77924,32077.03826,12887.58483,282983.75,2430272.188,1558917,43940,0.000692521,6227027,0.25,13971.68182,108.9,163.2719453,1.673088187,705,4167.4,0.090187079,5096768.004,75399.41595,-0.015186469,4409271261,1.619024324,429.2003094,32827,26421.51856,1.63478E+11,207.9201325,943498.5335,10342,554697.5,57258263.25,67,283.5354355,868210.5341,1.43E+30,-1181.157901,35
37,0.105124836,0.001465809,0.066212429,0,10894.41479,4489511.69,271.7761348,0.002106225,2689,204591,0.003496769,0.000331072,0.358544304,8576.49019,8648.309194,7466.343122,225093.75,1034421.111,505040,19106,0.000637755,3845438,0.25,5631.818182,65.3,97.2895071,1.413238617,703,2573.2,0.055454681,2686779.345,40729.59487,-0.024676666,1993983428,0.88068263,149.1176384,32435,21808.70175,58117395040,106.5381346,575183.7979,6393,449522.5,33605391,55,143.5923013,268765.9479,5.41E+29,-1771.547706,35
38,0.091984231,0.001085721,-0.046264468,0,10666.9534,501867.1077,233.1306826,0.001805811,2410,193741,0.002895416,0.000443013,0.349068323,7924.427329,7859.309038,6886.645798,213666.25,876779.6528,411180,16718,0.000622665,3584207,0.25,4588.181818,62.2,91.87375794,1.366995082,691,2391.6,0.053634634,2528102.262,35978.76409,-0.024501838,1884790069,0.773888687,129.2594678,31881,21186.64247,49060684595,93.50583882,542809.6381,5944,433151.25,31034769.25,55,130.7639316,228860.7854,5.06E+29,-1909.050648,35
39,0.128777924,0.004360927,0.217228693,0,11182.95136,1647996.413,340.873508,0.00260667,3191,221726,0.004579206,0.000266044,0.219650747,8371.682727,18464.5817,8264.094091,239513.75,1309589.653,672672,23430,0.000655738,4169761,0.25,7460.25,74.9,105.9457563,1.298497783,596,2804.4,0.059226711,3347480.499,48668.00452,-0.018656408,2265815668,1.056278519,188.9924346,32587,22666.34106,72273326070,130.4641099,618857.1837,6962,465316.25,38277355.75,58,165.1544381,448860.0987,6.17E+29,-1568.70033,35
40,0.130091984,0.001933066,0.151991808,0,11224.83148,2699988.249,345.9846534,0.00247025,3370,261791,0.004639341,0.000608032,0.33580705,10532.83859,12112.30955,9414.270151,241666.25,1394334.563,780615,25670,0.000634115,4829921,0.25,7205.625,76.8,127.8477908,1.519622519,705,3213.4,0.073511692,3452239.191,50087.0659,-0.021626782,3146903467,1.062419329,247.7344009,32270,23215.75087,85799857225,135.2673575,742638.8977,7984,489343.75,42876822.25,63,193.1359072,371164.6828,9.50E+29,-1560.513566,35
41,0.189224704,0.007747165,0.352664779,0,12067.23261,90018053.38,543.0649533,0.003693287,4780,351117,0.007345433,0.001906455,0.240578866,13464.00243,25860.69262,13526.84402,283867.5,2360290,1562832,42586,0.000691085,6630056,0.25,12920.72727,103.8,168.7765863,1.7142991,704,4427.6,0.095733489,5212368.636,73158.23057,-0.015960213,5003809224,1.575375667,457.6060767,32884,26527.14732,1.65724E+11,193.2550376,995556.3251,10997,572626.25,59106222.25,69,291.5232955,785425.8731,1.61E+30,-1225.777926,35
42,0.08804205,0.000852103,-0.07413248,0,10681.78594,2296881.868,223.664822,0.00175578,2310,186718,0.002715009,6.32E-05,0.394843962,8035.696065,6441.22701,6745.888545,214392.5,838194.6597,385987,16078,0.000631313,3510920,0.25,4460.829545,59.5,83.80698003,1.196324889,576,2344.6,0.050238431,2365605.819,34568.14932,-0.02688388,1796795483,0.744891406,116.0507764,32379,21133.78591,47348986490,89.30755478,520846.3575,5828,434542.5,29682090.25,55,124.7349578,202338.1137,4.44E+29,-1958.659755,35
43,0.134034166,0.008505992,0.31174351,0,11131.99722,11489089.99,353.2256461,0.002930278,3042,205886,0.004819747,0.002174887,0.178217822,7600.683168,27950.51409,7845.429044,237011.25,1333633,658002,23408,0.00065445,3909982,0.25,7854,77.1,98.35526814,1.222233454,561,2641.6,0.054621733,3271717.082,49118.58142,-0.017819062,1952948300,1.042928955,166.159311,32749,22577.66458,71285939032,140.710402,586475.6715,6553,455892.5,35697187.25,50,158.9064359,491275.6076,5.24E+29,-1540.443984,35
44,0.097240473,0.00091338,-0.047367744,0,10789.97625,1207284.647,250.4469941,0.001882283,2546,221005,0.003135957,0.000466041,0.435764532,9642.594595,5555.786078,7842.294744,219817.5,977540.5139,496984,18982,0.000629723,4087945,0.25,4991.636364,64.7,100.9222088,1.44191344,705,2730.8,0.060423329,2643960.195,37706.76755,-0.026535653,2334928405,0.812714114,153.8377949,32265,21831.51147,59891028827,99.08517117,613934.7677,6790,458613.75,33448036,58,147.6403193,217505.8178,6.42E+29,-1851.451476,35
45,0.181340342,0.006641384,0.358668685,0,11896.39663,64586463.66,510.0594301,0.003492189,4539,323213,0.006984621,0.001335487,0.243203216,12301.49582,19924.26918,12285.65129,275301.25,2157440.25,1365510,38972,0.000670691,6019988,0.25,11778.61364,99.3,154.0950558,1.550849887,633,4040.8,0.087818612,4720345.755,68081.94077,-0.016911659,4162350309,1.440816214,398.6086782,32600,25690.65899,1.43708E+11,190.354357,910907.6243,10033,544993.75,55095428.75,65,263.5478564,696052.3237,1.36E+30,-1265.327136,35
46,0.159001314,0.011357642,0.283050596,0,11563.79869,8205546.147,440.2490204,0.00332881,3849,295121,0.005962319,0.004026758,0.240358127,11436.10193,21383.2661,11239.25205,258606.25,1834109.597,1115620,33202,0.000679348,5594127,0.25,10154.375,91,133.8264648,1.473188351,610,3760.6,0.079227333,4398920.503,60196.8333,-0.017232352,3804743990,1.300742852,304.946003,32805,24775.35106,1.18993E+11,163.2831305,832052.0717,9341,529068.75,48018809,65,228.4115603,614159.587,1.10E+30,-1379.788207,35
47,0.137976347,0.003442317,0.228345901,0,11346.54557,14297176.49,370.5855136,0.002737977,3484,249178,0.005000153,0.00102804,0.305677656,10052.41227,16163.21225,9284.61298,247747.5,1469558.125,808395,26528,0.000657462,4692738,0.25,8185.227273,78.3,123.1114018,1.507907582,705,3142.6,0.068270099,3456783.567,52874.18905,-0.021252841,2799883798,1.132408278,237.853025,32641,23361.68514,87270992032,142.0538952,708044.3255,7804,487707.5,42594513.75,59,189.406606,422429.7454,8.19E+29,-1507.233608,35
48,0.144546649,0.002613384,0.254651998,0,11394.00971,2791153.375,387.5381966,0.002746479,3700,262974,0.00530083,0.001493414,0.314428691,10391.87323,13139.45295,9574.018885,250145,1549932.083,869660,28022,0.000639795,4818693,0.25,8312.5,82.1,131.6937052,1.480570422,676,3228.4,0.072683633,3518638.197,53954.78407,-0.02184299,2902060365,1.138985903,268.9294417,32209,23549.56231,92498366229,152.4461525,739263.1103,8016,489361.25,44970592.25,59,200.6362412,427121.5583,9.29E+29,-1468.401321,35
49,0.127463863,0.006588948,0.14859566,97,11176.40759,2642772.511,339.6312251,0.002709838,3208,251925,0.004519071,0.000480208,0.317869416,10212.1701,11155.60466,9240.653285,239190,1358918.806,751653,25004,0.000651042,4714974,0.25,7291.534091,76,118.9955107,1.510641067,705,3157.8,0.068237371,3431076.245,48735.77089,-0.020864884,2966284689,1.053541622,218.9054847,32461,23115.61889,82421022754,129.7200657,703631.8429,7846,487445,40581280.75,64,182.0905161,383707.4988,8.19E+29,-1587.989879,35
50,0.02890933,0.000742422,-0.471910129,0,9117.762704,188711.2087,63.80718177,0.000764663,729,60373,8.92E-06,0.002217108,0.536796537,2893.787879,575.2265935,2366.261481,86567.25,198084.9444,41426,4272,0.00055991,1143073,0.25,973,21.7,28.96112284,0.489940525,258,766.4,0.016737447,668261.1177,10819.5542,-0.061092783,196088168.2,0.229070559,12.2015991,28044,17196.2134,8659006512,30.23223482,172209.4788,1905,176888.25,9437634,21,33.47698082,34136.40796,4.92E+28,-3600.186824,21
