Starting Node,Average Spreading Ability,Node,Rank
375,1.54,375,246.0
376,1.59,376,241.0
377,1.32,377,267.0
378,1.18,378,280.0
379,1.44,379,256.0
380,1.23,380,275.0
381,1.18,381,280.0
382,1.55,382,245.0
383,1.2,383,278.0
384,1.25,384,273.0
385,1.27,385,271.0
386,1.03,386,295.0
387,1.18,387,280.0
388,1.05,388,293.0
389,1.05,389,293.0
390,1.05,390,293.0
391,1.08,391,290.0
392,1.05,392,293.0
393,2.33,393,183.0
394,2.79,394,160.0
395,1.14,395,284.0
396,1.52,396,248.0
397,2.22,397,189.0
398,2.81,398,158.0
399,2.55,399,171.0
400,1.97,400,206.0
401,3.35,401,135.0
402,2.58,402,169.0
403,2.34,403,182.0
404,2.67,404,166.0
405,2.25,405,186.0
406,2.29,406,185.0
407,2.64,407,167.0
408,1.93,408,210.0
409,1.93,409,210.0
410,1.52,410,248.0
411,1.77,411,226.0
412,1.82,412,221.0
413,1.41,413,259.0
414,1.29,414,269.0
415,1.66,415,236.0
416,1.97,416,206.0
417,1.34,417,265.0
418,2.42,418,178.0
419,1.55,419,245.0
420,1.48,420,252.0
421,1.99,421,204.0
422,1.56,422,244.0
423,1.48,423,252.0
424,1.32,424,267.0
425,1.31,425,268.0
426,1.19,426,279.0
427,1.2,427,278.0
428,2.2,428,191.0
429,1.56,429,244.0
430,1.35,430,264.0
431,1.9,431,213.0
432,1.47,432,253.0
433,1.05,433,293.0
434,1.99,434,204.0
435,1.98,435,205.0
436,1.16,436,282.0
437,1.17,437,281.0
438,2.05,438,200.0
439,1.58,439,242.0
440,1.68,440,234.0
441,1.06,441,292.0
442,1.43,442,257.0
443,1.38,443,262.0
444,1.97,444,206.0
445,1.89,445,214.0
446,1.6,446,240.0
447,1.2,447,278.0
448,1.76,448,227.0
449,1.75,449,228.0
450,1.54,450,246.0
451,1.69,451,233.0
452,1.44,452,256.0
453,1.11,453,287.0
454,1.32,454,267.0
455,1.15,455,283.0
456,1.42,456,258.0
457,1.06,457,292.0
458,1.27,458,271.0
459,1.04,459,294.0
460,1.06,460,292.0
461,1.39,461,261.0
462,1.06,462,292.0
463,2.67,463,166.0
464,1.04,464,294.0
465,1.08,465,290.0
466,1.05,466,293.0
467,1.08,467,290.0
468,1.1,468,288.0
469,1.47,469,253.0
470,1.77,470,226.0
471,1.22,471,276.0
472,1.8,472,223.0
473,2.55,473,171.0
474,2.38,474,180.0
475,1.31,475,268.0
476,2.21,476,190.0
477,1.11,477,287.0
478,1.39,478,261.0
479,1.28,479,270.0
480,1.17,480,281.0
481,1.12,481,286.0
482,1.19,482,279.0
483,1.17,483,281.0
484,1.06,484,292.0
485,1.19,485,279.0
486,1.19,486,279.0
487,2.06,487,199.0
488,1.76,488,227.0
489,1.25,489,273.0
490,1.16,490,282.0
491,1.35,491,264.0
492,1.06,492,292.0
493,1.13,493,285.0
494,1.43,494,257.0
495,2.07,495,198.0
496,3.67,496,127.0
497,1.97,497,206.0
498,1.44,498,256.0
499,1.99,499,204.0
500,1.54,500,246.0
501,1.08,501,290.0
502,1.03,502,295.0
503,2.45,503,175.0
504,1.75,504,228.0
505,1.07,505,291.0
506,1.15,506,283.0
507,1.17,507,281.0
508,1.8,508,223.0
509,1.28,509,270.0
510,1.09,510,289.0
511,1.07,511,291.0
512,2.6,512,168.0
513,1.19,513,279.0
514,1.66,514,236.0
515,1.25,515,273.0
516,1.02,516,296.0
517,1.22,517,276.0
518,1.18,518,280.0
519,1.1,519,288.0
520,1.78,520,225.0
521,1.86,521,217.0
522,1.06,522,292.0
523,1.11,523,287.0
524,1.56,524,244.0
525,1.06,525,292.0
526,1.06,526,292.0
527,1.01,527,297.0
528,1.1,528,288.0
529,1.31,529,268.0
530,1.65,530,237.0
531,1.98,531,205.0
532,1.09,532,289.0
533,1.84,533,219.0
534,1.07,534,291.0
535,1.05,535,293.0
536,1.05,536,293.0
537,1.13,537,285.0
538,1.24,538,274.0
539,1.39,539,261.0
540,1.15,540,283.0
541,1.04,541,294.0
542,1.5,542,250.0
543,1.76,543,227.0
544,1.87,544,216.0
545,1.59,545,241.0
546,1.94,546,209.0
547,1.65,547,237.0
548,1.53,548,247.0
549,1.71,549,232.0
550,1.16,550,282.0
551,1.16,551,282.0
552,1.09,552,289.0
553,1.24,553,274.0
554,1.31,554,268.0
555,2.01,555,202.0
556,1.02,556,296.0
557,1.06,557,292.0
558,1.1,558,288.0
559,1.2,559,278.0
560,1.05,560,293.0
561,1.07,561,291.0
562,1.07,562,291.0
563,1.59,563,241.0
564,1.64,564,238.0
565,1.19,565,279.0
566,1.2,566,278.0
567,1.13,567,285.0
568,1.11,568,287.0
569,1.04,569,294.0
570,1.19,570,279.0
571,1.32,571,267.0
572,1.05,572,293.0
573,1.14,573,284.0
574,1.08,574,290.0
575,1.02,575,296.0
576,1.06,576,292.0
577,1.42,577,258.0
578,1.02,578,296.0
579,1.02,579,296.0
580,1.09,580,289.0
581,1.11,581,287.0
582,1.13,582,285.0
583,1.04,583,294.0
584,1.02,584,296.0
585,1.1,585,288.0
586,1.22,586,276.0
587,1.25,587,273.0
588,1.46,588,254.0
589,1.04,589,294.0
590,1.18,590,280.0
591,1.01,591,297.0
592,1.09,592,289.0
593,1.13,593,285.0
594,1.14,594,284.0
595,1.06,595,292.0
596,1.23,596,275.0
597,1.67,597,235.0
598,1.07,598,291.0
599,1.41,599,259.0
600,1.06,600,292.0
601,1.05,601,293.0
602,1.07,602,291.0
603,1.13,603,285.0
604,1.07,604,291.0
605,1.13,605,285.0
606,1.13,606,285.0
607,1.12,607,286.0
608,1.14,608,284.0
609,1.02,609,296.0
610,1.2,610,278.0
611,1.03,611,295.0
612,1.07,612,291.0
613,1.18,613,280.0
614,1.11,614,287.0
615,1.52,615,248.0
616,1.09,616,289.0
617,1.45,617,255.0
618,1.05,618,293.0
619,1.03,619,295.0
620,1.04,620,294.0
