H Values,Isolating Centrality,Eccentricity Centrality,Eigenvector Centrality,Closeness Centrality,Second order centrality,MCGM Values,K-Shell Value,Leverage Centrality,Betweenness Centrality,P Value,Gravity Index Centrality,GIN Values,Clustered Local Degree,PageRank Centrality,Volume Centrality,H-GSM_1,GSM,Semi local centrality,Coreness Centrality,DIL Centrality,HCC Value,Local Gravity Model Centrality,LGC Scores,Global Relative Change in Avg Degree,Average Spreading Ability
0.014430226453985614,0.0,0.7000000068000001,0.08664138344646417,0.5426877803964343,0.5252250780735734,0.013336412691741462,0.0,0.2616822433299851,0.0,0.0,0.0,0.2928692936251287,0.0,0.05715478667502277,0.0,0.27171499585669134,0.262057340547891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22038834951456304
0.02779560009809237,0.0,0.307692289384615,0.027121595763473665,0.4869402621686372,0.5658532397658163,0.2707272065889332,1.0,0.7196261679308236,0.6141304346736177,0.5238095238095237,0.9047619047619047,0.6627336198438223,0.7142857142857143,0.5803836640110114,0.75,0.7124270455479094,0.7665310769539615,0.6153846153846154,1.0000000000000002,0.7532956685875707,0.6355555557771853,0.7307692307692308,0.6600855544587034,0.6468085002147579,0.7184466019417475
0.010250710013328654,0.0,0.25925925422222207,0.014762779491251021,0.41364601390701394,0.48061888784059903,0.16666502515841794,1.0,0.39252336450432346,0.5416666678365036,0.4761904761904761,0.6825396825396826,0.5957100545434337,0.5714285714285714,0.27782661101894657,0.625,0.5735718905248728,0.6516584522612563,0.5384615384615385,0.6000000000000001,0.26365348395480226,0.511111111437037,0.38461538461538464,0.3761105626850938,0.2936170318337707,0.5902912621359222
0.02018004124045533,0.375,0.25925925422222207,0.023567294513264052,0.3913532394512509,0.5333282765109246,0.23943067619548156,1.0,0.7523364489603895,0.07216183659771122,0.38095238095238093,0.7777777777777777,0.5228381237584683,0.7142857142857143,0.6389411076132202,0.5625,0.5920955946907185,0.6056277974746582,0.6153846153846154,0.8,0.6779661016949153,0.5555555554251852,0.7307692307692308,0.5873642645607107,0.6468085002147579,0.5310679611650484
0.011992208952000384,0.0,0.2142857191428571,0.011307246986120813,0.345622407043104,0.3983592553985247,0.24237595533123643,1.0,0.785046729008647,0.5093599036008356,0.42857142857142855,0.873015873015873,0.5561221616262859,0.5714285714285714,0.5915032503357904,0.6875,0.6235382185265834,0.666741900155144,0.5384615384615385,1.0000000000000002,0.6779661016949153,0.5333333337244446,0.6153846153846154,0.5666337611056268,0.6468085002147579,0.6087378640776699
0.004804284729015592,0.0,0.17241380013793117,0.00658747699131974,0.2743694123604916,0.3204965281848178,0.1567703390706859,1.0,0.39252336450432346,0.1935386471528664,0.38095238095238093,0.6507936507936507,0.4681452896359177,0.5714285714285714,0.29839395468043717,0.5625,0.4580883789475645,0.5068500227231696,0.5192307692307693,0.6000000000000001,0.26365348395480226,0.4577777780645926,0.38461538461538464,0.35538005923000987,0.2936170318337707,0.4213592233009708
0.0053059532642802665,0.0,0.17241380013793117,0.007340500721072105,0.27637430773326055,0.3213732829249185,0.17714931987634644,1.0,0.32710280342650006,0.2367149762135581,0.38095238095238093,0.6825396825396826,0.5131355612940445,0.7142857142857143,0.2984755409894009,0.6875,0.48663724620061855,0.5233926995378468,0.6346153846153847,0.6000000000000001,0.27306967988700565,0.5066666667448889,0.4615384615384616,0.4817374136229023,0.2936170318337707,0.3757281553398058
0.020941190180254574,0.375,0.307692289384615,0.024481307687661265,0.4512728618453088,0.5382907237327184,0.21442471848772077,1.0,0.8177570090569045,0.0920893727787328,0.3333333333333333,0.7142857142857142,0.50850394644008,0.5714285714285714,0.6537519723490192,0.5,0.5917861118286467,0.6049117483481703,0.46153846153846156,0.8,0.6026365348022599,0.480000000352,0.6153846153846154,0.48371174728529126,0.6468085002147579,0.4815533980582524
0.0031395695186389747,0.0,0.25925925422222207,0.009009272181328354,0.35129818273894164,0.4175848015648651,0.021432267072879325,0.0,0.09813084112608084,0.0,0.047619047619047616,0.1111111111111111,0.2851111600577789,0.14285714285714285,0.021364379141368073,0.1875,0.24430091820662247,0.351441584232822,0.11538461538461539,0.2,0.0,0.07555555565985186,0.038461538461538464,0.05067456400131622,0.0,0.20776699029126205
0.10360125030124993,0.0,0.8888889153333339,0.31060326041176867,0.7905871201054391,0.772490105840584,0.10546229538469015,0.0,0.09813084112608084,0.0,0.047619047619047616,0.1111111111111111,0.568411647953909,0.14285714285714285,0.0,0.25,0.487782023631264,0.588250948710219,0.19230769230769232,0.2,0.0,0.07555555565985186,0.038461538461538464,0.06515301085883515,0.0,0.4660194174757281
1.0,0.0,0.8888889153333339,0.9999999999999999,0.9580737941735975,0.9657172823890036,0.9999999999999999,1.0,0.5887850467564852,0.6264090179781734,0.9999999999999998,1.0,0.9671428574713952,0.9999999999999999,0.5327808141133771,1.0,0.9475638625439362,0.9795367695398662,1.0,1.0000000000000002,0.903954802259887,1.0,0.9615384615384617,0.9999999999999999,0.6468085002147579,0.995145631067961
0.005617628934234498,0.375,0.13333331519999958,0.006080286055528709,0.2146172974166196,0.27928055736514157,0.21499296679420912,1.0,0.8177570090569045,0.16002415393784788,0.3333333333333333,0.7142857142857142,0.4286409136476237,0.5714285714285714,0.6529766513790659,0.625,0.5095001168861963,0.47937224436694126,0.5192307692307693,0.8,0.6026365348022599,0.480000000352,0.6153846153846154,0.5508390918065152,0.6468085002147579,0.3
0.006210766816341276,0.0,0.09677420232258083,0.006792543128001507,0.159195704537634,0.2689040101041935,0.28212698713044987,1.0,0.6074766354956764,0.1935386471528664,0.3333333333333333,0.8095238095238095,0.48177227815778045,0.9999999999999999,0.6310370887595028,0.875,0.5227260443358315,0.4580404410893264,0.8653846153846154,0.8,0.8738229754802259,0.6266666669795555,0.9615384615384617,0.9210266535044422,0.6468085002147579,0.624271844660194
0.0007588006063196297,0.0,0.09677420232258083,0.001862013859103292,0.1464144965362315,0.17958107971547088,0.01996999769029626,0.0,0.09813084112608084,0.0,0.047619047619047616,0.1111111111111111,0.2068220501058835,0.14285714285714285,0.02114384507236894,0.1875,0.17030822408904123,0.2459854800704362,0.15384615384615383,0.2,0.0,0.07555555565985186,0.038461538461538464,0.05330700888450148,0.0,0.16407766990291256
0.016060762687039633,0.0,0.4166666780000001,0.047799725521027236,0.5069567532121826,0.6161225495659475,0.03156395136438742,0.0,0.09813084112608084,0.0,0.047619047619047616,0.1111111111111111,0.36046000592017036,0.14285714285714285,0.016341612168058295,0.25,0.31100392173214675,0.4208166106220166,0.11538461538461539,0.2,0.0,0.07555555565985186,0.038461538461538464,0.05988812109246463,0.0,0.29126213592233013
0.7338867981194318,0.375,0.7894736949473684,0.8806091571377358,0.9155450809294716,0.9096902817239074,0.7993946327418183,1.0,0.7523364489603895,0.4633655395865146,0.9999999999999998,0.8095238095238095,0.8729210489769195,0.7142857142857143,0.5798863640785272,0.875,0.8855418514220383,0.8962277329174795,0.7500000000000001,0.8,0.6779661016949153,0.9022222220527407,0.7307692307692308,0.7627509049029285,0.6468085002147579,0.9708737864077668
0.1139619743118129,0.0,0.7000000068000001,0.3417069809474308,0.7374236315355498,0.7388101083780945,0.1161381465823863,0.0,0.09813084112608084,0.0,0.047619047619047616,0.1111111111111111,0.5304756466228051,0.14285714285714285,0.0004331605418987361,0.25,0.4490167310679183,0.5612834634568311,0.21153846153846154,0.2,0.0,0.07555555565985186,0.038461538461538464,0.06646923330042778,0.0,0.7067961165048544
0.9240252855811324,0.0,0.7000000068000001,0.9239726162231746,0.8702998902761276,0.915241955639422,0.9347387031819617,1.0,0.5887850467564852,0.4385064407325656,0.9999999999999998,1.0,0.9017629381408314,0.9999999999999999,0.5434671771375582,1.0,0.8874935550137655,0.9289731570622175,0.9807692307692308,1.0000000000000002,0.903954802259887,1.0,0.9615384615384617,0.9950641658440277,0.6468085002147579,0.8728155339805823
0.5286523813395385,0.0,0.4782608754782609,0.5283256086697335,0.7433824818371284,0.8674310934786799,0.552755175897628,1.0,0.7196261679308236,0.8265901785283368,0.9047619047619047,0.9047619047619047,0.7913078637795072,0.7142857142857143,0.5604720232387932,0.75,0.823353039253611,0.8799172626058573,0.653846153846154,1.0000000000000002,0.7532956685875707,0.8488888886802963,0.7307692307692308,0.6686410003290556,0.6468085002147579,0.7281553398058251
0.18961293511645747,0.0,0.4166666780000001,0.28399263673284764,0.6728436662056967,0.7890013634488942,0.28690022737299314,1.0,0.39252336450432346,0.7971014492462981,0.857142857142857,0.6825396825396826,0.7270883230450946,0.5714285714285714,0.26507994265863166,0.625,0.6894597587669402,0.7808714438843418,0.5192307692307693,0.6000000000000001,0.26365348395480226,0.7244444443401481,0.38461538461538464,0.3731490621915104,0.2936170318337707,0.6970873786407765
0.45916871796109693,0.375,0.5454545330909086,0.5507189146169651,0.749386779896509,0.829336655623995,0.5316271284187808,1.0,0.7523364489603895,0.2342995162494224,0.9047619047619047,0.7777777777777777,0.7296862742820822,0.7142857142857143,0.6154499616732624,0.625,0.7728509901640732,0.7879667346012105,0.6730769230769231,0.8,0.6779661016949153,0.8488888886802963,0.7307692307692308,0.6301414939124712,0.6468085002147579,0.6757281553398058
0.3498080863059194,0.0,0.5454545330909086,0.5244519533082581,0.7990806567850257,0.8630261954865244,0.42359233496129783,1.0,0.39252336450432346,0.6321457326355229,0.9523809523809523,0.6825396825396826,0.7767607885791135,0.5714285714285714,0.25526881245353505,0.6875,0.7240331889255542,0.8134324310349919,0.576923076923077,0.6000000000000001,0.26365348395480226,0.7777777777125925,0.38461538461538464,0.4027640671273445,0.2936170318337707,0.6834951456310678
0.20348925293284265,0.0,0.35999999864,0.20293705318832747,0.6048914772469047,0.7133598153521641,0.3301364755459961,1.0,0.785046729008647,0.7783816440500617,0.6190476190476191,0.873015873015873,0.7015200537171473,0.5714285714285714,0.5664467769203126,0.625,0.7564225654925758,0.8216680534145044,0.5384615384615385,1.0000000000000002,0.6779661016949153,0.6399999998826666,0.6153846153846154,0.5350444225074037,0.6468085002147579,0.6048543689320387
0.07852210648252249,0.0,0.307692289384615,0.11724086821599848,0.501178395434448,0.6219058021813244,0.20162637334340888,1.0,0.39252336450432346,0.16908212529384584,0.38095238095238093,0.6507936507936507,0.5885156197603985,0.5714285714285714,0.2851759684891082,0.5625,0.5672872347711935,0.6324364719774633,0.48076923076923084,0.6000000000000001,0.26365348395480226,0.4577777780645926,0.38461538461538464,0.34945705824284307,0.2936170318337707,0.5815533980582523
0.08077263638188316,0.0,0.307692289384615,0.12061900342042532,0.5305727066736787,0.6332842257478286,0.2105206306772285,1.0,0.39252336450432346,0.5464975857593403,0.5714285714285714,0.6825396825396826,0.6681737195240756,0.5714285714285714,0.26546069968669594,0.625,0.6345514715408487,0.7185896831496699,0.5384615384615385,0.6000000000000001,0.26365348395480226,0.5644444448094814,0.38461538461538464,0.3761105626850938,0.2936170318337707,0.6990291262135921
0.0030215449987388773,0.0,0.2142857191428571,0.008654954680744776,0.29995390298851476,0.4131036607788623,0.023051325075763372,0.0,0.09813084112608084,0.0,0.047619047619047616,0.1111111111111111,0.2797481580869665,0.14285714285714285,0.017119569003378077,0.25,0.23640569783681475,0.3432497380814399,0.11538461538461539,0.2,0.0,0.07555555565985186,0.038461538461538464,0.05988812109246463,0.0,0.1825242718446602
0.008698640421453926,1.0,0.13333331519999958,0.008011397654987215,0.21641702862559486,0.28098211595150335,0.29928258445248224,1.0,1.0,0.20803140092137615,0.3333333333333333,0.8412698412698412,0.4525047489431213,0.7142857142857143,0.9999999999999999,0.625,0.6155344394914384,0.5234860494213978,0.6923076923076924,1.0000000000000002,0.9999999999999999,0.5777777777125925,1.0000000000000002,0.9262915432708128,1.0,0.45631067961165045
0.0010096346191967624,0.0,0.09677420232258083,0.002615040648037503,0.14799478000038957,0.18116771557475841,0.03015532142466655,0.0,0.0,0.0,0.2857142857142857,0.12698412698412698,0.2512735227283822,0.2857142857142857,0.021225494140031997,0.3125,0.19784363056271048,0.26233004377619595,0.2692307692307693,0.2,0.0,0.2577777780645926,0.07692307692307693,0.11977624218492924,0.0,0.14368932038834942
0.0010096346191967624,0.0,0.09677420232258083,0.002615040648037503,0.14799478000038957,0.18116771557475841,0.03015532142466655,0.0,0.0,0.0,0.2857142857142857,0.12698412698412698,0.2512735227283822,0.2857142857142857,0.021225494140031997,0.3125,0.19784363056271048,0.26233004377619595,0.2692307692307693,0.2,0.0,0.2577777780645926,0.07692307692307693,0.11977624218492924,0.0,0.24757281553398053
0.0017623068343050957,0.0,0.06249999149999974,0.002972438744739985,0.10191854463294436,0.17700642339251016,0.09951703940300988,0.0,0.39252336450432346,0.14311594221063723,0.23809523809523808,0.20634920634920634,0.31607697670346546,0.5714285714285714,0.35452458214316684,0.625,0.2965889449584418,0.29608643265814893,0.40384615384615385,0.4000000000000001,0.26365348395480226,0.37777777771259263,0.38461538461538464,0.36426456071076013,0.2936170318337707,0.3728155339805825
0.000927056738519304,0.75,0.03030301072727215,0.0013007794168211286,0.049414697804873176,0.08824751550236543,0.08149709744754327,0.0,0.9813084112608088,0.097222222946407,0.09523809523809523,0.14285714285714285,0.12261599615241614,0.2857142857142857,0.811867306018823,0.125,0.23275351202551753,0.1686172173765581,0.21153846153846154,0.4000000000000001,0.3766478342372881,0.24888888926696295,0.38461538461538464,0.23165514972030274,0.6468085002147579,0.2145631067961165
0.0,0.0,0.0,0.0,0.0,0.0,0.006285894606392138,0.0,0.09813084112608084,0.0,0.047619047619047616,0.015873015873015872,0.018007721518910835,0.14285714285714285,0.06611955306266848,0.0625,0.009129381063664121,0.0,0.038461538461538464,0.0,0.0,0.07555555565985186,0.038461538461538464,0.028298782494241524,0.0,0.07087378640776693
0.0,0.0,0.0,0.0,0.0,0.0,0.006285894606392138,0.0,0.09813084112608084,0.0,0.047619047619047616,0.015873015873015872,0.018007721518910835,0.14285714285714285,0.06611955306266848,0.0625,0.009129381063664121,0.0,0.038461538461538464,0.0,0.0,0.07555555565985186,0.038461538461538464,0.028298782494241524,0.0,0.05922330097087375
0.08318782323190739,0.375,0.25925925422222207,0.0992290509942211,0.43936035527161543,0.5789477420218654,0.25179120647187947,1.0,0.8177570090569045,0.14915458911282425,0.3333333333333333,0.7142857142857142,0.5669214039839963,0.5714285714285714,0.6314120092285412,0.5625,0.6380936454181583,0.6325537240562262,0.5192307692307693,0.8,0.6026365348022599,0.480000000352,0.6153846153846154,0.5192497532082921,0.6468085002147579,0.5407766990291261
0.08357181626190281,0.0,0.2142857191428571,0.09969016147386608,0.3804964193659388,0.5754223292127802,0.31031079189900834,1.0,0.6542056078343086,0.20712560418686335,0.38095238095238093,0.8095238095238095,0.6340259967174877,0.8571428571428571,0.5930486833036631,0.8125,0.6715581219726554,0.652600446023373,0.7500000000000001,0.8,0.8286252353672318,0.6044444446921482,0.8461538461538463,0.773938795656466,0.6468085002147579,0.6514563106796116
0.01281424183824076,0.0,0.2142857191428571,0.038053413835091775,0.3411191834985683,0.4541562417255809,0.02759468839155456,0.0,0.09813084112608084,0.0,0.047619047619047616,0.1111111111111111,0.32119820388726805,0.14285714285714285,0.015028825698130965,0.1875,0.2730982179640349,0.36943856780717943,0.1346153846153846,0.2,0.0,0.07555555565985186,0.038461538461538464,0.05199078644290885,0.0,0.3718446601941748
0.10853958161451799,0.0,0.25925925422222207,0.10792155407294347,0.4661303831245984,0.6009015071363213,0.31444138574080716,1.0,0.7196261679308236,0.5688405798990628,0.5238095238095237,0.9047619047619047,0.7085351528155117,0.7142857142857143,0.5618130511233619,0.8125,0.7466898543668654,0.7870833332889242,0.6730769230769231,1.0000000000000002,0.7532956685875707,0.6355555557771853,0.7307692307692308,0.6985850608752879,0.6468085002147579,0.7194174757281553
0.03841772129135228,0.0,0.2142857191428571,0.05704258459138745,0.3877135233049609,0.50387489478361,0.18365202440687028,1.0,0.39252336450432346,0.43478260904442345,0.4761904761904761,0.6825396825396826,0.605107556038353,0.5714285714285714,0.272983333925357,0.625,0.5782783910619145,0.65472736157692,0.5384615384615385,0.6000000000000001,0.26365348395480226,0.511111111437037,0.38461538461538464,0.3761105626850938,0.2936170318337707,0.5718446601941747
0.04000367026842853,0.0,0.17241380013793117,0.03933812948803964,0.31586321523408833,0.4115743393725333,0.2507942469790242,1.0,0.785046729008647,0.3985507256258664,0.42857142857142855,0.873015873015873,0.5328524663395116,0.5714285714285714,0.592947265245751,0.625,0.6011303325638064,0.6537533317806565,0.5192307692307693,1.0000000000000002,0.6779661016949153,0.5333333337244446,0.6153846153846154,0.5310957551826259,0.6468085002147579,0.5475728155339805
0.01501446981286529,0.0,0.13333331519999958,0.021913372321688208,0.24416353401764668,0.32940040929301007,0.16269805621406586,1.0,0.39252336450432346,0.15700483148947178,0.38095238095238093,0.6507936507936507,0.4397890308543486,0.5714285714285714,0.3025922606223178,0.5625,0.4301109670995855,0.4899222985515699,0.48076923076923084,0.6000000000000001,0.26365348395480226,0.4577777780645926,0.38461538461538464,0.34945705824284307,0.2936170318337707,0.4679611650485436
0.01501446981286529,0.0,0.13333331519999958,0.021913372321688208,0.24416353401764668,0.32940040929301007,0.16269805621406586,1.0,0.39252336450432346,0.15700483148947178,0.38095238095238093,0.6507936507936507,0.4397890308543486,0.5714285714285714,0.3025922606223178,0.5625,0.4301109670995855,0.4899222985515699,0.48076923076923084,0.6000000000000001,0.26365348395480226,0.4577777780645926,0.38461538461538464,0.34945705824284307,0.2936170318337707,0.5145631067961165
0.02012943870457728,0.0,0.7000000068000001,0.12086036369052784,0.5581296299903262,0.5408573803892793,0.03679494153345234,0.0,0.09813084112608084,0.0,0.047619047619047616,0.015873015873015872,0.39551178412587684,0.14285714285714285,0.031321297804713266,0.25,0.34392127431995156,0.30673248061155434,0.15384615384615383,0.0,0.0,0.07555555565985186,0.038461538461538464,0.0625205659756499,0.0,0.13009708737864073
0.09597809770046246,0.375,0.7000000068000001,0.1915346534100692,0.5707303454678847,0.5535226014214931,0.21161511497084726,0.0,0.7523364489603895,0.19021739245965266,0.14285714285714285,0.1746031746031746,0.5334896512437806,0.7142857142857143,0.7417877417951474,0.5,0.5665567153408542,0.4265926123006156,0.5384615384615385,0.4000000000000001,0.6779661016949153,0.4222222222874074,0.7307692307692308,0.5488647581441263,0.6468085002147579,0.44368932038834946
0.012312171299262608,0.0,0.6190476368571431,0.07392424214543972,0.45260902592469954,0.43131619074524963,0.026152542827520907,0.0,0.09813084112608084,0.0,0.047619047619047616,0.015873015873015872,0.2978388656722808,0.14285714285714285,0.04625165510379475,0.25,0.2597207482858397,0.21143249108923312,0.09615384615384617,0.0,0.0,0.07555555565985186,0.038461538461538464,0.058571898650872,0.0,0.3019417475728155
0.05337769183272396,0.75,0.6190476368571431,0.10627477507097799,0.45798484641904147,0.43706378861187467,0.13288564613269988,0.0,0.9158878501829855,0.097222222946407,0.09523809523809523,0.14285714285714285,0.3423633802725936,0.4285714285714285,0.8207682468093792,0.25,0.4258177570580457,0.298603496658681,0.28846153846153844,0.4000000000000001,0.4519774011299435,0.2977777779472593,0.5,0.32411977624218496,0.6468085002147579,0.32135922330097083
0.5626267642474957,0.375,0.6190476368571431,0.6749546388339854,0.8098219097147827,0.844213985051589,0.6272155157639174,1.0,0.7523364489603895,0.2645933975158832,0.9523809523809523,0.7777777777777777,0.7785441256366288,0.7142857142857143,0.6107370343979175,0.75,0.8094785104623059,0.8191567661707697,0.6730769230769231,0.8,0.6779661016949153,0.8755555556598518,0.7307692307692308,0.6900296150049358,0.6468085002147579,0.8388349514563105
