Starting Node,Average Spreading Ability,Rank
381,9.92,133.0
353,9.91,134.0
88,9.88,135.0
613,9.88,135.0
276,9.87,136.0
507,9.82,137.0
383,9.74,138.0
434,9.71,139.0
236,9.62,140.0
620,9.58,141.0
200,9.57,142.0
440,9.53,143.0
190,9.52,144.0
320,9.51,145.0
457,9.51,145.0
473,9.48,146.0
399,9.44,147.0
541,9.41,148.0
216,9.4,149.0
560,9.38,150.0
392,9.37,151.0
152,9.36,152.0
51,9.36,152.0
568,9.34,153.0
369,9.33,154.0
633,9.31,155.0
411,9.3,156.0
242,9.28,157.0
188,9.24,158.0
605,9.21,159.0
365,9.21,159.0
311,9.18,160.0
352,9.15,161.0
432,9.11,162.0
533,9.1,163.0
230,9.07,164.0
387,9.06,165.0
406,9.04,166.0
354,9.02,167.0
408,9.0,168.0
414,8.99,169.0
65,8.96,170.0
227,8.95,171.0
335,8.94,172.0
375,8.93,173.0
9,8.92,174.0
509,8.92,174.0
388,8.87,175.0
300,8.86,176.0
168,8.83,177.0
621,8.8,178.0
438,8.8,178.0
283,8.73,179.0
341,8.69,180.0
609,8.66,181.0
193,8.61,182.0
258,8.59,183.0
458,8.56,184.0
296,8.55,185.0
355,8.5,186.0
617,8.48,187.0
363,8.48,187.0
405,8.44,188.0
251,8.38,189.0
359,8.38,189.0
626,8.36,190.0
90,8.36,190.0
423,8.35,191.0
402,8.35,191.0
172,8.34,192.0
238,8.34,192.0
538,8.34,192.0
436,8.3,193.0
7,8.29,194.0
63,8.29,194.0
581,8.28,195.0
530,8.28,195.0
225,8.22,196.0
559,8.06,197.0
321,8.04,198.0
391,8.04,198.0
385,7.91,199.0
13,7.91,199.0
641,7.87,200.0
595,7.87,200.0
285,7.8,201.0
561,7.75,202.0
497,7.74,203.0
565,7.69,204.0
415,7.69,204.0
569,7.68,205.0
523,7.68,205.0
557,7.67,206.0
596,7.66,207.0
75,7.65,208.0
625,7.61,209.0
540,7.6,210.0
527,7.58,211.0
44,7.58,211.0
269,7.58,211.0
332,7.55,212.0
112,7.54,213.0
591,7.53,214.0
437,7.48,215.0
632,7.46,216.0
571,7.44,217.0
309,7.43,218.0
546,7.39,219.0
638,7.35,220.0
130,7.33,221.0
512,7.32,222.0
553,7.31,223.0
378,7.29,224.0
441,7.22,225.0
270,7.16,226.0
48,7.15,227.0
364,7.13,228.0
539,7.13,228.0
618,7.1,229.0
624,7.09,230.0
108,7.07,231.0
464,7.05,232.0
189,7.05,232.0
133,7.05,232.0
578,7.04,233.0
323,7.02,234.0
197,7.01,235.0
429,6.97,236.0
280,6.96,237.0
502,6.94,238.0
119,6.92,239.0
615,6.92,239.0
421,6.91,240.0
291,6.91,240.0
40,6.9,241.0
511,6.9,241.0
127,6.85,242.0
76,6.85,242.0
233,6.83,243.0
234,6.83,243.0
43,6.81,244.0
62,6.79,245.0
109,6.75,246.0
141,6.74,247.0
644,6.73,248.0
113,6.71,249.0
156,6.7,250.0
192,6.7,250.0
38,6.7,250.0
122,6.68,251.0
544,6.67,252.0
57,6.66,253.0
643,6.62,254.0
362,6.6,255.0
514,6.59,256.0
545,6.59,256.0
417,6.57,257.0
551,6.57,257.0
72,6.55,258.0
293,6.55,258.0
111,6.53,259.0
139,6.49,260.0
253,6.48,261.0
97,6.48,261.0
279,6.47,262.0
64,6.45,263.0
50,6.42,264.0
380,6.41,265.0
107,6.38,266.0
525,6.37,267.0
357,6.37,267.0
147,6.37,267.0
215,6.35,268.0
83,6.34,269.0
66,6.33,270.0
446,6.3,271.0
616,6.3,271.0
267,6.24,272.0
356,6.22,273.0
160,6.21,274.0
495,6.21,274.0
221,6.18,275.0
558,6.16,276.0
589,6.16,276.0
18,6.15,277.0
199,6.15,277.0
93,6.12,278.0
396,6.08,279.0
404,6.06,280.0
368,6.05,281.0
239,6.05,281.0
46,6.03,282.0
195,6.03,282.0
494,6.0,283.0
203,5.96,284.0
314,5.95,285.0
212,5.94,286.0
505,5.92,287.0
25,5.88,288.0
577,5.85,289.0
205,5.84,290.0
652,5.84,290.0
68,5.83,291.0
91,5.78,292.0
572,5.78,292.0
490,5.76,293.0
587,5.74,294.0
471,5.71,295.0
167,5.71,295.0
456,5.69,296.0
447,5.69,296.0
590,5.68,297.0
132,5.67,298.0
547,5.65,299.0
469,5.6,300.0
542,5.6,300.0
53,5.59,301.0
214,5.57,302.0
298,5.56,303.0
297,5.55,304.0
104,5.55,304.0
210,5.53,305.0
45,5.52,306.0
635,5.52,306.0
339,5.52,306.0
157,5.52,306.0
27,5.49,307.0
144,5.48,308.0
92,5.48,308.0
131,5.47,309.0
33,5.47,309.0
407,5.46,310.0
208,5.42,311.0
567,5.41,312.0
299,5.4,313.0
282,5.39,314.0
570,5.39,314.0
166,5.37,315.0
154,5.36,316.0
49,5.35,317.0
403,5.35,317.0
513,5.32,318.0
639,5.32,318.0
143,5.32,318.0
288,5.32,318.0
42,5.31,319.0
499,5.31,319.0
304,5.28,320.0
191,5.28,320.0
110,5.28,320.0
455,5.27,321.0
89,5.25,322.0
416,5.24,323.0
351,5.21,324.0
252,5.18,325.0
198,5.17,326.0
627,5.17,326.0
8,5.15,327.0
640,5.15,327.0
428,5.12,328.0
413,5.11,329.0
161,5.06,330.0
183,5.05,331.0
268,5.05,331.0
271,5.05,331.0
213,5.04,332.0
4,5.03,333.0
328,5.01,334.0
636,4.99,335.0
248,4.98,336.0
74,4.98,336.0
256,4.97,337.0
292,4.95,338.0
318,4.94,339.0
548,4.94,339.0
105,4.92,340.0
550,4.89,341.0
135,4.89,341.0
41,4.88,342.0
524,4.87,343.0
121,4.86,344.0
16,4.84,345.0
259,4.84,345.0
656,4.81,346.0
346,4.79,347.0
82,4.78,348.0
373,4.78,348.0
103,4.77,349.0
118,4.76,350.0
648,4.75,351.0
229,4.75,351.0
336,4.75,351.0
146,4.74,352.0
28,4.72,353.0
142,4.7,354.0
52,4.69,355.0
120,4.69,355.0
67,4.66,356.0
137,4.63,357.0
549,4.63,357.0
171,4.63,357.0
207,4.6,358.0
99,4.6,358.0
462,4.59,359.0
231,4.59,359.0
642,4.58,360.0
477,4.58,360.0
409,4.57,361.0
348,4.57,361.0
461,4.57,361.0
410,4.56,362.0
237,4.52,363.0
226,4.52,363.0
401,4.52,363.0
228,4.52,363.0
537,4.5,364.0
468,4.49,365.0
173,4.49,365.0
508,4.49,365.0
645,4.46,366.0
219,4.45,367.0
588,4.45,367.0
12,4.45,367.0
303,4.44,368.0
264,4.43,369.0
286,4.42,370.0
358,4.4,371.0
459,4.38,372.0
284,4.37,373.0
521,4.37,373.0
476,4.35,374.0
579,4.34,375.0
206,4.34,375.0
386,4.34,375.0
584,4.33,376.0
564,4.32,377.0
377,4.31,378.0
543,4.28,379.0
220,4.27,380.0
39,4.27,380.0
60,4.26,381.0
517,4.24,382.0
95,4.24,382.0
70,4.24,382.0
472,4.24,382.0
182,4.22,383.0
79,4.21,384.0
573,4.21,384.0
86,4.21,384.0
649,4.2,385.0
576,4.2,385.0
634,4.2,385.0
478,4.18,386.0
657,4.18,386.0
488,4.17,387.0
14,4.15,388.0
30,4.15,388.0
594,4.15,388.0
419,4.14,389.0
224,4.1,390.0
56,4.1,390.0
84,4.09,391.0
6,4.09,391.0
55,4.08,392.0
5,4.07,393.0
235,4.07,393.0
140,4.06,394.0
87,4.03,395.0
94,4.02,396.0
47,4.02,396.0
10,4.01,397.0
77,4.0,398.0
158,3.99,399.0
218,3.99,399.0
115,3.96,400.0
631,3.95,401.0
222,3.95,401.0
647,3.94,402.0
305,3.93,403.0
637,3.93,403.0
295,3.93,403.0
650,3.91,404.0
54,3.9,405.0
255,3.9,405.0
312,3.9,405.0
520,3.9,405.0
100,3.89,406.0
504,3.87,407.0
80,3.87,407.0
301,3.87,407.0
580,3.87,407.0
101,3.87,407.0
209,3.86,408.0
481,3.86,408.0
263,3.84,409.0
350,3.83,410.0
2,3.83,410.0
245,3.82,411.0
655,3.81,412.0
376,3.8,413.0
247,3.79,414.0
250,3.76,415.0
61,3.75,416.0
555,3.74,417.0
232,3.72,418.0
35,3.72,418.0
412,3.71,419.0
484,3.7,420.0
246,3.69,421.0
164,3.68,422.0
585,3.68,422.0
11,3.67,423.0
58,3.67,423.0
491,3.66,424.0
310,3.66,424.0
98,3.62,425.0
126,3.62,425.0
32,3.62,425.0
302,3.59,426.0
180,3.58,427.0
26,3.57,428.0
129,3.56,429.0
317,3.54,430.0
482,3.54,430.0
71,3.53,431.0
125,3.52,432.0
586,3.49,433.0
31,3.47,434.0
96,3.47,434.0
153,3.46,435.0
306,3.46,435.0
266,3.45,436.0
34,3.43,437.0
489,3.42,438.0
278,3.41,439.0
334,3.4,440.0
337,3.4,440.0
486,3.4,440.0
19,3.39,441.0
338,3.38,442.0
36,3.37,443.0
85,3.37,443.0
3,3.36,444.0
223,3.35,445.0
277,3.35,445.0
556,3.35,445.0
204,3.35,445.0
102,3.33,446.0
165,3.31,447.0
81,3.31,447.0
506,3.31,447.0
116,3.28,448.0
196,3.27,449.0
257,3.25,450.0
265,3.25,450.0
163,3.24,451.0
498,3.23,452.0
479,3.23,452.0
123,3.22,453.0
492,3.21,454.0
480,3.19,455.0
374,3.18,456.0
653,3.16,457.0
138,3.15,458.0
117,3.14,459.0
562,3.14,459.0
1,3.14,459.0
201,3.12,460.0
294,3.08,461.0
598,3.08,461.0
485,3.07,462.0
483,3.05,463.0
202,3.04,464.0
170,3.0,465.0
175,2.99,466.0
24,2.98,467.0
316,2.97,468.0
592,2.97,468.0
308,2.95,469.0
522,2.95,469.0
59,2.92,470.0
646,2.91,471.0
347,2.91,471.0
22,2.88,472.0
493,2.85,473.0
658,2.85,473.0
519,2.83,474.0
345,2.81,475.0
651,2.8,476.0
23,2.77,477.0
155,2.77,477.0
17,2.76,478.0
169,2.74,479.0
518,2.74,479.0
313,2.73,480.0
593,2.71,481.0
487,2.68,482.0
21,2.68,482.0
136,2.67,483.0
29,2.67,483.0
179,2.66,484.0
124,2.63,485.0
37,2.6,486.0
159,2.54,487.0
181,2.52,488.0
390,2.51,489.0
389,2.48,490.0
333,2.48,490.0
554,2.46,491.0
659,2.31,492.0
563,2.25,493.0
575,2.24,494.0
516,2.19,495.0
600,2.05,496.0
420,2.02,497.0
654,1.97,498.0
661,1.95,499.0
217,1.94,500.0
599,1.79,501.0
574,1.72,502.0
