Global Relative Change in Avg Clustering,Isolating Centrality,Clustering Coefficient,Betweenness Centrality,Eccentricity Centrality,Closeness Centrality,Leverage Centrality,K-Shell Value,Eigenvector Centrality,PageRank Centrality,Volume Centrality,GSM,Constraint Coefficients,Subgraph centrality,Second order centrality,GGC Values,DIL Centrality,Global Relative Change in Avg Degree,Clustered Local Degree,H Values,CLC Values,Node H-Index,P Value,GIN Values,DNC Scores,Average Spreading Ability
0.3947210462032446,0.0,0.89999999955,0.013312710799392046,0.23809523999999982,0.6321565174769664,0.5066604291259176,1.0,0.6580806271497223,0.43177362189741997,0.7259615384615384,0.7376551742847055,0.8332729363202951,0.4471131737981053,0.8789675708289457,0.19922618137091666,0.12528832360196987,0.33333333912724017,0.8921379307063401,0.34360145472472664,0.4838301487937345,1.0000000000000002,0.8157894736842105,0.7168816299348688,0.423705170690477,0.4924731182795698
0.2709414641353095,0.0,0.7999999991,0.029741888479919824,0.23809523999999982,0.5615383949101963,0.5159094545239928,1.0,0.6111919441812812,0.44197779547099925,0.7307692307692308,0.7109514694677666,0.8374862131413219,0.4039220204341722,0.8669761903020431,0.21498924475066172,0.225201188000731,0.33333333912724017,0.8381915706066422,0.3191776215973523,0.4815025582050389,1.0000000000000002,0.9736842105263158,0.6907058618732469,0.44621927859261,0.5505376344086022
0.34655533130579497,0.5,0.49999999925,0.23028958158228632,0.5555555599999997,0.7805816976780088,0.8643835221053544,1.0,0.8899769739365843,0.8637373372658875,0.7836538461538461,0.8878444393783043,0.9466067055285058,0.8070737368040466,0.9555853723797956,0.6499104624719445,0.4545933179592795,0.77777777970908,0.9272030648267758,0.6966278143014943,0.8072714294176381,1.0000000000000002,0.8947368421052632,0.8845396108323778,0.7920761659011664,0.7623655913978493
0.1108968310765431,0.0,0.449999999775,0.13170773972164915,0.23809523999999982,0.5750765921304101,0.5909293270102338,0.6666666666666667,0.43867598368472077,0.405902266756593,0.6009615384615384,0.6211182038573795,0.8870802321148956,0.21191061636458386,0.8053125040543817,0.23716832149666287,0.16151036032488325,0.22222222029091993,0.4824827584432247,0.1624104646814399,0.4358651564355975,0.6000000000000001,0.7368421052631579,0.5889881215785244,0.3225721491559181,0.45698924731182794
0.09473698740368869,0.0,0.35454545382272723,0.5582152523185929,0.5555555599999997,0.9201681485772689,0.8749651961475313,1.0,0.9517194126531429,0.9169275049429796,0.875,0.9959944442098638,0.9925885391328031,0.8786714743021096,0.9973203421082979,1.0,0.9381427173432484,0.8888888985454002,0.9826206888339786,0.8483336663846297,0.9999999999999999,1.0000000000000002,0.9210526315789473,1.0,0.872963073739078,0.8376344086021503
0.18949093255147656,0.4,0.42857142878571425,0.18269719337306728,0.23809523999999982,0.6321565174769664,0.8237221580469033,1.0,0.6219922541307559,0.6995563899645592,0.6538461538461539,0.7576829529349629,0.9364749723781605,0.4268806413388297,0.904462039753233,0.4584307633116804,0.30431732558987085,0.55555555941816,0.6589162558863757,0.3789496245081287,0.6232360833722695,0.8,0.7894736842105263,0.7119656684276052,0.597974901214668,0.5225806451612902
0.053108488612679125,0.0,0.35714285682142854,0.2531071290379867,0.23809523999999982,0.6625888012701072,0.7196043648464657,1.0,0.6020756618726751,0.6172313761324204,0.7403846153846154,0.7416607300748419,0.9575273656805355,0.37465168629334045,0.8811509515812115,0.4848547881015142,0.4153616881336862,0.44444444058183985,0.6459113298405843,0.31442904478228306,0.6417716735205415,0.8,0.8421052631578947,0.7231039111631277,0.48272178803177823,0.5526881720430106
0.21117195522064186,0.0,0.35714285682142854,0.13459318562396264,0.23809523999999982,0.7192116959100082,0.591302851249814,1.0,0.6888420536499456,0.5271700708048734,0.9038461538461539,0.8484755493425991,0.9482957381737251,0.4537932648296077,0.9202552387520873,0.5447698918584144,0.5220338694484511,0.44444444058183985,0.7711439515692344,0.4195745600068378,0.7678532372017814,1.0000000000000002,0.9473684210526315,0.8160730251887074,0.5404312604827705,0.646236559139785
0.05179392382961259,0.0,0.49999999925,0.07748373454879018,0.5555555599999997,0.6863105801334813,0.3622184599045173,1.0,0.4092902677388846,0.26501297067454754,0.7355769230769231,0.6955777652070609,0.8175365078716411,0.16978607481380958,0.789636061023797,0.1830262653315435,0.11832879236376831,0.11111111883632022,0.4686590036253208,0.14264807668822604,0.39595967551097805,0.6000000000000001,0.7368421052631579,0.6274742279189958,0.25830744251212107,0.5161290322580645
0.41491278061195447,0.0,0.7857142856071428,0.059841555735265395,0.23809523999999982,0.6625888012701072,0.62913293988467,1.0,0.640633271082857,0.5331490415589745,0.7932692307692308,0.7950681397087205,0.8450731015964716,0.4668955656534231,0.8960332891769959,0.27610516520840267,0.27249365466930003,0.44444444058183985,0.8636234260547592,0.3902778580116081,0.5068815342014136,1.0000000000000002,0.9999999999999999,0.7563556382685246,0.5424944033514403,0.6849462365591397
0.8705940848049991,0.0,0.46363636326818186,0.16383701417574828,0.23809523999999982,0.7025741477549193,0.8908653835596662,1.0,0.9023676696688799,0.9036752429954952,0.7692307692307693,0.9192403677008245,0.9477114823920623,0.8610271940522201,0.9771956421292307,0.7521660797777837,0.6051580969163366,0.8888888985454002,0.9892413789464858,0.8436613600746518,0.870820371433695,1.0000000000000002,0.9999999999999999,0.9045370435383029,0.9109385597876499,0.7849462365591398
0.2848402522368306,0.0,0.0,0.003534804671254827,0.23809523999999982,0.3873467711570314,0.17428340259559238,0.3333333333333333,0.16359380423087239,0.09736034521267359,0.3317307692307693,0.40091526829710333,0.589732033324422,0.03570907210680818,0.5510418293892493,0.08154979346406388,0.021309922905458873,0.014336912391817905,0.14160919535021269,0.028626783828118202,0.2199671014615206,0.2,0.15789473684210525,0.3515953940900949,0.08519853490040419,0.12580645161290321
0.25122296936454014,0.0,0.449999999775,0.08190865562306787,0.5555555599999997,0.6863105801334813,0.5961767612408685,1.0,0.3530006813333375,0.36372971887629635,0.6105769230769231,0.6982481357338184,0.8353194350375142,0.1488876129562382,0.8292939926950956,0.2281211232800172,0.17430707232267267,0.22222222029091993,0.41673563203062597,0.1461962724028618,0.37138003814104853,0.6000000000000001,0.6052631578947368,0.6119103188207844,0.33615084856012806,0.4397849462365591
0.24550842833843267,0.0,0.29999999985,0.4763130622857986,1.0,0.7805816976780088,0.6404342823219193,1.0,0.13440582740642015,0.395974882462533,0.6538461538461539,0.7559281380602973,0.8525984680264411,0.07737689307256233,0.8304979961524278,0.23062167785918575,0.22996247467549874,0.22222222029091993,0.32165517229548307,0.05605408962852365,0.288133416133185,0.6000000000000001,0.3157894736842105,0.6216348873698458,0.37915494070784045,0.29892473118279567
0.8795500876789051,0.0,0.0714285719642857,1.0,1.0,0.9999999999999999,0.765784268135255,1.0,0.4194472213266363,0.5778864594772363,1.0000000000000002,0.9303033304533244,1.0,0.2000061051666617,0.9482828183400316,0.7738415503682093,0.7340966925886785,0.44444444058183985,0.4570990693399175,0.2284403432979677,0.6651597908603144,0.8,0.631578947368421,0.8325534729721846,0.4853214456078526,0.7139784946236558
0.12230726306396458,0.0,0.449999999775,0.13314064746364604,1.0,0.6030125303859183,0.6767297000316649,1.0,0.1275623300604087,0.38339897235249787,0.35096153846153844,0.6386988738883976,0.8212608296075901,0.07428400894731486,0.8342531751202897,0.13611419580294026,0.13274229463857978,0.22222222029091993,0.3115402297704679,0.056037610220923156,0.2310813349095729,0.6000000000000001,0.3421052631578947,0.5015233248339515,0.3725558098338041,0.37204301075268814
0.20849023707674558,0.0,0.2083333333958333,0.41349862814273813,0.5555555599999997,0.8881474665366395,0.8480008498220585,1.0,0.5834865888713033,0.7252778679409303,0.923076923076923,0.9586092583373764,0.9916392179921591,0.3662479819677526,0.9745981093516562,0.8092116417034488,0.9544617620114458,0.6666666782544803,0.6147637290428455,0.44445544197657,0.7397622079409306,1.0000000000000002,0.6842105263157895,0.8668648959923722,0.716998249351131,0.6774193548387095
0.012409511353451436,0.0,0.449999999775,0.26892406164626514,1.0,0.7805816976780088,0.571085276296615,1.0,0.21472133245715175,0.3666543746880764,0.6730769230769231,0.7794273982451276,0.8448515675786893,0.09607129443809231,0.861430342312556,0.22965627176415432,0.18604219605062847,0.22222222029091993,0.41673563203062597,0.0938711331377831,0.33216611490389486,0.8,0.4473684210526315,0.6483117442863666,0.3397747614682656,0.42150537634408597
0.2003925055796792,0.9,0.33333333283333333,0.46044736583312035,0.5555555599999997,0.5482750784773182,0.9531344608912238,1.0,0.05391870905892794,0.9854991645776531,0.375,0.6429714667312096,0.9617417394031442,0.3121037738100218,0.793538080350697,0.37889508600252325,0.3541688236435375,0.6666666782544803,0.5630651339262289,0.033728684247873064,0.37266156929727057,0.8,0.5263157894736842,0.5769916359404859,0.7372248537121235,0.44193548387096776
0.7464108094209859,0.0,0.21428571439285712,0.8593572576448213,1.0,0.8084868105625552,0.8521979454453201,1.0,0.1318155166068728,0.7260584232321619,0.5865384615384616,0.8328348078790064,0.9641904105983452,0.19265945304227827,0.8979697208948327,0.4939883830847938,0.6601648383441244,0.55555555941816,0.48985221658304284,0.086862718905627,0.4425570591749862,0.8,0.4736842105263158,0.7107834272766496,0.6689265320273636,0.43118279569892465
0.2393918748045557,0.0,0.7999999991,0.11832447946277963,0.5555555599999997,0.37244894579778876,0.661039055144347,1.0,0.03703339446932788,0.5577713104487166,0.3173076923076923,0.49236257157568875,0.824499215686472,0.2566438501071519,0.7232720023804277,0.11702741378837805,0.11943447767664608,0.33333333912724017,0.6210574710359329,0.018422813554899133,0.22031151159819418,0.8,0.5263157894736842,0.43207705740872615,0.45737878441198465,0.31935483870967735
0.6888158404993042,0.0,0.7857142856071428,0.0841710281000757,0.23809523999999982,0.3078089071565303,0.7607323383604414,1.0,0.03705937437506669,0.6825617040110601,0.27403846153846156,0.45993664430870607,0.7881782000503417,0.31616167231966513,0.7326192961012556,0.12986786724011223,0.1273829882156041,0.44444444058183985,0.6478379855548182,0.02095920231096525,0.23099930553092446,0.8,0.5263157894736842,0.4071446449092557,0.5967653042870487,0.3
0.9785988549389787,0.0,0.749999999625,0.21288642013181616,0.5555555599999997,0.3873467711570314,0.8124815423148595,1.0,0.04597389210436659,0.781443639410193,0.3125,0.5511107221128706,0.8094388595792134,0.3971431093656288,0.761816130470156,0.17787389003419635,0.15468724880911122,0.55555555941816,0.7282758618010939,0.029935388868731136,0.27956877524742246,0.8,0.5263157894736842,0.48885705451930106,0.691728406416051,0.31935483870967735
0.21716637385489324,0.0,0.0,0.0,0.23809523999999982,0.2463670644413296,0.01530293276302852,0.0,0.006029622079161516,0.021345079425007907,0.18269230769230774,0.22127577638458418,0.0,0.00683680187477095,0.19276072246661347,0.0187413274304441,0.0,0.12544803122813813,0.06068965515009115,0.0005974636726696777,0.06234361699176787,0.0,0.07894736842105263,0.18482139399159858,0.0,0.062365591397849446
0.0647122941422829,0.0,0.9999999999999999,0.00662316134121979,0.5555555599999997,0.3210228010938164,0.47821665347377995,0.6666666666666667,0.01717683514361676,0.24442438268518787,0.21153846153846154,0.33639404789731475,0.5286069956978966,0.039363515633945856,0.5710640816785549,0.019436882360634112,0.02524802610603441,0.0,0.2562452106000017,0.004024025605527707,0.06433011247740128,0.4000000000000001,0.18421052631578946,0.27160055627534496,0.207309281305201,0.15913978494623654
1.0,0.0,0.5999999997,0.11777791753658061,1.0,0.5750765921304101,0.6858572737026518,0.6666666666666667,0.05008586089213955,0.45054115838639286,0.39903846153846156,0.5881224842450079,0.7347442282221168,0.08805397962985193,0.7329903858597008,0.12414866377189732,0.12225853086753247,0.22222222029091993,0.36616091940555,0.020158927727453195,0.17970518408125097,0.4000000000000001,0.23684210526315788,0.4857537540565786,0.38371531565317873,0.20752688172043005
0.21716637385489324,0.0,0.0,0.0,0.23809523999999982,0.2463670644413296,0.01530293276302852,0.0,0.006029622079161516,0.021345079425007907,0.18269230769230774,0.22127577638458418,0.0,0.00683680187477095,0.19276072246661347,0.0187413274304441,0.0,0.12544803122813813,0.06068965515009115,0.0005974636726696777,0.06234361699176787,0.0,0.07894736842105263,0.18482139399159858,0.0,0.07526881720430104
0.591643085559279,0.45,0.5416666662291666,0.33921057906245444,0.5555555599999997,0.5162658604176252,0.9332296843140608,1.0,0.05349683218666573,0.9257174416949628,0.33653846153846156,0.6264151697657367,0.8928485780524518,0.4026771706851891,0.7928563153157645,0.277213352872402,0.22129489978632183,0.6666666782544803,0.6442656446733735,0.03586847137579303,0.3320190201976699,0.8,0.5263157894736842,0.55947028285606,0.7461846490824173,0.46344086021505365
0.2654202851389986,0.0,0.749999999625,0.053635773423737834,1.0,0.5750765921304101,0.5143485784739836,1.0,0.06390329755044889,0.29654105334052105,0.40384615384615385,0.5959729462113372,0.7146805678521728,0.0666237003785755,0.7553821787019426,0.07683533325733115,0.06345130758729815,0.11111111883632022,0.34896551711302415,0.022709064297518698,0.1582807832810163,0.6000000000000001,0.2894736842105263,0.47256021983035335,0.256990542818783,0.35161290322580635
0.08495661712875599,0.0,0.9999999999999999,0.017573824834856738,0.5555555599999997,0.41307984178687296,0.49096909744297046,0.6666666666666667,0.026683342615148983,0.2336334466056009,0.19230769230769232,0.4023479493676605,0.5233234743622567,0.036138986350108857,0.5854805836795568,0.02043163111873832,0.024904515542509803,0.0,0.2393869731257427,0.006087293000388893,0.06795369135421084,0.4000000000000001,0.21052631578947367,0.3149899421135439,0.20194413429875574,0.11827956989247312
0.19543277412035043,0.0,0.89999999955,0.0936668693276732,0.5555555599999997,0.4978098701309287,0.5067344818546503,1.0,0.04670884111545496,0.41424934798671964,0.36057692307692313,0.560189981753634,0.7724096654103294,0.20371559293507951,0.7329384693273454,0.08392407691434285,0.09036825964741098,0.22222222029091993,0.6008275859859025,0.020941151734457323,0.2007502483802049,0.8,0.5,0.48076005659525145,0.3844127848133653,0.33440860215053764
0.2613714251466583,0.0,0.5714285712142857,0.39930215373525246,1.0,0.610182358818527,0.7396908056008618,1.0,0.07132559166824486,0.6162390808881782,0.42307692307692313,0.6947766540490337,0.8614873963513663,0.2576446764344647,0.8233409909523022,0.21872204419561625,0.20658237735785293,0.44444444058183985,0.5982266007362844,0.04430692642491596,0.31138347129816973,0.8,0.5,0.5893408421963671,0.5823867102232463,0.44623655913978494
0.26095076257409533,0.0,0.4000000003,0.09009825425195343,0.5555555599999997,0.7715014605111711,0.6503246393302643,1.0,0.45223681564035245,0.4490668168661476,0.8173076923076923,0.8005233251060881,0.8846123568857616,0.22177930294129053,0.8791942799141441,0.367098282284078,0.2488375392060721,0.33333333912724017,0.5333946357854181,0.22652730019475212,0.512681437055237,0.8,0.6578947368421052,0.7248183064550882,0.43233818002409596,0.5591397849462365
0.0,0.0,0.49999999925,0.16992935256970917,0.5555555599999997,0.6472064316499623,0.26502661851105974,0.6666666666666667,0.2754205780355828,0.18413515784973591,0.5048076923076923,0.5902246005942162,0.7338779213008758,0.08992885435513767,0.711012090065112,0.10692053234224907,0.053868701336250824,0.0,0.34727969332513847,0.0721018846480996,0.27585327200128273,0.4000000000000001,0.5526315789473685,0.5276106563368477,0.16081784355935863,0.19999999999999996
0.25996865246455025,0.0,0.0,0.2840701560293164,1.0,0.654855199730571,0.1870358465647829,0.3333333333333333,0.06451687059898731,0.10737175155347387,0.4278846153846154,0.535477490483375,0.589732033324422,0.020473249595980663,0.5693520428250364,0.09701076704153458,0.02122404526650997,0.014336912391817905,0.1314942528251975,0.011424065374724315,0.17173902039241717,0.2,0.15789473684210525,0.4538169691293632,0.08020894814858165,0.11290322580645157
0.3542493579743976,0.0,0.250000000375,0.04849315974387658,0.23809523999999982,0.5548729816387786,0.5141850857644417,0.6666666666666667,0.245095166678669,0.2927847843764997,0.5432692307692307,0.5843311671453839,0.8477255782850692,0.07817483364857011,0.7683603450786115,0.2002976038288638,0.13593984265251335,0.11111111883632022,0.2764750956500321,0.0749167523355848,0.30216220026584334,0.6000000000000001,0.26315789473684215,0.5081945062838897,0.24803074724568652,0.24086021505376337
0.33063974591980616,0.0,0.0,0.057183142690670735,0.23809523999999982,0.5162658604176252,0.5443471853645993,0.3333333333333333,0.16321894496091305,0.22718297811493063,0.4423076923076923,0.4937384536957927,0.7863093781590507,0.03468489281854116,0.6364131294268629,0.16015811662740773,0.07007615410883061,0.0,0.14160919535021269,0.032141159582962715,0.23349449005407402,0.2,0.15789473684210525,0.4360694136564397,0.14742448561550317,0.18494623655913972
0.24030274627154408,0.0,0.0,0.004806201565377011,0.0,0.3391662068336535,0.37067104140444834,0.3333333333333333,0.10515427753057463,0.12251868501614402,0.2307692307692308,0.32521247543043497,0.589732033324422,0.015670705457571387,0.4968541113984124,0.06464389422217215,0.01950649247207391,0.014336912391817905,0.07080459767510636,0.013841450117154196,0.11057169806087132,0.2,0.10526315789473684,0.29009252715963174,0.06867388200698338,0.18279569892473113
0.3831002714171559,1.0,0.3666666658166667,0.34111429054330766,0.23809523999999982,0.6321565174769664,1.0,1.0,0.6666043201798096,0.9690617198704962,0.6298076923076923,0.7616885087250993,0.9663506379587268,0.5311297901324019,0.9145275835130338,0.5747514050394471,0.390974928055434,0.77777777970908,0.6367918261198007,0.44957500508599063,0.6403282746910862,1.0000000000000002,0.9999999999999999,0.7360456891335188,0.7773268888490541,0.6580645161290322
0.2154311464992637,0.0,0.0,0.0,0.0,0.2949188069919074,0.0,0.0,0.0911980942181615,0.008952706575747066,0.21153846153846154,0.27781231885876834,0.0,0.010287234158479156,0.24445185166965655,0.022346676828475517,0.0,0.12544803122813813,0.07080459767510636,0.007991360660944,0.11233614005120436,0.0,0.10526315789473684,0.2535420046142316,0.00150224115369256,0.035483870967741915
0.2154311464992637,0.0,0.0,0.0,0.0,0.2949188069919074,0.0,0.0,0.0911980942181615,0.008952706575747066,0.21153846153846154,0.27781231885876834,0.0,0.010287234158479156,0.24445185166965655,0.022346676828475517,0.0,0.12544803122813813,0.07080459767510636,0.007991360660944,0.11233614005120436,0.0,0.10526315789473684,0.2535420046142316,0.00150224115369256,0.12150537634408598
0.18575756948855848,0.0,0.7999999991,0.051163380043980196,0.23809523999999982,0.6472064316499623,0.49713181730711403,1.0,0.6560391838898904,0.44319618840248154,0.7403846153846154,0.7363199891715386,0.8525264004130408,0.43669828634702823,0.8739204159212963,0.22328818542378165,0.1671731370206968,0.33333333912724017,0.8692107276159224,0.34253808786979956,0.5063450355584289,1.0000000000000002,0.9736842105263158,0.7222236240403077,0.45122349754897606,0.48387096774193544
0.02711569759951447,0.0,0.749999999625,0.01764562309993221,0.23809523999999982,0.250239087691302,0.5503170107646453,0.6666666666666667,0.019144919270345433,0.351620764770574,0.1971153846153846,0.31184433173659787,0.7586999324772155,0.11522237749406361,0.6133797239593219,0.04653644040097947,0.05785030099889041,0.11111111883632022,0.3641379309005469,0.006261243587992029,0.12795878533352578,0.4000000000000001,0.26315789473684215,0.270392452117159,0.2814019618028903,0.2043010752688172
0.11883680835270552,0.15000000000000002,0.49999999925,0.1320788565465427,0.23809523999999982,0.15848877217707114,0.589162917268229,0.3333333333333333,0.010553443746262057,0.31056866956326634,0.18269230769230774,0.21297879120406527,0.7113809805623366,0.047412441861879484,0.45595519383132976,0.03157410833299719,0.028769009333855428,0.0,0.18544061292489536,0.0023204512422603254,0.08452587832784214,0.2,0.15789473684210525,0.1822405981408588,0.18938969022660884,0.09784946236559139
0.7296369411457718,0.0,0.0,0.0005503284850188206,0.23809523999999982,0.14585393665462698,0.33793976812936216,0.3333333333333333,0.006581817203873278,0.12801326537436805,0.15384615384615385,0.18324434461574923,0.589732033324422,0.021101463119947223,0.41848249052582664,0.03048902450932638,0.019966551252709398,0.014336912391817905,0.07080459767510636,0.0011849565743017397,0.07410656359398822,0.2,0.13157894736842105,0.14314565976388327,0.12243265524275973,0.08817204301075265
0.246086833619514,0.0,0.0,0.0,0.23809523999999982,0.22744971261073565,0.01530293276302852,0.0,0.005971283074711883,0.015697765006231323,0.18750000000000003,0.20931787063074137,0.0,0.008812244386307205,0.19243959000592992,0.015373580158791193,0.0,0.12544803122813813,0.06068965515009115,0.00059239925021534,0.06410805898210092,0.0,0.07894736842105263,0.1754580017275007,0.009389007311979836,0.02365591397849462
0.6567573806969458,0.0,0.0,0.0,0.0,0.0,0.2678013258779839,0.0,0.0,0.049718745904657774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12544803122813813,0.0,0.0,0.0,0.0,0.0,0.0,0.0075112058360636835,0.0
0.22295046120286313,0.0,0.0,0.0,0.0,0.27821476774738885,0.01530293276302852,0.0,0.09167473191005364,0.0030340969084062253,0.22596153846153846,0.29147849684170124,0.0,0.009131690428101427,0.250121284624228,0.021077215798498097,0.0,0.12544803122813813,0.06068965515009115,0.00803273987022164,0.10821910874042724,0.0,0.07894736842105263,0.2581004985696558,0.0018778014759161243,0.07634408602150536
0.23162660949339645,0.0,0.0,0.0,0.23809523999999982,0.37737106970151346,0.0,0.0,0.12224964552654985,0.0,0.29807692307692313,0.3357663636611212,0.0,0.01455781972688688,0.25944525993380485,0.026751308866663704,0.0,0.12544803122813813,0.07080459767510636,0.010687099583114226,0.1405672118965332,0.0,0.10526315789473684,0.3095023533014394,0.0075112058360636835,0.05806451612903224
0.3166527614316292,0.0,0.0,0.003742235309490041,0.0,0.28649914988212466,0.5082759862279398,0.3333333333333333,0.07261725928946422,0.1480003302278873,0.15865384615384617,0.26988054879965895,0.589732033324422,0.009759290647968717,0.42567231164840713,0.04439797361182089,0.01777667144018987,0.014336912391817905,0.04045977010006078,0.007991333535027102,0.07175397427354416,0.2,0.02631578947368421,0.2378817173352633,0.07285869669769898,0.1172043010752688
0.24030274627154408,0.0,0.0,0.0,0.0,0.2949188069919074,0.03400651725117465,0.0,0.08499655748802137,0.004672673327336813,0.20192307692307696,0.2801021305892779,0.0,0.007733162363088186,0.24057106414402551,0.020592686545552016,0.0,0.12544803122813813,0.050574712625075964,0.007452974481377742,0.09763245679842893,0.0,0.02631578947368421,0.24701227030466255,0.0042921176592368715,0.13118279569892466
0.24030274627154408,0.0,0.0,0.012119323971094163,0.0,0.3255016510680099,0.4548371724427668,0.3333333333333333,0.09255954278766443,0.1461368648085268,0.2307692307692308,0.3130601363991361,0.589732033324422,0.01298564216985642,0.43935742852629633,0.06001889499056816,0.018218327872382374,0.014336912391817905,0.06068965515009115,0.012201333256399183,0.09586801480809587,0.2,0.05263157894736842,0.2781979784013391,0.06867388200698338,0.1548387096774193
