Isolating Centrality,Global Relative Change in Avg Clustering,Centrality Values,Volume Centrality,Betweenness Centrality,Improved Gravity Index Values,PE Values,Extended Improved Gravity Index Values,Gravity Index Centrality,Closeness Centrality,Eccentricity Centrality,Semi local centrality,EIGSM Values,I-GSM Values,Second order centrality,Extended Coreness,GSM,Leverage Centrality,Eigenvector Centrality,GIN Values,CLC Values,P Value,Clustered Local Degree,Societal Capital Scores,HVGc Index,Average Spreading Ability
0.3333333333333333,0.31428571332625854,0.45645161290322567,0.6333333333333333,0.14708142457580065,0.5076923076923077,0.4554926604604878,0.450632911392405,0.4375,0.31710577446180155,0.0769230833846154,0.4418604651162791,0.4325776233415203,0.505477696541819,0.46794417049562065,0.41666666666666663,0.4897800357900042,0.5338160533681787,0.6545142157484557,0.5184284503146914,0.49775891170737885,0.9230769230769231,0.4040404042424244,0.3999999999999999,0.4826755069486726,0.45320197044334976
0.3333333333333333,0.5428571450159184,0.485752688172043,0.9666666666666666,0.12866567587664873,0.7538461538461538,0.4465760186582926,0.4962025316455695,0.5625,0.49382316991316766,0.16666666666666663,0.7267441860465116,0.5154067361679286,0.7119602849507624,0.582367207420728,0.5833333333333334,0.6600652353569749,0.427052842694543,0.7068600095646457,0.7163329648162498,0.7288141195527106,0.8846153846153847,0.5454545454545454,0.5333333333333332,0.5444872503163787,0.4507389162561576
1.0,0.5904761950336055,0.9999999999999999,1.0,0.4613964350128064,1.0,0.9512326711071757,0.9999999999999999,1.0,0.5154252951525045,0.16666666666666663,1.0,0.980548019260828,0.9914484357716228,0.6303290971148761,0.9999999999999999,0.8586040324425974,1.0,1.0,0.894870229172031,0.9100906157927465,0.9230769230769231,0.9454545454545455,1.0,0.9999999999999998,0.9088669950738916
0.3333333333333333,0.8190476183280272,0.40161290322580634,0.5999999999999999,0.08432603051849714,0.6307692307692307,0.3413205421239394,0.4582278481012658,0.4375,0.31152066244162313,0.0769230833846154,0.6104651162790697,0.46174996229982646,0.6078851270085813,0.3804949566836118,0.6666666666666666,0.47559869299013147,0.3677399474013533,0.7688509716021454,0.5590354126346149,0.3751915472580284,0.9615384615384616,1.0,0.5999999999999999,0.5092153156819761,0.667487684729064
0.3333333333333333,0.48571428499469393,0.5803763440860213,0.8333333333333333,0.5565811561549489,0.6923076923076923,0.541100574800151,0.5721518987341773,0.5,0.6759999152165159,0.27272727781818185,0.6744186046511627,0.5880409815242178,0.7456525746017774,0.7019472086738359,0.5833333333333334,0.7574560661390197,0.427052842694543,0.6805967002903125,0.7940419528073417,0.6863754080213353,0.8076923076923078,0.5454545454545454,0.5333333333333332,0.5935626286587814,0.7487684729064038
0.3333333333333333,0.4571428549840817,0.3954301075268817,0.8999999999999999,0.43662324965787347,0.723076923076923,0.41602665881442497,0.4759493670886076,0.5625,0.8400845715254668,0.40000000280000025,0.7616279069767442,0.5434223000127454,0.7720484533895028,0.7746435238568725,0.5833333333333334,0.8288784651678596,0.427052842694543,0.5969917984408744,0.8452069955639854,0.7571065942783343,0.7307692307692308,0.5454545454545454,0.5333333333333332,0.5649215927771833,0.6403940886699507
0.3333333333333333,0.2857142833156463,0.28091397849462363,0.2666666666666666,0.07904342758625148,0.29230769230769216,0.47754384387121745,0.3063291139240506,0.3125,0.6848760394808426,0.5555555555555557,0.34883720930232553,0.36892038671258287,0.405215218918093,0.7951309146599783,0.33333333333333337,0.5622016923736501,0.5931289486613684,0.11653878110631309,0.5110250828636589,0.5497354952405737,0.3076923076923077,0.18181818181818188,0.33333333333333326,0.39344248949838484,0.4064039408866996
0.0,0.20000000167904766,0.10026881720430103,0.33333333333333326,0.059752350497570425,0.23076923076923062,0.24901082701358884,0.1240506329113924,0.125,0.7495965719211231,0.7500000000000001,0.2558139534883721,0.18239346845939852,0.3300097386297781,0.7411610713309011,0.16666666666666663,0.5013569790838546,0.13557232996345503,0.11990112868047147,0.4827308705880333,0.46060587046860046,0.34615384615384615,0.06060606060606055,0.1333333333333333,0.12866451562164416,0.2660098522167488
0.3333333333333333,0.5904761950336055,0.33037634408602146,0.30000000000000004,0.3785867071209764,0.3076923076923077,0.4192612371947548,0.3139240506329114,0.3125,0.4389608370956004,0.27272727781818185,0.3023255813953488,0.328434980913036,0.3849391225563842,0.4470675926196743,0.33333333333333337,0.47902903854601697,0.5931289486613684,0.02456681469209137,0.43729836288907054,0.2825188349573977,0.19230769230769232,0.48484848484848486,0.33333333333333326,0.3120414236204932,0.3793103448275862
0.3333333333333333,0.0,0.27069892473118273,0.2666666666666666,0.1584781577564544,0.29230769230769216,0.30773716092152065,0.260759493670886,0.3125,0.13204603743190835,0.0769230833846154,0.22093023255813948,0.24707584876695465,0.26783026536568755,0.1899136082187598,0.33333333333333337,0.24985750201719847,0.5931289486613684,0.008370131427220753,0.22753712297986306,0.3185732404876501,0.11538461538461539,0.33333333333333326,0.33333333333333326,0.3405128491020338,0.1798029556650248
0.6666666666666666,0.19047619167551025,0.1924731182795698,0.0,0.006114125435367773,0.16923076923076907,0.211499289754782,0.19999999999999996,0.1875,0.003375442463808165,0.0,0.20930232558139528,0.19205230489081293,0.16522519443066874,0.09083740302294219,0.33333333333333337,0.0850880562710874,0.6100754901737083,0.004465180492964644,0.088327294541094,0.21865466804831524,0.07692307692307693,0.48484848484848486,0.33333333333333326,0.25869300824083713,0.2142857142857143
0.0,0.676190476670204,0.3416666666666667,0.5999999999999999,0.0017119551219029765,0.3999999999999999,0.323304068074949,0.3265822784810126,0.1875,0.4659085610123146,0.16666666666666663,0.4534883720930232,0.3264860727242632,0.44906741470958866,0.5057305574393938,0.2499999999999999,0.489889122814801,0.07625943680552955,0.5694337265295284,0.540026896508027,0.19734291165633255,0.8461538461538463,0.6868686866666667,0.19999999999999996,0.13606065074585638,0.435960591133005
0.25,0.19047619167551025,0.20698924731182788,0.3666666666666667,0.006114125435367773,0.24615384615384617,0.28370857205810246,0.2050632911392405,0.125,0.7887439326819135,0.5555555555555557,0.34302325581395343,0.2716147614019524,0.3762819914678931,0.7463182552892689,0.16666666666666663,0.5547058399922997,0.17793868374430477,0.29680670232898015,0.5470157626220682,0.3104594080984966,0.576923076923077,0.3232323230303029,0.1333333333333333,0.09814412402916656,0.665024630541872
0.0,0.42857142497346934,0.08602150537634401,0.33333333333333326,0.44021710113556417,0.18461538461538463,0.2037107433886392,0.09113924050632904,0.125,0.5918893999448909,0.40000000280000025,0.15697674418604646,0.14303247550282527,0.2826673328605701,0.6044411657198334,0.08333333333333337,0.46651139461259183,0.21183176676898463,0.04766174567912575,0.4273203726301804,0.3659056441483789,0.2307692307692308,0.0,0.06666666666666665,0.09836289970101658,0.25369458128078815
0.6666666666666666,1.0000000000000002,0.3443548387096773,0.46666666666666656,0.16461880063742557,0.33846153846153837,0.44940780022660937,0.35443037974683544,0.375,0.8192151168952289,0.7500000000000001,0.35465116279069764,0.4061631269635415,0.44914675400788695,0.8847456958531441,0.2499999999999999,0.6528947553898579,0.6693883833316339,0.2172637681622612,0.5988432169711428,0.555306096788822,0.46153846153846156,0.12121212121212122,0.2666666666666666,0.35977565264179795,0.4433497536945813
0.0,0.19047619167551025,0.1811827956989247,0.5999999999999999,0.08262733532265594,0.3999999999999999,0.2678482887134483,0.20253164556962022,0.25,0.8192151168952289,0.5555555555555557,0.40116279069767435,0.26604364087405874,0.47380650056823115,0.787817134756944,0.2499999999999999,0.6256125534635142,0.07625943680552955,0.27828201214892045,0.6202186221781965,0.35037451234704065,0.5384615384615385,0.4040404042424244,0.19999999999999996,0.1346057241932252,0.6009852216748769
0.0,0.10476190164367347,0.35618279569892464,0.43333333333333335,0.09099755174597104,0.46153846153846145,0.5251713614974545,0.38227848101265816,0.375,0.7788016561040574,0.7500000000000001,0.5116279069767442,0.44027632572090114,0.5397348295813883,0.8624779449982247,0.4999999999999999,0.6289890632264108,0.4575566165626492,0.18173286919279005,0.6170494153809447,0.5543438606015658,0.42307692307692313,0.4747474745454545,0.46666666666666656,0.45930263199313764,0.48029556650246297
0.0,0.39047619335455785,0.186021505376344,0.16666666666666652,0.0,0.19999999999999996,0.12629620070028585,0.21265822784810118,0.0,0.14056430474010329,0.0,0.2616279069767441,0.21546680468283697,0.22717992939209875,0.25951282588648295,0.2499999999999999,0.1466123212100734,0.05931289529318967,0.5735044802775062,0.24122450801553064,0.10296151910566709,0.9615384615384616,0.6868686866666667,0.19999999999999996,0.16097409515832678,0.24384236453201968
0.6666666666666666,0.20000000167904766,0.2559139784946236,0.3999999999999999,0.49451054462771066,0.3538461538461537,0.4670574688813662,0.28101265822784804,0.375,0.7592297420462493,0.5555555555555557,0.34883720930232553,0.3485848803050027,0.4656609338992458,0.7540921360643917,0.33333333333333337,0.6444534801903925,0.6100754901737083,0.09312829370437421,0.5847423376101497,0.5497354952405737,0.2692307692307693,0.18181818181818188,0.33333333333333326,0.3385509077221532,0.41133004926108374
