Gravity Model Centrality,Subgraph centrality,Density Centrality,PE Values,DNC Scores,Degree Centrality,MCGM Values,LGC Scores,Global Relative Change in Avg Degree,GGC Values,Semi local centrality,CLC Values,DIL Centrality,H Values,Isolating Centrality,Betweenness Centrality,Global Relative Change in Avg Clustering,P Value,Eigenvector Centrality,Constraint Coefficients,HCC Value,Leverage Centrality,Node H-Index,Clustering Coefficient,MDD Value,Average Spreading Ability
0.10450227506312104,0.07434961679266752,0.03551401868706487,0.10460667259459604,0.12962962966666663,0.11111109829629594,0.04556368863469555,0.021551851742206696,0.057489512640971296,0.04031158003491185,0.12087912087912088,0.12087912087912088,0.018468617863503206,0.02859550107706015,0.0,0.004106538498191485,0.10232133136160793,0.33557046979865773,0.11438200293887237,0.5555555555555556,0.24129610478286473,0.45154515411370844,0.25,0.0,0.16666666666666666,0.4003365744203441
0.09719577356053226,0.06564268710452467,0.03177570093176847,0.09619391459980954,0.1111111111111111,0.11111109829629594,0.02742642377774753,0.012660726092147983,0.057489512640971296,0.036244771152368356,0.08608058608058608,0.08608058608058608,0.01778459498240584,0.014154389837697054,0.0,0.013439050983613159,0.0,0.31543624161073824,0.056617559350788216,0.5555555555555556,0.21776973452281123,0.497749774802203,0.25,0.0,0.16666666666666666,0.37247569184741963
0.27840385516089106,0.2565521332616314,0.18504672899291316,0.3055705734592979,0.35555555555555557,0.33333341022222424,0.11689659058865239,0.1309985493945943,0.29311721128025275,0.20863741918143264,0.2967032967032967,0.2967032967032967,0.14599002695620367,0.059070501134710546,0.0,0.24795285751078297,0.08185706027020925,0.3624161073825503,0.11814100363878932,0.8333333333333334,0.38469493288319345,0.6440644061738551,0.25,0.0,0.4,0.41286462228870613
0.2050514099742729,0.16870486446663577,0.10280373832939622,0.21518171914899162,0.262962963,0.22222219659259185,0.08125855620147081,0.08228978556696961,0.175303361960612,0.11355487539445763,0.2472527472527473,0.2472527472527473,0.06894950669041197,0.038912389811525686,0.0,0.24639028677577726,0.1841783916318172,0.6711409395973155,0.10376637283073516,0.7407407411111111,0.49551878665498905,0.5225022502452968,0.25,0.0,0.2833333333333333,0.4029543754674645
0.1698193135943546,0.17519532011934505,0.09719626168470259,0.23463482332134053,0.24074074077777774,0.22222219659259185,0.06840554371391852,0.07356641700464786,0.175303361960612,0.12308023432234916,0.22344322344322345,0.22344322344322345,0.06894950669041197,0.02767638334441581,0.0,0.009640889998711438,0.10232133136160793,0.348993288590604,0.07380368937489824,0.7407407411111111,0.32592209592228877,0.5225022502452968,0.25,0.0,0.2833333333333333,0.34667165295437546
0.14607898668884992,0.1438483698107101,0.08598130841881338,0.14675676624634834,0.24074074077777774,0.22222219659259185,0.04760484464347026,0.03652170480673397,0.175303361960612,0.07779730435143588,0.12820512820512822,0.12820512820512822,0.05800514055181282,0.01856956988488888,0.0,0.045834714413577796,0.10232133136160793,0.20134228187919465,0.05942262253614983,0.7407407411111111,0.20941054842201517,0.6264626462746077,0.25,0.0,0.2333333333333333,0.35396409872849666
0.10106905879905352,0.07183450189665913,0.03551401868706487,0.12882832418473927,0.1111111111111111,0.11111109829629594,0.039020543979690576,0.020486100831877792,0.057489512640971296,0.04559546219018064,0.10989010989010989,0.10989010989010989,0.018468617863503206,0.022592741572755898,0.0,0.00020850850219481263,0.0,0.31543624161073824,0.09037096629102359,0.5555555555555556,0.23069631161207094,0.45154515411370844,0.25,0.0,0.16666666666666666,0.43792071802543014
0.041640032535758806,0.010457283569321185,0.0037383177552964067,0.07745610747156194,0.0,0.0,0.012583579334758377,0.008160888915203727,0.0,0.014695538780369641,0.07692307692307691,0.07692307692307691,0.0,0.007731262700308378,0.0,0.0,0.0,0.1476510067114094,0.061850101602467025,0.0,0.10358497094100355,0.15121512137116683,0.0,0.0,0.0,0.31264023934181
0.07940154228680817,0.0697748980674899,0.03551401868706487,0.08145812040960265,0.1111111111111111,0.11111109829629594,0.02329628247781918,0.01267059415613251,0.057489512640971296,0.037895887162832036,0.0641025641025641,0.0641025641025641,0.019152640744600567,0.007612703483395076,0.0,0.004063090721309318,0.0,0.16107382550335572,0.030450813933580304,0.5555555555555556,0.14943123081264859,0.42844284411599576,0.25,0.0,0.16666666666666666,0.1587509349289454
0.032245657071597766,0.005001056718948627,0.001869158865899204,0.037554244083125896,0.0,0.0,0.005510637968396875,0.0030689678991878584,0.0,0.008132795306324238,0.036630036630036625,0.036630036630036625,0.0,0.0032381731321944654,0.0,0.0,0.0,0.087248322147651,0.025905385057555724,0.0,0.05885901433936259,0.22052205205737407,0.0,0.0,0.0,0.23055347793567688
0.3288578334021939,0.3652049282536737,0.2897196262587026,0.40199445926225685,0.4444444444444445,0.44444450851852013,0.12903013892677498,0.17949021581455935,0.4109310605998934,0.3223156252581383,0.32417582417582413,0.32417582417582413,0.28924396232235167,0.04039856001947263,0.0,0.22676724907818008,0.0,0.3422818791946309,0.0646376971266508,0.888888888888889,0.43872802462870847,0.6825682568631121,0.5,0.0,0.41666666666666663,0.4354899027673897
0.08275435388873574,0.08686762478102744,0.03551401868706487,0.1374940477881843,0.1111111111111111,0.11111109829629594,0.026453043800506316,0.022765623612303502,0.057489512640971296,0.05038416453331041,0.1263736263736264,0.1263736263736264,0.0198366636339062,0.006230101504803681,0.0,0.0008582567185184905,0.0,0.31543624161073824,0.02492040670389884,0.5555555555555556,0.24362288870133064,0.38223822342750113,0.25,0.0,0.16666666666666666,0.2505609573672401
0.07044263212702419,0.06513380343507638,0.03177570093176847,0.07374819850008786,0.1111111111111111,0.11111109829629594,0.018345630059499768,0.009029278545842092,0.057489512640971296,0.03200848280598327,0.049450549450549455,0.049450549450549455,0.01778459498240584,0.004002333155613072,0.0,0.011658114980854345,0.0,0.16107382550335572,0.016009333307136407,0.5555555555555556,0.1365046537233889,0.497749774802203,0.25,0.0,0.16666666666666666,0.11368735976065819
0.06857057273434818,0.06512760864206696,0.03177570093176847,0.07374819850008786,0.1111111111111111,0.11111109829629594,0.012038973357854452,0.008871389522089662,0.057489512640971296,0.03200848280598327,0.04578754578754579,0.04578754578754579,0.01778459498240584,0.0029763533495001677,0.0,0.021030193048143544,0.0,0.087248322147651,0.015873883617755404,0.5555555555555556,0.09763874560714161,0.497749774802203,0.25,0.0,0.11666666666666667,0.14640987284966342
0.19241931346361166,0.2281322603428236,0.16261682243763673,0.2500484502349845,0.3333333333333333,0.33333341022222424,0.06213213749847721,0.06954024689896089,0.29311721128025275,0.16475161812320632,0.17216117216117216,0.17216117216117216,0.122244661073069,0.00887955122472707,0.0,0.05565334332939618,0.0,0.2080536912751678,0.020296115911346245,0.8333333333333334,0.2646501208159921,0.7210721068592998,0.25,0.0,0.35,0.15482423335826476
0.13435002587983508,0.1491280268892938,0.091588785040009,0.18394043933160031,0.2222222222222222,0.22222219659259185,0.044996235649886494,0.042896474140738335,0.175303361960612,0.10503065250939314,0.14102564102564102,0.14102564102564102,0.060194013774607695,0.007817988898597465,0.0,0.017687710626622326,0.0,0.2348993288590604,0.020847971309172063,0.7407407411111111,0.2400034472859346,0.6017101708315139,0.25,0.0,0.2333333333333333,0.2413986537023186
0.2032797709181107,0.2450743320364823,0.16261682243763673,0.27836891569025657,0.3333333333333333,0.33333341022222424,0.0692042931875576,0.08266477199838164,0.29311721128025275,0.1805022024609153,0.20512820512820515,0.20512820512820515,0.13332583179117094,0.013069462666094987,0.0,0.13645281202348677,0.0,0.31543624161073824,0.026138925332189974,0.8333333333333334,0.33410892779615875,0.6880688069615774,0.25,0.0,0.35,0.33507853403141363
0.06943000480123553,0.07499618224452495,0.03925233644236128,0.10937446891610651,0.1111111111111111,0.11111109829629594,0.022730598960407307,0.018522356098956944,0.057489512640971296,0.05055988167481629,0.08241758241758242,0.08241758241758242,0.0198366636339062,0.0013700455565805673,0.0,0.02446749215936038,0.0,0.16778523489932887,0.005480181541638152,0.5555555555555556,0.16589107193884642,0.38223822342750113,0.25,0.0,0.16666666666666666,0.08582647718773373
0.06562896813650856,0.07059629506085568,0.03551401868706487,0.09419620661989116,0.1111111111111111,0.11111109829629594,0.020114544822151116,0.014358033097486605,0.057489512640971296,0.0426845895059618,0.07509157509157509,0.07509157509157509,0.018468617863503206,0.001470720139689144,0.0,0.00346731412882299,0.0,0.16778523489932887,0.005882879874072458,0.5555555555555556,0.1529644953795764,0.45154515411370844,0.25,0.0,0.16666666666666666,0.15818997756170533
0.062376858921166206,0.06584717017907815,0.03177570093176847,0.07776241901507928,0.1111111111111111,0.11111109829629594,0.011211351256459093,0.010766057807118822,0.057489512640971296,0.03480929733710731,0.06227106227106227,0.06227106227106227,0.01436448056050249,0.001011803421482652,0.2,0.007023608896432262,0.0,0.1476510067114094,0.0053962858274863,0.5555555555555556,0.12943812511952293,0.5670567054884103,0.0,0.0,0.11666666666666667,0.14136125654450263
0.09197315747410321,0.07115115263350633,0.03551401868706487,0.12135998379803871,0.1111111111111111,0.11111109829629594,0.02880173462042806,0.018798661890523698,0.057489512640971296,0.04577117933168653,0.10073260073260074,0.10073260073260074,0.018468617863503206,0.010504935686498063,0.0,0.002133592410736699,0.0,0.31543624161073824,0.04201974343067637,0.5555555555555556,0.23069631161207094,0.45154515411370844,0.25,0.0,0.16666666666666666,0.2729992520568437
0.08918106681758182,0.07306412416695263,0.03551401868706487,0.12135998379803871,0.1111111111111111,0.11111109829629594,0.02700316495869063,0.018709849314662956,0.057489512640971296,0.04577117933168653,0.10073260073260074,0.10073260073260074,0.018468617863503206,0.008198304907266356,0.0,0.0067425306868651716,0.0,0.2348993288590604,0.03279321962906542,0.5555555555555556,0.18829713892889585,0.45154515411370844,0.25,0.0,0.16666666666666666,0.3044128646222887
0.07167758744467526,0.06753241838146579,0.03177570093176847,0.09587157665245252,0.1111111111111111,0.11111109829629594,0.019465529294081872,0.011792336461509617,0.057489512640971296,0.037434394726725474,0.07326007326007326,0.07326007326007326,0.01778459498240584,0.003343819206672289,0.0,2.7084233764116395e-05,0.0,0.2080536912751678,0.013375276826689157,0.5555555555555556,0.16123750463190425,0.497749774802203,0.25,0.0,0.16666666666666666,0.25280478683620045
0.06244404536325478,0.06529304772662889,0.03177570093176847,0.08069331435623718,0.1111111111111111,0.11111109829629594,0.017379231941864005,0.009897668176480457,0.057489512640971296,0.03480929733710731,0.05677655677655677,0.05677655677655677,0.01778459498240584,0.001399314946701915,0.0,0.010481230296106023,0.0,0.16778523489932887,0.00559725978680766,0.5555555555555556,0.14003791829031673,0.497749774802203,0.25,0.0,0.16666666666666666,0.08601346297681377
0.1271556344882256,0.151370724278965,0.09719626168470259,0.1880892780191039,0.2222222222222222,0.22222219659259185,0.04152161112005806,0.04597531010391072,0.175303361960612,0.11290594467824763,0.1391941391941392,0.1391941391941392,0.06676063345940883,0.0024786261680101655,0.0,0.12032073156913974,0.0,0.20134228187919465,0.007931602642137943,0.7407407411111111,0.23526370207054492,0.5472547249953214,0.25,0.0,0.2833333333333333,0.2023186237845924
0.06765915499123851,0.07107519942167173,0.03551401868706487,0.09419620661989116,0.1111111111111111,0.11111109829629594,0.021136842926563502,0.015423784007815506,0.057489512640971296,0.04399713820077088,0.08241758241758242,0.08241758241758242,0.018468617863503206,0.0018349419635177186,0.0,0.0036488586906203374,0.0,0.20134228187919465,0.007339767169386758,0.5555555555555556,0.17063081715423611,0.45154515411370844,0.25,0.0,0.16666666666666666,0.27711293941660436
0.08511289599259446,0.129678386633132,0.07476635515292415,0.11055660397335361,0.2222222222222222,0.22222219659259185,0.023974081624783615,0.014594866633115251,0.175303361960612,0.05777889949626623,0.053113553113553105,0.053113553113553105,0.049249647636008545,0.0005256294286019099,0.0,0.017569185207935885,0.0,0.16107382550335572,0.0016820141715261118,0.7407407411111111,0.16235780790190826,0.7056705668608247,0.25,0.0,0.18333333333333332,0.05385190725504861
0.05213393079328847,0.060975170151730124,0.028037383176472065,0.0745635361395859,0.1111111111111111,0.11111109829629594,0.014329259681464207,0.007026061556983136,0.057489512640971296,0.028246553863061904,0.04395604395604395,0.04395604395604395,0.01641654921200285,0.000824256973539221,0.0,0.00010607687786484347,0.0,0.16107382550335572,0.003297027894156884,0.5555555555555556,0.1235780766341292,0.5670567054884103,0.25,0.0,0.16666666666666666,0.07236350037397159
0.018384831032558908,0.0002920162379468072,0.0,0.01572297903970801,0.0,0.0,0.0006703535860090718,0.0006512922229787738,0.0,0.00462067735649845,0.01282051282051282,0.01282051282051282,0.0,8.409666894001876e-05,0.0,0.0,0.0,0.0,0.0013455467030403002,0.0,0.0,0.3360336034320759,0.0,0.0,0.0,0.09012715033657442
0.04521480677544913,0.06476300479654601,0.03177570093176847,0.05938527384337053,0.1111111111111111,0.11111109829629594,0.015078209946170222,0.0070556657489367165,0.057489512640971296,0.030871651252680068,0.036630036630036625,0.036630036630036625,0.01778459498240584,0.0002045711184979459,0.0,8.675703413000944e-05,0.0,0.16107382550335572,0.0008182851586759,0.5555555555555556,0.1365046537233889,0.497749774802203,0.25,0.0,0.16666666666666666,0.0768511593118923
0.041172184864944186,0.06033176009548752,0.028037383176472065,0.04295148623855867,0.1111111111111111,0.11111109829629594,0.007433089004980959,0.004470232984990674,0.057489512640971296,0.022996359083825583,0.025641025641025644,0.025641025641025644,0.01368045767940513,8.385189436840248e-05,0.2,0.007023608896432262,0.0,0.087248322147651,0.0004472110162103018,0.5555555555555556,0.08471216851788194,0.6132613261769049,0.0,0.0,0.11666666666666667,0.04599850411368736
0.1752031987789722,0.14795527712583786,0.091588785040009,0.2098835945549682,0.2222222222222222,0.22222219659259185,0.06832468748927374,0.05222179460611623,0.175303361960612,0.11182014318063044,0.1684981684981685,0.1684981684981685,0.05581626732080968,0.03454539475136822,0.30000000000000004,0.012967147396748932,0.0,0.4563758389261745,0.1105452632043783,0.7407407411111111,0.356601172164666,0.6165616556815285,0.25,0.0,0.2833333333333333,0.4296933433059088
