Constraint Coefficients,Subgraph centrality,Degree Centrality,DNC Scores,HCC Value,Local-Global Centrality,Centrality Values,Semi local centrality,Volume Centrality,GIN Values,Extended Improved Gravity Index Values,Betweenness Centrality,Isolating Centrality,Leverage Centrality,PageRank Centrality,HVGc Index,Node H-Index,MDD Value,K-Shell Value,Global Relative Change in Avg Degree,P Value,I-GSM Values,Clustered Local Degree,LGC Scores,EHCC Value,Average Spreading Ability
1.0,0.8957708493480547,0.9999999999999999,1.0,0.4157303371165257,0.7918651529891729,0.7222222222222221,0.4782608695652173,0.5333333333333333,0.5273628837058106,0.6320346320346321,0.3722843983682917,0.5,0.8799999999520001,0.8722732982475568,0.4668141232377275,0.5,0.8235294117647056,1.0,0.9999999999999999,0.2222222222222222,0.5316216291681112,0.5,0.5292691375129893,0.401639344262295,0.37047898338220925
0.0,0.001028561516715376,0.0,0.0,0.0,0.032692212728366365,0.055555555555555525,0.08695652173913038,0.06666666666666665,0.19151296290958486,0.17748917748917747,0.0,0.0,0.0,0.022472927741331472,0.0,0.0,0.0,0.0,0.0,0.0,0.10017905947805827,0.0,0.013855213023900234,0.03005464475409836,0.2121212121212121
1.0,0.9944340431952292,0.9999999999999999,1.0,0.5842696628834743,0.8074980339986009,0.7222222222222221,0.8043478260869565,0.7333333333333333,0.5865461016018316,0.6103896103896104,0.3327847259665696,0.0,0.60000000024,0.8497018023048962,0.7731123929008039,1.0,0.8235294117647056,1.0,0.9999999999999999,0.2222222222222222,0.7747516149099535,1.0,0.8545202632490475,0.4999999999999999,0.4936461388074292
1.0,0.8947067670256921,0.9999999999999999,1.0,0.48314606742330507,0.8573515880157736,0.6666666666666666,0.4782608695652173,0.4666666666666667,0.6574357453323498,0.5974025974025974,0.45572745317497776,0.5,0.8799999999520001,0.8450626085838949,0.43845317235032805,0.5,0.8235294117647056,1.0,0.9999999999999999,0.3333333333333333,0.5756846367852043,0.5,0.5001731901627988,0.4535519126229507,0.6588465298142716
0.749999999625,0.46314442542352574,0.5000000000000001,0.5,0.35955056208559527,0.44779311560950524,0.38888888888888884,0.4565217391304347,0.4666666666666667,0.5741763554568913,0.4545454545454546,0.39104674130897804,0.0,0.360000000144,0.4093463630600156,0.24440132659803618,0.5,0.588235294117647,1.0,0.46428572518367306,0.2222222222222222,0.5385927794552,0.5,0.32871492899203325,0.3060109290163934,0.5796676441837731
1.0,0.9608139521416097,0.9999999999999999,1.0,0.730337078772882,0.9462401512877829,0.7222222222222221,0.7391304347826086,0.6666666666666666,0.8566795786712531,0.7402597402597403,0.9553982887549195,0.0,0.680000000672,0.7766117478541864,0.6823573501402873,0.5,0.6470588235294117,1.0,0.9999999999999999,0.5555555555555556,0.8283317462129022,0.8333333333333333,0.7384828541738829,0.6366120218032787,0.7223851417399805
0.0,0.0010109894239846984,0.0,0.0,0.0,0.05050221917359393,0.055555555555555525,0.06521739130434778,0.06666666666666665,0.2951943869519398,0.16883116883116883,0.0,0.0,0.0,0.01472745803452169,0.0,0.0,0.0,0.0,0.0,0.0,0.13400884651225364,0.0,0.012469691721510218,0.04644808737704917,0.28934506353861195
1.0,0.8957708493480547,0.9999999999999999,1.0,0.4157303371165257,0.7864948964663874,0.7222222222222221,0.4782608695652173,0.5333333333333333,0.516876825883257,0.6320346320346321,0.3722843983682917,0.5,0.8799999999520001,0.8722373017448174,0.4668141232377275,0.5,0.8235294117647056,1.0,0.9999999999999999,0.2222222222222222,0.5279672641725391,0.5,0.5292691375129893,0.401639344262295,0.5161290322580645
0.0,0.001028561516715376,0.0,0.0,0.0,0.03121806672263211,0.055555555555555525,0.08695652173913038,0.06666666666666665,0.18312459411313498,0.17748917748917747,0.0,0.0,0.0,0.02246332867393419,0.0,0.0,0.0,0.0,0.0,0.0,0.09754968891247728,0.0,0.013855213023900234,0.03005464475409836,0.19550342130987292
1.0,0.9944340431952292,0.9999999999999999,1.0,0.5842696628834743,0.8030755986660372,0.7222222222222221,0.8043478260869565,0.7333333333333333,0.5779692384135513,0.6103896103896104,0.3327847259665696,0.0,0.60000000024,0.8496888257878591,0.7731123929008039,1.0,0.8235294117647056,1.0,0.9999999999999999,0.2222222222222222,0.7720631597073274,1.0,0.8545202632490475,0.4999999999999999,0.5718475073313782
1.0,0.8947422921745705,0.9999999999999999,1.0,0.48314606742330507,0.8769870482974769,0.6666666666666666,0.5217391304347826,0.4666666666666667,0.6996416546611879,0.6147186147186147,0.5144832132139647,0.5,0.8799999999520001,0.8352040997261333,0.43845317235032805,0.5,0.8235294117647056,1.0,0.9999999999999999,0.3333333333333333,0.6015829195568915,0.5,0.508486317977139,0.4535519126229507,0.5004887585532747
0.0,0.0010113666646323072,0.0,0.0,0.0,0.05527520124174651,0.055555555555555525,0.06521739130434778,0.06666666666666665,0.32479961384907696,0.16883116883116883,0.0,0.0,0.0,0.01190124372805379,0.0,0.0,0.0,0.0,0.0,0.0,0.1485217870502472,0.0,0.012469691721510218,0.04644808737704917,0.3098729227761486
0.749999999625,0.46516663632413,0.5000000000000001,0.5,0.35955056208559527,0.46825769174170856,0.5,0.4565217391304347,0.6,0.6426731032830297,0.5238095238095238,0.4517774859348056,0.0,0.360000000144,0.3913575329970165,0.3308266225643257,0.5,0.588235294117647,1.0,0.46428572518367306,0.2222222222222222,0.5952186441177508,0.5,0.36924142708694146,0.3333333332786885,0.42717497556207223
1.0,0.8947422903131859,0.9999999999999999,1.0,0.48314606742330507,0.8684706727433076,0.6666666666666666,0.5217391304347826,0.4666666666666667,0.6826771468285349,0.6147186147186147,0.5144832132139647,0.5,0.8799999999520001,0.8350501591267622,0.43845317235032805,0.5,0.8235294117647056,1.0,0.9999999999999999,0.3333333333333333,0.5939195761001211,0.5,0.508486317977139,0.4535519126229507,0.4222873900293255
0.0,0.0010113666646323072,0.0,0.0,0.0,0.05305268392997281,0.055555555555555525,0.06521739130434778,0.06666666666666665,0.31195634645620784,0.16883116883116883,0.0,0.0,0.0,0.011858136805019792,0.0,0.0,0.0,0.0,0.0,0.0,0.1434744426021234,0.0,0.012469691721510218,0.04644808737704917,0.2883675464320626
0.749999999625,0.46516663632413,0.5000000000000001,0.5,0.35955056208559527,0.46381265711816116,0.5,0.4565217391304347,0.6,0.629686337076661,0.5238095238095238,0.4517774859348056,0.0,0.360000000144,0.3913059824498829,0.3308266225643257,0.5,0.588235294117647,1.0,0.46428572518367306,0.2222222222222222,0.5901149053970373,0.5,0.36924142708694146,0.3333333332786885,0.5718475073313782
1.0,0.8936787726108715,0.9999999999999999,1.0,0.4157303371165257,0.7109129543876991,0.6111111111111109,0.4782608695652173,0.4,0.3678063653540933,0.5627705627705628,0.15256747860943648,0.5,0.8799999999520001,0.8909014439752655,0.38173127049636724,0.5,0.8235294117647056,1.0,0.9999999999999999,0.2222222222222222,0.45326447767083,0.5,0.47523380671977833,0.3743169398360655,0.31378299120234604
0.0,0.0009937989151327375,0.0,0.0,0.0,0.01130193817350511,0.055555555555555525,0.04347826086956519,0.06666666666666665,0.07012302222853806,0.1601731601731602,0.0,0.0,0.0,0.02762113867514915,0.0,0.0,0.0,0.0,0.0,0.0,0.057053131542760704,0.0,0.011084170419120187,0.03005464475409836,0.07233626588465297
1.0,0.9293208543012306,0.9999999999999999,1.0,0.4719101121474561,0.7518963309903433,0.7222222222222221,0.5869565217391304,0.6,0.4601814414258951,0.6277056277056277,0.20737327140825124,0.5,0.80000000072,0.8784787397988799,0.5348804054466482,0.5,0.8235294117647056,1.0,0.9999999999999999,0.2222222222222222,0.5805757441530451,0.6666666666666665,0.6345687564946312,0.42896174868852455,0.5151515151515151
0.749999999625,0.46309117678928846,0.5000000000000001,0.5,0.35955056208559527,0.3681893722434026,0.38888888888888884,0.3913043478260869,0.4666666666666667,0.3451818633402357,0.4285714285714286,0.08986175133027731,0.0,0.360000000144,0.4228514509656973,0.24440132659803618,0.5,0.588235294117647,1.0,0.46428572518367306,0.2222222222222222,0.45346174548948814,0.5,0.3193626602009006,0.28961748639344254,0.3958944281524927
1.0,0.8936787726108715,0.9999999999999999,1.0,0.4157303371165257,0.7077582377999629,0.6111111111111109,0.4782608695652173,0.4,0.36174936646672773,0.5627705627705628,0.15256747860943648,0.5,0.8799999999520001,0.8908992219689235,0.38173127049636724,0.5,0.8235294117647056,1.0,0.9999999999999999,0.2222222222222222,0.45168040276514854,0.5,0.47523380671977833,0.3743169398360655,0.3851417399804496
0.0,0.0009937989151327375,0.0,0.0,0.0,0.010396009432339537,0.055555555555555525,0.04347826086956519,0.06666666666666665,0.06503915925072468,0.1601731601731602,0.0,0.0,0.0,0.027620160992358755,0.0,0.0,0.0,0.0,0.0,0.0,0.055824424164126585,0.0,0.011084170419120187,0.03005464475409836,0.15640273704789825
1.0,0.9293208543012306,0.9999999999999999,1.0,0.4719101121474561,0.7481886525990762,0.7222222222222221,0.5869565217391304,0.6,0.4530302493482006,0.6277056277056277,0.20737327140825124,0.5,0.80000000072,0.8784718071390932,0.5348804054466482,0.5,0.8235294117647056,1.0,0.9999999999999999,0.2222222222222222,0.5785372533034442,0.6666666666666665,0.6345687564946312,0.42896174868852455,0.41055718475073305
0.749999999625,0.46309117678928846,0.5000000000000001,0.5,0.35955056208559527,0.36637751476107133,0.38888888888888884,0.3913043478260869,0.4666666666666667,0.3400411981128677,0.4285714285714286,0.08986175133027731,0.0,0.360000000144,0.42284994000138476,0.24440132659803618,0.5,0.588235294117647,1.0,0.46428572518367306,0.2222222222222222,0.452219309786274,0.5,0.3193626602009006,0.28961748639344254,0.41544477028348
1.0,0.9685451933262736,0.9999999999999999,1.0,1.0,0.9194182198318888,0.8888888888888887,0.9347826086956521,0.8666666666666666,0.8401301200978872,0.922077922077922,0.15223831418937825,0.0,0.680000000672,0.6939136491005807,0.8638674360571295,0.5,1.0,1.0,0.9999999999999999,1.0,0.8557581581593036,0.8333333333333333,0.8791132663664705,0.8907103824590163,1.0
0.749999999625,0.46950268003699924,0.5000000000000001,0.5,0.8314606742330513,0.4932569909167012,0.6111111111111109,0.5869565217391304,0.7333333333333333,0.7478735811379391,0.645021645021645,0.08887426000361148,0.0,0.360000000144,0.31541548896627214,0.4172519184514535,0.5,0.588235294117647,1.0,0.46428572518367306,1.0,0.6662493757718292,0.5,0.428472462764115,0.6885245901639343,0.7898338220918866
1.0,0.9706573798440963,0.9999999999999999,1.0,1.0,0.997089339915517,1.0,0.9565217391304348,0.9999999999999999,0.9961506194164362,1.0,0.9586899271549753,0.0,0.680000000672,0.6715879070593408,0.9999999999999999,0.5,1.0,1.0,0.9999999999999999,1.0,0.9531403147101266,0.8333333333333333,0.9470038101835816,1.0,0.9960899315738023
1.0,0.9316724515082571,0.9999999999999999,1.0,0.5393258424542355,0.8087416527392517,0.7222222222222221,0.6739130434782609,0.6,0.5995359954270072,0.6623376623376623,0.07834101402981891,0.5,0.80000000072,0.7963915150288067,0.5348804054466482,0.5,1.0,1.0,0.9999999999999999,0.3333333333333333,0.6234179080343701,0.6666666666666665,0.6525805334257014,0.5601092896721311,0.7057673509286413
1.0,0.9673516479700919,0.9999999999999999,1.0,1.0,0.9025761747385554,0.8333333333333334,0.8695652173913042,0.7999999999999999,0.803004634323732,0.8614718614718615,0.14400921722248447,0.0,0.680000000672,0.6925562698664033,0.8184899144789667,0.5,0.8235294117647056,1.0,0.9999999999999999,1.0,0.8186947183018297,0.8333333333333333,0.8306200207828196,0.8770491803278688,0.7380254154447703
1.0,0.9694630483630782,0.9999999999999999,1.0,1.0,0.9802472948221834,0.9444444444444443,0.8913043478260869,0.9333333333333332,0.959025133642281,0.9393939393939394,0.9619815674885399,0.0,0.680000000672,0.6701591569814597,0.954622479213455,0.5,0.6470588235294117,1.0,0.9999999999999999,1.0,0.916076874852653,0.8333333333333333,0.8985105645999307,0.9863387978688523,0.8054740957966764
1.0,0.8959007001703687,0.9999999999999999,1.0,0.48314606742330507,0.7653467803750162,0.6111111111111109,0.5,0.4,0.4969989393368466,0.5714285714285714,0.06188281816252246,0.5,0.8799999999520001,0.7930382408180255,0.41009222146292856,0.5,0.8235294117647056,1.0,0.9999999999999999,0.3333333333333333,0.47136371642299546,0.5,0.47523380671977833,0.5054644808196721,0.8084066471163245
1.0,0.8959009061636172,0.9999999999999999,1.0,0.7528089886504228,0.934926916153425,0.7222222222222221,0.5869565217391304,0.5333333333333333,0.8274584480206444,0.6753246753246753,0.9499670835579942,0.5,0.8799999999520001,0.7997155476361274,0.4668141232377275,0.5,0.8235294117647056,1.0,0.9999999999999999,0.7777777777777777,0.6721623317780757,0.5,0.5500519570488397,0.6475409836065573,0.8611925708699901
0.0,0.0010299240503701679,0.0,0.0,0.0,0.07029895914237727,0.055555555555555525,0.08695652173913038,0.06666666666666665,0.41880467126374676,0.17748917748917747,0.0,0.0,0.0,0.0018668408482624965,0.0,0.0,0.0,0.0,0.0,0.0,0.18648293860280507,0.0,0.013855213023900234,0.11202185786885246,0.3910068426197458
0.749999999625,0.46518535999357447,0.5000000000000001,0.5,0.629213483312713,0.5242436041737997,0.5,0.4782608695652173,0.6,0.810518836057631,0.5324675324675324,0.9124423957431125,0.0,0.360000000144,0.3694065989855386,0.3308266225643257,0.5,0.588235294117647,1.0,0.46428572518367306,0.6666666666666665,0.6668791134551538,0.5,0.37235885001731905,0.5136612021311475,0.5913978494623655
1.0,1.0,0.9999999999999999,1.0,0.9887640447241508,1.0,0.8888888888888887,1.0,0.9333333333333332,1.0000000000000002,0.9047619047619047,1.0,0.0,0.60000000024,0.7149367621439092,0.9262615279302465,1.0,1.0,1.0,0.9999999999999999,0.8888888888888888,1.0,1.0,1.0,0.8688524590163933,0.9530791788856303
1.0,0.8947989173607884,0.9999999999999999,1.0,0.7528089886504228,0.9108492777040555,0.6666666666666666,0.5434782608695652,0.4666666666666667,0.7755269650327594,0.6233766233766234,0.9499670835579942,0.5,0.8799999999520001,0.7980171348685857,0.43845317235032805,0.5,0.8235294117647056,1.0,0.9999999999999999,0.7777777777777777,0.6263468572872349,0.5,0.512642881884309,0.6338797814754098,0.7126099706744868
0.0,0.001011957344067449,0.0,0.0,0.0,0.06502887052711559,0.055555555555555525,0.06521739130434778,0.06666666666666665,0.3867696370543625,0.16883116883116883,0.0,0.0,0.0,0.0013846654720568452,0.0,0.0,0.0,0.0,0.0,0.0,0.1653860235945831,0.0,0.012469691721510218,0.11202185786885246,0.30596285434995113
0.749999999625,0.4651670030169306,0.5000000000000001,0.5,0.629213483312713,0.5137034256009569,0.5,0.4565217391304347,0.6,0.7781258720290933,0.5238095238095238,0.9124423957431125,0.0,0.360000000144,0.36883003277992643,0.3308266225643257,0.5,0.588235294117647,1.0,0.46428572518367306,0.6666666666666665,0.6455464817584308,0.5,0.36924142708694146,0.5136612021311475,0.6177908113391983
1.0,0.9641552271578788,0.9999999999999999,1.0,0.9325842696932205,0.9566051276357646,0.7777777777777778,0.826086956521739,0.7333333333333333,0.8974629439098389,0.8095238095238095,0.9720210668322451,0.0,0.680000000672,0.7112443208850908,0.7731123929008039,0.5,0.8235294117647056,1.0,0.9999999999999999,0.8888888888888888,0.847945808388625,0.8333333333333333,0.7869760997575338,0.8142076503278688,0.7790811339198436
1.0,0.9305888159593025,0.9999999999999999,1.0,0.4719101121474561,0.7973978234590102,0.6666666666666666,0.6521739130434783,0.5333333333333333,0.5699202132652526,0.6190476190476191,0.0659150755409548,0.5,0.80000000072,0.8265711606863441,0.4668141232377275,0.5,1.0,1.0,0.9999999999999999,0.2222222222222222,0.5926071895439636,0.6666666666666665,0.6210599237963284,0.44808743163934417,0.6871945259042032
0.0,0.0020418782921294287,0.0,0.0,0.0,0.03445740850048307,0.1111111111111111,0.06521739130434778,0.1333333333333333,0.2188221884426491,0.20346320346320346,0.0,0.0,0.0,0.00940806373211922,0.008736598621504742,0.0,0.0,0.0,0.0,0.0,0.10826274604392783,0.0,0.02216834083824039,0.04371584704918033,0.31378299120234604
1.0,0.9326998341479487,0.9999999999999999,1.0,0.5393258424542355,0.8655986030019278,0.7777777777777778,0.6739130434782609,0.6666666666666666,0.7069151470476467,0.696969696969697,0.1119980247427884,0.5,0.80000000072,0.8042532401074277,0.5689135465115276,0.5,1.0,1.0,0.9999999999999999,0.3333333333333333,0.678204715649866,0.6666666666666665,0.6841011430550745,0.5573770491803278,0.7565982404692082
0.749999999625,0.44439882576427725,0.5000000000000001,0.5,0.37078651668728696,0.32805383953282435,0.38888888888888884,0.34782608695652173,0.4,0.22969390512418864,0.4545454545454546,0.007899934480344428,0.0,0.480000000192,0.37323671575730466,0.24440132659803618,0.5,0.588235294117647,1.0,0.46428572518367306,0.3333333333333333,0.31650557633815835,0.33333333333333326,0.2438517492206443,0.3114754098360656,0.3743890518084066
0.749999999625,0.4443992141732336,0.5000000000000001,0.5,0.37078651668728696,0.3414545935652286,0.38888888888888884,0.34782608695652173,0.4,0.26882170490655755,0.4545454545454546,0.03505595853146257,0.0,0.480000000192,0.37165846909273614,0.24440132659803618,0.5,0.588235294117647,1.0,0.46428572518367306,0.3333333333333333,0.33041406582515975,0.33333333333333326,0.2438517492206443,0.3114754098360656,0.3636363636363637
0.749999999625,0.41082694023307975,0.5000000000000001,0.5,0.24719101134957705,0.29407693442964183,0.2777777777777778,0.21739130434782605,0.19999999999999996,0.11546864071129392,0.37662337662337664,0.0004937466300873596,0.0,0.60000000024,0.38668100956947027,0.14837322004798728,0.5,0.588235294117647,1.0,0.46428572518367306,0.2222222222222222,0.16155995391498845,0.16666666666666663,0.13716660893661242,0.24043715852459016,0.21309872922776146
