Clustering Coefficient,Constraint Coefficients,Degree Centrality,Global Relative Change in Avg Degree,Isolating Centrality,DNC Scores,K-Shell Value,DIL Centrality,Density Centrality,Node H-Index,Subgraph centrality,Local Gravity Model Centrality,H Values,Global Relative Change in Avg Clustering,HVGc Index,MCGM Values,Laplacian Centrality,LGC Scores,Gravity Model Centrality,MDD Value,Coreness Centrality,Local-Global Centrality,GGC Values,Gravity Index Centrality,Extended Degree,Average Spreading Ability
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07885514019612794,0.13571428567387755,0.5,0.14559658203094394,0.1204819277108434,0.0002893875890329708,0.0,0.08631390935358736,0.07738917608986513,0.20689655172413796,0.079355200099583,0.18895503336020106,0.35714285714285715,0.3333333333333333,0.25123141195857607,0.15064935064935064,0.3873873873873874,0.26190476190476186,0.7048164043872197
0.0,0.83333333375,0.49999998450000016,0.46581196309785244,0.0,0.4411764706206747,1.0,0.24766355144248403,0.3285714285444898,0.5,0.2908824417553803,0.26506024096385544,0.0007899872908959254,0.0,0.19911123714322324,0.13610926957831473,0.3793103448275862,0.15976846953382712,0.35283794410728514,0.49999999999999994,0.5555555555555556,0.44603994104831807,0.3090909090909091,0.5675675675675675,0.4285714285714286,0.6633285646161181
0.0,0.83333333375,0.49999998450000016,0.46581196309785244,0.0,0.4411764706206747,1.0,0.24766355144248403,0.3285714285444898,0.5,0.29088256651523964,0.26506024096385544,0.0007268688550054516,0.0,0.19911123714322324,0.13607248389096754,0.3793103448275862,0.15976846953382712,0.35756688210604587,0.49999999999999994,0.5555555555555556,0.4517500657438475,0.3090909090909091,0.5675675675675675,0.4285714285714286,0.680495946590367
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.1253772233178177,0.07228915662650603,0.00010179159814666972,0.0,0.03905440903147092,0.05279483024218373,0.13793103448275862,0.03429389431754529,0.14858575339811006,0.35714285714285715,0.3333333333333333,0.23955334386137223,0.08831168831168831,0.3153153153153153,0.16666666666666666,0.5121602288984262
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07593457945980543,0.12142857139714286,0.5,0.1351735195786805,0.0963855421686747,0.0007018474139627197,0.0,0.06053600007731918,0.06542335530228884,0.1724137931034483,0.053463621086699456,0.16342966743422851,0.35714285714285715,0.3333333333333333,0.23869603053640387,0.11948051948051946,0.35135135135135137,0.21428571428571427,0.6466380543633762
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07593457945980543,0.12142857139714286,0.5,0.13517889022807,0.0963855421686747,0.00018177674715841454,0.0,0.06053600007731918,0.06507923136946141,0.1724137931034483,0.05396153606771645,0.17564205394662466,0.35714285714285715,0.3333333333333333,0.2566022614333357,0.11948051948051946,0.35135135135135137,0.21428571428571427,0.7610872675250356
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07593457945980543,0.12142857139714286,0.5,0.13517352048404957,0.0963855421686747,0.0005743712339823016,0.0,0.06053600007731918,0.06533896655432583,0.1724137931034483,0.053463621086699456,0.164736667961119,0.35714285714285715,0.3333333333333333,0.24047140442851545,0.11948051948051946,0.35135135135135137,0.21428571428571427,0.45588936576061034
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07593457945980543,0.12142857139714286,0.5,0.13518952270148538,0.0963855421686747,0.0001701309539082022,0.0,0.06053600007731918,0.06507133003128472,0.1724137931034483,0.054957366029750425,0.18184550817976802,0.35714285714285715,0.3333333333333333,0.26268393882322294,0.11948051948051946,0.35135135135135137,0.21428571428571427,0.6175488793514544
0.0,1.0,0.9999999999999999,1.0,1.0,0.8823529412413496,1.0,0.8130841122445192,0.9285714281673468,1.0,0.6515123096905524,0.6987951807228916,0.33747661595591516,0.0,0.465844488050132,0.47928449402431555,0.8275862068965517,0.5302794547830958,0.731708063709213,0.8928571428571428,0.8888888888888888,0.7228645439394589,0.757812990025974,0.8018018018018018,0.7619047619047619,0.797806390081068
0.0,0.83333333375,0.49999998450000016,0.46581196309785244,0.6000000000000001,0.4411764706206747,1.0,0.21028037385634113,0.3285714285444898,0.5,0.294585969688048,0.26506024096385544,0.11346673533995148,0.0,0.164851610412869,0.2179858512652928,0.3793103448275862,0.19897927428891518,0.33971875571772964,0.49999999999999994,0.4444444444444445,0.367750438147069,0.31583993693506496,0.4774774774774775,0.4285714285714286,0.6852646638054363
0.0,0.83333333375,0.49999998450000016,0.46581196309785244,0.6000000000000001,0.4411764706206747,1.0,0.21028037385634113,0.3285714285444898,0.5,0.29519710522548376,0.26506024096385544,0.1255507344168649,0.0,0.17373373588771426,0.23097528989971428,0.3793103448275862,0.209435488890272,0.3486733680118679,0.49999999999999994,0.4444444444444445,0.37055970034866675,0.3196228589090909,0.4774774774774775,0.4285714285714286,0.7358130662851691
0.0,0.83333333375,0.49999998450000016,0.46581196309785244,0.6000000000000001,0.4411764706206747,1.0,0.21028037385634113,0.3285714285444898,0.5,0.294585969688048,0.26506024096385544,0.11346667557368748,0.0,0.164851610412869,0.21798579952690597,0.3793103448275862,0.19897927428891518,0.3380056399590703,0.49999999999999994,0.4444444444444445,0.3628516641338701,0.31583993693506496,0.4774774774774775,0.4285714285714286,0.6905102527420123
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2647058823724049,1.0,0.09112149533774784,0.19285714278081637,0.5,0.2029503875001668,0.21686746987951808,0.1668672185837792,0.18477457552067972,0.23238872844410524,0.3187265250995447,0.3448275862068966,0.29681956805875404,0.2908839424265201,0.35714285714285715,0.3333333333333333,0.25273672832304866,0.25709221631168827,0.5135135135135135,0.45238095238095244,0.7348593228421553
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021428571370204083,0.0,0.03044790026434213,0.03614457831325301,0.022753473757572275,0.0,0.02540702500214498,0.047540164085456256,0.10344827586206896,0.055081844775004676,0.06460742862340596,0.0,0.1111111111111111,0.05750594377108441,0.05454545454545454,0.0990990990990991,0.14285714285714288,0.4730567477348593
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.257352941268923,1.0,0.08469626170381965,0.14999999995061225,0.5,0.16382557572637613,0.14457831325301207,0.12165619335324039,0.2309682188967846,0.15398092116837428,0.20904168983028923,0.24137931034482762,0.15354453227111473,0.2286051575651547,0.35714285714285715,0.3333333333333333,0.23525244852986998,0.17229974763636363,0.40540540540540543,0.30952380952380953,0.6824034334763948
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857093469394,0.0,0.010155132415376966,0.012048192771084341,0.013770353640047136,0.0,0.009771932695720858,0.023412934786061927,0.034482758620689655,0.017364784962967575,0.042703466807391996,0.0,0.1111111111111111,0.05034244806108698,0.023376623376623377,0.06306306306306307,0.047619047619047616,0.5593705293276108
0.833333335,0.86875,0.7500000077499999,0.7329059815489263,0.0,0.7500000000551472,1.0,0.38301068100268815,0.6214285713522449,0.5,0.6693778618000283,0.6506024096385543,0.620403925780321,0.3070953433096461,0.7088072385650105,0.678895065843058,0.7241379310344828,0.6230783593701376,0.6970052773140063,0.857142857142857,0.7777777777777777,0.6326104342732951,0.41086014057142856,0.7837837837837838,0.7857142857142857,0.8836432999523127
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.125066362127693,0.07228915662650603,9.065953002749355e-10,0.0,0.03475809081875955,0.051203426129243224,0.13793103448275862,0.029065787016866875,0.09570165185874564,0.35714285714285715,0.3333333333333333,0.1421362266194508,0.08311688311688312,0.3153153153153153,0.16666666666666666,0.21697663328564612
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.12475582089500153,0.07228915662650603,1.7168069776329906e-09,0.0,0.03046177260604819,0.049674966081787605,0.13793103448275862,0.025144706541358065,0.08990367070185518,0.35714285714285715,0.3333333333333333,0.1403752684856806,0.07792207792207792,0.3153153153153153,0.16666666666666666,0.19599427753934193
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07593457945980543,0.12142857139714286,0.5,0.1354787602375494,0.0963855421686747,8.203130177510907e-10,0.0,0.05516560231142997,0.06343110983328963,0.1724137931034483,0.04898238625754653,0.1175372038581928,0.35714285714285715,0.3333333333333333,0.1484665061993813,0.11428571428571427,0.35135135135135137,0.21428571428571427,0.19742489270386263
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.124750581343055,0.07228915662650603,4.031697484370291e-09,0.0,0.03046177260604819,0.04967496734276748,0.13793103448275862,0.024709030932968196,0.08783472754455016,0.35714285714285715,0.3333333333333333,0.14087092399067597,0.07792207792207792,0.3153153153153153,0.16666666666666666,0.12827849308536002
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.12475052502909817,0.07228915662650603,1.0008323883582956e-08,0.0,0.03046177260604819,0.04967497055253447,0.13793103448275862,0.024709030932968196,0.08738461011387133,0.35714285714285715,0.3333333333333333,0.14295742510377585,0.07792207792207792,0.3153153153153153,0.16666666666666666,0.11683357176919407
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07593457945980543,0.12142857139714286,0.5,0.13582303316824534,0.0963855421686747,1.6225248123181264e-05,0.0,0.06053600007731918,0.0649691453416723,0.1724137931034483,0.05445945104873344,0.16068397609162824,0.35714285714285715,0.3333333333333333,0.23321747620836136,0.11948051948051946,0.35135135135135137,0.21428571428571427,0.5259895088221268
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.1250719562221717,0.07228915662650603,6.397485699123817e-06,0.0,0.03475809081875955,0.05120691808823942,0.13793103448275862,0.029501462625256738,0.12354388634618654,0.35714285714285715,0.3333333333333333,0.20681664686403212,0.08311688311688312,0.3153153153153153,0.16666666666666666,0.46447305674773476
0.0,0.83333333375,0.49999998450000016,0.46581196309785244,0.0,0.4411764706206747,1.0,0.2570093458127347,0.3071428570844898,0.5,0.3134719020859534,0.26506024096385544,6.188604247939147e-05,0.0,0.22956423857899966,0.13186072723593692,0.3793103448275862,0.17283873778552314,0.35537934311361596,0.6071428571428572,0.5555555555555556,0.44328350632042374,0.3090909090909091,0.5315315315315315,0.4285714285714286,0.7405817835002383
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.12475587974399188,0.07228915662650603,2.5253052151268772e-06,0.0,0.03046177260604819,0.04967633076771626,0.13793103448275862,0.025144706541358065,0.10872630194767122,0.35714285714285715,0.3333333333333333,0.1889397323938864,0.07792207792207792,0.3153153153153153,0.16666666666666666,0.3080591320934668
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.1247505817052027,0.07228915662650603,1.0016863725106903e-06,0.0,0.03046177260604819,0.04967550516979459,0.13793103448275862,0.024709030932968196,0.10042483111406195,0.35714285714285715,0.3333333333333333,0.17568977016190296,0.07792207792207792,0.3153153153153153,0.16666666666666666,0.28993800667620406
0.0,0.83333333375,0.49999998450000016,0.46581196309785244,0.0,0.4411764706206747,1.0,0.2803738318084549,0.3285714285444898,1.0,0.32492421110605824,0.3012048192771084,7.992282752952243e-05,0.0,0.29300799189485777,0.1490674257855148,0.4137931034482759,0.22200784216095104,0.41085733082580145,0.39285714285714285,0.5555555555555556,0.48009455986892974,0.36363636363636365,0.5675675675675675,0.4761904761904763,0.8664759179780638
0.0,0.83333333375,0.49999998450000016,0.46581196309785244,0.0,0.4411764706206747,1.0,0.2570093458127347,0.3071428570844898,0.5,0.3134719020859534,0.26506024096385544,6.188604247939147e-05,0.0,0.22956423857899966,0.13186072723593692,0.3793103448275862,0.17283873778552314,0.3553045014453256,0.6071428571428572,0.5555555555555556,0.44305156066346857,0.3090909090909091,0.5315315315315315,0.4285714285714286,0.7134000953743442
0.0,0.83333333375,0.49999998450000016,0.46581196309785244,0.0,0.4411764706206747,1.0,0.2803738318084549,0.37142857137469387,0.5,0.31667158162267234,0.3373493975903614,0.00011258656391336031,0.0,0.32599874342076796,0.17392922665155675,0.4482758620689655,0.2949523868799403,0.47698210798473806,0.6071428571428572,0.5555555555555556,0.523200531959796,0.43376623376623374,0.6396396396396397,0.5238095238095238,0.9456366237482117
0.0,0.83333333375,0.49999998450000016,0.46581196309785244,0.0,0.4411764706206747,1.0,0.2803738318084549,0.3285714285444898,1.0,0.32492421056283666,0.3012048192771084,7.801051752636591e-05,0.0,0.29300799189485777,0.14906624474411131,0.4137931034482759,0.22200784216095104,0.4088957906028908,0.39285714285714285,0.5555555555555556,0.4770734351555522,0.36363636363636365,0.5675675675675675,0.4761904761904763,0.8860276585598472
0.0,0.83333333375,0.49999998450000016,0.46581196309785244,0.0,0.4411764706206747,1.0,0.2803738318084549,0.37142857137469387,0.5,0.31667151335784355,0.3373493975903614,0.0001062955332944144,0.0,0.32599874342076796,0.17392518024352588,0.4482758620689655,0.2949523868799403,0.47387315056760637,0.6071428571428572,0.5555555555555556,0.5192643135295225,0.43376623376623374,0.6396396396396397,0.5238095238095238,0.8335717691940866
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07593457945980543,0.12142857139714286,0.5,0.13582303316824534,0.0963855421686747,1.6225248123181264e-05,0.0,0.06053600007731918,0.0649691453416723,0.1724137931034483,0.05445945104873344,0.16062304353546655,0.35714285714285715,0.3333333333333333,0.23304117011681313,0.11948051948051946,0.35135135135135137,0.21428571428571427,0.608488316642823
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07593457945980543,0.12142857139714286,0.5,0.13588014040948265,0.0963855421686747,4.704043921509365e-05,0.0,0.0712767956090976,0.06804616526490753,0.1724137931034483,0.06591149561212423,0.19992809843738896,0.35714285714285715,0.3333333333333333,0.2780249269212263,0.12987012987012986,0.35135135135135137,0.21428571428571427,0.5903671912255603
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.12506118070044148,0.07228915662650603,0.0017860000772191942,0.0,0.03475809081875955,0.05230965405460504,0.13793103448275862,0.029501462625256738,0.13164997602261314,0.35714285714285715,0.3333333333333333,0.2187069830693657,0.08311688311688312,0.3153153153153153,0.16666666666666666,0.4706723891273247
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.12475595887324953,0.07228915662650603,0.005184513347731517,0.0,0.03046177260604819,0.052884744298314745,0.13793103448275862,0.025144706541358065,0.12440208394932492,0.35714285714285715,0.3333333333333333,0.20973406336351663,0.07792207792207792,0.3153153153153153,0.16666666666666666,0.440629470672389
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2647058823724049,1.0,0.0864485981526225,0.16428571422734695,0.5,0.18001380323166105,0.16867469879518074,0.1505859728383508,0.18477457552067972,0.16794395534197762,0.2616356142993027,0.27586206896551724,0.20302483350967823,0.252610429273636,0.35714285714285715,0.3333333333333333,0.24179117432672914,0.19475455397402594,0.44144144144144143,0.3571428571428572,0.7024320457796851
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007142857093469394,0.0,0.010164024407270655,0.012048192771084341,0.015236870868089041,0.0,0.009771932695720858,0.02472713570368197,0.034482758620689655,0.01761374245347607,0.043925491955254886,0.0,0.1111111111111111,0.05066658144801485,0.023376623376623377,0.06306306306306307,0.047619047619047616,0.4310920362422508
1.0,0.8935,0.9999999999999999,1.0,0.0,1.0,1.0,0.5597463284532413,0.9642857145326531,1.0,0.9981064732592271,1.0,0.989716239921696,0.9999999999999999,0.965382456149612,0.9815933489787717,1.0,0.9621584614427088,0.9892384898053883,1.0,1.0,0.8473387492886904,0.5776222135064935,0.9639639639639639,1.0,0.8364329995231281
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,0.0,0.07009345795211372,0.10714285712040819,0.5,0.12446077505413428,0.07228915662650603,4.1415495611445523e-10,0.0,0.02616545439333682,0.02178056197158903,0.13793103448275862,0.02122362606584926,0.06589751692634957,0.24999999999999994,0.1111111111111111,0.09637520921573768,0.07272727272727272,0.04504504504504504,0.16666666666666666,0.09203624225083448
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,0.0,0.07009345795211372,0.10714285712040819,0.5,0.12474550892224096,0.07228915662650603,1.0812643112378409e-09,0.0,0.03046177260604819,0.022926907857386873,0.13793103448275862,0.02427335532457833,0.07256040295935175,0.24999999999999994,0.1111111111111111,0.10595293175845734,0.07792207792207792,0.04504504504504504,0.16666666666666666,0.09871244635193133
0.0,0.625,0.2499999922500001,0.1987179446467786,0.4,0.2205882353103374,0.0,0.052570093464085296,0.09285714284367347,0.0,0.11556490872394948,0.04819277108433736,1.4352321141771262e-10,0.0,0.015424658861558404,0.014902489637299872,0.10344827586206896,0.011763241426526419,0.045374225058308904,0.24999999999999994,0.1111111111111111,0.08324575681686995,0.04675324675324675,0.03603603603603604,0.11904761904761904,0.049117787315212186
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,0.0,0.07009345795211372,0.10714285712040819,0.5,0.1247504699826581,0.07228915662650603,2.7479854760886974e-09,0.0,0.03046177260604819,0.022926909233001294,0.13793103448275862,0.024709030932968196,0.07646679682261194,0.24999999999999994,0.1111111111111111,0.11433396645204001,0.07792207792207792,0.04504504504504504,0.16666666666666666,0.1254172627563185
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,0.0,0.07009345795211372,0.10714285712040819,0.5,0.12475052412372911,0.07228915662650603,6.935832847367995e-09,0.0,0.03046177260604819,0.022926912595614322,0.13793103448275862,0.024709030932968196,0.07951424535984686,0.24999999999999994,0.1111111111111111,0.12234439312320845,0.07792207792207792,0.04504504504504504,0.16666666666666666,0.19170243204577966
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,0.0,0.07009345795211372,0.10714285712040819,0.5,0.12507316217378783,0.07228915662650603,4.44035099797319e-06,0.0,0.03475809081875955,0.025223282301633634,0.13793103448275862,0.029501462625256738,0.12475417352194065,0.24999999999999994,0.1111111111111111,0.2061740261977107,0.08311688311688312,0.05405405405405406,0.16666666666666666,0.37386742966142106
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,0.0,0.07009345795211372,0.10714285712040819,0.5,0.1247558902462732,0.07228915662650603,1.7550780101579208e-06,0.0,0.03046177260604819,0.022928328637814695,0.13793103448275862,0.025144706541358065,0.10876735929786,0.24999999999999994,0.1111111111111111,0.18651957637446037,0.07792207792207792,0.04504504504504504,0.16666666666666666,0.3991416309012875
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,0.0,0.07009345795211372,0.10714285712040819,0.5,0.1247505817052027,0.07228915662650603,6.965417148044098e-07,0.0,0.03046177260604819,0.022927469719454828,0.13793103448275862,0.024709030932968196,0.09956138336726225,0.24999999999999994,0.1111111111111111,0.17134819654720135,0.07792207792207792,0.04504504504504504,0.16666666666666666,0.2560801144492131
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.08060747664493077,0.14999999995061225,0.5,0.15762172947635122,0.14457831325301207,6.46489695214782e-05,0.0,0.11638813682485835,0.0925169676781882,0.24137931034482762,0.1292711769465364,0.24721793325558822,0.35714285714285715,0.3333333333333333,0.29695131839999495,0.1922077922077922,0.42342342342342343,0.30952380952380953,0.8178350023843586
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.12506118033829383,0.07228915662650603,0.0014077486519750515,0.0,0.03475809081875955,0.05207464473651642,0.13793103448275862,0.029501462625256738,0.13177352666505032,0.35714285714285715,0.3333333333333333,0.2191709904521839,0.08311688311688312,0.3153153153153153,0.16666666666666666,0.4291845493562231
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.2205882353103374,1.0,0.07009345795211372,0.10714285712040819,0.5,0.12475589078949462,0.07228915662650603,0.004065213912355842,0.0,0.03046177260604819,0.0521857766133806,0.13793103448275862,0.025144706541358065,0.12324133672612633,0.35714285714285715,0.3333333333333333,0.20883516641786853,0.07792207792207792,0.3153153153153153,0.16666666666666666,0.4706723891273247
0.0,0.625,0.2499999922500001,0.1987179446467786,0.0,0.257352941268923,1.0,0.08469626170381965,0.14999999995061225,0.5,0.16382557572637613,0.14457831325301207,0.12165605067180736,0.2309682188967846,0.15398092116837428,0.20904153625822375,0.24137931034482762,0.15354453227111473,0.22710574556454632,0.35714285714285715,0.3333333333333333,0.23141978226529136,0.17229974763636363,0.40540540540540543,0.30952380952380953,0.6938483547925607
