Node,Degree Centrality,Betweenness Centrality,Leverage Centrality,Isolating Centrality,GSM,H-GSM_1,Local-Global Centrality,PageRank Centrality,Coreness Centrality,Extended Coreness,Global Relative Change in Avg Degree,Global Relative Change in Avg Clustering,Clustering Coefficient,Clustered Local Degree,DIL Centrality,I-GSM Values,Gravity Index Centrality,Gravity Model Centrality,Local Gravity Model Centrality,Laplacian Centrality,Closeness Centrality,Semi local centrality,Eccentricity Centrality,Density Centrality,MDD Value,EHCC Value,HCC Value,P Value,Extended Degree,Eigenvector Centrality,CLC Values,Centrality Values,Constraint Coefficients,HVGc Index,PE Values,H Values,Volume Centrality,GIN Values,LGC Scores,DNC Scores,EIGSM Values,Societal Capital Scores,Improved Gravity Index Values,Extended Improved Gravity Index Values,Node H-Index,MCGM Values,GGC Values,Subgraph centrality,Second order centrality,K-Shell Value
11,0.004397537,0.013865696,0.076262626,0,219.7163478,132.8558964,1.00700247,0.001273431,10,43,0.002552864,0.002166758,0.2,26.4,23.80952381,77.74541969,30.5,387.0229052,110,74,8.01E-05,284,0.045454545,12.32954545,4.1,6.455961844,1.111923688,127,11.8,1.20E-05,232.5195339,55.75909091,-0.272988889,1258.100357,0.046155569,0.000119934,65,366.4702525,34151,5.8,363.2154885,27,65.5,276,4,1.162780818,81.90937029,8.265752318,-6968.938042,2
12,0.00351803,0.059252895,0.072222222,4,219.0506008,132.2692335,0.802629928,0.00115753,7,31,0.00186639,0.002571877,0,16,19.26785714,74.34447691,25.5,296.3344774,64,52,7.94E-05,226,0.045454545,8.909090909,3.4,3.985532591,0.9290938,112,8.8,1.71E-05,226,38.17909091,-0.25,654.1926578,0.033929056,0.000119435,60,364.2445333,19084,4.266666667,276.4404987,20,54,182.25,3,0.8254542,89.54652552,4.687303208,-7011.223452,2
13,0.00351803,0.011788515,0.005555556,0,221.6112139,133.7809143,0.811985213,0.001034444,8,34,0.00186639,0.013674874,0.333333333,22.66666667,10.77678571,71.33156946,24,284.325134,68,54,8.41E-05,217,0.047619048,7.636363636,3.4,5.071860095,1.019077901,125,9.2,5.94E-06,155.4872944,38.4474026,-0.413263889,615.1835615,0.029522165,4.75E-05,44,368.1460061,17334,5.466666667,280.3930669,21,47.5,197.5,3,0.742272376,34.39930401,6.555970898,-7215.536908,2
14,0.004397537,0.00368669,0.167532468,0,213.4274384,129.0816376,0.976417864,0.001297191,10,38,0.002552864,0.014690296,0.2,22.8,18.22222222,70.85130951,28,352.7034744,95,68,7.91E-05,259,0.045454545,11.13636364,4.1,6.149761526,1.071383148,127,10.6,1.01E-05,212.051265,48.76818182,-0.313155556,969.4865633,0.03696359,0.000100772,54,354.3574648,26860,6.8,340.0480887,24,55.5,250,3,1.011358911,62.65503062,7.789112688,-7296.728494,2
15,0.002638522,0.138254367,-0.283333333,0,218.8575971,132.3604068,0.604465472,0.000841711,6,34,0.001179915,0.002264174,0,20,11.05128205,78.20863316,25,234.0081923,60,52,7.99E-05,314,0.045454545,6.681818182,3,4.687758347,1.204928458,152,9.8,1.73E-05,314,39.18909091,-0.333333333,716.5313106,0.033045156,0.000103756,67,368.3068888,26780,3.215151515,234.1094917,23,63.5,189.5,3,0.765758985,81.07236524,4.510990577,-7520.316574,2
16,0.000879507,0,-0.6,0,188.9356534,113.8091428,0.173085253,0.000377805,2,7,0.000193033,0.000879507,0,4,1,46.74617126,3.5,46.70511182,4,10,7.28E-05,52,0.043478261,0.556818182,1,1.049602544,0.120508744,9,2.2,3.55E-06,52,11.62,-1,22.07276647,0.010941825,7.09E-06,19,311.4596345,1030,1,74.34447691,5,7.75,54,1,0.077867955,7.150660036,1.71436979,-9649.423107,1
17,0.00351803,0.047484651,0.116666667,0,210.1486308,126.2535833,0.765716735,0.001132174,8,28,0.00186639,0.001217981,0,14,18.625,70.46258816,26,280.861405,56,48,7.44E-05,193,0.043478261,8.272727273,3.4,3.911446741,0.825596184,99,8,6.02E-05,193,43.28454545,-0.25,599.676603,0.038787949,0.000481387,60,347.8587152,17616,4.066666667,263.2454071,18,51,199,2,0.799986366,90.37787507,4.52386859,-7865.226831,2
18,0.005277045,0.067143581,0.311976912,6,233.4225646,141.8340549,1.282362054,0.001748084,11,37,0.003239338,0.002505232,0.066666667,21.33333333,37.43849206,81.4863196,32.5,486.3469266,120,82,8.49E-05,271,0.047619048,17.18181818,4.2,5.280922099,0.998410175,110,11.6,6.35E-06,253.5223929,55.22142857,-0.194513889,1188.750971,0.052035856,6.99E-05,56,385.9689622,30463,6.266666667,412.8801474,26,58,250.75,3,1.25268076,138.2131073,7.636969985,-6097.997516,2
19,0.001759015,0,-0.416666667,0,194.854566,117.6833463,0.357661917,0.000568322,4,20,0.000493441,0.008936238,1,20,2,52.46059459,13,104.7369554,20,26,7.68E-05,116,0.045454545,2.068181818,2,3.006677266,0.868044515,120,5.2,2.75E-06,42.67401518,20.02,-0.730902778,168.5159454,0.014708737,1.10E-05,30,322.7724203,5304,2.6,139.8110689,12,30,103,2,0.297594814,2.441305484,3.555763509,-8336.570233,2
20,0.00351803,0.162062467,0.107142857,0,243.7899816,147.1753378,0.89386601,0.001072876,8,26,0.00186639,0.004264247,0,13,19.3,81.70755315,25,325.6834411,52,46,9.14E-05,182,0.05,7.954545455,3.1,4.681558029,0.953259141,123,7.6,6.47E-06,182,38.08597403,-0.25,556.8425599,0.034195326,5.17E-05,54,405.4135575,14628,4.333333333,308.0762078,17,46.5,187,3,0.742284544,74.97128051,4.531418765,-6388.459598,2
21,0.002638522,0.001056658,-0.216666667,0,203.0922093,122.9026805,0.560113535,0.000868077,6,32,0.001179915,0.012967156,0.333333333,25.33333333,7.051282051,69.58864233,23,208.2163022,57,50,7.42E-05,289,0.043478261,6.204545455,2.7,4.413195548,1.191414944,152,9.4,1.66E-05,207.0775488,33.16909091,-0.521111111,496.4672413,0.02615397,9.95E-05,57,340.6725418,23400,4.215151515,208.4778528,22,57,165.5,2,0.69221269,35.26607618,4.775494228,-8024.065188,2
22,0.001759015,0,-0.314285714,0,191.8588702,116.0509185,0.352361019,0.000598381,4,16,0.000493441,0.012997926,1,16,2,52.74849928,12,105.3117537,16,22,7.33E-05,108,0.043478261,1.909090909,2,2.980286169,0.717488076,99,4.4,5.54E-06,39.73097965,22.81909091,-0.804444444,128.8328768,0.016892589,2.22E-05,34,318.6274667,4829,2.533333333,140.4399518,10,29,112.5,2,0.283773452,2.779834216,3.14408657,-8665.667662,2
23,0.002638522,0.134542986,-0.130952381,0,224.9881754,135.8474193,0.619547645,0.000818911,6,24,0.001179915,0.002233403,0,12,10.06666667,71.48602801,20,213.8934734,36,36,8.49E-05,167,0.047619048,4.772727273,3,4.167567568,0.93799682,125,6.6,7.05E-06,167,33.88194805,-0.333333333,429.9187863,0.029685204,4.23E-05,50,374.9163825,11160,3.2,230.7674958,15,43,165.5,3,0.545047522,52.33821518,3.856991988,-7338.557779,2
24,0.01055409,0.151159573,0.702045177,72,220.0532687,135.7762588,2.41091408,0.003694788,18,53,0.007358184,0.0027565,0.015151515,27.40909091,113.2438187,84.87804396,48.5,1007.852676,324,210,7.49E-05,504,0.043478261,58.22727273,8.4,15.32098569,1.43290938,154,18,6.41E-05,496.4211965,142.1888312,-0.092640818,3429.141413,0.124261594,0.001154394,81,361.8576444,147630,12.9,778.2102679,39,81,509.5,3,3.137945557,382.8102048,18.84924339,-7523.027131,2
25,0.004397537,0.003505642,-0.054545455,0,168.2820003,98.88307551,0.74578231,0.00113461,18,93,0.002552864,0.010290134,0.7,47.6,9.066666667,58.70046851,85,292.215618,140,86,5.90E-05,307,0.038461538,10.73863636,4.7,8.366931638,1.445945946,170,14.2,0.000860338,152.4516883,44.45,-0.455333333,2166.551954,0.028517023,0.015486087,48,273.9498964,44892,7.4,290.9995314,33,132,602,5,1.699843477,17.97693146,18.23049231,-10054.07708,4
26,0.005277045,0.00164926,0.096969697,0,175.2929686,102.5578922,0.925497204,0.001289231,22,104,0.003239338,0.014013348,0.6,48,9.097222222,61.73153852,96,368.4415271,180,102,6.08E-05,339,0.038461538,13.36363636,4.8,9.914149444,1.486486486,170,15.6,0.000984411,186.0471446,54.93,-0.425462963,2842.58225,0.033944782,0.021657044,46,283.186421,55692,9.233333333,354.7409246,36,136,713,4,2.019539616,24.08857203,23.06362673,-9831.255141,4
27,0.004397537,0.0052724,0.4,15,150.7927028,89.32775914,0.670014322,0.001507009,11,42,0.002552864,0.005956617,0.1,14.3,11,39.00630529,28,194.1765014,65,56,5.53E-05,134,0.037037037,9.147727273,4.1,4.384260731,1.002066773,129,8.2,0.000410569,121.248214,30.91,-0.2352,561.1930534,0.02302773,0.004516264,31,241.2931028,15960,6.4,197.7034617,18,35,288,2,0.766707779,28.75322113,7.579009071,-10921.3623,2
28,0.004397537,0.003505642,-0.054545455,0,168.2820003,98.88307551,0.74578231,0.00113461,18,93,0.002552864,0.010290134,0.7,47.6,9.066666667,58.70046851,85,292.215618,140,86,5.90E-05,307,0.038461538,10.73863636,4.7,8.366931638,1.445945946,170,14.2,0.000860338,152.4516883,44.45,-0.455333333,2166.551954,0.028517023,0.015486087,48,273.9498964,44892,7.4,290.9995314,33,132,602,5,1.699843477,17.97693146,18.23049231,-10054.07708,4
29,0.005277045,0.003299384,0.119191919,0,169.787282,99.74245743,0.899187872,0.001325608,21,100,0.003239338,0.011982504,0.533333333,44.46666667,10.69781746,59.72943503,92,356.4920749,174,100,5.90E-05,321,0.038461538,13.36363636,4.8,9.648330684,1.472972973,170,15.2,0.000948095,188.3134365,56.25,-0.396373457,2588.762794,0.034732942,0.019909997,49,274.8609224,54300,9.3,344.8634832,35,136,682.25,4,1.984422845,27.74566244,21.65877783,-9951.983305,4
30,0.005277045,0.014495408,0.063636364,0,186.3399105,109.5522612,0.991097842,0.001295376,21,106,0.003239338,0.00487455,0.466666667,46.93333333,23.68888889,71.83178408,103,428.7243256,192,106,6.32E-05,388,0.04,15.75,4.5,9.925755167,1.513513514,170,16.4,0.000938353,243.3105651,59.96454545,-0.356057099,2941.817026,0.038428106,0.019705421,67,304.6532097,69218,9.066666667,376.0787756,38,163,702.75,5,2.31426913,42.98755878,20.9323798,-9419.146073,4
31,0.00351803,0.01371977,-0.016666667,0,180.4833937,106.0270817,0.642732431,0.000941586,13,61,0.00186639,0.001556455,0.333333333,24,10.14583333,56.26641772,52.5,224.2759676,72,56,6.43E-05,209,0.04,7,3.7,6.090302067,1.267885533,165,9.6,0.000547092,149.7550439,33.83,-0.358072917,950.6700598,0.023192937,0.007112192,47,293.2916649,22540,5.566666667,235.6799148,22,75.75,403.25,3,1.041072423,22.92180169,8.992336722,-9623.903029,3
32,0.00351803,0.007454416,-0.064285714,0,165.311495,97.11786046,0.587891214,0.000943765,13,64,0.00186639,0.005889972,0.5,28.5,7.258333333,49.51235074,50.25,197.3544935,76,58,6.00E-05,206,0.038461538,6.681818182,3.7,6.510810811,1.281399046,165,10,0.000584852,124.9453159,34.1,-0.436197917,1068.647577,0.022444428,0.007603073,42,267.7221248,22388,5.8,222.1142641,23,74.25,392.75,3,1.010943856,15.33668983,10.07946437,-10153.96982,3
33,0.000879507,0,-0.666666667,0,133.4705883,79.43762894,0.12046538,0.000387895,2,11,0.000193033,0.001556455,0,5,1,26.76750824,4.5,26.74399703,5,12,5.20E-05,39,0.035714286,0.636363636,1,1.165500795,0.163434022,14,2.6,8.53E-05,39,6.5,-1,18.39397206,0.005589538,0.000170569,17,216.5711366,1260,1.1,39.00630529,6,8,35,1,0.08683763,5.210146175,1.815297749,-12776.16009,1
34,0.000879507,0,-0.666666667,0,133.4705883,79.43762894,0.12046538,0.000387895,2,11,0.000193033,0.001556455,0,5,1,26.76750824,4.5,26.74399703,5,12,5.20E-05,39,0.035714286,0.636363636,1,1.165500795,0.163434022,14,2.6,8.53E-05,39,6.5,-1,18.39397206,0.005589538,0.000170569,17,216.5711366,1260,1.1,39.00630529,6,8,35,1,0.08683763,5.210146175,1.815297749,-12776.16009,1
35,0.000879507,0,-0.666666667,0,133.4705883,79.43762894,0.12046538,0.000387895,2,11,0.000193033,0.001556455,0,5,1,26.76750824,4.5,26.74399703,5,12,5.20E-05,39,0.035714286,0.636363636,1,1.165500795,0.163434022,14,2.6,8.53E-05,39,6.5,-1,18.39397206,0.005589538,0.000170569,17,216.5711366,1260,1.1,39.00630529,6,8,35,1,0.08683763,5.210146175,1.815297749,-12776.16009,1
36,0.002638522,0.008764106,-0.242063492,0,155.4229127,91.71405722,0.417616022,0.000849636,8,40,0.001179915,0.000879507,0.333333333,20,6.961904762,44.38687285,27.5,132.8100423,45,42,5.69E-05,144,0.037037037,5.011363636,3,4.006836248,1.002066773,129,7.8,0.000335947,103.1805087,20.89,-0.43595679,504.3836201,0.015232744,0.002687573,45,252.8396575,13566,4.033333333,138.9412245,18,45,219.75,3,0.630166602,18.03326661,5.256693367,-10890.90609,2
37,0.005277045,0.025887177,0.172222222,0,202.2716864,119.821968,1.093244373,0.00146286,14,62,0.003239338,0.009613186,0.2,32.4,34.27083333,80.95044733,47,483.1486004,162,96,6.79E-05,417,0.041666667,18.61363636,4.5,8.53100159,1.293004769,144,14.4,0.000317059,341.410724,74.75909091,-0.266589506,2055.910289,0.055668607,0.004438829,101,335.2183654,68736,7.733333333,410.8484839,33,91,479.5,4,1.915132134,115.747552,10.801504,-8185.333362,2
38,0.001759015,0.015167999,-0.333333333,0,188.0734568,111.6507941,0.339903577,0.000572475,5,21,0.000493441,0.004264247,0,8,3.5,52.60424143,18.5,105.0237446,16,22,6.88E-05,101,0.041666667,2.227272727,2,2.634499205,0.541017488,69,4.4,0.000126144,101,18.37454545,-0.5,145.5673583,0.015514335,0.000630721,36,308.2299596,4719,2.333333333,126.7290059,10,30,126.75,2,0.33659742,20.55192059,2.649026314,-9324.165687,2
39,0.005277045,0.054669667,0.122222222,0,214.5830972,129.0950266,1.174395723,0.001592003,12,59,0.003239338,0.00023333,0.066666667,34.13333333,55.51488095,89.85123795,44.5,536.2725135,192,106,7.24E-05,512,0.041666667,22.43181818,4.8,7.271224165,1.407631161,152,16.4,0.000131995,478.9795763,74.11272727,-0.192322531,2102.203766,0.062113967,0.001583942,95,359.1940146,77380,6.548484848,420.8643473,38,95.5,373,4,1.939794971,208.8919241,9.173831431,-7680.898765,2
40,0.002638522,0.001759015,-0.080952381,3,191.9702383,116.9598524,0.531049247,0.001006564,5,28,0.001179915,0.004351454,0.333333333,22.66666667,4.558974359,64.32074735,19,192.4542241,51,46,6.94E-05,285,0.041666667,5.727272727,2.7,4.024960254,1.176152623,154,8.6,2.01E-05,204.2114235,39.59337662,-0.415123457,528.2070098,0.032738771,0.000100699,50,322.2433071,20217,3.181818182,204.4808155,20,50.5,170.5,2,0.60139586,35.20191894,4.761294765,-8909.186233,2
41,0.000879507,0,-0.846153846,0,185.6521725,112.1891074,0.170831064,0.000393314,2,18,0.000193033,0.000910278,0,12,1,55.74301015,6.25,55.69404835,12,26,6.91E-05,195,0.041666667,1.193181818,1,2.502702703,1.069793323,152,5.4,1.33E-05,195,18.42,-1,83.87651259,0.015700575,2.67E-05,38,310.618949,8710,1.015151515,84.87804396,13,18.5,81,1,0.171351308,16.94123501,2.319220767,-10027.46475,1
42,0.000879507,0,-0.846153846,0,185.6521725,112.1891074,0.170831064,0.000393314,2,18,0.000193033,0.000910278,0,12,1,55.74301015,6.25,55.69404835,12,26,6.91E-05,195,0.041666667,1.193181818,1,2.502702703,1.069793323,152,5.4,1.33E-05,195,18.42,-1,83.87651259,0.015700575,2.67E-05,38,310.618949,8710,1.015151515,84.87804396,13,18.5,81,1,0.171351308,16.94123501,2.319220767,-10027.46475,1
43,0.000879507,0,-0.846153846,0,185.6521725,112.1891074,0.170831064,0.000393314,2,18,0.000193033,0.000910278,0,12,1,55.74301015,6.25,55.69404835,12,26,6.91E-05,195,0.041666667,1.193181818,1,2.502702703,1.069793323,152,5.4,1.33E-05,195,18.42,-1,83.87651259,0.015700575,2.67E-05,38,310.618949,8710,1.015151515,84.87804396,13,18.5,81,1,0.171351308,16.94123501,2.319220767,-10027.46475,1
44,0.000879507,0,-0.846153846,0,185.6521725,112.1891074,0.170831064,0.000393314,2,18,0.000193033,0.000910278,0,12,1,55.74301015,6.25,55.69404835,12,26,6.91E-05,195,0.041666667,1.193181818,1,2.502702703,1.069793323,152,5.4,1.33E-05,195,18.42,-1,83.87651259,0.015700575,2.67E-05,38,310.618949,8710,1.015151515,84.87804396,13,18.5,81,1,0.171351308,16.94123501,2.319220767,-10027.46475,1
45,0.000879507,0,-0.846153846,0,185.6521725,112.1891074,0.170831064,0.000393314,2,18,0.000193033,0.000910278,0,12,1,55.74301015,6.25,55.69404835,12,26,6.91E-05,195,0.041666667,1.193181818,1,2.502702703,1.069793323,152,5.4,1.33E-05,195,18.42,-1,83.87651259,0.015700575,2.67E-05,38,310.618949,8710,1.015151515,84.87804396,13,18.5,81,1,0.171351308,16.94123501,2.319220767,-10027.46475,1
46,0.000879507,0,-0.846153846,0,185.6521725,112.1891074,0.170831064,0.000393314,2,18,0.000193033,0.000910278,0,12,1,55.74301015,6.25,55.69404835,12,26,6.91E-05,195,0.041666667,1.193181818,1,2.502702703,1.069793323,152,5.4,1.33E-05,195,18.42,-1,83.87651259,0.015700575,2.67E-05,38,310.618949,8710,1.015151515,84.87804396,13,18.5,81,1,0.171351308,16.94123501,2.319220767,-10027.46475,1
47,0.001759015,0.008764106,-0.571428571,0,188.1528209,114.1645732,0.346562334,0.000708339,4,26,0.000493441,0.001587226,0,17,3.716666667,61.12081642,19,122.0269856,34,40,6.91E-05,232,0.041666667,3.659090909,2,2.894753577,1.150874404,152,8,1.41E-05,232,23.22454545,-0.5,257.7755304,0.020061292,5.63E-05,48,315.2329763,15740,2.115151515,125.6694907,19,49.5,103,2,0.474171723,42.84044812,3.239970579,-10008.15314,2
48,0.00351803,0.104031765,-0.207467532,0,201.1256002,122.5690343,0.743304443,0.001217238,8,43,0.00186639,0.003674506,0.166666667,32.66666667,19.28214286,80.66212977,31.5,321.5164202,112,76,6.98E-05,421,0.041666667,12.09090909,3.7,6.110651828,1.338314785,154,13.6,2.86E-05,356.3688062,55.61649351,-0.309461806,1335.592075,0.046338425,0.000228745,81,340.7225863,49552,4.481818182,280.1838841,32,82.5,254.5,3,1.18376038,102.5201622,6.450784215,-8355.101575,2
49,0.001759015,0.001309842,-0.166666667,0,182.5470862,110.0182649,0.333142817,0.000671657,4,12,0.000493441,0.000879507,0,6,3.25,46.44545086,12,92.72779219,12,18,6.87E-05,74,0.041666667,1.909090909,2,1.210651828,0.208108108,17,3.6,1.44E-05,74,13.68454545,-0.5,69.14449521,0.013818974,5.78E-05,21,299.698312,2097,2,110.2035372,8,19.5,66.5,2,0.218088255,19.12551996,2.429208355,-9459.301245,2
50,0.000879507,0,-0.714285714,0,199.5184254,120.4926005,0.183246337,0.000379463,2,11,0.000193033,0.001217981,0,6,1,52.32272544,4.5,52.27676785,6,14,7.74E-05,77,0.045454545,0.715909091,1,1.222416534,0.224006359,22,3,1.33E-06,77,12.77,-1,41.93825629,0.011443687,2.66E-06,25,329.6298841,2002,1.066666667,81.4863196,7,10.75,58,1,0.1055419,9.490984666,1.858224781,-9007.756974,1
51,0.00351803,0.0077098,0.107936508,4,219.3241661,133.5228178,0.806445201,0.001235439,7,29,0.00186639,0.002505232,0.166666667,17.5,11.31428571,70.70121921,22.5,281.81258,60,50,8.20E-05,206,0.047619048,7.954545455,3.4,3.874403816,0.897933227,109,8.4,2.67E-06,174.3752353,38.64142857,-0.300069444,580.761153,0.035700731,1.87E-05,47,363.335804,15650,4.166666667,275.4344946,19,46,176,3,0.711099057,60.52713989,5.240608924,-6632.901128,2
52,0.004397537,0.076216318,0.13975469,0,237.9222545,144.7366982,1.09304203,0.001458758,10,37,0.002552864,0.001828284,0.1,22,27.37460317,85.52781355,31.5,425.7642831,100,70,8.74E-05,276,0.05,13.125,4.1,5.312082671,0.990779014,111,11,4.96E-06,249.7351274,55.11357143,-0.236944444,1093.602679,0.050197774,4.96E-05,68,395.1483131,30555,5.333333333,375.7465512,25,64,257,3,1.156637338,116.7192483,6.582907363,-5703.43889,2
53,0.002638522,0.013036283,-0.092063492,0,226.2994244,136.7553441,0.622632458,0.000887159,6,23,0.001179915,0.001217981,0,12,9.59047619,71.08040063,20.5,212.6797949,36,36,8.51E-05,150,0.047619048,5.011363636,2.7,3.113036566,0.785055644,99,6.6,2.84E-06,150,28.15285714,-0.333333333,343.9350291,0.02669047,1.70E-05,44,375.0654151,9054,3.066666667,215.6927515,15,40,129.5,2,0.523382658,54.76320536,3.538457469,-6989.241537,2
54,0.000879507,0,-0.5,0,161.6724015,97.48792204,0.147648598,0.00041859,2,5,0.000193033,0.000879507,0,3,1,34.98898941,3,34.95825688,3,8,6.22E-05,37,0.038461538,0.477272727,1,0.369157393,0.077583466,4,1.8,6.38E-06,37,6.484545455,-1,8.829106588,0.006711036,1.28E-05,11,264.7506009,484,1,53.08395203,4,5,33.5,1,0.05538479,4.812759979,1.650173195,-11487.42819,1
55,0.002638522,0.002205091,0.122222222,3,183.7427272,111.0500875,0.503602562,0.001012777,5,18,0.001179915,0.001217981,0,9,7.19047619,53.08395203,16,158.8325886,27,30,6.69E-05,122,0.04,4.295454545,2.4,1.953736089,0.291573927,22,5.4,3.07E-05,122,26.89454545,-0.333333333,194.8965165,0.023679296,0.000153469,40,303.3668855,7455,3.066666667,164.5811764,12,33.5,116,2,0.428467156,44.79117484,3.378186379,-9381.198985,2
56,0.001759015,3.10E-06,-0.1,0,169.5432723,102.4535751,0.30935235,0.000703991,4,9,0.000493441,0.000879507,0,5,3.166666667,39.74094902,10.5,79.34233373,10,16,6.43E-05,56,0.04,1.75,2,0.676629571,0.176947536,14,3.2,9.38E-06,56,10.70454545,-0.5,42.45714618,0.011446395,3.75E-05,16,277.3475901,1416,2,99.52940289,7,15.5,53,2,0.179989544,15.12551996,2.367479437,-9909.258994,2
