Gravity Model Centrality,Laplacian Centrality,GSM,Extended Improved Gravity Index Values,I-GSM Values,Second order centrality,Centrality Values,GGC Values,Eccentricity Centrality,Closeness Centrality,DNC Scores,PE Values,HVGc Index,P Value,Clustered Local Degree,Eigenvector Centrality,Isolating Centrality,Extended Coreness,Clustering Coefficient,Global Relative Change in Avg Degree,MCGM Values,Subgraph centrality,PageRank Centrality,EIGSM Values,Semi local centrality,Average Spreading Ability
0.4803329989427696,0.5333333333333332,0.35746665111057796,0.5205479452054793,0.39873184527604,0.09296568843335251,0.3427672955974844,0.26270720438430234,0.06172840340192054,0.12290254531208933,0.5333333334,0.4577063992698298,0.4585118705287603,0.9999999999999999,0.9666666670000001,0.6627511323082347,0.48,0.6666666666666665,0.5000000007499998,0.5000000128359371,0.5390671184776878,0.768718471404587,0.5033237108473818,0.5113360973710874,0.33333333333333326,0.45789473684210535
0.7754592622435279,0.6000000000000001,0.8785988708166053,0.7808219178082192,0.904761507156282,0.7146108292531399,0.6509433962264152,0.7205465904897619,0.39682538710758375,0.6838077306415331,0.36666666680000015,0.945859192193514,0.716677343845043,0.6666666666666666,0.8999999999999999,1.0,0.32,0.833333333333333,0.250000000375,0.5000000128359371,0.9643863577518266,0.5999888327102757,0.46255565320478365,0.9316594234025612,0.9791666666666667,0.963157894736842
0.6585742158915535,0.5333333333333332,0.7727644262959488,0.7260273972602738,0.7043479634062617,0.6501645607123081,0.6572327044025158,0.6430308107049262,0.29629630255144046,0.5404505023063495,0.36666666680000015,0.9458228456316611,0.5743517723892527,0.7499999999999999,0.75,0.9262155898500287,0.48,0.6666666666666665,0.250000000375,0.5000000128359371,0.8180033432981906,0.5714577193937157,0.4827725853067313,0.842623621195079,0.7916666666666667,0.9894736842105261
0.07356149566401127,0.0,0.7078629814744817,0.10273972602739723,0.1629992860680014,1.0,0.16981132075471705,0.4685699783361337,1.0,0.9869138302395903,0.06666666680000022,0.32856256598837774,0.09024049501053721,0.0,0.0,0.2086852247267747,0.36,0.0,0.0,0.0,0.11520865314382117,0.0027242558584024135,0.1488245645545183,0.11646177305336769,0.10416666666666674,0.6578947368421051
0.14697227144600067,0.06666666666666665,0.7443634055693757,0.1917808219178081,0.32566460372559236,0.9449776710218074,0.23270440251572333,0.28331051087201786,1.0,1.0,0.0,0.45771222839607395,0.10440948642009679,0.08333333333333333,0.46666666700000015,0.32650238678297594,0.24,0.16666666666666652,0.5000000007499998,0.0,0.2115738739058205,0.12663588049078933,0.11133154548412683,0.22230901255014013,0.29166666666666674,0.6473684210526318
0.14697227144600067,0.06666666666666665,0.7443634055693757,0.1917808219178081,0.32566460372559236,0.9449776710218074,0.23270440251572333,0.28331051087201786,1.0,1.0,0.0,0.45771222839607395,0.10440948642009679,0.08333333333333333,0.46666666700000015,0.32650238678297594,0.24,0.16666666666666652,0.5000000007499998,0.0,0.2115738739058205,0.12663588049078933,0.11133154548412683,0.22230901255014013,0.29166666666666674,0.5473684210526313
0.7020182983536627,0.5333333333333332,0.9518858029840791,0.6369863013698629,0.7788380949243634,1.0,0.6037735849056604,0.8352643556810224,0.8080808097867564,0.9869138302395903,0.43333333340000013,0.8166321333327817,0.6321794111537908,0.25,0.5333333329999999,0.6061539494063085,0.48,0.6666666666666665,0.0,0.5000000128359371,0.5959707420322664,0.41894998773749836,0.5420768391264765,0.7739177149421894,0.7708333333333333,0.8
0.8212906360245158,0.6000000000000001,1.0,0.7602739726027397,0.9833449403766781,0.9238154489509571,0.669811320754717,0.8017500388027813,0.6481481407201646,0.9237267330142402,0.33333333340000004,0.9923475872787817,0.6841274307947783,0.4166666666666667,0.8999999999999999,0.8316510192871058,0.32,0.833333333333333,0.250000000375,0.5000000128359371,0.8561888960110993,0.5533806880880429,0.48520859840300057,0.8969706174803318,0.9999999999999998,0.9105263157894739
0.02052664709278451,0.0,0.6069579020201781,0.013698630136986245,0.04548342548208484,0.809068090431172,0.11949685534591203,0.2321998803825161,0.6481481407201646,0.8525101782782443,0.0,0.34880839733752866,0.0,0.0,0.2999999999999998,0.03712207946148917,0.36,0.0,0.5000000007499998,0.0,0.0,0.09690806793883266,0.19391017291682644,0.00772562651268216,0.0,0.0
0.02052664709278451,0.0,0.6069579020201781,0.013698630136986245,0.04548342548208484,0.809068090431172,0.11949685534591203,0.2321998803825161,0.6481481407201646,0.8525101782782443,0.0,0.34880839733752866,0.0,0.0,0.2999999999999998,0.03712207946148917,0.36,0.0,0.5000000007499998,0.0,0.0,0.09690806793883266,0.19391017291682644,0.00772562651268216,0.0,0.30000000000000004
0.03747453745715623,0.0,0.6107061028462533,0.0,0.08303695854360282,0.7930209023108459,0.05031446540880513,0.4501565524883654,0.5128205139031341,0.754118964701141,0.06666666680000022,0.22307570368811747,0.06385292015544775,0.0,0.0,0.02020311306853131,0.36,0.0,0.0,0.0,0.009724058521091816,0.0,0.1877163973924456,0.0,0.0625,0.22631578947368403
0.2019477467294366,0.1333333333333333,0.6422994333042547,0.43150684931506844,0.4474805488067961,0.8346740868296136,0.4056603773584907,0.28770179533747725,0.5128205139031341,0.723360995491819,0.03333333340000011,0.5724572567434736,0.2656322017554448,0.4166666666666667,0.6333333329999997,0.6924575540127405,0.12,0.33333333333333326,0.5000000007499998,0.0,0.49550849674426173,0.20055052982416777,0.02336857617371013,0.4557786034449989,0.5625,0.963157894736842
0.8310041885141797,0.6000000000000001,0.9759476121794726,0.8287671232876712,1.0,0.8583853227214722,0.7169811320754719,1.0,0.5128205139031341,0.8186437408993279,0.4,0.9518322619971924,0.8513420185767825,0.49999999999999994,0.6666666670000001,0.9689832919221577,0.32,0.833333333333333,0.0,0.5000000128359371,1.0,0.4607662743898967,0.46272252141580106,0.9692296293562377,0.9999999999999998,0.9842105263157894
0.2033553768537011,0.1333333333333333,0.6184337708195637,0.34246575342465757,0.4505996096699132,0.5883387212311957,0.28616352201257855,0.3012903607498228,0.29629630255144046,0.5322022339013266,0.0,0.5037982094592024,0.23701622514795395,0.7499999999999999,0.6333333329999997,0.7366017173405631,0.12,0.33333333333333326,0.5000000007499998,0.0,0.5215945388439522,0.20572944881667576,0.024513174419497297,0.3706238949973246,0.5,0.4789473684210528
0.035947878839429404,0.1333333333333333,0.07912254506227123,0.23287671232876717,0.0796541534840376,0.0,0.14088050314465417,0.020957356271055452,0.0,0.004002133970165689,0.21333333340000016,0.11230637710747504,0.13874494198555015,0.9999999999999999,1.0,0.00186205778664493,0.24,0.33333333333333326,1.0,0.0,0.006365758325438731,0.3519786799987249,0.05972859379627282,0.14502394083733794,0.29166666666666674,0.08421052631578951
0.035947878839429404,0.1333333333333333,0.07912254506227123,0.23287671232876717,0.0796541534840376,0.0,0.14088050314465417,0.020957356271055452,0.0,0.004002133970165689,0.21333333340000016,0.11230637710747504,0.13874494198555015,0.9999999999999999,1.0,0.00186205778664493,0.24,0.33333333333333326,1.0,0.0,0.006365758325438731,0.3519786799987249,0.05972859379627282,0.14502394083733794,0.29166666666666674,0.3052631578947367
0.0,0.1333333333333333,0.0,0.18493150684931492,0.0,0.012003714598040283,0.0,0.0,0.0,0.0,0.20000000000000007,0.0,0.14922253968613652,0.9999999999999999,1.0,0.5330759409409782,0.12,0.33333333333333326,1.0,0.0,0.27828013269435964,0.39646704747086925,0.03562507769283352,0.12454831917182929,0.10416666666666674,0.24736842105263146
0.04840366133363316,0.0,0.6679552563141287,0.0,0.10725396693683775,0.927177227827253,0.05031446540880513,0.4501565524883654,0.8080808097867564,0.9360733821058558,0.06666666680000022,0.22307570368811747,0.06385292015544775,0.0,0.0,0.07926843686812673,0.36,0.0,0.0,0.0,0.04663247704477186,5.306174805097541e-07,0.18532300110049604,0.011509236576016324,0.0625,0.11052631578947358
0.035947878839429404,0.1333333333333333,0.07912254506227123,0.23287671232876717,0.0796541534840376,0.0,0.14088050314465417,0.020957356271055452,0.0,0.004002133970165689,0.21333333340000016,0.11230637710747504,0.13874494198555015,0.9999999999999999,1.0,0.00186205778664493,0.24,0.33333333333333326,1.0,0.0,0.006365758325438731,0.3519786799987249,0.05972859379627282,0.14502394083733794,0.29166666666666674,0.3263157894736841
0.1676568030729071,0.06666666666666665,0.5753881264045395,0.273972602739726,0.37149787312736304,0.5332251473044454,0.23899371069182396,0.5926158220375033,0.20833333245370378,0.3958958294718724,0.03333333340000011,0.41799115700700673,0.2331333825631161,0.8333333333333333,0.13333333299999994,0.6390152789966669,0.24,0.16666666666666652,0.0,0.0,0.4878965001291769,0.042229079742561515,0.04254762342192131,0.27796002688414023,0.3125,0.6473684210526318
0.18353921519847338,0.1333333333333333,0.6398951372217674,0.3835616438356164,0.40669049388697953,0.8679905322016801,0.34591194968553485,0.2751672910643977,0.6481481407201646,0.7966727961287767,0.03333333340000011,0.5198820488396385,0.25132421357329704,0.3333333333333333,0.6333333329999997,0.6113250446313065,0.12,0.33333333333333326,0.5000000007499998,0.0,0.41354598139505133,0.19941031585434355,0.03651797400854795,0.4182640493503307,0.5416666666666667,0.5631578947368421
0.29101916182743226,0.19999999999999996,0.7242682153402198,0.4452054794520548,0.6448470776874147,0.6928167248499859,0.339622641509434,0.3429472232007963,0.39682538710758375,0.6741691483406278,0.0,0.5563734215326555,0.36611164261319795,0.5833333333333333,0.7999999999999998,0.831637055453636,0.0,0.5,0.5000000007499998,0.0,0.660498753312514,0.2347791731930583,0.0,0.5013426140366908,0.6875,0.8473684210526315
